date,statusList,zscore,HOTUSDT_position,HOTUSDT_price,WAVESUSDT_position,WAVESUSDT_price,init,total_asset,pnl,return
2020-01-29,0,-0.6467867825454255,0.0,0.0006531,0.0,0.8699,200000,200000.0,0.0,1.0
2020-01-30,-1,-1.08100195494718,156739811.9122257,0.000638,-114995.40018399263,0.8696,200000,200000.0,0.0,1.0
2020-01-31,-2,-1.4250480232871765,0.0,0.0006329,0.0,0.8824,200000,202271.31416310742,2271.314163107425,1.0113565708155372
2020-02-01,-2,-1.5316966843398812,0.0,0.0006448,0.0,0.9111,200000,202271.31416310742,2271.314163107425,1.0113565708155372
2020-02-02,-2,-1.5396246897066774,0.0,0.0006719,0.0,0.9594,200000,202271.31416310742,2271.314163107425,1.0113565708155372
2020-02-03,-2,-1.9937243201130876,0.0,0.0006619,0.0,0.9809,200000,202271.31416310742,2271.314163107425,1.0113565708155372
2020-02-04,0,-0.6629060385237353,0.0,0.000695,0.0,0.9643,200000,202271.31416310742,2271.314163107425,1.0113565708155372
2020-02-05,-1,-1.0578156413831201,145330732.98110896,0.0006959,-102167.54932978454,0.9899,200000,202271.31416310742,2271.314163107425,1.0113565708155372
2020-02-06,-1,-0.6791524518477428,145330732.98110896,0.00074,-102167.54932978454,1.0364,200000,213431.19053140932,13431.190531409316,1.0671559526570467
2020-02-07,-1,-0.8171653458689533,145330732.98110896,0.0007744,-102167.54932978454,1.092,200000,224111.0834886955,24111.083488695498,1.1205554174434775
2020-02-08,0,1.3223428079267632,0.0,0.000808,0.0,1.058,200000,192937.34910528344,-7062.650894716557,0.9646867455264172
2020-02-09,0,-0.26726929225225676,0.0,0.0008003,0.0,1.11,200000,192937.34910528344,-7062.650894716557,0.9646867455264172
2020-02-10,-2,-3.8273690355419028,0.0,0.0007595,0.0,1.4376,200000,192937.34910528344,-7062.650894716557,0.9646867455264172
2020-02-11,-2,-2.6105385269718457,0.0,0.000771,0.0,1.4117,200000,192937.34910528344,-7062.650894716557,0.9646867455264172
2020-02-12,-2,-1.6043533874495022,0.0,0.0008498,0.0,1.4324,200000,192937.34910528344,-7062.650894716557,0.9646867455264172
2020-02-13,-1,-1.0702368424949902,110705387.3681911,0.0008714,-68719.67128696518,1.4038,200000,192937.34910528344,-7062.650894716557,0.9646867455264172
2020-02-14,-2,-1.5514786543518868,0.0,0.0008915,0.0,1.5529,200000,200958.2738080693,958.2738080692943,1.0047913690403465
2020-02-15,-2,-1.3333976482222643,0.0,0.000849,0.0,1.4686,200000,200958.2738080693,958.2738080692943,1.0047913690403465
2020-02-16,0,-0.9636500855753826,0.0,0.0008258,0.0,1.3809,200000,200958.2738080693,958.2738080692943,1.0047913690403465
2020-02-17,0,-0.9506572560874332,0.0,0.0007907,0.0,1.3366,200000,200958.2738080693,958.2738080692943,1.0047913690403465
2020-02-18,-2,-1.4518814998343557,0.0,0.0007956,0.0,1.4693,200000,200958.2738080693,958.2738080692943,1.0047913690403465
2020-02-19,-2,-1.4188905113978711,0.0,0.0007284,0.0,1.3717,200000,200958.2738080693,958.2738080692943,1.0047913690403465
2020-02-20,-2,-1.7224143687678795,0.0,0.0007235,0.0,1.4854,200000,200958.2738080693,958.2738080692943,1.0047913690403465
2020-02-21,-2,-1.32528356176014,0.0,0.0007332,0.0,1.4459,200000,200958.2738080693,958.2738080692943,1.0047913690403465
2020-02-22,-1,-1.120226683741835,137623800.71775734,0.0007301,-70769.923161033,1.4198,200000,200958.2738080693,958.2738080692943,1.0047913690403465
2020-02-23,-1,-0.9588475806285555,137623800.71775734,0.0007501,-70769.923161033,1.4439,200000,205416.30497060533,5416.304970605328,1.0270815248530267
2020-02-24,-1,-1.0058164449408236,137623800.71775734,0.0006961,-70769.923161033,1.3735,200000,193002.4171413097,-6997.5828586902935,0.9650120857065485
2020-02-25,-1,-1.0325039848700137,137623800.71775734,0.0006552,-70769.923161033,1.3215,200000,183693.56768757972,-16306.432312420278,0.9184678384378986
2020-02-26,-1,-0.4700860083795377,137623800.71775734,0.0006203,-70769.923161033,1.1562,200000,167192.22874401123,-32807.77125598877,0.8359611437200561
2020-02-27,-1,-0.4869303749430069,137623800.71775734,0.000643,-70769.923161033,1.2148,200000,174463.40651754086,-25536.59348245914,0.8723170325877043
2020-02-28,0,-0.06465763386025679,0.0,0.0006341,0.0,1.1529,200000,195281.6661852943,-4718.333814705693,0.9764083309264715
2020-02-29,0,0.05611718076080728,0.0,0.0006189,0.0,1.1317,200000,195281.6661852943,-4718.333814705693,0.9764083309264715
2020-03-01,0,0.019959747888768562,0.0,0.0006107,0.0,1.1176,200000,195281.6661852943,-4718.333814705693,0.9764083309264715
2020-03-02,0,-0.16068798679717652,0.0,0.0006394,0.0,1.1853,200000,195281.6661852943,-4718.333814705693,0.9764083309264715
2020-03-03,0,-0.019040404025741187,0.0,0.000631,0.0,1.1639,200000,195281.6661852943,-4718.333814705693,0.9764083309264715
2020-03-04,0,-0.19926595115556855,0.0,0.0006388,0.0,1.1998,200000,195281.6661852943,-4718.333814705693,0.9764083309264715
2020-03-05,-2,-1.5374894678889606,0.0,0.0006517,0.0,1.3394,200000,195281.6661852943,-4718.333814705693,0.9764083309264715
2020-03-06,-2,-1.7853606150487622,0.0,0.0006483,0.0,1.375,200000,195281.6661852943,-4718.333814705693,0.9764083309264715
2020-03-07,-1,-1.0782305754926853,154129176.15256062,0.0006335,-75937.80766265916,1.2858,200000,195281.66618529428,-4718.333814705722,0.9764083309264714
2020-03-08,-1,-1.0231774788628336,154129176.15256062,0.0005399,-75937.80766265916,1.0936,200000,166259.92866465152,-33740.071335348475,0.8312996433232576
2020-03-09,-1,-1.1454127657827065,154129176.15256062,0.0005328,-75937.80766265916,1.0925,200000,165082.07992553944,-34917.92007446056,0.8254103996276971
2020-03-10,-2,-2.7597479093862525,0.0,0.0005435,0.0,1.2875,200000,209282.38631205127,9282.386312051269,1.0464119315602562
2020-03-11,-2,-2.7456870279628505,0.0,0.0005245,0.0,1.337,200000,209282.38631205127,9282.386312051269,1.0464119315602562
2020-03-12,-2,-2.689545110455533,0.0,0.0002819,0.0,0.795,200000,209282.38631205127,9282.386312051269,1.0464119315602562
2020-03-13,-2,-2.0009855468571045,0.0,0.0003223,0.0,0.8707,200000,209282.38631205127,9282.386312051269,1.0464119315602562
2020-03-14,-2,-1.5701113713911385,0.0,0.0003081,0.0,0.805,200000,209282.38631205127,9282.386312051269,1.0464119315602562
2020-03-15,-2,-1.6550490059760998,0.0,0.0003117,0.0,0.8629,200000,209282.38631205127,9282.386312051269,1.0464119315602562
2020-03-16,-2,-1.2475679464734184,0.0,0.0002807,0.0,0.7386,200000,209282.38631205127,9282.386312051269,1.0464119315602562
2020-03-17,-2,-1.5330670582194736,0.0,0.0002965,0.0,0.8612,200000,209282.38631205127,9282.386312051269,1.0464119315602562
2020-03-18,-2,-1.3470885374326793,0.0,0.0003,0.0,0.8667,200000,209282.38631205127,9282.386312051269,1.0464119315602562
2020-03-19,-2,-1.2078901062163396,0.0,0.0003304,0.0,0.9516,200000,209282.38631205127,9282.386312051269,1.0464119315602562
2020-03-20,-1,-1.1549248862691797,321083747.0267739,0.0003259,-109928.76684108167,0.9519,200000,209282.38631205127,9282.386312051269,1.0464119315602562
2020-03-21,-1,-1.013216343385036,321083747.0267739,0.0003237,-109928.76684108167,0.9354,200000,206762.1774157145,6762.177415714512,1.0338108870785725
2020-03-22,-1,-0.7437439532097109,321083747.0267739,0.0003046,-109928.76684108167,0.8452,200000,190713.90307843755,-9286.09692156245,0.9535695153921877
2020-03-23,-1,-0.7508923931594417,321083747.0267739,0.0003273,-109928.76684108167,0.9221,200000,206456.02630602452,6456.02630602452,1.0322801315301227
2020-03-24,-1,-0.6341365637143296,321083747.0267739,0.0003345,-109928.76684108167,0.9339,200000,210064.98873334203,10064.988733342034,1.0503249436667101
2020-03-25,-1,-0.6026457672029134,321083747.0267739,0.0003198,-109928.76684108167,0.8992,200000,201530.52944266296,1530.5294426629553,1.0076526472133147
2020-03-26,-1,-0.3616839722963183,321083747.0267739,0.0003251,-109928.76684108167,0.8917,200000,202407.8075505967,2407.8075505967136,1.0120390377529835
2020-03-27,-1,-0.3228782855540054,321083747.0267739,0.0003112,-109928.76684108167,0.859,200000,194350.0727912212,-5649.927208778798,0.971750363956106
2020-03-28,0,0.595767366407703,0.0,0.0003188,0.0,0.8144,200000,196446.87547529265,-3553.124524707353,0.9822343773764632
2020-03-29,2,1.5762111467218862,0.0,0.0003091,0.0,0.771,200000,196446.87547529265,-3553.124524707353,0.9822343773764632
2020-03-30,2,1.7654712137074338,0.0,0.0003298,0.0,0.8262,200000,196446.87547529265,-3553.124524707353,0.9822343773764632
2020-03-31,-1,-1.1801497223338238,-290773942.3849802,0.0003378,99215.59367439023,0.99,200000,196446.87547529265,-3553.124524707353,0.9822343773764632
2020-04-01,-1,-1.0055451687047625,-290773942.3849802,0.0003331,99215.59367439023,0.9698,200000,193076.08295386055,-6923.917046139453,0.9653804147693027
2020-04-02,-1,-0.934310919459135,-290773942.3849802,0.0003299,99215.59367439023,0.9615,200000,191322.1169107312,-8677.883089268813,0.9566105845536559
2020-04-03,-1,-0.7791990781320491,-290773942.3849802,0.0003317,99215.59367439023,0.9629,200000,191984.41183816828,-8015.588161831722,0.9599220591908414
2020-04-04,-1,-0.6355594201842216,-290773942.3849802,0.0003292,99215.59367439023,0.9505,200000,190027.2036206434,-9972.796379356587,0.950136018103217
2020-04-05,-1,-0.5651964739614971,-290773942.3849802,0.0003285,99215.59367439023,0.9486,200000,189635.15223299258,-10364.84776700742,0.9481757611649629
2020-04-06,0,-0.01744612927976116,0.0,0.0003525,0.0,0.9867,200000,191845.08706310793,-8154.912936892069,0.9592254353155396
2020-04-07,0,-0.6435212771503976,0.0,0.0003431,0.0,0.9928,200000,191845.08706310793,-8154.912936892069,0.9592254353155396
2020-04-08,0,-0.10196445323966909,0.0,0.0003585,0.0,1.0067,200000,191845.08706310793,-8154.912936892069,0.9592254353155396
2020-04-09,0,-0.5265587065599406,0.0,0.0003647,0.0,1.0458,200000,191845.08706310793,-8154.912936892069,0.9592254353155396
2020-04-10,0,-0.8984809709924503,0.0,0.0003415,0.0,0.9998,200000,191845.08706310793,-8154.912936892069,0.9592254353155396
2020-04-11,0,-0.8245160690282058,0.0,0.0003387,0.0,0.9912,200000,191845.08706310793,-8154.912936892069,0.9592254353155396
2020-04-12,-1,-1.0561695709584715,286678253.23237884,0.0003346,-96259.45161219664,0.9965,200000,191845.08706310793,-8154.912936892069,0.9592254353155396
2020-04-13,-1,-0.9023364155851163,286678253.23237884,0.000337,-96259.45161219664,0.9991,200000,192783.38944505734,-7216.6105549426575,0.9639169472252868
2020-04-14,-1,-0.7562060796933899,286678253.23237884,0.0003357,-96259.45161219664,0.9899,200000,191525.12076102302,-8474.87923897698,0.9576256038051151
2020-04-15,-1,-0.6130544575792809,286678253.23237884,0.0003268,-96259.45161219664,0.959,200000,185999.26725243797,-14000.732747562026,0.9299963362621899
2020-04-16,-1,-0.8462524213990242,286678253.23237884,0.0003363,-96259.45161219664,1.0056,200000,193208.40110327397,-6791.598896726035,0.9660420055163699
2020-04-17,-1,-0.5794218311699877,286678253.23237884,0.0003376,-96259.45161219664,0.9975,200000,192801.38127441728,-7198.618725582724,0.9640069063720864
2020-04-18,-1,-1.0852232141014708,286678253.23237884,0.0003437,-96259.45161219664,1.0411,200000,198747.03070942653,-1252.96929057347,0.9937351535471326
2020-04-19,-2,-1.67127079232225,0.0,0.0003348,0.0,1.0138,200000,193453.03992535247,-6546.9600746475335,0.9672651996267624
2020-04-20,-2,-2.3853440673049335,0.0,0.000312,0.0,0.9731,200000,193453.03992535247,-6546.9600746475335,0.9672651996267624
2020-04-21,-2,-1.511752831816534,0.0,0.0003146,0.0,0.9639,200000,193453.03992535247,-6546.9600746475335,0.9672651996267624
2020-04-22,-2,-1.8788097987126091,0.0,0.0003193,0.0,0.998,200000,193453.03992535247,-6546.9600746475335,0.9672651996267624
2020-04-23,-2,-1.4240001625739114,0.0,0.0003251,0.0,1.0074,200000,193453.03992535247,-6546.9600746475335,0.9672651996267624
2020-04-24,0,-0.6906348937769274,0.0,0.0003333,0.0,1.0107,200000,193453.03992535247,-6546.9600746475335,0.9672651996267624
2020-04-25,0,-0.27530026333625224,0.0,0.000341,0.0,1.0221,200000,193453.03992535247,-6546.9600746475335,0.9672651996267624
2020-04-26,0,-0.7130768924547223,0.0,0.0003455,0.0,1.0522,200000,193453.03992535247,-6546.9600746475335,0.9672651996267624
2020-04-27,0,-0.7056695028394232,0.0,0.0003457,0.0,1.055,200000,193453.03992535247,-6546.9600746475335,0.9672651996267624
2020-04-28,0,-0.9464976050732927,0.0,0.0003426,0.0,1.0534,200000,193453.03992535247,-6546.9600746475335,0.9672651996267624
2020-04-29,0,-0.3813603002661265,0.0,0.0003616,0.0,1.099,200000,193453.03992535247,-6546.9600746475335,0.9672651996267624
2020-04-30,0,0.22329061145192142,0.0,0.000351,0.0,1.0552,200000,193453.03992535247,-6546.9600746475335,0.9672651996267624
2020-05-01,0,0.983447547986711,0.0,0.0003623,0.0,1.0751,200000,193453.03992535247,-6546.9600746475335,0.9672651996267624
2020-05-02,2,4.001077762240799,0.0,0.0004421,0.0,1.0884,200000,193453.03992535247,-6546.9600746475335,0.9672651996267624
2020-05-03,2,3.691095649312099,0.0,0.0005045,0.0,1.0624,200000,193453.03992535247,-6546.9600746475335,0.9672651996267624
2020-05-04,2,3.276051373058122,0.0,0.0005696,0.0,1.06,200000,193453.03992535247,-6546.9600746475335,0.9672651996267624
2020-05-05,2,2.368979466182166,0.0,0.0005493,0.0,1.0517,200000,193453.03992535247,-6546.9600746475335,0.9672651996267624
2020-05-06,2,1.6252944914375342,0.0,0.0004995,0.0,1.024,200000,193453.03992535247,-6546.9600746475335,0.9672651996267624
2020-05-07,2,1.7725993436301937,0.0,0.0005433,0.0,1.0444,200000,193453.03992535247,-6546.9600746475335,0.9672651996267624
2020-05-08,2,1.3514938840935073,0.0,0.0005271,0.0,1.0551,200000,193453.03992535247,-6546.9600746475335,0.9672651996267624
2020-05-09,2,1.2014198007160946,0.0,0.0005186,0.0,1.0406,200000,193453.03992535247,-6546.9600746475335,0.9672651996267624
2020-05-10,1,1.007374762987784,-206327900.94427523,0.0004688,101263.10716360576,0.9552,200000,193453.03992535247,-6546.9600746475335,0.9672651996267624
2020-05-11,2,1.2642933738378133,0.0,0.0004898,0.0,0.931,200000,200236.4930385415,236.49303854149184,1.0011824651927075
2020-05-12,0,0.501384000322649,0.0,0.0004961,0.0,1.0699,200000,200236.4930385415,236.49303854149184,1.0011824651927075
2020-05-13,0,0.7415323741684333,0.0,0.0005215,0.0,1.06,200000,200236.4930385415,236.49303854149184,1.0011824651927075
2020-05-14,0,0.6853165305970401,0.0,0.0005167,0.0,1.0461,200000,200236.4930385415,236.49303854149184,1.0011824651927075
2020-05-15,0,0.8435532340330449,0.0,0.00053,0.0,1.0298,200000,200236.4930385415,236.49303854149184,1.0011824651927075
2020-05-16,0,0.7992232399218671,0.0,0.0005333,0.0,1.0299,200000,200236.4930385415,236.49303854149184,1.0011824651927075
2020-05-17,0,0.668584970892884,0.0,0.000539,0.0,1.0497,200000,200236.4930385415,236.49303854149184,1.0011824651927075
2020-05-18,0,0.4664721647671557,0.0,0.0005363,0.0,1.0638,200000,200236.4930385415,236.49303854149184,1.0011824651927075
2020-05-19,0,0.41936076716749165,0.0,0.0005372,0.0,1.0615,200000,200236.4930385415,236.49303854149184,1.0011824651927075
2020-05-20,0,0.07806094873850673,0.0,0.0005203,0.0,1.0542,200000,200236.4930385415,236.49303854149184,1.0011824651927075
2020-05-21,0,0.23518352317921837,0.0,0.0005134,0.0,1.0167,200000,200236.4930385415,236.49303854149184,1.0011824651927075
2020-05-22,0,-0.08637363920771049,0.0,0.000535,0.0,1.0665,200000,200236.4930385415,236.49303854149184,1.0011824651927075
2020-05-23,0,-0.6989123413351458,0.0,0.0005269,0.0,1.0699,200000,200236.4930385415,236.49303854149184,1.0011824651927075
2020-05-24,2,1.4169845335407583,0.0,0.0005315,0.0,1.0117,200000,200236.4930385415,236.49303854149184,1.0011824651927075
2020-05-25,2,1.8773289654544745,0.0,0.0005659,0.0,1.0576,200000,200236.4930385415,236.49303854149184,1.0011824651927075
2020-05-26,2,1.3627520774286737,0.0,0.0005634,0.0,1.0645,200000,200236.4930385415,236.49303854149184,1.0011824651927075
2020-05-27,1,1.0388361524386533,-179294854.08178857,0.0005584,93981.26961350864,1.0653,200000,200236.4930385415,236.49303854149184,1.0011824651927075
2020-05-28,1,0.8861783200025874,-179294854.08178857,0.0005685,93981.26961350864,1.087,200000,204086.7646153807,4086.7646153807,1.0204338230769034
2020-05-29,1,0.41973079341587965,-179294854.08178857,0.00056,93981.26961350864,1.0859,200000,202459.37895911065,2459.378959110647,1.0122968947955533
2020-05-30,1,0.7723036422964142,-179294854.08178857,0.0005828,93981.26961350864,1.1137,200000,209159.98092743094,9159.980927430937,1.0457999046371547
2020-05-31,2,2.7495652510316555,0.0,0.000627,0.0,1.0945,200000,209791.8669558377,9791.8669558377,1.0489593347791886
2020-06-01,2,1.5071154661993955,0.0,0.000628,0.0,1.1485,200000,209791.8669558377,9791.8669558377,1.0489593347791886
2020-06-02,2,1.7795851175209783,0.0,0.0006233,0.0,1.118,200000,209791.8669558377,9791.8669558377,1.0489593347791886
2020-06-03,2,2.4019566549123743,0.0,0.000652,0.0,1.1176,200000,209791.8669558377,9791.8669558377,1.0489593347791886
2020-06-04,2,1.7847205455675257,0.0,0.0006478,0.0,1.1256,200000,209791.8669558377,9791.8669558377,1.0489593347791886
2020-06-05,2,1.2341308833204796,0.0,0.000638,0.0,1.1305,200000,209791.8669558377,9791.8669558377,1.0489593347791886
2020-06-06,0,0.8218841011289281,0.0,0.0006376,0.0,1.1487,200000,209791.8669558377,9791.8669558377,1.0489593347791886
2020-06-07,0,0.5301455875283434,0.0,0.0006279,0.0,1.1443,200000,209791.8669558377,9791.8669558377,1.0489593347791886
2020-06-08,0,0.14298469446991005,0.0,0.0006394,0.0,1.1852,200000,209791.8669558377,9791.8669558377,1.0489593347791886
2020-06-09,0,0.14174021371761275,0.0,0.0006348,0.0,1.1721,200000,209791.8669558377,9791.8669558377,1.0489593347791886
2020-06-10,-1,-1.0525529318357794,164827048.2054036,0.0006364,-84436.87795051023,1.2423,200000,209791.8669558377,9791.8669558377,1.0489593347791886
2020-06-11,-1,-1.1825185564849041,164827048.2054036,0.0005783,-84436.87795051023,1.1335,200000,191028.68313408823,-8971.316865911765,0.9551434156704411
2020-06-12,-2,-1.6695047200422002,0.0,0.0006051,0.0,1.2103,200000,212248.9734702505,12248.973470250494,1.0612448673512525
2020-06-13,-2,-1.8839688499197802,0.0,0.00061,0.0,1.2489,200000,212248.9734702505,12248.973470250494,1.0612448673512525
2020-06-14,-1,-1.148885977440684,178931860.9595772,0.0005931,-90334.08813000105,1.1748,200000,212248.9734702505,12248.973470250494,1.0612448673512525
2020-06-15,-1,-0.9674986027171324,178931860.9595772,0.0005923,-90334.08813000105,1.1659,200000,211301.85459712578,11301.854597125784,1.056509272985629
2020-06-16,-2,-2.121253625641726,0.0,0.0005834,0.0,1.2563,200000,221346.8407041535,21346.840704153496,1.1067342035207675
2020-06-17,-2,-1.8933308602858083,0.0,0.0005821,0.0,1.2609,200000,221346.8407041535,21346.840704153496,1.1067342035207675
2020-06-18,-2,-1.572912846847043,0.0,0.0005773,0.0,1.2375,200000,221346.8407041535,21346.840704153496,1.1067342035207675
2020-06-19,-2,-1.439758015971136,0.0,0.0005653,0.0,1.2151,200000,221346.8407041535,21346.840704153496,1.1067342035207675
2020-06-20,0,-0.9954948568232944,0.0,0.000576,0.0,1.2023,200000,221346.8407041535,21346.840704153496,1.1067342035207675
2020-06-21,0,-0.9632284457528172,0.0,0.0005715,0.0,1.1997,200000,221346.8407041535,21346.840704153496,1.1067342035207675
2020-06-22,0,-0.8044634870248892,0.0,0.0005875,0.0,1.2258,200000,221346.8407041535,21346.840704153496,1.1067342035207675
2020-06-23,0,-0.9811263526411708,0.0,0.0005815,0.0,1.239,200000,221346.8407041535,21346.840704153496,1.1067342035207675
2020-06-24,0,-0.7676078387027456,0.0,0.0005625,0.0,1.1849,200000,221346.8407041535,21346.840704153496,1.1067342035207675
2020-06-25,0,-0.7418518959794852,0.0,0.0005608,0.0,1.1848,200000,221346.8407041535,21346.840704153496,1.1067342035207675
2020-06-26,0,-0.48900511450368284,0.0,0.0005526,0.0,1.1542,200000,221346.8407041535,21346.840704153496,1.1067342035207675
2020-06-27,0,-0.4545416162581482,0.0,0.0005318,0.0,1.1133,200000,221346.8407041535,21346.840704153496,1.1067342035207675
2020-06-28,0,-0.6372774702597401,0.0,0.000535,0.0,1.1339,200000,221346.8407041535,21346.840704153496,1.1067342035207675
2020-06-29,0,-0.41905163043416754,0.0,0.000542,0.0,1.141,200000,221346.8407041535,21346.840704153496,1.1067342035207675
2020-06-30,0,-0.5901192505157501,0.0,0.0005276,0.0,1.12,200000,221346.8407041535,21346.840704153496,1.1067342035207675
2020-07-01,0,-0.10406729993615382,0.0,0.000549,0.0,1.1515,200000,221346.8407041535,21346.840704153496,1.1067342035207675
2020-07-02,0,0.7995157486017754,0.0,0.0005484,0.0,1.1258,200000,221346.8407041535,21346.840704153496,1.1067342035207675
2020-07-03,0,0.7432000276165835,0.0,0.0005451,0.0,1.121,200000,221346.8407041535,21346.840704153496,1.1067342035207675
2020-07-04,1,1.1241844543969761,-200495326.72477672,0.000552,97897.76236362383,1.1305,200000,221346.8407041535,21346.840704153496,1.1067342035207675
2020-07-05,2,2.5768243305978933,0.0,0.000558,0.0,1.116,200000,223969.33021877467,23969.330218774674,1.1198466510938734
2020-07-06,2,1.2659792389477693,0.0,0.0005672,0.0,1.1597,200000,223969.33021877467,23969.330218774674,1.1198466510938734
2020-07-07,0,-0.24421782947033305,0.0,0.0005556,0.0,1.1672,200000,223969.33021877467,23969.330218774674,1.1198466510938734
2020-07-08,2,3.2402564581779716,0.0,0.0006315,0.0,1.2117,200000,223969.33021877467,23969.330218774674,1.1198466510938734
2020-07-09,2,4.111650248537916,0.0,0.0008031,0.0,1.1704,200000,223969.33021877467,23969.330218774674,1.1198466510938734
2020-07-10,2,2.342532276583594,0.0,0.0007321,0.0,1.1585,200000,223969.33021877467,23969.330218774674,1.1198466510938734
2020-07-11,2,1.5217663404400372,0.0,0.0007172,0.0,1.2008,200000,223969.33021877467,23969.330218774674,1.1198466510938734
2020-07-12,1,1.0883184487416808,-159978093.01341048,0.0007,92465.25068895,1.2111,200000,223969.33021877467,23969.330218774674,1.1198466510938734
2020-07-13,2,1.2666742379533147,0.0,0.000708,0.0,1.1835,200000,227801.19588189697,27801.195881896972,1.139005979409485
2020-07-14,0,0.38561262142165453,0.0,0.0007188,0.0,1.3189,200000,227801.19588189697,27801.195881896972,1.139005979409485
2020-07-15,0,-0.09918205756324093,0.0,0.0006824,0.0,1.3215,200000,227801.19588189697,27801.195881896972,1.139005979409485
2020-07-16,0,0.30729051588941475,0.0,0.000735,0.0,1.3487,200000,227801.19588189697,27801.195881896972,1.139005979409485
2020-07-17,0,-0.5366317870151285,0.0,0.0007209,0.0,1.4601,200000,227801.19588189697,27801.195881896972,1.139005979409485
2020-07-18,0,-0.8158446590691188,0.0,0.0007007,0.0,1.4689,200000,227801.19588189697,27801.195881896972,1.139005979409485
2020-07-19,0,-0.4974354576787846,0.0,0.0007258,0.0,1.4572,200000,227801.19588189697,27801.195881896972,1.139005979409485
2020-07-20,-2,-1.3525759698385775,0.0,0.0007081,0.0,1.5996,200000,227801.19588189697,27801.195881896972,1.139005979409485
2020-07-21,-1,-1.109546264441509,150801797.88289222,0.0007553,-68693.4430619073,1.6581,200000,227801.19588189697,27801.195881896972,1.139005979409485
2020-07-22,-1,-0.9680013289233607,150801797.88289222,0.0007726,-68693.4430619073,1.6715,200000,231330.5591223006,31330.55912230059,1.156652795611503
2020-07-23,-1,-0.4843519757948065,150801797.88289222,0.0007841,-68693.4430619073,1.588,200000,227328.87730228459,27328.877302284585,1.1366443865114229
2020-07-24,-1,-0.48053737255946855,150801797.88289222,0.0007721,-68693.4430619073,1.5617,200000,223712.6181751617,23712.61817516171,1.1185630908758086
2020-07-25,-1,-0.39086073871907495,150801797.88289222,0.0007637,-68693.4430619073,1.527,200000,220062.22059869723,20062.220598697226,1.1003111029934862
2020-07-26,-1,-0.5307751262579402,150801797.88289222,0.0007493,-68693.4430619073,1.525,200000,217753.28782305977,17753.28782305977,1.088766439115299
2020-07-27,-1,-0.5998238559452859,150801797.88289222,0.0007187,-68693.4430619073,1.4734,200000,209594.17114584884,9594.171145848843,1.0479708557292442
2020-07-28,0,-0.19713784580465232,0.0,0.000769,0.0,1.4994,200000,214833.56183697667,14833.561836976674,1.0741678091848834
