date,statusList,zscore,CELRUSDT_position,CELRUSDT_price,BNBUSDT_position,BNBUSDT_price,init,total_asset,pnl,return
2020-04-14,-2,-2.4959578973706282,0.0,0.00152,0.0,15.6148,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-04-15,-2,-1.7892004050250212,0.0,0.00148,0.0,14.5755,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-04-16,-2,-1.737458252930273,0.0,0.00157,0.0,15.7394,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-04-17,-2,-1.365968829285245,0.0,0.00159,0.0,15.64,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-04-18,-2,-1.2374240741498355,0.0,0.00169,0.0,16.6137,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-04-19,-2,-1.2135277377942424,0.0,0.00162,0.0,16.0683,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-04-20,0,-0.9842918577343592,0.0,0.00153,0.0,14.9892,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-04-21,0,-0.9252035764314641,0.0,0.00154,0.0,15.1283,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-04-22,0,-0.6264839395816981,0.0,0.00163,0.0,15.7104,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-04-23,0,-0.3587919111298639,0.0,0.00169,0.0,16.034,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-04-24,2,1.408755007181789,0.0,0.00191,0.0,15.9319,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-04-25,2,1.397832433965958,0.0,0.00195,0.0,16.2283,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-04-26,2,1.687157041051359,0.0,0.00203,0.0,16.3588,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-04-27,0,0.765383658210668,0.0,0.0019,0.0,16.4229,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-04-28,0,0.7016607377247521,0.0,0.00188,0.0,16.34,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-04-29,0,0.5754970008085932,0.0,0.00197,0.0,17.3667,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-04-30,0,0.58238520025176,0.0,0.00192,0.0,16.9542,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-05-01,0,0.3647109721633362,0.0,0.00194,0.0,17.466,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-05-02,0,0.6605079294037549,0.0,0.00199,0.0,17.5333,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-05-03,0,0.7120911173473552,0.0,0.00196,0.0,17.1071,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-05-04,0,0.3576210627180151,0.0,0.00191,0.0,17.0074,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-05-05,2,1.917654572464156,0.0,0.00214,0.0,16.8886,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-05-06,2,1.4295188596013904,0.0,0.00203,0.0,16.3743,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-05-07,0,0.3204669304741124,0.0,0.00196,0.0,17.0003,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-05-08,0,0.4963135201650717,0.0,0.00201,0.0,17.1371,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-05-09,0,0.8293547105392461,0.0,0.00202,0.0,16.7751,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-05-10,0,0.5873340978412686,0.0,0.00183,0.0,15.3506,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-05-11,0,0.6450348036529578,0.0,0.00181,0.0,15.0811,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-05-12,0,0.048355476405689414,0.0,0.00185,0.0,15.7892,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-05-13,2,2.3468483170563323,0.0,0.00211,0.0,16.2164,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-05-14,2,3.133840723696823,0.0,0.00234,0.0,16.3777,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-05-15,2,3.021953613517153,0.0,0.00241,0.0,15.7222,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-05-16,2,3.1559065748364463,0.0,0.00279,0.0,16.058,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-05-17,2,1.8860679792938564,0.0,0.00259,0.0,16.2959,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-05-18,2,1.5554747118624983,0.0,0.00261,0.0,16.6299,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-05-19,1,1.0938117288482212,-33008933.44945264,0.00259,4967.700823605291,17.2098,200000,170986.27526816467,-29013.724731835333,0.8549313763408233
2020-05-20,1,0.9244999784713667,-33008933.44945264,0.00252,4967.700823605291,16.8998,200000,167135.66267138533,-32864.33732861467,0.8356783133569267
2020-05-21,1,0.897883658178469,-33008933.44945264,0.00242,4967.700823605291,16.0888,200000,159805.96395849617,-40194.03604150383,0.7990298197924809
2020-05-22,2,1.2225137419681846,0.0,0.00264,0.0,16.5864,200000,175733.58663407285,-24266.413365927147,0.8786679331703643
2020-05-23,1,1.041127082337516,-33794920.50655247,0.0026,5331.722895451239,16.48,200000,175733.58663407285,-24266.413365927147,0.8786679331703643
2020-05-24,2,1.2168698166714793,0.0,0.00261,0.0,15.9624,200000,178831.23560982393,-21168.764390176075,0.8941561780491196
2020-05-25,2,2.1743268730762164,0.0,0.00313,0.0,16.3807,200000,178831.23560982393,-21168.764390176075,0.8941561780491196
2020-05-26,2,1.3411847970718525,0.0,0.00286,0.0,16.2159,200000,178831.23560982393,-21168.764390176075,0.8941561780491196
2020-05-27,1,1.1606544348661054,-31047089.51559443,0.00288,5428.999259557497,16.47,200000,178831.23560982393,-21168.764390176075,0.8941561780491196
2020-05-28,1,0.8229205415342209,-31047089.51559443,0.00289,5428.999259557497,17.0772,200000,182438.1948553832,-17561.80514461681,0.912190974276916
2020-05-29,1,0.669541432338464,-31047089.51559443,0.00285,5428.999259557497,17.0031,200000,180794.0224296262,-19205.977570373798,0.903970112148131
2020-05-30,1,0.392423437415894,-31047089.51559443,0.0029,5428.999259557497,17.7277,200000,186280.22976888128,-13719.770231118717,0.9314011488444064
2020-05-31,1,0.3225268781575045,-31047089.51559443,0.0028,5428.999259557497,17.0916,200000,179722.13438831732,-20277.865611682675,0.8986106719415866
2020-06-01,0,-0.1742645773470749,0.0,0.00284,0.0,17.9477,200000,169566.91982335201,-30433.080176647985,0.8478345991167601
2020-06-02,0,-0.19587398250938465,0.0,0.00276,0.0,17.2669,200000,169566.91982335201,-30433.080176647985,0.8478345991167601
2020-06-03,0,-0.03228745508376179,0.0,0.00286,0.0,17.5779,200000,169566.91982335201,-30433.080176647985,0.8478345991167601
2020-06-04,0,0.02752832261062313,0.0,0.00287,0.0,17.517,200000,169566.91982335201,-30433.080176647985,0.8478345991167601
2020-06-05,0,-0.0782375470790771,0.0,0.00287,0.0,17.6914,200000,169566.91982335201,-30433.080176647985,0.8478345991167601
2020-06-06,0,0.3647466547126092,0.0,0.00293,0.0,17.5511,200000,169566.91982335201,-30433.080176647985,0.8478345991167601
2020-06-07,2,1.3877771908804801,0.0,0.00311,0.0,17.4135,200000,169566.91982335201,-30433.080176647985,0.8478345991167601
2020-06-08,1,1.180015631968783,-27349503.197314844,0.0031,4858.957293105927,17.4489,200000,169566.91982335201,-30433.080176647985,0.8478345991167601
2020-06-09,2,2.410433944059097,0.0,0.00339,0.0,17.3733,200000,177865.61292193213,-22134.38707806787,0.8893280646096606
2020-06-10,2,1.8342415265918826,0.0,0.00333,0.0,17.406,200000,177865.61292193213,-22134.38707806787,0.8893280646096606
2020-06-11,1,1.1477590134498878,-29644268.82032202,0.003,5479.599653782921,16.2298,200000,177865.61292193213,-22134.38707806787,0.8893280646096606
2020-06-12,2,1.704667601224577,0.0,0.00323,0.0,16.6377,200000,182448.66605182813,-17551.333948171872,0.9122433302591406
2020-06-13,2,3.0606861016770375,0.0,0.00386,0.0,16.8101,200000,182448.66605182813,-17551.333948171872,0.9122433302591406
2020-06-14,2,2.5171638654527015,0.0,0.00384,0.0,16.5729,200000,182448.66605182813,-17551.333948171872,0.9122433302591406
2020-06-15,2,2.4692419090848245,0.0,0.00403,0.0,16.377,200000,182448.66605182813,-17551.333948171872,0.9122433302591406
2020-06-16,2,1.9962191766769435,0.0,0.00401,0.0,16.4329,200000,182448.66605182813,-17551.333948171872,0.9122433302591406
2020-06-17,2,1.531824545312576,0.0,0.00388,0.0,16.3983,200000,182448.66605182813,-17551.333948171872,0.9122433302591406
2020-06-18,2,2.1326364993344926,0.0,0.00436,0.0,16.1608,200000,182448.66605182813,-17551.333948171872,0.9122433302591406
2020-06-19,2,1.9466455129202844,0.0,0.0044,0.0,15.9512,200000,182448.66605182813,-17551.333948171872,0.9122433302591406
2020-06-20,2,1.6093870288925372,0.0,0.00436,0.0,16.059,200000,182448.66605182813,-17551.333948171872,0.9122433302591406
2020-06-21,1,1.0762204217878992,-22469047.543328587,0.00406,5709.549868622379,15.9775,200000,182448.66605182813,-17551.333948171872,0.9122433302591406
2020-06-22,1,0.7658999861102153,-22469047.543328587,0.00404,5709.549868622379,16.5051,200000,185011.64361164672,-14988.356388353277,0.9250582180582336
2020-06-23,1,0.6696067926578984,-22469047.543328587,0.004,5709.549868622379,16.3898,200000,183454.5706100614,-16545.429389938596,0.917272853050307
2020-06-24,1,0.33184403359112363,-22469047.543328587,0.00374,5709.549868622379,15.9968,200000,175368.7651504274,-24631.23484957259,0.876843825752137
2020-06-25,1,0.25506404870002425,-22469047.543328587,0.00372,5709.549868622379,15.906,200000,174400.9570714899,-25599.042928510113,0.8720047853574494
2020-06-26,0,-0.3096706278014116,0.0,0.00344,0.0,15.7694,200000,169706.01390262472,-30293.98609737528,0.8485300695131236
2020-06-27,0,-0.07422977819151652,0.0,0.00345,0.0,15.1242,200000,169706.01390262472,-30293.98609737528,0.8485300695131236
2020-06-28,0,0.3924367720617913,0.0,0.00375,0.0,15.3782,200000,169706.01390262472,-30293.98609737528,0.8485300695131236
2020-06-29,0,0.11603392033220106,0.0,0.00369,0.0,15.4656,200000,169706.01390262472,-30293.98609737528,0.8485300695131236
2020-06-30,0,-0.3659660478934142,0.0,0.00353,0.0,15.3838,200000,169706.01390262472,-30293.98609737528,0.8485300695131236
2020-07-01,0,0.025288184274536774,0.0,0.00381,0.0,15.8144,200000,169706.01390262472,-30293.98609737528,0.8485300695131236
2020-07-02,2,1.2853726318388892,0.0,0.00406,0.0,15.3634,200000,169706.01390262472,-30293.98609737528,0.8485300695131236
2020-07-03,2,1.4033888763306448,0.0,0.00411,0.0,15.2863,200000,169706.01390262472,-30293.98609737528,0.8485300695131236
2020-07-04,2,1.5709705990407563,0.0,0.00428,0.0,15.5548,200000,169706.01390262472,-30293.98609737528,0.8485300695131236
2020-07-05,0,0.19853056340257594,0.0,0.0039,0.0,15.4885,200000,169706.01390262472,-30293.98609737528,0.8485300695131236
2020-07-06,0,0.8137299597600081,0.0,0.0043,0.0,16.311,200000,169706.01390262472,-30293.98609737528,0.8485300695131236
2020-07-07,0,0.5142763690457204,0.0,0.00436,0.0,16.8048,200000,169706.01390262472,-30293.98609737528,0.8485300695131236
2020-07-08,0,0.4182012115608791,0.0,0.00444,0.0,17.2819,200000,169706.01390262472,-30293.98609737528,0.8485300695131236
2020-07-09,1,1.1037182374017127,-18856223.766958304,0.0045,5042.550064259027,16.8274,200000,169706.01390262472,-30293.98609737528,0.8485300695131236
2020-07-10,2,2.217550870879626,0.0,0.00503,0.0,17.3123,200000,177254.67997295343,-22745.320027046575,0.8862733998647672
2020-07-11,1,1.1252880612884193,-18464029.163849317,0.0048,5029.785760136018,17.6205,200000,177254.67997295343,-22745.320027046575,0.8862733998647672
2020-07-12,1,1.0621547016834902,-18464029.163849317,0.005,5029.785760136018,18.2994,200000,184362.20735827961,-15637.792641720385,0.9218110367913981
2020-07-13,1,0.9940335844226921,-18464029.163849317,0.00504,5029.785760136018,18.4046,200000,185629.9019867999,-14370.098013200099,0.9281495099339995
2020-07-14,1,0.47605637876077417,-18464029.163849317,0.00479,5029.785760136018,18.079,200000,179376.19645233732,-20623.803547662683,0.8968809822616866
2020-07-15,1,0.20022147704414062,-18464029.163849317,0.0046,5029.785760136018,17.6351,200000,173635.30901228156,-26364.690987718437,0.8681765450614078
2020-07-16,1,1.126426578545213,-18464029.163849317,0.00479,5029.785760136018,17.1647,200000,174777.46333184495,-25222.53666815505,0.8738873166592247
2020-07-17,1,0.73476298580444,-18464029.163849317,0.00467,5029.785760136018,17.0676,200000,172073.3876348738,-27926.612365126202,0.860366938174369
2020-07-18,2,1.5325830594485301,0.0,0.00495,0.0,17.1507,200000,182387.27769764274,-17612.72230235726,0.9119363884882137
2020-07-19,0,0.6422432691642879,0.0,0.00497,0.0,18.0154,200000,182387.27769764274,-17612.72230235726,0.9119363884882137
2020-07-20,2,3.2906529049475854,0.0,0.0058,0.0,17.4645,200000,182387.27769764274,-17612.72230235726,0.9119363884882137
2020-07-21,2,3.445657174155198,0.0,0.0067,0.0,17.7285,200000,182387.27769764274,-17612.72230235726,0.9119363884882137
2020-07-22,2,2.087827809726332,0.0,0.00636,0.0,18.09,200000,182387.27769764274,-17612.72230235726,0.9119363884882137
2020-07-23,2,1.4182262634135527,0.0,0.00629,0.0,18.75,200000,182387.27769764274,-17612.72230235726,0.9119363884882137
2020-07-24,2,1.4128643138352812,0.0,0.00655,0.0,19.1853,200000,182387.27769764274,-17612.72230235726,0.9119363884882137
2020-07-25,0,0.7042069388111833,0.0,0.00631,0.0,19.8242,200000,182387.27769764274,-17612.72230235726,0.9119363884882137
2020-07-26,2,2.026216403074446,0.0,0.00744,0.0,19.5557,200000,182387.27769764274,-17612.72230235726,0.9119363884882137
2020-07-27,2,2.098750530600587,0.0,0.00791,0.0,19.7474,200000,182387.27769764274,-17612.72230235726,0.9119363884882137
2020-07-28,2,1.404139951326115,0.0,0.0076,0.0,20.1732,200000,182387.27769764274,-17612.72230235726,0.9119363884882137
2020-07-29,0,0.8207540959163496,0.0,0.00704,0.0,19.899,200000,182387.27769764274,-17612.72230235726,0.9119363884882137
