date,statusList,zscore,MITHUSDT_position,MITHUSDT_price,THETAUSDT_position,THETAUSDT_price,init,total_asset,pnl,return
2020-02-14,0,-0.5185062435733148,0.0,0.01146,0.0,0.15827,200000,184301.81442316138,-15698.185576838616,0.9215090721158069
2020-02-15,-2,-1.2990956163816,0.0,0.01013,0.0,0.14694,200000,184301.81442316138,-15698.185576838616,0.9215090721158069
2020-02-16,0,-0.8956162848349873,0.0,0.00944,0.0,0.13454,200000,184301.81442316138,-15698.185576838616,0.9215090721158069
2020-02-17,-2,-1.7518895647305335,0.0,0.00906,0.0,0.13716,200000,184301.81442316138,-15698.185576838616,0.9215090721158069
2020-02-18,-2,-1.49372392424615,0.0,0.00938,0.0,0.14134,200000,184301.81442316138,-15698.185576838616,0.9215090721158069
2020-02-19,-2,-1.2605165455787244,0.0,0.00848,0.0,0.12664,200000,184301.81442316138,-15698.185576838616,0.9215090721158069
2020-02-20,-2,-1.9683188318728293,0.0,0.0082,0.0,0.13247,200000,184301.81442316138,-15698.185576838616,0.9215090721158069
2020-02-21,-1,-1.0991336081167014,10957301.689843126,0.00841,-721281.3651501306,0.12776,200000,184301.81442316138,-15698.185576838616,0.9215090721158069
2020-02-22,-1,-1.0661022412706935,10957301.689843126,0.0084,-721281.3651501306,0.12846,200000,184697.138361868,-15302.861638131988,0.92348569180934
2020-02-23,-2,-1.8024919584256234,0.0,0.00845,0.0,0.14149,200000,193766.71549907897,-6233.284500921029,0.9688335774953949
2020-02-24,-2,-2.1917350431558917,0.0,0.00809,0.0,0.14836,200000,193766.71549907897,-6233.284500921029,0.9688335774953949
2020-02-25,-2,-1.8178817373397587,0.0,0.00743,0.0,0.13481,200000,193766.71549907897,-6233.284500921029,0.9688335774953949
2020-02-26,-2,-1.6325998218387412,0.0,0.00649,0.0,0.11839,200000,193766.71549907897,-6233.284500921029,0.9688335774953949
2020-02-27,-2,-1.4833124295599285,0.0,0.00667,0.0,0.12192,200000,193766.71549907897,-6233.284500921029,0.9688335774953949
2020-02-28,-2,-1.3826581152083308,0.0,0.00658,0.0,0.12082,200000,193766.71549907897,-6233.284500921029,0.9688335774953949
2020-02-29,-2,-1.2971056385630613,0.0,0.00636,0.0,0.11712,200000,193766.71549907897,-6233.284500921029,0.9688335774953949
2020-03-01,-2,-1.289526680417553,0.0,0.00624,0.0,0.11707,200000,193766.71549907897,-6233.284500921029,0.9688335774953949
2020-03-02,-2,-1.3417417938069078,0.0,0.00666,0.0,0.1284,200000,193766.71549907897,-6233.284500921029,0.9688335774953949
2020-03-03,-2,-1.4516981019443043,0.0,0.00665,0.0,0.1317,200000,193766.71549907897,-6233.284500921029,0.9688335774953949
2020-03-04,-2,-1.2235547719989386,0.0,0.00674,0.0,0.13182,200000,193766.71549907897,-6233.284500921029,0.9688335774953949
2020-03-05,-2,-1.3078535887978509,0.0,0.00703,0.0,0.14123,200000,193766.71549907897,-6233.284500921029,0.9688335774953949
2020-03-06,0,-0.4995026468668502,0.0,0.00739,0.0,0.13477,200000,193766.71549907897,-6233.284500921029,0.9688335774953949
2020-03-07,0,-0.9534810888324623,0.0,0.00698,0.0,0.13575,200000,193766.71549907897,-6233.284500921029,0.9688335774953949
2020-03-08,0,-0.6213005549612668,0.0,0.00584,0.0,0.11028,200000,193766.71549907897,-6233.284500921029,0.9688335774953949
2020-03-09,0,0.029182628729738105,0.0,0.00609,0.0,0.10849,200000,193766.71549907897,-6233.284500921029,0.9688335774953949
2020-03-10,0,0.04451439780282418,0.0,0.00613,0.0,0.11022,200000,193766.71549907897,-6233.284500921029,0.9688335774953949
2020-03-11,1,1.1958085453535874,-16147226.291589914,0.006,979213.237816247,0.09894,200000,193766.71549907897,-6233.284500921029,0.9688335774953949
2020-03-12,0,-0.15789287203963137,0.0,0.0028,0.0,0.05167,200000,188383.00111756526,-11616.998882434738,0.9419150055878263
2020-03-13,-2,-1.2313719548512791,0.0,0.00311,0.0,0.06151,200000,188383.00111756526,-11616.998882434738,0.9419150055878263
2020-03-14,-2,-1.7594805272228689,0.0,0.00297,0.0,0.061,200000,188383.00111756526,-11616.998882434738,0.9419150055878263
2020-03-15,-2,-1.3490946267277284,0.0,0.00306,0.0,0.06199,200000,188383.00111756526,-11616.998882434738,0.9419150055878263
2020-03-16,0,-0.057312882846411485,0.0,0.00281,0.0,0.05307,200000,188383.00111756526,-11616.998882434738,0.9419150055878263
2020-03-17,0,-0.9064911502675932,0.0,0.00285,0.0,0.05667,200000,188383.00111756526,-11616.998882434738,0.9419150055878263
2020-03-18,0,-0.7101157727085502,0.0,0.00287,0.0,0.05667,200000,188383.00111756526,-11616.998882434738,0.9419150055878263
2020-03-19,0,0.4660229990066389,0.0,0.00354,0.0,0.06557,200000,188383.00111756526,-11616.998882434738,0.9419150055878263
2020-03-20,-2,-2.063302947953256,0.0,0.00329,0.0,0.07224,200000,188383.00111756526,-11616.998882434738,0.9419150055878263
2020-03-21,-2,-1.9105104909683035,0.0,0.00327,0.0,0.07283,200000,188383.00111756526,-11616.998882434738,0.9419150055878263
2020-03-22,-2,-1.320164596264034,0.0,0.00295,0.0,0.06342,200000,188383.00111756526,-11616.998882434738,0.9419150055878263
2020-03-23,-2,-1.3885840489126104,0.0,0.00319,0.0,0.06977,200000,188383.00111756526,-11616.998882434738,0.9419150055878263
2020-03-24,-2,-1.3085578092798527,0.0,0.00324,0.0,0.07122,200000,188383.00111756526,-11616.998882434738,0.9419150055878263
2020-03-25,0,-0.6193748458044228,0.0,0.00336,0.0,0.06956,200000,188383.00111756526,-11616.998882434738,0.9419150055878263
2020-03-26,0,-0.74284761156478,0.0,0.00343,0.0,0.07231,200000,188383.00111756526,-11616.998882434738,0.9419150055878263
2020-03-27,0,-0.9709285123933029,0.0,0.00331,0.0,0.0718,200000,188383.00111756526,-11616.998882434738,0.9419150055878263
2020-03-28,-1,-1.1057949321910865,29902063.6694548,0.00315,-1345592.8651254661,0.07,200000,188383.00111756526,-11616.998882434738,0.9419150055878263
2020-03-29,-1,-0.9180384326361365,29902063.6694548,0.00297,-1345592.8651254661,0.06537,200000,176770.5346915325,-23229.46530846751,0.8838526734576625
2020-03-30,-2,-1.3064555507465565,0.0,0.00314,0.0,0.07265,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-03-31,0,-0.8734379996689433,0.0,0.00335,0.0,0.07421,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-01,0,-0.3937339971923125,0.0,0.00344,0.0,0.07407,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-02,0,-0.8239856448205221,0.0,0.00351,0.0,0.07811,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-03,0,-0.8146858716139285,0.0,0.0034,0.0,0.076,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-04,0,-0.8197496689101503,0.0,0.0035,0.0,0.0787,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-05,-2,-1.209535851162106,0.0,0.00346,0.0,0.08015,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-06,0,-0.6287339962633665,0.0,0.00388,0.0,0.08718,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-07,0,-0.9937296784789941,0.0,0.00368,0.0,0.08479,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-08,0,-0.11728125020650666,0.0,0.00396,0.0,0.08775,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-09,0,-0.6451244932735952,0.0,0.00386,0.0,0.08698,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-10,0,-0.9942655800727155,0.0,0.00349,0.0,0.07962,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-11,0,-0.9200374068469338,0.0,0.00346,0.0,0.07899,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-12,0,-0.2898443960717641,0.0,0.00352,0.0,0.07894,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-13,2,2.495703189338129,0.0,0.0038,0.0,0.07716,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-14,2,2.450317547265144,0.0,0.00387,0.0,0.07801,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-15,0,0.6793313480697526,0.0,0.00345,0.0,0.07443,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-16,0,0.35203965938884957,0.0,0.00361,0.0,0.07888,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-17,0,0.6601027842623989,0.0,0.0036,0.0,0.07762,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-18,0,0.9542541399474918,0.0,0.00382,0.0,0.08125,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-19,0,-0.41862265212183475,0.0,0.00365,0.0,0.08174,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-20,-2,-2.2736706160291953,0.0,0.00337,0.0,0.08323,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-21,-2,-2.2224817964636983,0.0,0.00339,0.0,0.08578,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-22,-2,-2.1145481585159582,0.0,0.00355,0.0,0.09174,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-23,-2,-2.5762339945501913,0.0,0.00354,0.0,0.10075,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-24,-2,-1.8763144524900452,0.0,0.0037,0.0,0.10163,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-25,-2,-1.9065613116202962,0.0,0.00374,0.0,0.10681,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-26,-2,-1.7862547277391243,0.0,0.00384,0.0,0.11209,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-27,-2,-1.226834539599391,0.0,0.00391,0.0,0.10775,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-28,-1,-1.1958757680648224,24647159.339338757,0.0039,-881870.8387469831,0.109,200000,192247.8428468423,-7752.157153157692,0.9612392142342115
2020-04-29,-2,-1.3744871787423385,0.0,0.00396,0.0,0.11645,200000,197338.951035147,-2661.048964852991,0.986694755175735
2020-04-30,-2,-1.633352516985477,0.0,0.00377,0.0,0.12033,200000,197338.951035147,-2661.048964852991,0.986694755175735
2020-05-01,-2,-1.5100974196349466,0.0,0.00393,0.0,0.12735,200000,197338.951035147,-2661.048964852991,0.986694755175735
2020-05-02,-2,-1.668851360929469,0.0,0.00395,0.0,0.13928,200000,197338.951035147,-2661.048964852991,0.986694755175735
2020-05-03,-2,-1.6863208470803701,0.0,0.00389,0.0,0.14434,200000,197338.951035147,-2661.048964852991,0.986694755175735
2020-05-04,-2,-1.6602423707713694,0.0,0.00381,0.0,0.14639,200000,197338.951035147,-2661.048964852991,0.986694755175735
2020-05-05,-2,-1.620841565813677,0.0,0.0039,0.0,0.15591,200000,197338.951035147,-2661.048964852991,0.986694755175735
2020-05-06,-2,-1.464684036356527,0.0,0.00387,0.0,0.15461,200000,197338.951035147,-2661.048964852991,0.986694755175735
2020-05-07,-2,-1.6354104868677286,0.0,0.00375,0.0,0.16445,200000,197338.951035147,-2661.048964852991,0.986694755175735
2020-05-08,-2,-1.3444544221676074,0.0,0.00395,0.0,0.16302,200000,197338.951035147,-2661.048964852991,0.986694755175735
2020-05-09,-1,-1.1895159506995692,25299865.51732654,0.0039,-626154.8135396212,0.15758,200000,197338.951035147,-2661.048964852991,0.986694755175735
2020-05-10,-1,-1.0843313205129972,25299865.51732654,0.00352,-626154.8135396212,0.14191,200000,177913.15621039708,-22086.84378960292,0.8895657810519854
2020-05-11,-1,-1.1055014933787062,25299865.51732654,0.00355,-626154.8135396212,0.14692,200000,181809.18779175036,-18190.81220824964,0.9090459389587517
2020-05-12,-2,-1.7305629362566368,0.0,0.00355,0.0,0.17894,200000,219568.57078341758,19568.570783417585,1.097842853917088
2020-05-13,-2,-1.3914082034653141,0.0,0.00357,0.0,0.17177,200000,219568.57078341758,19568.570783417585,1.097842853917088
2020-05-14,-1,-1.0466657823350427,29511904.675190534,0.00372,-653127.9992367708,0.16809,200000,219568.57078341758,19568.570783417585,1.097842853917088
2020-05-15,-2,-1.4938892416041958,0.0,0.00363,0.0,0.19186,200000,237749.49474604282,37749.49474604282,1.1887474737302142
2020-05-16,0,-0.9028228951106002,0.0,0.00396,0.0,0.18355,200000,237749.49474604282,37749.49474604282,1.1887474737302142
2020-05-17,-1,-1.1946176764254988,31365368.70000565,0.00379,-618945.8886442852,0.19206,200000,237749.49474604282,37749.49474604282,1.1887474737302142
2020-05-18,-1,-1.0632659124523225,31365368.70000565,0.00392,-618945.8886442852,0.1944,200000,243275.32605647115,43275.32605647115,1.2163766302823558
2020-05-19,-2,-1.6105863523821111,0.0,0.00385,0.0,0.218,200000,251923.02897547523,51923.02897547523,1.259615144877376
2020-05-20,-2,-2.3263974842062956,0.0,0.00379,0.0,0.27895,200000,251923.02897547523,51923.02897547523,1.259615144877376
2020-05-21,-2,-1.8993332119926778,0.0,0.00385,0.0,0.264,200000,251923.02897547523,51923.02897547523,1.259615144877376
2020-05-22,-2,-1.4225919216745015,0.0,0.00427,0.0,0.26799,200000,251923.02897547523,51923.02897547523,1.259615144877376
2020-05-23,-2,-1.5454726317828027,0.0,0.00446,0.0,0.3017,200000,251923.02897547523,51923.02897547523,1.259615144877376
2020-05-24,-2,-1.6261023431455868,0.0,0.00468,0.0,0.34231,200000,251923.02897547523,51923.02897547523,1.259615144877376
2020-05-25,-1,-1.1163667125991061,23369483.20737247,0.00539,-356558.76380031597,0.35327,200000,251923.02897547523,51923.02897547523,1.259615144877376
2020-05-26,-2,-1.6502716248458946,0.0,0.00495,0.0,0.40301,200000,279940.8344981468,79940.83449814678,1.399704172490734
2020-05-27,0,-0.9305378625646468,0.0,0.00481,0.0,0.32402,200000,279940.8344981468,79940.83449814678,1.399704172490734
2020-05-28,0,-0.7917308072486898,0.0,0.00469,0.0,0.31117,200000,279940.8344981468,79940.83449814678,1.399704172490734
2020-05-29,0,-0.5338828656853791,0.0,0.00489,0.0,0.30948,200000,279940.8344981468,79940.83449814678,1.399704172490734
2020-05-30,0,-0.057867737558339925,0.0,0.00493,0.0,0.2865,200000,279940.8344981468,79940.83449814678,1.399704172490734
2020-05-31,0,0.5782674812447146,0.0,0.00465,0.0,0.24692,200000,279940.8344981468,79940.83449814678,1.399704172490734
2020-06-01,0,0.2003693237316497,0.0,0.00477,0.0,0.27108,200000,279940.8344981468,79940.83449814678,1.399704172490734
2020-06-02,0,0.7207987274451161,0.0,0.00482,0.0,0.25468,200000,279940.8344981468,79940.83449814678,1.399704172490734
2020-06-03,0,0.42999263089447953,0.0,0.00491,0.0,0.27607,200000,279940.8344981468,79940.83449814678,1.399704172490734
2020-06-04,1,1.1577222497396578,-24950163.502508625,0.00561,491279.41191630124,0.28491,200000,279940.8344981468,79940.83449814678,1.399704172490734
2020-06-05,1,0.7676975000834457,-24950163.502508625,0.00512,491279.41191630124,0.27883,200000,264728.27555746643,64728.27555746643,1.3236413777873322
2020-06-06,2,1.6374361677303306,0.0,0.00555,0.0,0.27058,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-06-07,2,1.5735686867417014,0.0,0.00541,0.0,0.26517,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-06-08,2,1.6486974626150597,0.0,0.00537,0.0,0.25492,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-06-09,2,1.7919474649126457,0.0,0.00558,0.0,0.25235,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-06-10,2,1.8969230873868497,0.0,0.00557,0.0,0.2392,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-06-11,2,1.6959946850928986,0.0,0.0048,0.0,0.20451,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-06-12,0,0.4659752833238393,0.0,0.00499,0.0,0.25264,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-06-13,0,0.8551356745711456,0.0,0.00534,0.0,0.25154,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-06-14,2,1.8959142468151837,0.0,0.00585,0.0,0.23149,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-06-15,2,1.4284341240934946,0.0,0.00562,0.0,0.23446,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-06-16,2,2.4079073075887027,0.0,0.00664,0.0,0.23414,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-06-17,2,2.021022907038367,0.0,0.00659,0.0,0.23479,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-06-18,2,1.759530872451071,0.0,0.00623,0.0,0.22312,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-06-19,2,1.498731439653539,0.0,0.00619,0.0,0.22406,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-06-20,2,1.486715550379895,0.0,0.00626,0.0,0.22138,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-06-21,2,1.3588068978030758,0.0,0.00625,0.0,0.22057,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-06-22,0,0.6688253401686854,0.0,0.0063,0.0,0.24201,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-06-23,0,0.04470836930363816,0.0,0.00619,0.0,0.25747,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-06-24,0,0.04878980430778224,0.0,0.00595,0.0,0.24508,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-06-25,0,0.23584200799912922,0.0,0.00595,0.0,0.23649,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-06-26,0,0.19570269899317524,0.0,0.00584,0.0,0.2313,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-06-27,0,0.13712273966562608,0.0,0.00531,0.0,0.20986,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-06-28,0,-0.20994961813036842,0.0,0.00552,0.0,0.22443,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-06-29,0,0.10217199645123443,0.0,0.00577,0.0,0.226,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-06-30,0,0.07267185730511364,0.0,0.00567,0.0,0.22173,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-07-01,0,0.2337537001850793,0.0,0.00578,0.0,0.22173,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-07-02,0,-0.08296906089717752,0.0,0.00562,0.0,0.21889,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-07-03,0,0.5743908978098561,0.0,0.00583,0.0,0.21607,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-07-04,0,0.7145167103036925,0.0,0.00609,0.0,0.22307,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-07-05,0,0.25513690115052895,0.0,0.00577,0.0,0.21596,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-07-06,0,-0.1330257761424159,0.0,0.006,0.0,0.23023,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-07-07,-2,-2.134714342308564,0.0,0.00589,0.0,0.25795,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-07-08,0,-0.961920606191486,0.0,0.00613,0.0,0.25102,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-07-09,0,0.49390255563804536,0.0,0.00637,0.0,0.24106,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-07-10,2,2.4659482675677724,0.0,0.00719,0.0,0.24307,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-07-11,1,1.1180645904969884,-20568001.344434936,0.00694,563440.1568263142,0.25334,200000,285483.8586607569,85483.8586607569,1.4274192933037846
2020-07-12,0,-1.5211134176981407,0.0,0.00652,0.0,0.2805,200000,261542.2634366915,61542.263436691486,1.3077113171834576
2020-07-13,0,0.877176251527362,0.0,0.00666,0.0,0.24542,200000,261542.2634366915,61542.263436691486,1.3077113171834576
2020-07-14,2,1.4931009665524344,0.0,0.00685,0.0,0.24127,200000,261542.2634366915,61542.263436691486,1.3077113171834576
2020-07-15,2,1.2579298997114332,0.0,0.0067,0.0,0.2372,200000,261542.2634366915,61542.263436691486,1.3077113171834576
2020-07-16,1,1.0300470011276932,-19874032.176040385,0.00658,557326.6779677197,0.23464,200000,261542.2634366915,61542.263436691486,1.3077113171834576
2020-07-17,1,0.8114388685843309,-19874032.176040385,0.00671,557326.6779677197,0.24131,200000,267843.25656162144,67843.25656162144,1.3392162828081071
2020-07-18,2,1.6433363839992199,0.0,0.00738,0.0,0.24894,200000,269471.7176825854,69471.71768258541,1.347358588412927
2020-07-19,2,3.0740718773251845,0.0,0.00848,0.0,0.2412,200000,269471.7176825854,69471.71768258541,1.347358588412927
2020-07-20,2,3.237412852994477,0.0,0.00963,0.0,0.23595,200000,269471.7176825854,69471.71768258541,1.347358588412927
2020-07-21,2,2.086504389342433,0.0,0.0091,0.0,0.23951,200000,269471.7176825854,69471.71768258541,1.347358588412927
2020-07-22,2,2.981150820842498,0.0,0.0124,0.0,0.25576,200000,269471.7176825854,69471.71768258541,1.347358588412927
2020-07-23,2,2.0572061541668387,0.0,0.01174,0.0,0.2589,200000,269471.7176825854,69471.71768258541,1.347358588412927
2020-07-24,2,1.5694410975974866,0.0,0.01089,0.0,0.25072,200000,269471.7176825854,69471.71768258541,1.347358588412927
2020-07-25,2,1.2409962300051856,0.0,0.01087,0.0,0.25877,200000,269471.7176825854,69471.71768258541,1.347358588412927
2020-07-26,1,1.09415807909485,-12856475.080276022,0.01048,537160.0639528474,0.25083,200000,269471.7176825854,69471.71768258541,1.347358588412927
2020-07-27,1,0.34471050800041086,-12856475.080276022,0.00879,537160.0639528474,0.2424,200000,243216.01545779643,43216.01545779643,1.2160800772889822
2020-07-28,1,0.4410272862852439,-12856475.080276022,0.00943,537160.0639528474,0.25112,200000,256128.1952668419,56128.19526684191,1.2806409763342095
2020-07-29,1,0.2641318029138199,-12856475.080276022,0.00909,537160.0639528474,0.24783,200000,249989.7371291432,49989.73712914321,1.249948685645716
2020-07-30,1,0.2015153342742896,-12856475.080276022,0.00941,537160.0639528474,0.25745,200000,259271.2889700579,59271.28897005791,1.2963564448502896
2020-07-31,0,-0.2895500837511865,0.0,0.00899,0.0,0.26938,200000,240351.25062664878,40351.250626648776,1.201756253133244
2020-08-01,-1,-1.0335748518425696,13148317.867978597,0.00914,-379737.8118410099,0.31647,200000,240351.25062664878,40351.250626648776,1.201756253133244
2020-08-02,-1,-0.717942711643894,13148317.867978597,0.00877,-379737.8118410099,0.27995,200000,221618.348127063,21618.348127063015,1.108091740635315
2020-08-03,-1,-0.8701601129589777,13148317.867978597,0.00877,-379737.8118410099,0.28687,200000,224246.1337850028,24246.133785002807,1.121230668925014
2020-08-04,-2,-1.339928792930927,0.0,0.00914,0.0,0.33185,200000,246191.6181727635,46191.6181727635,1.2309580908638176
