date,statusList,zscore,FETUSDT_position,FETUSDT_price,BNBUSDT_position,BNBUSDT_price,init,total_asset,pnl,return
2020-02-15,0,-0.5522797900404022,0.0,0.04983,0.0,24.2576,200000,188205.1859316497,-11794.8140683503,0.9410259296582485
2020-02-16,-1,-1.1158315795447138,2023711.6766844054,0.0465,-4035.3952719774975,23.3193,200000,188205.1859316497,-11794.8140683503,0.9410259296582485
2020-02-17,-2,-1.4230410058068241,0.0,0.0458,0.0,23.4555,200000,190171.4049413721,-9828.595058627892,0.9508570247068605
2020-02-18,0,-0.9811818894995549,0.0,0.04787,0.0,24.0821,200000,190171.4049413721,-9828.595058627892,0.9508570247068605
2020-02-19,-2,-1.7919355750563808,0.0,0.04213,0.0,22.3709,200000,190171.4049413721,-9828.595058627892,0.9508570247068605
2020-02-20,-2,-1.7990365863565256,0.0,0.04101,0.0,22.1626,200000,190171.4049413721,-9828.595058627892,0.9508570247068605
2020-02-21,-2,-1.2673745695003586,0.0,0.04205,0.0,22.1888,200000,190171.4049413721,-9828.595058627892,0.9508570247068605
2020-02-22,-1,-1.0243119215636287,2264484.4598877365,0.04199,-4328.195880116257,21.9689,200000,190171.4049413721,-9828.595058627892,0.9508570247068605
2020-02-23,-1,-1.0204012071181376,2264484.4598877365,0.04342,-4328.195880116257,22.8452,200000,197202.41576875743,-2797.5842312425666,0.9860120788437872
2020-02-24,-2,-1.4758054932935618,0.0,0.04061,0.0,22.0965,200000,193848.67129032,-6151.328709680005,0.9692433564516
2020-02-25,-2,-1.224474631697871,0.0,0.03761,0.0,20.3193,200000,193848.67129032,-6151.328709680005,0.9692433564516
2020-02-26,-2,-2.1288510107921415,0.0,0.03268,0.0,18.7441,200000,193848.67129032,-6151.328709680005,0.9692433564516
2020-02-27,-2,-2.124922080274492,0.0,0.03278,0.0,19.2,200000,193848.67129032,-6151.328709680005,0.9692433564516
2020-02-28,-2,-1.8300026317572298,0.0,0.03242,0.0,18.9838,200000,193848.67129032,-6151.328709680005,0.9692433564516
2020-02-29,-2,-1.8338305782286621,0.0,0.03215,0.0,19.23,200000,193848.67129032,-6151.328709680005,0.9692433564516
2020-03-01,-2,-1.3702750272285795,0.0,0.03232,0.0,18.902,200000,193848.67129032,-6151.328709680005,0.9692433564516
2020-03-02,0,-0.9829363843582517,0.0,0.03483,0.0,19.9289,200000,193848.67129032,-6151.328709680005,0.9692433564516
2020-03-03,-1,-1.0380995568023914,2853233.313075066,0.03397,-4922.965819382168,19.6882,200000,193848.67129032,-6151.328709680005,0.9692433564516
2020-03-04,0,-0.16616392765954574,0.0,0.03653,0.0,19.95,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-05,0,-0.7371005514166493,0.0,0.03638,0.0,20.7462,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-06,0,-0.7902552283696691,0.0,0.03714,0.0,21.3389,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-07,0,-0.6455886200250843,0.0,0.03539,0.0,20.25,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-08,0,-0.2732913522141043,0.0,0.02999,0.0,16.894,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-09,0,-0.8183280221812642,0.0,0.02859,0.0,16.5888,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-10,0,-0.9124422196034783,0.0,0.02883,0.0,16.8671,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-11,0,-0.8417228542849736,0.0,0.0283,0.0,16.5705,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-12,-2,-3.802629267373912,0.0,0.01071,0.0,9.2566,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-13,-2,-2.7934227043684476,0.0,0.01262,0.0,10.9204,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-14,-2,-2.434468539593553,0.0,0.01116,0.0,10.1487,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-15,-2,-2.019816402128295,0.0,0.01147,0.0,10.3898,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-16,-2,-1.9085120177067483,0.0,0.00987,0.0,9.4285,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-17,-2,-1.620750476887622,0.0,0.01088,0.0,10.2576,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-18,-2,-1.4602596232822291,0.0,0.01092,0.0,10.3866,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-19,-2,-1.3577692314132679,0.0,0.01264,0.0,12.2597,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-20,-1,-1.0380678527891003,7163738.614048897,0.01311,-7882.415271066921,11.9147,200000,187833.2264603621,-12166.773539637914,0.9391661323018105
2020-03-21,-1,-0.8918441910730474,7163738.614048897,0.01353,-7882.415271066921,12.1,200000,192302.60822799132,-7697.391772008676,0.9615130411399566
2020-03-22,-1,-0.9549581309097259,7163738.614048897,0.01187,-7882.415271066921,11.167,200000,173056.50868076473,-26943.49131923527,0.8652825434038236
2020-03-23,-1,-0.7456032002817341,7163738.614048897,0.01348,-7882.415271066921,12.1887,200000,192643.59153183253,-7356.408468167472,0.9632179576591626
2020-03-24,-1,-0.6684694153802133,7163738.614048897,0.01374,-7882.415271066921,12.426,200000,196376.66071530944,-3623.3392846905626,0.9818833035765472
2020-03-25,-1,-0.4239788502420178,7163738.614048897,0.0143,-7882.415271066921,12.3251,200000,199593.01863832615,-406.9813616738538,0.9979650931916307
2020-03-26,-1,-0.6051481294572587,7163738.614048897,0.01429,-7882.415271066921,13.199,200000,206409.82395757106,6409.823957571061,1.0320491197878554
2020-03-27,-1,-0.3283735511498902,7163738.614048897,0.01405,-7882.415271066921,12.3354,200000,197883.27286210592,-2116.7271378940786,0.9894163643105296
2020-03-28,-1,-0.3544585019373551,7163738.614048897,0.01354,-7882.415271066921,12.1888,200000,193074.20409020258,-6925.7959097974235,0.9653710204510129
2020-03-29,-1,-0.286327451599528,7163738.614048897,0.0125,-7882.415271066921,11.3008,200000,178624.33117088428,-21375.66882911572,0.8931216558544214
2020-03-30,0,0.04051554975996249,0.0,0.01381,0.0,12.1365,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-03-31,0,0.43601834302405057,0.0,0.01404,0.0,12.5451,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-01,0,0.25118386888580163,0.0,0.01411,0.0,12.72,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-02,0,0.38518259607831146,0.0,0.01446,0.0,13.0166,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-03,0,-0.4308809547434796,0.0,0.01447,0.0,13.3615,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-04,0,-0.645974576744068,0.0,0.01478,0.0,13.7606,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-05,-2,-1.3823867269669992,0.0,0.01437,0.0,13.6888,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-06,-2,-1.692537618933942,0.0,0.01573,0.0,15.1989,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-07,0,-0.956863211591044,0.0,0.01564,0.0,14.7266,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-08,0,-0.955785722157938,0.0,0.01609,0.0,15.0888,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-09,0,0.46681629561050164,0.0,0.0167,0.0,15.0096,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-10,0,-0.3767170142658437,0.0,0.01487,0.0,13.72,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-11,0,-0.516300166594313,0.0,0.01492,0.0,13.807,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-12,-2,-1.2360632791958421,0.0,0.01505,0.0,14.2808,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-13,-2,-2.4316537111624226,0.0,0.01491,0.0,15.0277,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-14,-2,-2.601477088535771,0.0,0.015,0.0,15.6148,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-15,-2,-2.0303791403054827,0.0,0.01411,0.0,14.5755,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-16,-2,-2.061370275219575,0.0,0.01491,0.0,15.7394,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-17,-2,-1.602334165277612,0.0,0.01502,0.0,15.64,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-18,-2,-1.8211370823959554,0.0,0.01544,0.0,16.6137,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-19,-1,-1.1189828733200804,5934627.946548249,0.01555,-5743.200249486583,16.0683,200000,184566.92913765053,-15433.070862349472,0.9228346456882527
2020-04-20,-1,-1.1372537442247372,5934627.946548249,0.01438,-5743.200249486583,14.9892,200000,171425.9270509681,-28574.07294903189,0.8571296352548405
2020-04-21,-1,-1.1320961185115428,5934627.946548249,0.01441,-5743.200249486583,15.1283,200000,172402.84504406812,-27597.15495593188,0.8620142252203407
2020-04-22,-1,-1.104324403270963,5934627.946548249,0.01489,-5743.200249486583,15.7104,200000,178594.58332363743,-21405.41667636257,0.8929729166181871
2020-04-23,-1,-0.8458921650783859,5934627.946548249,0.01536,-5743.200249486583,16.034,200000,183242.35805924895,-16757.641940751055,0.9162117902962448
2020-04-24,0,0.9410194377614587,0.0,0.01693,0.0,15.9319,200000,175593.77005738395,-24406.229942616046,0.8779688502869197
2020-04-25,2,2.935342282612442,0.0,0.02032,0.0,16.2283,200000,175593.77005738395,-24406.229942616046,0.8779688502869197
2020-04-26,2,1.4430097639959025,0.0,0.01874,0.0,16.3588,200000,175593.77005738395,-24406.229942616046,0.8779688502869197
2020-04-27,2,2.072098462264844,0.0,0.02023,0.0,16.4229,200000,175593.77005738395,-24406.229942616046,0.8779688502869197
2020-04-28,2,1.9873741412245411,0.0,0.02055,0.0,16.34,200000,175593.77005738395,-24406.229942616046,0.8779688502869197
2020-04-29,2,1.402637490803642,0.0,0.02094,0.0,17.3667,200000,175593.77005738395,-24406.229942616046,0.8779688502869197
2020-04-30,1,1.0832703793932448,-4396438.909799297,0.01997,5178.47406711564,16.9542,200000,175593.77005738395,-24406.229942616046,0.8779688502869197
2020-05-01,1,0.9954224451329792,-4396438.909799297,0.02053,5178.47406711564,17.466,200000,180706.11887442134,-19293.881125578657,0.9035305943721067
2020-05-02,1,0.7878806935638307,-4396438.909799297,0.02029,5178.47406711564,17.5333,200000,179999.48484078638,-20000.515159213624,0.8999974242039319
2020-05-03,1,0.8263373051315773,-4396438.909799297,0.02005,5178.47406711564,17.1071,200000,176737.27385502987,-23262.726144970133,0.8836863692751493
2020-05-04,1,0.2817006314160367,-4396438.909799297,0.0189,5178.47406711564,17.0074,200000,171165.07524426928,-28834.924755730724,0.8558253762213464
2020-05-05,1,0.6101958112031739,-4396438.909799297,0.01959,5178.47406711564,16.8886,200000,173583.41537285742,-26416.584627142583,0.8679170768642871
2020-05-06,1,0.3040852698861282,-4396438.909799297,0.01852,5178.47406711564,16.3743,200000,166215.9365266546,-33784.06347334539,0.831079682633273
2020-05-07,0,-0.3444644927769702,0.0,0.01806,0.0,17.0003,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-08,0,-0.06930628398102803,0.0,0.01889,0.0,17.1371,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-09,0,0.030085275736896212,0.0,0.01879,0.0,16.7751,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-10,0,0.2721322884080702,0.0,0.01768,0.0,15.3506,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-11,0,-0.12341589058960266,0.0,0.01697,0.0,15.0811,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-12,0,-0.2018779079393341,0.0,0.01785,0.0,15.7892,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-13,0,-0.2062058628409234,0.0,0.01853,0.0,16.2164,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-14,0,0.5425815703320731,0.0,0.01944,0.0,16.3777,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-15,2,1.6624222292784967,0.0,0.0195,0.0,15.7222,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-16,2,2.7337324962051746,0.0,0.02156,0.0,16.058,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-17,2,1.4084266949689914,0.0,0.02058,0.0,16.2959,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-18,0,0.7563981175515162,0.0,0.02023,0.0,16.6299,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-19,0,0.3692392592714794,0.0,0.0205,0.0,17.2098,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-20,0,-0.05410948586441953,0.0,0.01967,0.0,16.8998,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-21,0,0.3531431594856591,0.0,0.01915,0.0,16.0888,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-22,0,0.8540375185819699,0.0,0.02034,0.0,16.5864,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-23,0,0.642962201411848,0.0,0.02003,0.0,16.48,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-24,1,1.094060757255705,-4176034.119188926,0.01999,5229.72247547904,15.9624,200000,166957.84408517327,-33042.155914826726,0.8347892204258663
2020-05-25,2,2.3639246441995754,0.0,0.02256,0.0,16.3807,200000,175502.6588599959,-24497.341140004108,0.8775132942999795
2020-05-26,2,2.65594680594069,0.0,0.02386,0.0,16.2159,200000,175502.6588599959,-24497.341140004108,0.8775132942999795
2020-05-27,2,1.6635616340207378,0.0,0.02294,0.0,16.47,200000,175502.6588599959,-24497.341140004108,0.8775132942999795
2020-05-28,0,0.6142757575764022,0.0,0.02211,0.0,17.0772,200000,175502.6588599959,-24497.341140004108,0.8775132942999795
2020-05-29,0,0.9370326534386387,0.0,0.02271,0.0,17.0031,200000,175502.6588599959,-24497.341140004108,0.8775132942999795
2020-05-30,0,0.14423086302658114,0.0,0.02242,0.0,17.7277,200000,175502.6588599959,-24497.341140004108,0.8775132942999795
2020-05-31,0,0.5167517303390071,0.0,0.02233,0.0,17.0916,200000,175502.6588599959,-24497.341140004108,0.8775132942999795
2020-06-01,0,0.6096103623059899,0.0,0.02372,0.0,17.9477,200000,175502.6588599959,-24497.341140004108,0.8775132942999795
2020-06-02,0,0.6751962378565582,0.0,0.02303,0.0,17.2669,200000,175502.6588599959,-24497.341140004108,0.8775132942999795
2020-06-03,2,1.5476921554637004,0.0,0.02496,0.0,17.5779,200000,175502.6588599959,-24497.341140004108,0.8775132942999795
2020-06-04,1,1.1747340784305067,-3578765.474306605,0.02452,5009.495314836899,17.517,200000,175502.6588599959,-24497.341140004108,0.8775132942999795
2020-06-05,1,1.1357302671075207,-3578765.474306605,0.02481,5009.495314836899,17.6914,200000,177414.15683045238,-22585.843169547617,0.8870707841522619
2020-06-06,2,2.525799289102155,0.0,0.02799,0.0,17.5511,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-07,2,2.0114726746666176,0.0,0.02752,0.0,17.4135,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-08,2,1.5798449351052362,0.0,0.02709,0.0,17.4489,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-09,2,1.6437824916088866,0.0,0.02752,0.0,17.3733,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-10,2,2.0634245394848194,0.0,0.02926,0.0,17.406,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-11,2,1.4181868384081646,0.0,0.02621,0.0,16.2298,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-12,2,1.5465867854676802,0.0,0.02755,0.0,16.6377,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-13,2,1.9850178298326908,0.0,0.02961,0.0,16.8101,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-14,2,1.672248727177675,0.0,0.02905,0.0,16.5729,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-15,2,1.4464627747610264,0.0,0.02858,0.0,16.377,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-16,2,2.313017349715557,0.0,0.03274,0.0,16.4329,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-17,2,1.6004895319916428,0.0,0.03102,0.0,16.3983,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-18,2,1.4008271965372743,0.0,0.03046,0.0,16.1608,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-19,2,1.5654039268836184,0.0,0.0312,0.0,15.9512,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-20,2,1.3098720599665152,0.0,0.03097,0.0,16.059,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-21,2,1.2982051265885115,0.0,0.03117,0.0,15.9775,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-22,0,0.9477543774993871,0.0,0.03128,0.0,16.5051,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-23,0,0.5496756268168941,0.0,0.03004,0.0,16.3898,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-24,0,0.31725318776581646,0.0,0.02888,0.0,15.9968,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-25,0,-0.06257433893666846,0.0,0.02803,0.0,15.906,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-26,0,-0.2895380056727024,0.0,0.02742,0.0,15.7694,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-27,0,-0.410954338420751,0.0,0.02621,0.0,15.1242,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-28,0,-0.5431109913684363,0.0,0.02662,0.0,15.3782,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-29,0,-0.4075945941527118,0.0,0.02722,0.0,15.4656,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-06-30,0,-0.0760161577472693,0.0,0.02772,0.0,15.3838,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-07-01,0,-0.5808444863701373,0.0,0.02788,0.0,15.8144,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-07-02,0,0.6469628677548959,0.0,0.02895,0.0,15.3634,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-07-03,2,1.7855631629952384,0.0,0.03069,0.0,15.2863,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-07-04,0,0.6451339262891348,0.0,0.02968,0.0,15.5548,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-07-05,0,-0.49820010231077594,0.0,0.02799,0.0,15.4885,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-07-06,0,0.7159441807142362,0.0,0.03112,0.0,16.311,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-07-07,0,0.7522346130854667,0.0,0.03214,0.0,16.8048,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-07-08,2,2.4390259190137717,0.0,0.0365,0.0,17.2819,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-07-09,2,2.044671892564989,0.0,0.03538,0.0,16.8274,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-07-10,2,1.2703166719863028,0.0,0.03504,0.0,17.3123,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-07-11,2,2.127291512308462,0.0,0.0383,0.0,17.6205,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-07-12,2,2.6162264767452714,0.0,0.04318,0.0,18.2994,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-07-13,2,2.729164117392592,0.0,0.04705,0.0,18.4046,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-07-14,2,2.1651230492587157,0.0,0.04591,0.0,18.079,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-07-15,2,2.3940999805509535,0.0,0.04875,0.0,17.6351,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-07-16,2,2.5226751095499704,0.0,0.05205,0.0,17.1647,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-07-17,2,2.007085043566851,0.0,0.05088,0.0,17.0676,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-07-18,2,2.075484534648428,0.0,0.05448,0.0,17.1507,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-07-19,2,1.5156513974515162,0.0,0.05423,0.0,18.0154,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-07-20,2,1.6488615002984166,0.0,0.0556,0.0,17.4645,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-07-21,2,1.476427974425539,0.0,0.05648,0.0,17.7285,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-07-22,1,1.0646040742496221,-1711175.275844002,0.05486,5189.335303084685,18.09,200000,187750.1512656039,-12249.848734396102,0.9387507563280195
2020-07-23,1,0.6001257211537059,-1711175.275844002,0.0531,5189.335303084685,18.75,200000,188163.44408015435,-11836.555919845647,0.9408172204007718
2020-07-24,0,0.024817198617127983,0.0,0.04941,0.0,19.1853,200000,172740.36705478543,-27259.632945214573,0.8637018352739272
2020-07-25,0,-0.14221324361013868,0.0,0.05028,0.0,19.8242,200000,172740.36705478543,-27259.632945214573,0.8637018352739272
2020-07-26,0,0.15546298003271933,0.0,0.05289,0.0,19.5557,200000,172740.36705478543,-27259.632945214573,0.8637018352739272
2020-07-27,1,1.1368683832875017,-1388364.9498053803,0.06221,4373.749634250216,19.7474,200000,172740.36705478543,-27259.632945214573,0.8637018352739272
2020-07-28,2,1.9780165288399587,0.0,0.07266,0.0,20.1732,200000,185386.43818598788,-14613.561814012122,0.9269321909299394
2020-07-29,2,1.486278014608046,0.0,0.06878,0.0,19.899,200000,185386.43818598788,-14613.561814012122,0.9269321909299394
2020-07-30,2,2.112062914152521,0.0,0.07629,0.0,19.97,200000,185386.43818598788,-14613.561814012122,0.9269321909299394
2020-07-31,2,1.4689962636891898,0.0,0.07437,0.0,20.6615,200000,185386.43818598788,-14613.561814012122,0.9269321909299394
