date,statusList,zscore,WAVESUSDT_position,WAVESUSDT_price,TRXUSDT_position,TRXUSDT_price,init,total_asset,pnl,return
2020-03-06,2,1.6264828193414305,0.0,1.375,0.0,0.01833,200000,205970.92288170484,5970.922881704842,1.029854614408524
2020-03-07,2,1.6583033813768733,0.0,1.2858,0.0,0.01699,200000,205970.92288170484,5970.922881704842,1.029854614408524
2020-03-08,2,1.3408816338382,0.0,1.0936,0.0,0.01465,200000,205970.92288170484,5970.922881704842,1.029854614408524
2020-03-09,0,0.6454487030293452,0.0,1.0925,0.0,0.01504,200000,205970.92288170484,5970.922881704842,1.029854614408524
2020-03-10,2,3.149063745834338,0.0,1.2875,0.0,0.01508,200000,205970.92288170484,5970.922881704842,1.029854614408524
2020-03-11,2,2.9342302394580266,0.0,1.337,0.0,0.01489,200000,205970.92288170484,5970.922881704842,1.029854614408524
2020-03-12,2,2.719148097368481,0.0,0.795,0.0,0.00841,200000,205970.92288170484,5970.922881704842,1.029854614408524
2020-03-13,2,1.2920342692927662,0.0,0.8707,0.0,0.01029,200000,205970.92288170484,5970.922881704842,1.029854614408524
2020-03-14,0,0.9593196813593854,0.0,0.805,0.0,0.00973,200000,205970.92288170484,5970.922881704842,1.029854614408524
2020-03-15,1,1.0189594740297734,-119348.08371868399,0.8629,10037569.341213686,0.01026,200000,205970.92288170484,5970.922881704842,1.029854614408524
2020-03-16,0,0.10674905653583572,0.0,0.7386,0.0,0.00961,200000,197660.3761472613,-2339.623852738703,0.9883018807363065
2020-03-17,1,1.0964625260718843,-114758.6949299009,0.8612,9863292.22291723,0.01002,200000,197660.3761472613,-2339.623852738703,0.9883018807363065
2020-03-18,1,0.8714938614521086,-114758.6949299009,0.8667,9863292.22291723,0.01022,200000,200264.2074139592,264.2074139592005,1.001321037069796
2020-03-19,1,0.4501705573184136,-114758.6949299009,0.9516,9863292.22291723,0.01163,200000,223914.46264782108,23914.462647821085,1.1195723132391053
2020-03-20,1,0.6931293263975308,-114758.6949299009,0.9519,9863292.22291723,0.01127,200000,220398.10505604988,20398.105056049884,1.1019905252802493
2020-03-21,1,0.47361784793486833,-114758.6949299009,0.9354,9863292.22291723,0.01123,200000,218110.0549007898,18110.054900789808,1.090550274503949
2020-03-22,1,0.23200886356418504,-114758.6949299009,0.8452,9863292.22291723,0.0103,200000,198585.9588507997,-1414.0411492002895,0.9929297942539985
2020-03-23,0,2.6551533016538063e-05,0.0,0.9221,0.0,0.01137,200000,191333.73616755405,-8666.263832445955,0.9566686808377702
2020-03-24,0,-0.1151346179706717,0.0,0.9339,0.0,0.01151,200000,191333.73616755405,-8666.263832445955,0.9566686808377702
2020-03-25,0,-0.5687767613697098,0.0,0.8992,0.0,0.01139,200000,191333.73616755405,-8666.263832445955,0.9566686808377702
2020-03-26,-2,-1.379598447461572,0.0,0.8917,0.0,0.01196,200000,191333.73616755405,-8666.263832445955,0.9566686808377702
2020-03-27,-1,-1.0125274561577102,111370.044335014,0.859,-8534064.949489476,0.01121,200000,191333.73616755405,-8666.263832445955,0.9566686808377702
2020-03-28,-2,-1.8545643072546796,0.0,0.8144,0.0,0.01139,200000,197836.97183580376,-2163.0281641962356,0.9891848591790188
2020-03-29,-2,-1.6954409599117612,0.0,0.771,0.0,0.01066,200000,197836.97183580376,-2163.0281641962356,0.9891848591790188
2020-03-30,-2,-1.5184602145239978,0.0,0.8262,0.0,0.01145,200000,197836.97183580376,-2163.0281641962356,0.9891848591790188
2020-03-31,0,0.8111509009464071,0.0,0.99,0.0,0.01157,200000,197836.97183580376,-2163.0281641962356,0.9891848591790188
2020-04-01,0,0.6989922147510191,0.0,0.9698,0.0,0.01158,200000,197836.97183580376,-2163.0281641962356,0.9891848591790188
2020-04-02,0,0.0398393131702563,0.0,0.9615,0.0,0.01196,200000,197836.97183580376,-2163.0281641962356,0.9891848591790188
2020-04-03,0,0.11723130958206021,0.0,0.9629,0.0,0.01194,200000,197836.97183580376,-2163.0281641962356,0.9891848591790188
2020-04-04,0,-0.10186542784802127,0.0,0.9505,0.0,0.01197,200000,197836.97183580376,-2163.0281641962356,0.9891848591790188
2020-04-05,0,-0.9446917271830624,0.0,0.9486,0.0,0.01257,200000,197836.97183580376,-2163.0281641962356,0.9891848591790188
2020-04-06,-2,-1.5654427225475231,0.0,0.9867,0.0,0.01375,200000,197836.97183580376,-2163.0281641962356,0.9891848591790188
2020-04-07,0,-0.8592648361849831,0.0,0.9928,0.0,0.0133,200000,197836.97183580376,-2163.0281641962356,0.9891848591790188
2020-04-08,-1,-1.0689640141232726,98260.14296006942,1.0067,-7188843.453335892,0.01376,200000,197836.97183580376,-2163.0281641962356,0.9891848591790188
2020-04-09,0,-0.013122658199005892,0.0,1.0458,0.0,0.01345,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-04-10,0,0.5759441934033112,0.0,0.9998,0.0,0.01248,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-04-11,0,0.4277926768761214,0.0,0.9912,0.0,0.0125,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-04-12,0,0.3220454634886521,0.0,0.9965,0.0,0.01266,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-04-13,0,0.539143116001111,0.0,0.9991,0.0,0.01257,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-04-14,0,0.5370192037548341,0.0,0.9899,0.0,0.01245,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-04-15,0,0.2814269117914358,0.0,0.959,0.0,0.01219,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-04-16,0,-0.08588754217891088,0.0,1.0056,0.0,0.01302,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-04-17,0,-0.1305337520144532,0.0,0.9975,0.0,0.01289,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-04-18,0,-0.1120419307436286,0.0,1.0411,0.0,0.01339,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-04-19,0,0.0389904398855633,0.0,1.0138,0.0,0.0129,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-04-20,0,0.13434936788600735,0.0,0.9731,0.0,0.0124,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-04-21,0,-0.2552627546145288,0.0,0.9639,0.0,0.01249,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-04-22,0,-0.31161967522797185,0.0,0.998,0.0,0.01298,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-04-23,-2,-1.4018355731435959,0.0,1.0074,0.0,0.01361,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-04-24,-2,-1.7407001392581825,0.0,1.0107,0.0,0.01392,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-04-25,-2,-1.3848882167378413,0.0,1.0221,0.0,0.01396,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-04-26,-2,-1.2908541346806774,0.0,1.0522,0.0,0.01426,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-04-27,-2,-1.624080721891987,0.0,1.055,0.0,0.01452,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-04-28,-2,-2.543920598093204,0.0,1.0534,0.0,0.01528,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-04-29,-2,-2.3426436171331413,0.0,1.099,0.0,0.01624,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-04-30,-2,-1.6242952588975565,0.0,1.0552,0.0,0.01519,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-05-01,-2,-1.7468698818086563,0.0,1.0751,0.0,0.01581,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-05-02,-2,-1.8096450008443223,0.0,1.0884,0.0,0.01635,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-05-03,-2,-1.6233937313289577,0.0,1.0624,0.0,0.01599,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-05-04,-2,-1.6575071261728012,0.0,1.06,0.0,0.01623,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-05-05,-2,-1.3316310633316906,0.0,1.0517,0.0,0.0159,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-05-06,-2,-1.2454581312415183,0.0,1.024,0.0,0.01554,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-05-07,-2,-1.2629146850840196,0.0,1.0444,0.0,0.01603,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-05-08,-2,-1.205661169946477,0.0,1.0551,0.0,0.01627,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-05-09,-1,-1.1491112611018985,92142.25388022819,1.0406,-5959181.441128991,0.01609,200000,191766.45877553092,-8233.541224469081,0.9588322938776546
2020-05-10,-1,-0.5689187085174156,92142.25388022819,0.9552,-5959181.441128991,0.01426,200000,172992.20825689338,-27007.791743106616,0.8649610412844669
2020-05-11,-1,-0.5930846329521013,92142.25388022819,0.931,-5959181.441128991,0.01398,200000,169093.79490947572,-30906.20509052428,0.8454689745473786
2020-05-12,0,1.4503800818110597,0.0,1.0699,0.0,0.01455,200000,179889.55131750158,-20110.44868249842,0.8994477565875079
2020-05-13,0,0.6810505541105055,0.0,1.06,0.0,0.01501,200000,179889.55131750158,-20110.44868249842,0.8994477565875079
2020-05-14,0,0.08467478243487749,0.0,1.0461,0.0,0.01527,200000,179889.55131750158,-20110.44868249842,0.8994477565875079
2020-05-15,0,0.41280860006553816,0.0,1.0298,0.0,0.01488,200000,179889.55131750158,-20110.44868249842,0.8994477565875079
2020-05-16,0,0.4041374425366662,0.0,1.0299,0.0,0.01497,200000,179889.55131750158,-20110.44868249842,0.8994477565875079
2020-05-17,1,1.0271228561169448,-85686.17286724853,1.0497,5996318.377250053,0.015,200000,179889.55131750158,-20110.44868249842,0.8994477565875079
2020-05-18,1,0.677665548944587,-85686.17286724853,1.0638,5996318.377250053,0.01537,200000,183316.3641545123,-16683.635845487705,0.9165818207725615
2020-05-19,1,0.2811191746537697,-85686.17286724853,1.0615,5996318.377250053,0.01553,200000,184078.69689727767,-15921.303102722333,0.9203934844863884
2020-05-20,1,1.0949209169287362,-85686.17286724853,1.0542,5996318.377250053,0.015,200000,180275.13909540419,-19724.860904595815,0.9013756954770209
2020-05-21,2,1.4714244519608892,0.0,1.0167,0.0,0.01421,200000,181798.9991309099,-18201.000869090087,0.9089949956545496
2020-05-22,2,1.4195404280677493,0.0,1.0665,0.0,0.01484,200000,181798.9991309099,-18201.000869090087,0.9089949956545496
2020-05-23,1,1.156343751033858,-84960.74358861103,1.0699,6076169.757049128,0.01496,200000,181798.9991309099,-18201.000869090087,0.9089949956545496
2020-05-24,1,0.9386534136689112,-84960.74358861103,1.0117,6076169.757049128,0.01421,200000,172297.15653626592,-27702.843463734083,0.8614857826813296
2020-05-25,1,1.0738585693217195,-84960.74358861103,1.0576,6076169.757049128,0.01472,200000,179295.70124307822,-20704.29875692178,0.896478506215391
2020-05-26,2,1.3636081368133068,0.0,1.0645,0.0,0.01458,200000,183649.15562321007,-16350.84437678993,0.9182457781160503
2020-05-27,1,1.0672824046201537,-86195.98029813671,1.0653,6246569.919156806,0.0147,200000,183649.15562321007,-16350.84437678993,0.9182457781160503
2020-05-28,1,0.7364698088541991,-86195.98029813671,1.087,6246569.919156806,0.01514,200000,188268.09916010866,-11731.900839891343,0.9413404958005432
2020-05-29,1,0.9685799103092622,-86195.98029813671,1.0859,6246569.919156806,0.015,200000,187298.76379309874,-12701.23620690126,0.9364938189654937
2020-05-30,0,-1.3489156812018888,0.0,1.1137,0.0,0.01638,200000,177326.80360545646,-22673.196394543542,0.8866340180272823
2020-05-31,0,-0.8819569339697719,0.0,1.0945,0.0,0.01582,200000,177326.80360545646,-22673.196394543542,0.8866340180272823
2020-06-01,-2,-1.8076072909913494,0.0,1.1485,0.0,0.01707,200000,177326.80360545646,-22673.196394543542,0.8866340180272823
2020-06-02,-1,-1.1039893432429237,79305.36833875511,1.118,-5416212.694119012,0.01637,200000,177326.80360545643,-22673.19639454357,0.8866340180272821
2020-06-03,-2,-2.0584486758881693,0.0,1.1176,0.0,0.01691,200000,180283.28060761624,-19716.719392383762,0.9014164030380812
2020-06-04,-2,-1.5641696555880336,0.0,1.1256,0.0,0.01687,200000,180283.28060761624,-19716.719392383762,0.9014164030380812
2020-06-05,-2,-1.2941451803729016,0.0,1.1305,0.0,0.01685,200000,180283.28060761624,-19716.719392383762,0.9014164030380812
2020-06-06,-1,-1.0539922684971386,78472.7433653766,1.1487,-5290002.365246955,0.01704,200000,180283.28060761624,-19716.719392383762,0.9014164030380812
2020-06-07,-2,-2.417367417939373,0.0,1.1443,0.0,0.0182,200000,186764.96342211036,-13235.036577889638,0.9338248171105518
2020-06-08,-1,-1.163708333448258,78790.48406265203,1.1852,-5205266.539077769,0.01794,200000,186764.96342211036,-13235.036577889638,0.9338248171105518
2020-06-09,-1,-0.8199025534959882,78790.48406265203,1.1721,-5205266.539077769,0.01754,200000,183650.7014652585,-16349.298534741509,0.9182535073262925
2020-06-10,0,0.5153956293259128,0.0,1.2423,0.0,0.0176,200000,180496.2361588465,-19503.7638411535,0.9024811807942325
2020-06-11,1,1.029038583851629,-79618.98374893979,1.1335,5737324.7348647965,0.01573,200000,180496.2361588465,-19503.7638411535,0.9024811807942325
2020-06-12,2,1.4740813933587793,0.0,1.2103,0.0,0.01644,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-06-13,2,1.701612874985949,0.0,1.2489,0.0,0.01668,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-06-14,0,0.9966528629705819,0.0,1.1748,0.0,0.01616,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-06-15,0,0.9785560527671409,0.0,1.1659,0.0,0.01606,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-06-16,2,2.2188100403916744,0.0,1.2563,0.0,0.01613,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-06-17,2,1.9034209135267144,0.0,1.2609,0.0,0.01621,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-06-18,2,1.6010059799812606,0.0,1.2375,0.0,0.01602,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-06-19,2,1.3016879177746272,0.0,1.2151,0.0,0.01586,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-06-20,0,0.9228782998161688,0.0,1.2023,0.0,0.01597,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-06-21,0,0.9422681564870375,0.0,1.1997,0.0,0.01582,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-06-22,0,0.6592116796156458,0.0,1.2258,0.0,0.01638,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-06-23,0,0.6370681199037147,0.0,1.239,0.0,0.0165,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-06-24,0,0.4114740313633628,0.0,1.1849,0.0,0.01593,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-06-25,0,0.3725049884811804,0.0,1.1848,0.0,0.0159,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-06-26,0,-0.10146823155551982,0.0,1.1542,0.0,0.01585,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-06-27,0,-0.4979345962586372,0.0,1.1133,0.0,0.01544,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-06-28,0,-0.7787361571636882,0.0,1.1339,0.0,0.01577,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-06-29,-2,-1.6444144980586561,0.0,1.141,0.0,0.01619,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-06-30,-2,-2.275014374311703,0.0,1.12,0.0,0.01636,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-07-01,-2,-2.0272407307481464,0.0,1.1515,0.0,0.01686,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-07-02,-2,-1.8594384778223823,0.0,1.1258,0.0,0.01658,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-07-03,-2,-1.7309482281236104,0.0,1.121,0.0,0.01662,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-07-04,-2,-1.5950342023510327,0.0,1.1305,0.0,0.01682,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-07-05,-2,-1.666062940292283,0.0,1.116,0.0,0.01688,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-07-06,-2,-1.8462888367361627,0.0,1.1597,0.0,0.01802,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-07-07,0,-0.9040601411966838,0.0,1.1672,0.0,0.0172,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-07-08,0,-0.8707125364902317,0.0,1.2117,0.0,0.01791,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-07-09,-2,-1.8334244917649063,0.0,1.1704,0.0,0.01856,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-07-10,-2,-1.445859376784998,0.0,1.1585,0.0,0.01812,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-07-11,0,-0.996774203044343,0.0,1.2008,0.0,0.01837,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-07-12,0,-0.5950264362072805,0.0,1.2111,0.0,0.01818,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-07-13,0,-0.29987842079161353,0.0,1.1835,0.0,0.01756,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-07-14,2,1.880994137957914,0.0,1.3189,0.0,0.01765,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-07-15,2,1.9750467464742612,0.0,1.3215,0.0,0.01757,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-07-16,2,2.4600163113691997,0.0,1.3487,0.0,0.01716,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-07-17,2,2.906406897123994,0.0,1.4601,0.0,0.01717,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-07-18,2,2.263442664350219,0.0,1.4689,0.0,0.01742,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-07-19,2,1.7906786100146121,0.0,1.4572,0.0,0.01753,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-07-20,2,2.4873155006758982,0.0,1.5996,0.0,0.01716,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-07-21,2,2.123739812448862,0.0,1.6581,0.0,0.01762,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-07-22,2,1.746819007186824,0.0,1.6715,0.0,0.01794,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-07-23,1,1.188786240644732,-57474.01560107401,1.588,5093121.4717916045,0.01792,200000,182537.47354901108,-17462.526450988924,0.9126873677450553
2020-07-24,1,0.9480253617148052,-57474.01560107401,1.5617,5093121.4717916045,0.01794,200000,181127.7693681387,-18872.230631861312,0.9056388468406934
2020-07-25,1,0.37651402243068904,-57474.01560107401,1.527,5093121.4717916045,0.01877,200000,183360.7118483684,-16639.288151631597,0.916803559241842
2020-07-26,1,0.39879101256047567,-57474.01560107401,1.525,5093121.4717916045,0.01852,200000,181972.4834492184,-18027.516550781613,0.909862417246092
2020-07-27,0,0.0025784885853263203,0.0,1.4734,0.0,0.01872,200000,171876.4541836947,-28123.545816305297,0.8593822709184735
2020-07-28,0,-0.08041097060769017,0.0,1.4994,0.0,0.01912,200000,171876.4541836947,-28123.545816305297,0.8593822709184735
2020-07-29,0,-0.17846001331550806,0.0,1.5003,0.0,0.01915,200000,171876.4541836947,-28123.545816305297,0.8593822709184735
2020-07-30,0,-0.11939636114989602,0.0,1.5293,0.0,0.01917,200000,171876.4541836947,-28123.545816305297,0.8593822709184735
2020-07-31,0,-0.5394459840789845,0.0,1.5206,0.0,0.01968,200000,171876.4541836947,-28123.545816305297,0.8593822709184735
