date,statusList,zscore,ONEUSDT_position,ONEUSDT_price,BNBUSDT_position,BNBUSDT_price,init,total_asset,pnl,return
2020-01-25,0,0.21985407188958522,0.0,0.0051,0.0,16.9555,200000,200000.0,0.0,1.0
2020-01-26,0,-0.41213192013092814,0.0,0.00508,0.0,17.499,200000,200000.0,0.0,1.0
2020-01-27,0,-0.5556627556995715,0.0,0.00508,0.0,17.67,200000,200000.0,0.0,1.0
2020-01-28,0,-0.8780794149898968,0.0,0.00509,0.0,18.0662,200000,200000.0,0.0,1.0
2020-01-29,0,-0.957320487075022,0.0,0.00501,0.0,17.9134,200000,200000.0,0.0,1.0
2020-01-30,0,-0.9847631427726764,0.0,0.00516,0.0,18.5555,200000,200000.0,0.0,1.0
2020-01-31,0,-0.4163911460662263,0.0,0.00519,0.0,18.2644,200000,200000.0,0.0,1.0
2020-02-01,0,-0.31678414225565915,0.0,0.0052,0.0,18.2752,200000,200000.0,0.0,1.0
2020-02-02,0,-0.13537376946471674,0.0,0.00526,0.0,18.4333,200000,200000.0,0.0,1.0
2020-02-03,2,2.2965615511070667,0.0,0.00576,0.0,18.46,200000,200000.0,0.0,1.0
2020-02-04,2,1.6745012334547515,0.0,0.0056,0.0,18.1778,200000,200000.0,0.0,1.0
2020-02-05,1,1.0744779211996465,-17182130.58419244,0.00582,5191.568892119199,19.262,200000,200000.0,0.0,1.0
2020-02-06,2,1.2763971464996202,0.0,0.00633,0.0,20.6675,200000,201466.1365200646,1466.1365200646105,1.007330682600323
2020-02-07,1,1.1969439459635562,-14879330.6144804,0.00677,4567.253894041501,22.0555,200000,201466.1365200646,1466.1365200646105,1.007330682600323
2020-02-08,0,-0.36862217239822775,0.0,0.00626,0.0,21.7888,200000,195095.7645202205,-4904.235479779512,0.9754788226011024
2020-02-09,-2,-2.114827882021721,0.0,0.00634,0.0,24.38,200000,195095.7645202205,-4904.235479779512,0.9754788226011024
2020-02-10,-2,-2.3075986448975243,0.0,0.00633,0.0,25.1465,200000,195095.7645202205,-4904.235479779512,0.9754788226011024
2020-02-11,-2,-1.7334372694801694,0.0,0.00664,0.0,25.6963,200000,195095.7645202205,-4904.235479779512,0.9754788226011024
2020-02-12,-2,-1.6796622362673135,0.0,0.00674,0.0,26.4243,200000,195095.7645202205,-4904.235479779512,0.9754788226011024
2020-02-13,-1,-1.0647786732056232,14494484.734043127,0.00673,-3831.7332639420474,25.4579,200000,195095.7645202205,-4904.235479779512,0.9754788226011024
2020-02-14,-1,-0.38893947397088363,14494484.734043127,0.00727,-3831.7332639420474,26.3547,200000,206359.08466770704,6359.084667707037,1.0317954233385351
2020-02-15,-1,-0.8113730250174146,14494484.734043127,0.00647,-3831.7332639420474,24.2576,200000,186727.96905265964,-13272.030947340361,0.9336398452632982
2020-02-16,-2,-1.2677682841098603,0.0,0.00596,0.0,23.3193,200000,198061.97300716722,-1938.0269928327762,0.9903098650358361
2020-02-17,-2,-1.6368798926165506,0.0,0.00572,0.0,23.4555,200000,198061.97300716722,-1938.0269928327762,0.9903098650358361
2020-02-18,-1,-1.1557117290780907,16341746.947786074,0.00606,-4112.223871821129,24.0821,200000,198061.97300716722,-1938.0269928327762,0.9903098650358361
2020-02-19,-2,-1.3005019937922497,0.0,0.00549,0.0,22.3709,200000,200339.93127794497,339.9312779449683,1.001699656389725
2020-02-20,-2,-1.2214914713900151,0.0,0.00541,0.0,22.1626,200000,200339.93127794497,339.9312779449683,1.001699656389725
2020-02-21,-1,-1.016759558841122,18312607.977874313,0.00547,-4514.438168759576,22.1888,200000,200339.93127794497,339.9312779449683,1.001699656389725
2020-02-22,-1,-0.949488118355002,18312607.977874313,0.0054,-4514.438168759576,21.9689,200000,198065.32376618354,-1934.6762338164554,0.9903266188309178
2020-02-23,-1,-0.9335859966725085,18312607.977874313,0.00558,-4514.438168759576,22.8452,200000,205317.59536948492,5317.595369484916,1.0265879768474246
2020-02-24,-1,-0.9889424335184795,18312607.977874313,0.00533,-4514.438168759576,22.0965,200000,197359.48351806606,-2640.5164819339407,0.9867974175903304
2020-02-25,-2,-1.34624566322433,0.0,0.0047,0.0,20.3193,200000,206000.89726441214,6000.897264412139,1.0300044863220608
2020-02-26,-2,-1.6153472819808512,0.0,0.00421,0.0,18.7441,200000,206000.89726441214,6000.897264412139,1.0300044863220608
2020-02-27,-2,-1.7176539867396432,0.0,0.0043,0.0,19.2,200000,206000.89726441214,6000.897264412139,1.0300044863220608
2020-02-28,0,-0.9171942234499532,0.0,0.00448,0.0,18.9838,200000,206000.89726441214,6000.897264412139,1.0300044863220608
2020-02-29,-1,-1.0320222600687579,22991171.569688857,0.00448,-5356.237578377851,19.23,200000,206000.89726441214,6000.897264412139,1.0300044863220608
2020-03-01,-1,-1.090444627812026,22991171.569688857,0.00436,-5356.237578377851,18.902,200000,201485.11075034156,1485.110750341555,1.0074255537517078
2020-03-02,-1,-0.7471380943520254,22991171.569688857,0.00467,-5356.237578377851,19.9289,200000,214112.69430618128,14112.694306181278,1.0705634715309065
2020-03-03,-1,-0.34181180445926984,22991171.569688857,0.00471,-5356.237578377851,19.6882,200000,213743.0947838533,13743.094783853303,1.0687154739192666
2020-03-04,0,0.42513525549285985,0.0,0.00496,0.0,19.95,200000,198821.62596739354,-1178.374032606458,0.9941081298369677
2020-03-05,0,0.44667416269669846,0.0,0.00511,0.0,20.7462,200000,198821.62596739354,-1178.374032606458,0.9941081298369677
2020-03-06,0,-0.04403934714211066,0.0,0.00512,0.0,21.3389,200000,198821.62596739354,-1178.374032606458,0.9941081298369677
2020-03-07,0,-0.4785802731722144,0.0,0.00477,0.0,20.25,200000,198821.62596739354,-1178.374032606458,0.9941081298369677
2020-03-08,0,-0.20883469503017899,0.0,0.00401,0.0,16.894,200000,198821.62596739354,-1178.374032606458,0.9941081298369677
2020-03-09,0,-0.5016230693936169,0.0,0.00389,0.0,16.5888,200000,198821.62596739354,-1178.374032606458,0.9941081298369677
2020-03-10,-2,-1.6260943969990653,0.0,0.00379,0.0,16.8671,200000,198821.62596739354,-1178.374032606458,0.9941081298369677
2020-03-11,-2,-1.7108356551878692,0.0,0.00368,0.0,16.5705,200000,198821.62596739354,-1178.374032606458,0.9941081298369677
2020-03-12,-2,-3.431777403646065,0.0,0.00174,0.0,9.2566,200000,198821.62596739354,-1178.374032606458,0.9941081298369677
2020-03-13,-2,-2.9113102431713105,0.0,0.00195,0.0,10.9204,200000,198821.62596739354,-1178.374032606458,0.9941081298369677
2020-03-14,-2,-2.4543744771408296,0.0,0.00177,0.0,10.1487,200000,198821.62596739354,-1178.374032606458,0.9941081298369677
2020-03-15,-2,-1.9884180954903603,0.0,0.00183,0.0,10.3898,200000,198821.62596739354,-1178.374032606458,0.9941081298369677
2020-03-16,-2,-1.879283814857155,0.0,0.00161,0.0,9.4285,200000,198821.62596739354,-1178.374032606458,0.9941081298369677
2020-03-17,-2,-1.3244048201948841,0.0,0.00186,0.0,10.2576,200000,198821.62596739354,-1178.374032606458,0.9941081298369677
2020-03-18,0,-0.9675520370744789,0.0,0.00196,0.0,10.3866,200000,198821.62596739354,-1178.374032606458,0.9941081298369677
2020-03-19,0,-0.647623587405369,0.0,0.0024,0.0,12.2597,200000,198821.62596739354,-1178.374032606458,0.9941081298369677
2020-03-20,0,-0.7559255633069394,0.0,0.00227,0.0,11.9147,200000,198821.62596739354,-1178.374032606458,0.9941081298369677
2020-03-21,0,-0.9117477857708431,0.0,0.00222,0.0,12.1,200000,198821.62596739354,-1178.374032606458,0.9941081298369677
2020-03-22,-1,-1.129444782487754,51242687.104998335,0.00194,-8902.19512704368,11.167,200000,198821.62596739354,-1178.374032606458,0.9941081298369677
2020-03-23,-1,-1.0170038426475274,51242687.104998335,0.00212,-8902.19512704368,12.1887,200000,217140.6824075938,17140.68240759379,1.085703412037969
2020-03-24,-1,-0.8555360693063476,51242687.104998335,0.00219,-8902.19512704368,12.426,200000,222840.16140859114,22840.161408591142,1.1142008070429557
2020-03-25,-1,-0.6098615625200668,51242687.104998335,0.00223,-8902.19512704368,12.3251,200000,223991.63740447236,23991.637404472363,1.1199581870223618
2020-03-26,-1,-1.0889345178602723,51242687.104998335,0.0022,-8902.19512704368,13.199,200000,230233.9851128459,30233.985112845898,1.1511699255642296
2020-03-27,-1,-0.8338358510800126,51242687.104998335,0.00211,-8902.19512704368,12.3354,200000,217934.2075616811,17934.207561681105,1.0896710378084056
2020-03-28,-1,-0.6038220130161934,51242687.104998335,0.00213,-8902.19512704368,12.1888,200000,217653.99949815648,17653.99949815648,1.0882699974907823
2020-03-29,-1,-0.47018272861714266,51242687.104998335,0.00199,-8902.19512704368,11.3008,200000,202574.87403064192,2574.8740306419204,1.0128743701532097
2020-03-30,-1,-0.3183570884269007,51242687.104998335,0.00215,-8902.19512704368,12.1365,200000,218213.26843511206,18213.268435112055,1.0910663421755602
2020-03-31,-1,-0.9441017892914956,51242687.104998335,0.00215,-8902.19512704368,12.5451,200000,221850.7053640221,21850.705364022113,1.1092535268201105
2020-04-01,-1,-0.6568471029311306,51242687.104998335,0.0022,-8902.19512704368,12.72,200000,225969.83364699196,25969.83364699196,1.1298491682349598
2020-04-02,0,0.07199942950410143,0.0,0.00232,0.0,13.0166,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-03,0,0.8042992952547444,0.0,0.00246,0.0,13.3615,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-04,0,-0.773219952959653,0.0,0.00237,0.0,13.7606,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-05,0,-0.8591437519358571,0.0,0.00235,0.0,13.6888,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-06,-2,-1.5973764903982155,0.0,0.0025,0.0,15.1989,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-07,-2,-1.461712058504656,0.0,0.00242,0.0,14.7266,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-08,-2,-1.6159602266295834,0.0,0.00246,0.0,15.0888,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-09,-2,-1.275331367094122,0.0,0.00248,0.0,15.0096,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-10,-2,-1.4625342196070754,0.0,0.00224,0.0,13.72,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-11,-2,-1.3524749739455624,0.0,0.00225,0.0,13.807,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-12,-2,-1.9463403286682157,0.0,0.00224,0.0,14.2808,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-13,-2,-2.8353472818728527,0.0,0.00214,0.0,15.0277,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-14,-2,-2.618562404406655,0.0,0.00214,0.0,15.6148,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-15,-2,-1.7780932077078764,0.0,0.00209,0.0,14.5755,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-16,-2,-1.6626242898833756,0.0,0.00223,0.0,15.7394,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-17,-2,-1.4926066875780855,0.0,0.00221,0.0,15.64,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-18,-2,-1.533564358772132,0.0,0.00229,0.0,16.6137,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-19,0,-0.8355361506967436,0.0,0.00236,0.0,16.0683,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-20,0,-0.8865377124266266,0.0,0.00217,0.0,14.9892,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-21,0,-0.8428213084637531,0.0,0.00218,0.0,15.1283,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-22,0,0.41317242023173845,0.0,0.00253,0.0,15.7104,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-23,0,0.895173802529205,0.0,0.00265,0.0,16.034,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-24,0,0.5933854900939541,0.0,0.00256,0.0,15.9319,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-25,0,0.8503615766850864,0.0,0.00264,0.0,16.2283,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-26,0,0.7550420560649613,0.0,0.00264,0.0,16.3588,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-27,0,0.17704880083105937,0.0,0.00254,0.0,16.4229,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-28,0,0.18195154704459848,0.0,0.00252,0.0,16.34,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-29,0,-0.19627624169990193,0.0,0.0026,0.0,17.3667,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-04-30,0,-0.1812487337323065,0.0,0.00253,0.0,16.9542,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-05-01,0,-0.3966875850102022,0.0,0.00256,0.0,17.466,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-05-02,0,-0.5863774994357526,0.0,0.00253,0.0,17.5333,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-05-03,0,-0.8385702127287958,0.0,0.00243,0.0,17.1071,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-05-04,0,-0.9343525930957135,0.0,0.00241,0.0,17.0074,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-05-05,0,-0.6184054467186657,0.0,0.00244,0.0,16.8886,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-05-06,0,0.5654134289360336,0.0,0.00254,0.0,16.3743,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-05-07,0,-0.1726816962706944,0.0,0.00254,0.0,17.0003,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-05-08,0,0.2511992523911007,0.0,0.00263,0.0,17.1371,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-05-09,2,2.2305234604740716,0.0,0.00289,0.0,16.7751,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-05-10,2,1.8225764875904862,0.0,0.00263,0.0,15.3506,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-05-11,2,2.264463658443365,0.0,0.00272,0.0,15.0811,200000,195814.9049744742,-4185.095025525807,0.979074524872371
2020-05-12,1,1.1441393906269757,-36669457.86038843,0.00267,6200.912806680332,15.7892,200000,195814.90497447422,-4185.095025525778,0.9790745248723711
2020-05-13,2,1.4686465324240017,0.0,0.00282,0.0,16.2164,200000,198666.29370251863,-1333.7062974813743,0.9933314685125931
2020-05-14,2,2.759325376741297,0.0,0.00329,0.0,16.3777,200000,198666.29370251863,-1333.7062974813743,0.9933314685125931
2020-05-15,2,2.556807917498326,0.0,0.0033,0.0,15.7222,200000,198666.29370251863,-1333.7062974813743,0.9933314685125931
2020-05-16,2,2.0039318387428504,0.0,0.00332,0.0,16.058,200000,198666.29370251863,-1333.7062974813743,0.9933314685125931
2020-05-17,2,1.3810909780926577,0.0,0.00321,0.0,16.2959,200000,198666.29370251863,-1333.7062974813743,0.9933314685125931
2020-05-18,2,1.6476084315317103,0.0,0.00347,0.0,16.6299,200000,198666.29370251863,-1333.7062974813743,0.9933314685125931
2020-05-19,1,1.0156558835506229,-29475711.231827687,0.00337,5771.894319007734,17.2098,200000,198666.29370251863,-1333.7062974813743,0.9933314685125931
2020-05-20,1,0.9205781442844877,-29475711.231827687,0.00331,5771.894319007734,16.8998,200000,195108.46378971654,-4891.536210283462,0.9755423189485827
2020-05-21,1,1.1880994737083492,-29475711.231827687,0.00331,5771.894319007734,16.0888,200000,190427.45749700128,-9572.542502998724,0.9521372874850064
2020-05-22,2,1.4874058092406557,0.0,0.00361,0.0,16.5864,200000,209338.66331662668,9338.663316626684,1.0466933165831334
2020-05-23,2,1.2141850692147627,0.0,0.00352,0.0,16.48,200000,209338.66331662668,9338.663316626684,1.0466933165831334
2020-05-24,1,1.1455515545832915,-30605067.73634893,0.00342,6557.24274910498,15.9624,200000,209338.66331662668,9338.663316626684,1.0466933165831334
2020-05-25,2,1.7527530198681183,0.0,0.00382,0.0,16.3807,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-05-26,2,1.4904112370032814,0.0,0.00374,0.0,16.2159,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-05-27,2,2.14154699370526,0.0,0.00417,0.0,16.47,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-05-28,2,1.2018688877190418,0.0,0.00396,0.0,17.0772,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-05-29,0,0.5351874940104775,0.0,0.00371,0.0,17.0031,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-05-30,0,0.7939491111601648,0.0,0.004,0.0,17.7277,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-05-31,0,0.16964552641720287,0.0,0.00366,0.0,17.0916,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-06-01,0,0.3313864728334898,0.0,0.00393,0.0,17.9477,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-06-02,0,-0.07133056674533335,0.0,0.0037,0.0,17.2669,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-06-03,0,-0.10824416479427841,0.0,0.00377,0.0,17.5779,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-06-04,0,-0.22974680938941383,0.0,0.00373,0.0,17.517,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-06-05,0,-0.51296788140469,0.0,0.0037,0.0,17.6914,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-06-06,0,0.19189364500951114,0.0,0.00386,0.0,17.5511,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-06-07,0,0.6490149618964696,0.0,0.00395,0.0,17.4135,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-06-08,0,0.7147978365892017,0.0,0.00399,0.0,17.4489,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-06-09,0,0.28606735897669855,0.0,0.0039,0.0,17.3733,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-06-10,0,0.49167409450669025,0.0,0.00396,0.0,17.406,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-06-11,0,-0.14357054799070865,0.0,0.00359,0.0,16.2298,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-06-12,0,0.21538875179286596,0.0,0.00375,0.0,16.6377,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-06-13,2,2.7456761746684863,0.0,0.00438,0.0,16.8101,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-06-14,2,1.9027061589841594,0.0,0.0042,0.0,16.5729,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-06-15,2,1.9791777948697036,0.0,0.00425,0.0,16.377,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-06-16,2,2.4894569279117884,0.0,0.00451,0.0,16.4329,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-06-17,2,1.682168706061451,0.0,0.00433,0.0,16.3983,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-06-18,2,1.8402782826971773,0.0,0.00442,0.0,16.1608,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-06-19,2,2.461541557389601,0.0,0.00483,0.0,15.9512,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-06-20,2,2.0640309775436356,0.0,0.00487,0.0,16.059,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-06-21,2,1.8576453472412127,0.0,0.0049,0.0,15.9775,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-06-22,2,1.5241799813749715,0.0,0.00499,0.0,16.5051,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-06-23,2,1.2961703690647235,0.0,0.00491,0.0,16.3898,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-06-24,1,1.0083938768787135,-23330255.41249634,0.00469,6840.049127613512,15.9968,200000,218837.79576921565,18837.79576921565,1.0941889788460784
2020-06-25,1,0.861719681077775,-23330255.41249634,0.00463,6840.049127613512,15.906,200000,216816.90398367855,16816.903983678552,1.0840845199183928
2020-06-26,1,0.2673875591584143,-23330255.41249634,0.00432,6840.049127613512,15.7694,200000,208650.1740949727,8650.174094972695,1.0432508704748635
2020-06-27,0,-0.18590268321777415,0.0,0.00396,0.0,15.1242,200000,207775.33618684887,7775.336186848872,1.0388766809342445
2020-06-28,1,1.0485830053326188,-22389583.640824232,0.00464,6755.515476026091,15.3782,200000,207775.33618684887,7775.336186848872,1.0388766809342445
2020-06-29,1,0.5177050649014259,-22389583.640824232,0.00446,6755.515476026091,15.4656,200000,204335.6431841052,4335.643184105196,1.021678215920526
2020-06-30,1,0.49855778953813334,-22389583.640824232,0.00446,6755.515476026091,15.3838,200000,203783.04201816628,3783.0420181662776,1.0189152100908314
2020-07-01,1,0.7093307089698541,-22389583.640824232,0.00469,6755.515476026091,15.8144,200000,211841.57121953263,11841.571219532634,1.0592078560976632
2020-07-02,2,2.3547255287603863,0.0,0.00516,0.0,15.3634,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-03,2,2.2202398361217477,0.0,0.00524,0.0,15.2863,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-04,2,1.5603399898023878,0.0,0.00515,0.0,15.5548,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-05,0,0.925860544285889,0.0,0.00493,0.0,15.4885,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-06,0,0.8069279120023272,0.0,0.00518,0.0,16.311,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-07,2,1.245293918345239,0.0,0.00554,0.0,16.8048,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-08,2,2.111694730639518,0.0,0.00616,0.0,17.2819,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-09,2,1.9853717127438208,0.0,0.0061,0.0,16.8274,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-10,2,1.5598531023620157,0.0,0.00618,0.0,17.3123,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-11,0,0.9521439810342692,0.0,0.00603,0.0,17.6205,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-12,0,0.46704120529576054,0.0,0.00603,0.0,18.2994,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-13,0,0.3912214888832757,0.0,0.00605,0.0,18.4046,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-14,0,0.21928494431596143,0.0,0.00588,0.0,18.079,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-15,0,-0.062129688795584316,0.0,0.00562,0.0,17.6351,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-16,0,0.7491180046052283,0.0,0.00589,0.0,17.1647,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-17,0,0.5639558830014921,0.0,0.0058,0.0,17.0676,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-18,0,0.4705157985593191,0.0,0.00582,0.0,17.1507,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-19,2,1.2522288510753745,0.0,0.00643,0.0,18.0154,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-20,2,2.306341225731694,0.0,0.00667,0.0,17.4645,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-21,2,2.8460618764491805,0.0,0.00721,0.0,17.7285,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-22,2,1.8745159260540163,0.0,0.0071,0.0,18.09,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-23,0,0.7041850216296112,0.0,0.00684,0.0,18.75,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-24,2,1.5966375625094382,0.0,0.00754,0.0,19.1853,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-25,2,1.5351080386793712,0.0,0.00786,0.0,19.8242,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-26,2,1.2359617019367888,0.0,0.00766,0.0,19.5557,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-27,2,3.346821182370097,0.0,0.0101,0.0,19.7474,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-28,2,1.7489250007706665,0.0,0.00917,0.0,20.1732,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-29,0,0.984157696329553,0.0,0.00841,0.0,19.899,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-30,1,1.1505359185757138,-12587035.625523085,0.00872,5496.191820458754,19.97,200000,219517.90130912262,19517.901309122622,1.0975895065456132
2020-07-31,1,0.7523191023956026,-12587035.625523085,0.00869,5496.191820458754,20.6615,200000,222940.90688420413,22940.90688420413,1.1147045344210207
2020-08-01,0,0.059764790875044785,0.0,0.0084,0.0,21.6168,200000,206438.92121902373,6438.92121902373,1.0321946060951186
2020-08-02,0,-0.11397868969373523,0.0,0.00804,0.0,20.9898,200000,206438.92121902373,6438.92121902373,1.0321946060951186
2020-08-03,0,-0.6015802475773093,0.0,0.00801,0.0,22.0504,200000,206438.92121902373,6438.92121902373,1.0321946060951186
2020-08-04,0,-0.528478672952186,0.0,0.00826,0.0,22.2818,200000,206438.92121902373,6438.92121902373,1.0321946060951186
2020-08-05,0,-0.17664576121151662,0.0,0.00903,0.0,23.2728,200000,206438.92121902373,6438.92121902373,1.0321946060951186
