date,statusList,zscore,QTUMUSDT_position,QTUMUSDT_price,FETUSDT_position,FETUSDT_price,init,total_asset,pnl,return
2020-01-26,0,0.6143185526930813,0.0,1.935,0.0,0.03889,200000,192694.65786022032,-7305.342139779677,0.9634732893011017
2020-01-27,1,1.0735101341234417,-48246.03351532807,1.997,2475522.326056273,0.03892,200000,192694.65786022032,-7305.342139779677,0.9634732893011017
2020-01-28,2,1.8860863107787007,0.0,2.052,0.0,0.03767,200000,198442.5926111337,-1557.407388866297,0.9922129630556685
2020-01-29,2,2.0461169152709933,0.0,2.066,0.0,0.03698,200000,198442.5926111337,-1557.407388866297,0.9922129630556685
2020-01-30,2,1.9654954615606663,0.0,2.176,0.0,0.0383,200000,198442.5926111337,-1557.407388866297,0.9922129630556685
2020-01-31,2,1.217543321875917,0.0,2.125,0.0,0.0389,200000,198442.5926111337,-1557.407388866297,0.9922129630556685
2020-02-01,2,1.654232760709816,0.0,2.193,0.0,0.03862,200000,198442.5926111337,-1557.407388866297,0.9922129630556685
2020-02-02,2,1.8140786597451097,0.0,2.262,0.0,0.0394,200000,198442.5926111337,-1557.407388866297,0.9922129630556685
2020-02-03,1,1.1220929223468672,-43403.8916472296,2.286,2413556.2224657466,0.04111,200000,198442.5926111337,-1557.407388866297,0.9922129630556685
2020-02-04,1,1.1310205438423266,-43403.8916472296,2.307,2413556.2224657466,0.04117,200000,199498.88770907346,-501.1122909265396,0.9974944385453673
2020-02-05,2,1.9050210785259603,0.0,2.442,0.0,0.04095,200000,205599.76870369606,5599.768703696056,1.0279988435184804
2020-02-06,0,0.34807117547723654,0.0,2.544,0.0,0.04684,200000,205599.76870369606,5599.768703696056,1.0279988435184804
2020-02-07,0,0.5021240539727784,0.0,2.572,0.0,0.04669,200000,205599.76870369606,5599.768703696056,1.0279988435184804
2020-02-08,2,1.2191233264516397,0.0,2.6,0.0,0.04483,200000,205599.76870369606,5599.768703696056,1.0279988435184804
2020-02-09,0,0.18957814880390947,0.0,2.697,0.0,0.04946,200000,205599.76870369606,5599.768703696056,1.0279988435184804
2020-02-10,0,-0.1368887605815239,0.0,2.597,0.0,0.04853,200000,205599.76870369606,5599.768703696056,1.0279988435184804
2020-02-11,0,-0.3701873565133388,0.0,2.709,0.0,0.05124,200000,205599.76870369606,5599.768703696056,1.0279988435184804
2020-02-12,0,-0.41451570902697826,0.0,2.805,0.0,0.05301,200000,205599.76870369606,5599.768703696056,1.0279988435184804
2020-02-13,0,-0.6712966484376636,0.0,2.849,0.0,0.05431,200000,205599.76870369606,5599.768703696056,1.0279988435184804
2020-02-14,0,0.42260569769508216,0.0,3.032,0.0,0.05425,200000,205599.76870369606,5599.768703696056,1.0279988435184804
2020-02-15,0,-0.5510073522573474,0.0,2.69,0.0,0.04983,200000,205599.76870369606,5599.768703696056,1.0279988435184804
2020-02-16,0,-0.8602936315710451,0.0,2.493,0.0,0.0465,200000,205599.76870369606,5599.768703696056,1.0279988435184804
2020-02-17,0,-0.23289015948381503,0.0,2.51,0.0,0.0458,200000,205599.76870369606,5599.768703696056,1.0279988435184804
2020-02-18,0,-0.03880366376453578,0.0,2.639,0.0,0.04787,200000,205599.76870369606,5599.768703696056,1.0279988435184804
2020-02-19,2,1.414426388254384,0.0,2.443,0.0,0.04213,200000,205599.76870369606,5599.768703696056,1.0279988435184804
2020-02-20,2,1.3834056113331876,0.0,2.389,0.0,0.04101,200000,205599.76870369606,5599.768703696056,1.0279988435184804
2020-02-21,0,0.9606497339493981,0.0,2.416,0.0,0.04205,200000,205599.76870369606,5599.768703696056,1.0279988435184804
2020-02-22,0,0.69813328685933,0.0,2.388,0.0,0.04199,200000,205599.76870369606,5599.768703696056,1.0279988435184804
2020-02-23,0,0.8803319615502366,0.0,2.491,0.0,0.04342,200000,205599.76870369606,5599.768703696056,1.0279988435184804
2020-02-24,1,1.12517949004377,-43596.218978731136,2.358,2531393.3600553563,0.04061,200000,205599.76870369603,5599.768703696027,1.0279988435184801
2020-02-25,2,2.8709495183826266,0.0,2.384,0.0,0.03761,200000,214327.45047730912,14327.450477309118,1.0716372523865456
2020-02-26,2,2.454792771701657,0.0,2.097,0.0,0.03268,200000,214327.45047730912,14327.450477309118,1.0716372523865456
2020-02-27,2,2.154999060951156,0.0,2.123,0.0,0.03278,200000,214327.45047730912,14327.450477309118,1.0716372523865456
2020-02-28,2,1.701743120614841,0.0,2.073,0.0,0.03242,200000,214327.45047730912,14327.450477309118,1.0716372523865456
2020-02-29,2,1.3077709941000808,0.0,2.025,0.0,0.03215,200000,214327.45047730912,14327.450477309118,1.0716372523865456
2020-03-01,1,1.1283893823180808,-52842.07358908016,2.028,3315709.3205029257,0.03232,200000,214327.45047730912,14327.450477309118,1.0716372523865456
2020-03-02,1,1.0025033147938271,-52842.07358908016,2.182,3315709.3205029257,0.03483,200000,230787.5602044898,30787.560204489797,1.153937801022449
2020-03-03,1,1.0213619456351442,-52842.07358908016,2.145,3315709.3205029257,0.03397,200000,225980.89346606133,25980.89346606133,1.1299044673303067
2020-03-04,0,-0.10475195865995962,0.0,2.152,0.0,0.03653,200000,206920.73136303778,6920.731363037776,1.0346036568151888
2020-03-05,0,0.2115551754781799,0.0,2.194,0.0,0.03638,200000,206920.73136303778,6920.731363037776,1.0346036568151888
2020-03-06,0,0.6751565919207697,0.0,2.314,0.0,0.03714,200000,206920.73136303778,6920.731363037776,1.0346036568151888
2020-03-07,0,0.6604326521917037,0.0,2.212,0.0,0.03539,200000,206920.73136303778,6920.731363037776,1.0346036568151888
2020-03-08,0,0.7796823576313113,0.0,1.893,0.0,0.02999,200000,206920.73136303778,6920.731363037776,1.0346036568151888
2020-03-09,2,2.124665328626346,0.0,1.943,0.0,0.02859,200000,206920.73136303778,6920.731363037776,1.0346036568151888
2020-03-10,2,1.7915726080878827,0.0,1.954,0.0,0.02883,200000,206920.73136303778,6920.731363037776,1.0346036568151888
2020-03-11,2,1.7894493085684864,0.0,1.943,0.0,0.0283,200000,206920.73136303778,6920.731363037776,1.0346036568151888
2020-03-12,2,3.909802869981888,0.0,1.039,0.0,0.01071,200000,206920.73136303778,6920.731363037776,1.0346036568151888
2020-03-13,2,2.9379961943695156,0.0,1.258,0.0,0.01262,200000,206920.73136303778,6920.731363037776,1.0346036568151888
2020-03-14,2,2.59056460938759,0.0,1.173,0.0,0.01116,200000,206920.73136303778,6920.731363037776,1.0346036568151888
2020-03-15,2,2.1447601177998203,0.0,1.209,0.0,0.01147,200000,206920.73136303778,6920.731363037776,1.0346036568151888
2020-03-16,2,1.8588099859297924,0.0,1.047,0.0,0.00987,200000,206920.73136303778,6920.731363037776,1.0346036568151888
2020-03-17,2,1.3862409228779675,0.0,1.097,0.0,0.01088,200000,206920.73136303778,6920.731363037776,1.0346036568151888
2020-03-18,2,1.284596872057611,0.0,1.111,0.0,0.01092,200000,206920.73136303778,6920.731363037776,1.0346036568151888
2020-03-19,1,1.0489992140958253,-82372.90261267427,1.256,8185155.512778393,0.01264,200000,206920.73136303778,6920.731363037776,1.0346036568151888
2020-03-20,1,0.6965510536287048,-82372.90261267427,1.232,8185155.512778393,0.01311,200000,208790.80479133944,8790.80479133944,1.0439540239566971
2020-03-21,1,0.481382524033046,-82372.90261267427,1.232,8185155.512778393,0.01353,200000,212228.57010670635,12228.57010670635,1.0611428505335319
2020-03-22,1,0.6952394283229089,-82372.90261267427,1.147,8185155.512778393,0.01187,200000,191639.51523341693,-8360.484766583075,0.9581975761670847
2020-03-23,1,0.35936522673260557,-82372.90261267427,1.234,8185155.512778393,0.01348,200000,211984.0581362928,11984.058136292791,1.059920290681464
2020-03-24,1,0.3426913123654268,-82372.90261267427,1.272,8185155.512778393,0.01374,200000,217242.3688688968,17242.368868896796,1.086211844344484
2020-03-25,0,0.006634259305917211,0.0,1.261,0.0,0.0143,200000,193745.23772488898,-6254.7622751110175,0.9687261886244449
2020-03-26,0,-0.00438484945733855,0.0,1.277,0.0,0.01429,200000,193745.23772488898,-6254.7622751110175,0.9687261886244449
2020-03-27,0,-0.36303941753423263,0.0,1.204,0.0,0.01405,200000,193745.23772488898,-6254.7622751110175,0.9687261886244449
2020-03-28,0,-0.19631681768221992,0.0,1.213,0.0,0.01354,200000,193745.23772488898,-6254.7622751110175,0.9687261886244449
2020-03-29,0,-0.17242685608926822,0.0,1.141,0.0,0.0125,200000,193745.23772488898,-6254.7622751110175,0.9687261886244449
2020-03-30,0,-0.8417960180123776,0.0,1.197,0.0,0.01381,200000,193745.23772488898,-6254.7622751110175,0.9687261886244449
2020-03-31,-2,-1.3034730889127888,0.0,1.21,0.0,0.01404,200000,193745.23772488898,-6254.7622751110175,0.9687261886244449
2020-04-01,-1,-1.1150362551656077,79209.009699464,1.223,-6865529.3311441885,0.01411,200000,193745.23772488898,-6254.7622751110175,0.9687261886244449
2020-04-02,-1,-0.8769512949560985,79209.009699464,1.268,-6865529.3311441885,0.01446,200000,199712.57842726534,-287.42157273466,0.9985628921363267
2020-04-03,-1,-0.8078631342884941,79209.009699464,1.268,-6865529.3311441885,0.01447,200000,199781.23372057677,-218.76627942323103,0.9989061686028838
2020-04-04,-1,-0.79500960773594,79209.009699464,1.29,-6865529.3311441885,0.01478,200000,203652.14602661968,3652.146026619681,1.0182607301330984
2020-04-05,-1,-0.7065114537538082,79209.009699464,1.258,-6865529.3311441885,0.01437,200000,198302.5906904677,-1697.4093095322896,0.9915129534523386
2020-04-06,0,-0.11604241885208563,0.0,1.416,0.0,0.01573,200000,189580.05636934604,-10419.943630653957,0.9479002818467303
2020-04-07,0,-0.5350752773691354,0.0,1.375,0.0,0.01564,200000,189580.05636934604,-10419.943630653957,0.9479002818467303
2020-04-08,2,1.2502345828591463,0.0,1.5,0.0,0.01609,200000,189580.05636934604,-10419.943630653957,0.9479002818467303
2020-04-09,0,-0.3156021965642857,0.0,1.476,0.0,0.0167,200000,189580.05636934604,-10419.943630653957,0.9479002818467303
2020-04-10,0,0.3529599958953806,0.0,1.341,0.0,0.01487,200000,189580.05636934604,-10419.943630653957,0.9479002818467303
2020-04-11,0,0.6759090529684042,0.0,1.348,0.0,0.01492,200000,189580.05636934604,-10419.943630653957,0.9479002818467303
2020-04-12,0,0.7321124127873623,0.0,1.36,0.0,0.01505,200000,189580.05636934604,-10419.943630653957,0.9479002818467303
2020-04-13,0,0.6444046969573879,0.0,1.341,0.0,0.01491,200000,189580.05636934604,-10419.943630653957,0.9479002818467303
2020-04-14,0,-0.0012335579446219993,0.0,1.331,0.0,0.015,200000,189580.05636934604,-10419.943630653957,0.9479002818467303
2020-04-15,2,1.4453329256784484,0.0,1.295,0.0,0.01411,200000,189580.05636934604,-10419.943630653957,0.9479002818467303
2020-04-16,2,2.1955610682412603,0.0,1.403,0.0,0.01491,200000,189580.05636934604,-10419.943630653957,0.9479002818467303
2020-04-17,1,1.1719994140386296,-68539.42746541795,1.383,6310920.651442944,0.01502,200000,189580.05636934604,-10419.943630653957,0.9479002818467303
2020-04-18,2,1.495559245718487,0.0,1.437,0.0,0.01544,200000,190630.59877887258,-9369.401221127424,0.9531529938943629
2020-04-19,0,-0.07659785646869345,0.0,1.391,0.0,0.01555,200000,190630.59877887258,-9369.401221127424,0.9531529938943629
2020-04-20,0,0.5932403146954712,0.0,1.311,0.0,0.01438,200000,190630.59877887258,-9369.401221127424,0.9531529938943629
2020-04-21,0,0.5583459025624928,0.0,1.315,0.0,0.01441,200000,190630.59877887258,-9369.401221127424,0.9531529938943629
2020-04-22,0,0.7437913766273196,0.0,1.367,0.0,0.01489,200000,190630.59877887258,-9369.401221127424,0.9531529938943629
2020-04-23,0,-0.012594034030383073,0.0,1.389,0.0,0.01536,200000,190630.59877887258,-9369.401221127424,0.9531529938943629
2020-04-24,-2,-2.6849771581114026,0.0,1.426,0.0,0.01693,200000,190630.59877887258,-9369.401221127424,0.9531529938943629
2020-04-25,-2,-3.7176210144274444,0.0,1.482,0.0,0.02032,200000,190630.59877887258,-9369.401221127424,0.9531529938943629
2020-04-26,-2,-1.5425430435033474,0.0,1.532,0.0,0.01874,200000,190630.59877887258,-9369.401221127424,0.9531529938943629
2020-04-27,-2,-2.417086671076536,0.0,1.505,0.0,0.02023,200000,190630.59877887258,-9369.401221127424,0.9531529938943629
2020-04-28,-2,-2.0312559608365195,0.0,1.527,0.0,0.02055,200000,190630.59877887258,-9369.401221127424,0.9531529938943629
2020-04-29,-2,-1.318765573633514,0.0,1.633,0.0,0.02094,200000,190630.59877887258,-9369.401221127424,0.9531529938943629
2020-04-30,-2,-1.3179097900416834,0.0,1.536,0.0,0.01997,200000,190630.59877887258,-9369.401221127424,0.9531529938943629
2020-05-01,-1,-1.1514023484618499,60135.835576931415,1.585,-4642732.556718768,0.02053,200000,190630.59877887258,-9369.401221127424,0.9531529938943629
2020-05-02,-1,-0.5836016603338096,60135.835576931415,1.642,-4642732.556718768,0.02029,200000,192944.08559314517,-7055.914406854834,0.9647204279657259
2020-05-03,-1,-0.7667986587148344,60135.835576931415,1.584,-4642732.556718768,0.02005,200000,188341.95131607066,-11658.048683929344,0.9417097565803533
2020-05-04,-1,-0.26215275521991865,60135.835576931415,1.558,-4642732.556718768,0.0189,200000,181439.27715084385,-18560.722849156155,0.9071963857542192
2020-05-05,-1,-0.6574173434693327,60135.835576931415,1.547,-4642732.556718768,0.01959,200000,183981.26842363353,-16018.731576366466,0.9199063421181677
2020-05-06,-1,-0.2438244296799807,60135.835576931415,1.508,-4642732.556718768,0.01852,200000,176668.24700044416,-23331.752999555843,0.8833412350022207
2020-05-07,0,0.7668722063479578,0.0,1.588,0.0,0.01806,200000,178982.64185704643,-21017.35814295357,0.8949132092852321
2020-05-08,0,0.8171638172555119,0.0,1.657,0.0,0.01889,200000,178982.64185704643,-21017.35814295357,0.8949132092852321
2020-05-09,0,0.40418019326841664,0.0,1.594,0.0,0.01879,200000,178982.64185704643,-21017.35814295357,0.8949132092852321
2020-05-10,0,-0.059504336815155864,0.0,1.442,0.0,0.01768,200000,178982.64185704643,-21017.35814295357,0.8949132092852321
2020-05-11,0,0.2073420871018394,0.0,1.401,0.0,0.01697,200000,178982.64185704643,-21017.35814295357,0.8949132092852321
2020-05-12,0,0.26790641690519856,0.0,1.468,0.0,0.01785,200000,178982.64185704643,-21017.35814295357,0.8949132092852321
2020-05-13,0,-0.018473219856292564,0.0,1.49,0.0,0.01853,200000,178982.64185704643,-21017.35814295357,0.8949132092852321
2020-05-14,0,-0.300780041506882,0.0,1.536,0.0,0.01944,200000,178982.64185704643,-21017.35814295357,0.8949132092852321
2020-05-15,0,-0.9235608462579815,0.0,1.501,0.0,0.0195,200000,178982.64185704643,-21017.35814295357,0.8949132092852321
2020-05-16,-2,-2.0067350598683977,0.0,1.54,0.0,0.02156,200000,178982.64185704643,-21017.35814295357,0.8949132092852321
2020-05-17,-1,-1.1443395456015617,57848.300535567694,1.547,-4348460.686517163,0.02058,200000,178982.64185704646,-21017.35814295354,0.8949132092852323
2020-05-18,-1,-0.522486912046492,57848.300535567694,1.579,-4348460.686517163,0.02023,200000,179311.8262339036,-20688.173766096414,0.8965591311695179
2020-05-19,-1,-0.7282657551524564,57848.300535567694,1.582,-4348460.686517163,0.0205,200000,180659.45552086993,-19340.54447913007,0.9032972776043496
2020-05-20,0,-0.034211781072615126,0.0,1.576,0.0,0.01967,200000,173347.94191678433,-26652.05808321567,0.8667397095839217
2020-05-21,0,-0.5450226564934165,0.0,1.497,0.0,0.01915,200000,173347.94191678433,-26652.05808321567,0.8667397095839217
2020-05-22,2,1.460621591086083,0.0,1.763,0.0,0.02034,200000,173347.94191678433,-26652.05808321567,0.8667397095839217
2020-05-23,0,0.5893255951812201,0.0,1.668,0.0,0.02003,200000,173347.94191678433,-26652.05808321567,0.8667397095839217
2020-05-24,0,-0.6046128873321157,0.0,1.56,0.0,0.01999,200000,173347.94191678433,-26652.05808321567,0.8667397095839217
2020-05-25,-2,-1.5260149209671523,0.0,1.657,0.0,0.02256,200000,173347.94191678433,-26652.05808321567,0.8667397095839217
2020-05-26,-2,-2.007455853595196,0.0,1.658,0.0,0.02386,200000,173347.94191678433,-26652.05808321567,0.8667397095839217
2020-05-27,-2,-1.5092303372385398,0.0,1.635,0.0,0.02294,200000,173347.94191678433,-26652.05808321567,0.8667397095839217
2020-05-28,0,-0.4169711502837416,0.0,1.689,0.0,0.02211,200000,173347.94191678433,-26652.05808321567,0.8667397095839217
2020-05-29,0,-0.7908665358507218,0.0,1.687,0.0,0.02271,200000,173347.94191678433,-26652.05808321567,0.8667397095839217
2020-05-30,0,0.6037178049957563,0.0,1.802,0.0,0.02242,200000,173347.94191678433,-26652.05808321567,0.8667397095839217
2020-05-31,0,0.17075966564086392,0.0,1.747,0.0,0.02233,200000,173347.94191678433,-26652.05808321567,0.8667397095839217
2020-06-01,0,0.55665602768249,0.0,1.89,0.0,0.02372,200000,173347.94191678433,-26652.05808321567,0.8667397095839217
2020-06-02,0,0.15745882383452048,0.0,1.794,0.0,0.02303,200000,173347.94191678433,-26652.05808321567,0.8667397095839217
2020-06-03,0,-0.8931658496477874,0.0,1.829,0.0,0.02496,200000,173347.94191678433,-26652.05808321567,0.8667397095839217
2020-06-04,0,-0.459453109492723,0.0,1.838,0.0,0.02452,200000,173347.94191678433,-26652.05808321567,0.8667397095839217
2020-06-05,-1,-1.0872470132543195,48205.768052498424,1.798,-3493509.5106163714,0.02481,200000,173347.94191678433,-26652.05808321567,0.8667397095839217
2020-06-06,-2,-2.194617816855263,0.0,1.848,0.0,0.02799,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-06-07,-2,-1.9163324023065353,0.0,1.807,0.0,0.02752,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-06-08,-2,-1.4191033226808003,0.0,1.825,0.0,0.02709,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-06-09,-2,-1.5291581261863427,0.0,1.805,0.0,0.02752,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-06-10,-2,-1.6168668870057057,0.0,1.863,0.0,0.02926,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-06-11,-2,-1.4302708804332158,0.0,1.686,0.0,0.02621,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-06-12,-2,-1.4744164689234285,0.0,1.745,0.0,0.02755,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-06-13,-2,-1.7777986080725592,0.0,1.778,0.0,0.02961,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-06-14,-2,-1.6631965242081184,0.0,1.72,0.0,0.02905,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-06-15,-2,-1.5601605971341737,0.0,1.674,0.0,0.02858,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-06-16,-2,-1.9771906277299587,0.0,1.732,0.0,0.03274,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-06-17,-2,-1.503652689742096,0.0,1.71,0.0,0.03102,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-06-18,-2,-1.3320389490289235,0.0,1.682,0.0,0.03046,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-06-19,-2,-1.3783768880768867,0.0,1.676,0.0,0.0312,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-06-20,-2,-1.2058151162368433,0.0,1.68,0.0,0.03097,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-06-21,0,-0.9875935929084466,0.0,1.729,0.0,0.03117,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-06-22,0,-0.4792872011764421,0.0,1.838,0.0,0.03128,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-06-23,0,-0.24686111846859576,0.0,1.796,0.0,0.03004,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-06-24,0,-0.08813004949166017,0.0,1.736,0.0,0.02888,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-06-25,0,0.27909595426912565,0.0,1.718,0.0,0.02803,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-06-26,0,0.3264298390598442,0.0,1.678,0.0,0.02742,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-06-27,0,0.16096882460417042,0.0,1.577,0.0,0.02621,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-06-28,0,0.40589162919671623,0.0,1.615,0.0,0.02662,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-06-29,0,0.7109208962925095,0.0,1.671,0.0,0.02722,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-06-30,0,0.1640915430543348,0.0,1.643,0.0,0.02772,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-07-01,0,0.31644262988648375,0.0,1.657,0.0,0.02788,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-07-02,0,-0.4664237366297836,0.0,1.647,0.0,0.02895,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-07-03,-2,-1.5532760536230652,0.0,1.636,0.0,0.03069,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-07-04,0,-0.2145668512130375,0.0,1.695,0.0,0.02968,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-07-05,2,1.709880713090402,0.0,1.774,0.0,0.02799,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-07-06,0,0.08962932207442688,0.0,1.821,0.0,0.03112,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-07-07,0,-0.7245561557655412,0.0,1.807,0.0,0.03214,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-07-08,-1,-1.0435747590441606,45083.46056412072,2.019,-2493794.709012596,0.0365,200000,182047.01375791949,-17952.986242080515,0.9102350687895975
2020-07-09,0,0.5832345249717994,0.0,2.13,0.0,0.03538,200000,174249.69956120802,-25750.30043879198,0.8712484978060401
2020-07-10,0,-0.28071136353802395,0.0,2.037,0.0,0.03504,200000,174249.69956120802,-25750.30043879198,0.8712484978060401
2020-07-11,-2,-1.7389442074797568,0.0,2.079,0.0,0.0383,200000,174249.69956120802,-25750.30043879198,0.8712484978060401
2020-07-12,-2,-2.9865754279965384,0.0,2.045,0.0,0.04318,200000,174249.69956120802,-25750.30043879198,0.8712484978060401
2020-07-13,-2,-2.410367994449584,0.0,2.211,0.0,0.04705,200000,174249.69956120802,-25750.30043879198,0.8712484978060401
2020-07-14,-2,-1.3158834114943665,0.0,2.346,0.0,0.04591,200000,174249.69956120802,-25750.30043879198,0.8712484978060401
2020-07-15,-2,-1.881650356097273,0.0,2.293,0.0,0.04875,200000,174249.69956120802,-25750.30043879198,0.8712484978060401
2020-07-16,-2,-2.044892125313797,0.0,2.303,0.0,0.05205,200000,174249.69956120802,-25750.30043879198,0.8712484978060401
2020-07-17,-2,-1.3755348196505286,0.0,2.392,0.0,0.05088,200000,174249.69956120802,-25750.30043879198,0.8712484978060401
2020-07-18,-2,-1.7430117792526236,0.0,2.364,0.0,0.05448,200000,174249.69956120802,-25750.30043879198,0.8712484978060401
2020-07-19,-2,-1.5714412030082165,0.0,2.344,0.0,0.05423,200000,174249.69956120802,-25750.30043879198,0.8712484978060401
2020-07-20,-2,-1.8157206296574455,0.0,2.215,0.0,0.0556,200000,174249.69956120802,-25750.30043879198,0.8712484978060401
2020-07-21,-2,-1.3879599187004301,0.0,2.351,0.0,0.05648,200000,174249.69956120802,-25750.30043879198,0.8712484978060401
2020-07-22,-1,-1.0348872768802093,36668.70782011953,2.376,-1588130.6923187023,0.05486,200000,174249.69956120802,-25750.30043879198,0.8712484978060401
2020-07-23,-1,-0.8064921398605466,36668.70782011953,2.357,-1588130.6923187023,0.0531,200000,170757.88409414486,-29242.115905855142,0.8537894204707243
2020-07-24,-1,-0.4739826221491775,36668.70782011953,2.287,-1588130.6923187023,0.04941,200000,162330.87229208046,-37669.12770791954,0.8116543614604023
2020-07-25,0,-0.14692674202452272,0.0,2.409,0.0,0.05028,200000,165765.99363232442,-34234.00636767558,0.8288299681616221
2020-07-26,0,-0.6130235819271934,0.0,2.357,0.0,0.05289,200000,165765.99363232442,-34234.00636767558,0.8288299681616221
2020-07-27,-2,-1.6595706797459924,0.0,2.32,0.0,0.06221,200000,165765.99363232442,-34234.00636767558,0.8288299681616221
2020-07-28,-2,-2.0706844822006585,0.0,2.374,0.0,0.07266,200000,165765.99363232442,-34234.00636767558,0.8288299681616221
2020-07-29,-2,-1.7417252601429032,0.0,2.351,0.0,0.06878,200000,165765.99363232442,-34234.00636767558,0.8288299681616221
2020-07-30,-2,-2.0709778211976566,0.0,2.373,0.0,0.07629,200000,165765.99363232442,-34234.00636767558,0.8288299681616221
2020-07-31,-2,-1.6768533450905563,0.0,2.42,0.0,0.07437,200000,165765.99363232442,-34234.00636767558,0.8288299681616221
2020-08-01,-1,-1.077131913763494,31276.602572136682,2.65,-1105843.8534511302,0.07495,200000,165765.99363232442,-34234.00636767558,0.8288299681616221
2020-08-02,-2,-1.242640274003859,0.0,2.403,0.0,0.07163,200000,169819.91287418443,-30180.087125815568,0.8490995643709222
2020-08-03,0,-0.6669997284189567,0.0,2.621,0.0,0.07168,200000,169819.91287418443,-30180.087125815568,0.8490995643709222
