date,statusList,zscore,THETAUSDT_position,THETAUSDT_price,WAVESUSDT_position,WAVESUSDT_price,init,total_asset,pnl,return
2020-01-29,0,-0.18452628606832713,0.0,0.10434,0.0,0.8699,200000,200000.0,0.0,1.0
2020-01-30,0,-0.2285045869816709,0.0,0.10431,0.0,0.8696,200000,200000.0,0.0,1.0
2020-01-31,0,-0.2386107297428901,0.0,0.10638,0.0,0.8824,200000,200000.0,0.0,1.0
2020-02-01,-2,-1.285100104251675,0.0,0.10527,0.0,0.9111,200000,200000.0,0.0,1.0
2020-02-02,-2,-2.2544791245190563,0.0,0.10545,0.0,0.9594,200000,200000.0,0.0,1.0
2020-02-03,-2,-1.843557787743188,0.0,0.10829,0.0,0.9809,200000,200000.0,0.0,1.0
2020-02-04,0,0.8424227608589449,0.0,0.122,0.0,0.9643,200000,200000.0,0.0,1.0
2020-02-05,0,0.23554555253789164,0.0,0.122,0.0,0.9899,200000,200000.0,0.0,1.0
2020-02-06,0,-0.3095338645540786,0.0,0.12425,0.0,1.0364,200000,200000.0,0.0,1.0
2020-02-07,-2,-1.2007168726212305,0.0,0.1245,0.0,1.092,200000,200000.0,0.0,1.0
2020-02-08,-2,-1.6359310963916736,0.0,0.1164,0.0,1.058,200000,200000.0,0.0,1.0
2020-02-09,-2,-1.3706891884786467,0.0,0.12284,0.0,1.11,200000,200000.0,0.0,1.0
2020-02-10,-2,-3.036067791537126,0.0,0.13064,0.0,1.4376,200000,200000.0,0.0,1.0
2020-02-11,-2,-2.516356345912558,0.0,0.12814,0.0,1.4117,200000,200000.0,0.0,1.0
2020-02-12,-2,-1.6814627190274383,0.0,0.13827,0.0,1.4324,200000,200000.0,0.0,1.0
2020-02-13,0,0.7994256298399888,0.0,0.17192,0.0,1.4038,200000,200000.0,0.0,1.0
2020-02-14,-1,-1.0558432414395638,631831.6800404373,0.15827,-64395.64685427265,1.5529,200000,200000.0,0.0,1.0
2020-02-15,-1,-1.1138529667389043,631831.6800404373,0.14694,-64395.64685427265,1.4686,200000,187412.79403532666,-12587.20596467334,0.9370639701766333
2020-02-16,-2,-1.2134624781059729,0.0,0.13454,0.0,1.3809,200000,203917.31450842466,3917.3145084246644,1.0195865725421234
2020-02-17,0,-0.6784085690307868,0.0,0.13716,0.0,1.3366,200000,203917.31450842466,3917.3145084246644,1.0195865725421234
2020-02-18,-1,-1.1319986204797956,721371.5668191053,0.14134,-69392.67491609088,1.4693,200000,203917.31450842466,3917.3145084246644,1.0195865725421234
2020-02-19,-2,-1.3205734781781604,0.0,0.12664,0.0,1.3717,200000,207748.75146885504,7748.751468855044,1.0387437573442753
2020-02-20,-2,-1.422868412493862,0.0,0.13247,0.0,1.4854,200000,207748.75146885504,7748.751468855044,1.0387437573442753
2020-02-21,-2,-1.3320266253343698,0.0,0.12776,0.0,1.4459,200000,207748.75146885504,7748.751468855044,1.0387437573442753
2020-02-22,-1,-1.051488312016217,808612.6088621168,0.12846,-73161.27323174216,1.4198,200000,207748.75146885504,7748.751468855044,1.0387437573442753
2020-02-23,-1,-0.4058388053333517,808612.6088621168,0.14149,-73161.27323174216,1.4439,200000,220048.16044721342,20048.16044721342,1.100240802236067
2020-02-24,0,0.5173724439574653,0.0,0.14836,0.0,1.3735,200000,188269.99360186924,-11730.006398130761,0.9413499680093462
2020-02-25,0,0.09053081178465197,0.0,0.13481,0.0,1.3215,200000,188269.99360186924,-11730.006398130761,0.9413499680093462
2020-02-26,0,0.2370759296302172,0.0,0.11839,0.0,1.1562,200000,188269.99360186924,-11730.006398130761,0.9413499680093462
2020-02-27,0,0.0963276264922237,0.0,0.12192,0.0,1.2148,200000,188269.99360186924,-11730.006398130761,0.9413499680093462
2020-02-28,0,0.661926394797888,0.0,0.12082,0.0,1.1529,200000,188269.99360186924,-11730.006398130761,0.9413499680093462
2020-02-29,0,0.5738144311874329,0.0,0.11712,0.0,1.1317,200000,188269.99360186924,-11730.006398130761,0.9413499680093462
2020-03-01,0,0.655898023928636,0.0,0.11707,0.0,1.1176,200000,188269.99360186924,-11730.006398130761,0.9413499680093462
2020-03-02,1,1.0074556205548626,-733138.6043686498,0.1284,79418.70986327057,1.1853,200000,188269.99360186924,-11730.006398130761,0.9413499680093462
2020-03-03,2,1.4409948369843422,0.0,0.1317,0.0,1.1639,200000,192388.91138735978,-7611.088612640218,0.9619445569367989
2020-03-04,2,1.334068509706621,0.0,0.13182,0.0,1.1998,200000,192388.91138735978,-7611.088612640218,0.9619445569367989
2020-03-05,0,0.6580288183790918,0.0,0.14123,0.0,1.3394,200000,192388.91138735978,-7611.088612640218,0.9619445569367989
2020-03-06,0,-0.39294688853661897,0.0,0.13477,0.0,1.375,200000,192388.91138735978,-7611.088612640218,0.9619445569367989
2020-03-07,0,0.6279052705340353,0.0,0.13575,0.0,1.2858,200000,192388.91138735978,-7611.088612640218,0.9619445569367989
2020-03-08,0,-0.033891827064027706,0.0,0.11028,0.0,1.0936,200000,192388.91138735978,-7611.088612640218,0.9619445569367989
2020-03-09,0,-0.2783867075904881,0.0,0.10849,0.0,1.0925,200000,192388.91138735978,-7611.088612640218,0.9619445569367989
2020-03-10,-2,-2.0321118602266584,0.0,0.11022,0.0,1.2875,200000,192388.91138735978,-7611.088612640218,0.9619445569367989
2020-03-11,-2,-2.8044956580890963,0.0,0.09894,0.0,1.337,200000,192388.91138735978,-7611.088612640218,0.9619445569367989
2020-03-12,-2,-2.839992953393137,0.0,0.05167,0.0,0.795,200000,192388.91138735978,-7611.088612640218,0.9619445569367989
2020-03-13,-2,-2.0344229991608684,0.0,0.06151,0.0,0.8707,200000,192388.91138735978,-7611.088612640218,0.9619445569367989
2020-03-14,-2,-1.4724993257888221,0.0,0.061,0.0,0.805,200000,192388.91138735978,-7611.088612640218,0.9619445569367989
2020-03-15,-2,-1.5372554518393884,0.0,0.06199,0.0,0.8629,200000,192388.91138735978,-7611.088612640218,0.9619445569367989
2020-03-16,-2,-1.3680937270775837,0.0,0.05307,0.0,0.7386,200000,192388.91138735978,-7611.088612640218,0.9619445569367989
2020-03-17,-2,-1.536735154697224,0.0,0.05667,0.0,0.8612,200000,192388.91138735978,-7611.088612640218,0.9619445569367989
2020-03-18,-2,-1.3879452345537238,0.0,0.05667,0.0,0.8667,200000,192388.91138735978,-7611.088612640218,0.9619445569367989
2020-03-19,-1,-1.0737077969369861,1467049.804692388,0.06557,-101087.06987566192,0.9516,200000,192388.91138735978,-7611.088612640218,0.9619445569367989
2020-03-20,-1,-0.6138172765851294,1467049.804692388,0.07224,-101087.06987566192,0.9519,200000,202204.4597056207,2204.459705620713,1.0110222985281037
2020-03-21,-1,-0.4376196019685401,1467049.804692388,0.07283,-101087.06987566192,0.9354,200000,201402.0824374408,1402.0824374408112,1.007010412187204
2020-03-22,-1,-0.5265289799833659,1467049.804692388,0.06342,-101087.06987566192,0.8452,200000,178479.0900725007,-21520.909927499306,0.8923954503625035
2020-03-23,-1,-0.4114388346511712,1467049.804692388,0.06977,-101087.06987566192,0.9221,200000,195568.45200573577,-4431.547994264227,0.9778422600286789
2020-03-24,-1,-0.2895189138896175,1467049.804692388,0.07122,-101087.06987566192,0.9339,200000,198888.50164707255,-1111.4983529274468,0.9944425082353627
2020-03-25,0,-0.11895882471138838,0.0,0.06956,0.0,0.8992,200000,181238.42020515248,-18761.579794847523,0.9061921010257624
2020-03-26,0,0.2689834999772748,0.0,0.07231,0.0,0.8917,200000,181238.42020515248,-18761.579794847523,0.9061921010257624
2020-03-27,0,0.6918660431228343,0.0,0.0718,0.0,0.859,200000,181238.42020515248,-18761.579794847523,0.9061921010257624
2020-03-28,1,1.1957916121262102,-1294560.1443225176,0.07,111271.1322477606,0.8144,200000,181238.42020515248,-18761.579794847523,0.9061921010257624
2020-03-29,2,1.4379710801458014,0.0,0.06537,0.0,0.771,200000,180073.77387649205,-19926.22612350795,0.9003688693824603
2020-03-30,2,1.8439083064604245,0.0,0.07265,0.0,0.8262,200000,180073.77387649205,-19926.22612350795,0.9003688693824603
2020-03-31,0,-0.09218574768369628,0.0,0.07421,0.0,0.99,200000,180073.77387649205,-19926.22612350795,0.9003688693824603
2020-04-01,0,0.03663412459087777,0.0,0.07407,0.0,0.9698,200000,180073.77387649205,-19926.22612350795,0.9003688693824603
2020-04-02,0,0.7358893877357543,0.0,0.07811,0.0,0.9615,200000,180073.77387649205,-19926.22612350795,0.9003688693824603
2020-04-03,0,0.33689694592211344,0.0,0.076,0.0,0.9629,200000,180073.77387649205,-19926.22612350795,0.9003688693824603
2020-04-04,0,0.8689623285081807,0.0,0.0787,0.0,0.9505,200000,180073.77387649205,-19926.22612350795,0.9003688693824603
2020-04-05,1,1.031109169626989,-1123354.7964846666,0.08015,94915.5460027894,0.9486,200000,180073.77387649205,-19926.22612350795,0.9003688693824603
2020-04-06,2,1.5373832550100917,0.0,0.08718,0.0,0.9867,200000,184354.67579307297,-15645.324206927035,0.9217733789653648
2020-04-07,1,1.0133513778271723,-1087125.107872821,0.08479,92845.82785710765,0.9928,200000,184354.67579307297,-15645.324206927035,0.9217733789653648
2020-04-08,2,1.3017463078754479,0.0,0.08775,0.0,1.0067,200000,186282.0091051627,-13717.990894837305,0.9314100455258135
2020-04-09,0,0.38447337549930066,0.0,0.08698,0.0,1.0458,200000,186282.0091051627,-13717.990894837305,0.9314100455258135
2020-04-10,0,-0.41683351224900544,0.0,0.07962,0.0,0.9998,200000,186282.0091051627,-13717.990894837305,0.9314100455258135
2020-04-11,0,-0.48189407730623085,0.0,0.07899,0.0,0.9912,200000,186282.0091051627,-13717.990894837305,0.9314100455258135
2020-04-12,0,-0.6658852402986392,0.0,0.07894,0.0,0.9965,200000,186282.0091051627,-13717.990894837305,0.9314100455258135
2020-04-13,-1,-1.1867730592142633,1207115.1445383793,0.07716,-93224.90696885332,0.9991,200000,186282.0091051627,-13717.990894837305,0.9314100455258135
2020-04-14,-1,-0.8257645885391257,1207115.1445383793,0.07801,-93224.90696885332,0.9899,200000,186450.38783390686,-13549.612166093139,0.9322519391695343
2020-04-15,-1,-1.0538533252357667,1207115.1445383793,0.07443,-93224.90696885332,0.959,200000,179248.26599112188,-20751.73400887812,0.8962413299556093
2020-04-16,-1,-0.7756138630803442,1207115.1445383793,0.07888,-93224.90696885332,1.0056,200000,188964.20904906627,-11035.790950933733,0.9448210452453314
2020-04-17,-1,-0.8396318032200356,1207115.1445383793,0.07762,-93224.90696885332,0.9975,200000,186688.1222205002,-13311.877779499802,0.933440611102501
2020-04-18,-1,-0.70546543032194,1207115.1445383793,0.08125,-93224.90696885332,1.0411,200000,195134.55613901652,-4865.443860983476,0.9756727806950827
2020-04-19,0,0.034883427682962265,0.0,0.08174,0.0,1.0138,200000,182123.8278756191,-17876.172124380886,0.9106191393780956
2020-04-20,2,1.264699041605415,0.0,0.08323,0.0,0.9731,200000,182123.8278756191,-17876.172124380886,0.9106191393780956
2020-04-21,2,1.928990504796752,0.0,0.08578,0.0,0.9639,200000,182123.8278756191,-17876.172124380886,0.9106191393780956
2020-04-22,2,2.192947472105734,0.0,0.09174,0.0,0.998,200000,182123.8278756191,-17876.172124380886,0.9106191393780956
2020-04-23,2,2.847107658628449,0.0,0.10075,0.0,1.0074,200000,182123.8278756191,-17876.172124380886,0.9106191393780956
2020-04-24,2,2.3316213287321363,0.0,0.10163,0.0,1.0107,200000,182123.8278756191,-17876.172124380886,0.9106191393780956
2020-04-25,2,2.308703212034595,0.0,0.10681,0.0,1.0221,200000,182123.8278756191,-17876.172124380886,0.9106191393780956
2020-04-26,2,2.1238508232681474,0.0,0.11209,0.0,1.0522,200000,182123.8278756191,-17876.172124380886,0.9106191393780956
2020-04-27,2,1.4821317878362832,0.0,0.10775,0.0,1.055,200000,182123.8278756191,-17876.172124380886,0.9106191393780956
2020-04-28,2,1.442259658626905,0.0,0.109,0.0,1.0534,200000,182123.8278756191,-17876.172124380886,0.9106191393780956
2020-04-29,2,1.4749559931567937,0.0,0.11645,0.0,1.099,200000,182123.8278756191,-17876.172124380886,0.9106191393780956
2020-04-30,2,1.852506978794564,0.0,0.12033,0.0,1.0552,200000,182123.8278756191,-17876.172124380886,0.9106191393780956
2020-05-01,2,1.8762657514671164,0.0,0.12735,0.0,1.0751,200000,182123.8278756191,-17876.172124380886,0.9106191393780956
2020-05-02,2,2.123059677055611,0.0,0.13928,0.0,1.0884,200000,182123.8278756191,-17876.172124380886,0.9106191393780956
2020-05-03,2,2.176651980203826,0.0,0.14434,0.0,1.0624,200000,182123.8278756191,-17876.172124380886,0.9106191393780956
2020-05-04,2,1.9601859262758274,0.0,0.14639,0.0,1.06,200000,182123.8278756191,-17876.172124380886,0.9106191393780956
2020-05-05,2,2.095843253625588,0.0,0.15591,0.0,1.0517,200000,182123.8278756191,-17876.172124380886,0.9106191393780956
2020-05-06,2,1.9159536489620181,0.0,0.15461,0.0,1.024,200000,182123.8278756191,-17876.172124380886,0.9106191393780956
2020-05-07,2,1.9088994457584194,0.0,0.16445,0.0,1.0444,200000,182123.8278756191,-17876.172124380886,0.9106191393780956
2020-05-08,2,1.5977064934229308,0.0,0.16302,0.0,1.0551,200000,182123.8278756191,-17876.172124380886,0.9106191393780956
2020-05-09,2,1.337789554611141,0.0,0.15758,0.0,1.0406,200000,182123.8278756191,-17876.172124380886,0.9106191393780956
2020-05-10,1,1.1120025894556267,-641687.7875964312,0.14191,95332.82447425624,0.9552,200000,182123.8278756191,-17876.172124380886,0.9106191393780956
2020-05-11,2,1.366648609113058,0.0,0.14692,0.0,0.931,200000,187645.73804375422,-12354.261956245784,0.9382286902187711
2020-05-12,2,1.5894170023641014,0.0,0.17894,0.0,1.0699,200000,187645.73804375422,-12354.261956245784,0.9382286902187711
2020-05-13,2,1.239549838266071,0.0,0.17177,0.0,1.06,200000,187645.73804375422,-12354.261956245784,0.9382286902187711
2020-05-14,1,1.0770895577261008,-558170.4385857405,0.16809,89688.24110685126,1.0461,200000,187645.73804375425,-12354.261956245755,0.9382286902187712
2020-05-15,2,1.8969284526386867,0.0,0.19186,0.0,1.0298,200000,202375.36769897898,2375.367698978982,1.0118768384948948
2020-05-16,2,1.4138007860358912,0.0,0.18355,0.0,1.0299,200000,202375.36769897898,2375.367698978982,1.0118768384948948
2020-05-17,2,1.4733337520301961,0.0,0.19206,0.0,1.0497,200000,202375.36769897898,2375.367698978982,1.0118768384948948
2020-05-18,2,1.363555999316924,0.0,0.1944,0.0,1.0638,200000,202375.36769897898,2375.367698978982,1.0118768384948948
2020-05-19,2,2.0985706926804775,0.0,0.218,0.0,1.0615,200000,202375.36769897898,2375.367698978982,1.0118768384948948
2020-05-20,2,3.1746760995024284,0.0,0.27895,0.0,1.0542,200000,202375.36769897898,2375.367698978982,1.0118768384948948
2020-05-21,2,2.43465024838259,0.0,0.264,0.0,1.0167,200000,202375.36769897898,2375.367698978982,1.0118768384948948
2020-05-22,2,1.8960790970288095,0.0,0.26799,0.0,1.0665,200000,202375.36769897898,2375.367698978982,1.0118768384948948
2020-05-23,2,2.202929378426709,0.0,0.3017,0.0,1.0699,200000,202375.36769897898,2375.367698978982,1.0118768384948948
2020-05-24,2,2.6326340638521213,0.0,0.34231,0.0,1.0117,200000,202375.36769897898,2375.367698978982,1.0118768384948948
2020-05-25,2,2.11087596022865,0.0,0.35327,0.0,1.0576,200000,202375.36769897898,2375.367698978982,1.0118768384948948
2020-05-26,2,2.2813200033786294,0.0,0.40301,0.0,1.0645,200000,202375.36769897898,2375.367698978982,1.0118768384948948
2020-05-27,1,1.1197429666260525,-312288.38914107,0.32402,94985.15333660894,1.0653,200000,202375.36769897898,2375.367698978982,1.0118768384948948
2020-05-28,1,0.7895449680236518,-312288.38914107,0.31117,94985.15333660894,1.087,200000,200423.6397259207,423.63972592068603,1.0021181986296035
2020-05-29,1,0.6931577734523404,-312288.38914107,0.30948,94985.15333660894,1.0859,200000,199791.388679602,-208.61132039799122,0.99895694339801
2020-05-30,1,0.23541963001527014,-312288.38914107,0.2865,94985.15333660894,1.1137,200000,195255.58875989792,-4744.411240102083,0.9762779437994896
2020-05-31,0,-0.2911709566938311,0.0,0.24692,0.0,1.0945,200000,175524.36641877348,-24475.633581226517,0.8776218320938675
2020-06-01,0,-0.19156264668205567,0.0,0.27108,0.0,1.1485,200000,175524.36641877348,-24475.633581226517,0.8776218320938675
2020-06-02,0,-0.3944418475675642,0.0,0.25468,0.0,1.118,200000,175524.36641877348,-24475.633581226517,0.8776218320938675
2020-06-03,0,-0.1549089389519822,0.0,0.27607,0.0,1.1176,200000,175524.36641877348,-24475.633581226517,0.8776218320938675
2020-06-04,0,-0.11027154591924351,0.0,0.28491,0.0,1.1256,200000,175524.36641877348,-24475.633581226517,0.8776218320938675
2020-06-05,0,-0.31562833043290756,0.0,0.27883,0.0,1.1305,200000,175524.36641877348,-24475.633581226517,0.8776218320938675
2020-06-06,0,-0.6291965766268055,0.0,0.27058,0.0,1.1487,200000,175524.36641877348,-24475.633581226517,0.8776218320938675
2020-06-07,0,-0.8220098763233185,0.0,0.26517,0.0,1.1443,200000,175524.36641877348,-24475.633581226517,0.8776218320938675
2020-06-08,-2,-1.235004649521029,0.0,0.25492,0.0,1.1852,200000,175524.36641877348,-24475.633581226517,0.8776218320938675
2020-06-09,-1,-1.1304419255094926,347779.60455473245,0.25235,-74876.02014280927,1.1721,200000,175524.36641877348,-24475.633581226517,0.8776218320938675
2020-06-10,-2,-1.4707940320237483,0.0,0.2392,0.0,1.2423,200000,185353.96483269345,-14646.035167306545,0.9267698241634673
2020-06-11,-2,-1.5417000211529819,0.0,0.20451,0.0,1.1335,200000,185353.96483269345,-14646.035167306545,0.9267698241634673
2020-06-12,0,-0.8960016451909093,0.0,0.25264,0.0,1.2103,200000,185353.96483269345,-14646.035167306545,0.9267698241634673
2020-06-13,0,-0.9540465607171758,0.0,0.25154,0.0,1.2489,200000,185353.96483269345,-14646.035167306545,0.9267698241634673
2020-06-14,0,-0.9658652506140247,0.0,0.23149,0.0,1.1748,200000,185353.96483269345,-14646.035167306545,0.9267698241634673
2020-06-15,0,-0.9411861676429069,0.0,0.23446,0.0,1.1659,200000,185353.96483269345,-14646.035167306545,0.9267698241634673
2020-06-16,-2,-1.3307544912695688,0.0,0.23414,0.0,1.2563,200000,185353.96483269345,-14646.035167306545,0.9267698241634673
2020-06-17,-2,-1.263240943380981,0.0,0.23479,0.0,1.2609,200000,185353.96483269345,-14646.035167306545,0.9267698241634673
2020-06-18,-2,-1.4343367575295025,0.0,0.22312,0.0,1.2375,200000,185353.96483269345,-14646.035167306545,0.9267698241634673
2020-06-19,-1,-1.1721921044155383,413625.7360365381,0.22406,-76271.07432832419,1.2151,200000,185353.96483269345,-14646.035167306545,0.9267698241634673
2020-06-20,-1,-1.070382023686162,413625.7360365381,0.22138,-76271.07432832419,1.2023,200000,183269.17810871295,-16730.82189128705,0.9163458905435647
2020-06-21,-1,-0.9789557572153499,413625.7360365381,0.22057,-76271.07432832419,1.1997,200000,182735.83646926974,-17264.163530730264,0.9136791823463487
2020-06-22,-1,-0.37077657949959525,413625.7360365381,0.24201,-76271.07432832419,1.2258,200000,193594.6472898624,-6405.352710137609,0.967973236449312
2020-06-23,0,0.15002393363886993,0.0,0.25747,0.0,1.239,200000,173357.6076681597,-26642.392331840296,0.8667880383407985
2020-06-24,0,0.24477173788567227,0.0,0.24508,0.0,1.1849,200000,173357.6076681597,-26642.392331840296,0.8667880383407985
2020-06-25,0,-0.011844130223784948,0.0,0.23649,0.0,1.1848,200000,173357.6076681597,-26642.392331840296,0.8667880383407985
2020-06-26,0,0.1727911549403073,0.0,0.2313,0.0,1.1542,200000,173357.6076681597,-26642.392331840296,0.8667880383407985
2020-06-27,0,-0.6538381445784706,0.0,0.20986,0.0,1.1133,200000,173357.6076681597,-26642.392331840296,0.8667880383407985
2020-06-28,0,0.2812653461219017,0.0,0.22443,0.0,1.1339,200000,173357.6076681597,-26642.392331840296,0.8667880383407985
2020-06-29,0,0.42435960588478167,0.0,0.226,0.0,1.141,200000,173357.6076681597,-26642.392331840296,0.8667880383407985
2020-06-30,0,0.383029680062189,0.0,0.22173,0.0,1.12,200000,173357.6076681597,-26642.392331840296,0.8667880383407985
2020-07-01,0,-0.28542751429749796,0.0,0.22173,0.0,1.1515,200000,173357.6076681597,-26642.392331840296,0.8667880383407985
2020-07-02,0,0.014048211416025034,0.0,0.21889,0.0,1.1258,200000,173357.6076681597,-26642.392331840296,0.8667880383407985
2020-07-03,0,-0.14427264809057927,0.0,0.21607,0.0,1.121,200000,173357.6076681597,-26642.392331840296,0.8667880383407985
2020-07-04,0,0.43387716391674364,0.0,0.22307,0.0,1.1305,200000,173357.6076681597,-26642.392331840296,0.8667880383407985
2020-07-05,0,-0.000819027956465444,0.0,0.21596,0.0,1.116,200000,173357.6076681597,-26642.392331840296,0.8667880383407985
2020-07-06,0,0.5798012495842851,0.0,0.23023,0.0,1.1597,200000,173357.6076681597,-26642.392331840296,0.8667880383407985
2020-07-07,2,2.6628125208020554,0.0,0.25795,0.0,1.1672,200000,173357.6076681597,-26642.392331840296,0.8667880383407985
2020-07-08,1,1.1050094363695782,-345306.36536562763,0.25102,71534.87153097289,1.2117,200000,173357.6076681597,-26642.392331840296,0.8667880383407985
2020-07-09,1,0.884490620646194,-345306.36536562763,0.24106,71534.87153097289,1.1704,200000,166963.9660748889,-33036.033925111115,0.8348198303744444
2020-07-10,2,1.2239919028727266,0.0,0.24307,0.0,1.1585,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-07-11,2,1.2767940171375505,0.0,0.25334,0.0,1.2008,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-07-12,2,2.790887867421042,0.0,0.2805,0.0,1.2111,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-07-13,0,0.458365480807875,0.0,0.24542,0.0,1.1835,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-07-14,-2,-1.6504006028463016,0.0,0.24127,0.0,1.3189,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-07-15,-2,-1.710833483843863,0.0,0.2372,0.0,1.3215,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-07-16,-2,-1.8492479724129829,0.0,0.23464,0.0,1.3487,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-07-17,-2,-2.1199034483173347,0.0,0.24131,0.0,1.4601,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-07-18,-2,-1.621810822898356,0.0,0.24894,0.0,1.4689,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-07-19,-2,-1.6272766619426655,0.0,0.2412,0.0,1.4572,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-07-20,-2,-2.1470108588104715,0.0,0.23595,0.0,1.5996,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-07-21,-2,-1.938308008445426,0.0,0.23951,0.0,1.6581,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-07-22,-2,-1.4033530014505573,0.0,0.25576,0.0,1.6715,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-07-23,0,-0.9188987400779662,0.0,0.2589,0.0,1.588,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-07-24,0,-0.9266125742277761,0.0,0.25072,0.0,1.5617,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-07-25,0,-0.5335486057717601,0.0,0.25877,0.0,1.527,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-07-26,0,-0.6578633841145795,0.0,0.25083,0.0,1.525,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-07-27,0,-0.5808310879189964,0.0,0.2424,0.0,1.4734,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-07-28,0,-0.3930908452544472,0.0,0.25112,0.0,1.4994,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-07-29,0,-0.4195447900807114,0.0,0.24783,0.0,1.5003,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-07-30,0,-0.20481365703285506,0.0,0.25745,0.0,1.5293,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-07-31,0,0.3136900393095552,0.0,0.26938,0.0,1.5206,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-08-01,2,2.0926307135488345,0.0,0.31647,0.0,1.5707,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-08-02,0,0.5719635272154263,0.0,0.27995,0.0,1.599,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-08-03,0,0.16250165654193593,0.0,0.28687,0.0,1.6956,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-08-04,2,2.3694970947506815,0.0,0.33185,0.0,1.6458,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-08-05,2,1.4344279562367694,0.0,0.31382,0.0,1.6475,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
2020-08-06,0,0.996924433806057,0.0,0.31719,0.0,1.711,200000,174418.0772289507,-25581.922771049314,0.8720903861447534
