date,statusList,zscore,WAVESUSDT_position,WAVESUSDT_price,TFUELUSDT_position,TFUELUSDT_price,init,total_asset,pnl,return
2020-03-08,0,-0.1329191713232405,0.0,1.0936,0.0,0.002504,200000,190332.9661877533,-9667.033812246693,0.9516648309387665
2020-03-09,0,-0.4521764149330191,0.0,1.0925,0.0,0.002535,200000,190332.9661877533,-9667.033812246693,0.9516648309387665
2020-03-10,2,2.9984790566384882,0.0,1.2875,0.0,0.002487,200000,190332.9661877533,-9667.033812246693,0.9516648309387665
2020-03-11,2,3.1340516851551743,0.0,1.337,0.0,0.002398,200000,190332.9661877533,-9667.033812246693,0.9516648309387665
2020-03-12,2,3.6582862339021247,0.0,0.795,0.0,0.001116,200000,190332.9661877533,-9667.033812246693,0.9516648309387665
2020-03-13,2,2.044672339109604,0.0,0.8707,0.0,0.001383,200000,190332.9661877533,-9667.033812246693,0.9516648309387665
2020-03-14,0,0.878450530430211,0.0,0.805,0.0,0.00148,200000,190332.9661877533,-9667.033812246693,0.9516648309387665
2020-03-15,0,0.6511210085686444,0.0,0.8629,0.0,0.001626,200000,190332.9661877533,-9667.033812246693,0.9516648309387665
2020-03-16,0,0.14541802200326803,0.0,0.7386,0.0,0.001501,200000,190332.9661877533,-9667.033812246693,0.9516648309387665
2020-03-17,0,0.8905548839343713,0.0,0.8612,0.0,0.001541,200000,190332.9661877533,-9667.033812246693,0.9516648309387665
2020-03-18,1,1.1176852633173449,-109803.25729073111,0.8667,64475937.05547199,0.001476,200000,190332.9661877533,-9667.033812246693,0.9516648309387665
2020-03-19,1,0.6502430981664185,-109803.25729073111,0.9516,64475937.05547199,0.001718,200000,215258.4394991606,15258.439499160595,1.076292197495803
2020-03-20,1,0.29152389546539664,-109803.25729073111,0.9519,64475937.05547199,0.0018,200000,220578.40731489653,20578.407314896525,1.1028920365744825
2020-03-21,1,0.310887599936992,-109803.25729073111,0.9354,64475937.05547199,0.001746,200000,215284.952968604,15284.95296860399,1.0764247648430199
2020-03-22,1,0.2137219962051515,-109803.25729073111,0.8452,64475937.05547199,0.001587,200000,195129.02516915998,-4870.974830840016,0.9756451258457999
2020-03-23,1,0.3121524537279571,-109803.25729073111,0.9221,64475937.05547199,0.00169,200000,210213.91717153083,10213.917171530833,1.0510695858576542
2020-03-24,1,0.483667963344281,-109803.25729073111,0.9339,64475937.05547199,0.001657,200000,209381.88968473085,9381.88968473085,1.0469094484236543
2020-03-25,0,0.14133741465604965,0.0,0.8992,0.0,0.001651,200000,182618.28306499447,-17381.716935005534,0.9130914153249723
2020-03-26,0,-0.3342588567756537,0.0,0.8917,0.0,0.001725,200000,182618.28306499447,-17381.716935005534,0.9130914153249723
2020-03-27,0,-0.5789475549710917,0.0,0.859,0.0,0.001696,200000,182618.28306499447,-17381.716935005534,0.9130914153249723
2020-03-28,-1,-1.1175602559837297,112118.29755954964,0.8144,-53806211.863581166,0.001697,200000,182618.28306499447,-17381.716935005534,0.9130914153249723
2020-03-29,-1,-1.1077370245179765,112118.29755954964,0.771,-53806211.863581166,0.001578,200000,171349.40973914386,-28650.590260856145,0.8567470486957193
2020-03-30,-1,-1.0837613974444533,112118.29755954964,0.8262,-53806211.863581166,0.001697,200000,183941.27897619715,-16058.72102380285,0.9197063948809857
2020-03-31,0,0.474204126149967,0.0,0.99,0.0,0.001734,200000,164921.13985249004,-35078.86014750996,0.8246056992624502
2020-04-01,0,0.532058088395583,0.0,0.9698,0.0,0.00174,200000,164921.13985249004,-35078.86014750996,0.8246056992624502
2020-04-02,0,0.5994494571209966,0.0,0.9615,0.0,0.001742,200000,164921.13985249004,-35078.86014750996,0.8246056992624502
2020-04-03,0,0.7525890554471483,0.0,0.9629,0.0,0.001727,200000,164921.13985249004,-35078.86014750996,0.8246056992624502
2020-04-04,0,0.38616090768156647,0.0,0.9505,0.0,0.001737,200000,164921.13985249004,-35078.86014750996,0.8246056992624502
2020-04-05,0,0.5043217888553048,0.0,0.9486,0.0,0.001715,200000,164921.13985249004,-35078.86014750996,0.8246056992624502
2020-04-06,0,-0.13073143389642158,0.0,0.9867,0.0,0.00185,200000,164921.13985249004,-35078.86014750996,0.8246056992624502
2020-04-07,0,0.6855904454279598,0.0,0.9928,0.0,0.001793,200000,164921.13985249004,-35078.86014750996,0.8246056992624502
2020-04-08,0,0.42280158835871423,0.0,1.0067,0.0,0.001843,200000,164921.13985249004,-35078.86014750996,0.8246056992624502
2020-04-09,2,1.262597749145369,0.0,1.0458,0.0,0.001828,200000,164921.13985249004,-35078.86014750996,0.8246056992624502
2020-04-10,2,1.8905914922874496,0.0,0.9998,0.0,0.00167,200000,164921.13985249004,-35078.86014750996,0.8246056992624502
2020-04-11,2,1.5555795568984705,0.0,0.9912,0.0,0.001666,200000,164921.13985249004,-35078.86014750996,0.8246056992624502
2020-04-12,1,1.110212485688448,-82750.19561088311,0.9965,48279022.20506149,0.001708,200000,164921.13985249004,-35078.86014750996,0.8246056992624502
2020-04-13,2,1.4347548990172296,0.0,0.9991,0.0,0.001668,200000,167067.45124928083,-32932.54875071917,0.8353372562464041
2020-04-14,0,0.6728302513486191,0.0,0.9899,0.0,0.001727,200000,167067.45124928083,-32932.54875071917,0.8353372562464041
2020-04-15,1,1.1675327048848472,-87105.03193393162,0.959,51916547.93327559,0.001609,200000,167067.45124928083,-32932.54875071917,0.8353372562464041
2020-04-16,2,1.2148784229034697,0.0,1.0056,0.0,0.001669,200000,168011.55286140554,-31988.447138594463,0.8400577643070277
2020-04-17,2,1.2962722216602738,0.0,0.9975,0.0,0.001641,200000,168011.55286140554,-31988.447138594463,0.8400577643070277
2020-04-18,2,1.401165709182392,0.0,1.0411,0.0,0.001698,200000,168011.55286140554,-31988.447138594463,0.8400577643070277
2020-04-19,2,1.6292961788299523,0.0,1.0138,0.0,0.001639,200000,168011.55286140554,-31988.447138594463,0.8400577643070277
2020-04-20,0,0.5255291267009321,0.0,0.9731,0.0,0.001646,200000,168011.55286140554,-31988.447138594463,0.8400577643070277
2020-04-21,0,0.4447297230514438,0.0,0.9639,0.0,0.001632,200000,168011.55286140554,-31988.447138594463,0.8400577643070277
2020-04-22,0,0.16593474412213624,0.0,0.998,0.0,0.001706,200000,168011.55286140554,-31988.447138594463,0.8400577643070277
2020-04-23,0,0.14103115531300733,0.0,1.0074,0.0,0.00172,200000,168011.55286140554,-31988.447138594463,0.8400577643070277
2020-04-24,0,-0.14966461738478956,0.0,1.0107,0.0,0.001741,200000,168011.55286140554,-31988.447138594463,0.8400577643070277
2020-04-25,0,-0.9969331267260749,0.0,1.0221,0.0,0.001818,200000,168011.55286140554,-31988.447138594463,0.8400577643070277
2020-04-26,-1,-1.174986249357272,79838.22127989239,1.0522,-44946910.8778506,0.001869,200000,168011.55286140554,-31988.447138594463,0.8400577643070277
2020-04-27,-1,-0.8945586446007336,79838.22127989239,1.055,-44946910.8778506,0.00185,200000,167381.10857431008,-32618.891425689915,0.8369055428715504
2020-04-28,-2,-1.6962360177911153,0.0,1.0534,0.0,0.001887,200000,168724.791391671,-31275.208608329005,0.843623956958355
2020-04-29,-1,-1.132923228394055,76762.87142478208,1.099,-43553121.164602734,0.001937,200000,168724.791391671,-31275.208608329005,0.843623956958355
2020-04-30,-2,-2.058793709038461,0.0,1.0552,0.0,0.00194,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-01,-2,-2.371092967656527,0.0,1.0751,0.0,0.002047,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-02,-2,-2.2648744244902375,0.0,1.0884,0.0,0.002115,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-03,-2,-1.8898484180956872,0.0,1.0624,0.0,0.00206,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-04,-2,-1.5124531899334663,0.0,1.06,0.0,0.002033,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-05,-2,-1.7595736748376896,0.0,1.0517,0.0,0.002086,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-06,-2,-1.520397731203795,0.0,1.024,0.0,0.002025,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-07,-2,-1.5321204749162236,0.0,1.0444,0.0,0.002095,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-08,-2,-2.0284232643114257,0.0,1.0551,0.0,0.002254,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-09,-2,-1.3067321085785915,0.0,1.0406,0.0,0.002112,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-10,0,-0.6918298629354062,0.0,0.9552,0.0,0.001862,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-11,0,-0.9417416378848197,0.0,0.931,0.0,0.00186,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-12,0,-0.7120426117578477,0.0,1.0699,0.0,0.002115,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-13,0,-0.54024437540663,0.0,1.06,0.0,0.002082,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-14,-2,-1.2056162614892867,0.0,1.0461,0.0,0.002155,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-15,-2,-2.3929193569808604,0.0,1.0298,0.0,0.002376,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-16,-2,-2.941633774353267,0.0,1.0299,0.0,0.002749,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-17,-2,-1.8070824038247817,0.0,1.0497,0.0,0.002534,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-18,-2,-1.5735032295908549,0.0,1.0638,0.0,0.002556,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-19,-2,-2.3149255353973652,0.0,1.0615,0.0,0.002951,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-20,-2,-2.884688087806831,0.0,1.0542,0.0,0.003893,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-21,-2,-3.1576715674571116,0.0,1.0167,0.0,0.007618,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-22,-2,-2.3005120763109277,0.0,1.0665,0.0,0.006619,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-23,-2,-2.1759986281805426,0.0,1.0699,0.0,0.009016,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-24,-2,-2.165095493507348,0.0,1.0117,0.0,0.017882,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-25,-2,-1.805369185018296,0.0,1.0576,0.0,0.016088,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-26,-2,-1.5310355968621514,0.0,1.0645,0.0,0.013827,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-27,-2,-1.2519965737021368,0.0,1.0653,0.0,0.010594,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-28,-1,-1.004929671672951,79216.95700256222,1.087,-9943283.17110683,0.00866,200000,172217.66452357027,-27782.335476429726,0.8610883226178514
2020-05-29,-1,-1.010014261555213,79216.95700256222,1.0859,-9943283.17110683,0.010282,200000,188258.53117440274,-11741.468825597258,0.9412926558720137
2020-05-30,-1,-0.8836674868096813,79216.95700256222,1.1137,-9943283.17110683,0.009945,200000,187109.87615041097,-12890.123849589028,0.9355493807520548
2020-05-31,-1,-0.7085756859314777,79216.95700256222,1.0945,-9943283.17110683,0.008509,200000,171310.35594225238,-28689.644057747617,0.856551779711262
2020-06-01,-1,-0.6351085509343276,79216.95700256222,1.1485,-9943283.17110683,0.00896,200000,180072.4923305599,-19927.507669440092,0.9003624616527995
2020-06-02,-1,-0.5398382511833492,79216.95700256222,1.118,-9943283.17110683,0.0085,200000,173082.46488327265,-26917.535116727347,0.8654123244163633
2020-06-03,-1,-0.4842400508061174,79216.95700256222,1.1176,-9943283.17110683,0.00868,200000,174840.56907127082,-25159.430928729184,0.8742028453563541
2020-06-04,-1,-0.39215057946353615,79216.95700256222,1.1256,-9943283.17110683,0.008622,200000,174897.59430336714,-25102.405696632864,0.8744879715168357
2020-06-05,-1,-0.2678909016893274,79216.95700256222,1.1305,-9943283.17110683,0.008324,200000,172322.65900768986,-27677.340992310143,0.8616132950384493
2020-06-06,0,-0.13595293019933413,0.0,1.1487,0.0,0.008279,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-06-07,0,0.07563056825530151,0.0,1.1443,0.0,0.008019,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-06-08,0,0.5978932451821106,0.0,1.1852,0.0,0.007737,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-06-09,2,1.3237661584407707,0.0,1.1721,0.0,0.007345,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-06-10,2,1.7031392203348956,0.0,1.2423,0.0,0.007026,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-06-11,2,1.7226308168004698,0.0,1.1335,0.0,0.00626,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-06-12,0,-0.24163913835866802,0.0,1.2103,0.0,0.010355,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-06-13,0,-0.66480339170324,0.0,1.2489,0.0,0.011541,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-06-14,0,-0.5354300304802048,0.0,1.1748,0.0,0.010087,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-06-15,0,-0.7918776056711689,0.0,1.1659,0.0,0.010208,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-06-16,0,-0.28990068081136916,0.0,1.2563,0.0,0.009892,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-06-17,0,0.0749243164135996,0.0,1.2609,0.0,0.009332,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-06-18,0,0.22123413159116145,0.0,1.2375,0.0,0.008862,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-06-19,0,-0.565841749374247,0.0,1.2151,0.0,0.009719,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-06-20,0,-0.393122305415449,0.0,1.2023,0.0,0.009369,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-06-21,0,-0.3325492624004576,0.0,1.1997,0.0,0.009259,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-06-22,0,-0.29896662214827757,0.0,1.2258,0.0,0.009419,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-06-23,0,-0.512098255842821,0.0,1.239,0.0,0.009844,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-06-24,0,-0.36132983380862105,0.0,1.1849,0.0,0.009209,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-06-25,0,-0.1841250925564526,0.0,1.1848,0.0,0.008983,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-06-26,0,-0.19143705972021097,0.0,1.1542,0.0,0.008785,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-06-27,0,0.06802584563580699,0.0,1.1133,0.0,0.008182,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-06-28,0,0.03328368688760787,0.0,1.1339,0.0,0.008434,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-06-29,0,0.21984706244055932,0.0,1.141,0.0,0.008354,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-06-30,0,0.45178608377018714,0.0,1.12,0.0,0.00816,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-07-01,2,1.2930392940903677,0.0,1.1515,0.0,0.008223,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-07-02,0,0.270098917656963,0.0,1.1258,0.0,0.008552,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-07-03,0,0.8753766648261917,0.0,1.121,0.0,0.008192,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-07-04,0,0.9014447044736114,0.0,1.1305,0.0,0.008228,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-07-05,1,1.1554574502492,-73271.3205144805,1.116,10149037.32085891,0.008057,200000,163541.58738832048,-36458.41261167952,0.8177079369416024
2020-07-06,0,0.1700056830208042,0.0,1.1597,0.0,0.008642,200000,160806.3572621008,-39193.64273789921,0.804031786310504
2020-07-07,0,-0.26064533548413954,0.0,1.1672,0.0,0.008835,200000,160806.3572621008,-39193.64273789921,0.804031786310504
2020-07-08,0,0.7556636851570792,0.0,1.2117,0.0,0.008886,200000,160806.3572621008,-39193.64273789921,0.804031786310504
2020-07-09,0,0.8297352341979475,0.0,1.1704,0.0,0.008545,200000,160806.3572621008,-39193.64273789921,0.804031786310504
2020-07-10,1,1.0184604413498355,-69402.83006564557,1.1585,9584357.92478846,0.008389,200000,160806.3572621008,-39193.64273789921,0.804031786310504
2020-07-11,2,1.6052971386505135,0.0,1.2008,0.0,0.008508,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-07-12,-2,-2.0254522845549734,0.0,1.2111,0.0,0.009628,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-07-13,0,0.2676015739896671,0.0,1.1835,0.0,0.008696,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-07-14,2,3.117431331080906,0.0,1.3189,0.0,0.008655,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-07-15,2,2.5481731124679357,0.0,1.3215,0.0,0.00861,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-07-16,2,2.7603060271068895,0.0,1.3487,0.0,0.008363,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-07-17,2,2.8986507712794305,0.0,1.4601,0.0,0.00845,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-07-18,2,2.3793130595692857,0.0,1.4689,0.0,0.008432,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-07-19,2,1.9636778777173531,0.0,1.4572,0.0,0.008389,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-07-20,2,2.4745370497456562,0.0,1.5996,0.0,0.008322,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-07-21,2,2.247207464085448,0.0,1.6581,0.0,0.008372,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-07-22,2,1.7089890882688885,0.0,1.6715,0.0,0.0087,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-07-23,2,1.3412467491638507,0.0,1.588,0.0,0.008471,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-07-24,2,1.329975670767111,0.0,1.5617,0.0,0.008177,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-07-25,0,0.9195600218378333,0.0,1.527,0.0,0.008331,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-07-26,0,0.9412576352416908,0.0,1.525,0.0,0.008188,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-07-27,0,0.9343574182080481,0.0,1.4734,0.0,0.007821,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-07-28,0,0.4933272282397184,0.0,1.4994,0.0,0.00835,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-07-29,0,0.4802466849568094,0.0,1.5003,0.0,0.008291,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-07-30,0,0.6729741268550438,0.0,1.5293,0.0,0.008183,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-07-31,0,0.40879378702450914,0.0,1.5206,0.0,0.008312,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-01,0,-0.09750644873748103,0.0,1.5707,0.0,0.008929,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-02,0,0.7943977842283246,0.0,1.599,0.0,0.008407,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-03,2,1.3060980400583626,0.0,1.6956,0.0,0.008596,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-04,0,-0.4260922650759008,0.0,1.6458,0.0,0.009153,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-05,0,0.04347216238255239,0.0,1.6475,0.0,0.008894,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-06,0,0.7595285181056858,0.0,1.711,0.0,0.00895,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-07,2,2.2353110184713882,0.0,1.786,0.0,0.008739,200000,162601.5583808278,-37398.4416191722,0.813007791904139
2020-08-08,2,1.704164532206686,0.0,1.8258,0.0,0.009057,200000,162601.5583808278,-37398.4416191722,0.813007791904139
