date,statusList,zscore,ETHUSDT_position,ETHUSDT_price,ATOMUSDT_position,ATOMUSDT_price,init,total_asset,pnl,return
2020-05-03,1,0.9350190436684535,-532.6313273002469,209.86,40148.011678871575,2.774,200000,223148.59474441956,23148.594744419563,1.1157429737220979
2020-05-04,1,0.5932482706155936,-532.6313273002469,206.48,40148.011678871575,2.761,200000,220826.3767063194,20826.376706319395,1.104131883531597
2020-05-05,1,0.8770180691615335,-532.6313273002469,205.29,40148.011678871575,2.707,200000,218024.55279617303,18024.552796173026,1.090122763980865
2020-05-06,1,0.8380338944491912,-532.6313273002469,198.97,40148.011678871575,2.619,200000,211125.29777989478,11125.297779894783,1.055626488899474
2020-05-07,2,1.3406077275472899,0.0,212.0,0.0,2.725,200000,223043.83742279705,23043.83742279705,1.1152191871139852
2020-05-08,0,0.45847365011216645,0.0,211.31,0.0,2.806,200000,223043.83742279705,23043.83742279705,1.1152191871139852
2020-05-09,0,0.8124602935262787,0.0,210.07,0.0,2.75,200000,223043.83742279705,23043.83742279705,1.1152191871139852
2020-05-10,0,0.20254412751184994,0.0,187.54,0.0,2.514,200000,223043.83742279705,23043.83742279705,1.1152191871139852
2020-05-11,1,1.150169320430212,-600.4518317525361,185.73,46583.92594461091,2.394,200000,223043.83742279705,23043.83742279705,1.1152191871139852
2020-05-12,1,0.7382358732926847,-600.4518317525361,189.76,46583.92594461091,2.486,200000,229749.379491664,29749.379491664004,1.14874689745832
2020-05-13,2,1.394779873634768,0.0,199.58,0.0,2.54,200000,224558.8421046565,24558.842104656505,1.1227942105232824
2020-05-14,2,1.8136352327860807,0.0,203.29,0.0,2.528,200000,224558.8421046565,24558.842104656505,1.1227942105232824
2020-05-15,2,1.2641368974452751,0.0,194.86,0.0,2.473,200000,224558.8421046565,24558.842104656505,1.1227942105232824
2020-05-16,1,1.0662643052467828,-560.1367974673398,200.45,43944.97888545137,2.555,200000,224558.8421046565,24558.842104656505,1.1227942105232824
2020-05-17,2,2.010608030533985,0.0,207.0,0.0,2.544,200000,228711.13289580756,28711.13289580756,1.143555664479038
2020-05-18,2,2.319443352135285,0.0,214.91,0.0,2.6,200000,228711.13289580756,28711.13289580756,1.143555664479038
2020-05-19,2,1.8000829649965295,0.0,214.58,0.0,2.617,200000,228711.13289580756,28711.13289580756,1.143555664479038
2020-05-20,0,0.05876953771915582,0.0,209.98,0.0,2.705,200000,228711.13289580756,28711.13289580756,1.143555664479038
2020-05-21,0,0.5647009837091805,0.0,198.74,0.0,2.513,200000,228711.13289580756,28711.13289580756,1.143555664479038
2020-05-22,0,0.15890614974974493,0.0,207.36,0.0,2.65,200000,228711.13289580756,28711.13289580756,1.143555664479038
2020-05-23,0,0.6978620681177794,0.0,206.6,0.0,2.592,200000,228711.13289580756,28711.13289580756,1.143555664479038
2020-05-24,0,0.7921130764491338,0.0,199.9,0.0,2.495,200000,228711.13289580756,28711.13289580756,1.143555664479038
2020-05-25,0,-0.13879053508288272,0.0,204.15,0.0,2.612,200000,228711.13289580756,28711.13289580756,1.143555664479038
2020-05-26,0,-0.3703898042201443,0.0,200.89,0.0,2.583,200000,228711.13289580756,28711.13289580756,1.143555664479038
2020-05-27,0,0.6710400068310002,0.0,208.29,0.0,2.601,200000,228711.13289580756,28711.13289580756,1.143555664479038
2020-05-28,2,1.6166734821900304,0.0,220.21,0.0,2.671,200000,228711.13289580756,28711.13289580756,1.143555664479038
2020-05-29,2,1.4436586298728107,0.0,220.67,0.0,2.677,200000,228711.13289580756,28711.13289580756,1.143555664479038
2020-05-30,2,2.731624508625773,0.0,243.66,0.0,2.817,200000,228711.13289580756,28711.13289580756,1.143555664479038
2020-05-31,2,1.7822611338224412,0.0,231.57,0.0,2.728,200000,228711.13289580756,28711.13289580756,1.143555664479038
2020-06-01,2,2.1294232330765515,0.0,248.23,0.0,2.862,200000,228711.13289580756,28711.13289580756,1.143555664479038
2020-06-02,2,1.6555647634171633,0.0,237.71,0.0,2.761,200000,228711.13289580756,28711.13289580756,1.143555664479038
2020-06-03,0,0.9151205090029795,0.0,244.52,0.0,2.906,200000,228711.13289580756,28711.13289580756,1.143555664479038
2020-06-04,-1,-1.0221624621294134,470.19269951031526,243.21,-36770.278600612146,3.11,200000,228711.13289580756,28711.13289580756,1.143555664479038
2020-06-05,-1,-1.185117678413065,470.19269951031526,240.03,-36770.278600612146,3.093,200000,226590.82537515432,26590.825375154323,1.1329541268757717
2020-06-06,-1,-0.6397453363124459,470.19269951031526,241.94,-36770.278600612146,3.056,200000,226128.39312299638,26128.39312299638,1.130641965614982
2020-06-07,0,-0.03801989464561756,0.0,244.56,0.0,3.02,200000,224767.04767741353,24767.04767741353,1.1238352383870676
2020-06-08,0,-0.8792859649473724,0.0,246.4,0.0,3.155,200000,224767.04767741353,24767.04767741353,1.1238352383870676
2020-06-09,0,-0.8594416270678275,0.0,243.8,0.0,3.117,200000,224767.04767741353,24767.04767741353,1.1238352383870676
2020-06-10,0,-0.44089556776356087,0.0,247.78,0.0,3.114,200000,224767.04767741353,24767.04767741353,1.1238352383870676
2020-06-11,0,0.7068538143611995,0.0,230.51,0.0,2.763,200000,224767.04767741353,24767.04767741353,1.1238352383870676
2020-06-12,0,0.5174413141974744,0.0,237.55,0.0,2.862,200000,224767.04767741353,24767.04767741353,1.1238352383870676
2020-06-13,0,0.4338166279259965,0.0,238.11,0.0,2.873,200000,224767.04767741353,24767.04767741353,1.1238352383870676
2020-06-14,0,0.7407200705861405,0.0,231.77,0.0,2.756,200000,224767.04767741353,24767.04767741353,1.1238352383870676
2020-06-15,1,1.043295410377403,-486.80379380883113,230.86,41546.58921948494,2.705,200000,224767.0476774135,24767.047677413502,1.1238352383870676
2020-06-16,1,1.1982051242251395,-486.80379380883113,235.3,41546.58921948494,2.729,200000,227925.57466319235,27925.574663192354,1.1396278733159617
2020-06-17,1,1.1758250733516111,-486.80379380883113,233.82,41546.58921948494,2.703,200000,226124.89372864866,26124.89372864866,1.1306244686432434
2020-06-18,2,1.335510725780929,0.0,231.27,0.0,2.643,200000,227542.5257644832,27542.5257644832,1.137712628822416
2020-06-19,2,1.4617068687887416,0.0,229.0,0.0,2.597,200000,227542.5257644832,27542.5257644832,1.137712628822416
2020-06-20,1,1.1578696308923784,-497.0565026092953,228.89,43424.14613826015,2.62,200000,227542.5257644832,27542.5257644832,1.137712628822416
2020-06-21,2,1.2285724053600815,0.0,228.04,0.0,2.599,200000,228031.93480616878,28031.934806168778,1.140159674030844
2020-06-22,2,1.7632630116510486,0.0,243.13,0.0,2.688,200000,228031.93480616878,28031.934806168778,1.140159674030844
2020-06-23,0,0.988321234567167,0.0,243.14,0.0,2.774,200000,228031.93480616878,28031.934806168778,1.140159674030844
2020-06-24,0,0.8327874740785525,0.0,234.58,0.0,2.685,200000,228031.93480616878,28031.934806168778,1.140159674030844
2020-06-25,1,1.055980415656924,-490.39125764767476,232.5,43451.20708959008,2.624,200000,228031.93480616878,28031.934806168778,1.140159674030844
2020-06-26,1,0.7061918491367087,-490.39125764767476,229.64,43451.20708959008,2.622,200000,226542.51339511725,26542.513395117247,1.1327125669755862
2020-06-27,2,1.4655842603126583,0.0,220.94,0.0,2.429,200000,230835.99725023174,30835.99725023174,1.1541799862511586
2020-06-28,1,1.098101613161527,-513.1285227631524,224.93,46093.449930158095,2.504,200000,230835.99725023174,30835.99725023174,1.1541799862511586
2020-06-29,0,-0.1347852127201501,0.0,227.93,0.0,2.646,200000,225830.11292843876,25830.112928438757,1.1291505646421938
2020-06-30,0,0.02070535674865138,0.0,225.6,0.0,2.595,200000,225830.11292843876,25830.112928438757,1.1291505646421938
2020-07-01,0,-0.08884897069189221,0.0,230.99,0.0,2.659,200000,225830.11292843876,25830.112928438757,1.1291505646421938
2020-07-02,-1,-1.015045067415585,498.6092752107188,226.46,-42465.23372103023,2.659,200000,225830.11292843876,25830.112928438757,1.1291505646421938
2020-07-03,-2,-1.9048371824111991,0.0,224.87,0.0,2.69,200000,227939.3239213757,27939.323921375704,1.1396966196068785
2020-07-04,-2,-2.257271703907466,0.0,229.17,0.0,2.779,200000,227939.3239213757,27939.323921375704,1.1396966196068785
2020-07-05,-2,-3.085960475928934,0.0,227.56,0.0,2.93,200000,227939.3239213757,27939.323921375704,1.1396966196068785
2020-07-06,-2,-1.951294668674654,0.0,241.6,0.0,3.021,200000,227939.3239213757,27939.323921375704,1.1396966196068785
2020-07-07,-2,-2.772937036169369,0.0,239.39,0.0,3.249,200000,227939.3239213757,27939.323921375704,1.1396966196068785
2020-07-08,-2,-2.720992918147022,0.0,246.95,0.0,3.554,200000,227939.3239213757,27939.323921375704,1.1396966196068785
2020-07-09,-2,-2.715019402488302,0.0,241.98,0.0,3.788,200000,227939.3239213757,27939.323921375704,1.1396966196068785
2020-07-10,-2,-2.5271985054189,0.0,241.26,0.0,4.053,200000,227939.3239213757,27939.323921375704,1.1396966196068785
2020-07-11,-2,-1.9798601459734326,0.0,239.19,0.0,3.921,200000,227939.3239213757,27939.323921375704,1.1396966196068785
2020-07-12,-2,-1.767544262837192,0.0,242.79,0.0,4.023,200000,227939.3239213757,27939.323921375704,1.1396966196068785
2020-07-13,-2,-1.442503255622025,0.0,239.5,0.0,3.872,200000,227939.3239213757,27939.323921375704,1.1396966196068785
2020-07-14,-2,-1.3730882339728283,0.0,240.44,0.0,3.959,200000,227939.3239213757,27939.323921375704,1.1396966196068785
2020-07-15,-2,-1.3628240782918413,0.0,238.61,0.0,4.047,200000,227939.3239213757,27939.323921375704,1.1396966196068785
2020-07-16,-2,-1.344355151315687,0.0,233.57,0.0,4.077,200000,227939.3239213757,27939.323921375704,1.1396966196068785
2020-07-17,-2,-1.3063410303518077,0.0,232.67,0.0,4.145,200000,227939.3239213757,27939.323921375704,1.1396966196068785
2020-07-18,-2,-1.343127147051562,0.0,235.67,0.0,4.36,200000,227939.3239213757,27939.323921375704,1.1396966196068785
2020-07-19,-1,-1.0073936948018607,476.6411357144739,239.11,-27122.718220058985,4.202,200000,227939.3239213757,27939.323921375704,1.1396966196068785
2020-07-20,-1,-0.6014903682917426,476.6411357144739,236.01,-27122.718220058985,3.881,200000,217755.3438520219,17755.343852021906,1.0887767192601094
2020-07-21,-1,-0.4873386337721394,476.6411357144739,245.59,-27122.718220058985,4.01,200000,225820.39658255415,25820.396582554153,1.1291019829127706
2020-07-22,0,0.05098623898125076,0.0,263.74,0.0,4.012,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-07-23,0,0.5954227624801941,0.0,275.3,0.0,3.963,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-07-24,2,1.2043612291247243,0.0,279.15,0.0,3.825,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-07-25,2,1.866526780505662,0.0,305.26,0.0,3.917,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-07-26,2,2.2942079037690495,0.0,311.0,0.0,3.81,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-07-27,2,2.648727067729215,0.0,321.93,0.0,3.593,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-07-28,2,1.829786045428086,0.0,316.77,0.0,3.751,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-07-29,2,1.8151021040156183,0.0,317.71,0.0,3.634,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-07-30,2,1.7853817545110633,0.0,334.87,0.0,3.703,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-07-31,2,1.6191061352838259,0.0,346.33,0.0,3.793,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-08-01,2,1.6392732073687741,0.0,387.0,0.0,4.084,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-08-02,2,1.4755062685152152,0.0,372.42,0.0,3.912,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-08-03,2,1.6333051694916574,0.0,385.94,0.0,3.82,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-08-04,2,1.2333075043081068,0.0,389.61,0.0,4.021,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-08-05,1,1.108708918798751,-263.33391930389917,400.72,25464.084976703303,4.144,200000,211046.33628691698,11046.33628691698,1.0552316814345848
2020-08-06,1,0.8905442916034778,-263.33391930389917,394.77,25464.084976703303,4.172,200000,210192.49384640646,10192.493846406462,1.0509624692320323
2020-08-07,1,0.8092918756880751,-263.33391930389917,379.34,25464.084976703303,4.015,200000,202131.39013020485,2131.390130204847,1.0106569506510243
2020-08-08,1,0.3884700631230279,-263.33391930389917,397.03,25464.084976703303,4.426,200000,217255.50608811592,17255.506088115915,1.0862775304405796
2020-08-09,0,-0.9948300674645967,0.0,390.14,0.0,5.273,200000,179511.3114819837,-20488.688518016308,0.8975565574099185
2020-08-10,-2,-1.3063877022767352,0.0,395.44,0.0,5.474,200000,179511.3114819837,-20488.688518016308,0.8975565574099185
