date,statusList,zscore,LINKUSDT_position,LINKUSDT_price,TFUELUSDT_position,TFUELUSDT_price,init,total_asset,pnl,return
2020-01-28,1,0.5315107839232767,-37841.51971543177,2.6558,39761431.411530815,0.0026,200000,203879.22973022383,3879.2297302238294,1.0193961486511192
2020-01-29,2,1.89673598514557,0.0,2.7773,0.0,0.002481,200000,206449.14137366068,6449.141373660677,1.0322457068683033
2020-01-30,2,2.1966232935633867,0.0,2.9156,0.0,0.002498,200000,206449.14137366068,6449.141373660677,1.0322457068683033
2020-01-31,2,1.5751274329997473,0.0,2.8259,0.0,0.002482,200000,206449.14137366068,6449.141373660677,1.0322457068683033
2020-02-01,2,1.4101983555394053,0.0,2.8378,0.0,0.002496,200000,206449.14137366068,6449.141373660677,1.0322457068683033
2020-02-02,1,1.085336986362865,-36517.695789022655,2.8267,40832504.227385424,0.002528,200000,206449.1413736607,6449.141373660706,1.0322457068683035
2020-02-03,1,0.5277100476306777,-36517.695789022655,2.771,40832504.227385424,0.002553,200000,205435.91832389677,5435.918323896767,1.027179591619484
2020-02-04,0,-1.0696848368526393,0.0,2.7395,0.0,0.002754,200000,194036.6523454688,-5963.347654531186,0.970183261727344
2020-02-05,-2,-1.2922154342448358,0.0,2.839,0.0,0.002882,200000,194036.6523454688,-5963.347654531186,0.970183261727344
2020-02-06,-2,-1.6189506063935868,0.0,2.89,0.0,0.003024,200000,194036.6523454688,-5963.347654531186,0.970183261727344
2020-02-07,0,-0.2890214566256896,0.0,3.3072,0.0,0.0032,200000,194036.6523454688,-5963.347654531186,0.970183261727344
2020-02-08,1,1.181080713908852,-28392.006722874485,3.4171,32008685.639305316,0.003031,200000,194036.6523454688,-5963.347654531186,0.970183261727344
2020-02-09,0,-0.09249209531833594,0.0,3.4945,0.0,0.003333,200000,186567.57060274907,-13432.429397250933,0.9328378530137453
2020-02-10,-1,-1.127550820309927,27548.220808391274,3.3862,-26921727.359704047,0.003465,200000,186567.57060274907,-13432.429397250933,0.9328378530137453
2020-02-11,0,1.0136934734800525,0.0,3.9931,0.0,0.003563,200000,172486.8846753874,-27513.11532461259,0.862434423376937
2020-02-12,0,0.2533273329214407,0.0,3.9953,0.0,0.00372,200000,172486.8846753874,-27513.11532461259,0.862434423376937
2020-02-13,-1,-1.0056678902244123,22247.76017998032,3.8765,-22012108.81513367,0.003918,200000,172486.8846753874,-27513.11532461259,0.862434423376937
2020-02-14,0,1.3274276340872104,0.0,4.426,0.0,0.003836,200000,158456.74753364729,-41543.252466352715,0.7922837376682365
2020-02-15,2,2.2295340416123883,0.0,4.3241,0.0,0.003458,200000,158456.74753364729,-41543.252466352715,0.7922837376682365
2020-02-16,2,2.6928899343571477,0.0,4.4566,0.0,0.003274,200000,158456.74753364729,-41543.252466352715,0.7922837376682365
2020-02-17,2,1.6331325687152614,0.0,4.3108,0.0,0.003369,200000,158456.74753364729,-41543.252466352715,0.7922837376682365
2020-02-18,2,1.8898939411943614,0.0,4.5523,0.0,0.003394,200000,158456.74753364729,-41543.252466352715,0.7922837376682365
2020-02-19,2,2.1320434228418486,0.0,4.3873,0.0,0.003088,200000,158456.74753364729,-41543.252466352715,0.7922837376682365
2020-02-20,2,1.518698783413659,0.0,4.2644,0.0,0.003129,200000,158456.74753364729,-41543.252466352715,0.7922837376682365
2020-02-21,2,1.3766121802148577,0.0,4.2778,0.0,0.003134,200000,158456.74753364729,-41543.252466352715,0.7922837376682365
2020-02-22,0,0.8908293557882296,0.0,4.1066,0.0,0.003154,200000,158456.74753364729,-41543.252466352715,0.7922837376682365
2020-02-23,0,0.8300990754493595,0.0,4.2365,0.0,0.003246,200000,158456.74753364729,-41543.252466352715,0.7922837376682365
2020-02-24,0,0.37180192179713345,0.0,3.9148,0.0,0.003151,200000,158456.74753364729,-41543.252466352715,0.7922837376682365
2020-02-25,0,-0.11882671495434347,0.0,3.4905,0.0,0.002966,200000,158456.74753364729,-41543.252466352715,0.7922837376682365
2020-02-26,2,1.2183833694498787,0.0,3.5648,0.0,0.002565,200000,158456.74753364729,-41543.252466352715,0.7922837376682365
2020-02-27,2,1.5734144038173399,0.0,3.9579,0.0,0.002696,200000,158456.74753364729,-41543.252466352715,0.7922837376682365
2020-02-28,2,1.5825623341940733,0.0,4.1609,0.0,0.00277,200000,158456.74753364729,-41543.252466352715,0.7922837376682365
2020-02-29,2,1.4032588634738439,0.0,4.0579,0.0,0.002709,200000,158456.74753364729,-41543.252466352715,0.7922837376682365
2020-03-01,0,0.8542862707660375,0.0,3.859,0.0,0.002713,200000,158456.74753364729,-41543.252466352715,0.7922837376682365
2020-03-02,2,1.5782163666405342,0.0,4.2423,0.0,0.002732,200000,158456.74753364729,-41543.252466352715,0.7922837376682365
2020-03-03,2,1.8472585244503485,0.0,4.5846,0.0,0.002823,200000,158456.74753364729,-41543.252466352715,0.7922837376682365
2020-03-04,2,1.642796826967942,0.0,4.6406,0.0,0.002906,200000,158456.74753364729,-41543.252466352715,0.7922837376682365
2020-03-05,2,1.3064644844125988,0.0,4.7151,0.0,0.00301,200000,158456.74753364729,-41543.252466352715,0.7922837376682365
2020-03-06,1,1.1878471642025699,-16924.076935708046,4.6814,26524396.975836504,0.002987,200000,158456.74753364729,-41543.252466352715,0.7922837376682365
2020-03-07,1,0.5905409975632933,-16924.076935708046,4.3412,26524396.975836504,0.002896,200000,150285.45643531828,-49714.54356468172,0.7514272821765914
2020-03-08,2,1.3766129014372526,0.0,4.0537,0.0,0.002504,200000,160644.78818043234,-39355.21181956766,0.8032239409021618
2020-03-09,2,1.2843348254788398,0.0,4.1231,0.0,0.002535,200000,160644.78818043234,-39355.21181956766,0.8032239409021618
2020-03-10,2,1.261474265826287,0.0,4.0839,0.0,0.002487,200000,160644.78818043234,-39355.21181956766,0.8032239409021618
2020-03-11,0,0.8148217150538432,0.0,3.8169,0.0,0.002398,200000,160644.78818043234,-39355.21181956766,0.8032239409021618
2020-03-12,2,1.8772963176958302,0.0,1.9931,0.0,0.001116,200000,160644.78818043234,-39355.21181956766,0.8032239409021618
2020-03-13,2,1.5227686489168166,0.0,2.4333,0.0,0.001383,200000,160644.78818043234,-39355.21181956766,0.8032239409021618
2020-03-14,0,-0.5659623649708039,0.0,2.1379,0.0,0.00148,200000,160644.78818043234,-39355.21181956766,0.8032239409021618
2020-03-15,-2,-1.7020042901765133,0.0,2.0884,0.0,0.001626,200000,160644.78818043234,-39355.21181956766,0.8032239409021618
2020-03-16,-2,-2.3948628913346757,0.0,1.7832,0.0,0.001501,200000,160644.78818043234,-39355.21181956766,0.8032239409021618
2020-03-17,-2,-1.9831459906372315,0.0,1.8641,0.0,0.001541,200000,160644.78818043234,-39355.21181956766,0.8032239409021618
2020-03-18,-1,-1.1909885797185196,41226.91273942215,1.9483,-54418966.18578331,0.001476,200000,160644.78818043234,-39355.21181956766,0.8032239409021618
2020-03-19,-1,-1.1814145642328167,41226.91273942215,2.2398,-54418966.18578331,0.001718,200000,185831.82306093344,-14168.176939066558,0.9291591153046672
2020-03-20,-2,-1.3236667795386046,0.0,2.26,0.0,0.0018,200000,165426.10452374828,-34573.895476251724,0.8271305226187413
2020-03-21,0,-0.9910093154274229,0.0,2.2787,0.0,0.001746,200000,165426.10452374828,-34573.895476251724,0.8271305226187413
2020-03-22,-1,-1.1486601728934287,41568.525611556004,1.9898,-52119125.558836885,0.001587,200000,165426.10452374828,-34573.895476251724,0.8271305226187413
2020-03-23,-1,-0.6766408469037855,41568.525611556004,2.2468,-52119125.558836885,0.00169,200000,181477.48553847836,-18522.51446152164,0.9073874276923918
2020-03-24,-1,-0.2837738740947966,41568.525611556004,2.3104,-52119125.558836885,0.001657,200000,182401.31262393174,-17598.687376068265,0.9120065631196587
2020-03-25,-1,-0.37929673624157284,41568.525611556004,2.257,-52119125.558836885,0.001651,200000,179868.83860292158,-20131.161397078424,0.8993441930146079
2020-03-26,-1,-0.46253621214944973,41568.525611556004,2.3132,-52119125.558836885,0.001725,200000,186061.80503364498,-13938.194966355019,0.9303090251682249
2020-03-27,-1,-0.8247476387361704,41568.525611556004,2.1373,-52119125.558836885,0.001696,200000,177238.44673736603,-22761.55326263397,0.8861922336868302
2020-03-28,-1,-0.7490250250624864,41568.525611556004,2.1364,-52119125.558836885,0.001697,200000,177253.15418987445,-22746.845810125553,0.8862657709493722
2020-03-29,-1,-0.5983571413918467,41568.525611556004,2.0083,-52119125.558836885,0.001578,200000,165726.05011753255,-34273.94988246745,0.8286302505876627
2020-03-30,-1,-0.6049831189931593,41568.525611556004,2.135,-52119125.558836885,0.001697,200000,177194.95825401827,-22805.041745981725,0.8859747912700914
2020-03-31,-1,-0.24184656533122145,41568.525611556004,2.2658,-52119125.558836885,0.001734,200000,184560.52904968677,-15439.470950313233,0.9228026452484338
2020-04-01,0,-0.11206533741053186,0.0,2.2753,0.0,0.00174,200000,161532.51667215105,-38467.48332784895,0.8076625833607552
2020-04-02,0,0.3006289769067606,0.0,2.2941,0.0,0.001742,200000,161532.51667215105,-38467.48332784895,0.8076625833607552
2020-04-03,0,0.7829420200786227,0.0,2.3013,0.0,0.001727,200000,161532.51667215105,-38467.48332784895,0.8076625833607552
2020-04-04,0,0.7339002299391173,0.0,2.3155,0.0,0.001737,200000,161532.51667215105,-38467.48332784895,0.8076625833607552
2020-04-05,0,0.3954969430134689,0.0,2.2635,0.0,0.001715,200000,161532.51667215105,-38467.48332784895,0.8076625833607552
2020-04-06,2,1.6794067197218647,0.0,2.5555,0.0,0.00185,200000,161532.51667215105,-38467.48332784895,0.8076625833607552
2020-04-07,2,3.1856080077318816,0.0,2.7303,0.0,0.001793,200000,161532.51667215105,-38467.48332784895,0.8076625833607552
2020-04-08,2,3.4632147368701376,0.0,3.1693,0.0,0.001843,200000,161532.51667215105,-38467.48332784895,0.8076625833607552
2020-04-09,2,2.9558635535641566,0.0,3.3099,0.0,0.001828,200000,161532.51667215105,-38467.48332784895,0.8076625833607552
2020-04-10,2,2.72542752512717,0.0,3.22,0.0,0.00167,200000,161532.51667215105,-38467.48332784895,0.8076625833607552
2020-04-11,2,2.3528123843933297,0.0,3.29,0.0,0.001666,200000,161532.51667215105,-38467.48332784895,0.8076625833607552
2020-04-12,2,2.0481952891618933,0.0,3.4189,0.0,0.001708,200000,161532.51667215105,-38467.48332784895,0.8076625833607552
2020-04-13,2,1.8130593132414494,0.0,3.3702,0.0,0.001668,200000,161532.51667215105,-38467.48332784895,0.8076625833607552
2020-04-14,1,1.1993226414430505,-24835.872797071195,3.252,46766796.95198351,0.001727,200000,161532.51667215105,-38467.48332784895,0.8076625833607552
2020-04-15,2,1.2468829403343282,0.0,3.1212,0.0,0.001609,200000,163802.4665506282,-36197.53344937181,0.8190123327531409
2020-04-16,2,1.5288967248683654,0.0,3.4851,0.0,0.001669,200000,163802.4665506282,-36197.53344937181,0.8190123327531409
2020-04-17,2,1.4087201037196064,0.0,3.4523,0.0,0.001641,200000,163802.4665506282,-36197.53344937181,0.8190123327531409
2020-04-18,2,1.5761061029476826,0.0,3.7805,0.0,0.001698,200000,163802.4665506282,-36197.53344937181,0.8190123327531409
2020-04-19,2,1.3272191623884182,0.0,3.5902,0.0,0.001639,200000,163802.4665506282,-36197.53344937181,0.8190123327531409
2020-04-20,0,0.9257943657894862,0.0,3.4322,0.0,0.001646,200000,163802.4665506282,-36197.53344937181,0.8190123327531409
2020-04-21,0,0.934086228061564,0.0,3.4577,0.0,0.001632,200000,163802.4665506282,-36197.53344937181,0.8190123327531409
2020-04-22,0,0.9613134062845375,0.0,3.6786,0.0,0.001706,200000,163802.4665506282,-36197.53344937181,0.8190123327531409
2020-04-23,0,0.9631936882297586,0.0,3.7533,0.0,0.00172,200000,163802.4665506282,-36197.53344937181,0.8190123327531409
2020-04-24,0,0.8478620003730589,0.0,3.7735,0.0,0.001741,200000,163802.4665506282,-36197.53344937181,0.8190123327531409
2020-04-25,0,0.46093786655718516,0.0,3.7865,0.0,0.001818,200000,163802.4665506282,-36197.53344937181,0.8190123327531409
2020-04-26,0,-0.10702647912473055,0.0,3.721,0.0,0.001869,200000,163802.4665506282,-36197.53344937181,0.8190123327531409
2020-04-27,0,-0.4883593042459962,0.0,3.6383,0.0,0.00185,200000,163802.4665506282,-36197.53344937181,0.8190123327531409
2020-04-28,0,-0.9832665576722918,0.0,3.6413,0.0,0.001887,200000,163802.4665506282,-36197.53344937181,0.8190123327531409
2020-04-29,0,-0.4441167849746363,0.0,3.8879,0.0,0.001937,200000,163802.4665506282,-36197.53344937181,0.8190123327531409
2020-04-30,-2,-1.389458508287623,0.0,3.7025,0.0,0.00194,200000,163802.4665506282,-36197.53344937181,0.8190123327531409
2020-05-01,-2,-1.8573597936421504,0.0,3.7571,0.0,0.002047,200000,163802.4665506282,-36197.53344937181,0.8190123327531409
2020-05-02,-2,-1.8434293744147783,0.0,3.8182,0.0,0.002115,200000,163802.4665506282,-36197.53344937181,0.8190123327531409
2020-05-03,-2,-1.652306763814828,0.0,3.7092,0.0,0.00206,200000,163802.4665506282,-36197.53344937181,0.8190123327531409
2020-05-04,-2,-1.2896597956500042,0.0,3.7499,0.0,0.002033,200000,163802.4665506282,-36197.53344937181,0.8190123327531409
2020-05-05,-2,-1.6716381795684414,0.0,3.6833,0.0,0.002086,200000,163802.4665506282,-36197.53344937181,0.8190123327531409
2020-05-06,-2,-1.445177155821273,0.0,3.5872,0.0,0.002025,200000,163802.4665506282,-36197.53344937181,0.8190123327531409
2020-05-07,-1,-1.1766057173556561,21805.44016914646,3.756,-39093667.434517466,0.002095,200000,163802.4665506282,-36197.53344937181,0.8190123327531409
2020-05-08,-2,-1.6517346711534682,0.0,3.801,0.0,0.002254,200000,169037.11486510487,-30962.88513489513,0.8451855743255243
2020-05-09,0,-0.2545790206603488,0.0,4.015,0.0,0.002112,200000,169037.11486510487,-30962.88513489513,0.8451855743255243
2020-05-10,0,0.5447250143122071,0.0,3.7582,0.0,0.001862,200000,169037.11486510487,-30962.88513489513,0.8451855743255243
2020-05-11,0,-0.0018898083492473502,0.0,3.5837,0.0,0.00186,200000,169037.11486510487,-30962.88513489513,0.8451855743255243
2020-05-12,-1,-1.1531820643794657,22878.097997605077,3.6943,-39961492.87591132,0.002115,200000,169037.11486510487,-30962.88513489513,0.8451855743255243
2020-05-13,-1,-0.639748429241336,22878.097997605077,3.7655,-39961492.87591132,0.002082,200000,169347.30617762927,-30652.693822370726,0.8467365308881464
2020-05-14,-1,-0.9304294779622049,22878.097997605077,3.8096,-39961492.87591132,0.002155,200000,173273.41927926516,-26726.58072073484,0.8663670963963258
2020-05-15,-2,-2.5347359882985465,0.0,3.6615,0.0,0.002376,200000,180217.46612003917,-19782.53387996083,0.9010873306001959
2020-05-16,-2,-2.877489234067548,0.0,3.7614,0.0,0.002749,200000,180217.46612003917,-19782.53387996083,0.9010873306001959
2020-05-17,-2,-1.788983087717812,0.0,3.7815,0.0,0.002534,200000,180217.46612003917,-19782.53387996083,0.9010873306001959
2020-05-18,-2,-1.42959689852791,0.0,3.8895,0.0,0.002556,200000,180217.46612003917,-19782.53387996083,0.9010873306001959
2020-05-19,-2,-2.1248899612304806,0.0,3.947,0.0,0.002951,200000,180217.46612003917,-19782.53387996083,0.9010873306001959
2020-05-20,-2,-2.7165325545070513,0.0,4.0866,0.0,0.003893,200000,180217.46612003917,-19782.53387996083,0.9010873306001959
2020-05-21,-2,-3.1840446615251072,0.0,3.8298,0.0,0.007618,200000,180217.46612003917,-19782.53387996083,0.9010873306001959
2020-05-22,-2,-2.2906979830757344,0.0,4.0611,0.0,0.006619,200000,180217.46612003917,-19782.53387996083,0.9010873306001959
2020-05-23,-2,-2.20499569621676,0.0,3.925,0.0,0.009016,200000,180217.46612003917,-19782.53387996083,0.9010873306001959
2020-05-24,-2,-2.1784931375188044,0.0,3.7917,0.0,0.017882,200000,180217.46612003917,-19782.53387996083,0.9010873306001959
2020-05-25,-2,-1.8186299349580541,0.0,3.8614,0.0,0.016088,200000,180217.46612003917,-19782.53387996083,0.9010873306001959
2020-05-26,-2,-1.5427864768525372,0.0,3.844,0.0,0.013827,200000,180217.46612003917,-19782.53387996083,0.9010873306001959
2020-05-27,-2,-1.2623664939243044,0.0,3.8526,0.0,0.010594,200000,180217.46612003917,-19782.53387996083,0.9010873306001959
2020-05-28,0,-0.9988512125755942,0.0,4.0461,0.0,0.00866,200000,180217.46612003917,-19782.53387996083,0.9010873306001959
2020-05-29,-1,-1.0152035856723685,22640.385190959696,3.98,-8763735.952151293,0.010282,200000,180217.46612003917,-19782.53387996083,0.9010873306001959
2020-05-30,-1,-0.8794298694000425,22640.385190959696,4.1763,-8763735.952151293,0.009945,200000,181708.3947171496,-18291.60528285039,0.9085419735857481
2020-05-31,-1,-0.6977310013099365,22640.385190959696,4.131,-8763735.952151293,0.008509,200000,168098.06044070987,-31901.939559290127,0.8404903022035494
2020-06-01,-1,-0.6159900739835216,22640.385190959696,4.3785,-8763735.952151293,0.00896,200000,177654.0006898926,-22345.999310107407,0.8882700034494629
2020-06-02,-1,-0.4902040404922581,22640.385190959696,4.3976,-8763735.952151293,0.0085,200000,174055.11350905034,-25944.886490949662,0.8702755675452517
2020-06-03,-1,-0.4128498527810196,22640.385190959696,4.4892,-8763735.952151293,0.00868,200000,177706.4452639295,-22293.55473607051,0.8885322263196475
2020-06-04,-1,-0.3421139254379411,22640.385190959696,4.4243,-8763735.952151293,0.008622,200000,175728.7875798114,-24271.21242018859,0.878643937899057
2020-06-05,-1,-0.2381078184789296,22640.385190959696,4.358,-8763735.952151293,0.008324,200000,171616.1367279097,-28383.863272090297,0.8580806836395485
2020-06-06,0,-0.13027005450978502,0.0,4.3512,0.0,0.008279,200000,154259.5920249959,-45740.40797500411,0.7712979601249794
2020-06-07,0,0.08185570272705298,0.0,4.3465,0.0,0.008019,200000,154259.5920249959,-45740.40797500411,0.7712979601249794
2020-06-08,0,0.5528473599249382,0.0,4.473,0.0,0.007737,200000,154259.5920249959,-45740.40797500411,0.7712979601249794
2020-06-09,2,1.257970105034482,0.0,4.435,0.0,0.007345,200000,154259.5920249959,-45740.40797500411,0.7712979601249794
2020-06-10,2,1.3579027386346558,0.0,4.4225,0.0,0.007026,200000,154259.5920249959,-45740.40797500411,0.7712979601249794
2020-06-11,2,1.3575021081049725,0.0,3.9565,0.0,0.00626,200000,154259.5920249959,-45740.40797500411,0.7712979601249794
2020-06-12,0,-0.5890668817938847,0.0,4.0819,0.0,0.010355,200000,154259.5920249959,-45740.40797500411,0.7712979601249794
2020-06-13,-1,-1.067443286684812,18766.373725668596,4.11,-6683112.03643514,0.011541,200000,154259.5920249959,-45740.40797500411,0.7712979601249794
2020-06-14,-1,-0.9288790185423704,18766.373725668596,3.9371,-6683112.03643514,0.010087,200000,141297.6411068511,-58702.35889314889,0.7064882055342556
2020-06-15,-1,-1.1500497441151358,18766.373725668596,3.9274,-6683112.03643514,0.010208,200000,141924.26383812074,-58075.736161879264,0.7096213191906037
2020-06-16,-1,-0.9248225763586371,18766.373725668596,4.0502,-6683112.03643514,0.009892,200000,142116.91112811936,-57883.08887188064,0.7105845556405967
2020-06-17,-1,-0.47670117959063196,18766.373725668596,4.1659,-6683112.03643514,0.009332,200000,140545.63782777553,-59454.36217222447,0.7027281891388777
2020-06-18,-1,-0.2897841170863734,18766.373725668596,4.1415,-6683112.03643514,0.008862,200000,136946.6756517447,-63053.32434825529,0.6847333782587235
2020-06-19,-1,-0.8452196891271708,18766.373725668596,4.098,-6683112.03643514,0.009719,200000,141857.76540990302,-58142.23459009698,0.709288827049515
2020-06-20,-1,-0.5244782929216597,18766.373725668596,4.1765,-6683112.03643514,0.009369,200000,140991.83653461572,-59008.16346538428,0.7049591826730786
2020-06-21,-1,-0.4300667762424502,18766.373725668596,4.1812,-6683112.03643514,0.009259,200000,140344.89616711848,-59655.10383288152,0.7017244808355925
2020-06-22,0,-0.1124207383367694,0.0,4.4841,0.0,0.009419,200000,133057.52787290793,-66942.47212709207,0.6652876393645397
2020-06-23,0,0.05008261138251942,0.0,4.8051,0.0,0.009844,200000,133057.52787290793,-66942.47212709207,0.6652876393645397
2020-06-24,0,0.32957611266103576,0.0,4.7075,0.0,0.009209,200000,133057.52787290793,-66942.47212709207,0.6652876393645397
2020-06-25,0,0.6169988505629165,0.0,4.8134,0.0,0.008983,200000,133057.52787290793,-66942.47212709207,0.6652876393645397
2020-06-26,0,0.5756176092972929,0.0,4.6813,0.0,0.008785,200000,133057.52787290793,-66942.47212709207,0.6652876393645397
2020-06-27,0,0.6458425477151073,0.0,4.4058,0.0,0.008182,200000,133057.52787290793,-66942.47212709207,0.6652876393645397
2020-06-28,0,0.7192355450273628,0.0,4.5668,0.0,0.008434,200000,133057.52787290793,-66942.47212709207,0.6652876393645397
2020-06-29,0,0.9272383687132066,0.0,4.6187,0.0,0.008354,200000,133057.52787290793,-66942.47212709207,0.6652876393645397
2020-06-30,1,1.1345582688992848,-14581.32729944636,4.5626,8153034.796134064,0.00816,200000,133057.52787290793,-66942.47212709207,0.6652876393645397
2020-07-01,2,1.474047248916152,0.0,4.7067,0.0,0.008223,200000,134645.0559446017,-65354.944055398286,0.6732252797230085
2020-07-02,1,1.182965759618194,-14026.695552192028,4.7996,7872138.4439079575,0.008552,200000,134645.0559446017,-65354.944055398286,0.6732252797230085
2020-07-03,2,1.3356777776161712,0.0,4.7309,0.0,0.008192,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-04,2,1.347806714209077,0.0,4.82,0.0,0.008228,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-05,2,1.3126127999092696,0.0,4.7439,0.0,0.008057,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-06,2,1.698931421688904,0.0,5.3617,0.0,0.008642,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-07,2,1.89488782067203,0.0,5.7248,0.0,0.008835,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-08,2,2.539995185591871,0.0,6.4987,0.0,0.008886,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-09,2,1.999475243753225,0.0,6.082,0.0,0.008545,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-10,2,1.9836602602753122,0.0,6.1488,0.0,0.008389,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-11,2,1.6071801625790803,0.0,6.0994,0.0,0.008508,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-12,2,1.8928209356558041,0.0,7.3345,0.0,0.009628,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-13,2,2.199962063202219,0.0,7.163,0.0,0.008696,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-14,2,2.631914339417633,0.0,8.1321,0.0,0.008655,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-15,2,2.4906300559640093,0.0,8.6494,0.0,0.00861,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-16,2,2.0496716681218525,0.0,8.354,0.0,0.008363,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-17,2,1.6680742747126844,0.0,8.2605,0.0,0.00845,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-18,2,1.317453185267924,0.0,7.9734,0.0,0.008432,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-19,2,1.2805633890790569,0.0,8.0784,0.0,0.008389,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-20,0,0.6350920610195845,0.0,7.2301,0.0,0.008322,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-21,0,0.5875066595872495,0.0,7.3101,0.0,0.008372,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-22,0,0.42006611642598557,0.0,7.4689,0.0,0.0087,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-23,0,0.8370270096235651,0.0,7.8983,0.0,0.008471,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-24,0,0.5924613826459781,0.0,7.4284,0.0,0.008177,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-25,0,0.6150920668631799,0.0,7.672,0.0,0.008331,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-26,0,0.5022720294669253,0.0,7.5022,0.0,0.008188,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-27,0,0.34301565800209843,0.0,7.1,0.0,0.007821,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-28,0,-0.16770004063785107,0.0,7.2333,0.0,0.00835,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-29,0,-0.4134205602305229,0.0,7.0876,0.0,0.008291,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
2020-07-30,0,0.11275782801638169,0.0,7.4093,0.0,0.008183,200000,136515.39179997297,-63484.608200027025,0.6825769589998649
