date,statusList,zscore,NEOUSDT_position,NEOUSDT_price,ZILUSDT_position,ZILUSDT_price,init,total_asset,pnl,return
2020-04-05,-1,-1.1641318910534728,13943.161147668852,7.017,-22595649.370252278,0.00433,200000,195678.3235463847,-4321.676453615306,0.9783916177319235
2020-04-06,-1,-0.7084069673052991,13943.161147668852,7.823,-22595649.370252278,0.00471,200000,215502.85819210164,15502.858192101645,1.0775142909605082
2020-04-07,-1,-0.20960813271591666,13943.161147668852,7.721,-22595649.370252278,0.00454,200000,210239.39536209655,10239.395362096548,1.0511969768104827
2020-04-08,0,0.08321012784936212,0.0,7.995,0.0,0.00463,200000,188820.60675504024,-11179.393244959763,0.9441030337752012
2020-04-09,0,0.0039954120806596485,0.0,8.019,0.0,0.00464,200000,188820.60675504024,-11179.393244959763,0.9441030337752012
2020-04-10,0,0.3204798320373964,0.0,7.299,0.0,0.00417,200000,188820.60675504024,-11179.393244959763,0.9441030337752012
2020-04-11,0,-0.5806919688343418,0.0,7.306,0.0,0.00426,200000,188820.60675504024,-11179.393244959763,0.9441030337752012
2020-04-12,0,-0.017959394717836405,0.0,7.356,0.0,0.00423,200000,188820.60675504024,-11179.393244959763,0.9441030337752012
2020-04-13,0,0.7470329474498109,0.0,7.281,0.0,0.00411,200000,188820.60675504024,-11179.393244959763,0.9441030337752012
2020-04-14,0,0.3481577308704615,0.0,7.257,0.0,0.00414,200000,188820.60675504024,-11179.393244959763,0.9441030337752012
2020-04-15,0,0.28695058756796255,0.0,6.993,0.0,0.004,200000,188820.60675504024,-11179.393244959763,0.9441030337752012
2020-04-16,1,1.038083396898539,-12396.31084263657,7.616,22058482.09755143,0.00428,200000,188820.60675504024,-11179.393244959763,0.9441030337752012
2020-04-17,1,0.9523346254558281,-12396.31084263657,7.468,22058482.09755143,0.0042,200000,185221.27418252593,-14778.725817474071,0.9261063709126296
2020-04-18,1,1.0734353063135482,-12396.31084263657,7.877,22058482.09755143,0.00441,200000,194923.64655765006,-5076.353442349937,0.9746182327882503
2020-04-19,1,1.1803901453925232,-12396.31084263657,7.614,22058482.09755143,0.00424,200000,187913.4748494529,-12086.525150547095,0.9395673742472646
2020-04-20,1,0.9670404169868344,-12396.31084263657,7.205,22058482.09755143,0.00403,200000,178211.10247432877,-21788.89752567123,0.8910555123716438
2020-04-21,1,0.21122651266349504,-12396.31084263657,7.227,22058482.09755143,0.00412,200000,180469.0847016464,-19530.91529835359,0.902345423508232
2020-04-22,1,0.8759349914263165,-12396.31084263657,7.534,22058482.09755143,0.00422,200000,186480.60034009095,-13519.399659909046,0.9324030017004548
2020-04-23,2,1.4071898675788355,0.0,7.854,0.0,0.00433,200000,190668.00463071017,-9331.995369289827,0.9533400231535508
2020-04-24,0,-0.2353219810970145,0.0,8.07,0.0,0.00465,200000,190668.00463071017,-9331.995369289827,0.9533400231535508
2020-04-25,0,0.16610517634525573,0.0,8.428,0.0,0.00479,200000,190668.00463071017,-9331.995369289827,0.9533400231535508
2020-04-26,-2,-1.6788759233933228,0.0,8.631,0.0,0.00507,200000,190668.00463071017,-9331.995369289827,0.9533400231535508
2020-04-27,-2,-2.300248093819032,0.0,8.426,0.0,0.00503,200000,190668.00463071017,-9331.995369289827,0.9533400231535508
2020-04-28,-2,-1.5116567170565125,0.0,8.457,0.0,0.00498,200000,190668.00463071017,-9331.995369289827,0.9533400231535508
2020-04-29,-1,-1.0233846747725088,10354.513122119592,9.207,-17753073.056863144,0.00537,200000,190668.00463071017,-9331.995369289827,0.9533400231535508
2020-04-30,-2,-2.792636824169133,0.0,8.897,0.0,0.00553,200000,196718.39538766537,-3281.6046123346314,0.9835919769383269
2020-05-01,-2,-3.111903724705257,0.0,9.011,0.0,0.00595,200000,196718.39538766537,-3281.6046123346314,0.9835919769383269
2020-05-02,-2,-2.626588190509166,0.0,9.225,0.0,0.00621,200000,196718.39538766537,-3281.6046123346314,0.9835919769383269
2020-05-03,-2,-2.0706977229647356,0.0,9.069,0.0,0.00606,200000,196718.39538766537,-3281.6046123346314,0.9835919769383269
2020-05-04,-2,-2.9441412219037986,0.0,9.005,0.0,0.0071,200000,196718.39538766537,-3281.6046123346314,0.9835919769383269
2020-05-05,-2,-2.879323133192823,0.0,9.101,0.0,0.00826,200000,196718.39538766537,-3281.6046123346314,0.9835919769383269
2020-05-06,-2,-1.6258008582224728,0.0,9.148,0.0,0.00706,200000,196718.39538766537,-3281.6046123346314,0.9835919769383269
2020-05-07,-1,-1.030238598459653,9944.31277867078,9.891,-13872947.488551859,0.00709,200000,196718.39538766537,-3281.6046123346314,0.9835919769383269
2020-05-08,0,0.04881711898947144,0.0,11.301,0.0,0.00702,200000,181725.80804554094,-18274.191954459064,0.9086290402277046
2020-05-09,0,-0.26963229614623113,0.0,10.994,0.0,0.00717,200000,181725.80804554094,-18274.191954459064,0.9086290402277046
2020-05-10,0,-0.788814876258465,0.0,9.725,0.0,0.00688,200000,181725.80804554094,-18274.191954459064,0.9086290402277046
2020-05-11,0,-0.897882101753942,0.0,9.629,0.0,0.00701,200000,181725.80804554094,-18274.191954459064,0.9086290402277046
2020-05-12,-1,-1.0981821498877107,9085.381864090637,10.001,-11924265.61978615,0.00762,200000,181725.80804554094,-18274.191954459064,0.9086290402277046
2020-05-13,-2,-1.9455054938194931,0.0,10.285,0.0,0.00942,200000,200609.23771175425,609.2377117542492,1.0030461885587711
2020-05-14,-2,-2.11380638331537,0.0,10.186,0.0,0.01046,200000,200609.23771175425,609.2377117542492,1.0030461885587711
2020-05-15,-2,-1.7611166633939839,0.0,10.033,0.0,0.01004,200000,200609.23771175425,609.2377117542492,1.0030461885587711
2020-05-16,-2,-1.826340133805207,0.0,10.008,0.0,0.01089,200000,200609.23771175425,609.2377117542492,1.0030461885587711
2020-05-17,-2,-1.4842190567912443,0.0,10.156,0.0,0.01058,200000,200609.23771175425,609.2377117542492,1.0030461885587711
2020-05-18,-1,-1.1125625963386054,9790.592372462384,10.245,-10060643.817038829,0.00997,200000,200609.23771175422,609.2377117542201,1.0030461885587711
2020-05-19,-1,-0.9214606054181508,9790.592372462384,10.328,-10060643.817038829,0.00979,200000,199610.94099160162,-389.0590083983843,0.9980547049580081
2020-05-20,-1,-0.8406620505017743,9790.592372462384,10.14,-10060643.817038829,0.00962,200000,196060.0001766821,-3939.999823317892,0.9803000008834105
2020-05-21,-1,-1.0671541317007174,9790.592372462384,9.537,-10060643.817038829,0.00975,200000,191464.15667230234,-8535.843327697658,0.9573207833615117
2020-05-22,-1,-0.728943494747115,9790.592372462384,10.388,-10060643.817038829,0.01003,200000,202612.93105003872,2612.931050038722,1.0130646552501936
2020-05-23,-1,-0.6508155498414768,9790.592372462384,10.203,-10060643.817038829,0.00985,200000,198990.75557406613,-1009.2444259338663,0.9949537778703307
2020-05-24,-1,-0.8471967048540507,9790.592372462384,9.631,-10060643.817038829,0.00985,200000,193390.53673701768,-6609.463262982317,0.9669526836850885
2020-05-25,-2,-1.5256793893846508,0.0,9.923,0.0,0.01246,200000,228812.8115601138,28812.811560113798,1.144064057800569
2020-05-26,-2,-1.3340617489031783,0.0,9.935,0.0,0.01237,200000,228812.8115601138,28812.811560113798,1.144064057800569
2020-05-27,-1,-1.1617757090710865,11430.353260071624,10.009,-9316482.555379227,0.01228,200000,228812.8115601138,28812.811560113798,1.144064057800569
2020-05-28,-1,-1.002164122474166,11430.353260071624,10.429,-9316482.555379227,0.01237,200000,234452.043359328,34452.043359328,1.17226021679664
2020-05-29,-1,-1.0869987883953975,11430.353260071624,10.242,-9316482.555379227,0.01248,200000,233339.38038078634,33339.380380786344,1.1666969019039317
2020-05-30,-1,-1.032425834678994,11430.353260071624,11.03,-9316482.555379227,0.01339,200000,250824.49787511787,50824.49787511787,1.2541224893755893
2020-05-31,-2,-1.5556081921344294,0.0,10.945,0.0,0.01475,200000,241125.71282047342,41125.71282047342,1.2056285641023672
2020-06-01,-2,-1.4383879706198741,0.0,12.413,0.0,0.01626,200000,241125.71282047342,41125.71282047342,1.2056285641023672
2020-06-02,-2,-1.9940993231168067,0.0,12.135,0.0,0.01824,200000,241125.71282047342,41125.71282047342,1.2056285641023672
2020-06-03,-2,-1.5860714853241156,0.0,12.393,0.0,0.01804,200000,241125.71282047342,41125.71282047342,1.2056285641023672
2020-06-04,-1,-1.049926500108934,9911.44824155185,12.164,-7346913.858027831,0.01641,200000,241125.71282047342,41125.71282047342,1.2056285641023672
2020-06-05,-2,-1.5061912736052823,0.0,11.803,0.0,0.01799,200000,256311.8695313576,56311.8695313576,1.281559347656788
2020-06-06,-2,-1.8872859202628753,0.0,11.813,0.0,0.02121,200000,256311.8695313576,56311.8695313576,1.281559347656788
2020-06-07,-2,-1.807215253805041,0.0,11.776,0.0,0.02231,200000,256311.8695313576,56311.8695313576,1.281559347656788
2020-06-08,-2,-1.5237888580678294,0.0,11.656,0.0,0.02132,200000,256311.8695313576,56311.8695313576,1.281559347656788
2020-06-09,-2,-1.6747063933105584,0.0,12.026,0.0,0.02443,200000,256311.8695313576,56311.8695313576,1.281559347656788
2020-06-10,-2,-1.7649360487728112,0.0,11.935,0.0,0.0273,200000,256311.8695313576,56311.8695313576,1.281559347656788
2020-06-11,-2,-1.65807951356659,0.0,10.679,0.0,0.02497,200000,256311.8695313576,56311.8695313576,1.281559347656788
2020-06-12,-2,-1.5819214387740776,0.0,10.917,0.0,0.02594,200000,256311.8695313576,56311.8695313576,1.281559347656788
2020-06-13,-1,-1.0950360111439157,11566.420105205669,11.08,-5638184.547544162,0.02273,200000,256311.8695313576,56311.8695313576,1.281559347656788
2020-06-14,-1,-1.1319845067726437,11566.420105205669,10.615,-5638184.547544162,0.02291,200000,251948.35740099492,51948.35740099492,1.2597417870049745
2020-06-15,-2,-1.3017525254137625,0.0,10.43,0.0,0.02513,200000,277361.6855138473,77361.68551384727,1.3868084275692363
2020-06-16,-1,-1.153684000260673,13132.655564102617,10.56,-5514148.8173727095,0.02515,200000,277361.6855138473,77361.68551384727,1.3868084275692363
2020-06-17,-1,-0.8485992078362974,13132.655564102617,10.588,-5514148.8173727095,0.0233,200000,267528.22455750266,67528.22455750266,1.3376411227875133
2020-06-18,-1,-0.4574026888209142,13132.655564102617,10.413,-5514148.8173727095,0.02082,200000,251554.92076670035,51554.92076670035,1.2577746038335018
2020-06-19,0,3.8901991858798e-05,0.0,10.268,0.0,0.01875,200000,245905.86850737993,45905.86850737993,1.2295293425368996
2020-06-20,0,-0.017051454452595916,0.0,10.264,0.0,0.01917,200000,245905.86850737993,45905.86850737993,1.2295293425368996
2020-06-21,0,-0.07047870746283091,0.0,10.298,0.0,0.01987,200000,245905.86850737993,45905.86850737993,1.2295293425368996
2020-06-22,0,0.22103346696939202,0.0,10.8,0.0,0.02005,200000,245905.86850737993,45905.86850737993,1.2295293425368996
2020-06-23,0,0.607259249827212,0.0,10.941,0.0,0.01946,200000,245905.86850737993,45905.86850737993,1.2295293425368996
2020-06-24,0,0.5602427012560139,0.0,10.491,0.0,0.01953,200000,245905.86850737993,45905.86850737993,1.2295293425368996
2020-06-25,0,0.9958908460496386,0.0,10.335,0.0,0.01883,200000,245905.86850737993,45905.86850737993,1.2295293425368996
2020-06-26,2,1.3903837111039596,0.0,10.196,0.0,0.01784,200000,245905.86850737993,45905.86850737993,1.2295293425368996
2020-06-27,2,1.8787895647118085,0.0,9.703,0.0,0.01585,200000,245905.86850737993,45905.86850737993,1.2295293425368996
2020-06-28,0,0.9820194458534663,0.0,10.045,0.0,0.01791,200000,245905.86850737993,45905.86850737993,1.2295293425368996
2020-06-29,0,0.9867185860720658,0.0,10.213,0.0,0.01803,200000,245905.86850737993,45905.86850737993,1.2295293425368996
2020-06-30,1,1.0458095755382157,-12253.631079698021,10.034,7066260.589292527,0.0174,200000,245905.8685073799,45905.8685073799,1.2295293425368996
2020-07-01,1,1.0294748704269718,-12253.631079698021,10.138,7066260.589292527,0.01743,200000,247392.2339573473,47392.233957347285,1.2369611697867364
2020-07-02,1,0.8106531659250863,-12253.631079698021,9.922,7066260.589292527,0.01731,200000,243897.49837341742,43897.49837341742,1.219487491867087
2020-07-03,1,0.7513792166547075,-12253.631079698021,9.78,7066260.589292527,0.01703,200000,240178.92979509837,40178.929795098375,1.200894648975492
2020-07-04,0,-0.29395342979590794,0.0,9.973,0.0,0.01917,200000,232651.11576847057,32651.11576847057,1.1632555788423529
2020-07-05,0,-0.07055711652169501,0.0,10.07,0.0,0.01869,200000,232651.11576847057,32651.11576847057,1.1632555788423529
2020-07-06,0,0.2141196238719205,0.0,10.575,0.0,0.01902,200000,232651.11576847057,32651.11576847057,1.1632555788423529
2020-07-07,-2,-1.2899574826242206,0.0,10.56,0.0,0.02042,200000,232651.11576847057,32651.11576847057,1.1632555788423529
2020-07-08,0,-0.9244117973019669,0.0,11.08,0.0,0.02088,200000,232651.11576847057,32651.11576847057,1.1632555788423529
2020-07-09,0,-0.3797058176652383,0.0,10.768,0.0,0.0198,200000,232651.11576847057,32651.11576847057,1.1632555788423529
2020-07-10,0,-0.7830410962827522,0.0,10.499,0.0,0.01967,200000,232651.11576847057,32651.11576847057,1.1632555788423529
2020-07-11,0,-0.7290857180506881,0.0,10.741,0.0,0.02001,200000,232651.11576847057,32651.11576847057,1.1632555788423529
2020-07-12,0,0.01058634273121482,0.0,10.797,0.0,0.01945,200000,232651.11576847057,32651.11576847057,1.1632555788423529
2020-07-13,0,-0.8546150904878523,0.0,10.677,0.0,0.02003,200000,232651.11576847057,32651.11576847057,1.1632555788423529
2020-07-14,0,-0.27178430283618055,0.0,10.83,0.0,0.01978,200000,232651.11576847057,32651.11576847057,1.1632555788423529
2020-07-15,0,0.8140761494209626,0.0,10.989,0.0,0.01912,200000,232651.11576847057,32651.11576847057,1.1632555788423529
2020-07-16,2,1.4936927544287157,0.0,10.694,0.0,0.018,200000,232651.11576847057,32651.11576847057,1.1632555788423529
2020-07-17,2,1.3258668789927301,0.0,10.591,0.0,0.0181,200000,232651.11576847057,32651.11576847057,1.1632555788423529
2020-07-18,2,1.364598363351334,0.0,10.545,0.0,0.0179,200000,232651.11576847057,32651.11576847057,1.1632555788423529
2020-07-19,2,1.4641523632857445,0.0,10.651,0.0,0.0179,200000,232651.11576847057,32651.11576847057,1.1632555788423529
2020-07-20,2,1.5930182702234952,0.0,10.386,0.0,0.01725,200000,232651.11576847057,32651.11576847057,1.1632555788423529
2020-07-21,2,2.015609982583588,0.0,11.184,0.0,0.01799,200000,232651.11576847057,32651.11576847057,1.1632555788423529
2020-07-22,2,1.5829247998559663,0.0,11.559,0.0,0.01882,200000,232651.11576847057,32651.11576847057,1.1632555788423529
2020-07-23,0,0.562851624172294,0.0,11.432,0.0,0.01965,200000,232651.11576847057,32651.11576847057,1.1632555788423529
2020-07-24,1,1.089719945331268,-10478.835950295945,11.101,6311750.29214516,0.01843,200000,232651.11576847057,32651.11576847057,1.1632555788423529
2020-07-25,2,1.5768782848053895,0.0,11.608,0.0,0.01858,200000,237017.12305144884,37017.12305144884,1.1850856152572442
2020-07-26,2,1.8809056419922126,0.0,11.62,0.0,0.01798,200000,237017.12305144884,37017.12305144884,1.1850856152572442
2020-07-27,2,2.4280523254905306,0.0,11.619,0.0,0.01692,200000,237017.12305144884,37017.12305144884,1.1850856152572442
2020-07-28,2,1.4401085687940254,0.0,11.738,0.0,0.018,200000,237017.12305144884,37017.12305144884,1.1850856152572442
2020-07-29,2,1.4587170474194162,0.0,11.67,0.0,0.01767,200000,237017.12305144884,37017.12305144884,1.1850856152572442
2020-07-30,1,1.0575537297665345,-10065.276161518976,11.774,6515039.116312502,0.01819,200000,237017.12305144884,37017.12305144884,1.1850856152572442
2020-07-31,2,1.6579016479414572,0.0,12.245,0.0,0.01799,200000,243060.87594678678,43060.87594678678,1.2153043797339338
2020-08-01,2,2.117250456556826,0.0,13.396,0.0,0.01867,200000,243060.87594678678,43060.87594678678,1.2153043797339338
2020-08-02,2,1.2767317889582004,0.0,12.16,0.0,0.01782,200000,243060.87594678678,43060.87594678678,1.2153043797339338
2020-08-03,2,1.66236028922917,0.0,12.4,0.0,0.01754,200000,243060.87594678678,43060.87594678678,1.2153043797339338
2020-08-04,0,0.9988270273494682,0.0,12.561,0.0,0.01842,200000,243060.87594678678,43060.87594678678,1.2153043797339338
2020-08-05,0,0.36532225390858725,0.0,12.868,0.0,0.01958,200000,243060.87594678678,43060.87594678678,1.2153043797339338
2020-08-06,0,-0.017776473273950183,0.0,12.951,0.0,0.02011,200000,243060.87594678678,43060.87594678678,1.2153043797339338
2020-08-07,-2,-1.392246401568819,0.0,12.856,0.0,0.02183,200000,243060.87594678678,43060.87594678678,1.2153043797339338
2020-08-08,-2,-2.7342216246201736,0.0,13.123,0.0,0.02608,200000,243060.87594678678,43060.87594678678,1.2153043797339338
2020-08-09,-2,-2.1004826133512338,0.0,12.997,0.0,0.02515,200000,243060.87594678678,43060.87594678678,1.2153043797339338
