date,statusList,zscore,DASHUSDT_position,DASHUSDT_price,LINKUSDT_position,LINKUSDT_price,init,total_asset,pnl,return
2020-01-29,0,0.5611350205415853,0.0,121.97,0.0,2.7773,200000,200000.0,0.0,1.0
2020-01-30,0,0.17555469086505582,0.0,121.9,0.0,2.9156,200000,200000.0,0.0,1.0
2020-01-31,0,-0.06272067757090297,0.0,115.85,0.0,2.8259,200000,200000.0,0.0,1.0
2020-02-01,0,-0.16443913278684918,0.0,116.7,0.0,2.8378,200000,200000.0,0.0,1.0
2020-02-02,0,-0.452557121477602,0.0,114.29,0.0,2.8267,200000,200000.0,0.0,1.0
2020-02-03,0,-0.22805391235058273,0.0,115.34,0.0,2.771,200000,200000.0,0.0,1.0
2020-02-04,0,-0.4883555469038383,0.0,110.87,0.0,2.7395,200000,200000.0,0.0,1.0
2020-02-05,1,1.1509730269018266,-813.1403480240689,122.98,35223.67030644593,2.839,200000,200000.0,0.0,1.0
2020-02-06,0,0.14317602810253138,0.0,120.32,0.0,2.89,200000,196040.6394886272,-3959.360511372797,0.980203197443136
2020-02-07,-2,-3.118952582464124,0.0,118.68,0.0,3.3072,200000,196040.6394886272,-3959.360511372797,0.980203197443136
2020-02-08,-2,-2.1293544749591393,0.0,126.29,0.0,3.4171,200000,196040.6394886272,-3959.360511372797,0.980203197443136
2020-02-09,-2,-1.896708694935249,0.0,128.51,0.0,3.4945,200000,196040.6394886272,-3959.360511372797,0.980203197443136
2020-02-10,-2,-1.3390370667487417,0.0,127.58,0.0,3.3862,200000,196040.6394886272,-3959.360511372797,0.980203197443136
2020-02-11,-2,-2.666327800793703,0.0,129.2,0.0,3.9931,200000,196040.6394886272,-3959.360511372797,0.980203197443136
2020-02-12,-2,-1.9445366585411608,0.0,133.53,0.0,3.9953,200000,196040.6394886272,-3959.360511372797,0.980203197443136
2020-02-13,-2,-1.6018964530101538,0.0,131.18,0.0,3.8765,200000,196040.6394886272,-3959.360511372797,0.980203197443136
2020-02-14,-2,-2.1422267462253086,0.0,133.34,0.0,4.426,200000,196040.6394886272,-3959.360511372797,0.980203197443136
2020-02-15,-2,-2.1871072335418247,0.0,120.73,0.0,4.3241,200000,196040.6394886272,-3959.360511372797,0.980203197443136
2020-02-16,-2,-2.290337609497411,0.0,110.73,0.0,4.4566,200000,196040.6394886272,-3959.360511372797,0.980203197443136
2020-02-17,-2,-1.7225403247746802,0.0,114.66,0.0,4.3108,200000,196040.6394886272,-3959.360511372797,0.980203197443136
2020-02-18,-2,-1.7008413489775867,0.0,115.56,0.0,4.5523,200000,196040.6394886272,-3959.360511372797,0.980203197443136
2020-02-19,-2,-1.6976217929945256,0.0,104.87,0.0,4.3873,200000,196040.6394886272,-3959.360511372797,0.980203197443136
2020-02-20,-2,-1.4173949948126507,0.0,104.82,0.0,4.2644,200000,196040.6394886272,-3959.360511372797,0.980203197443136
2020-02-21,-2,-1.2068875147616391,0.0,107.39,0.0,4.2778,200000,196040.6394886272,-3959.360511372797,0.980203197443136
2020-02-22,-1,-1.0693060509062664,944.410056309024,103.79,-23868.97183663215,4.1066,200000,196040.6394886272,-3959.360511372797,0.980203197443136
2020-02-23,-1,-0.9411682267885756,944.410056309024,108.09,-23868.97183663215,4.2365,200000,203202.18217233452,3202.18217233452,1.0160109108616726
2020-02-24,-1,-0.7213269818485268,944.410056309024,103.41,-23868.97183663215,3.9148,200000,191103.6948689637,-8896.305131036293,0.9555184743448185
2020-02-25,-1,-0.49465252268215887,944.410056309024,95.52,-23868.97183663215,3.4905,200000,173524.69477440248,-26475.30522559752,0.8676234738720124
2020-02-26,-1,-1.1207182473090278,944.410056309024,84.29,-23868.97183663215,3.5648,200000,164692.4344495139,-35307.56555048609,0.8234621722475696
2020-02-27,-1,-1.1921169033047556,944.410056309024,89.88,-23868.97183663215,3.9579,200000,179354.57949326147,-20645.420506738534,0.8967728974663073
2020-02-28,-2,-1.392160543998409,0.0,88.09,0.0,4.1609,200000,212163.96254340798,12163.962543407979,1.0608198127170398
2020-02-29,-2,-1.3348100206174411,0.0,85.35,0.0,4.0579,200000,212163.96254340798,12163.962543407979,1.0608198127170398
2020-03-01,-1,-1.123211513707257,1254.0723640111596,84.59,-27489.500199975122,3.859,200000,212163.96254340798,12163.962543407979,1.0608198127170398
2020-03-02,-1,-1.193831373157216,1254.0723640111596,90.26,-27489.500199975122,4.2423,200000,229811.27827400173,29811.27827400173,1.1490563913700087
2020-03-03,-2,-1.64770794788068,0.0,88.56,0.0,4.5846,200000,227131.67660338565,27131.676603385655,1.1356583830169282
2020-03-04,-2,-1.840934119439168,0.0,86.88,0.0,4.6406,200000,227131.67660338565,27131.676603385655,1.1356583830169282
2020-03-05,-2,-1.619402278780886,0.0,89.87,0.0,4.7151,200000,227131.67660338565,27131.676603385655,1.1356583830169282
2020-03-06,-1,-1.1563499710654557,1208.9188663156572,93.94,-24258.947815117877,4.6814,200000,227131.67660338565,27131.676603385655,1.1356583830169282
2020-03-07,-1,-0.9705737313146907,1208.9188663156572,88.12,-24258.947815117877,4.3412,200000,211842.87475472543,11842.874754725432,1.0592143737736273
2020-03-08,-2,-1.5543757991902947,0.0,73.7,0.0,4.0537,200000,236372.8529140651,36372.85291406509,1.1818642645703255
2020-03-09,-2,-1.4801172775680445,0.0,73.65,0.0,4.1231,200000,236372.8529140651,36372.85291406509,1.1818642645703255
2020-03-10,-2,-1.2052279328275437,0.0,74.6,0.0,4.0839,200000,236372.8529140651,36372.85291406509,1.1818642645703255
2020-03-11,0,-0.8918942515097944,0.0,72.24,0.0,3.8169,200000,236372.8529140651,36372.85291406509,1.1818642645703255
2020-03-12,0,0.2803021337022559,0.0,44.4,0.0,1.9931,200000,236372.8529140651,36372.85291406509,1.1818642645703255
2020-03-13,0,-0.0826438218900623,0.0,51.16,0.0,2.4333,200000,236372.8529140651,36372.85291406509,1.1818642645703255
2020-03-14,0,0.17541920239574585,0.0,45.97,0.0,2.1379,200000,236372.8529140651,36372.85291406509,1.1818642645703255
2020-03-15,0,0.7866579674106869,0.0,47.31,0.0,2.0884,200000,236372.8529140651,36372.85291406509,1.1818642645703255
2020-03-16,2,1.8572404160725786,0.0,43.12,0.0,1.7832,200000,236372.8529140651,36372.85291406509,1.1818642645703255
2020-03-17,2,1.9027741886371192,0.0,45.57,0.0,1.8641,200000,236372.8529140651,36372.85291406509,1.1818642645703255
2020-03-18,2,3.424669524990927,0.0,62.64,0.0,1.9483,200000,236372.8529140651,36372.85291406509,1.1818642645703255
2020-03-19,2,2.0788169908720913,0.0,65.47,0.0,2.2398,200000,236372.8529140651,36372.85291406509,1.1818642645703255
2020-03-20,2,2.2334113292332667,0.0,71.78,0.0,2.26,200000,236372.8529140651,36372.85291406509,1.1818642645703255
2020-03-21,2,1.8256518887320787,0.0,71.37,0.0,2.2787,200000,236372.8529140651,36372.85291406509,1.1818642645703255
2020-03-22,2,1.6069736218059627,0.0,62.44,0.0,1.9898,200000,236372.8529140651,36372.85291406509,1.1818642645703255
2020-03-23,2,1.4506066626610232,0.0,70.87,0.0,2.2468,200000,236372.8529140651,36372.85291406509,1.1818642645703255
2020-03-24,1,1.0671219305300401,-1699.7903992094425,69.53,51154.09732385411,2.3104,200000,236372.8529140651,36372.85291406509,1.1818642645703255
2020-03-25,1,0.9505348250997241,-1699.7903992094425,67.72,51154.09732385411,2.257,200000,230564.6034944022,30564.603494402196,1.152823017472011
2020-03-26,1,0.7736295258763837,-1699.7903992094425,68.23,51154.09732385411,2.3132,200000,234306.35686759962,34306.35686759962,1.171531784337998
2020-03-27,1,1.0561351105940513,-1699.7903992094425,67.59,51154.09732385411,2.1373,200000,224220.48529283964,24220.485292839643,1.1211024264641982
2020-03-28,1,0.7716340500810668,-1699.7903992094425,65.21,51154.09732385411,2.1364,200000,220128.94545512967,20128.945455129666,1.1006447272756483
2020-03-29,1,0.616590144793915,-1699.7903992094425,60.46,51154.09732385411,2.0083,200000,205502.1011916991,5502.101191699097,1.0275105059584955
2020-03-30,1,0.6949785824184268,-1699.7903992094425,65.81,51154.09732385411,2.135,200000,221077.20395840192,21077.203958401922,1.1053860197920096
2020-03-31,0,0.11108861063038764,0.0,64.97,0.0,2.2658,200000,230903.28143431392,30903.281434313918,1.1545164071715697
2020-04-01,0,0.12148032740907701,0.0,66.03,0.0,2.2753,200000,230903.28143431392,30903.281434313918,1.1545164071715697
2020-04-02,0,0.1350951351028251,0.0,67.51,0.0,2.2941,200000,230903.28143431392,30903.281434313918,1.1545164071715697
2020-04-03,0,-0.03766016131231133,0.0,67.4,0.0,2.3013,200000,230903.28143431392,30903.281434313918,1.1545164071715697
2020-04-04,0,-0.07887281438559163,0.0,68.46,0.0,2.3155,200000,230903.28143431392,30903.281434313918,1.1545164071715697
2020-04-05,0,-0.26940530670652607,0.0,66.89,0.0,2.2635,200000,230903.28143431392,30903.281434313918,1.1545164071715697
2020-04-06,-2,-1.4244490517395727,0.0,73.19,0.0,2.5555,200000,230903.28143431392,30903.281434313918,1.1545164071715697
2020-04-07,-2,-2.683422934311091,0.0,72.22,0.0,2.7303,200000,230903.28143431392,30903.281434313918,1.1545164071715697
2020-04-08,-2,-3.1010071752683728,0.0,75.52,0.0,3.1693,200000,230903.28143431392,30903.281434313918,1.1545164071715697
2020-04-09,-2,-2.069075521774125,0.0,82.83,0.0,3.3099,200000,230903.28143431392,30903.281434313918,1.1545164071715697
2020-04-10,-2,-2.403410430407416,0.0,74.1,0.0,3.22,200000,230903.28143431392,30903.281434313918,1.1545164071715697
2020-04-11,-2,-2.0820259801180088,0.0,74.97,0.0,3.29,200000,230903.28143431392,30903.281434313918,1.1545164071715697
2020-04-12,-2,-2.0858438017177616,0.0,74.1,0.0,3.4189,200000,230903.28143431392,30903.281434313918,1.1545164071715697
2020-04-13,-2,-1.7837869857571886,0.0,73.13,0.0,3.3702,200000,230903.28143431392,30903.281434313918,1.1545164071715697
2020-04-14,-2,-1.4353052485299367,0.0,72.32,0.0,3.252,200000,230903.28143431392,30903.281434313918,1.1545164071715697
2020-04-15,-1,-1.1826502388135263,1632.9793595071706,70.7,-36989.50426667851,3.1212,200000,230903.28143431392,30903.281434313918,1.1545164071715697
2020-04-16,-2,-1.2833469523232255,0.0,76.09,0.0,3.4851,200000,235562.00328921457,35562.00328921457,1.1778100164460727
2020-04-17,-1,-1.0935330681412387,1543.4543525698766,76.31,-34116.676315675715,3.4523,200000,235562.00328921457,35562.00328921457,1.1778100164460727
2020-04-18,-2,-1.2220289702584584,0.0,80.16,0.0,3.7805,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-04-19,0,-0.8139576884130114,0.0,80.23,0.0,3.5902,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-04-20,0,-0.9283366134725485,0.0,74.29,0.0,3.4322,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-04-21,0,-0.8711532021321217,0.0,74.48,0.0,3.4577,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-04-22,0,-0.6625695126276611,0.0,80.8,0.0,3.6786,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-04-23,0,-0.6953681210189755,0.0,81.26,0.0,3.7533,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-04-24,0,-0.6685087563803845,0.0,81.37,0.0,3.7735,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-04-25,0,-0.09135152917365733,0.0,85.78,0.0,3.7865,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-04-26,0,0.06445320425037197,0.0,84.12,0.0,3.721,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-04-27,0,0.4516095441206499,0.0,82.75,0.0,3.6383,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-04-28,0,0.36286767767586947,0.0,82.21,0.0,3.6413,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-04-29,0,-0.3212279170530621,0.0,85.36,0.0,3.8879,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-04-30,0,-0.53149943698046,0.0,80.74,0.0,3.7025,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-05-01,0,0.11425913072673598,0.0,82.95,0.0,3.7571,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-05-02,0,-0.5111194275117884,0.0,83.26,0.0,3.8182,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-05-03,0,-0.4201687519506177,0.0,81.07,0.0,3.7092,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-05-04,-2,-1.6415368002975954,0.0,79.54,0.0,3.7499,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-05-05,0,-0.8446676750969532,0.0,79.37,0.0,3.6833,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-05-06,0,-0.9032829820053293,0.0,77.11,0.0,3.5872,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-05-07,-2,-1.7477608372997118,0.0,78.76,0.0,3.756,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-05-08,0,-0.7221415369600535,0.0,81.8,0.0,3.801,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-05-09,-2,-2.915242678405124,0.0,79.59,0.0,4.015,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-05-10,-2,-2.7890691452214504,0.0,72.1,0.0,3.7582,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-05-11,-2,-2.062659711203614,0.0,69.73,0.0,3.5837,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-05-12,-2,-1.480438186520738,0.0,73.31,0.0,3.6943,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-05-13,-2,-1.5090348855234017,0.0,73.81,0.0,3.7655,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-05-14,-2,-1.3720252556171546,0.0,74.56,0.0,3.8096,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-05-15,-1,-1.0834379295774865,1662.1810960700257,72.44,-32884.992106872225,3.6615,200000,240816.7971986253,40816.79719862531,1.2040839859931265
2020-05-16,-1,-1.1281345645061442,1662.1810960700257,73.71,-32884.992106872225,3.7614,200000,246212.97790211078,46212.97790211078,1.2310648895105538
2020-05-17,-1,-0.8383400036536303,1662.1810960700257,75.03,-32884.992106872225,3.7815,200000,249068.04529027134,49068.045290271344,1.2453402264513567
2020-05-18,-1,-0.9771004081703604,1662.1810960700257,76.2,-32884.992106872225,3.8895,200000,254564.37632021547,54564.376320215466,1.2728218816010775
2020-05-19,-1,-0.9250693871717788,1662.1810960700257,77.15,-32884.992106872225,3.947,200000,258034.33540762716,58034.335407627164,1.2901716770381357
2020-05-20,-1,-1.1658654269101059,1662.1810960700257,78.35,-32884.992106872225,4.0866,200000,264619.69762103056,64619.69762103056,1.3230984881051528
2020-05-21,-1,-1.1550754738832998,1662.1810960700257,73.09,-32884.992106872225,3.8298,200000,247431.75908265743,47431.75908265743,1.2371587954132872
2020-05-22,-2,-1.655282462638044,0.0,74.77,0.0,4.0611,200000,250084.75809068832,50084.75809068832,1.2504237904534417
2020-05-23,-1,-1.1600983294050329,1692.7356037003406,73.87,-31857.930966966665,3.925,200000,250084.75809068832,50084.75809068832,1.2504237904534417
2020-05-24,-1,-0.9783915062978951,1692.7356037003406,71.67,-31857.930966966665,3.7917,200000,242114.0775646509,42114.077564650914,1.2105703878232545
2020-05-25,-1,-0.7375294196468174,1692.7356037003406,73.6,-31857.930966966665,3.8614,200000,247601.55506819015,47601.55506819015,1.2380077753409506
2020-05-26,-1,-0.9053582410572201,1692.7356037003406,72.61,-31857.930966966665,3.844,200000,245371.41882170158,45371.418821701576,1.226857094108508
2020-05-27,-1,-0.5326782105628651,1692.7356037003406,73.6,-31857.930966966665,3.8526,200000,247321.2052756808,47321.20527568081,1.236606026378404
2020-05-28,-2,-1.7019276611616947,0.0,75.06,0.0,4.0461,200000,251928.39816238458,51928.398162384576,1.259641990811923
2020-05-29,-2,-1.36165559959954,0.0,74.16,0.0,3.98,200000,251928.39816238458,51928.398162384576,1.259641990811923
2020-05-30,0,-0.6742413613426788,0.0,79.01,0.0,4.1763,200000,251928.39816238458,51928.398162384576,1.259641990811923
2020-05-31,-2,-1.4702994040374455,0.0,76.33,0.0,4.131,200000,251928.39816238458,51928.398162384576,1.259641990811923
2020-06-01,-2,-1.672819946864528,0.0,80.06,0.0,4.3785,200000,251928.39816238458,51928.398162384576,1.259641990811923
2020-06-02,-2,-2.204833338167843,0.0,78.26,0.0,4.3976,200000,251928.39816238458,51928.398162384576,1.259641990811923
2020-06-03,-2,-2.327092408690992,0.0,78.2,0.0,4.4892,200000,251928.39816238458,51928.398162384576,1.259641990811923
2020-06-04,-2,-1.5931202211205138,0.0,78.6,0.0,4.4243,200000,251928.39816238458,51928.398162384576,1.259641990811923
2020-06-05,-2,-1.3131600903931375,0.0,77.81,0.0,4.358,200000,251928.39816238458,51928.398162384576,1.259641990811923
2020-06-06,-1,-1.0167264152643285,1608.738174727871,78.3,-28949.30113099657,4.3512,200000,251928.39816238458,51928.398162384576,1.259641990811923
2020-06-07,-1,-1.0138250984520591,1608.738174727871,77.99,-28949.30113099657,4.3465,200000,251293.62761290325,51293.62761290325,1.2564681380645162
2020-06-08,-2,-1.7803715930659423,0.0,77.77,0.0,4.473,200000,256307.05427274574,56307.054272745736,1.2815352713637287
2020-06-09,-2,-1.4868639909037618,0.0,77.42,0.0,4.435,200000,256307.05427274574,56307.054272745736,1.2815352713637287
2020-06-10,-1,-1.0013847756407435,1638.5823697273095,78.21,-28977.620607433095,4.4225,200000,256307.05427274574,56307.054272745736,1.2815352713637287
2020-06-11,0,-0.002573707531041886,0.0,72.24,0.0,3.9565,200000,252585.81981695397,52585.81981695397,1.26292909908477
2020-06-12,0,-0.4679456905892235,0.0,73.27,0.0,4.0819,200000,252585.81981695397,52585.81981695397,1.26292909908477
2020-06-13,0,-0.2288650154004101,0.0,74.18,0.0,4.11,200000,252585.81981695397,52585.81981695397,1.26292909908477
2020-06-14,0,0.5633434458951064,0.0,72.56,0.0,3.9371,200000,252585.81981695397,52585.81981695397,1.26292909908477
2020-06-15,0,0.33830434285868405,0.0,71.77,0.0,3.9274,200000,252585.81981695397,52585.81981695397,1.26292909908477
2020-06-16,0,-0.28644028187148773,0.0,72.63,0.0,4.0502,200000,252585.81981695397,52585.81981695397,1.26292909908477
2020-06-17,-2,-1.4232299648928224,0.0,72.42,0.0,4.1659,200000,252585.81981695397,52585.81981695397,1.26292909908477
2020-06-18,-2,-1.5541686765479412,0.0,71.46,0.0,4.1415,200000,252585.81981695397,52585.81981695397,1.26292909908477
2020-06-19,-2,-1.8155976017413344,0.0,70.1,0.0,4.098,200000,252585.81981695397,52585.81981695397,1.26292909908477
2020-06-20,-2,-1.8390020481665388,0.0,71.01,0.0,4.1765,200000,252585.81981695397,52585.81981695397,1.26292909908477
2020-06-21,-2,-2.0307280671323604,0.0,70.14,0.0,4.1812,200000,252585.81981695397,52585.81981695397,1.26292909908477
2020-06-22,-2,-2.6003221659514835,0.0,72.33,0.0,4.4841,200000,252585.81981695397,52585.81981695397,1.26292909908477
2020-06-23,-2,-2.7981907039459983,0.0,74.01,0.0,4.8051,200000,252585.81981695397,52585.81981695397,1.26292909908477
2020-06-24,-2,-2.2625815198354684,0.0,72.42,0.0,4.7075,200000,252585.81981695397,52585.81981695397,1.26292909908477
2020-06-25,-2,-2.338893990085035,0.0,71.11,0.0,4.8134,200000,252585.81981695397,52585.81981695397,1.26292909908477
2020-06-26,-2,-1.7495230548585277,0.0,70.68,0.0,4.6813,200000,252585.81981695397,52585.81981695397,1.26292909908477
2020-06-27,-2,-1.4755119987534364,0.0,66.92,0.0,4.4058,200000,252585.81981695397,52585.81981695397,1.26292909908477
2020-06-28,-2,-1.5627516190940143,0.0,67.7,0.0,4.5668,200000,252585.81981695397,52585.81981695397,1.26292909908477
2020-06-29,-2,-1.3254096628345065,0.0,68.93,0.0,4.6187,200000,252585.81981695397,52585.81981695397,1.26292909908477
2020-06-30,-1,-1.188907295427926,1854.2491544336658,68.11,-27680.031102546134,4.5626,200000,252585.81981695397,52585.81981695397,1.26292909908477
2020-07-01,-2,-1.3446985862895642,0.0,68.31,0.0,4.7067,200000,256203.6624679441,56203.66246794409,1.2810183123397203
2020-07-02,-2,-1.594783833523837,0.0,66.62,0.0,4.7996,200000,256203.6624679441,56203.66246794409,1.2810183123397203
2020-07-03,-2,-1.3358407896157451,0.0,66.46,0.0,4.7309,200000,256203.6624679441,56203.66246794409,1.2810183123397203
2020-07-04,-2,-1.2485480111401122,0.0,67.63,0.0,4.82,200000,256203.6624679441,56203.66246794409,1.2810183123397203
2020-07-05,-1,-1.0690317177439386,1905.1432366741828,67.24,-27003.48473491685,4.7439,200000,256203.6624679441,56203.66246794409,1.2810183123397203
2020-07-06,-2,-1.746316827535445,0.0,70.26,0.0,5.3617,200000,267132.88276241964,67132.88276241964,1.3356644138120983
2020-07-07,-2,-2.1190224023793025,0.0,69.92,0.0,5.7248,200000,267132.88276241964,67132.88276241964,1.3356644138120983
2020-07-08,-2,-2.3910076855194102,0.0,72.7,0.0,6.4987,200000,267132.88276241964,67132.88276241964,1.3356644138120983
2020-07-09,-2,-1.758011252143361,0.0,71.86,0.0,6.082,200000,267132.88276241964,67132.88276241964,1.3356644138120983
2020-07-10,-2,-1.6780726905626038,0.0,71.75,0.0,6.1488,200000,267132.88276241964,67132.88276241964,1.3356644138120983
2020-07-11,-2,-1.395562702603401,0.0,72.68,0.0,6.0994,200000,267132.88276241964,67132.88276241964,1.3356644138120983
2020-07-12,-2,-2.3282448097591,0.0,72.05,0.0,7.3345,200000,267132.88276241964,67132.88276241964,1.3356644138120983
2020-07-13,-2,-1.887725917848575,0.0,71.84,0.0,7.163,200000,267132.88276241964,67132.88276241964,1.3356644138120983
2020-07-14,-2,-2.133866345577397,0.0,71.82,0.0,8.1321,200000,267132.88276241964,67132.88276241964,1.3356644138120983
2020-07-15,-2,-2.0402148184621,0.0,71.12,0.0,8.6494,200000,267132.88276241964,67132.88276241964,1.3356644138120983
2020-07-16,-2,-1.7471048928082684,0.0,69.28,0.0,8.354,200000,267132.88276241964,67132.88276241964,1.3356644138120983
2020-07-17,-2,-1.5076206036226831,0.0,69.58,0.0,8.2605,200000,267132.88276241964,67132.88276241964,1.3356644138120983
2020-07-18,-2,-1.2634426833467496,0.0,69.2,0.0,7.9734,200000,267132.88276241964,67132.88276241964,1.3356644138120983
2020-07-19,-1,-1.1378936131118527,1898.5990246085264,70.35,-16533.77418563203,8.0784,200000,267132.88276241964,67132.88276241964,1.3356644138120983
2020-07-20,-1,-0.717338276506668,1898.5990246085264,68.86,-16533.77418563203,7.2301,200000,250278.36957408127,50278.36957408127,1.2513918478704062
2020-07-21,-1,-0.5537419920655648,1898.5990246085264,71.09,-16533.77418563203,7.3101,200000,255834.94733380887,55834.94733380887,1.2791747366690442
2020-07-22,-1,-0.43430607375778824,1898.5990246085264,73.38,-16533.77418563203,7.4689,200000,262808.30244084075,62808.30244084075,1.3140415122042037
2020-07-23,-1,-0.6226147638479014,1898.5990246085264,73.35,-16533.77418563203,7.8983,200000,269850.9471054129,69850.9471054129,1.3492547355270645
2020-07-24,-1,-0.33299433374224396,1898.5990246085264,71.94,-16533.77418563203,7.4284,200000,259404.70199088636,59404.70199088636,1.2970235099544318
2020-07-25,-1,-0.20959425442365356,1898.5990246085264,74.65,-16533.77418563203,7.672,200000,268577.53273919545,68577.53273919545,1.3428876636959772
2020-07-26,0,0.12373381131677863,0.0,75.3,0.0,7.5022,200000,248208.05690484628,48208.05690484628,1.2410402845242314
2020-07-27,0,0.9504722026325686,0.0,77.55,0.0,7.1,200000,248208.05690484628,48208.05690484628,1.2410402845242314
2020-07-28,1,1.0618789726772764,-1554.7986526236928,79.82,17157.318022537864,7.2333,200000,248208.05690484628,48208.05690484628,1.2410402845242314
2020-07-29,2,1.5003301755465042,0.0,81.38,0.0,7.0876,200000,253133.364038823,53133.364038823,1.265666820194115
2020-07-30,1,1.1140107573909375,-1559.6633643796856,81.15,17082.13758646721,7.4093,200000,253133.364038823,53133.364038823,1.265666820194115
2020-07-31,1,0.9061368874480934,-1559.6633643796856,82.45,17082.13758646721,7.8033,200000,261891.28862158465,61891.28862158465,1.3094564431079232
2020-08-01,2,1.3960457489634646,0.0,93.13,0.0,8.3248,200000,256179.4341836809,56179.43418368089,1.2808971709184045
2020-08-02,0,0.5130240912402065,0.0,85.29,0.0,8.2814,200000,256179.4341836809,56179.43418368089,1.2808971709184045
2020-08-03,0,-0.31751998492791556,0.0,87.72,0.0,9.2502,200000,256179.4341836809,56179.43418368089,1.2808971709184045
2020-08-04,-1,-1.0625435210129759,1474.3291562136333,86.88,-12979.39111451766,9.8687,200000,256179.4341836809,56179.43418368089,1.2808971709184045
2020-08-05,-1,-0.24702584331267718,1474.3291562136333,92.2,-12979.39111451766,9.5253,200000,259565.74238601205,59565.74238601205,1.2978287119300602
2020-08-06,0,-0.19152114706738657,0.0,100.42,0.0,10.2343,200000,240962.28280001594,40962.282800015935,1.2048114140000796
