date,statusList,zscore,HOTUSDT_position,HOTUSDT_price,ONGUSDT_position,ONGUSDT_price,init,total_asset,pnl,return
2020-02-04,-2,-1.589110426408,0.0,0.000695,0.0,0.1529,200000,216240.58540905843,16240.585409058433,1.081202927045292
2020-02-05,-2,-1.5767418215980764,0.0,0.0006959,0.0,0.1584,200000,216240.58540905843,16240.585409058433,1.081202927045292
2020-02-06,-1,-1.1786284014335173,146108503.6547692,0.00074,-671971.9869765645,0.1609,200000,216240.58540905843,16240.585409058433,1.081202927045292
2020-02-07,-1,-0.8350450807061601,146108503.6547692,0.0007744,-671971.9869765645,0.1614,200000,221602.70392827078,21602.703928270785,1.1080135196413539
2020-02-08,-1,-0.29774183572197543,146108503.6547692,0.000808,-671971.9869765645,0.1565,200000,223219.28691488586,23219.28691488586,1.1160964345744293
2020-02-09,-1,-0.5256477948444147,146108503.6547692,0.0008003,-671971.9869765645,0.1621,200000,225857.2945638129,25857.294563812902,1.1292864728190646
2020-02-10,-1,-0.5350678846499453,146108503.6547692,0.0007595,-671971.9869765645,0.1557,200000,215595.44689804834,15595.446898048336,1.0779772344902416
2020-02-11,-1,-0.5784760640874866,146108503.6547692,0.000771,-671971.9869765645,0.1607,200000,220635.554624961,20635.55462496099,1.103177773124805
2020-02-12,-1,-0.655331102681612,146108503.6547692,0.0008498,-671971.9869765645,0.1808,200000,245655.54165118572,45655.54165118572,1.2282777082559286
2020-02-13,-1,-0.9339496036061605,146108503.6547692,0.0008714,-671971.9869765645,0.1948,200000,258219.09314780065,58219.09314780065,1.2910954657390032
2020-02-14,-2,-1.29748461479583,0.0,0.0008915,0.0,0.2128,200000,228980.4932294446,28980.493229444604,1.1449024661472231
2020-02-15,-2,-1.5650211582012334,0.0,0.000849,0.0,0.2142,200000,228980.4932294446,28980.493229444604,1.1449024661472231
2020-02-16,0,-0.8552863058339921,0.0,0.0008258,0.0,0.1902,200000,228980.4932294446,28980.493229444604,1.1449024661472231
2020-02-17,0,-0.8023859198546186,0.0,0.0007907,0.0,0.1813,200000,228980.4932294446,28980.493229444604,1.1449024661472231
2020-02-18,0,-0.7555789992570596,0.0,0.0007956,0.0,0.182,200000,228980.4932294446,28980.493229444604,1.1449024661472231
2020-02-19,0,-0.7236476451857826,0.0,0.0007284,0.0,0.1671,200000,228980.4932294446,28980.493229444604,1.1449024661472231
2020-02-20,0,-0.4225187852262416,0.0,0.0007235,0.0,0.1628,200000,228980.4932294446,28980.493229444604,1.1449024661472231
2020-02-21,0,-0.7190420940063506,0.0,0.0007332,0.0,0.1687,200000,228980.4932294446,28980.493229444604,1.1449024661472231
2020-02-22,0,0.07882257212632052,0.0,0.0007301,0.0,0.16,200000,228980.4932294446,28980.493229444604,1.1449024661472231
2020-02-23,0,-0.24876091767795583,0.0,0.0007501,0.0,0.168,200000,228980.4932294446,28980.493229444604,1.1449024661472231
2020-02-24,0,-0.22378941895284848,0.0,0.0006961,0.0,0.1558,200000,228980.4932294446,28980.493229444604,1.1449024661472231
2020-02-25,0,0.2817734374178827,0.0,0.0006552,0.0,0.1418,200000,228980.4932294446,28980.493229444604,1.1449024661472231
2020-02-26,2,1.8223111235377256,0.0,0.0006203,0.0,0.1209,200000,228980.4932294446,28980.493229444604,1.1449024661472231
2020-02-27,2,1.2559453412288277,0.0,0.000643,0.0,0.1292,200000,228980.4932294446,28980.493229444604,1.1449024661472231
2020-02-28,1,1.1303241088732217,-180555506.41022286,0.0006341,884777.7945496315,0.1294,200000,228980.4932294446,28980.493229444604,1.1449024661472231
2020-02-29,2,1.249158466608824,0.0,0.0006189,0.0,0.1254,200000,229775.1607102077,29775.16071020771,1.1488758035510385
2020-03-01,0,0.7145889680568211,0.0,0.0006107,0.0,0.1281,200000,229775.1607102077,29775.16071020771,1.1488758035510385
2020-03-02,0,0.623664706408078,0.0,0.0006394,0.0,0.135,200000,229775.1607102077,29775.16071020771,1.1488758035510385
2020-03-03,0,0.7663004664499024,0.0,0.000631,0.0,0.1319,200000,229775.1607102077,29775.16071020771,1.1488758035510385
2020-03-04,1,1.0103386450040222,-179849061.29477748,0.0006388,878345.415558898,0.1308,200000,229775.1607102077,29775.16071020771,1.1488758035510385
2020-03-05,1,0.7410213518280314,-179849061.29477748,0.0006517,878345.415558898,0.135,200000,235784.26434625773,35784.264346257725,1.1789213217312886
2020-03-06,1,0.5271469274042064,-179849061.29477748,0.0006483,878345.415558898,0.1355,200000,235611.95024563494,35611.950245634944,1.1780597512281747
2020-03-07,1,1.0800066540973619,-179849061.29477748,0.0006335,878345.415558898,0.128,200000,226362.59352178048,26362.59352178048,1.1318129676089024
2020-03-08,1,0.6382623705934108,-179849061.29477748,0.0005399,878345.415558898,0.1111,200000,194684.68386164392,-5315.31613835608,0.9734234193082196
2020-03-09,0,-0.31085940406514123,0.0,0.0005328,0.0,0.1145,200000,225028.19048657137,25028.190486571373,1.1251409524328568
2020-03-10,0,-0.053676248940629445,0.0,0.0005435,0.0,0.1149,200000,225028.19048657137,25028.190486571373,1.1251409524328568
2020-03-11,0,-0.07144519775650442,0.0,0.0005245,0.0,0.1106,200000,225028.19048657137,25028.190486571373,1.1251409524328568
2020-03-12,2,1.6194008568150062,0.0,0.0002819,0.0,0.0554,200000,225028.19048657137,25028.190486571373,1.1251409524328568
2020-03-13,2,2.042665745451695,0.0,0.0003223,0.0,0.0616,200000,225028.19048657137,25028.190486571373,1.1251409524328568
2020-03-14,0,-0.048029937228554906,0.0,0.0003081,0.0,0.0637,200000,225028.19048657137,25028.190486571373,1.1251409524328568
2020-03-15,-2,-3.4258331851525323,0.0,0.0003117,0.0,0.0796,200000,225028.19048657137,25028.190486571373,1.1251409524328568
2020-03-16,-2,-1.614640510355039,0.0,0.0002807,0.0,0.0645,200000,225028.19048657137,25028.190486571373,1.1251409524328568
2020-03-17,-2,-1.2011328391576757,0.0,0.0002965,0.0,0.0669,200000,225028.19048657137,25028.190486571373,1.1251409524328568
2020-03-18,0,-0.8324523275656923,0.0,0.0003,0.0,0.0665,200000,225028.19048657137,25028.190486571373,1.1251409524328568
2020-03-19,-2,-1.6405517419520594,0.0,0.0003304,0.0,0.0784,200000,225028.19048657137,25028.190486571373,1.1251409524328568
2020-03-20,-2,-2.158154672843934,0.0,0.0003259,0.0,0.0833,200000,225028.19048657137,25028.190486571373,1.1251409524328568
2020-03-21,-2,-1.7473687093857624,0.0,0.0003237,0.0,0.0818,200000,225028.19048657137,25028.190486571373,1.1251409524328568
2020-03-22,0,-0.9661550884882004,0.0,0.0003046,0.0,0.0722,200000,225028.19048657137,25028.190486571373,1.1251409524328568
2020-03-23,-1,-1.132934653711023,343764421.76378155,0.0003273,-1411720.141070084,0.0797,200000,225028.1904865714,25028.190486571402,1.125140952432857
2020-03-24,-1,-1.0950162875615899,343764421.76378155,0.0003345,-1411720.141070084,0.0821,200000,230891.42266183882,30891.42266183882,1.154457113309194
2020-03-25,-2,-1.3378679159047118,0.0,0.0003198,0.0,0.0818,200000,230571.03594604688,30571.035946046875,1.1528551797302344
2020-03-26,-1,-1.1966434046731331,354615558.20677775,0.0003251,-1387310.68559595,0.0831,200000,230571.03594604688,30571.035946046875,1.1528551797302344
2020-03-27,-1,-1.0906037196187839,354615558.20677775,0.0003112,-1387310.68559595,0.0796,200000,220786.29228738687,20786.292287386867,1.1039314614369344
2020-03-28,-1,-0.6946912826173235,354615558.20677775,0.0003188,-1387310.68559595,0.0788,200000,222371.5219812816,22371.521981281607,1.1118576099064081
2020-03-29,-1,-0.9051312521220068,354615558.20677775,0.0003091,-1387310.68559595,0.0789,200000,219070.48213523545,19070.48213523545,1.0953524106761772
2020-03-30,-1,-0.7473126622271484,354615558.20677775,0.0003298,-1387310.68559595,0.0835,200000,232792.65334385715,32792.65334385715,1.1639632667192856
2020-03-31,-1,-0.4489266402044707,354615558.20677775,0.0003378,-1387310.68559595,0.0835,200000,235629.5778095114,35629.57780951139,1.178147889047557
2020-04-01,-1,-0.44181971186985913,354615558.20677775,0.0003331,-1387310.68559595,0.0829,200000,233130.49827458194,33130.49827458194,1.1656524913729096
2020-04-02,-1,-0.7855532797661028,354615558.20677775,0.0003299,-1387310.68559595,0.0844,200000,234076.69451671417,34076.69451671417,1.170383472583571
2020-04-03,-1,-0.7691661017047061,354615558.20677775,0.0003317,-1387310.68559595,0.0847,200000,235131.19572716515,35131.19572716515,1.1756559786358258
2020-04-04,-1,-1.061548922160945,354615558.20677775,0.0003292,-1387310.68559595,0.0854,200000,235215.7743115654,35215.77431156539,1.176078871557827
2020-04-05,-1,-0.8328950293783283,354615558.20677775,0.0003285,-1387310.68559595,0.0846,200000,233857.69487234385,33857.694872343855,1.1692884743617193
2020-04-06,-1,-0.37574000159156806,354615558.20677775,0.0003525,-1387310.68559595,0.0892,200000,248750.0974230479,48750.097423047904,1.2437504871152396
2020-04-07,-1,-0.6520576054617209,354615558.20677775,0.0003431,-1387310.68559595,0.0877,200000,243335.74514751026,43335.74514751026,1.2166787257375513
2020-04-08,-1,-0.3062815664732258,354615558.20677775,0.0003585,-1387310.68559595,0.091,200000,253374.9500063613,53374.950006361294,1.2668747500318065
2020-04-09,0,0.30629778516762174,0.0,0.0003647,0.0,0.0912,200000,227765.47639438574,27765.47639438574,1.1388273819719288
2020-04-10,2,1.9201384897254803,0.0,0.0003415,0.0,0.0818,200000,227765.47639438574,27765.47639438574,1.1388273819719288
2020-04-11,2,1.2104533101106665,0.0,0.0003387,0.0,0.083,200000,227765.47639438574,27765.47639438574,1.1388273819719288
2020-04-12,0,-0.32008484908934143,0.0,0.0003346,0.0,0.0849,200000,227765.47639438574,27765.47639438574,1.1388273819719288
2020-04-13,1,1.0555575355055564,-337930973.8789106,0.000337,1368782.9110239528,0.0832,200000,227765.47639438574,27765.47639438574,1.1388273819719288
2020-04-14,1,0.27266508516802135,-337930973.8789106,0.0003357,1368782.9110239528,0.0841,200000,228558.0707482647,28558.070748264698,1.1427903537413235
2020-04-15,1,0.562317441339521,-337930973.8789106,0.0003268,1368782.9110239528,0.0813,200000,221717.89292987532,21717.89292987532,1.1085894646493766
2020-04-16,0,-0.1621661059992165,0.0,0.0003363,0.0,0.0848,200000,225338.87205503217,25338.872055032174,1.126694360275161
2020-04-17,0,0.43520302677432954,0.0,0.0003376,0.0,0.0842,200000,225338.87205503217,25338.872055032174,1.126694360275161
2020-04-18,0,-0.36831880028628544,0.0,0.0003437,0.0,0.087,200000,225338.87205503217,25338.872055032174,1.126694360275161
2020-04-19,0,-0.7991526002888633,0.0,0.0003348,0.0,0.0855,200000,225338.87205503217,25338.872055032174,1.126694360275161
2020-04-20,-2,-2.9057188080039844,0.0,0.000312,0.0,0.0852,200000,225338.87205503217,25338.872055032174,1.126694360275161
2020-04-21,-2,-1.4525879282305942,0.0,0.0003146,0.0,0.083,200000,225338.87205503217,25338.872055032174,1.126694360275161
2020-04-22,-2,-1.6739735299369716,0.0,0.0003193,0.0,0.0853,200000,225338.87205503217,25338.872055032174,1.126694360275161
2020-04-23,-1,-1.177955064755393,346568551.2996496,0.0003251,-1313163.59006429,0.0858,200000,225338.87205503217,25338.872055032174,1.126694360275161
2020-04-24,-2,-1.2241941279029562,0.0,0.0003333,0.0,0.0883,200000,225779.91890953574,25779.918909535743,1.1288995945476787
2020-04-25,0,-0.9539526059470008,0.0,0.000341,0.0,0.0897,200000,225779.91890953574,25779.918909535743,1.1288995945476787
2020-04-26,-2,-1.6403885511827023,0.0,0.0003455,0.0,0.0938,200000,225779.91890953574,25779.918909535743,1.1288995945476787
2020-04-27,0,-0.7775347123969816,0.0,0.0003457,0.0,0.0911,200000,225779.91890953574,25779.918909535743,1.1288995945476787
2020-04-28,-2,-1.2098847293253623,0.0,0.0003426,0.0,0.0922,200000,225779.91890953574,25779.918909535743,1.1288995945476787
2020-04-29,0,-0.5287324762520226,0.0,0.0003616,0.0,0.095,200000,225779.91890953574,25779.918909535743,1.1288995945476787
2020-04-30,0,-0.32721107714625897,0.0,0.000351,0.0,0.0918,200000,225779.91890953574,25779.918909535743,1.1288995945476787
2020-05-01,0,-0.8494494536969659,0.0,0.0003623,0.0,0.0967,200000,225779.91890953574,25779.918909535743,1.1288995945476787
2020-05-02,2,2.5411915975779173,0.0,0.0004421,0.0,0.1043,200000,225779.91890953574,25779.918909535743,1.1288995945476787
2020-05-03,2,3.8372501708875997,0.0,0.0005045,0.0,0.0974,200000,225779.91890953574,25779.918909535743,1.1288995945476787
2020-05-04,2,3.5133475704500556,0.0,0.0005696,0.0,0.0938,200000,225779.91890953574,25779.918909535743,1.1288995945476787
2020-05-05,2,2.5086052291576015,0.0,0.0005493,0.0,0.0926,200000,225779.91890953574,25779.918909535743,1.1288995945476787
2020-05-06,2,1.6948406624698074,0.0,0.0004995,0.0,0.0903,200000,225779.91890953574,25779.918909535743,1.1288995945476787
2020-05-07,2,1.8370241752955523,0.0,0.0005433,0.0,0.0922,200000,225779.91890953574,25779.918909535743,1.1288995945476787
2020-05-08,2,1.2422203003689063,0.0,0.0005271,0.0,0.0959,200000,225779.91890953574,25779.918909535743,1.1288995945476787
2020-05-09,2,1.2418644981584792,0.0,0.0005186,0.0,0.0922,200000,225779.91890953574,25779.918909535743,1.1288995945476787
2020-05-10,0,0.25496271859980296,0.0,0.0004688,0.0,0.0988,200000,225779.91890953574,25779.918909535743,1.1288995945476787
2020-05-11,0,0.8782798495858317,0.0,0.0004898,0.0,0.0906,200000,225779.91890953574,25779.918909535743,1.1288995945476787
2020-05-12,0,0.8148035329697702,0.0,0.0004961,0.0,0.0914,200000,225779.91890953574,25779.918909535743,1.1288995945476787
2020-05-13,0,0.978560133363954,0.0,0.0005215,0.0,0.0919,200000,225779.91890953574,25779.918909535743,1.1288995945476787
2020-05-14,0,0.8456887450938055,0.0,0.0005167,0.0,0.0917,200000,225779.91890953574,25779.918909535743,1.1288995945476787
2020-05-15,1,1.0446803811674223,-212999923.49956203,0.00053,1259932.5832005343,0.0896,200000,225779.91890953574,25779.918909535743,1.1288995945476787
2020-05-16,1,0.8297158052804702,-212999923.49956203,0.0005333,1259932.5832005343,0.092,200000,229506.65685676556,29506.656856765563,1.1475332842838277
2020-05-17,1,0.8319342723527748,-212999923.49956203,0.000539,1259932.5832005343,0.0918,200000,230468.76990407298,30468.76990407298,1.1523438495203648
2020-05-18,1,0.46399287251041427,-212999923.49956203,0.0005363,1259932.5832005343,0.0953,200000,234303.43415182602,34303.43415182602,1.17151717075913
2020-05-19,1,0.40602515507800013,-212999923.49956203,0.0005372,1259932.5832005343,0.0952,200000,234369.1408246556,34369.140824655595,1.171845704123278
2020-05-20,0,-0.4670671541114137,0.0,0.0005203,0.0,0.1009,200000,209476.58146142395,9476.58146142395,1.0473829073071197
2020-05-21,0,-0.8823649309396603,0.0,0.0005134,0.0,0.1005,200000,209476.58146142395,9476.58146142395,1.0473829073071197
2020-05-22,-2,-1.7551975912323774,0.0,0.000535,0.0,0.1092,200000,209476.58146142395,9476.58146142395,1.0473829073071197
2020-05-23,-1,-1.1589130400520096,198782104.25263235,0.0005269,-1014905.9179332556,0.1032,200000,209476.58146142395,9476.58146142395,1.0473829073071197
2020-05-24,-1,-0.28742583993028964,198782104.25263235,0.0005315,-1014905.9179332556,0.0985,200000,205620.92132669978,5620.921326699783,1.028104606633499
2020-05-25,-2,-1.579910912437329,0.0,0.0005659,0.0,0.1158,200000,214511.8939615303,14511.893961530295,1.0725594698076515
2020-05-26,-2,-3.030877691979972,0.0,0.0005634,0.0,0.1467,200000,214511.8939615303,14511.893961530295,1.0725594698076515
2020-05-27,-2,-1.6316446241139182,0.0,0.0005584,0.0,0.1261,200000,214511.8939615303,14511.893961530295,1.0725594698076515
2020-05-28,0,-0.9891581492967009,0.0,0.0005685,0.0,0.1206,200000,214511.8939615303,14511.893961530295,1.0725594698076515
2020-05-29,-1,-1.0758526769602605,191528476.75136635,0.00056,-882039.037670766,0.1216,200000,214511.8939615303,14511.893961530295,1.0725594698076515
2020-05-30,-1,-0.7000783437669056,191528476.75136635,0.0005828,-882039.037670766,0.121,200000,218349.51980885898,18349.519808858982,1.0917475990442949
2020-05-31,0,0.34092972756082784,0.0,0.000627,0.0,0.1165,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-01,0,-0.06455470748466677,0.0,0.000628,0.0,0.122,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-02,0,-0.7861904991228869,0.0,0.0006233,0.0,0.1323,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-03,0,0.003136913083985013,0.0,0.000652,0.0,0.1276,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-04,0,0.14678825507162216,0.0,0.0006478,0.0,0.126,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-05,0,0.22723820353266405,0.0,0.000638,0.0,0.1241,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-06,0,0.027581568690243044,0.0,0.0006376,0.0,0.1274,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-07,0,0.08662376337305322,0.0,0.0006279,0.0,0.1257,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-08,0,0.14513135236777758,0.0,0.0006394,0.0,0.1284,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-09,0,-0.6505791352740146,0.0,0.0006348,0.0,0.1358,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-10,0,-0.17655952049868026,0.0,0.0006364,0.0,0.1318,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-11,0,0.670845510910201,0.0,0.0005783,0.0,0.1125,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-12,0,-0.1999522420559713,0.0,0.0006051,0.0,0.1256,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-13,0,-0.26342795395545904,0.0,0.00061,0.0,0.1279,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-14,0,-0.03866500356033937,0.0,0.0005931,0.0,0.1225,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-15,0,-0.08605611066976299,0.0,0.0005923,0.0,0.1212,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-16,0,-0.6282350238469337,0.0,0.0005834,0.0,0.1216,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-17,-2,-2.4328905665524547,0.0,0.0005821,0.0,0.1347,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-18,-2,-2.699551647888481,0.0,0.0005773,0.0,0.1416,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-19,-2,-1.8565767897938223,0.0,0.0005653,0.0,0.1334,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-20,-2,-1.5776807729374667,0.0,0.000576,0.0,0.1347,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-21,-2,-2.360840622405779,0.0,0.0005715,0.0,0.1494,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-22,-2,-2.526220473852419,0.0,0.0005875,0.0,0.1696,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-23,-2,-2.117676242276227,0.0,0.0005815,0.0,0.1686,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-24,-2,-2.0551303653515998,0.0,0.0005625,0.0,0.172,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-25,-2,-2.338547907517906,0.0,0.0005608,0.0,0.2028,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-26,-2,-2.5069536195882542,0.0,0.0005526,0.0,0.2574,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-27,-2,-1.9707365188823005,0.0,0.0005318,0.0,0.2322,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-28,-2,-1.8837553431259018,0.0,0.000535,0.0,0.2577,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-29,-2,-1.793225718948303,0.0,0.000542,0.0,0.2896,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-06-30,-2,-1.347073667884088,0.0,0.0005276,0.0,0.242,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-07-01,-1,-1.1356609093034609,179582046.3816647,0.000549,-411136.5448854625,0.2398,200000,197181.08692706784,-2818.9130729321623,0.9859054346353392
2020-07-02,-1,-0.7235380021738517,179582046.3816647,0.0005484,-411136.5448854625,0.2068,200000,183505.83171801857,-16494.16828198143,0.9175291585900929
2020-07-03,-1,-0.5317592432022269,179582046.3816647,0.0005451,-411136.5448854625,0.1962,200000,178555.16358917317,-21444.83641082683,0.8927758179458658
2020-07-04,-1,-0.6169266810980687,179582046.3816647,0.000552,-411136.5448854625,0.2113,200000,186002.44153697713,-13997.55846302287,0.9300122076848857
2020-07-05,-1,-0.45411301448786073,179582046.3816647,0.000558,-411136.5448854625,0.2069,200000,185270.9330177711,-14729.066982228891,0.9263546650888556
2020-07-06,-1,-0.3069760073990401,179582046.3816647,0.0005672,-411136.5448854625,0.2059,200000,186511.95129959693,-13488.048700403073,0.9325597564979846
2020-07-07,-1,-0.3118653775480997,179582046.3816647,0.0005556,-411136.5448854625,0.2067,200000,184757.708797478,-15242.291202522,0.92378854398739
2020-07-08,0,0.29257264515077397,0.0,0.0006315,0.0,0.2055,200000,168263.5846110091,-31736.415388990892,0.8413179230550456
2020-07-09,2,1.85772054279726,0.0,0.0008031,0.0,0.1942,200000,168263.5846110091,-31736.415388990892,0.8413179230550456
2020-07-10,2,1.6678609217643676,0.0,0.0007321,0.0,0.1862,200000,168263.5846110091,-31736.415388990892,0.8413179230550456
2020-07-11,2,1.3082018951762586,0.0,0.0007172,0.0,0.1951,200000,168263.5846110091,-31736.415388990892,0.8413179230550456
2020-07-12,2,1.2801484801941105,0.0,0.0007,0.0,0.1899,200000,168263.5846110091,-31736.415388990892,0.8413179230550456
2020-07-13,2,1.377888338009203,0.0,0.000708,0.0,0.1865,200000,168263.5846110091,-31736.415388990892,0.8413179230550456
2020-07-14,0,0.951150390715163,0.0,0.0007188,0.0,0.2035,200000,168263.5846110091,-31736.415388990892,0.8413179230550456
2020-07-15,0,0.9147070844238357,0.0,0.0006824,0.0,0.1916,200000,168263.5846110091,-31736.415388990892,0.8413179230550456
2020-07-16,2,1.4542578766349301,0.0,0.000735,0.0,0.1809,200000,168263.5846110091,-31736.415388990892,0.8413179230550456
2020-07-17,1,1.0663272144669618,-116703831.74574082,0.0007209,451108.8059276384,0.1865,200000,168263.5846110091,-31736.415388990892,0.8413179230550456
2020-07-18,1,0.8263375640682391,-116703831.74574082,0.0007007,451108.8059276384,0.1867,200000,165996.38897093065,-34003.61102906935,0.8299819448546533
2020-07-19,1,0.9751314794364768,-116703831.74574082,0.0007258,451108.8059276384,0.1859,200000,168564.76810300665,-31435.231896993355,0.8428238405150332
2020-07-20,1,0.7205485996831171,-116703831.74574082,0.0007081,451108.8059276384,0.1869,200000,166950.2190870347,-33049.7809129653,0.8347510954351735
2020-07-21,1,1.1002461693281054,-116703831.74574082,0.0007553,451108.8059276384,0.186,200000,172052.64202009878,-27947.357979901222,0.8602632101004939
2020-07-22,1,1.060882556107769,-116703831.74574082,0.0007726,451108.8059276384,0.1887,200000,175289.61208530472,-24710.387914695282,0.8764480604265236
2020-07-23,1,1.1602440770669085,-116703831.74574082,0.0007841,451108.8059276384,0.1863,200000,175549.0450161544,-24450.954983845586,0.877745225080772
2020-07-24,1,1.1821103058812137,-116703831.74574082,0.0007721,451108.8059276384,0.1811,200000,171802.8332443818,-28197.166755618207,0.859014166221909
2020-07-25,1,0.9198239801113524,-116703831.74574082,0.0007637,451108.8059276384,0.1834,200000,171860.07131135114,-28139.928688648855,0.8593003565567557
