date,statusList,zscore,ATOMUSDT_position,ATOMUSDT_price,CELRUSDT_position,CELRUSDT_price,init,total_asset,pnl,return
2020-02-18,-1,-1.0654027884484782,23089.858328062153,4.441,-22787124.629983116,0.0045,200000,205084.12166984804,5084.121669848042,1.0254206083492403
2020-02-19,-1,-0.7266028750937205,23089.858328062153,4.146,-22787124.629983116,0.00406,200000,188246.27862587714,-11753.721374122862,0.9412313931293856
2020-02-20,0,0.5508518371496177,0.0,4.461,0.0,0.00386,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-02-21,2,1.7083644962603275,0.0,4.953,0.0,0.00392,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-02-22,2,1.8995989987849762,0.0,5.011,0.0,0.00392,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-02-23,0,0.5505218987276043,0.0,4.794,0.0,0.00419,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-02-24,0,0.33901944295423303,0.0,4.393,0.0,0.00391,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-02-25,0,0.5290502777203459,0.0,4.051,0.0,0.00356,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-02-26,0,0.40777796790528353,0.0,3.641,0.0,0.00323,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-02-27,0,0.2689151857754184,0.0,3.692,0.0,0.00332,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-02-28,0,-0.5867735134465885,0.0,3.548,0.0,0.00345,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-02-29,0,-0.3510346264034901,0.0,3.443,0.0,0.00329,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-01,0,-0.5494297670263099,0.0,3.347,0.0,0.00326,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-02,0,-0.10467315113646126,0.0,3.709,0.0,0.00348,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-03,0,-0.4686867108087803,0.0,3.623,0.0,0.00352,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-04,0,-0.3314283352228853,0.0,3.743,0.0,0.00358,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-05,0,-0.5839531246442334,0.0,3.756,0.0,0.00364,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-06,0,-0.20371192779617595,0.0,3.854,0.0,0.0036,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-07,0,-0.5346789615625543,0.0,3.618,0.0,0.00346,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-08,0,-0.3552340403301164,0.0,3.081,0.0,0.0029,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-09,0,-0.7901042666438548,0.0,3.026,0.0,0.00293,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-10,0,-0.4702783540295097,0.0,3.062,0.0,0.00289,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-11,0,-0.47935805800334075,0.0,2.994,0.0,0.00284,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-12,2,2.5361567326052095,0.0,1.615,0.0,0.00126,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-13,2,2.84152160932294,0.0,1.804,0.0,0.00136,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-14,2,2.820563553707345,0.0,1.837,0.0,0.0013,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-15,2,2.1582557516288023,0.0,1.921,0.0,0.00138,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-16,2,2.402113422695445,0.0,1.671,0.0,0.00111,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-17,2,1.4569258449026279,0.0,1.763,0.0,0.00127,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-18,2,1.6010060783702407,0.0,1.811,0.0,0.00125,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-19,0,0.6361267447602286,0.0,2.067,0.0,0.0016,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-20,2,1.3873504281231108,0.0,2.165,0.0,0.00149,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-21,2,1.2101358875520827,0.0,2.168,0.0,0.0015,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-22,0,0.8690194520371245,0.0,1.917,0.0,0.00137,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-23,0,0.730921402340982,0.0,2.111,0.0,0.00152,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-24,0,0.9103634899587643,0.0,2.143,0.0,0.00149,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-25,0,0.644435696544558,0.0,2.079,0.0,0.00148,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-26,0,-0.3816107689904314,0.0,2.173,0.0,0.00175,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-27,0,-0.3049590146281811,0.0,1.992,0.0,0.00157,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-28,0,-0.15604813678779975,0.0,1.971,0.0,0.00151,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-29,0,-0.5216214809238088,0.0,1.85,0.0,0.00145,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-30,0,-0.7620564647393098,0.0,1.957,0.0,0.00154,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-03-31,-2,-1.4358955513028377,0.0,1.95,0.0,0.00157,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-04-01,-2,-1.3282203161619137,0.0,1.969,0.0,0.00158,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-04-02,-1,-1.1470384942058922,47941.11118569566,1.982,-60138786.31015747,0.00158,200000,190038.56474009762,-9961.435259902384,0.9501928237004881
2020-04-03,-2,-1.3649983232637275,0.0,1.978,0.0,0.00162,200000,192635.88063724668,-7364.119362753321,0.9631794031862334
2020-04-04,0,-0.9658885291322188,0.0,2.022,0.0,0.00162,200000,192635.88063724668,-7364.119362753321,0.9631794031862334
2020-04-05,0,-0.523698719958812,0.0,2.064,0.0,0.00161,200000,192635.88063724668,-7364.119362753321,0.9631794031862334
2020-04-06,0,0.6941873651792239,0.0,2.407,0.0,0.00174,200000,192635.88063724668,-7364.119362753321,0.9631794031862334
2020-04-07,0,0.44837833241806413,0.0,2.346,0.0,0.00173,200000,192635.88063724668,-7364.119362753321,0.9631794031862334
2020-04-08,1,1.1908911326886675,-38635.35512179035,2.493,55038823.03921334,0.00175,200000,192635.88063724668,-7364.119362753321,0.9631794031862334
2020-04-09,2,1.2930231838747233,0.0,2.573,0.0,0.0018,200000,192974.76789502925,-7025.232104970753,0.9648738394751463
2020-04-10,2,1.4559227197993854,0.0,2.307,0.0,0.0016,200000,192974.76789502925,-7025.232104970753,0.9648738394751463
2020-04-11,2,1.283696630461929,0.0,2.306,0.0,0.00161,200000,192974.76789502925,-7025.232104970753,0.9648738394751463
2020-04-12,1,1.0839061105610042,-41969.28401370797,2.299,59560113.54784854,0.00162,200000,192974.76789502925,-7025.232104970753,0.9648738394751463
2020-04-13,2,1.9528951835029238,0.0,2.259,0.0,0.0015,200000,198443.21016022272,-1556.7898397772806,0.9922160508011136
2020-04-14,2,2.1205254427376783,0.0,2.361,0.0,0.00152,200000,198443.21016022272,-1556.7898397772806,0.9922160508011136
2020-04-15,2,1.6810808949447216,0.0,2.27,0.0,0.00148,200000,198443.21016022272,-1556.7898397772806,0.9922160508011136
2020-04-16,2,1.551257217402429,0.0,2.422,0.0,0.00157,200000,198443.21016022272,-1556.7898397772806,0.9922160508011136
2020-04-17,0,0.9713161565165955,0.0,2.367,0.0,0.00159,200000,198443.21016022272,-1556.7898397772806,0.9922160508011136
2020-04-18,0,0.846354308340546,0.0,2.509,0.0,0.00169,200000,198443.21016022272,-1556.7898397772806,0.9922160508011136
2020-04-19,0,0.6458999866407965,0.0,2.382,0.0,0.00162,200000,198443.21016022272,-1556.7898397772806,0.9922160508011136
2020-04-20,0,0.6915608312770608,0.0,2.271,0.0,0.00153,200000,198443.21016022272,-1556.7898397772806,0.9922160508011136
2020-04-21,0,0.5266682815472704,0.0,2.271,0.0,0.00154,200000,198443.21016022272,-1556.7898397772806,0.9922160508011136
2020-04-22,0,0.35355719891925186,0.0,2.388,0.0,0.00163,200000,198443.21016022272,-1556.7898397772806,0.9922160508011136
2020-04-23,0,-0.08521179840148274,0.0,2.427,0.0,0.00169,200000,198443.21016022272,-1556.7898397772806,0.9922160508011136
2020-04-24,0,-0.21148443066976996,0.0,2.748,0.0,0.00191,200000,198443.21016022272,-1556.7898397772806,0.9922160508011136
2020-04-25,0,0.20731430271348683,0.0,2.871,0.0,0.00195,200000,198443.21016022272,-1556.7898397772806,0.9922160508011136
2020-04-26,-2,-1.560450012882509,0.0,2.808,0.0,0.00203,200000,198443.21016022272,-1556.7898397772806,0.9922160508011136
2020-04-27,0,-0.24070131412124623,0.0,2.767,0.0,0.0019,200000,198443.21016022272,-1556.7898397772806,0.9922160508011136
2020-04-28,0,0.36642849250685544,0.0,2.793,0.0,0.00188,200000,198443.21016022272,-1556.7898397772806,0.9922160508011136
2020-04-29,0,0.33402491532261225,0.0,2.929,0.0,0.00197,200000,198443.21016022272,-1556.7898397772806,0.9922160508011136
2020-04-30,-1,-1.1197860931613715,36291.735581606205,2.734,-51677919.312557995,0.00192,200000,198443.21016022272,-1556.7898397772806,0.9922160508011136
2020-05-01,-1,-0.3680868278144235,36291.735581606205,2.828,-51677919.312557995,0.00194,200000,202888.19169114484,2888.191691144835,1.0144409584557241
2020-05-02,-1,-0.7554082855545357,36291.735581606205,2.873,-51677919.312557995,0.00199,200000,207105.21575794503,7105.215757945029,1.0355260787897251
2020-05-03,-2,-1.3007948174275652,0.0,2.774,0.0,0.00196,200000,199058.6575094608,-941.3424905391876,0.9952932875473041
2020-05-04,0,-0.5070650185777639,0.0,2.761,0.0,0.00191,200000,199058.6575094608,-941.3424905391876,0.9952932875473041
2020-05-05,-2,-3.3717858191827164,0.0,2.707,0.0,0.00214,200000,199058.6575094608,-941.3424905391876,0.9952932875473041
2020-05-06,-2,-2.4056606545438917,0.0,2.619,0.0,0.00203,200000,199058.6575094608,-941.3424905391876,0.9952932875473041
2020-05-07,0,-0.7041209334647187,0.0,2.725,0.0,0.00196,200000,199058.6575094608,-941.3424905391876,0.9952932875473041
2020-05-08,0,-0.544875439361019,0.0,2.806,0.0,0.00201,200000,199058.6575094608,-941.3424905391876,0.9952932875473041
2020-05-09,-1,-1.0098004641607305,36192.48318353833,2.75,-49271944.92808436,0.00202,200000,199058.6575094608,-941.3424905391876,0.9952932875473041
2020-05-10,-1,-0.7283361659642104,36192.48318353833,2.514,-49271944.92808436,0.00183,200000,181155.56194180972,-18844.43805819028,0.9057778097090486
2020-05-11,-2,-1.3971637896540725,0.0,2.394,0.0,0.00181,200000,201596.07308790274,1596.0730879027396,1.0079803654395136
2020-05-12,0,-0.95987157300697,0.0,2.486,0.0,0.00185,200000,201596.07308790274,1596.0730879027396,1.0079803654395136
2020-05-13,-2,-2.457732238585821,0.0,2.54,0.0,0.00211,200000,201596.07308790274,1596.0730879027396,1.0079803654395136
2020-05-14,-2,-2.86031289721314,0.0,2.528,0.0,0.00234,200000,201596.07308790274,1596.0730879027396,1.0079803654395136
2020-05-15,-2,-2.5821655447898393,0.0,2.473,0.0,0.00241,200000,201596.07308790274,1596.0730879027396,1.0079803654395136
2020-05-16,-2,-2.5941369871203803,0.0,2.555,0.0,0.00279,200000,201596.07308790274,1596.0730879027396,1.0079803654395136
2020-05-17,-2,-1.8572780529603223,0.0,2.544,0.0,0.00259,200000,201596.07308790274,1596.0730879027396,1.0079803654395136
2020-05-18,-2,-1.5682955640155747,0.0,2.6,0.0,0.00261,200000,201596.07308790274,1596.0730879027396,1.0079803654395136
2020-05-19,-2,-1.3379834725400492,0.0,2.617,0.0,0.00259,200000,201596.07308790274,1596.0730879027396,1.0079803654395136
2020-05-20,0,-0.9015723612388163,0.0,2.705,0.0,0.00252,200000,201596.07308790274,1596.0730879027396,1.0079803654395136
2020-05-21,0,-0.9897850736369768,0.0,2.513,0.0,0.00242,200000,201596.07308790274,1596.0730879027396,1.0079803654395136
2020-05-22,-1,-1.0712657144934554,38036.9949222458,2.65,-38181074.44846643,0.00264,200000,201596.07308790274,1596.0730879027396,1.0079803654395136
2020-05-23,-1,-1.0068931919382054,38036.9949222458,2.592,-38181074.44846643,0.0026,200000,197862.68440447384,-2137.315595526161,0.9893134220223692
2020-05-24,-1,-1.1347856307196138,38036.9949222458,2.495,-38181074.44846643,0.00261,200000,194554.90664150065,-5445.093358499347,0.9727745332075033
2020-05-25,-2,-1.6071424780444858,0.0,2.612,0.0,0.00313,200000,221750.20537469658,21750.205374696583,1.1087510268734828
2020-05-26,-1,-1.1125932312395965,42924.93328972059,2.583,-38767518.42214975,0.00286,200000,221750.20537469658,21750.205374696583,1.1087510268734828
2020-05-27,-1,-1.0191188308448964,42924.93328972059,2.601,-38767518.42214975,0.00288,200000,223298.20454235454,23298.204542354535,1.1164910227117726
2020-05-28,-1,-0.8268220629278912,42924.93328972059,2.671,-38767518.42214975,0.00289,200000,226690.6250568565,26690.625056856486,1.1334531252842823
2020-05-29,-1,-0.6646269856560073,42924.93328972059,2.677,-38767518.42214975,0.00285,200000,225397.4739197088,25397.473919708806,1.126987369598544
2020-05-30,-1,-0.3759418065575643,42924.93328972059,2.817,-38767518.42214975,0.0029,200000,233345.34050137718,33345.340501377184,1.166726702506886
2020-05-31,-1,-0.26310932135012116,42924.93328972059,2.728,-38767518.42214975,0.0028,200000,225648.26959637707,25648.269596377068,1.1282413479818854
2020-06-01,0,0.26168410668360326,0.0,2.862,0.0,0.00284,200000,208998.79861842154,8998.79861842154,1.0449939930921077
2020-06-02,0,0.38700986377841773,0.0,2.761,0.0,0.00276,200000,208998.79861842154,8998.79861842154,1.0449939930921077
2020-06-03,0,0.7512556518747041,0.0,2.906,0.0,0.00286,200000,208998.79861842154,8998.79861842154,1.0449939930921077
2020-06-04,2,1.7675140797261508,0.0,3.11,0.0,0.00287,200000,208998.79861842154,8998.79861842154,1.0449939930921077
2020-06-05,2,1.481560407522683,0.0,3.093,0.0,0.00287,200000,208998.79861842154,8998.79861842154,1.0449939930921077
2020-06-06,0,0.8624937242560924,0.0,3.056,0.0,0.00293,200000,208998.79861842154,8998.79861842154,1.0449939930921077
2020-06-07,0,-0.23922119261836935,0.0,3.02,0.0,0.00311,200000,208998.79861842154,8998.79861842154,1.0449939930921077
2020-06-08,0,0.4807816485770058,0.0,3.155,0.0,0.0031,200000,208998.79861842154,8998.79861842154,1.0449939930921077
2020-06-09,0,-0.9515456607325546,0.0,3.117,0.0,0.00339,200000,208998.79861842154,8998.79861842154,1.0449939930921077
2020-06-10,0,-0.6280958380262646,0.0,3.114,0.0,0.00333,200000,208998.79861842154,8998.79861842154,1.0449939930921077
2020-06-11,0,-0.7815382559016162,0.0,2.763,0.0,0.003,200000,208998.79861842154,8998.79861842154,1.0449939930921077
2020-06-12,-2,-1.207057065402943,0.0,2.862,0.0,0.00323,200000,208998.79861842154,8998.79861842154,1.0449939930921077
2020-06-13,-2,-2.5733214157309687,0.0,2.873,0.0,0.00386,200000,208998.79861842154,8998.79861842154,1.0449939930921077
2020-06-14,-2,-2.457741849366368,0.0,2.756,0.0,0.00384,200000,208998.79861842154,8998.79861842154,1.0449939930921077
2020-06-15,-2,-2.3659198962707886,0.0,2.705,0.0,0.00403,200000,208998.79861842154,8998.79861842154,1.0449939930921077
2020-06-16,-2,-1.9455793664280856,0.0,2.729,0.0,0.00401,200000,208998.79861842154,8998.79861842154,1.0449939930921077
2020-06-17,-2,-1.5998409003372018,0.0,2.703,0.0,0.00388,200000,208998.79861842154,8998.79861842154,1.0449939930921077
2020-06-18,-2,-1.915423001295061,0.0,2.643,0.0,0.00436,200000,208998.79861842154,8998.79861842154,1.0449939930921077
2020-06-19,-2,-1.7403510919033713,0.0,2.597,0.0,0.0044,200000,208998.79861842154,8998.79861842154,1.0449939930921077
2020-06-20,-2,-1.4790051974810274,0.0,2.62,0.0,0.00436,200000,208998.79861842154,8998.79861842154,1.0449939930921077
2020-06-21,-1,-1.1306663916195028,40207.54109627194,2.599,-25738768.30276127,0.00406,200000,208998.79861842154,8998.79861842154,1.0449939930921077
2020-06-22,-1,-0.8946044114115903,40207.54109627194,2.688,-25738768.30276127,0.00404,200000,212062.49440993453,12062.49440993453,1.0603124720496726
2020-06-23,-1,-0.6590929949317818,40207.54109627194,2.774,-25738768.30276127,0.004,200000,214490.79221210344,14490.792212103435,1.0724539610605173
2020-06-24,-1,-0.44321196634222676,40207.54109627194,2.685,-25738768.30276127,0.00374,200000,204220.2412958173,4220.241295817308,1.0211012064790865
2020-06-25,-1,-0.444144257515007,40207.54109627194,2.624,-25738768.30276127,0.00372,200000,201252.8059228895,1252.8059228895,1.0062640296144476
2020-06-26,0,0.03796247342184405,0.0,2.622,0.0,0.00344,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-06-27,0,-0.32005514999509754,0.0,2.429,0.0,0.00345,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-06-28,0,-0.5474319797892707,0.0,2.504,0.0,0.00375,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-06-29,0,0.009369202747675137,0.0,2.646,0.0,0.00369,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-06-30,0,0.3521793796147323,0.0,2.595,0.0,0.00353,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-01,0,0.04455336954909061,0.0,2.659,0.0,0.00381,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-02,0,-0.6042457864571147,0.0,2.659,0.0,0.00406,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-03,0,-0.5393663949107853,0.0,2.69,0.0,0.00411,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-04,0,-0.5850867334325236,0.0,2.779,0.0,0.00428,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-05,2,1.497077400237617,0.0,2.93,0.0,0.0039,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-06,0,0.4546519290337077,0.0,3.021,0.0,0.0043,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-07,2,1.2367370478089894,0.0,3.249,0.0,0.00436,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-08,2,2.021399852410684,0.0,3.554,0.0,0.00444,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-09,2,2.380051309161274,0.0,3.788,0.0,0.0045,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-10,2,1.61126138070377,0.0,4.053,0.0,0.00503,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-11,2,1.6117517148564997,0.0,3.921,0.0,0.0048,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-12,2,1.2567133730717313,0.0,4.023,0.0,0.005,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-13,0,0.5700824610254578,0.0,3.872,0.0,0.00504,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-14,2,1.400398923191261,0.0,3.959,0.0,0.00479,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-15,2,1.9154796297544385,0.0,4.047,0.0,0.0046,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-16,2,1.3563923903206656,0.0,4.077,0.0,0.00479,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-17,2,1.6255369151111814,0.0,4.145,0.0,0.00467,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-18,2,1.3825151581029878,0.0,4.36,0.0,0.00495,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-19,0,0.8399764444991875,0.0,4.202,0.0,0.00497,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-20,-2,-1.3232086003282402,0.0,3.881,0.0,0.0058,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-21,-2,-1.9457266712251002,0.0,4.01,0.0,0.0067,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-22,-2,-1.5379806811084515,0.0,4.012,0.0,0.00636,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-23,-2,-1.503357136556145,0.0,3.963,0.0,0.00629,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-24,-2,-1.8564133494600454,0.0,3.825,0.0,0.00655,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-25,-2,-1.3430099302457816,0.0,3.917,0.0,0.00631,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-26,-2,-2.037762645246516,0.0,3.81,0.0,0.00744,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-27,-2,-2.0955124548708857,0.0,3.593,0.0,0.00791,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-28,-2,-1.5777319769543385,0.0,3.751,0.0,0.0076,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-29,-2,-1.2722754867900217,0.0,3.634,0.0,0.00704,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-30,-1,-1.1145319247409944,25940.587203010444,3.703,-13529294.987710938,0.0071,200000,192115.98882549533,-7884.011174504674,0.9605799441274766
2020-07-31,-1,-0.7649917013635246,25940.587203010444,3.793,-13529294.987710938,0.00675,200000,189715.38842806744,-10284.61157193256,0.9485769421403372
2020-08-01,-1,-0.24438326531628568,25940.587203010444,4.084,-13529294.987710938,0.00646,200000,193340.6037577073,-6659.396242292714,0.9667030187885364
2020-08-02,0,-0.10670057302510477,0.0,3.912,0.0,0.00605,200000,172488.64636296965,-27511.35363703035,0.8624432318148483
2020-08-03,0,-0.5479795076087116,0.0,3.82,0.0,0.00668,200000,172488.64636296965,-27511.35363703035,0.8624432318148483
2020-08-04,0,-0.4186470753234982,0.0,4.021,0.0,0.00694,200000,172488.64636296965,-27511.35363703035,0.8624432318148483
