date,statusList,zscore,XLMUSDT_position,XLMUSDT_price,ICXUSDT_position,ICXUSDT_price,init,total_asset,pnl,return
2020-03-06,-2,-1.6122770085916247,0.0,0.06137,0.0,0.3812,200000,177390.79847283673,-22609.20152716327,0.8869539923641836
2020-03-07,-1,-1.192095357455607,1521883.9951341518,0.05828,-252693.44511800105,0.351,200000,177390.79847283673,-22609.20152716327,0.8869539923641836
2020-03-08,-1,-0.7757040840295412,1521883.9951341518,0.04969,-252693.44511800105,0.2903,200000,148979.32283597172,-51020.67716402828,0.7448966141798585
2020-03-09,-2,-1.4096546938440346,0.0,0.05235,0.0,0.3266,200000,180249.850503103,-19750.149496897007,0.9012492525155149
2020-03-10,0,-0.970798589758613,0.0,0.05198,0.0,0.3151,200000,180249.850503103,-19750.149496897007,0.9012492525155149
2020-03-11,0,-0.7444715232599718,0.0,0.05042,0.0,0.3014,200000,180249.850503103,-19750.149496897007,0.9012492525155149
2020-03-12,0,0.9127595449461409,0.0,0.03174,0.0,0.1653,200000,180249.850503103,-19750.149496897007,0.9012492525155149
2020-03-13,2,1.7151449102917629,0.0,0.03962,0.0,0.1911,200000,180249.850503103,-19750.149496897007,0.9012492525155149
2020-03-14,2,1.2544367529571876,0.0,0.03677,0.0,0.1819,200000,180249.850503103,-19750.149496897007,0.9012492525155149
2020-03-15,1,1.1066082796830492,-2380478.7440980324,0.03786,478116.31433183816,0.1885,200000,180249.850503103,-19750.149496897007,0.9012492525155149
2020-03-16,2,1.537333912708468,0.0,0.03534,0.0,0.1682,200000,183956.8052489123,-16043.194751087693,0.9197840262445616
2020-03-17,2,1.2335988605889807,0.0,0.03718,0.0,0.1804,200000,183956.8052489123,-16043.194751087693,0.9197840262445616
2020-03-18,0,0.9991186771490262,0.0,0.0369,0.0,0.1822,200000,183956.8052489123,-16043.194751087693,0.9197840262445616
2020-03-19,0,0.7408358497834935,0.0,0.04134,0.0,0.2085,200000,183956.8052489123,-16043.194751087693,0.9197840262445616
2020-03-20,0,0.6942463801637889,0.0,0.03995,0.0,0.2021,200000,183956.8052489123,-16043.194751087693,0.9197840262445616
2020-03-21,0,0.6389236724229053,0.0,0.03956,0.0,0.201,200000,183956.8052489123,-16043.194751087693,0.9197840262445616
2020-03-22,0,0.7770530934506763,0.0,0.03679,0.0,0.1837,200000,183956.8052489123,-16043.194751087693,0.9197840262445616
2020-03-23,0,0.5820779690173311,0.0,0.03938,0.0,0.1991,200000,183956.8052489123,-16043.194751087693,0.9197840262445616
2020-03-24,0,0.29564312204041715,0.0,0.04031,0.0,0.2089,200000,183956.8052489123,-16043.194751087693,0.9197840262445616
2020-03-25,0,0.4398124890973208,0.0,0.04052,0.0,0.2055,200000,183956.8052489123,-16043.194751087693,0.9197840262445616
2020-03-26,0,0.8068776238884178,0.0,0.04284,0.0,0.2092,200000,183956.8052489123,-16043.194751087693,0.9197840262445616
2020-03-27,0,0.9072544409242125,0.0,0.0404,0.0,0.1945,200000,183956.8052489123,-16043.194751087693,0.9197840262445616
2020-03-28,0,0.8952409528532183,0.0,0.03995,0.0,0.1913,200000,183956.8052489123,-16043.194751087693,0.9197840262445616
2020-03-29,1,1.0230851993918273,-2437805.529405146,0.03773,514133.04988516576,0.1789,200000,183956.8052489123,-16043.194751087693,0.9197840262445616
2020-03-30,0,-0.5224058853733021,0.0,0.04004,0.0,0.2055,200000,175912.19689489278,-24087.803105107218,0.879560984474464
2020-03-31,-2,-1.4661215136102628,0.0,0.04071,0.0,0.2118,200000,175912.19689489278,-24087.803105107218,0.879560984474464
2020-04-01,-2,-3.4390781034079336,0.0,0.04079,0.0,0.2447,200000,175912.19689489278,-24087.803105107218,0.879560984474464
2020-04-02,-2,-2.6992073485151353,0.0,0.04123,0.0,0.2505,200000,175912.19689489278,-24087.803105107218,0.879560984474464
2020-04-03,-2,-1.842912074755033,0.0,0.0414,0.0,0.2419,200000,175912.19689489278,-24087.803105107218,0.879560984474464
2020-04-04,-2,-1.3924307056684124,0.0,0.04184,0.0,0.2392,200000,175912.19689489278,-24087.803105107218,0.879560984474464
2020-04-05,0,-0.38983763255458226,0.0,0.0435,0.0,0.231,200000,175912.19689489278,-24087.803105107218,0.879560984474464
2020-04-06,0,0.33617644696034554,0.0,0.04985,0.0,0.2519,200000,175912.19689489278,-24087.803105107218,0.879560984474464
2020-04-07,0,0.1841940979992548,0.0,0.04845,0.0,0.2479,200000,175912.19689489278,-24087.803105107218,0.879560984474464
2020-04-08,0,0.6913610463797341,0.0,0.05125,0.0,0.253,200000,175912.19689489278,-24087.803105107218,0.879560984474464
2020-04-09,0,0.8168315593263004,0.0,0.05198,0.0,0.2538,200000,175912.19689489278,-24087.803105107218,0.879560984474464
2020-04-10,1,1.0122606673523271,-1843943.3636781215,0.0477,384423.5072003776,0.2288,200000,175912.19689489278,-24087.803105107218,0.879560984474464
2020-04-11,2,1.4324513310113993,0.0,0.04975,0.0,0.2299,200000,179269.41493251253,-20730.585067487467,0.8963470746625627
2020-04-12,0,0.9840186479191806,0.0,0.04895,0.0,0.2323,200000,179269.41493251253,-20730.585067487467,0.8963470746625627
2020-04-13,0,0.9403421263004393,0.0,0.04816,0.0,0.2279,200000,179269.41493251253,-20730.585067487467,0.8963470746625627
2020-04-14,0,0.8437725073294823,0.0,0.04805,0.0,0.228,200000,179269.41493251253,-20730.585067487467,0.8963470746625627
2020-04-15,0,0.7125765302149222,0.0,0.04607,0.0,0.2205,200000,179269.41493251253,-20730.585067487467,0.8963470746625627
2020-04-16,0,0.6991456408274133,0.0,0.04913,0.0,0.2353,200000,179269.41493251253,-20730.585067487467,0.8963470746625627
2020-04-17,0,0.7233197108585405,0.0,0.04856,0.0,0.2321,200000,179269.41493251253,-20730.585067487467,0.8963470746625627
2020-04-18,0,0.45123259356044404,0.0,0.05056,0.0,0.2474,200000,179269.41493251253,-20730.585067487467,0.8963470746625627
2020-04-19,0,0.4691878249356678,0.0,0.0488,0.0,0.2378,200000,179269.41493251253,-20730.585067487467,0.8963470746625627
2020-04-20,2,1.379554197875559,0.0,0.04947,0.0,0.2222,200000,179269.41493251253,-20730.585067487467,0.8963470746625627
2020-04-21,2,1.4986118478833756,0.0,0.05085,0.0,0.2245,200000,179269.41493251253,-20730.585067487467,0.8963470746625627
2020-04-22,2,1.7550637494945533,0.0,0.05498,0.0,0.2372,200000,179269.41493251253,-20730.585067487467,0.8963470746625627
2020-04-23,2,2.5116216983638595,0.0,0.06208,0.0,0.2497,200000,179269.41493251253,-20730.585067487467,0.8963470746625627
2020-04-24,2,1.3248990756043078,0.0,0.06116,0.0,0.265,200000,179269.41493251253,-20730.585067487467,0.8963470746625627
2020-04-25,0,0.9692502547015718,0.0,0.06177,0.0,0.2722,200000,179269.41493251253,-20730.585067487467,0.8963470746625627
2020-04-26,0,-0.5895804137422721,0.0,0.06188,0.0,0.2989,200000,179269.41493251253,-20730.585067487467,0.8963470746625627
2020-04-27,1,1.185879855509211,-1334048.332583067,0.06719,308340.92695650586,0.2907,200000,179269.4149325125,-20730.585067487496,0.8963470746625625
2020-04-28,2,1.7531321035116822,0.0,0.06855,0.0,0.2839,200000,183180.43896812975,-16819.561031870253,0.9159021948406487
2020-04-29,2,1.5415033230660753,0.0,0.07216,0.0,0.299,200000,183180.43896812975,-16819.561031870253,0.9159021948406487
2020-04-30,2,1.4419284548549656,0.0,0.06756,0.0,0.2786,200000,183180.43896812975,-16819.561031870253,0.9159021948406487
2020-05-01,2,2.0187285505789645,0.0,0.0729,0.0,0.2841,200000,183180.43896812975,-16819.561031870253,0.9159021948406487
2020-05-02,2,1.8880501979810425,0.0,0.07552,0.0,0.2906,200000,183180.43896812975,-16819.561031870253,0.9159021948406487
2020-05-03,2,1.9213953310158602,0.0,0.073,0.0,0.2738,200000,183180.43896812975,-16819.561031870253,0.9159021948406487
2020-05-04,2,1.6530440343908481,0.0,0.07332,0.0,0.2756,200000,183180.43896812975,-16819.561031870253,0.9159021948406487
2020-05-05,2,1.3457338258279825,0.0,0.07208,0.0,0.2742,200000,183180.43896812975,-16819.561031870253,0.9159021948406487
2020-05-06,2,1.3626943682457393,0.0,0.06962,0.0,0.2613,200000,183180.43896812975,-16819.561031870253,0.9159021948406487
2020-05-07,0,0.8467386178069986,0.0,0.07207,0.0,0.2801,200000,183180.43896812975,-16819.561031870253,0.9159021948406487
2020-05-08,0,-0.06910712810140482,0.0,0.07252,0.0,0.3018,200000,183180.43896812975,-16819.561031870253,0.9159021948406487
2020-05-09,0,-0.09989350871061832,0.0,0.07141,0.0,0.2954,200000,183180.43896812975,-16819.561031870253,0.9159021948406487
2020-05-10,0,-0.06872518031677767,0.0,0.06405,0.0,0.2632,200000,183180.43896812975,-16819.561031870253,0.9159021948406487
2020-05-11,0,0.15036063247258044,0.0,0.06234,0.0,0.2515,200000,183180.43896812975,-16819.561031870253,0.9159021948406487
2020-05-12,1,1.1704100389211474,-1305261.785436296,0.07017,346932.6495608518,0.264,200000,183180.43896812975,-16819.561031870253,0.9159021948406487
2020-05-13,1,0.5994098091800827,-1305261.785436296,0.06977,346932.6495608518,0.2712,200000,185156.2493307934,-14843.750669206609,0.925781246653967
2020-05-14,1,0.5703113825567873,-1305261.785436296,0.06926,346932.6495608518,0.2685,200000,183553.8476664066,-16446.152333593403,0.9177692383320329
2020-05-15,0,-0.0045443831164342415,0.0,0.06728,0.0,0.269,200000,177673.56916041463,-22326.430839585373,0.8883678458020732
2020-05-16,0,-0.23769737154997186,0.0,0.06806,0.0,0.2725,200000,177673.56916041463,-22326.430839585373,0.8883678458020732
2020-05-17,0,-0.5257057680043566,0.0,0.06873,0.0,0.277,200000,177673.56916041463,-22326.430839585373,0.8883678458020732
2020-05-18,0,-0.8700623221967785,0.0,0.07027,0.0,0.2866,200000,177673.56916041463,-22326.430839585373,0.8883678458020732
2020-05-19,-2,-1.7654855914747962,0.0,0.06979,0.0,0.2961,200000,177673.56916041463,-22326.430839585373,0.8883678458020732
2020-05-20,-2,-3.1060458783467184,0.0,0.07093,0.0,0.341,200000,177673.56916041463,-22326.430839585373,0.8883678458020732
2020-05-21,-2,-2.109962272109629,0.0,0.06644,0.0,0.3083,200000,177673.56916041463,-22326.430839585373,0.8883678458020732
2020-05-22,-2,-2.0681838893931386,0.0,0.06811,0.0,0.3254,200000,177673.56916041463,-22326.430839585373,0.8883678458020732
2020-05-23,-2,-1.7490977785315125,0.0,0.06713,0.0,0.3191,200000,177673.56916041463,-22326.430839585373,0.8883678458020732
2020-05-24,-2,-1.5384621273040289,0.0,0.0639,0.0,0.3033,200000,177673.56916041463,-22326.430839585373,0.8883678458020732
2020-05-25,-2,-1.8122367489839066,0.0,0.06624,0.0,0.3318,200000,177673.56916041463,-22326.430839585373,0.8883678458020732
2020-05-26,-2,-1.9231101590824926,0.0,0.06506,0.0,0.3408,200000,177673.56916041463,-22326.430839585373,0.8883678458020732
2020-05-27,-2,-1.549431625413762,0.0,0.06597,0.0,0.3388,200000,177673.56916041463,-22326.430839585373,0.8883678458020732
2020-05-28,-2,-1.338095115776149,0.0,0.0691,0.0,0.3527,200000,177673.56916041463,-22326.430839585373,0.8883678458020732
2020-05-29,-2,-1.2660152198272814,0.0,0.06777,0.0,0.3492,200000,177673.56916041463,-22326.430839585373,0.8883678458020732
2020-05-30,0,-0.845814454743582,0.0,0.07252,0.0,0.3579,200000,177673.56916041463,-22326.430839585373,0.8883678458020732
2020-05-31,0,-0.29214391139100215,0.0,0.0705,0.0,0.3272,200000,177673.56916041463,-22326.430839585373,0.8883678458020732
2020-06-01,0,0.026355823300747414,0.0,0.07573,0.0,0.3423,200000,177673.56916041463,-22326.430839585373,0.8883678458020732
2020-06-02,0,0.7192033873596301,0.0,0.07951,0.0,0.338,200000,177673.56916041463,-22326.430839585373,0.8883678458020732
2020-06-03,2,1.2211306709764478,0.0,0.08278,0.0,0.339,200000,177673.56916041463,-22326.430839585373,0.8883678458020732
2020-06-04,2,1.300927219666333,0.0,0.08204,0.0,0.3347,200000,177673.56916041463,-22326.430839585373,0.8883678458020732
2020-06-05,0,0.8445194146715577,0.0,0.07888,0.0,0.3368,200000,177673.56916041463,-22326.430839585373,0.8883678458020732
2020-06-06,1,1.0419214994614818,-1114639.7061506566,0.0797,263767.1751193804,0.3368,200000,177673.56916041463,-22326.430839585373,0.8883678458020732
2020-06-07,1,1.0644280577767566,-1114639.7061506566,0.0788,263767.1751193804,0.334,200000,175931.84533454478,-24068.154665455222,0.8796592266727239
2020-06-08,2,1.211970644952793,0.0,0.08006,0.0,0.335,200000,178549.62036984376,-21450.37963015624,0.8927481018492188
2020-06-09,0,0.8808181836599506,0.0,0.07817,0.0,0.3333,200000,178549.62036984376,-21450.37963015624,0.8927481018492188
2020-06-10,0,-0.03972370374609867,0.0,0.07885,0.0,0.3623,200000,178549.62036984376,-21450.37963015624,0.8927481018492188
2020-06-11,0,0.12158292523301531,0.0,0.07107,0.0,0.3213,200000,178549.62036984376,-21450.37963015624,0.8927481018492188
2020-06-12,0,0.06510596118741771,0.0,0.07282,0.0,0.33,200000,178549.62036984376,-21450.37963015624,0.8927481018492188
2020-06-13,0,-0.06262191097042001,0.0,0.07409,0.0,0.3387,200000,178549.62036984376,-21450.37963015624,0.8927481018492188
2020-06-14,0,-0.06704833791798825,0.0,0.07077,0.0,0.3221,200000,178549.62036984376,-21450.37963015624,0.8927481018492188
2020-06-15,0,0.16600638670339943,0.0,0.07098,0.0,0.3151,200000,178549.62036984376,-21450.37963015624,0.8927481018492188
2020-06-16,0,0.11386538056454304,0.0,0.07136,0.0,0.316,200000,178549.62036984376,-21450.37963015624,0.8927481018492188
2020-06-17,0,-0.27884054812983344,0.0,0.07187,0.0,0.324,200000,178549.62036984376,-21450.37963015624,0.8927481018492188
2020-06-18,0,-0.8886765488898709,0.0,0.07058,0.0,0.3255,200000,178549.62036984376,-21450.37963015624,0.8927481018492188
2020-06-19,-1,-1.023235038706386,1282868.3745498187,0.06959,-278896.62663205835,0.3201,200000,178549.62036984376,-21450.37963015624,0.8927481018492188
2020-06-20,-1,-0.9615052594377593,1282868.3745498187,0.06979,-278896.62663205835,0.3197,200000,178694.63539410091,-21305.364605899085,0.8934731769705045
2020-06-21,-1,-1.1979610062389763,1282868.3745498187,0.0685,-278896.62663205835,0.318,200000,176565.61092565715,-23434.38907434285,0.8828280546282857
2020-06-22,-1,-0.6239099693454309,1282868.3745498187,0.07188,-278896.62663205835,0.3262,200000,183188.6583700184,-16811.341629981587,0.915943291850092
2020-06-23,-1,-0.590491108831308,1282868.3745498187,0.07103,-278896.62663205835,0.3229,200000,181177.86138376527,-18822.138616234733,0.9058893069188263
2020-06-24,-1,-0.858477113344048,1282868.3745498187,0.06894,-278896.62663205835,0.3174,200000,176962.73503447982,-23037.264965520182,0.8848136751723991
2020-06-25,-1,-0.7496708324528889,1282868.3745498187,0.06755,-278896.62663205835,0.3107,200000,173310.94059542078,-26689.059404579224,0.8665547029771039
2020-06-26,0,0.14730313014287028,0.0,0.06695,0.0,0.2998,200000,176274.79135802452,-23725.208641975478,0.8813739567901226
2020-06-27,0,0.1940312101661071,0.0,0.06279,0.0,0.2818,200000,176274.79135802452,-23725.208641975478,0.8813739567901226
2020-06-28,0,0.5728422968214769,0.0,0.06424,0.0,0.2876,200000,176274.79135802452,-23725.208641975478,0.8813739567901226
2020-06-29,0,-0.39715533808841064,0.0,0.06503,0.0,0.297,200000,176274.79135802452,-23725.208641975478,0.8813739567901226
2020-06-30,2,2.7175654197054175,0.0,0.06692,0.0,0.2899,200000,176274.79135802452,-23725.208641975478,0.8813739567901226
2020-07-01,2,1.8461382212119335,0.0,0.06837,0.0,0.2989,200000,176274.79135802452,-23725.208641975478,0.8813739567901226
2020-07-02,-2,-1.8396650453139516,0.0,0.06761,0.0,0.3184,200000,176274.79135802452,-23725.208641975478,0.8813739567901226
2020-07-03,-2,-3.20508356693276,0.0,0.06698,0.0,0.3391,200000,176274.79135802452,-23725.208641975478,0.8813739567901226
2020-07-04,-2,-2.0685701943980392,0.0,0.06798,0.0,0.3358,200000,176274.79135802452,-23725.208641975478,0.8813739567901226
2020-07-05,-2,-2.442100524450612,0.0,0.06717,0.0,0.3461,200000,176274.79135802452,-23725.208641975478,0.8813739567901226
2020-07-06,-2,-1.2804606149081632,0.0,0.07174,0.0,0.3522,200000,176274.79135802452,-23725.208641975478,0.8813739567901226
2020-07-07,-2,-2.378948061258924,0.0,0.07348,0.0,0.3935,200000,176274.79135802452,-23725.208641975478,0.8813739567901226
2020-07-08,0,0.10140469964768839,0.0,0.08538,0.0,0.3962,200000,176274.79135802452,-23725.208641975478,0.8813739567901226
2020-07-09,2,1.4198648767704347,0.0,0.09048,0.0,0.3891,200000,176274.79135802452,-23725.208641975478,0.8813739567901226
2020-07-10,0,0.49857081277727794,0.0,0.089,0.0,0.402,200000,176274.79135802452,-23725.208641975478,0.8813739567901226
2020-07-11,2,1.3011294095460226,0.0,0.09411,0.0,0.4039,200000,176274.79135802452,-23725.208641975478,0.8813739567901226
2020-07-12,2,1.6184620418169715,0.0,0.09532,0.0,0.3976,200000,176274.79135802452,-23725.208641975478,0.8813739567901226
2020-07-13,0,0.053410140963889054,0.0,0.09009,0.0,0.4138,200000,176274.79135802452,-23725.208641975478,0.8813739567901226
2020-07-14,0,0.5400585899146925,0.0,0.09208,0.0,0.4093,200000,176274.79135802452,-23725.208641975478,0.8813739567901226
2020-07-15,1,1.163847698850302,-934054.6383956365,0.09436,219794.004187063,0.401,200000,176274.79135802452,-23725.208641975478,0.8813739567901226
2020-07-16,2,2.5068525199543013,0.0,0.10207,0.0,0.3841,200000,187190.87129081623,-12809.128709183773,0.9359543564540811
2020-07-17,2,2.0909341881773575,0.0,0.10397,0.0,0.3909,200000,187190.87129081623,-12809.128709183773,0.9359543564540811
2020-07-18,2,1.5801696256203912,0.0,0.10077,0.0,0.388,200000,187190.87129081623,-12809.128709183773,0.9359543564540811
2020-07-19,0,0.5233135676219837,0.0,0.1001,0.0,0.4223,200000,187190.87129081623,-12809.128709183773,0.9359543564540811
2020-07-20,0,0.4563250762495914,0.0,0.09428,0.0,0.3998,200000,187190.87129081623,-12809.128709183773,0.9359543564540811
2020-07-21,0,0.3683886525843378,0.0,0.09653,0.0,0.4123,200000,187190.87129081623,-12809.128709183773,0.9359543564540811
2020-07-22,0,0.38972588233323363,0.0,0.09738,0.0,0.4131,200000,187190.87129081623,-12809.128709183773,0.9359543564540811
2020-07-23,0,0.5225882623261715,0.0,0.09815,0.0,0.4083,200000,187190.87129081623,-12809.128709183773,0.9359543564540811
2020-07-24,0,0.576661925001093,0.0,0.09576,0.0,0.3938,200000,187190.87129081623,-12809.128709183773,0.9359543564540811
2020-07-25,0,0.9594184013955394,0.0,0.10085,0.0,0.399,200000,187190.87129081623,-12809.128709183773,0.9359543564540811
2020-07-26,1,1.0494752788468056,-945217.4878348628,0.09902,242286.91598604224,0.3863,200000,187190.87129081623,-12809.128709183773,0.9359543564540811
2020-07-27,1,1.0619594024780763,-945217.4878348628,0.09464,242286.91598604224,0.3695,200000,178980.39850553402,-21019.601494465984,0.8949019925276701
2020-07-28,1,0.9634512662840781,-945217.4878348628,0.09709,242286.91598604224,0.3794,200000,183694.82181899124,-16305.178181008756,0.9184741090949562
2020-07-29,1,0.6270207823717057,-945217.4878348628,0.09498,242286.91598604224,0.3768,200000,181070.46693809598,-18929.533061904018,0.9053523346904799
2020-07-30,1,1.0325219072177934,-945217.4878348628,0.09628,242286.91598604224,0.3715,200000,181015.12901755527,-18984.87098244473,0.9050756450877764
2020-07-31,1,0.9384398707271713,-945217.4878348628,0.0969,242286.91598604224,0.3738,200000,182158.4237667808,-17841.57623321921,0.910792118833904
2020-08-01,2,2.1315657416291978,0.0,0.10758,0.0,0.3814,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-02,2,1.512653085295041,0.0,0.10251,0.0,0.3742,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-03,2,1.7437206599111361,0.0,0.10516,0.0,0.3754,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-04,2,1.4025093606636538,0.0,0.11015,0.0,0.3971,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
2020-08-05,2,1.2182697982828945,0.0,0.10749,0.0,0.3899,200000,196469.13887501424,-3530.861124985764,0.9823456943750711
