date,statusList,zscore,THETAUSDT_position,THETAUSDT_price,DASHUSDT_position,DASHUSDT_price,init,total_asset,pnl,return
2020-02-28,1,1.0311351656252261,-928125.7553963977,0.12082,1258.9796628608012,88.09,200000,223039.67226840075,23039.672268400755,1.1151983613420038
2020-02-29,1,0.9705897238634104,-928125.7553963977,0.11712,1258.9796628608012,85.35,200000,216156.00269719548,16156.00269719548,1.0807800134859773
2020-03-01,1,0.9838632445826353,-928125.7553963977,0.11707,1258.9796628608012,84.59,200000,215152.77186565145,15152.771865651448,1.0757638593282572
2020-03-02,2,1.274168728405792,0.0,0.1284,0.0,90.26,200000,231850.02681893914,31850.026818939135,1.1592501340946957
2020-03-03,2,1.820694607448244,0.0,0.1317,0.0,88.56,200000,231850.02681893914,31850.026818939135,1.1592501340946957
2020-03-04,2,1.8274755046410343,0.0,0.13182,0.0,86.88,200000,231850.02681893914,31850.026818939135,1.1592501340946957
2020-03-05,2,1.9884518639659752,0.0,0.14123,0.0,89.87,200000,231850.02681893914,31850.026818939135,1.1592501340946957
2020-03-06,0,0.7335153999563109,0.0,0.13477,0.0,93.94,200000,231850.02681893914,31850.026818939135,1.1592501340946957
2020-03-07,2,1.4782418064433611,0.0,0.13575,0.0,88.12,200000,231850.02681893914,31850.026818939135,1.1592501340946957
2020-03-08,1,1.0074821422330391,-1051188.0069774173,0.11028,1572.9309824894106,73.7,200000,231850.02681893914,31850.026818939135,1.1592501340946957
2020-03-09,1,0.7227700920640884,-1051188.0069774173,0.10849,1572.9309824894106,73.65,200000,229889.75373732508,29889.75373732508,1.1494487686866255
2020-03-10,1,0.6896701753132758,-1051188.0069774173,0.11022,1572.9309824894106,74.6,200000,233202.59342276095,33202.593422760954,1.1660129671138049
2020-03-11,0,-0.45377904415887343,0.0,0.09894,0.0,72.24,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-03-12,-2,-2.503364601458147,0.0,0.05167,0.0,44.4,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-03-13,-2,-2.024211376944147,0.0,0.06151,0.0,51.16,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-03-14,0,-0.8249865647708188,0.0,0.061,0.0,45.97,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-03-15,0,-0.9075518288707197,0.0,0.06199,0.0,47.31,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-03-16,-2,-1.4856719021686917,0.0,0.05307,0.0,43.12,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-03-17,-2,-1.2411729172523207,0.0,0.05667,0.0,45.57,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-03-18,-2,-2.902669932241126,0.0,0.05667,0.0,62.64,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-03-19,-2,-1.9363854111705772,0.0,0.06557,0.0,65.47,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-03-20,-2,-1.6631265256005796,0.0,0.07224,0.0,71.78,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-03-21,-2,-1.4144679525448502,0.0,0.07283,0.0,71.37,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-03-22,-2,-1.286349055873175,0.0,0.06342,0.0,62.44,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-03-23,-2,-1.2843281188466242,0.0,0.06977,0.0,70.87,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-03-24,0,-0.998833809178722,0.0,0.07122,0.0,69.53,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-03-25,0,-0.9008798799073744,0.0,0.06956,0.0,67.72,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-03-26,0,-0.6651658105486389,0.0,0.07231,0.0,68.23,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-03-27,0,-0.5787312326135617,0.0,0.0718,0.0,67.59,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-03-28,0,-0.44237827689952414,0.0,0.07,0.0,65.21,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-03-29,0,-0.31447602994293006,0.0,0.06537,0.0,60.46,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-03-30,0,-0.05185269934349494,0.0,0.07265,0.0,65.81,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-03-31,0,0.3757863110529904,0.0,0.07421,0.0,64.97,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-04-01,0,0.21682821941196875,0.0,0.07407,0.0,66.03,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-04-02,0,0.5562024017565796,0.0,0.07811,0.0,67.51,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-04-03,0,0.43569411677664616,0.0,0.076,0.0,67.4,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-04-04,0,0.8645191251135028,0.0,0.0787,0.0,68.46,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-04-05,2,1.5142841280404105,0.0,0.08015,0.0,66.89,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-04-06,2,1.5556116916156826,0.0,0.08718,0.0,73.19,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-04-07,2,1.2870380338955512,0.0,0.08479,0.0,72.22,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-04-08,1,1.0078465135686485,-1266245.2082863236,0.08775,1471.3058398718867,75.52,200000,222226.03405424976,22226.034054249758,1.1111301702712488
2020-04-09,0,-0.7116289236387489,0.0,0.08698,0.0,82.83,200000,210495.77955440583,10495.779554405832,1.0524788977720292
2020-04-10,0,-0.39115257717556345,0.0,0.07962,0.0,74.1,200000,210495.77955440583,10495.779554405832,1.0524788977720292
2020-04-11,0,-0.7805391128546031,0.0,0.07899,0.0,74.97,200000,210495.77955440583,10495.779554405832,1.0524788977720292
2020-04-12,0,-0.7228559916000594,0.0,0.07894,0.0,74.1,200000,210495.77955440583,10495.779554405832,1.0524788977720292
2020-04-13,0,-0.9723309555845954,0.0,0.07716,0.0,73.13,200000,210495.77955440583,10495.779554405832,1.0524788977720292
2020-04-14,0,-0.6084247640258618,0.0,0.07801,0.0,72.32,200000,210495.77955440583,10495.779554405832,1.0524788977720292
2020-04-15,-1,-1.1115015570965097,1414051.9921698633,0.07443,-1488.6547351796735,70.7,200000,210495.77955440583,10495.779554405832,1.0524788977720292
2020-04-16,-2,-1.3637593207085412,0.0,0.07888,0.0,76.09,200000,212227.0972118684,12227.097211868386,1.0611354860593418
2020-04-17,-2,-1.5828570496839867,0.0,0.07762,0.0,76.31,200000,212227.0972118684,12227.097211868386,1.0611354860593418
2020-04-18,-2,-1.4925956112520467,0.0,0.08125,0.0,80.16,200000,212227.0972118684,12227.097211868386,1.0611354860593418
2020-04-19,-2,-1.2703554085611781,0.0,0.08174,0.0,80.23,200000,212227.0972118684,12227.097211868386,1.0611354860593418
2020-04-20,0,0.40142803357650186,0.0,0.08323,0.0,74.29,200000,212227.0972118684,12227.097211868386,1.0611354860593418
2020-04-21,0,0.8774100406946522,0.0,0.08578,0.0,74.48,200000,212227.0972118684,12227.097211868386,1.0611354860593418
2020-04-22,0,0.6406763321620256,0.0,0.09174,0.0,80.8,200000,212227.0972118684,12227.097211868386,1.0611354860593418
2020-04-23,2,2.0074261198554217,0.0,0.10075,0.0,81.26,200000,212227.0972118684,12227.097211868386,1.0611354860593418
2020-04-24,2,1.8798475867011364,0.0,0.10163,0.0,81.37,200000,212227.0972118684,12227.097211868386,1.0611354860593418
2020-04-25,2,1.715896882340262,0.0,0.10681,0.0,85.78,200000,212227.0972118684,12227.097211868386,1.0611354860593418
2020-04-26,2,2.346000256558495,0.0,0.11209,0.0,84.12,200000,212227.0972118684,12227.097211868386,1.0611354860593418
2020-04-27,2,1.785939153128123,0.0,0.10775,0.0,82.75,200000,212227.0972118684,12227.097211868386,1.0611354860593418
2020-04-28,2,1.7715708978873277,0.0,0.109,0.0,82.21,200000,212227.0972118684,12227.097211868386,1.0611354860593418
2020-04-29,2,1.8151041903996352,0.0,0.11645,0.0,85.36,200000,212227.0972118684,12227.097211868386,1.0611354860593418
2020-04-30,2,2.29139244078379,0.0,0.12033,0.0,80.74,200000,212227.0972118684,12227.097211868386,1.0611354860593418
2020-05-01,2,2.1447313193196202,0.0,0.12735,0.0,82.95,200000,212227.0972118684,12227.097211868386,1.0611354860593418
2020-05-02,2,2.3742711017057245,0.0,0.13928,0.0,83.26,200000,212227.0972118684,12227.097211868386,1.0611354860593418
2020-05-03,2,2.344043346472319,0.0,0.14434,0.0,81.07,200000,212227.0972118684,12227.097211868386,1.0611354860593418
2020-05-04,2,2.146676741657418,0.0,0.14639,0.0,79.54,200000,212227.0972118684,12227.097211868386,1.0611354860593418
2020-05-05,2,2.1679139085292003,0.0,0.15591,0.0,79.37,200000,212227.0972118684,12227.097211868386,1.0611354860593418
2020-05-06,2,1.9615550755344076,0.0,0.15461,0.0,77.11,200000,212227.0972118684,12227.097211868386,1.0611354860593418
2020-05-07,2,1.9119833552461758,0.0,0.16445,0.0,78.76,200000,212227.0972118684,12227.097211868386,1.0611354860593418
2020-05-08,2,1.4614298238748242,0.0,0.16302,0.0,81.8,200000,212227.0972118684,12227.097211868386,1.0611354860593418
2020-05-09,2,1.2927546646647068,0.0,0.15758,0.0,79.59,200000,212227.0972118684,12227.097211868386,1.0611354860593418
2020-05-10,1,1.141458987529243,-747752.4389115227,0.14191,1471.7551817743995,72.1,200000,212227.0972118684,12227.097211868386,1.0611354860593418
2020-05-11,2,1.3974688251630871,0.0,0.14692,0.0,69.73,200000,219461.39671162044,19461.396711620444,1.0973069835581022
2020-05-12,2,2.040675893257721,0.0,0.17894,0.0,73.31,200000,219461.39671162044,19461.396711620444,1.0973069835581022
2020-05-13,2,1.5408503103342606,0.0,0.17177,0.0,73.81,200000,219461.39671162044,19461.396711620444,1.0973069835581022
2020-05-14,2,1.2232120920452512,0.0,0.16809,0.0,74.56,200000,219461.39671162044,19461.396711620444,1.0973069835581022
2020-05-15,2,1.9820657074878365,0.0,0.19186,0.0,72.44,200000,219461.39671162044,19461.396711620444,1.0973069835581022
2020-05-16,2,1.4243815873236776,0.0,0.18355,0.0,73.71,200000,219461.39671162044,19461.396711620444,1.0973069835581022
2020-05-17,2,1.4598745128939408,0.0,0.19206,0.0,75.03,200000,219461.39671162044,19461.396711620444,1.0973069835581022
2020-05-18,2,1.3286862374234027,0.0,0.1944,0.0,76.2,200000,219461.39671162044,19461.396711620444,1.0973069835581022
2020-05-19,2,1.8604838577703107,0.0,0.218,0.0,77.15,200000,219461.39671162044,19461.396711620444,1.0973069835581022
2020-05-20,2,2.8560417271334204,0.0,0.27895,0.0,78.35,200000,219461.39671162044,19461.396711620444,1.0973069835581022
2020-05-21,2,2.412184955192436,0.0,0.264,0.0,73.09,200000,219461.39671162044,19461.396711620444,1.0973069835581022
2020-05-22,2,2.008817243562712,0.0,0.26799,0.0,74.77,200000,219461.39671162044,19461.396711620444,1.0973069835581022
2020-05-23,2,2.3248932383811747,0.0,0.3017,0.0,73.87,200000,219461.39671162044,19461.396711620444,1.0973069835581022
2020-05-24,2,2.5819806948547988,0.0,0.34231,0.0,71.67,200000,219461.39671162044,19461.396711620444,1.0973069835581022
2020-05-25,2,2.1496884367546913,0.0,0.35327,0.0,73.6,200000,219461.39671162044,19461.396711620444,1.0973069835581022
2020-05-26,2,2.3617805789920925,0.0,0.40301,0.0,72.61,200000,219461.39671162044,19461.396711620444,1.0973069835581022
2020-05-27,1,1.1654041569869094,-338654.0903518617,0.32402,1490.906227660465,73.6,200000,219461.39671162044,19461.396711620444,1.0973069835581022
2020-05-28,1,0.8415172112283072,-338654.0903518617,0.31117,1490.906227660465,75.06,200000,217286.41474298332,17286.414742983325,1.0864320737149167
2020-05-29,1,0.782183835287557,-338654.0903518617,0.30948,1490.906227660465,74.16,200000,215372.27372539422,15372.273725394218,1.076861368626971
2020-05-30,0,0.19783254403294978,0.0,0.2865,0.0,79.01,200000,198689.29254997545,-1310.7074500245508,0.9934464627498772
2020-05-31,0,-0.2565004169052388,0.0,0.24692,0.0,76.33,200000,198689.29254997545,-1310.7074500245508,0.9934464627498772
2020-06-01,0,-0.15385324165428813,0.0,0.27108,0.0,80.06,200000,198689.29254997545,-1310.7074500245508,0.9934464627498772
2020-06-02,0,-0.3602412411201615,0.0,0.25468,0.0,78.26,200000,198689.29254997545,-1310.7074500245508,0.9934464627498772
2020-06-03,0,-0.13069888275412972,0.0,0.27607,0.0,78.2,200000,198689.29254997545,-1310.7074500245508,0.9934464627498772
2020-06-04,0,-0.07926628826371378,0.0,0.28491,0.0,78.6,200000,198689.29254997545,-1310.7074500245508,0.9934464627498772
2020-06-05,0,-0.21181160766854104,0.0,0.27883,0.0,77.81,200000,198689.29254997545,-1310.7074500245508,0.9934464627498772
2020-06-06,0,-0.4712102489503672,0.0,0.27058,0.0,78.3,200000,198689.29254997545,-1310.7074500245508,0.9934464627498772
2020-06-07,0,-0.6618212984583469,0.0,0.26517,0.0,77.99,200000,198689.29254997545,-1310.7074500245508,0.9934464627498772
2020-06-08,0,-0.9266005476995923,0.0,0.25492,0.0,77.77,200000,198689.29254997545,-1310.7074500245508,0.9934464627498772
2020-06-09,0,-0.9157288050884349,0.0,0.25235,0.0,77.42,200000,198689.29254997545,-1310.7074500245508,0.9934464627498772
2020-06-10,-1,-1.149827584796366,415320.4275710189,0.2392,-1270.229462664464,78.21,200000,198689.29254997545,-1310.7074500245508,0.9934464627498772
2020-06-11,-2,-1.3679053263153798,0.0,0.20451,0.0,72.24,200000,205513.48829030723,5513.488290307228,1.0275674414515361
2020-06-12,0,-0.425634419546898,0.0,0.25264,0.0,73.27,200000,205513.48829030723,5513.488290307228,1.0275674414515361
2020-06-13,0,-0.43399721110310074,0.0,0.25154,0.0,74.18,200000,205513.48829030723,5513.488290307228,1.0275674414515361
2020-06-14,0,-0.671146986502834,0.0,0.23149,0.0,72.56,200000,205513.48829030723,5513.488290307228,1.0275674414515361
2020-06-15,0,-0.5490936470502117,0.0,0.23446,0.0,71.77,200000,205513.48829030723,5513.488290307228,1.0275674414515361
2020-06-16,0,-0.6110207519243552,0.0,0.23414,0.0,72.63,200000,205513.48829030723,5513.488290307228,1.0275674414515361
2020-06-17,0,-0.4849746901868245,0.0,0.23479,0.0,72.42,200000,205513.48829030723,5513.488290307228,1.0275674414515361
2020-06-18,0,-0.9970441939513637,0.0,0.22312,0.0,71.46,200000,205513.48829030723,5513.488290307228,1.0275674414515361
2020-06-19,0,-0.5493331925817855,0.0,0.22406,0.0,70.1,200000,205513.48829030723,5513.488290307228,1.0275674414515361
2020-06-20,0,-0.9201962953606655,0.0,0.22138,0.0,71.01,200000,205513.48829030723,5513.488290307228,1.0275674414515361
2020-06-21,0,-0.7092721623358708,0.0,0.22057,0.0,70.14,200000,205513.48829030723,5513.488290307228,1.0275674414515361
2020-06-22,0,0.31395238209858056,0.0,0.24201,0.0,72.33,200000,205513.48829030723,5513.488290307228,1.0275674414515361
2020-06-23,1,1.0348945362766364,-399101.814367319,0.25747,1388.4170266876586,74.01,200000,205513.48829030723,5513.488290307228,1.0275674414515361
2020-06-24,1,0.653042784019846,-399101.814367319,0.24508,1388.4170266876586,72.42,200000,198361.03373786277,-1638.9662621372263,0.9918051686893139
2020-06-25,1,0.4288183400930154,-399101.814367319,0.23649,1388.4170266876586,71.11,200000,193113.92284748668,-6886.077152513317,0.9655696142374334
2020-06-26,0,0.15671597890799055,0.0,0.2313,0.0,70.68,200000,199692.4225071844,-307.5774928155879,0.9984621125359221
2020-06-27,0,-0.6707978741187957,0.0,0.20986,0.0,66.92,200000,199692.4225071844,-307.5774928155879,0.9984621125359221
2020-06-28,0,0.5194039351175592,0.0,0.22443,0.0,67.7,200000,199692.4225071844,-307.5774928155879,0.9984621125359221
2020-06-29,0,0.2690166216697817,0.0,0.226,0.0,68.93,200000,199692.4225071844,-307.5774928155879,0.9984621125359221
2020-06-30,0,0.04992967009996648,0.0,0.22173,0.0,68.11,200000,199692.4225071844,-307.5774928155879,0.9984621125359221
2020-07-01,0,-0.22086809041112324,0.0,0.22173,0.0,68.31,200000,199692.4225071844,-307.5774928155879,0.9984621125359221
2020-07-02,0,0.2574893885128667,0.0,0.21889,0.0,66.62,200000,199692.4225071844,-307.5774928155879,0.9984621125359221
2020-07-03,0,-0.030941605095655345,0.0,0.21607,0.0,66.46,200000,199692.4225071844,-307.5774928155879,0.9984621125359221
2020-07-04,0,0.4327849568343458,0.0,0.22307,0.0,67.63,200000,199692.4225071844,-307.5774928155879,0.9984621125359221
2020-07-05,0,-0.49352451576464684,0.0,0.21596,0.0,67.24,200000,199692.4225071844,-307.5774928155879,0.9984621125359221
2020-07-06,0,0.1940975536270949,0.0,0.23023,0.0,70.26,200000,199692.4225071844,-307.5774928155879,0.9984621125359221
2020-07-07,2,3.0908170632425587,0.0,0.25795,0.0,69.92,200000,199692.4225071844,-307.5774928155879,0.9984621125359221
2020-07-08,1,1.1756769077066485,-397761.97615167,0.25102,1373.4004298981047,72.7,200000,199692.42250718444,-307.5774928155588,0.9984621125359222
2020-07-09,1,0.37368017319848035,-397761.97615167,0.24106,1373.4004298981047,71.86,200000,194577.05686359934,-5422.94313640066,0.9728852843179967
2020-07-10,1,0.5538010425061485,-397761.97615167,0.24307,1373.4004298981047,71.75,200000,195225.48438837542,-4774.515611624578,0.9761274219418771
2020-07-11,2,1.2298634941212176,0.0,0.25334,0.0,72.68,200000,200642.69830045424,642.6983004542417,1.0032134915022712
2020-07-12,2,3.0448288278397535,0.0,0.2805,0.0,72.05,200000,200642.69830045424,642.6983004542417,1.0032134915022712
2020-07-13,0,0.32161020388142597,0.0,0.24542,0.0,71.84,200000,200642.69830045424,642.6983004542417,1.0032134915022712
2020-07-14,0,-0.001289537903275976,0.0,0.24127,0.0,71.82,200000,200642.69830045424,642.6983004542417,1.0032134915022712
2020-07-15,0,-0.14453974899666752,0.0,0.2372,0.0,71.12,200000,200642.69830045424,642.6983004542417,1.0032134915022712
2020-07-16,0,0.12322730333709468,0.0,0.23464,0.0,69.28,200000,200642.69830045424,642.6983004542417,1.0032134915022712
2020-07-17,0,0.5248554897753573,0.0,0.24131,0.0,69.58,200000,200642.69830045424,642.6983004542417,1.0032134915022712
2020-07-18,1,1.1868954415011392,-402994.0915490766,0.24894,1449.7304790495248,69.2,200000,200642.69830045424,642.6983004542417,1.0032134915022712
2020-07-19,0,0.14706215085851426,0.0,0.2412,0.0,70.35,200000,195856.33398095745,-4143.666019042546,0.9792816699047873
2020-07-20,0,0.08545334596686785,0.0,0.23595,0.0,68.86,200000,195856.33398095745,-4143.666019042546,0.9792816699047873
2020-07-21,0,-0.3118554277523991,0.0,0.23951,0.0,71.09,200000,195856.33398095745,-4143.666019042546,0.9792816699047873
2020-07-22,0,0.3623774538023938,0.0,0.25576,0.0,73.38,200000,195856.33398095745,-4143.666019042546,0.9792816699047873
2020-07-23,0,0.5717247881553172,0.0,0.2589,0.0,73.35,200000,195856.33398095745,-4143.666019042546,0.9792816699047873
2020-07-24,0,0.22318638307347732,0.0,0.25072,0.0,71.94,200000,195856.33398095745,-4143.666019042546,0.9792816699047873
2020-07-25,0,0.012706147628904131,0.0,0.25877,0.0,74.65,200000,195856.33398095745,-4143.666019042546,0.9792816699047873
2020-07-26,-1,-1.0174139144315326,390416.48523094814,0.25083,-1300.5068657434094,75.3,200000,195856.33398095745,-4143.666019042546,0.9792816699047873
2020-07-27,-2,-2.180316686798723,0.0,0.2424,0.0,77.55,200000,202073.68539937702,2073.68539937702,1.0103684269968851
2020-07-28,-2,-1.7591361302800796,0.0,0.25112,0.0,79.82,200000,202073.68539937702,2073.68539937702,1.0103684269968851
2020-07-29,-2,-2.0304053316763513,0.0,0.24783,0.0,81.38,200000,202073.68539937702,2073.68539937702,1.0103684269968851
2020-07-30,-2,-1.2075795942015857,0.0,0.25745,0.0,81.15,200000,202073.68539937702,2073.68539937702,1.0103684269968851
2020-07-31,0,-0.6379098292862255,0.0,0.26938,0.0,82.45,200000,202073.68539937702,2073.68539937702,1.0103684269968851
2020-08-01,0,0.24950633514002782,0.0,0.31647,0.0,93.13,200000,202073.68539937702,2073.68539937702,1.0103684269968851
2020-08-02,0,-0.5020914594250078,0.0,0.27995,0.0,85.29,200000,202073.68539937702,2073.68539937702,1.0103684269968851
2020-08-03,0,-0.5496315761523988,0.0,0.28687,0.0,87.72,200000,202073.68539937702,2073.68539937702,1.0103684269968851
2020-08-04,2,2.46901620078763,0.0,0.33185,0.0,86.88,200000,202073.68539937702,2073.68539937702,1.0103684269968851
2020-08-05,0,0.1541427677458709,0.0,0.31382,0.0,92.2,200000,202073.68539937702,2073.68539937702,1.0103684269968851
