date,statusList,zscore,DASHUSDT_position,DASHUSDT_price,ZRXUSDT_position,ZRXUSDT_price,init,total_asset,pnl,return
2020-01-25,1,0.6927058521602784,-904.9773755656108,101.31,414078.67494824016,0.2242,200000,184519.69684194747,-15480.303158052528,0.9225984842097373
2020-01-26,1,0.9177121370803514,-904.9773755656108,111.01,414078.67494824016,0.2305,200000,195906.67303710783,-4093.32696289217,0.9795333651855391
2020-01-27,1,0.8838211989256892,-904.9773755656108,112.78,414078.67494824016,0.2316,200000,197963.969534302,-2036.030465697986,0.9898198476715101
2020-01-28,1,0.9584667821454176,-904.9773755656108,115.91,414078.67494824016,0.2316,200000,200796.54871982237,796.5487198223709,1.0039827435991118
2020-01-29,2,1.370437684992481,0.0,121.97,0.0,0.2255,200000,217005.34929690935,17005.34929690935,1.0850267464845467
2020-01-30,1,1.075505870126435,-890.0957723417118,121.9,465476.93971881026,0.2331,200000,217005.34929690935,17005.34929690935,1.0850267464845467
2020-01-31,1,0.789745645951274,-890.0957723417118,115.85,465476.93971881026,0.2284,200000,209432.5282575636,9432.528257563594,1.0471626412878179
2020-02-01,1,0.6755063433082226,-890.0957723417118,116.7,465476.93971881026,0.2321,200000,211911.37434101364,11911.374341013638,1.0595568717050683
2020-02-02,0,0.07294459012583956,0.0,114.29,0.0,0.2395,200000,207252.66805518855,7252.668055188551,1.0362633402759427
2020-02-03,0,0.2503811733237179,0.0,115.34,0.0,0.236,200000,207252.66805518855,7252.668055188551,1.0362633402759427
2020-02-04,-1,-1.1167388899685688,934.6652297970079,110.87,-408299.1884459979,0.2538,200000,207252.66805518855,7252.668055188551,1.0362633402759427
2020-02-05,0,0.13366399818058475,0.0,122.98,0.0,0.2579,200000,197607.89879497536,-2392.1012050246354,0.9880394939748768
2020-02-06,-2,-1.2030152821376001,0.0,120.32,0.0,0.2783,200000,197607.89879497536,-2392.1012050246354,0.9880394939748768
2020-02-07,-2,-1.4305890335483373,0.0,118.68,0.0,0.2776,200000,197607.89879497536,-2392.1012050246354,0.9880394939748768
2020-02-08,0,-0.3368883247646714,0.0,126.29,0.0,0.273,200000,197607.89879497536,-2392.1012050246354,0.9880394939748768
2020-02-09,-1,-1.1319310349505474,768.8424978405392,128.51,-333909.9337529155,0.2959,200000,197607.89879497536,-2392.1012050246354,0.9880394939748768
2020-02-10,-1,-0.6336808950659287,768.8424978405392,127.58,-333909.9337529155,0.2835,200000,192752.3920934475,-7247.607906552497,0.9637619604672375
2020-02-11,-2,-1.2692705795163428,0.0,129.2,0.0,0.3025,200000,199281.20303423464,-718.7969657653593,0.9964060151711732
2020-02-12,-1,-1.1366899191444046,746.2038606838712,133.53,-320490.8379450541,0.3109,200000,199281.20303423464,-718.7969657653593,0.9964060151711732
2020-02-13,-2,-1.5648080499898167,0.0,131.18,0.0,0.3198,200000,203887.15056455275,3887.1505645527504,1.0194357528227638
2020-02-14,-2,-1.930032722026355,0.0,133.34,0.0,0.3461,200000,203887.15056455275,3887.1505645527504,1.0194357528227638
2020-02-15,-2,-1.8175428261600706,0.0,120.73,0.0,0.3201,200000,203887.15056455275,3887.1505645527504,1.0194357528227638
2020-02-16,-2,-1.6916188958836882,0.0,110.73,0.0,0.2984,200000,203887.15056455275,3887.1505645527504,1.0194357528227638
2020-02-17,-1,-1.1197044396356375,889.0944992349239,114.66,-349361.1215979314,0.2918,200000,203887.15056455275,3887.1505645527504,1.0194357528227638
2020-02-18,-2,-1.37311256950182,0.0,115.56,0.0,0.3073,200000,208502.06290000922,8502.062900009216,1.042510314500046
2020-02-19,-2,-1.3039565701202849,0.0,104.87,0.0,0.2798,200000,208502.06290000922,8502.062900009216,1.042510314500046
2020-02-20,-1,-1.1610231005609881,994.5719466705268,104.82,-375003.7102518151,0.278,200000,208502.06290000922,8502.062900009216,1.042510314500046
2020-02-21,-1,-1.1854914694578607,994.5719466705268,107.39,-375003.7102518151,0.2882,200000,214883.150647521,14883.15064752099,1.0744157532376049
2020-02-22,-1,-1.1645299509647262,994.5719466705268,103.79,-375003.7102518151,0.2811,200000,208640.16529671923,8640.165296719235,1.0432008264835961
2020-02-23,-1,-0.9354997624792935,994.5719466705268,108.09,-375003.7102518151,0.2878,200000,215429.34952608962,15429.349526089616,1.0771467476304482
2020-02-24,-1,-0.5510359121844999,994.5719466705268,103.41,-375003.7102518151,0.2675,200000,203162.17749755972,3162.177497559722,1.0158108874877987
2020-02-25,-1,-0.7338956089742714,994.5719466705268,95.52,-375003.7102518151,0.2525,200000,189689.949184552,-10310.05081544799,0.9484497459227601
2020-02-26,-2,-1.2480793813332194,0.0,84.29,0.0,0.2351,200000,212832.96579535224,12832.96579535224,1.0641648289767611
2020-02-27,0,-0.8429667994335264,0.0,89.88,0.0,0.2441,200000,212832.96579535224,12832.96579535224,1.0641648289767611
2020-02-28,0,-0.7305416043833786,0.0,88.09,0.0,0.238,200000,212832.96579535224,12832.96579535224,1.0641648289767611
2020-02-29,0,-0.5449404267612162,0.0,85.35,0.0,0.2288,200000,212832.96579535224,12832.96579535224,1.0641648289767611
2020-03-01,0,-0.7456923336685494,0.0,84.59,0.0,0.23,200000,212832.96579535224,12832.96579535224,1.0641648289767611
2020-03-02,-1,-1.1140637056134306,1178.9993673573688,90.26,-424816.29899271904,0.2505,200000,212832.96579535224,12832.96579535224,1.0641648289767611
2020-03-03,-2,-2.0342003232841255,0.0,88.56,0.0,0.2543,200000,216451.5666560321,16451.56665603211,1.0822578332801607
2020-03-04,-2,-2.9496097453360064,0.0,86.88,0.0,0.2633,200000,216451.5666560321,16451.56665603211,1.0822578332801607
2020-03-05,-2,-2.520786384288324,0.0,89.87,0.0,0.2758,200000,216451.5666560321,16451.56665603211,1.0822578332801607
2020-03-06,-2,-1.8753275342797977,0.0,93.94,0.0,0.2838,200000,216451.5666560321,16451.56665603211,1.0822578332801607
2020-03-07,-2,-1.4535871607339288,0.0,88.12,0.0,0.2628,200000,216451.5666560321,16451.56665603211,1.0822578332801607
2020-03-08,-2,-1.6530261477764396,0.0,73.7,0.0,0.2249,200000,216451.5666560321,16451.56665603211,1.0822578332801607
2020-03-09,-2,-1.2692839115814654,0.0,73.65,0.0,0.2216,200000,216451.5666560321,16451.56665603211,1.0822578332801607
2020-03-10,-2,-1.8835773154964133,0.0,74.6,0.0,0.2382,200000,216451.5666560321,16451.56665603211,1.0822578332801607
2020-03-11,-2,-1.4496943581507216,0.0,72.24,0.0,0.2266,200000,216451.5666560321,16451.56665603211,1.0822578332801607
2020-03-12,-2,-1.8362274070549058,0.0,44.4,0.0,0.1466,200000,216451.5666560321,16451.56665603211,1.0822578332801607
2020-03-13,-2,-1.5385912307807912,0.0,51.16,0.0,0.1677,200000,216451.5666560321,16451.56665603211,1.0822578332801607
2020-03-14,-2,-1.7441591413317084,0.0,45.97,0.0,0.1569,200000,216451.5666560321,16451.56665603211,1.0822578332801607
2020-03-15,-2,-1.4105071900626363,0.0,47.31,0.0,0.1584,200000,216451.5666560321,16451.56665603211,1.0822578332801607
2020-03-16,0,-0.8285900688868291,0.0,43.12,0.0,0.1381,200000,216451.5666560321,16451.56665603211,1.0822578332801607
2020-03-17,0,-0.4785692857633547,0.0,45.57,0.0,0.1426,200000,216451.5666560321,16451.56665603211,1.0822578332801607
2020-03-18,2,2.9180847755034978,0.0,62.64,0.0,0.1456,200000,216451.5666560321,16451.56665603211,1.0822578332801607
2020-03-19,2,1.8784815176325134,0.0,65.47,0.0,0.1626,200000,216451.5666560321,16451.56665603211,1.0822578332801607
2020-03-20,2,2.8400156075720218,0.0,71.78,0.0,0.1521,200000,216451.5666560321,16451.56665603211,1.0822578332801607
2020-03-21,2,2.1549394918921516,0.0,71.37,0.0,0.1552,200000,216451.5666560321,16451.56665603211,1.0822578332801607
2020-03-22,2,1.6471367900022975,0.0,62.44,0.0,0.1405,200000,216451.5666560321,16451.56665603211,1.0822578332801607
2020-03-23,2,1.7731460260662306,0.0,70.87,0.0,0.1515,200000,216451.5666560321,16451.56665603211,1.0822578332801607
2020-03-24,2,1.4420606285162902,0.0,69.53,0.0,0.1516,200000,216451.5666560321,16451.56665603211,1.0822578332801607
2020-03-25,0,0.9302221660059912,0.0,67.72,0.0,0.1572,200000,216451.5666560321,16451.56665603211,1.0822578332801607
2020-03-26,0,0.8096703728529628,0.0,68.23,0.0,0.1594,200000,216451.5666560321,16451.56665603211,1.0822578332801607
2020-03-27,1,1.0474719208178283,-1601.2099915374472,67.59,723434.3805348666,0.1496,200000,216451.5666560321,16451.56665603211,1.0822578332801607
2020-03-28,1,0.7424011806492502,-1601.2099915374472,65.21,723434.3805348666,0.1496,200000,212640.68687617296,12640.686876172957,1.0632034343808647
2020-03-29,1,0.4513891996612612,-1601.2099915374472,60.46,723434.3805348666,0.1441,200000,201056.05032342835,1056.0503234283533,1.0052802516171417
2020-03-30,1,0.6350794009886302,-1601.2099915374472,65.81,723434.3805348666,0.1504,200000,214180.16037552332,14180.160375523323,1.0709008018776167
2020-03-31,1,0.38241627829191743,-1601.2099915374472,64.97,723434.3805348666,0.1529,200000,214643.72993396904,14643.729933969036,1.0732186496698453
2020-04-01,1,0.46104479197629034,-1601.2099915374472,66.03,723434.3805348666,0.1518,200000,215545.23470641038,15545.234706410381,1.077726173532052
2020-04-02,1,0.426037175554916,-1601.2099915374472,67.51,723434.3805348666,0.1543,200000,219723.61144522298,19723.61144522298,1.0986180572261148
2020-04-03,1,0.2722336242945889,-1601.2099915374472,67.4,723434.3805348666,0.1554,200000,220343.25616474223,20343.256164742226,1.101716280823711
2020-04-04,1,0.2655036509220414,-1601.2099915374472,68.46,723434.3805348666,0.1563,200000,222691.6296982533,22691.629698253295,1.1134581484912665
2020-04-05,0,0.07367547576107367,0.0,66.89,0.0,0.1536,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-04-06,0,-0.3779091944072358,0.0,73.19,0.0,0.1692,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-04-07,0,-0.751246745965511,0.0,72.22,0.0,0.1695,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-04-08,0,-0.938270738055341,0.0,75.52,0.0,0.1773,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-04-09,0,-0.1602957608173692,0.0,82.83,0.0,0.19,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-04-10,0,0.13438917564088468,0.0,74.1,0.0,0.169,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-04-11,0,0.052440583866930464,0.0,74.97,0.0,0.1715,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-04-12,0,0.6065458652418027,0.0,74.1,0.0,0.1682,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-04-13,0,0.4337910394936375,0.0,73.13,0.0,0.1673,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-04-14,-2,-1.380984952716501,0.0,72.32,0.0,0.1707,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-04-15,0,-0.28553662313208894,0.0,70.7,0.0,0.1637,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-04-16,0,0.999731952607194,0.0,76.09,0.0,0.1732,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-04-17,2,1.4852071670355376,0.0,76.31,0.0,0.1722,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-04-18,2,2.019657922071197,0.0,80.16,0.0,0.1791,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-04-19,2,3.2893244320047654,0.0,80.23,0.0,0.1712,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-04-20,0,0.5794270860784292,0.0,74.29,0.0,0.1677,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-04-21,0,0.4891838560695044,0.0,74.48,0.0,0.1683,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-04-22,2,2.6756193489454856,0.0,80.8,0.0,0.1711,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-04-23,2,1.697602965119323,0.0,81.26,0.0,0.1753,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-04-24,0,-0.19118795118657536,0.0,81.37,0.0,0.1855,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-04-25,2,1.5622341145592868,0.0,85.78,0.0,0.1846,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-04-26,-2,-1.2765667053309786,0.0,84.12,0.0,0.1986,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-04-27,-2,-2.376325596691369,0.0,82.75,0.0,0.2066,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-04-28,-2,-1.9699755497525648,0.0,82.21,0.0,0.2041,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-04-29,-2,-1.8141980698531976,0.0,85.36,0.0,0.2132,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-04-30,-2,-1.331240415178402,0.0,80.74,0.0,0.1982,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-05-01,-2,-1.8762788838208226,0.0,82.95,0.0,0.2136,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-05-02,-2,-1.6247980904706818,0.0,83.26,0.0,0.2142,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-05-03,-2,-1.3125576589215577,0.0,81.07,0.0,0.2063,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-05-04,-2,-1.2988285744704995,0.0,79.54,0.0,0.204,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-05-05,-2,-1.3375203860226994,0.0,79.37,0.0,0.2065,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-05-06,-2,-1.660816353792252,0.0,77.11,0.0,0.2102,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-05-07,-2,-3.135835669842951,0.0,78.76,0.0,0.3014,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-05-08,-2,-2.9371190468443245,0.0,81.8,0.0,0.3943,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-05-09,-2,-2.509103138003471,0.0,79.59,0.0,0.4226,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-05-10,-2,-2.127153879547905,0.0,72.1,0.0,0.3958,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-05-11,-2,-1.652901693660977,0.0,69.73,0.0,0.3439,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-05-12,-2,-1.445161652695785,0.0,73.31,0.0,0.3556,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-05-13,-2,-1.2471961235693283,0.0,73.81,0.0,0.3475,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-05-14,-1,-1.081616623999678,1424.604225723018,74.56,-309765.21163577784,0.3429,200000,212436.98213981645,12436.98213981645,1.0621849106990822
2020-05-15,-2,-1.2436902713215492,0.0,72.44,0.0,0.3825,200000,227723.84547912606,27723.84547912606,1.1386192273956304
2020-05-16,-1,-1.099951314458218,1544.7282965617019,73.71,-296979.45419812994,0.3834,200000,227723.84547912606,27723.84547912606,1.1386192273956304
2020-05-17,-1,-0.9120492526449069,1544.7282965617019,75.03,-296979.45419812994,0.3729,200000,226644.60256150714,26644.60256150714,1.1332230128075358
2020-05-18,-1,-0.7844348601703949,1544.7282965617019,76.2,-296979.45419812994,0.3711,200000,227917.3716509277,27917.3716509277,1.1395868582546385
2020-05-19,-1,-0.60571421072566,1544.7282965617019,77.15,-296979.45419812994,0.3588,200000,225732.01624602434,25732.016246024345,1.1286600812301217
2020-05-20,-1,-0.5072748225977569,1544.7282965617019,78.35,-296979.45419812994,0.3608,200000,228179.64911029462,28179.649110294617,1.1408982455514731
2020-05-21,-1,-0.32712831834238987,1544.7282965617019,73.09,-296979.45419812994,0.3232,200000,208887.95079253038,8887.950792530377,1.044439753962652
2020-05-22,-1,-0.2726842521524369,1544.7282965617019,74.77,-296979.45419812994,0.3337,200000,214601.3785998344,14601.378599834396,1.073006892999172
2020-05-23,0,-0.1443890402306056,0.0,73.87,0.0,0.3262,200000,210489.46417154314,10489.464171543135,1.0524473208577156
2020-05-24,0,0.1911016127674529,0.0,71.67,0.0,0.3005,200000,210489.46417154314,10489.464171543135,1.0524473208577156
2020-05-25,0,0.24680333823343167,0.0,73.6,0.0,0.3197,200000,210489.46417154314,10489.464171543135,1.0524473208577156
2020-05-26,0,-0.19270412535094023,0.0,72.61,0.0,0.3474,200000,210489.46417154314,10489.464171543135,1.0524473208577156
2020-05-27,0,0.548888026946681,0.0,73.6,0.0,0.3364,200000,210489.46417154314,10489.464171543135,1.0524473208577156
2020-05-28,0,0.9159311433414796,0.0,75.06,0.0,0.3328,200000,210489.46417154314,10489.464171543135,1.0524473208577156
2020-05-29,0,0.6677645916632218,0.0,74.16,0.0,0.3327,200000,210489.46417154314,10489.464171543135,1.0524473208577156
2020-05-30,2,1.3810643067337238,0.0,79.01,0.0,0.3373,200000,210489.46417154314,10489.464171543135,1.0524473208577156
2020-05-31,2,1.663685660473427,0.0,76.33,0.0,0.3164,200000,210489.46417154314,10489.464171543135,1.0524473208577156
2020-06-01,2,1.3959735225803838,0.0,80.06,0.0,0.3337,200000,210489.46417154314,10489.464171543135,1.0524473208577156
2020-06-02,2,1.2731389949779466,0.0,78.26,0.0,0.3257,200000,210489.46417154314,10489.464171543135,1.0524473208577156
2020-06-03,0,0.9767957632908032,0.0,78.2,0.0,0.3298,200000,210489.46417154314,10489.464171543135,1.0524473208577156
2020-06-04,1,1.1573508360178872,-1338.991502363506,78.6,322539.78573635174,0.3263,200000,210489.46417154314,10489.464171543135,1.0524473208577156
2020-06-05,2,1.2466668350300085,0.0,77.81,0.0,0.3206,200000,211270.13766337314,11270.137663373142,1.0563506883168656
2020-06-06,1,1.0695289140741109,-1349.1068816307354,78.3,325431.51211240474,0.3246,200000,211270.13766337317,11270.13766337317,1.0563506883168658
2020-06-07,1,1.094807781725844,-1349.1068816307354,77.99,325431.51211240474,0.322,200000,210005.79259857538,10005.792598575383,1.050028962992877
2020-06-08,1,1.1207362798866503,-1349.1068816307354,77.77,325431.51211240474,0.3193,200000,208830.32400191313,8830.324001913134,1.0441516200095657
2020-06-09,0,-1.0602181053252169,0.0,77.42,0.0,0.349,200000,202142.39471199544,2142.394711995439,1.0107119735599772
2020-06-10,-2,-2.4497091096477885,0.0,78.21,0.0,0.3877,200000,202142.39471199544,2142.394711995439,1.0107119735599772
2020-06-11,-1,-1.1640735919146783,1399.1029534329696,72.24,-302699.0037615985,0.3339,200000,202142.39471199544,2142.394711995439,1.0107119735599772
2020-06-12,-2,-1.754514516549714,0.0,73.27,0.0,0.3557,200000,207300.15695196236,7300.156951962359,1.0365007847598118
2020-06-13,-2,-1.6244436260482003,0.0,74.18,0.0,0.3627,200000,207300.15695196236,7300.156951962359,1.0365007847598118
2020-06-14,-2,-1.501632784553851,0.0,72.56,0.0,0.3566,200000,207300.15695196236,7300.156951962359,1.0365007847598118
2020-06-15,-1,-1.168359659414343,1444.197833021892,71.77,-301220.8034756791,0.3441,200000,207300.15695196236,7300.156951962359,1.0365007847598118
2020-06-16,-1,-0.9597753527378668,1444.197833021892,72.63,-301220.8034756791,0.344,200000,208512.0450080136,8512.045008013607,1.042560225040068
2020-06-17,-1,-0.8796261871108816,1444.197833021892,72.42,-301220.8034756791,0.3426,200000,207787.05433821306,7787.054338213056,1.0389352716910654
2020-06-18,-1,-0.5771299738930732,1444.197833021892,71.46,-301220.8034756791,0.3311,200000,202936.58517854172,2936.585178541718,1.0146829258927086
2020-06-19,-1,-0.7368716802933577,1444.197833021892,70.1,-301220.8034756791,0.3306,200000,200821.8657238941,821.8657238940941,1.0041093286194704
2020-06-20,-1,-1.1663912188611423,1444.197833021892,71.01,-301220.8034756791,0.3499,200000,207949.64725902467,7949.64725902467,1.0397482362951234
2020-06-21,-1,-1.0899177341207031,1444.197833021892,70.14,-301220.8034756791,0.3467,200000,205729.28857317343,5729.288573173428,1.028646442865867
2020-06-22,-1,-0.8865534600091555,1444.197833021892,72.33,-301220.8034756791,0.3543,200000,211181.35993390653,11181.359933906526,1.0559067996695326
2020-06-23,-1,-0.8894206368510909,1444.197833021892,74.01,-301220.8034756791,0.3653,200000,216921.0411316158,16921.041131615813,1.084605205658079
2020-06-24,-1,-0.34387837850553205,1444.197833021892,72.42,-301220.8034756791,0.3447,200000,208419.618025512,8419.618025511998,1.04209809012756
2020-06-25,0,-0.12043516327101325,0.0,71.11,0.0,0.3353,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-06-26,0,-0.9262204306460743,0.0,70.68,0.0,0.3526,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-06-27,0,-0.8409910486614628,0.0,66.92,0.0,0.3325,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-06-28,0,-0.5463785739442794,0.0,67.7,0.0,0.3312,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-06-29,-2,-1.3918189492683704,0.0,68.93,0.0,0.3459,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-06-30,0,-0.6623573244990809,0.0,68.11,0.0,0.3352,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-01,0,-0.5690042503268036,0.0,68.31,0.0,0.336,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-02,-2,-2.189375151285061,0.0,66.62,0.0,0.3444,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-03,-2,-3.338953457573077,0.0,66.46,0.0,0.3808,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-04,-2,-2.5427207219382173,0.0,67.63,0.0,0.3875,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-05,-2,-2.724582894240349,0.0,67.24,0.0,0.4164,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-06,-2,-1.5156883604518638,0.0,70.26,0.0,0.3999,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-07,-2,-1.5963829479021856,0.0,69.92,0.0,0.4085,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-08,-2,-1.862274338437909,0.0,72.7,0.0,0.4475,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-09,-2,-1.3227491329019232,0.0,71.86,0.0,0.4253,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-10,0,-0.9108056473857647,0.0,71.75,0.0,0.4115,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-11,-2,-1.2224339782873164,0.0,72.68,0.0,0.4362,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-12,0,-0.9971637488718901,0.0,72.05,0.0,0.427,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-13,0,-0.35355959704214623,0.0,71.84,0.0,0.4011,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-14,0,-0.12064649488307674,0.0,71.82,0.0,0.3949,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-15,0,0.01179348591916598,0.0,71.12,0.0,0.3896,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-16,0,-0.5613855767731829,0.0,69.28,0.0,0.4008,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-17,0,-0.32550400301792554,0.0,69.58,0.0,0.3971,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-18,0,-0.9559628034123592,0.0,69.2,0.0,0.418,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-19,0,-0.7253784421909618,0.0,70.35,0.0,0.4199,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-20,0,-0.0384104211490629,0.0,68.86,0.0,0.395,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-21,0,0.5435822025608675,0.0,71.09,0.0,0.4005,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-22,2,1.6938161343603624,0.0,73.38,0.0,0.3994,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-23,2,1.9100785075884583,0.0,73.35,0.0,0.3919,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-24,2,1.5708697852223286,0.0,71.94,0.0,0.3864,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-25,2,1.7703424567448176,0.0,74.65,0.0,0.3944,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-26,2,2.1260240385399536,0.0,75.3,0.0,0.385,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-27,2,2.795591005813395,0.0,77.55,0.0,0.3667,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-28,2,2.162763957023252,0.0,79.82,0.0,0.3821,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-29,2,2.0236289230102766,0.0,81.38,0.0,0.3836,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-30,2,1.5904882121665664,0.0,81.15,0.0,0.3879,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-07-31,2,1.7966120254120481,0.0,82.45,0.0,0.3808,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-08-01,2,2.2958638079564975,0.0,93.13,0.0,0.3992,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-08-02,2,1.604501399120077,0.0,85.29,0.0,0.3795,200000,205602.5844511708,5602.584451170813,1.028012922255854
2020-08-03,2,1.6299022270759838,0.0,87.72,0.0,0.3813,200000,205602.5844511708,5602.584451170813,1.028012922255854
