date,statusList,zscore,LTCUSDT_position,LTCUSDT_price,BTCUSDT_position,BTCUSDT_price,init,total_asset,pnl,return
2020-02-24,0,0.8887484989149246,0.0,75.59,0.0,9656.13,200000,200234.27955263873,234.27955263873446,1.0011713977631937
2020-02-25,0,-0.14733518260156583,0.0,70.98,0.0,9315.84,200000,200234.27955263873,234.27955263873446,1.0011713977631937
2020-02-26,-2,-2.746196331221117,0.0,60.53,0.0,8785.25,200000,200234.27955263873,234.27955263873446,1.0011713977631937
2020-02-27,-2,-1.968750513797094,0.0,61.77,0.0,8823.21,200000,200234.27955263873,234.27955263873446,1.0011713977631937
2020-02-28,-2,-1.9639997516570775,0.0,59.89,0.0,8692.91,200000,200234.27955263873,234.27955263873446,1.0011713977631937
2020-02-29,-2,-1.871960648504656,0.0,58.05,0.0,8523.61,200000,200234.27955263873,234.27955263873446,1.0011713977631937
2020-03-01,-2,-1.7337679558184453,0.0,57.7,0.0,8531.88,200000,200234.27955263873,234.27955263873446,1.0011713977631937
2020-03-02,-2,-1.287893852642671,0.0,61.42,0.0,8915.24,200000,200234.27955263873,234.27955263873446,1.0011713977631937
2020-03-03,-1,-1.0060195148773854,1640.9955708296898,61.01,-11.428805908665042,8760.07,200000,200234.27955263876,234.27955263876356,1.0011713977631937
2020-03-04,-1,-1.0478015870457666,1640.9955708296898,60.38,-11.428805908665042,8750.87,200000,199095.30732865632,-904.6926713436842,0.9954765366432816
2020-03-05,-1,-1.064555514375567,1640.9955708296898,62.06,-11.428805908665042,9054.68,200000,205324.36541076173,5324.365410761733,1.0266218270538086
2020-03-06,-1,-0.8084306107479527,1640.9955708296898,63.22,-11.428805908665042,9131.88,200000,208110.2240890731,8110.224089073105,1.0405511204453655
2020-03-07,-1,-1.0014587950518412,1640.9955708296898,60.46,-11.428805908665042,8886.66,200000,200778.50452866033,778.5045286603272,1.0038925226433015
2020-03-08,-2,-1.8193995949958617,0.0,51.0,0.0,8033.31,200000,208354.64623446253,8354.646234462532,1.0417732311723127
2020-03-09,-2,-1.5902920798855762,0.0,50.39,0.0,7929.87,200000,208354.64623446253,8354.646234462532,1.0417732311723127
2020-03-10,-2,-1.3899494734495106,0.0,50.26,0.0,7894.56,200000,208354.64623446253,8354.646234462532,1.0417732311723127
2020-03-11,-2,-1.6575553530297857,0.0,48.53,0.0,7934.52,200000,208354.64623446253,8354.646234462532,1.0417732311723127
2020-03-12,-2,-1.3204634603506533,0.0,29.83,0.0,4800.0,200000,208354.64623446253,8354.646234462532,1.0417732311723127
2020-03-13,0,-0.2787887441290619,0.0,37.52,0.0,5578.6,200000,208354.64623446253,8354.646234462532,1.0417732311723127
2020-03-14,0,-0.34793586692081646,0.0,34.4,0.0,5172.06,200000,208354.64623446253,8354.646234462532,1.0417732311723127
2020-03-15,0,0.12516788711765592,0.0,36.38,0.0,5361.3,200000,208354.64623446253,8354.646234462532,1.0417732311723127
2020-03-16,0,-0.33989320020256186,0.0,33.2,0.0,5028.97,200000,208354.64623446253,8354.646234462532,1.0417732311723127
2020-03-17,0,-0.9469987165438601,0.0,34.07,0.0,5312.64,200000,208354.64623446253,8354.646234462532,1.0417732311723127
2020-03-18,0,-0.7775257174921351,0.0,34.71,0.0,5393.04,200000,208354.64623446253,8354.646234462532,1.0417732311723127
2020-03-19,-1,-1.1253783146360141,2678.080285790007,38.9,-16.905398915876727,6162.37,200000,208354.64623446253,8354.646234462532,1.0417732311723127
2020-03-20,-2,-1.5761821515278653,0.0,38.08,0.0,6208.36,200000,211328.1513649515,11328.151364951511,1.0566407568247576
2020-03-21,-2,-1.2235396094875484,0.0,38.32,0.0,6186.98,200000,211328.1513649515,11328.151364951511,1.0566407568247576
2020-03-22,-2,-1.4249561357288782,0.0,35.4,0.0,5816.19,200000,211328.1513649515,11328.151364951511,1.0566407568247576
2020-03-23,-2,-1.4924445607761174,0.0,38.94,0.0,6467.31,200000,211328.1513649515,11328.151364951511,1.0566407568247576
2020-03-24,-2,-1.375879411275094,0.0,40.57,0.0,6744.72,200000,211328.1513649515,11328.151364951511,1.0566407568247576
2020-03-25,-2,-1.6827960824239427,0.0,39.17,0.0,6677.43,200000,211328.1513649515,11328.151364951511,1.0566407568247576
2020-03-26,-1,-1.1616923728176702,2614.8001901132334,40.41,-15.683305580001033,6737.36,200000,211328.1513649515,11328.151364951511,1.0566407568247576
2020-03-27,-1,-1.1302530981172778,2614.8001901132334,38.04,-15.683305580001033,6359.11,200000,199198.86457874777,-801.1354212522274,0.9959943228937389
2020-03-28,0,-0.16182646536591203,0.0,38.87,0.0,6236.65,200000,207502.15572076358,7502.155720763578,1.0375107786038178
2020-03-29,0,0.1388777092609575,0.0,37.11,0.0,5881.42,200000,207502.15572076358,7502.155720763578,1.0375107786038178
2020-03-30,0,-0.6537116827871455,0.0,38.91,0.0,6394.38,200000,207502.15572076358,7502.155720763578,1.0375107786038178
2020-03-31,0,-0.606214097867646,0.0,39.08,0.0,6410.44,200000,207502.15572076358,7502.155720763578,1.0375107786038178
2020-04-01,-2,-1.2119399792240424,0.0,39.23,0.0,6642.92,200000,207502.15572076358,7502.155720763578,1.0375107786038178
2020-04-02,-2,-1.2529467617824763,0.0,39.86,0.0,6794.09,200000,207502.15572076358,7502.155720763578,1.0375107786038178
2020-04-03,0,-0.6466335397671201,0.0,40.46,0.0,6734.1,200000,207502.15572076358,7502.155720763578,1.0375107786038178
2020-04-04,0,-0.9238501089981942,0.0,40.71,0.0,6856.99,200000,207502.15572076358,7502.155720763578,1.0375107786038178
2020-04-05,0,-0.813703301847235,0.0,40.31,0.0,6772.78,200000,207502.15572076358,7502.155720763578,1.0375107786038178
2020-04-06,0,0.4193344857752455,0.0,45.04,0.0,7329.9,200000,207502.15572076358,7502.155720763578,1.0375107786038178
2020-04-07,1,1.1122457473811205,-2317.4241201782843,44.77,14.415237596825179,7197.32,200000,207502.15572076358,7502.155720763578,1.0375107786038178
2020-04-08,2,1.8490903102233733,0.0,46.55,0.0,7361.28,200000,209263.64829830546,9263.64829830546,1.0463182414915273
2020-04-09,2,1.7613824940499525,0.0,46.21,0.0,7283.54,200000,209263.64829830546,9263.64829830546,1.0463182414915273
2020-04-10,0,0.5501601474851531,0.0,42.25,0.0,6858.92,200000,209263.64829830546,9263.64829830546,1.0463182414915273
2020-04-11,0,0.6828964524197846,0.0,42.54,0.0,6876.83,200000,209263.64829830546,9263.64829830546,1.0463182414915273
2020-04-12,0,-0.014687176998127197,0.0,42.0,0.0,6903.79,200000,209263.64829830546,9263.64829830546,1.0463182414915273
2020-04-13,0,-0.38813624408872577,0.0,41.22,0.0,6837.91,200000,209263.64829830546,9263.64829830546,1.0463182414915273
2020-04-14,0,-0.6455174846198494,0.0,41.22,0.0,6868.7,200000,209263.64829830546,9263.64829830546,1.0463182414915273
2020-04-15,-1,-1.1362269372663798,2667.818055817255,39.22,-15.802451527078423,6621.24,200000,209263.64829830546,9263.64829830546,1.0463182414915273
2020-04-16,-1,-0.6941380314428179,2667.818055817255,42.53,-15.802451527078423,7101.94,200000,225690.36451212718,25690.364512127184,1.128451822560636
2020-04-17,-1,-0.5230075561051478,2667.818055817255,42.19,-15.802451527078423,7027.55,200000,223607.76200404996,23607.76200404996,1.1180388100202499
2020-04-18,0,0.1666318914348132,0.0,44.14,0.0,7248.6,200000,206051.80945371249,6051.809453712485,1.0302590472685624
2020-04-19,0,-0.9500439496962526,0.0,42.23,0.0,7120.74,200000,206051.80945371249,6051.809453712485,1.0302590472685624
2020-04-20,-1,-1.1325432996794582,2562.196088705701,40.21,-15.091324191001716,6826.83,200000,206051.80945371249,6051.809453712485,1.0302590472685624
2020-04-21,-1,-0.8445992461923704,2562.196088705701,40.59,-15.091324191001716,6841.37,200000,207244.87182115784,7244.871821157838,1.0362243591057891
2020-04-22,-2,-1.321321330776153,0.0,41.8,0.0,7125.14,200000,206479.81059208818,6479.810592088179,1.032399052960441
2020-04-23,-2,-1.889976450042069,0.0,42.98,0.0,7482.39,200000,206479.81059208818,6479.810592088179,1.032399052960441
2020-04-24,0,-0.6690859947672819,0.0,44.53,0.0,7505.0,200000,206479.81059208818,6479.810592088179,1.032399052960441
2020-04-25,0,-0.9317408680074069,0.0,44.38,0.0,7538.67,200000,206479.81059208818,6479.810592088179,1.032399052960441
2020-04-26,-2,-1.3908107306343307,0.0,44.52,0.0,7693.1,200000,206479.81059208818,6479.810592088179,1.032399052960441
2020-04-27,-2,-1.6013014380393493,0.0,44.46,0.0,7774.62,200000,206479.81059208818,6479.810592088179,1.032399052960441
2020-04-28,0,-0.4360086759813139,0.0,45.69,0.0,7738.98,200000,206479.81059208818,6479.810592088179,1.032399052960441
2020-04-29,-2,-2.4486662128168803,0.0,48.81,0.0,8778.57,200000,206479.81059208818,6479.810592088179,1.032399052960441
2020-04-30,-2,-2.769992733214088,0.0,46.33,0.0,8620.0,200000,206479.81059208818,6479.810592088179,1.032399052960441
2020-05-01,-2,-2.4398937565304757,0.0,47.07,0.0,8826.96,200000,206479.81059208818,6479.810592088179,1.032399052960441
2020-05-02,-2,-1.5306371461357822,0.0,49.2,0.0,8972.05,200000,206479.81059208818,6479.810592088179,1.032399052960441
2020-05-03,-2,-1.6613253344006973,0.0,48.05,0.0,8894.16,200000,206479.81059208818,6479.810592088179,1.032399052960441
2020-05-04,-2,-1.8304332267619283,0.0,46.96,0.0,8871.96,200000,206479.81059208818,6479.810592088179,1.032399052960441
2020-05-05,-2,-1.9836506689544497,0.0,46.54,0.0,9021.83,200000,206479.81059208818,6479.810592088179,1.032399052960441
2020-05-06,-2,-2.2995450549676626,0.0,44.94,0.0,9142.92,200000,206479.81059208818,6479.810592088179,1.032399052960441
2020-05-07,-2,-2.291522752170709,0.0,47.37,0.0,9986.4,200000,206479.81059208818,6479.810592088179,1.032399052960441
2020-05-08,-2,-1.727874272540582,0.0,47.69,0.0,9800.01,200000,206479.81059208818,6479.810592088179,1.032399052960441
2020-05-09,-2,-1.4131925964527012,0.0,46.95,0.0,9539.4,200000,206479.81059208818,6479.810592088179,1.032399052960441
2020-05-10,-2,-1.476699595358753,0.0,42.06,0.0,8722.77,200000,206479.81059208818,6479.810592088179,1.032399052960441
2020-05-11,-2,-1.2750786004626902,0.0,41.51,0.0,8561.52,200000,206479.81059208818,6479.810592088179,1.032399052960441
2020-05-12,-2,-1.2821413522259928,0.0,42.18,0.0,8810.79,200000,206479.81059208818,6479.810592088179,1.032399052960441
2020-05-13,-2,-1.4558550398954848,0.0,43.18,0.0,9309.37,200000,206479.81059208818,6479.810592088179,1.032399052960441
2020-05-14,-2,-1.6152826231427904,0.0,43.98,0.0,9791.98,200000,206479.81059208818,6479.810592088179,1.032399052960441
2020-05-15,-2,-1.2802364756431694,0.0,42.74,0.0,9316.42,200000,206479.81059208818,6479.810592088179,1.032399052960441
2020-05-16,-1,-1.1263211583911183,2387.0498334345452,43.25,-11.004896490138764,9381.27,200000,206479.81059208815,6479.81059208815,1.0323990529604408
2020-05-17,-2,-1.2457248762670434,0.0,43.71,0.0,9680.04,200000,208669.70059306704,8669.700593067042,1.043348502965335
2020-05-18,0,-0.8495226228269316,0.0,45.32,0.0,9733.93,200000,208669.70059306704,8669.700593067042,1.043348502965335
2020-05-19,0,-0.7131006453895554,0.0,45.73,0.0,9775.53,200000,208669.70059306704,8669.700593067042,1.043348502965335
2020-05-20,0,-0.7145902031836958,0.0,44.25,0.0,9511.43,200000,208669.70059306704,8669.700593067042,1.043348502965335
2020-05-21,0,-0.4445376717423957,0.0,42.73,0.0,9068.65,200000,208669.70059306704,8669.700593067042,1.043348502965335
2020-05-22,0,0.07075197393214885,0.0,44.23,0.0,9170.0,200000,208669.70059306704,8669.700593067042,1.043348502965335
2020-05-23,0,0.011342605642153112,0.0,43.85,0.0,9179.15,200000,208669.70059306704,8669.700593067042,1.043348502965335
2020-05-24,0,0.47018033053485553,0.0,42.08,0.0,8720.34,200000,208669.70059306704,8669.700593067042,1.043348502965335
2020-05-25,0,0.7331887919627184,0.0,42.97,0.0,8900.35,200000,208669.70059306704,8669.700593067042,1.043348502965335
2020-05-26,0,0.43955099718921037,0.0,42.27,0.0,8841.18,200000,208669.70059306704,8669.700593067042,1.043348502965335
2020-05-27,0,0.2901284686339173,0.0,43.85,0.0,9204.07,200000,208669.70059306704,8669.700593067042,1.043348502965335
2020-05-28,0,-0.3820145466396298,0.0,44.77,0.0,9575.89,200000,208669.70059306704,8669.700593067042,1.043348502965335
2020-05-29,0,0.07292432318700377,0.0,44.47,0.0,9427.07,200000,208669.70059306704,8669.700593067042,1.043348502965335
2020-05-30,2,1.8130432448268121,0.0,47.72,0.0,9697.72,200000,208669.70059306704,8669.700593067042,1.043348502965335
2020-05-31,1,1.0121785408720825,-2287.5433084089786,45.61,11.042746481264137,9448.27,200000,208669.70059306704,8669.700593067042,1.043348502965335
2020-06-01,0,0.17511701920388945,0.0,48.25,0.0,10200.77,200000,206399.14820011545,6399.148200115451,1.0319957410005773
2020-06-02,0,0.9872932662886017,0.0,45.99,0.0,9518.04,200000,206399.14820011545,6399.148200115451,1.0319957410005773
2020-06-03,2,1.3298098105182474,0.0,47.16,0.0,9666.24,200000,206399.14820011545,6399.148200115451,1.0319957410005773
2020-06-04,0,0.9199647786917292,0.0,47.43,0.0,9789.06,200000,206399.14820011545,6399.148200115451,1.0319957410005773
2020-06-05,1,1.0407826908351732,-2203.706472348019,46.83,10.72631305373341,9621.16,200000,206399.14820011548,6399.14820011548,1.0319957410005773
2020-06-06,1,0.7396534996568291,-2203.706472348019,46.79,10.72631305373341,9666.3,200000,206795.18571246706,6795.185712467064,1.0339759285623353
2020-06-07,0,-0.053356423640583045,0.0,46.63,0.0,9746.99,200000,204608.71493409458,4608.714934094576,1.023043574670473
2020-06-08,0,-0.6408520014457055,0.0,46.43,0.0,9782.01,200000,204608.71493409458,4608.714934094576,1.023043574670473
2020-06-09,-2,-1.503162111532583,0.0,45.87,0.0,9772.43,200000,204608.71493409458,4608.714934094576,1.023043574670473
2020-06-10,-1,-1.1598304275772693,2193.9600571959527,46.63,-10.349454473145906,9885.0,200000,204608.71493409458,4608.714934094576,1.023043574670473
2020-06-11,-2,-1.7768595247787482,0.0,43.22,0.0,9280.4,200000,205832.83855466876,5832.838554668764,1.029164192773344
2020-06-12,0,-0.7909634749671516,0.0,44.72,0.0,9465.13,200000,205832.83855466876,5832.838554668764,1.029164192773344
2020-06-13,0,-0.28602704252915795,0.0,45.08,0.0,9473.34,200000,205832.83855466876,5832.838554668764,1.029164192773344
2020-06-14,0,-0.7992130020974582,0.0,44.05,0.0,9342.1,200000,205832.83855466876,5832.838554668764,1.029164192773344
2020-06-15,-2,-1.6085955912535046,0.0,43.73,0.0,9426.02,200000,205832.83855466876,5832.838554668764,1.029164192773344
2020-06-16,-2,-1.751448909402194,0.0,43.88,0.0,9525.59,200000,205832.83855466876,5832.838554668764,1.029164192773344
2020-06-17,-1,-1.157071820323878,2335.2942881174126,44.07,-10.873206236498815,9465.14,200000,205832.83855466876,5832.838554668764,1.029164192773344
2020-06-18,-2,-1.3677517793550082,0.0,43.43,0.0,9386.32,200000,206470.40078350308,6470.400783503079,1.0323520039175154
2020-06-19,-2,-1.4689145594250466,0.0,42.89,0.0,9310.23,200000,206470.40078350308,6470.400783503079,1.0323520039175154
2020-06-20,0,-0.834051847591113,0.0,43.57,0.0,9358.95,200000,206470.40078350308,6470.400783503079,1.0323520039175154
2020-06-21,-1,-1.069633440365736,2400.8186137616635,43.0,-11.106900864014994,9294.69,200000,206470.40078350308,6470.400783503079,1.0323520039175154
2020-06-22,-2,-1.4692034646328187,0.0,44.3,0.0,9685.69,200000,207692.13482344276,7692.134823442757,1.0384606741172138
2020-06-23,-2,-1.2051530128212373,0.0,44.18,0.0,9624.89,200000,207692.13482344276,7692.134823442757,1.0384606741172138
2020-06-24,-1,-1.140322080170071,2434.8433156323886,42.65,-11.170459755426121,9296.49,200000,207692.13482344273,7692.134823442728,1.0384606741172135
2020-06-25,-2,-1.2040768409144238,0.0,42.35,0.0,9249.49,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-06-26,0,0.6318311238974234,0.0,43.09,0.0,9162.21,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-06-27,-2,-1.5363403034460847,0.0,41.06,0.0,9012.0,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-06-28,-2,-1.644703689555151,0.0,41.37,0.0,9116.35,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-06-29,-2,-1.2349338899970268,0.0,41.87,0.0,9192.56,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-06-30,-2,-1.7657632722917678,0.0,41.17,0.0,9138.55,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-01,-2,-1.3178126864501378,0.0,41.77,0.0,9232.0,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-02,-2,-1.2963361292688704,0.0,41.05,0.0,9086.54,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-03,0,-0.9020222394936631,0.0,41.14,0.0,9058.26,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-04,0,0.3747835775359751,0.0,42.11,0.0,9135.46,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-05,0,-0.04952126577615909,0.0,41.58,0.0,9069.41,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-06,2,2.0982716994158976,0.0,44.06,0.0,9344.2,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-07,2,1.5335809847006852,0.0,43.39,0.0,9257.39,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-08,2,2.643565115017182,0.0,45.35,0.0,9436.06,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-09,2,2.1279008372887063,0.0,44.33,0.0,9232.43,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-10,2,1.5881431248252116,0.0,44.3,0.0,9288.34,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-11,2,1.9648540136981631,0.0,44.69,0.0,9234.03,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-12,2,1.451747030247915,0.0,44.7,0.0,9302.75,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-13,0,0.8951945320054607,0.0,43.92,0.0,9242.62,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-14,0,0.7270509971645287,0.0,43.88,0.0,9255.85,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-15,0,0.4163042719659259,0.0,43.33,0.0,9197.6,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-16,0,-0.4356782298428262,0.0,42.09,0.0,9133.72,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-17,0,-0.7204356265060283,0.0,41.9,0.0,9154.32,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-18,0,-0.31451816648548847,0.0,42.45,0.0,9170.28,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-19,0,-0.3462365361928011,0.0,42.64,0.0,9208.99,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-20,0,-0.8988542509978985,0.0,41.94,0.0,9160.78,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-21,0,-0.17302159381257637,0.0,43.77,0.0,9390.0,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-22,0,0.3865681923491567,0.0,44.96,0.0,9518.16,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-23,0,-0.18852485269241942,0.0,44.94,0.0,9603.27,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-24,0,-0.8600401549650988,0.0,44.11,0.0,9537.8,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-25,2,3.0585427326234176,0.0,49.16,0.0,9700.42,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-26,0,0.9959641345142488,0.0,48.1,0.0,9931.54,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-27,0,0.8134302677485303,0.0,53.28,0.0,11029.96,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-28,2,2.497103961571233,0.0,55.75,0.0,10906.27,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-29,2,1.3826897555042543,0.0,55.16,0.0,11100.53,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-30,2,1.9605657073000116,0.0,56.75,0.0,11099.61,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-07-31,2,1.7900429073620943,0.0,58.13,0.0,11335.46,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-08-01,2,1.9440002456490302,0.0,61.65,0.0,11801.17,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-08-02,2,1.3346873163427886,0.0,56.77,0.0,11071.35,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-08-03,2,1.5089223102385234,0.0,58.48,0.0,11219.81,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-08-04,1,1.1163627484816259,-1804.3532043883652,57.61,9.287800816550948,11191.97,200000,207897.57620962744,7897.576209627441,1.0394878810481372
2020-08-05,1,0.4982477822194385,-1804.3532043883652,58.88,9.287800816550948,11744.91,200000,215324.70136270433,15324.701362704334,1.0766235068135217
2020-08-06,1,0.44794966321647495,-1804.3532043883652,59.03,9.287800816550948,11762.46,200000,215758.35524769305,15758.355247693049,1.0787917762384653
