date,statusList,zscore,ONGUSDT_position,ONGUSDT_price,XRPUSDT_position,XRPUSDT_price,init,total_asset,pnl,return
2020-02-10,1,0.7815144703630803,-596617.6838323515,0.1557,338908.3330225078,0.27338,200000,185544.1334543903,-14455.866545609693,0.9277206672719516
2020-02-11,1,0.744479316071754,-596617.6838323515,0.1607,338908.3330225078,0.281,200000,191109.7033711836,-8890.296628816403,0.955548516855918
2020-02-12,1,1.0631616545573974,-596617.6838323515,0.1808,338908.3330225078,0.30427,200000,210988.1157256476,10988.1157256476,1.054940578628238
2020-02-13,1,0.9923485542196564,-596617.6838323515,0.1948,338908.3330225078,0.32709,200000,227074.65145887414,27074.65145887414,1.1353732572943707
2020-02-14,2,1.5643996886959302,0.0,0.2128,0.0,0.33594,200000,205098.94838119377,5098.948381193768,1.0254947419059688
2020-02-15,2,2.3841227423718476,0.0,0.2142,0.0,0.30729,200000,205098.94838119377,5098.948381193768,1.0254947419059688
2020-02-16,2,1.4496523905636622,0.0,0.1902,0.0,0.29224,200000,205098.94838119377,5098.948381193768,1.0254947419059688
2020-02-17,1,1.0425398083561341,-565634.1654197291,0.1813,356867.602277968,0.28736,200000,205098.94838119377,5098.948381193768,1.0254947419059688
2020-02-18,1,0.5102486150653677,-565634.1654197291,0.182,356867.602277968,0.29827,200000,209388.3178378402,9388.317837840208,1.046941589189201
2020-02-19,1,0.38566523364966415,-565634.1654197291,0.1671,356867.602277968,0.27466,200000,192534.72468330344,-7465.275316696556,0.9626736234165172
2020-02-20,0,0.16780808070529313,0.0,0.1628,0.0,0.2709,200000,200508.75705442415,508.7570544241462,1.0025437852721206
2020-02-21,0,0.5260620452194872,0.0,0.1687,0.0,0.27418,200000,200508.75705442415,508.7570544241462,1.0025437852721206
2020-02-22,0,-0.43613232129363017,0.0,0.16,0.0,0.27468,200000,200508.75705442415,508.7570544241462,1.0025437852721206
2020-02-23,0,-0.15716791414060724,0.0,0.168,0.0,0.28298,200000,200508.75705442415,508.7570544241462,1.0025437852721206
2020-02-24,0,-0.6840031996461651,0.0,0.1558,0.0,0.2704,200000,200508.75705442415,508.7570544241462,1.0025437852721206
2020-02-25,-1,-1.0662711289671991,707012.5425050217,0.1418,-397692.8022817727,0.25209,200000,200508.75705442415,508.7570544241462,1.0025437852721206
2020-02-26,-2,-1.8671662124122472,0.0,0.1209,0.0,0.22915,200000,206162.24630843528,6162.2463084352785,1.0308112315421765
2020-02-27,-2,-1.3715791850488532,0.0,0.1292,0.0,0.2385,200000,206162.24630843528,6162.2463084352785,1.0308112315421765
2020-02-28,-1,-1.1893858513480475,796608.3705890081,0.1294,-435621.5321566058,0.23663,200000,206162.24630843528,6162.2463084352785,1.0308112315421765
2020-02-29,-1,-1.10243198136078,796608.3705890081,0.1254,-435621.5321566058,0.22892,200000,199617.1708131518,-382.82918684819015,0.998085854065759
2020-03-01,-1,-0.6865702320866798,796608.3705890081,0.1281,-435621.5321566058,0.22696,200000,200914.19521071517,914.1952107151737,1.004570976053576
2020-03-02,-1,-0.6945208228934423,796608.3705890081,0.135,-435621.5321566058,0.23958,200000,211908.3367035957,11908.336703595705,1.0595416835179785
2020-03-03,-1,-0.66039851534101,796608.3705890081,0.1319,-435621.5321566058,0.23428,200000,207130.05663433974,7130.056634339737,1.0356502831716987
2020-03-04,-1,-0.7308859169060656,796608.3705890081,0.1308,-435621.5321566058,0.23453,200000,206362.692809731,6362.692809731001,1.031813464048655
2020-03-05,-1,-0.49872982721653175,796608.3705890081,0.135,-435621.5321566058,0.23909,200000,211694.88215283898,11694.882152838982,1.058474410764195
2020-03-06,-1,-0.7553672681114312,796608.3705890081,0.1355,-435621.5321566058,0.24477,200000,214567.516640783,14567.516640782997,1.072837583203915
2020-03-07,-1,-1.0792740461929562,796608.3705890081,0.128,-435621.5321566058,0.23622,200000,204868.3897614265,4868.389761426486,1.0243419488071324
2020-03-08,-1,-0.9117548335834802,796608.3705890081,0.1111,-435621.5321566058,0.20385,200000,177304.6393025629,-22695.360697437107,0.8865231965128144
2020-03-09,-1,-0.7770530817153096,796608.3705890081,0.1145,-435621.5321566058,0.20952,200000,182483.0818498935,-17516.918150106503,0.9124154092494675
2020-03-10,-1,-0.875847010231181,796608.3705890081,0.1149,-435621.5321566058,0.21185,200000,183816.72336805396,-16183.276631946035,0.9190836168402698
2020-03-11,-2,-1.2697286185287768,0.0,0.1106,0.0,0.20813,200000,208723.2700090453,8723.270009045315,1.0436163500452267
2020-03-12,-2,-3.793374971597062,0.0,0.0554,0.0,0.13549,200000,208723.2700090453,8723.270009045315,1.0436163500452267
2020-03-13,-2,-2.986279869853524,0.0,0.0616,0.0,0.15872,200000,208723.2700090453,8723.270009045315,1.0436163500452267
2020-03-14,-2,-1.7579540848943416,0.0,0.0637,0.0,0.14588,200000,208723.2700090453,8723.270009045315,1.0436163500452267
2020-03-15,0,-0.14741223219966362,0.0,0.0796,0.0,0.15308,200000,208723.2700090453,8723.270009045315,1.0436163500452267
2020-03-16,-2,-1.2071059925842031,0.0,0.0645,0.0,0.14102,200000,208723.2700090453,8723.270009045315,1.0436163500452267
2020-03-17,-1,-1.1362230549884953,1559964.6487970501,0.0669,-710232.9862836713,0.14694,200000,208723.2700090453,8723.270009045315,1.0436163500452267
2020-03-18,-1,-1.1054559797388983,1559964.6487970501,0.0665,-710232.9862836713,0.1476,200000,208568.03792047373,8568.037920473726,1.0428401896023687
2020-03-19,-1,-0.5967567533669672,1559964.6487970501,0.0784,-710232.9862836713,0.1646,200000,239205.578007981,39205.57800798101,1.196027890039905
2020-03-20,0,0.3641158809023026,0.0,0.0833,0.0,0.15695,200000,190249.2819614733,-9750.718038526713,0.9512464098073664
2020-03-21,0,0.183626394724544,0.0,0.0818,0.0,0.15797,200000,190249.2819614733,-9750.718038526713,0.9512464098073664
2020-03-22,0,-0.27923995091858295,0.0,0.0722,0.0,0.14776,200000,190249.2819614733,-9750.718038526713,0.9512464098073664
2020-03-23,0,0.03624574014208987,0.0,0.0797,0.0,0.15854,200000,190249.2819614733,-9750.718038526713,0.9512464098073664
2020-03-24,0,0.15305080318023248,0.0,0.0821,0.0,0.16225,200000,190249.2819614733,-9750.718038526713,0.9512464098073664
2020-03-25,0,0.21966900590550115,0.0,0.0818,0.0,0.16168,200000,190249.2819614733,-9750.718038526713,0.9512464098073664
2020-03-26,0,-0.4040523592879591,0.0,0.0831,0.0,0.17593,200000,190249.2819614733,-9750.718038526713,0.9512464098073664
2020-03-27,0,-0.5754375848958212,0.0,0.0796,0.0,0.17269,200000,190249.2819614733,-9750.718038526713,0.9512464098073664
2020-03-28,0,-0.75105296285927,0.0,0.0788,0.0,0.17543,200000,190249.2819614733,-9750.718038526713,0.9512464098073664
2020-03-29,0,0.13002431512857976,0.0,0.0789,0.0,0.16278,200000,190249.2819614733,-9750.718038526713,0.9512464098073664
2020-03-30,0,0.29244896976066664,0.0,0.0835,0.0,0.17112,200000,190249.2819614733,-9750.718038526713,0.9512464098073664
2020-03-31,0,0.19361384430733586,0.0,0.0835,0.0,0.17353,200000,190249.2819614733,-9750.718038526713,0.9512464098073664
2020-04-01,0,-0.10290799731135994,0.0,0.0829,0.0,0.17494,200000,190249.2819614733,-9750.718038526713,0.9512464098073664
2020-04-02,0,-0.31331897441631873,0.0,0.0844,0.0,0.17828,200000,190249.2819614733,-9750.718038526713,0.9512464098073664
2020-04-03,0,-0.48564818044894015,0.0,0.0847,0.0,0.17957,200000,190249.2819614733,-9750.718038526713,0.9512464098073664
2020-04-04,0,-0.42000318013824045,0.0,0.0854,0.0,0.18114,200000,190249.2819614733,-9750.718038526713,0.9512464098073664
2020-04-05,0,-0.4410882931426005,0.0,0.0846,0.0,0.17925,200000,190249.2819614733,-9750.718038526713,0.9512464098073664
2020-04-06,-2,-1.3911918637286513,0.0,0.0892,0.0,0.19803,200000,190249.2819614733,-9750.718038526713,0.9512464098073664
2020-04-07,-2,-1.2223895455782918,0.0,0.0877,0.0,0.19285,200000,190249.2819614733,-9750.718038526713,0.9512464098073664
2020-04-08,-2,-1.2884896373959305,0.0,0.091,0.0,0.20192,200000,190249.2819614733,-9750.718038526713,0.9512464098073664
2020-04-09,0,-0.8379020517632334,0.0,0.0912,0.0,0.19829,200000,190249.2819614733,-9750.718038526713,0.9512464098073664
2020-04-10,-2,-1.8652494779715498,0.0,0.0818,0.0,0.18758,200000,190249.2819614733,-9750.718038526713,0.9512464098073664
2020-04-11,-2,-1.4602274453977293,0.0,0.083,0.0,0.1885,200000,190249.2819614733,-9750.718038526713,0.9512464098073664
2020-04-12,0,-0.9845910840931213,0.0,0.0849,0.0,0.18939,200000,190249.2819614733,-9750.718038526713,0.9512464098073664
2020-04-13,-1,-1.163552409754341,1143325.0117877,0.0832,-506979.9124912682,0.18763,200000,190249.2819614733,-9750.718038526713,0.9512464098073664
2020-04-14,-1,-0.6439911416794808,1143325.0117877,0.0841,-506979.9124912682,0.18613,200000,190517.8046033453,-9482.195396654686,0.9525890230167265
2020-04-15,-1,-0.6656784948529363,1143325.0117877,0.0813,-506979.9124912682,0.1805,200000,184462.1976630139,-15537.80233698609,0.9223109883150695
2020-04-16,-1,-0.9384164704489356,1143325.0117877,0.0848,-506979.9124912682,0.19053,200000,193548.8437265583,-6451.156273441709,0.9677442186327915
2020-04-17,-1,-0.8407029686565576,1143325.0117877,0.0842,-506979.9124912682,0.18863,200000,191899.58688575224,-8100.413114247756,0.9594979344287612
2020-04-18,-1,-0.8377484690661489,1143325.0117877,0.087,-506979.9124912682,0.19544,200000,198553.43012282334,-1446.569877176662,0.9927671506141167
2020-04-19,-1,-0.270451505462956,1143325.0117877,0.0855,-506979.9124912682,0.18901,200000,193578.56176782295,-6421.438232177054,0.9678928088391148
2020-04-20,0,1.1448516751802873,0.0,0.0852,0.0,0.18151,200000,184859.91487345131,-15140.085126548685,0.9242995743672566
2020-04-21,0,-0.15161661218954325,0.0,0.083,0.0,0.18341,200000,184859.91487345131,-15140.085126548685,0.9242995743672566
2020-04-22,0,0.031992671195036654,0.0,0.0853,0.0,0.18804,200000,184859.91487345131,-15140.085126548685,0.9242995743672566
2020-04-23,0,-0.6662331459467586,0.0,0.0858,0.0,0.1926,200000,184859.91487345131,-15140.085126548685,0.9242995743672566
2020-04-24,0,0.6509680270414273,0.0,0.0883,0.0,0.19325,200000,184859.91487345131,-15140.085126548685,0.9242995743672566
2020-04-25,2,1.4569809688739006,0.0,0.0897,0.0,0.19418,200000,184859.91487345131,-15140.085126548685,0.9242995743672566
2020-04-26,2,2.647224103994451,0.0,0.0938,0.0,0.19618,200000,184859.91487345131,-15140.085126548685,0.9242995743672566
2020-04-27,0,0.8852711555949756,0.0,0.0911,0.0,0.19747,200000,184859.91487345131,-15140.085126548685,0.9242995743672566
2020-04-28,-2,-1.8762853706016371,0.0,0.0922,0.0,0.21416,200000,184859.91487345131,-15140.085126548685,0.9242995743672566
2020-04-29,-2,-2.296531713646876,0.0,0.095,0.0,0.22648,200000,184859.91487345131,-15140.085126548685,0.9242995743672566
2020-04-30,-1,-1.1405149975505815,1006862.2814458131,0.0918,-437331.23935048806,0.21135,200000,184859.91487345131,-15140.085126548685,0.9242995743672566
2020-05-01,-1,-0.4340057009413158,1006862.2814458131,0.0967,-437331.23935048806,0.21786,200000,192640.56642070744,-7359.433579292556,0.9632028321035372
2020-05-02,0,1.1682926864219723,0.0,0.1043,0.0,0.22369,200000,177670.80384896367,-22329.196151036333,0.8883540192448184
2020-05-03,0,-0.47492245871114963,0.0,0.0974,0.0,0.21936,200000,177670.80384896367,-22329.196151036333,0.8883540192448184
2020-05-04,-2,-1.3098474897227033,0.0,0.0938,0.0,0.21776,200000,177670.80384896367,-22329.196151036333,0.8883540192448184
2020-05-05,-2,-1.4090253388711267,0.0,0.0926,0.0,0.21688,200000,177670.80384896367,-22329.196151036333,0.8883540192448184
2020-05-06,-2,-1.2967252180617164,0.0,0.0903,0.0,0.21158,200000,177670.80384896367,-22329.196151036333,0.8883540192448184
2020-05-07,-2,-1.446380453879437,0.0,0.0922,0.0,0.21862,200000,177670.80384896367,-22329.196151036333,0.8883540192448184
2020-05-08,0,-0.42287757477269144,0.0,0.0959,0.0,0.21865,200000,177670.80384896367,-22329.196151036333,0.8883540192448184
2020-05-09,-1,-1.0587727520653405,963507.6130637942,0.0922,-410476.8594606868,0.21642,200000,177670.80384896367,-22329.196151036333,0.8883540192448184
2020-05-10,0,2.648181601174013,0.0,0.0988,0.0,0.19702,200000,163348.4025292053,-36651.59747079469,0.8167420126460265
2020-05-11,1,1.092936542409192,-901481.2501611772,0.0906,424193.4209234583,0.19254,200000,163348.4025292053,-36651.59747079469,0.8167420126460265
2020-05-12,1,0.7428690374939559,-901481.2501611772,0.0914,424193.4209234583,0.19711,200000,166008.15146295447,-33991.84853704553,0.8300407573147723
2020-05-13,1,0.34285087282649923,-901481.2501611772,0.0919,424193.4209234583,0.20177,200000,168435.63342953834,-31564.366570461658,0.8421781671476917
2020-05-14,0,0.1020400199754466,0.0,0.0917,0.0,0.20386,200000,159538.16237952904,-40461.837620470964,0.7976908118976451
2020-05-15,0,0.23202209860145986,0.0,0.0896,0.0,0.19818,200000,159538.16237952904,-40461.837620470964,0.7976908118976451
2020-05-16,0,0.7020710944582085,0.0,0.092,0.0,0.19969,200000,159538.16237952904,-40461.837620470964,0.7976908118976451
2020-05-17,0,0.4912449951867922,0.0,0.0918,0.0,0.20131,200000,159538.16237952904,-40461.837620470964,0.7976908118976451
2020-05-18,0,0.7939235848015397,0.0,0.0953,0.0,0.20543,200000,159538.16237952904,-40461.837620470964,0.7976908118976451
2020-05-19,0,0.74112192764516,0.0,0.0952,0.0,0.20496,200000,159538.16237952904,-40461.837620470964,0.7976908118976451
2020-05-20,2,2.1032317604109614,0.0,0.1009,0.0,0.20179,200000,159538.16237952904,-40461.837620470964,0.7976908118976451
2020-05-21,2,2.2906927231497414,0.0,0.1005,0.0,0.19434,200000,159538.16237952904,-40461.837620470964,0.7976908118976451
2020-05-22,2,2.563036138670895,0.0,0.1092,0.0,0.20034,200000,159538.16237952904,-40461.837620470964,0.7976908118976451
2020-05-23,2,1.5538092907714367,0.0,0.1032,0.0,0.19883,200000,159538.16237952904,-40461.837620470964,0.7976908118976451
2020-05-24,2,1.2057149936559257,0.0,0.0985,0.0,0.19256,200000,159538.16237952904,-40461.837620470964,0.7976908118976451
2020-05-25,2,2.6111974952649395,0.0,0.1158,0.0,0.19622,200000,159538.16237952904,-40461.837620470964,0.7976908118976451
2020-05-26,2,3.524725899068528,0.0,0.1467,0.0,0.19372,200000,159538.16237952904,-40461.837620470964,0.7976908118976451
2020-05-27,2,1.6760978401460291,0.0,0.1261,0.0,0.19791,200000,159538.16237952904,-40461.837620470964,0.7976908118976451
2020-05-28,1,1.10613388723967,-661435.1674109828,0.1206,397811.097096372,0.20052,200000,159538.16237952904,-40461.837620470964,0.7976908118976451
2020-05-29,1,1.155257023116671,-661435.1674109828,0.1216,397811.097096372,0.19759,200000,159034.01103244763,-40965.988967552374,0.7951700551622382
2020-05-30,1,0.7143948127324348,-661435.1674109828,0.121,397811.097096372,0.20701,200000,162384.53046664887,-37615.46953335113,0.8119226523332443
2020-05-31,1,0.5427811005957651,-661435.1674109828,0.1165,397811.097096372,0.20245,200000,157594.05361054,-42405.946389460005,0.7879702680527
2020-06-01,1,0.5124127404752742,-661435.1674109828,0.122,397811.097096372,0.211,200000,164633.23191147437,-35366.76808852563,0.8231661595573718
2020-06-02,2,1.2758056129974182,0.0,0.1323,0.0,0.20301,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-03,0,0.8636499666734859,0.0,0.1276,0.0,0.2041,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-04,0,0.6814982138982795,0.0,0.126,0.0,0.20427,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-05,0,0.5468345653603583,0.0,0.1241,0.0,0.20274,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-06,0,0.6517910461067633,0.0,0.1274,0.0,0.20361,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-07,0,0.4719696132449041,0.0,0.1257,0.0,0.20329,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-08,0,0.567192563464467,0.0,0.1284,0.0,0.20403,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-09,2,1.224172843129968,0.0,0.1358,0.0,0.20127,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-10,0,0.7222564776230685,0.0,0.1318,0.0,0.20266,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-11,0,-0.30059522567235264,0.0,0.1125,0.0,0.18817,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-12,0,0.6327717514407074,0.0,0.1256,0.0,0.19307,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-13,0,0.8939558148434068,0.0,0.1279,0.0,0.19234,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-14,0,0.3304052170085562,0.0,0.1225,0.0,0.19022,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-15,0,0.21001716639652204,0.0,0.1212,0.0,0.19238,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-16,0,0.29537970547961107,0.0,0.1216,0.0,0.19238,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-17,2,2.177717813445124,0.0,0.1347,0.0,0.19315,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-18,2,2.718558472105914,0.0,0.1416,0.0,0.18975,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-19,2,1.6693218297297328,0.0,0.1334,0.0,0.18722,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-20,2,1.597256367785002,0.0,0.1347,0.0,0.18792,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-21,2,2.767856282383057,0.0,0.1494,0.0,0.18602,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-22,2,3.032812790121159,0.0,0.1696,0.0,0.18928,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-23,2,2.3593730502690398,0.0,0.1686,0.0,0.18889,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-24,2,2.2995356589194516,0.0,0.172,0.0,0.18348,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-25,2,2.867871773747372,0.0,0.2028,0.0,0.18156,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-26,2,3.184604186394155,0.0,0.2574,0.0,0.18249,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-27,2,2.237555790831293,0.0,0.2322,0.0,0.17509,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-28,2,2.2527071248630097,0.0,0.2577,0.0,0.17693,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-29,2,2.3124743058930326,0.0,0.2896,0.0,0.17726,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-06-30,2,1.357203212811279,0.0,0.242,0.0,0.17533,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-07-01,1,1.1657650126836445,-346718.9412144862,0.2398,471146.38240626623,0.17647,200000,166286.4042064676,-33713.59579353241,0.8314320210323379
2020-07-02,1,0.5754847531595617,-346718.9412144862,0.2068,471146.38240626623,0.17477,200000,154043.73029629892,-45956.26970370108,0.7702186514814946
2020-07-03,1,0.30568136566658666,-346718.9412144862,0.1962,471146.38240626623,0.1762,200000,151042.2488462663,-48957.7511537337,0.7552112442313315
2020-07-04,1,0.4616435463800366,-346718.9412144862,0.2113,471146.38240626623,0.17808,200000,157163.4600575288,-42836.539942471194,0.7858173002876441
2020-07-05,1,0.3361487660705879,-346718.9412144862,0.2069,471146.38240626623,0.17695,200000,155105.50130406598,-44894.49869593402,0.77552750652033
2020-07-06,0,-0.0020240461278755793,0.0,0.2059,0.0,0.18875,200000,148746.95452334755,-51253.04547665245,0.7437347726167378
2020-07-07,0,0.016592368595504878,0.0,0.2067,0.0,0.18508,200000,148746.95452334755,-51253.04547665245,0.7437347726167378
2020-07-08,0,-0.4940862764254383,0.0,0.2055,0.0,0.20551,200000,148746.95452334755,-51253.04547665245,0.7437347726167378
2020-07-09,0,-0.7530573671195602,0.0,0.1942,0.0,0.20263,200000,148746.95452334755,-51253.04547665245,0.7437347726167378
2020-07-10,0,-0.9604531423439292,0.0,0.1862,0.0,0.19909,200000,148746.95452334755,-51253.04547665245,0.7437347726167378
2020-07-11,0,-0.8837464870477558,0.0,0.1951,0.0,0.2011,200000,148746.95452334755,-51253.04547665245,0.7437347726167378
2020-07-12,-1,-1.0354377846611351,391645.48321049905,0.1899,-369502.56986125687,0.20128,200000,148746.95452334755,-51253.04547665245,0.7437347726167378
2020-07-13,-1,-1.0841546014279957,391645.48321049905,0.1865,-369502.56986125687,0.19867,200000,146450.95817309397,-53549.04182690603,0.7322547908654699
2020-07-14,-1,-0.7125191148280248,391645.48321049905,0.2035,-369502.56986125687,0.19909,200000,153264.12246701418,-46735.87753298582,0.7663206123350709
2020-07-15,-1,-0.9078042276881615,391645.48321049905,0.1916,-369502.56986125687,0.19721,200000,147908.8763854701,-52091.123614529904,0.7395443819273505
2020-07-16,-1,-1.0059334710458947,391645.48321049905,0.1809,-369502.56986125687,0.19444,200000,142694.74759660207,-57305.25240339793,0.7134737379830103
2020-07-17,-1,-0.7789065375392068,391645.48321049905,0.1865,-369502.56986125687,0.1944,200000,144873.18219978642,-55126.81780021358,0.7243659109989321
2020-07-18,-1,-0.8291166896797422,391645.48321049905,0.1867,-369502.56986125687,0.1999,200000,146983.7754306654,-53016.22456933459,0.734918877153327
2020-07-19,-1,-0.8756071284034289,391645.48321049905,0.1859,-369502.56986125687,0.19956,200000,146544.82817034418,-53455.171829655825,0.7327241408517209
2020-07-20,-1,-0.6167093567280971,391645.48321049905,0.1869,-369502.56986125687,0.19465,200000,145122.2160355359,-54877.78396446409,0.7256110801776796
2020-07-21,-1,-0.857225098161876,391645.48321049905,0.186,-369502.56986125687,0.19949,200000,146558.12753877495,-53441.87246122505,0.7327906376938748
2020-07-22,-1,-0.8406128771336943,391645.48321049905,0.1887,-369502.56986125687,0.20348,200000,149089.8855971897,-50910.114402810286,0.7454494279859485
2020-07-23,-1,-1.1236004553381358,391645.48321049905,0.1863,-369502.56986125687,0.20851,200000,150008.53436388663,-49991.46563611337,0.7500426718194332
2020-07-24,-1,-1.1645601540310229,391645.48321049905,0.1811,-369502.56986125687,0.20392,200000,146275.9610555289,-53724.0389444711,0.7313798052776445
2020-07-25,-2,-1.662069843893492,0.0,0.1834,0.0,0.21463,200000,156225.50947186357,-43774.49052813643,0.7811275473593178
2020-07-26,-2,-1.903163600267857,0.0,0.1788,0.0,0.21532,200000,156225.50947186357,-43774.49052813643,0.7811275473593178
2020-07-27,-2,-2.955739128228008,0.0,0.1667,0.0,0.22437,200000,156225.50947186357,-43774.49052813643,0.7811275473593178
2020-07-28,-2,-2.3820281150951423,0.0,0.1709,0.0,0.23029,200000,156225.50947186357,-43774.49052813643,0.7811275473593178
2020-07-29,-2,-2.1474547728963786,0.0,0.1763,0.0,0.24327,200000,156225.50947186357,-43774.49052813643,0.7811275473593178
