date,statusList,zscore,ENJUSDT_position,ENJUSDT_price,BNBUSDT_position,BNBUSDT_price,init,total_asset,pnl,return
2020-01-25,2,1.5159720038364295,0.0,0.0882,0.0,16.9555,200000,203509.57257337918,3509.572573379177,1.017547862866896
2020-01-26,0,0.9191010651668093,0.0,0.08741,0.0,17.499,200000,203509.57257337918,3509.572573379177,1.017547862866896
2020-01-27,1,1.1838150221970027,-1127351.9420196053,0.09026,5758.618352387639,17.67,200000,203509.57257337918,3509.572573379177,1.017547862866896
2020-01-28,1,0.5800327222932602,-1127351.9420196053,0.08811,5758.618352387639,18.0662,200000,203367.33048925298,3367.330489252985,1.0168366524462649
2020-01-29,1,0.9905922610713112,-1127351.9420196053,0.08978,5758.618352387639,17.9134,200000,204370.0913481809,4370.091348180897,1.0218504567409046
2020-01-30,2,1.9359307864167825,0.0,0.1006,0.0,18.5555,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-01-31,2,1.2666203172269657,0.0,0.09531,0.0,18.2644,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-01,2,2.145917272799524,0.0,0.10476,0.0,18.2752,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-02,2,2.3443422827616134,0.0,0.1123,0.0,18.4333,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-03,2,2.223531958814618,0.0,0.11619,0.0,18.46,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-04,2,3.2488309984918793,0.0,0.1469,0.0,18.1778,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-05,2,1.7382013697314966,0.0,0.13421,0.0,19.262,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-06,2,1.2613442104699208,0.0,0.13726,0.0,20.6675,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-07,0,0.5036750015009558,0.0,0.13106,0.0,22.0555,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-08,0,0.38038143438640615,0.0,0.1283,0.0,21.7888,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-09,0,-0.1094132387722918,0.0,0.13362,0.0,24.38,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-10,0,-0.07123619721137246,0.0,0.14051,0.0,25.1465,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-11,0,-0.3824991680805998,0.0,0.13851,0.0,25.6963,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-12,0,-0.45874517680544724,0.0,0.14127,0.0,26.4243,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-13,0,-0.5018728786626694,0.0,0.13586,0.0,25.4579,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-14,0,-0.3597587685585338,0.0,0.144,0.0,26.3547,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-15,0,-0.38329410419264687,0.0,0.13284,0.0,24.2576,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-16,0,-0.5989477461269195,0.0,0.12425,0.0,23.3193,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-17,0,0.015667012360813994,0.0,0.13694,0.0,23.4555,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-18,0,-0.08154583956385723,0.0,0.13992,0.0,24.0821,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-19,0,0.23462529817572883,0.0,0.13558,0.0,22.3709,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-20,0,0.036613561457282576,0.0,0.1321,0.0,22.1626,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-21,0,-0.26515422496119345,0.0,0.1278,0.0,22.1888,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-22,0,-0.3847647176277902,0.0,0.12428,0.0,21.9689,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-23,0,-0.21748700450673827,0.0,0.1312,0.0,22.8452,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-24,0,-0.5421364890635085,0.0,0.12219,0.0,22.0965,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-25,0,-0.8741196777311816,0.0,0.10971,0.0,20.3193,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-26,-2,-1.7256943200692967,0.0,0.09693,0.0,18.7441,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-27,-2,-1.2027922374615876,0.0,0.10124,0.0,19.2,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-28,-1,-1.0486689111094667,1046880.9683186617,0.10033,-5532.799942656967,18.9838,200000,210067.13510282265,10067.135102822649,1.0503356755141133
2020-02-29,-2,-1.918260301064579,0.0,0.09593,0.0,19.23,200000,216035.58670930692,16035.586709306925,1.0801779335465347
2020-03-01,0,-0.5999849078084234,0.0,0.10094,0.0,18.902,200000,216035.58670930692,16035.586709306925,1.0801779335465347
2020-03-02,0,-0.20532906628037353,0.0,0.10869,0.0,19.9289,200000,216035.58670930692,16035.586709306925,1.0801779335465347
2020-03-03,0,-0.24697244436408225,0.0,0.10726,0.0,19.6882,200000,216035.58670930692,16035.586709306925,1.0801779335465347
2020-03-04,0,-0.8994560049501225,0.0,0.10496,0.0,19.95,200000,216035.58670930692,16035.586709306925,1.0801779335465347
2020-03-05,0,-0.6887464445323788,0.0,0.11016,0.0,20.7462,200000,216035.58670930692,16035.586709306925,1.0801779335465347
2020-03-06,0,-0.785441258101767,0.0,0.11242,0.0,21.3389,200000,216035.58670930692,16035.586709306925,1.0801779335465347
2020-03-07,-1,-1.0098078721718626,1027566.5273463989,0.10512,-5334.212017513752,20.25,200000,216035.58670930692,16035.586709306925,1.0801779335465347
2020-03-08,-1,-1.0783777117369306,1027566.5273463989,0.08681,-5334.212017513752,16.894,200000,179319.2280628182,-20680.771937181795,0.8965961403140911
2020-03-09,-1,-0.5476020304383511,1027566.5273463989,0.08745,-5334.212017513752,16.5888,200000,178348.8691325747,-21651.130867425294,0.8917443456628735
2020-03-10,-1,-0.6955529996241536,1027566.5273463989,0.08797,-5334.212017513752,16.8671,200000,180367.7149312689,-19632.285068731086,0.9018385746563445
2020-03-11,-2,-1.529555879949821,0.0,0.083,0.0,16.5705,200000,219138.1251757674,19138.125175767404,1.095690625878837
2020-03-12,-2,-2.731382320735262,0.0,0.04262,0.0,9.2566,200000,219138.1251757674,19138.125175767404,1.095690625878837
2020-03-13,-2,-2.481347859803075,0.0,0.04934,0.0,10.9204,200000,219138.1251757674,19138.125175767404,1.095690625878837
2020-03-14,-1,-1.1370237857762049,2213963.6813070057,0.04949,-10796.364321330191,10.1487,200000,219138.12517576743,19138.125175767433,1.0956906258788373
2020-03-15,-1,-1.0996567172456146,2213963.6813070057,0.05047,-10796.364321330191,10.3898,200000,223910.813021321,23910.813021320995,1.119554065106605
2020-03-16,-1,-0.9288095065060021,2213963.6813070057,0.04598,-10796.364321330191,9.4285,200000,203591.57107015784,3591.5710701578355,1.017957855350789
2020-03-17,-1,-0.4959625389136002,2213963.6813070057,0.05107,-10796.364321330191,10.2576,200000,223811.91186682536,23811.911866825365,1.1190595593341268
2020-03-18,-1,-0.35908295025349585,2213963.6813070057,0.05195,-10796.364321330191,10.3866,200000,227152.9309038271,27152.930903827102,1.1357646545191356
2020-03-19,0,2.7086032912826816,0.0,0.07392,0.0,12.2597,200000,187842.1175237653,-12157.882476234692,0.9392105876188266
2020-03-20,2,2.606270568646816,0.0,0.07488,0.0,11.9147,200000,187842.1175237653,-12157.882476234692,0.9392105876188266
2020-03-21,2,2.234303869406477,0.0,0.07671,0.0,12.1,200000,187842.1175237653,-12157.882476234692,0.9392105876188266
2020-03-22,2,1.8210010301223734,0.0,0.07,0.0,11.167,200000,187842.1175237653,-12157.882476234692,0.9392105876188266
2020-03-23,2,1.3916725007583286,0.0,0.0745,0.0,12.1887,200000,187842.1175237653,-12157.882476234692,0.9392105876188266
2020-03-24,2,1.9351112160969393,0.0,0.08232,0.0,12.426,200000,187842.1175237653,-12157.882476234692,0.9392105876188266
2020-03-25,2,1.6518545008340169,0.0,0.08132,0.0,12.3251,200000,187842.1175237653,-12157.882476234692,0.9392105876188266
2020-03-26,2,1.929798582095296,0.0,0.09292,0.0,13.199,200000,187842.1175237653,-12157.882476234692,0.9392105876188266
2020-03-27,2,1.3458537517833762,0.0,0.08281,0.0,12.3354,200000,187842.1175237653,-12157.882476234692,0.9392105876188266
2020-03-28,2,1.5384427902797657,0.0,0.08585,0.0,12.1888,200000,187842.1175237653,-12157.882476234692,0.9392105876188266
2020-03-29,2,1.536201606107322,0.0,0.08165,0.0,11.3008,200000,187842.1175237653,-12157.882476234692,0.9392105876188266
2020-03-30,2,1.721980629572132,0.0,0.0928,0.0,12.1365,200000,187842.1175237653,-12157.882476234692,0.9392105876188266
2020-03-31,2,1.3330397529465006,0.0,0.09304,0.0,12.5451,200000,187842.1175237653,-12157.882476234692,0.9392105876188266
2020-04-01,1,1.117560191608204,-1010773.340097747,0.09292,7383.731034739202,12.72,200000,187842.1175237653,-12157.882476234692,0.9392105876188266
2020-04-02,1,0.7979387362024009,-1010773.340097747,0.09192,7383.731034739202,13.0166,200000,189021.3588085712,-10978.64119142879,0.945106794042856
2020-04-03,1,0.38152394646349996,-1010773.340097747,0.09009,7383.731034739202,13.3615,200000,189718.2924300739,-10281.707569926104,0.9485914621503695
2020-04-04,1,0.6957254158848982,-1010773.340097747,0.09744,7383.731034739202,13.7606,200000,200094.32353575673,94.32353575673187,1.0004716176787836
2020-04-05,1,0.28560764190703647,-1010773.340097747,0.09335,7383.731034739202,13.6888,200000,195430.10868646269,-4569.891313537315,0.9771505434323134
2020-04-06,0,-0.30051944094639144,0.0,0.099,0.0,15.1989,200000,175684.08856954463,-24315.911430455366,0.8784204428477231
2020-04-07,0,-0.6823605756725087,0.0,0.0951,0.0,14.7266,200000,175684.08856954463,-24315.911430455366,0.8784204428477231
2020-04-08,0,-0.7709628559010361,0.0,0.09748,0.0,15.0888,200000,175684.08856954463,-24315.911430455366,0.8784204428477231
2020-04-09,0,-0.7411567907227882,0.0,0.09743,0.0,15.0096,200000,175684.08856954463,-24315.911430455366,0.8784204428477231
2020-04-10,0,-0.98255516658859,0.0,0.08777,0.0,13.72,200000,175684.08856954463,-24315.911430455366,0.8784204428477231
2020-04-11,-1,-1.1850183454087055,1006554.8789363162,0.08727,-6362.138356252069,13.807,200000,175684.08856954463,-24315.911430455366,0.8784204428477231
2020-04-12,-2,-1.593101314983274,0.0,0.08803,0.0,14.2808,200000,177933.48801474526,-22066.511985254736,0.8896674400737263
2020-04-13,-2,-1.826769987111969,0.0,0.0896,0.0,15.0277,200000,177933.48801474526,-22066.511985254736,0.8896674400737263
2020-04-14,-2,-1.8447424561146377,0.0,0.09103,0.0,15.6148,200000,177933.48801474526,-22066.511985254736,0.8896674400737263
2020-04-15,0,-0.7478411516448904,0.0,0.09227,0.0,14.5755,200000,177933.48801474526,-22066.511985254736,0.8896674400737263
2020-04-16,-1,-1.0909739298359569,924714.1046395658,0.09621,-5652.486372248792,15.7394,200000,177933.48801474526,-22066.511985254736,0.8896674400737263
2020-04-17,-1,-1.1626136365569057,924714.1046395658,0.094,-5652.486372248792,15.64,200000,175328.0126980903,-24671.987301909714,0.8766400634904514
2020-04-18,-1,-0.5673144630771458,924714.1046395658,0.10438,-5652.486372248792,16.6137,200000,190430.37108490762,-9569.628915092384,0.9521518554245381
2020-04-19,-1,-0.7121069509432737,924714.1046395658,0.0993,-5652.486372248792,16.0683,200000,182649.95736591413,-17350.04263408587,0.9132497868295707
2020-04-20,0,0.158017507276379,0.0,0.09763,0.0,14.9892,200000,172379.89870969605,-27620.101290303952,0.8618994935484803
2020-04-21,2,1.7684218600695376,0.0,0.10726,0.0,15.1283,200000,172379.89870969605,-27620.101290303952,0.8618994935484803
2020-04-22,2,1.9566351830793993,0.0,0.11295,0.0,15.7104,200000,172379.89870969605,-27620.101290303952,0.8618994935484803
2020-04-23,2,2.356424623587041,0.0,0.12095,0.0,16.034,200000,172379.89870969605,-27620.101290303952,0.8618994935484803
2020-04-24,2,2.8609234996723205,0.0,0.13049,0.0,15.9319,200000,172379.89870969605,-27620.101290303952,0.8618994935484803
2020-04-25,2,3.0541916282880206,0.0,0.14889,0.0,16.2283,200000,172379.89870969605,-27620.101290303952,0.8618994935484803
2020-04-26,2,2.0144657213547896,0.0,0.14149,0.0,16.3588,200000,172379.89870969605,-27620.101290303952,0.8618994935484803
2020-04-27,2,1.4780827326439747,0.0,0.13679,0.0,16.4229,200000,172379.89870969605,-27620.101290303952,0.8618994935484803
2020-04-28,2,1.464120031071965,0.0,0.13898,0.0,16.34,200000,172379.89870969605,-27620.101290303952,0.8618994935484803
2020-04-29,1,1.093505899347763,-602600.498880291,0.14303,4962.943412096024,17.3667,200000,172379.89870969605,-27620.101290303952,0.8618994935484803
2020-04-30,1,0.8474267644276325,-602600.498880291,0.13668,4962.943412096024,16.9542,200000,166506.17138431658,-33493.82861568342,0.8325308569215829
2020-05-01,1,0.7745030791361407,-602600.498880291,0.14096,4962.943412096024,17.466,200000,171625.33595783496,-28374.664042165037,0.8581266797891748
2020-05-02,1,0.8094529613681647,-602600.498880291,0.14384,4962.943412096024,17.5333,200000,173694.83148624428,-26305.16851375572,0.8684741574312214
2020-05-03,1,0.4941907067202353,-602600.498880291,0.13582,4962.943412096024,17.1071,200000,166746.769002989,-33253.23099701101,0.833733845014945
2020-05-04,1,0.503601687881984,-602600.498880291,0.13653,4962.943412096024,17.0074,200000,166679.80989900808,-33320.190100991924,0.8333990494950404
2020-05-05,1,1.0105583588762486,-602600.498880291,0.14571,4962.943412096024,16.8886,200000,171622.08480137214,-28377.91519862786,0.8581104240068607
2020-05-06,1,0.9315199178467105,-602600.498880291,0.14136,4962.943412096024,16.3743,200000,166448.3308344019,-33551.66916559811,0.8322416541720095
2020-05-07,1,0.5818700313246707,-602600.498880291,0.14239,4962.943412096024,17.0003,200000,170175.81192422067,-29824.188075779326,0.8508790596211033
2020-05-08,1,0.5197827449503553,-602600.498880291,0.14369,4962.943412096024,17.1371,200000,171638.1232315398,-28361.876768460206,0.858190616157699
2020-05-09,1,0.8437193312296942,-602600.498880291,0.14506,4962.943412096024,16.7751,200000,170667.100399827,-29332.899600172997,0.853335501999135
2020-05-10,2,1.8205086520611433,0.0,0.14216,0.0,15.3506,200000,181861.426488797,-18138.573511202994,0.909307132443985
2020-05-11,2,2.433156953665317,0.0,0.14798,0.0,15.0811,200000,181861.426488797,-18138.573511202994,0.909307132443985
2020-05-12,2,2.692226412107388,0.0,0.16301,0.0,15.7892,200000,181861.426488797,-18138.573511202994,0.909307132443985
2020-05-13,2,1.8652060136998072,0.0,0.1613,0.0,16.2164,200000,181861.426488797,-18138.573511202994,0.909307132443985
2020-05-14,2,1.57598508584829,0.0,0.16216,0.0,16.3777,200000,181861.426488797,-18138.573511202994,0.909307132443985
2020-05-15,2,1.91252003375315,0.0,0.16284,0.0,15.7222,200000,181861.426488797,-18138.573511202994,0.909307132443985
2020-05-16,2,1.380821290520769,0.0,0.16157,0.0,16.058,200000,181861.426488797,-18138.573511202994,0.909307132443985
2020-05-17,1,1.1276510568935363,-560746.874965457,0.16216,5579.974916659927,16.2959,200000,181861.426488797,-18138.573511202994,0.909307132443985
2020-05-18,1,0.5951788714241089,-560746.874965457,0.15863,5579.974916659927,16.6299,200000,181745.70164233336,-18254.298357666645,0.9087285082116667
2020-05-19,1,0.6269247981802428,-560746.874965457,0.16573,5579.974916659927,17.2098,200000,188962.8319087592,-11037.168091240805,0.944814159543796
2020-05-20,1,1.0498462450886314,-560746.874965457,0.1705,5579.974916659927,16.8998,200000,189907.80227817985,-10092.19772182015,0.9495390113908992
2020-05-21,2,1.9031057373635296,0.0,0.17819,0.0,16.0888,200000,192005.81169973355,-7994.1883002664545,0.9600290584986677
2020-05-22,1,1.0434921490433786,-557216.935689052,0.17229,5788.049597855277,16.5864,200000,192005.81169973355,-7994.1883002664545,0.9600290584986677
2020-05-23,2,1.3112669812656232,0.0,0.17679,0.0,16.48,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-05-24,0,0.7908024453930648,0.0,0.16501,0.0,15.9624,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-05-25,2,1.844450753673858,0.0,0.18673,0.0,16.3807,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-05-26,2,1.7338475299842675,0.0,0.1864,0.0,16.2159,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-05-27,2,2.714349550833285,0.0,0.21381,0.0,16.47,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-05-28,2,1.6094972609334928,0.0,0.20497,0.0,17.0772,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-05-29,2,1.3770646273362377,0.0,0.20202,0.0,17.0031,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-05-30,0,0.8255570816684482,0.0,0.20269,0.0,17.7277,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-05-31,2,1.3781762274002984,0.0,0.20685,0.0,17.0916,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-06-01,0,0.7604473933321793,0.0,0.20784,0.0,17.9477,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-06-02,0,0.5758468644092909,0.0,0.19804,0.0,17.2669,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-06-03,0,0.3457140282020161,0.0,0.19882,0.0,17.5779,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-06-04,0,0.3772478606752841,0.0,0.19949,0.0,17.517,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-06-05,0,0.32165512857540773,0.0,0.2016,0.0,17.6914,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-06-06,0,0.33265069557257837,0.0,0.20127,0.0,17.5511,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-06-07,0,0.055275170687846494,0.0,0.19704,0.0,17.4135,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-06-08,0,0.6340987775895406,0.0,0.20589,0.0,17.4489,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-06-09,0,0.2825996412242818,0.0,0.20195,0.0,17.3733,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-06-10,0,0.6352348811475248,0.0,0.20661,0.0,17.406,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-06-11,0,-0.225309557570367,0.0,0.18555,0.0,16.2298,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-06-12,0,-0.03734247492508047,0.0,0.19258,0.0,16.6377,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-06-13,0,-0.7494353230775647,0.0,0.19078,0.0,16.8101,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-06-14,-2,-1.6474359346910687,0.0,0.18106,0.0,16.5729,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-06-15,-2,-1.5867689781143497,0.0,0.178,0.0,16.377,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-06-16,-2,-1.5774320867303508,0.0,0.18002,0.0,16.4329,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-06-17,-2,-2.2683742781214526,0.0,0.17334,0.0,16.3983,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-06-18,0,-0.9281249131497848,0.0,0.17833,0.0,16.1608,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-06-19,-2,-1.4192853045357108,0.0,0.17215,0.0,15.9512,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-06-20,-2,-1.7703420630585516,0.0,0.1702,0.0,16.059,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-06-21,-2,-1.4666447669956648,0.0,0.17002,0.0,15.9775,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-06-22,-1,-1.0742182930255588,549845.4023544468,0.17744,-5911.177041870274,16.5051,200000,195129.13638754608,-4870.863612453919,0.9756456819377304
2020-06-23,-1,-0.23359852066983436,549845.4023544468,0.18156,-5911.177041870274,16.3898,200000,196712.9407323188,-3287.0592676812084,0.983564703661594
2020-06-24,-1,-0.4948126596343992,549845.4023544468,0.17518,-5911.177041870274,15.9968,200000,190881.8344878424,-9118.165512157604,0.954409172439212
2020-06-25,-1,-1.1178168635168322,549845.4023544468,0.16943,-5911.177041870274,15.906,200000,187183.4885489025,-12816.511451097496,0.9359174427445125
2020-06-26,-2,-1.987782780628743,0.0,0.15988,0.0,15.7694,200000,200435.5687031862,435.5687031862035,1.002177843515931
2020-06-27,-2,-1.7653186806105676,0.0,0.15288,0.0,15.1242,200000,200435.5687031862,435.5687031862035,1.002177843515931
2020-06-28,-2,-1.513117552989292,0.0,0.15626,0.0,15.3782,200000,200435.5687031862,435.5687031862035,1.002177843515931
2020-06-29,0,0.4262430005974866,0.0,0.17126,0.0,15.4656,200000,200435.5687031862,435.5687031862035,1.002177843515931
2020-06-30,0,0.12300099931912341,0.0,0.16731,0.0,15.3838,200000,200435.5687031862,435.5687031862035,1.002177843515931
2020-07-01,0,0.2711836634314193,0.0,0.1724,0.0,15.8144,200000,200435.5687031862,435.5687031862035,1.002177843515931
2020-07-02,0,0.244148193696898,0.0,0.16659,0.0,15.3634,200000,200435.5687031862,435.5687031862035,1.002177843515931
2020-07-03,2,1.473128971531323,0.0,0.17156,0.0,15.2863,200000,200435.5687031862,435.5687031862035,1.002177843515931
2020-07-04,2,2.306363857053953,0.0,0.1813,0.0,15.5548,200000,200435.5687031862,435.5687031862035,1.002177843515931
2020-07-05,0,0.9136768362500324,0.0,0.17281,0.0,15.4885,200000,200435.5687031862,435.5687031862035,1.002177843515931
2020-07-06,0,0.4376245926499141,0.0,0.17904,0.0,16.311,200000,200435.5687031862,435.5687031862035,1.002177843515931
2020-07-07,0,-0.7875314943543396,0.0,0.17649,0.0,16.8048,200000,200435.5687031862,435.5687031862035,1.002177843515931
2020-07-08,0,-0.2310334318512021,0.0,0.18493,0.0,17.2819,200000,200435.5687031862,435.5687031862035,1.002177843515931
2020-07-09,0,0.5020519323025427,0.0,0.18497,0.0,16.8274,200000,200435.5687031862,435.5687031862035,1.002177843515931
2020-07-10,-2,-1.4243490881235077,0.0,0.17662,0.0,17.3123,200000,200435.5687031862,435.5687031862035,1.002177843515931
2020-07-11,-1,-1.1000721227144816,552072.8494000612,0.18153,-5687.567569115127,17.6205,200000,200435.5687031862,435.5687031862035,1.002177843515931
2020-07-12,-2,-2.1478799894241782,0.0,0.1769,0.0,18.2994,200000,206852.95561858075,6852.955618580745,1.0342647780929037
2020-07-13,-2,-1.6320708328168136,0.0,0.18039,0.0,18.4046,200000,206852.95561858075,6852.955618580745,1.0342647780929037
2020-07-14,0,-0.6067360832514836,0.0,0.18618,0.0,18.079,200000,206852.95561858075,6852.955618580745,1.0342647780929037
2020-07-15,0,-0.3005856868890366,0.0,0.18421,0.0,17.6351,200000,206852.95561858075,6852.955618580745,1.0342647780929037
2020-07-16,0,0.999048935989885,0.0,0.19179,0.0,17.1647,200000,206852.95561858075,6852.955618580745,1.0342647780929037
2020-07-17,2,1.8800955032606497,0.0,0.20133,0.0,17.0676,200000,206852.95561858075,6852.955618580745,1.0342647780929037
2020-07-18,2,2.0874786643251766,0.0,0.20832,0.0,17.1507,200000,206852.95561858075,6852.955618580745,1.0342647780929037
2020-07-19,1,1.0157165502473633,-498681.1851942641,0.2074,5741.003686251228,18.0154,200000,206852.95561858075,6852.955618580745,1.0342647780929037
2020-07-20,1,0.30891808198857523,-498681.1851942641,0.19329,5741.003686251228,17.4645,200000,196653.84516473388,-3346.1548352661193,0.9832692258236694
2020-07-21,0,0.09574571861740079,0.0,0.1938,0.0,17.7285,200000,201717.98545752425,1717.9854575242498,1.0085899272876213
2020-07-22,0,-0.4809671653878563,0.0,0.19071,0.0,18.09,200000,201717.98545752425,1717.9854575242498,1.0085899272876213
2020-07-23,-2,-1.3096925814578302,0.0,0.18567,0.0,18.75,200000,201717.98545752425,1717.9854575242498,1.0085899272876213
2020-07-24,-2,-1.4345574922952982,0.0,0.18625,0.0,19.1853,200000,201717.98545752425,1717.9854575242498,1.0085899272876213
2020-07-25,-2,-1.5576775119252844,0.0,0.18782,0.0,19.8242,200000,201717.98545752425,1717.9854575242498,1.0085899272876213
2020-07-26,-2,-1.716440097902482,0.0,0.17916,0.0,19.5557,200000,201717.98545752425,1717.9854575242498,1.0085899272876213
2020-07-27,-2,-2.0656598572635554,0.0,0.1689,0.0,19.7474,200000,201717.98545752425,1717.9854575242498,1.0085899272876213
2020-07-28,-2,-1.6951201851410191,0.0,0.17452,0.0,20.1732,200000,201717.98545752425,1717.9854575242498,1.0085899272876213
2020-07-29,-2,-1.3216094741426132,0.0,0.17634,0.0,19.899,200000,201717.98545752425,1717.9854575242498,1.0085899272876213
2020-07-30,-1,-1.1701009404685216,567260.9264834764,0.1778,-5050.525424574969,19.97,200000,201717.98545752425,1717.9854575242498,1.0085899272876213
2020-07-31,-2,-1.4380965258494502,0.0,0.17419,0.0,20.6615,200000,207258.2357332232,7258.235733223206,1.036291178666116
2020-08-01,-2,-1.5065505634215495,0.0,0.17653,0.0,21.6168,200000,207258.2357332232,7258.235733223206,1.036291178666116
