date,statusList,zscore,ZRXUSDT_position,ZRXUSDT_price,IOTAUSDT_position,IOTAUSDT_price,init,total_asset,pnl,return
2020-02-01,-2,-1.5678265763717252,0.0,0.2321,0.0,0.3059,200000,205779.98592307372,5779.98592307372,1.0288999296153687
2020-02-02,-2,-1.2893548644944943,0.0,0.2395,0.0,0.3083,200000,205779.98592307372,5779.98592307372,1.0288999296153687
2020-02-03,-2,-1.7547718837208461,0.0,0.236,0.0,0.3363,200000,205779.98592307372,5779.98592307372,1.0288999296153687
2020-02-04,-1,-1.100297847102699,405397.9234103107,0.2538,-310002.9917491319,0.3319,200000,205779.98592307372,5779.98592307372,1.0288999296153687
2020-02-05,-1,-0.8086883330747201,405397.9234103107,0.2579,-310002.9917491319,0.3267,200000,205830.10185196053,5830.101851960528,1.0291505092598026
2020-02-06,-1,-0.23927781044381144,405397.9234103107,0.2783,-310002.9917491319,0.3309,200000,215402.2320548772,15402.232054877211,1.0770111602743861
2020-02-07,0,0.0832835292298127,0.0,0.2776,0.0,0.3209,200000,192721.4824366679,-7278.517563332105,0.9636074121833395
2020-02-08,0,0.37390048183595337,0.0,0.273,0.0,0.3073,200000,192721.4824366679,-7278.517563332105,0.9636074121833395
2020-02-09,0,0.6971100553445344,0.0,0.2959,0.0,0.3226,200000,192721.4824366679,-7278.517563332105,0.9636074121833395
2020-02-10,0,0.47378446133131874,0.0,0.2835,0.0,0.3178,200000,192721.4824366679,-7278.517563332105,0.9636074121833395
2020-02-11,0,0.7578380689019691,0.0,0.3025,0.0,0.3322,200000,192721.4824366679,-7278.517563332105,0.9636074121833395
2020-02-12,1,1.0905192228299772,-309941.2712072497,0.3109,289632.52545336325,0.3327,200000,192721.4824366679,-7278.517563332105,0.9636074121833395
2020-02-13,2,1.7273249689998165,0.0,0.3198,0.0,0.3224,200000,198463.17476258206,-1536.8252374179428,0.9923158738129103
2020-02-14,2,2.301986051876628,0.0,0.3461,0.0,0.3232,200000,198463.17476258206,-1536.8252374179428,0.9923158738129103
2020-02-15,2,2.272399509757346,0.0,0.3201,0.0,0.2883,200000,198463.17476258206,-1536.8252374179428,0.9923158738129103
2020-02-16,2,1.7318962537145268,0.0,0.2984,0.0,0.2774,200000,198463.17476258206,-1536.8252374179428,0.9923158738129103
2020-02-17,2,1.2076144307391476,0.0,0.2918,0.0,0.2834,200000,198463.17476258206,-1536.8252374179428,0.9923158738129103
2020-02-18,2,1.2938304998567238,0.0,0.3073,0.0,0.2905,200000,198463.17476258206,-1536.8252374179428,0.9923158738129103
2020-02-19,1,1.0899314156956585,-354651.84911111876,0.2798,371375.7012772868,0.2672,200000,198463.17476258206,-1536.8252374179428,0.9923158738129103
2020-02-20,1,0.9834333036041857,-354651.84911111876,0.278,371375.7012772868,0.2656,200000,197230.60031213838,-2769.3996878616163,0.986153001560692
2020-02-21,1,1.1001724042491448,-354651.84911111876,0.2882,371375.7012772868,0.2681,200000,201776.48842626502,1776.4884262650157,1.0088824421313252
2020-02-22,1,0.7320338705382416,-354651.84911111876,0.2811,371375.7012772868,0.2704,200000,200112.62441051385,112.62441051384667,1.0005631220525693
2020-02-23,1,0.6426303997077677,-354651.84911111876,0.2878,371375.7012772868,0.2777,200000,205199.8344188825,5199.834418882499,1.0259991720944126
2020-02-24,1,0.41413639323665846,-354651.84911111876,0.2675,371375.7012772868,0.2621,200000,192206.94094200112,-7793.059057998878,0.9610347047100056
2020-02-25,1,0.32162864520461815,-354651.84911111876,0.2525,371375.7012772868,0.2476,200000,181502.2155368137,-18497.78446318631,0.9075110776840685
2020-02-26,1,1.1402125106210037,-354651.84911111876,0.2351,371375.7012772868,0.2151,200000,163261.56307076843,-36738.43692923157,0.8163078153538421
2020-02-27,2,1.5625173956410077,0.0,0.2441,0.0,0.2151,200000,205150.77778586175,5150.777785861748,1.0257538889293087
2020-02-28,1,1.0300479621473615,-430989.02896189445,0.238,474666.306769694,0.2161,200000,205150.77778586175,5150.777785861748,1.0257538889293087
2020-02-29,1,0.6202559406645639,-430989.02896189445,0.2288,474666.306769694,0.2122,200000,199334.48012301052,-665.5198769894778,0.9966724006150526
2020-03-01,1,0.7913015362832666,-430989.02896189445,0.23,474666.306769694,0.2106,200000,199092.2008669333,-907.7991330666991,0.9954610043346666
2020-03-02,2,1.230555831642476,0.0,0.2505,0.0,0.2244,200000,206598.41030169697,6598.410301696975,1.032992051508485
2020-03-03,2,1.7101993619302351,0.0,0.2543,0.0,0.2236,200000,206598.41030169697,6598.410301696975,1.032992051508485
2020-03-04,2,2.438638833864925,0.0,0.2633,0.0,0.2222,200000,206598.41030169697,6598.410301696975,1.032992051508485
2020-03-05,2,2.3978393374769147,0.0,0.2758,0.0,0.2275,200000,206598.41030169697,6598.410301696975,1.032992051508485
2020-03-06,2,2.126795171341094,0.0,0.2838,0.0,0.2326,200000,206598.41030169697,6598.410301696975,1.032992051508485
2020-03-07,2,1.3086247852837203,0.0,0.2628,0.0,0.2228,200000,206598.41030169697,6598.410301696975,1.032992051508485
2020-03-08,1,1.1014871701066344,-459311.7169890996,0.2249,539139.9016223826,0.1916,200000,206598.41030169697,6598.410301696975,1.032992051508485
2020-03-09,1,0.7277120716612435,-459311.7169890996,0.2216,539139.9016223826,0.1919,200000,205244.42360611967,5244.423606119672,1.0262221180305984
2020-03-10,2,1.341691338169116,0.0,0.2382,0.0,0.1978,200000,209364.58874759322,9364.588747593225,1.0468229437379661
2020-03-11,0,0.6078253009039778,0.0,0.2266,0.0,0.1952,200000,209364.58874759322,9364.588747593225,1.0468229437379661
2020-03-12,2,2.646056080616416,0.0,0.1466,0.0,0.1086,200000,209364.58874759322,9364.588747593225,1.0468229437379661
2020-03-13,2,1.6858099141094236,0.0,0.1677,0.0,0.1299,200000,209364.58874759322,9364.588747593225,1.0468229437379661
2020-03-14,2,1.2121858579860885,0.0,0.1569,0.0,0.1244,200000,209364.58874759322,9364.588747593225,1.0468229437379661
2020-03-15,2,1.5626483933889237,0.0,0.1584,0.0,0.1215,200000,209364.58874759322,9364.588747593225,1.0468229437379661
2020-03-16,0,0.9937602608361124,0.0,0.1381,0.0,0.1094,200000,209364.58874759322,9364.588747593225,1.0468229437379661
2020-03-17,0,-0.10317223494033724,0.0,0.1426,0.0,0.1206,200000,209364.58874759322,9364.588747593225,1.0468229437379661
2020-03-18,0,-0.5306682361180065,0.0,0.1456,0.0,0.1264,200000,209364.58874759322,9364.588747593225,1.0468229437379661
2020-03-19,-2,-1.2933488238767243,0.0,0.1626,0.0,0.1485,200000,209364.58874759322,9364.588747593225,1.0468229437379661
2020-03-20,-2,-1.5898049796677767,0.0,0.1521,0.0,0.1419,200000,209364.58874759322,9364.588747593225,1.0468229437379661
2020-03-21,0,-0.9776744479490802,0.0,0.1552,0.0,0.1385,200000,209364.58874759322,9364.588747593225,1.0468229437379661
2020-03-22,-1,-1.051424830093735,745069.7108455275,0.1405,-830811.8601094969,0.126,200000,209364.58874759322,9364.588747593225,1.0468229437379661
2020-03-23,-2,-1.6647534480429826,0.0,0.1515,0.0,0.1432,200000,215458.7859221758,15458.785922175797,1.077293929610879
2020-03-24,-2,-1.5781455763257946,0.0,0.1516,0.0,0.1446,200000,215458.7859221758,15458.785922175797,1.077293929610879
2020-03-25,0,-0.7115562890409799,0.0,0.1572,0.0,0.1409,200000,215458.7859221758,15458.785922175797,1.077293929610879
2020-03-26,0,-0.8399286978102157,0.0,0.1594,0.0,0.1452,200000,215458.7859221758,15458.785922175797,1.077293929610879
2020-03-27,0,-0.7474028047201953,0.0,0.1496,0.0,0.1359,200000,215458.7859221758,15458.785922175797,1.077293929610879
2020-03-28,0,-0.9798044003474917,0.0,0.1496,0.0,0.1394,200000,215458.7859221758,15458.785922175797,1.077293929610879
2020-03-29,0,-0.6850778063489809,0.0,0.1441,0.0,0.1315,200000,215458.7859221758,15458.785922175797,1.077293929610879
2020-03-30,0,-0.9374580075810757,0.0,0.1504,0.0,0.1413,200000,215458.7859221758,15458.785922175797,1.077293929610879
2020-03-31,0,-0.8490507372570921,0.0,0.1529,0.0,0.1434,200000,215458.7859221758,15458.785922175797,1.077293929610879
2020-04-01,-1,-1.1662792951078564,709679.7955275883,0.1518,-732354.8127878171,0.1471,200000,215458.7859221758,15458.785922175797,1.077293929610879
2020-04-02,-1,-0.9397207096960837,709679.7955275883,0.1543,-732354.8127878171,0.1476,200000,217599.1628173887,17599.162817388686,1.0879958140869435
2020-04-03,-1,-0.919050608038069,709679.7955275883,0.1554,-732354.8127878171,0.1492,200000,219551.57829292957,19551.578292929567,1.0977578914646478
2020-04-04,-1,-0.9236783319305959,709679.7955275883,0.1563,-732354.8127878171,0.1499,200000,220702.93847785585,20702.938477855845,1.1035146923892791
2020-04-05,-2,-1.2036475257057948,0.0,0.1536,0.0,0.1486,200000,215279.89450940787,15279.894509407866,1.0763994725470394
2020-04-06,-2,-1.561338778428745,0.0,0.1692,0.0,0.1661,200000,215279.89450940787,15279.894509407866,1.0763994725470394
2020-04-07,-1,-1.0999846564166087,635043.9366059229,0.1695,-656341.1417969752,0.164,200000,215279.89450940787,15279.894509407866,1.0763994725470394
2020-04-08,-1,-1.0704625183719485,635043.9366059229,0.1773,-656341.1417969752,0.172,200000,225483.96634930983,25483.966349309834,1.1274198317465491
2020-04-09,0,1.0441184054478514,0.0,0.19,0.0,0.1725,200000,207840.3935142607,7840.393514260708,1.0392019675713036
2020-04-10,0,-0.4589210379226668,0.0,0.169,0.0,0.1611,200000,207840.3935142607,7840.393514260708,1.0392019675713036
2020-04-11,0,0.3138354653360691,0.0,0.1715,0.0,0.1603,200000,207840.3935142607,7840.393514260708,1.0392019675713036
2020-04-12,0,-0.6687126377592877,0.0,0.1682,0.0,0.1616,200000,207840.3935142607,7840.393514260708,1.0392019675713036
2020-04-13,0,-0.2813125299885326,0.0,0.1673,0.0,0.159,200000,207840.3935142607,7840.393514260708,1.0392019675713036
2020-04-14,0,0.8379178332210688,0.0,0.1707,0.0,0.158,200000,207840.3935142607,7840.393514260708,1.0392019675713036
2020-04-15,2,1.7369059953476138,0.0,0.1637,0.0,0.1481,200000,207840.3935142607,7840.393514260708,1.0392019675713036
2020-04-16,2,1.5973750449893094,0.0,0.1732,0.0,0.1572,200000,207840.3935142607,7840.393514260708,1.0392019675713036
2020-04-17,2,1.5011860425105716,0.0,0.1722,0.0,0.1561,200000,207840.3935142607,7840.393514260708,1.0392019675713036
2020-04-18,2,1.3932278021261804,0.0,0.1791,0.0,0.1627,200000,207840.3935142607,7840.393514260708,1.0392019675713036
2020-04-19,2,1.2133804256523875,0.0,0.1712,0.0,0.1558,200000,207840.3935142607,7840.393514260708,1.0392019675713036
2020-04-20,2,1.950606480221967,0.0,0.1677,0.0,0.1482,200000,207840.3935142607,7840.393514260708,1.0392019675713036
2020-04-21,1,1.1486930882646738,-617469.9747898417,0.1683,684586.2763974332,0.1518,200000,207840.3935142607,7840.393514260708,1.0392019675713036
2020-04-22,1,0.7239635857060828,-617469.9747898417,0.1711,684586.2763974332,0.156,200000,212444.5718045415,12444.571804541512,1.0622228590227076
2020-04-23,1,0.805761059358584,-617469.9747898417,0.1753,684586.2763974332,0.159,200000,217091.70452785114,17091.704527851136,1.0854585226392557
2020-04-24,1,0.8246132461071316,-617469.9747898417,0.1855,684586.2763974332,0.1677,200000,229345.79887536517,29345.798875365173,1.146728994376826
2020-04-25,0,0.15473133958899854,0.0,0.1846,0.0,0.17,200000,205445.68387290183,5445.683872901835,1.0272284193645091
2020-04-26,2,1.3172400005510831,0.0,0.1986,0.0,0.1764,200000,205445.68387290183,5445.683872901835,1.0272284193645091
2020-04-27,2,2.6609398001742144,0.0,0.2066,0.0,0.174,200000,205445.68387290183,5445.683872901835,1.0272284193645091
2020-04-28,2,2.0241421677125575,0.0,0.2041,0.0,0.1738,200000,205445.68387290183,5445.683872901835,1.0272284193645091
2020-04-29,1,1.1559831215258773,-481814.4556118711,0.2132,552570.4246178102,0.1859,200000,205445.68387290183,5445.683872901835,1.0272284193645091
2020-04-30,1,0.4458014472604874,-481814.4556118711,0.1982,552570.4246178102,0.1765,200000,193024.30504731633,-6975.694952683669,0.9651215252365817
2020-05-01,2,1.6981714952128342,0.0,0.2136,0.0,0.1816,200000,208014.4624810032,8014.462481003196,1.040072312405016
2020-05-02,0,0.06638017934343987,0.0,0.2142,0.0,0.1915,200000,208014.4624810032,8014.462481003196,1.040072312405016
2020-05-03,0,0.29983930737253106,0.0,0.2063,0.0,0.1827,200000,208014.4624810032,8014.462481003196,1.040072312405016
2020-05-04,0,-0.24883262309714865,0.0,0.204,0.0,0.183,200000,208014.4624810032,8014.462481003196,1.040072312405016
2020-05-05,0,-0.7262122845363523,0.0,0.2065,0.0,0.1876,200000,208014.4624810032,8014.462481003196,1.040072312405016
2020-05-06,2,1.8361601000530017,0.0,0.2102,0.0,0.1776,200000,208014.4624810032,8014.462481003196,1.040072312405016
2020-05-07,2,4.096035508513149,0.0,0.3014,0.0,0.1848,200000,208014.4624810032,8014.462481003196,1.040072312405016
2020-05-08,2,3.549324522333584,0.0,0.3943,0.0,0.2027,200000,208014.4624810032,8014.462481003196,1.040072312405016
2020-05-09,2,3.0018066591846106,0.0,0.4226,0.0,0.1976,200000,208014.4624810032,8014.462481003196,1.040072312405016
2020-05-10,2,2.398931078717219,0.0,0.3958,0.0,0.1834,200000,208014.4624810032,8014.462481003196,1.040072312405016
2020-05-11,2,1.5796639403328723,0.0,0.3439,0.0,0.1768,200000,208014.4624810032,8014.462481003196,1.040072312405016
2020-05-12,2,1.333715908227159,0.0,0.3556,0.0,0.1859,200000,208014.4624810032,8014.462481003196,1.040072312405016
2020-05-13,0,0.9678545518010783,0.0,0.3475,0.0,0.1923,200000,208014.4624810032,8014.462481003196,1.040072312405016
2020-05-14,0,0.4915475757450057,0.0,0.3429,0.0,0.2092,200000,208014.4624810032,8014.462481003196,1.040072312405016
2020-05-15,1,1.1027563393292847,-271914.33004052704,0.3825,525289.0466692,0.198,200000,208014.4624810032,8014.462481003196,1.040072312405016
2020-05-16,1,1.0265752222577182,-271914.33004052704,0.3834,525289.0466692,0.1971,200000,207786.4252360374,7786.4252360374085,1.0389321261801872
2020-05-17,1,0.7616982527132273,-271914.33004052704,0.3729,525289.0466692,0.1994,200000,206139.48957795103,6139.489577951026,1.030697447889755
2020-05-18,1,0.562612170368586,-271914.33004052704,0.3711,525289.0466692,0.2042,200000,208171.43120789021,8171.431207890215,1.040857156039451
2020-05-19,1,0.38941098838275223,-271914.33004052704,0.3588,525289.0466692,0.2022,200000,203776.30685505335,3776.30685505335,1.0188815342752668
2020-05-20,1,0.4129738689632485,-271914.33004052704,0.3608,525289.0466692,0.1992,200000,202744.2683751268,2744.2683751267905,1.013721341875634
2020-05-21,0,0.09233900828164113,0.0,0.3232,0.0,0.1882,200000,197037.77536695809,-2962.224633041915,0.9851888768347904
2020-05-22,0,-0.1801346768893827,0.0,0.3337,0.0,0.202,200000,197037.77536695809,-2962.224633041915,0.9851888768347904
2020-05-23,0,-0.3303523290373515,0.0,0.3262,0.0,0.1992,200000,197037.77536695809,-2962.224633041915,0.9851888768347904
2020-05-24,0,-0.6581273621140404,0.0,0.3005,0.0,0.1895,200000,197037.77536695809,-2962.224633041915,0.9851888768347904
2020-05-25,0,-0.776459696848272,0.0,0.3197,0.0,0.1978,200000,197037.77536695809,-2962.224633041915,0.9851888768347904
2020-05-26,0,-0.16972056154323362,0.0,0.3474,0.0,0.1943,200000,197037.77536695809,-2962.224633041915,0.9851888768347904
2020-05-27,0,-0.6757140510296592,0.0,0.3364,0.0,0.1967,200000,197037.77536695809,-2962.224633041915,0.9851888768347904
2020-05-28,-1,-1.0134141268424308,296030.3115489154,0.3328,-484837.0456864126,0.2032,200000,197037.77536695809,-2962.224633041915,0.9851888768347904
2020-05-29,-1,-0.8584573672353704,296030.3115489154,0.3327,-484837.0456864126,0.2012,200000,196038.49824443035,-3961.501755569654,0.9801924912221517
2020-05-30,-2,-1.6263807895956863,0.0,0.3373,0.0,0.2188,200000,203269.096877696,3269.0968776959926,1.01634548438848
2020-05-31,-2,-2.0769928983409405,0.0,0.3164,0.0,0.2197,200000,203269.096877696,3269.0968776959926,1.01634548438848
2020-06-01,-2,-1.9691881991623381,0.0,0.3337,0.0,0.2364,200000,203269.096877696,3269.0968776959926,1.01634548438848
2020-06-02,-2,-1.7978886519924413,0.0,0.3257,0.0,0.2338,200000,203269.096877696,3269.0968776959926,1.01634548438848
2020-06-03,-2,-1.9627267182883399,0.0,0.3298,0.0,0.2515,200000,203269.096877696,3269.0968776959926,1.01634548438848
2020-06-04,-2,-1.7531960758148957,0.0,0.3263,0.0,0.2492,200000,203269.096877696,3269.0968776959926,1.01634548438848
2020-06-05,-2,-1.506391638397214,0.0,0.3206,0.0,0.2411,200000,203269.096877696,3269.0968776959926,1.01634548438848
2020-06-06,-2,-1.3559006326542082,0.0,0.3246,0.0,0.2435,200000,203269.096877696,3269.0968776959926,1.01634548438848
2020-06-07,-2,-1.2235967319049625,0.0,0.322,0.0,0.2412,200000,203269.096877696,3269.0968776959926,1.01634548438848
2020-06-08,-1,-1.177125446717692,318304.2544279612,0.3193,-420846.9914652091,0.2415,200000,203269.096877696,3269.0968776959926,1.01634548438848
2020-06-09,-1,-0.5767534607645728,318304.2544279612,0.349,-420846.9914652091,0.2469,200000,214995.30698811857,14995.306988118566,1.0749765349405929
2020-06-10,0,0.3032570100676251,0.0,0.3877,0.0,0.2509,200000,185453.0475945964,-14546.952405403601,0.927265237972982
2020-06-11,0,0.07859379425837994,0.0,0.3339,0.0,0.2222,200000,185453.0475945964,-14546.952405403601,0.927265237972982
2020-06-12,0,0.6230248536257695,0.0,0.3557,0.0,0.2251,200000,185453.0475945964,-14546.952405403601,0.927265237972982
2020-06-13,0,0.6616989080665535,0.0,0.3627,0.0,0.2287,200000,185453.0475945964,-14546.952405403601,0.927265237972982
2020-06-14,0,0.827726335789491,0.0,0.3566,0.0,0.2215,200000,185453.0475945964,-14546.952405403601,0.927265237972982
2020-06-15,0,0.7677580963638875,0.0,0.3441,0.0,0.218,200000,185453.0475945964,-14546.952405403601,0.927265237972982
2020-06-16,0,0.8065407928509338,0.0,0.344,0.0,0.2193,200000,185453.0475945964,-14546.952405403601,0.927265237972982
2020-06-17,0,0.5117099891607005,0.0,0.3426,0.0,0.2248,200000,185453.0475945964,-14546.952405403601,0.927265237972982
2020-06-18,0,0.22580969712631369,0.0,0.3311,0.0,0.2237,200000,185453.0475945964,-14546.952405403601,0.927265237972982
2020-06-19,0,0.5016249432010315,0.0,0.3306,0.0,0.2193,200000,185453.0475945964,-14546.952405403601,0.927265237972982
2020-06-20,2,1.289584251705103,0.0,0.3499,0.0,0.2178,200000,185453.0475945964,-14546.952405403601,0.927265237972982
2020-06-21,1,1.0557596443234318,-267454.64031525294,0.3467,425937.17867385485,0.2177,200000,185453.0475945964,-14546.952405403601,0.927265237972982
2020-06-22,1,0.4142557826212953,-267454.64031525294,0.3543,425937.17867385485,0.2323,200000,193704.3856696306,-6295.614330369397,0.968521928348153
2020-06-23,1,0.9574635551861722,-267454.64031525294,0.3653,425937.17867385485,0.2287,200000,195113.0128698725,-4886.987130127498,0.9755650643493625
2020-06-24,1,0.598413353226243,-267454.64031525294,0.3447,425937.17867385485,0.2201,200000,185940.38754278314,-14059.612457216863,0.9297019377139157
2020-06-25,0,0.07748378746657124,0.0,0.3353,0.0,0.2203,200000,181296.6280304505,-18703.37196954951,0.9064831401522524
2020-06-26,2,1.2685823255318174,0.0,0.3526,0.0,0.215,200000,181296.6280304505,-18703.37196954951,0.9064831401522524
2020-06-27,2,1.2005321441689978,0.0,0.3325,0.0,0.2031,200000,181296.6280304505,-18703.37196954951,0.9064831401522524
2020-06-28,0,0.4951058597635072,0.0,0.3312,0.0,0.2088,200000,181296.6280304505,-18703.37196954951,0.9064831401522524
2020-06-29,0,0.9228523560309199,0.0,0.3459,0.0,0.2148,200000,181296.6280304505,-18703.37196954951,0.9064831401522524
2020-06-30,-2,-1.7314481982002823,0.0,0.3352,0.0,0.2266,200000,181296.6280304505,-18703.37196954951,0.9064831401522524
2020-07-01,-2,-1.9682360974519963,0.0,0.336,0.0,0.2305,200000,181296.6280304505,-18703.37196954951,0.9064831401522524
2020-07-02,-1,-1.0258606277854647,263206.4866876459,0.3444,-395498.75224792864,0.2292,200000,181296.6280304505,-18703.37196954951,0.9064831401522524
2020-07-03,0,2.015161748172513,0.0,0.3808,0.0,0.2255,200000,170252.56653170288,-29747.433468297124,0.8512628326585143
2020-07-04,0,0.7813158283834245,0.0,0.3875,0.0,0.2403,200000,170252.56653170288,-29747.433468297124,0.8512628326585143
2020-07-05,2,2.538834197582377,0.0,0.4164,0.0,0.2353,200000,170252.56653170288,-29747.433468297124,0.8512628326585143
2020-07-06,0,0.5735782414154147,0.0,0.3999,0.0,0.2467,200000,170252.56653170288,-29747.433468297124,0.8512628326585143
2020-07-07,1,1.079048206929406,-208387.47433500964,0.4085,347880.19315836305,0.2447,200000,170252.56653170288,-29747.433468297124,0.8512628326585143
2020-07-08,2,1.7744603709691187,0.0,0.4475,0.0,0.2565,200000,174274.69175149954,-25725.308248500456,0.8713734587574977
2020-07-09,0,0.7834077637667907,0.0,0.4253,0.0,0.2548,200000,174274.69175149954,-25725.308248500456,0.8713734587574977
2020-07-10,0,0.4217243104500682,0.0,0.4115,0.0,0.2507,200000,174274.69175149954,-25725.308248500456,0.8713734587574977
2020-07-11,2,1.4917416092624893,0.0,0.4362,0.0,0.2499,200000,174274.69175149954,-25725.308248500456,0.8713734587574977
2020-07-12,0,0.8868503711310031,0.0,0.427,0.0,0.2511,200000,174274.69175149954,-25725.308248500456,0.8713734587574977
2020-07-13,0,-0.14788073872041915,0.0,0.4011,0.0,0.249,200000,174274.69175149954,-25725.308248500456,0.8713734587574977
2020-07-14,0,-0.4339950160006846,0.0,0.3949,0.0,0.2488,200000,174274.69175149954,-25725.308248500456,0.8713734587574977
2020-07-15,0,-0.4763037542256914,0.0,0.3896,0.0,0.2453,200000,174274.69175149954,-25725.308248500456,0.8713734587574977
2020-07-16,0,0.3794112455882422,0.0,0.4008,0.0,0.2413,200000,174274.69175149954,-25725.308248500456,0.8713734587574977
2020-07-17,0,0.20690925072178748,0.0,0.3971,0.0,0.2411,200000,174274.69175149954,-25725.308248500456,0.8713734587574977
2020-07-18,2,1.300770687670171,0.0,0.418,0.0,0.2386,200000,174274.69175149954,-25725.308248500456,0.8713734587574977
2020-07-19,0,0.5935682465355218,0.0,0.4199,0.0,0.2478,200000,174274.69175149954,-25725.308248500456,0.8713734587574977
2020-07-20,0,-0.8362880502012863,0.0,0.395,0.0,0.2501,200000,174274.69175149954,-25725.308248500456,0.8713734587574977
2020-07-21,-2,-1.8728338815656997,0.0,0.4005,0.0,0.2655,200000,174274.69175149954,-25725.308248500456,0.8713734587574977
2020-07-22,-2,-2.5467398080728776,0.0,0.3994,0.0,0.2787,200000,174274.69175149954,-25725.308248500456,0.8713734587574977
2020-07-23,-2,-2.3208109187450447,0.0,0.3919,0.0,0.2796,200000,174274.69175149954,-25725.308248500456,0.8713734587574977
2020-07-24,-2,-1.641859052701571,0.0,0.3864,0.0,0.267,200000,174274.69175149954,-25725.308248500456,0.8713734587574977
2020-07-25,-2,-1.5945375376560715,0.0,0.3944,0.0,0.2755,200000,174274.69175149954,-25725.308248500456,0.8713734587574977
2020-07-26,-2,-1.4206689904676875,0.0,0.385,0.0,0.2689,200000,174274.69175149954,-25725.308248500456,0.8713734587574977
2020-07-27,-2,-1.7955166414234904,0.0,0.3667,0.0,0.271,200000,174274.69175149954,-25725.308248500456,0.8713734587574977
2020-07-28,-2,-1.2261838084565426,0.0,0.3821,0.0,0.2711,200000,174274.69175149954,-25725.308248500456,0.8713734587574977
2020-07-29,-2,-1.5344648597970738,0.0,0.3836,0.0,0.2854,200000,174274.69175149954,-25725.308248500456,0.8713734587574977
2020-07-30,-2,-1.6690851212481193,0.0,0.3879,0.0,0.3001,200000,174274.69175149954,-25725.308248500456,0.8713734587574977
2020-07-31,-2,-1.6251677056561107,0.0,0.3808,0.0,0.2993,200000,174274.69175149954,-25725.308248500456,0.8713734587574977
2020-08-01,-2,-1.4712979999746574,0.0,0.3992,0.0,0.3142,200000,174274.69175149954,-25725.308248500456,0.8713734587574977
