date,statusList,zscore,ADAUSDT_position,ADAUSDT_price,FETUSDT_position,FETUSDT_price,init,total_asset,pnl,return
2020-02-23,2,1.4375774956843357,0.0,0.06145,0.0,0.04342,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-02-24,2,1.8132949095625235,0.0,0.05906,0.0,0.04061,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-02-25,2,2.1673379077549595,0.0,0.05603,0.0,0.03761,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-02-26,2,1.981099911715884,0.0,0.04915,0.0,0.03268,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-02-27,2,1.8659375275242949,0.0,0.04986,0.0,0.03278,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-02-28,2,1.5076589224533752,0.0,0.04885,0.0,0.03242,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-02-29,0,0.9686198865651858,0.0,0.0471,0.0,0.03215,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-01,0,0.3218390806232149,0.0,0.04561,0.0,0.03232,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-02,0,0.2677351155209564,0.0,0.04923,0.0,0.03483,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-03,0,0.42841072038071415,0.0,0.04866,0.0,0.03397,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-04,0,-0.8440695998364276,0.0,0.04898,0.0,0.03653,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-05,0,-0.09668984229031422,0.0,0.05096,0.0,0.03638,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-06,0,-0.3061773062677955,0.0,0.05174,0.0,0.03714,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-07,0,-0.6063943466547999,0.0,0.04879,0.0,0.03539,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-08,0,0.16913991729704858,0.0,0.04291,0.0,0.02999,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-09,0,0.5042760036311734,0.0,0.04156,0.0,0.02859,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-10,0,0.12188944016903458,0.0,0.04146,0.0,0.02883,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-11,0,-0.6086498608320723,0.0,0.03969,0.0,0.0283,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-12,2,4.088362583148394,0.0,0.02329,0.0,0.01071,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-13,2,3.0288429458534663,0.0,0.02843,0.0,0.01262,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-14,2,2.508583312779008,0.0,0.02582,0.0,0.01116,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-15,2,2.1432315307183654,0.0,0.02693,0.0,0.01147,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-16,2,2.0358027188075676,0.0,0.02423,0.0,0.00987,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-17,2,1.5859885203831492,0.0,0.02575,0.0,0.01088,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-18,2,1.4475261899260896,0.0,0.02607,0.0,0.01092,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-19,2,1.3127595575239466,0.0,0.0303,0.0,0.01264,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-20,0,0.8996222960712141,0.0,0.02946,0.0,0.01311,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-21,0,0.6796668028326545,0.0,0.02948,0.0,0.01353,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-22,0,0.8033543556265097,0.0,0.02703,0.0,0.01187,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-23,0,0.5045100888160379,0.0,0.02925,0.0,0.01348,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-24,0,0.49785585143960726,0.0,0.03023,0.0,0.01374,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-25,0,0.10450392756930091,0.0,0.02945,0.0,0.0143,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-26,0,0.27100713269623156,0.0,0.03086,0.0,0.01429,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-27,0,-0.10448965015800202,0.0,0.02882,0.0,0.01405,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-28,0,0.22220210653007508,0.0,0.02975,0.0,0.01354,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-29,0,0.2847169666378345,0.0,0.02806,0.0,0.0125,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-30,0,-0.25057593137203926,0.0,0.02965,0.0,0.01381,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-03-31,0,-0.6424600412520711,0.0,0.03045,0.0,0.01404,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-04-01,0,-0.4175878814768026,0.0,0.03097,0.0,0.01411,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-04-02,0,-0.3058899102912726,0.0,0.03188,0.0,0.01446,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-04-03,0,-0.013707828915757184,0.0,0.03231,0.0,0.01447,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-04-04,0,-0.30146718903806907,0.0,0.03244,0.0,0.01478,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-04-05,0,0.05396601083908682,0.0,0.0319,0.0,0.01437,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-04-06,0,0.8500335686719471,0.0,0.03592,0.0,0.01573,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-04-07,0,0.6565829330661609,0.0,0.03525,0.0,0.01564,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-04-08,1,1.0303653877396606,-2947825.550283148,0.03639,6666959.091038144,0.01609,200000,214542.7435496075,14542.74354960749,1.0727137177480375
2020-04-09,0,-0.5363949755825932,0.0,0.03607,0.0,0.0167,200000,209532.59432798362,9532.594327983621,1.0476629716399182
2020-04-10,0,0.6037263389539738,0.0,0.03321,0.0,0.01487,200000,209532.59432798362,9532.594327983621,1.0476629716399182
2020-04-11,0,0.7745773512673378,0.0,0.03343,0.0,0.01492,200000,209532.59432798362,9532.594327983621,1.0476629716399182
2020-04-12,0,0.45230163802072965,0.0,0.03347,0.0,0.01505,200000,209532.59432798362,9532.594327983621,1.0476629716399182
2020-04-13,0,0.37978190991129035,0.0,0.03311,0.0,0.01491,200000,209532.59432798362,9532.594327983621,1.0476629716399182
2020-04-14,0,0.05737835537151272,0.0,0.03312,0.0,0.015,200000,209532.59432798362,9532.594327983621,1.0476629716399182
2020-04-15,0,0.9233343968755817,0.0,0.03185,0.0,0.01411,200000,209532.59432798362,9532.594327983621,1.0476629716399182
2020-04-16,2,2.1648619426924722,0.0,0.03446,0.0,0.01491,200000,209532.59432798362,9532.594327983621,1.0476629716399182
2020-04-17,2,1.3546589344094315,0.0,0.03432,0.0,0.01502,200000,209532.59432798362,9532.594327983621,1.0476629716399182
2020-04-18,2,2.527973598419338,0.0,0.03654,0.0,0.01544,200000,209532.59432798362,9532.594327983621,1.0476629716399182
2020-04-19,0,0.8494959059179777,0.0,0.03549,0.0,0.01555,200000,209532.59432798362,9532.594327983621,1.0476629716399182
2020-04-20,2,2.03971180045831,0.0,0.03391,0.0,0.01438,200000,209532.59432798362,9532.594327983621,1.0476629716399182
2020-04-21,2,2.2538115534177448,0.0,0.03454,0.0,0.01441,200000,209532.59432798362,9532.594327983621,1.0476629716399182
2020-04-22,2,2.5374210620056377,0.0,0.03664,0.0,0.01489,200000,209532.59432798362,9532.594327983621,1.0476629716399182
2020-04-23,2,3.2363631733831477,0.0,0.04088,0.0,0.01536,200000,209532.59432798362,9532.594327983621,1.0476629716399182
2020-04-24,2,1.3088634079123513,0.0,0.04165,0.0,0.01693,200000,209532.59432798362,9532.594327983621,1.0476629716399182
2020-04-25,-2,-1.7603509581732315,0.0,0.04222,0.0,0.02032,200000,209532.59432798362,9532.594327983621,1.0476629716399182
2020-04-26,1,1.0899308562327041,2280999.285085822,0.04593,-5590517.458057194,0.01874,200000,209532.59432798362,9532.594327983621,1.0476629716399182
2020-04-27,0,-0.10091236143963483,0.0,0.04648,0.0,0.02023,200000,202457.2729222756,2457.272922275588,1.012286364611378
2020-04-28,0,-0.26641272336390903,0.0,0.04679,0.0,0.02055,200000,202457.2729222756,2457.272922275588,1.012286364611378
2020-04-29,1,1.0202668935124706,-1967132.461351298,0.05146,4834223.3267019,0.02094,200000,202457.2729222756,2457.272922275588,1.012286364611378
2020-04-30,1,0.3611611017229727,-1967132.461351298,0.04752,4834223.3267019,0.01997,200000,190017.57439765063,-9982.425602349365,0.9500878719882532
2020-05-01,1,1.038873222134043,-1967132.461351298,0.05091,4834223.3267019,0.02053,200000,199393.31850458457,-606.6814954154252,0.9969665925229229
2020-05-02,1,1.1381857636223256,-1967132.461351298,0.0509,4834223.3267019,0.02029,200000,198213.4335815626,-1786.5664184374036,0.991067167907813
2020-05-03,1,0.5634317994996026,-1967132.461351298,0.04898,4834223.3267019,0.02005,200000,193276.32565735967,-6723.674342640326,0.9663816282867984
2020-05-04,2,1.6849912527830726,0.0,0.04942,0.0,0.0189,200000,208306.13828759082,8306.138287590817,1.041530691437954
2020-05-05,0,0.9068440043153739,0.0,0.04945,0.0,0.01959,200000,208306.13828759082,8306.138287590817,1.041530691437954
2020-05-06,2,1.5641836340760853,0.0,0.04889,0.0,0.01852,200000,208306.13828759082,8306.138287590817,1.041530691437954
2020-05-07,2,2.3667479406193355,0.0,0.05123,0.0,0.01806,200000,208306.13828759082,8306.138287590817,1.041530691437954
2020-05-08,2,1.6201520397565419,0.0,0.05201,0.0,0.01889,200000,208306.13828759082,8306.138287590817,1.041530691437954
2020-05-09,2,1.3723316757336568,0.0,0.05145,0.0,0.01879,200000,208306.13828759082,8306.138287590817,1.041530691437954
2020-05-10,0,0.9972067424800095,0.0,0.04755,0.0,0.01768,200000,208306.13828759082,8306.138287590817,1.041530691437954
2020-05-11,2,1.490957381857769,0.0,0.04779,0.0,0.01697,200000,208306.13828759082,8306.138287590817,1.041530691437954
2020-05-12,2,1.3709491889560192,0.0,0.05043,0.0,0.01785,200000,208306.13828759082,8306.138287590817,1.041530691437954
2020-05-13,1,1.0815222655342365,-2023568.4698619663,0.05147,5620780.849638176,0.01853,200000,208306.13828759082,8306.138287590817,1.041530691437954
2020-05-14,1,0.2982983086407162,-2023568.4698619663,0.05098,5620780.849638176,0.01944,200000,212429.50031052917,12429.500310529169,1.0621475015526458
2020-05-15,0,-0.046129730834522036,0.0,0.05026,0.0,0.0195,200000,200405.46301490883,405.46301490883343,1.0020273150745442
2020-05-16,-2,-1.2094329607538883,0.0,0.051,0.0,0.02156,200000,200405.46301490883,405.46301490883343,1.0020273150745442
2020-05-17,0,-0.5909662276633777,0.0,0.05129,0.0,0.02058,200000,200405.46301490883,405.46301490883343,1.0020273150745442
2020-05-18,0,0.49561336343150547,0.0,0.05434,0.0,0.02023,200000,200405.46301490883,405.46301490883343,1.0020273150745442
2020-05-19,0,0.9477085290050381,0.0,0.05677,0.0,0.0205,200000,200405.46301490883,405.46301490883343,1.0020273150745442
2020-05-20,2,1.6033358907589987,0.0,0.05689,0.0,0.01967,200000,200405.46301490883,405.46301490883343,1.0020273150745442
2020-05-21,0,0.3774454080124481,0.0,0.05207,0.0,0.01915,200000,200405.46301490883,405.46301490883343,1.0020273150745442
2020-05-22,0,0.4640835529744465,0.0,0.05576,0.0,0.02034,200000,200405.46301490883,405.46301490883343,1.0020273150745442
2020-05-23,0,0.3834733755828329,0.0,0.0549,0.0,0.02003,200000,200405.46301490883,405.46301490883343,1.0020273150745442
2020-05-24,0,-0.9459908003793133,0.0,0.05125,0.0,0.01999,200000,200405.46301490883,405.46301490883343,1.0020273150745442
2020-05-25,-2,-2.036577531021936,0.0,0.0539,0.0,0.02256,200000,200405.46301490883,405.46301490883343,1.0020273150745442
2020-05-26,-2,-2.4030286945681554,0.0,0.05355,0.0,0.02386,200000,200405.46301490883,405.46301490883343,1.0020273150745442
2020-05-27,-2,-1.333154298967976,0.0,0.05513,0.0,0.02294,200000,200405.46301490883,405.46301490883343,1.0020273150745442
2020-05-28,2,1.5419579305125597,0.0,0.06502,0.0,0.02211,200000,200405.46301490883,405.46301490883343,1.0020273150745442
2020-05-29,1,1.0013360192953,-1548967.8699560121,0.06469,4412273.514198786,0.02271,200000,200405.46301490883,405.46301490883343,1.0020273150745442
2020-05-30,2,2.8436210828294493,0.0,0.07691,0.0,0.02242,200000,220613.409704889,20613.409704888996,1.103067048524445
2020-05-31,2,2.020655129962447,0.0,0.0739,0.0,0.02233,200000,220613.409704889,20613.409704888996,1.103067048524445
2020-06-01,2,2.0080249368873537,0.0,0.08093,0.0,0.02372,200000,220613.409704889,20613.409704888996,1.103067048524445
2020-06-02,2,1.757775332206861,0.0,0.07872,0.0,0.02303,200000,220613.409704889,20613.409704888996,1.103067048524445
2020-06-03,2,1.5659475736007546,0.0,0.08558,0.0,0.02496,200000,220613.409704889,20613.409704888996,1.103067048524445
2020-06-04,2,1.7720607192404125,0.0,0.08882,0.0,0.02452,200000,220613.409704889,20613.409704888996,1.103067048524445
2020-06-05,1,1.1988334761493924,-1295135.668104315,0.08517,4446058.2366966745,0.02481,200000,220613.409704889,20613.409704888996,1.103067048524445
2020-06-06,1,0.30032830016261425,-1295135.668104315,0.08614,4446058.2366966745,0.02799,200000,236008.15649564558,36008.156495645584,1.180040782478228
2020-06-07,1,0.41267744841624787,-1295135.668104315,0.08657,4446058.2366966745,0.02752,200000,234475.417461683,34475.41746168301,1.1723770873084152
2020-06-08,1,0.4751516604479588,-1295135.668104315,0.08648,4446058.2366966745,0.02709,200000,232447.05020977405,32447.050209774054,1.1622352510488703
2020-06-09,0,0.022139527895479492,0.0,0.08291,0.0,0.02752,200000,205637.58527352524,5637.585273525241,1.0281879263676261
2020-06-10,0,-0.37875897155031835,0.0,0.0836,0.0,0.02926,200000,205637.58527352524,5637.585273525241,1.0281879263676261
2020-06-11,0,-0.3618103702596047,0.0,0.07527,0.0,0.02621,200000,205637.58527352524,5637.585273525241,1.0281879263676261
2020-06-12,0,-0.3504848498429235,0.0,0.07948,0.0,0.02755,200000,205637.58527352524,5637.585273525241,1.0281879263676261
2020-06-13,0,-0.917728397764448,0.0,0.07906,0.0,0.02961,200000,205637.58527352524,5637.585273525241,1.0281879263676261
2020-06-14,-1,-1.0980005852300507,1345443.5047993015,0.07642,-3539373.2405081796,0.02905,200000,205637.58527352524,5637.585273525241,1.0281879263676261
2020-06-15,-1,-0.9871865071518445,1345443.5047993015,0.07824,-3539373.2405081796,0.02858,200000,206422.78702922113,6422.78702922113,1.0321139351461057
2020-06-16,-2,-1.9522075534881815,0.0,0.07925,0.0,0.03274,200000,214890.26741241838,14890.267412418383,1.0744513370620918
2020-06-17,-1,-1.0659318625234986,1286922.1907558893,0.08349,-3463737.3857578724,0.03102,200000,214890.26741241838,14890.267412418383,1.0744513370620918
2020-06-18,-1,-1.0414557898480938,1286922.1907558893,0.08176,-3463737.3857578724,0.03046,200000,210724.1990863863,10724.199086386303,1.0536209954319316
2020-06-19,-2,-1.2594233390617178,0.0,0.07987,0.0,0.0312,200000,220172.39847239116,20172.398472391156,1.1008619923619558
2020-06-20,-1,-1.1152296879854198,1384209.7225725586,0.07953,-3554607.660193593,0.03097,200000,220172.39847239119,20172.398472391185,1.1008619923619558
2020-06-21,-1,-1.1451116788454472,1384209.7225725586,0.07841,-3554607.660193593,0.03117,200000,219333.00511514858,19333.005115148582,1.0966650255757429
2020-06-22,-1,-0.629335292081667,1384209.7225725586,0.08355,-3554607.660193593,0.03128,200000,226838.84993179285,26838.84993179285,1.1341942496589643
2020-06-23,-1,-0.3032525903573353,1384209.7225725586,0.08276,-3554607.660193593,0.03004,200000,221337.61075232047,21337.61075232047,1.1066880537616024
2020-06-24,0,0.1806096489181641,0.0,0.08254,0.0,0.02888,200000,208576.79719764314,8576.797197643144,1.0428839859882157
2020-06-25,0,0.6029187483317741,0.0,0.08167,0.0,0.02803,200000,208576.79719764314,8576.797197643144,1.0428839859882157
2020-06-26,0,0.789814912171084,0.0,0.08062,0.0,0.02742,200000,208576.79719764314,8576.797197643144,1.0428839859882157
2020-06-27,0,0.9636756608638581,0.0,0.07738,0.0,0.02621,200000,208576.79719764314,8576.797197643144,1.0428839859882157
2020-06-28,2,1.4800939420129722,0.0,0.08028,0.0,0.02662,200000,208576.79719764314,8576.797197643144,1.0428839859882157
2020-06-29,2,1.7872464627956353,0.0,0.08392,0.0,0.02722,200000,208576.79719764314,8576.797197643144,1.0428839859882157
2020-06-30,2,1.207032815843946,0.0,0.08299,0.0,0.02772,200000,208576.79719764314,8576.797197643144,1.0428839859882157
2020-07-01,2,2.775162156283819,0.0,0.09681,0.0,0.02788,200000,208576.79719764314,8576.797197643144,1.0428839859882157
2020-07-02,2,1.5188879094397854,0.0,0.09291,0.0,0.02895,200000,208576.79719764314,8576.797197643144,1.0428839859882157
2020-07-03,1,1.1478190243090336,-1080149.1310079915,0.09655,3398123.1214995626,0.03069,200000,208576.79719764314,8576.797197643144,1.0428839859882157
2020-07-04,2,1.7253984113458605,0.0,0.10005,0.0,0.02968,200000,215789.42350888567,15789.423508885666,1.0789471175444283
2020-07-05,2,1.8660464873619789,0.0,0.09813,0.0,0.02799,200000,215789.42350888567,15789.423508885666,1.0789471175444283
2020-07-06,2,1.3373829116879719,0.0,0.10512,0.0,0.03112,200000,215789.42350888567,15789.423508885666,1.0789471175444283
2020-07-07,2,1.9113756890237732,0.0,0.11764,0.0,0.03214,200000,215789.42350888567,15789.423508885666,1.0789471175444283
2020-07-08,2,1.4359667240616836,0.0,0.12993,0.0,0.0365,200000,215789.42350888567,15789.423508885666,1.0789471175444283
2020-07-09,1,1.1693970468422177,-869908.1815241702,0.12403,3049596.149079786,0.03538,200000,215789.42350888567,15789.423508885666,1.0789471175444283
2020-07-10,1,0.7282512340589682,-869908.1815241702,0.11846,3049596.149079786,0.03504,200000,209907.17224710892,9907.172247108916,1.0495358612355445
2020-07-11,1,0.3026786994439771,-869908.1815241702,0.12523,3049596.149079786,0.0383,200000,225738.13408202765,25738.134082027653,1.1286906704101383
2020-07-12,0,-0.9534071840491012,0.0,0.12685,0.0,0.04318,200000,194455.7146179615,-5544.285382038506,0.9722785730898075
2020-07-13,-2,-1.9516676457816011,0.0,0.12427,0.0,0.04705,200000,194455.7146179615,-5544.285382038506,0.9722785730898075
2020-07-14,-1,-1.0877730203986105,733463.0153061311,0.13256,-2117792.579154449,0.04591,200000,194455.7146179615,-5544.285382038506,0.9722785730898075
2020-07-15,-2,-1.6858820449782068,0.0,0.13069,0.0,0.04875,200000,201841.82138138262,1841.821381382615,1.0092091069069131
2020-07-16,-2,-2.1687842813313774,0.0,0.12602,0.0,0.05205,200000,201841.82138138262,1841.821381382615,1.0092091069069131
2020-07-17,-2,-1.9282103871299663,0.0,0.12224,0.0,0.05088,200000,201841.82138138262,1841.821381382615,1.0092091069069131
2020-07-18,-2,-1.9761793589278294,0.0,0.1227,0.0,0.05448,200000,201841.82138138262,1841.821381382615,1.0092091069069131
2020-07-19,-2,-1.657346869557201,0.0,0.12402,0.0,0.05423,200000,201841.82138138262,1841.821381382615,1.0092091069069131
2020-07-20,-2,-1.7590254373533725,0.0,0.11771,0.0,0.0556,200000,201841.82138138262,1841.821381382615,1.0092091069069131
2020-07-21,-2,-1.4483086120542354,0.0,0.12321,0.0,0.05648,200000,201841.82138138262,1841.821381382615,1.0092091069069131
2020-07-22,-1,-1.1750555980481165,815193.1396663273,0.1238,-1839608.2882007165,0.05486,200000,201841.82138138262,1841.821381382615,1.0092091069069131
2020-07-23,-1,-0.9302405763018291,815193.1396663273,0.12422,-1839608.2882007165,0.0531,200000,198946.4919128092,-1053.5080871907994,0.994732459564046
2020-07-24,-1,-0.6227156924134002,815193.1396663273,0.12197,-1839608.2882007165,0.04941,200000,190324.15276509934,-9675.847234900662,0.9516207638254967
2020-07-25,0,0.15882341589199353,0.0,0.14362,0.0,0.05028,200000,177259.2873932367,-22740.712606763293,0.8862964369661835
2020-07-26,0,0.12421898141937915,0.0,0.14849,0.0,0.05289,200000,177259.2873932367,-22740.712606763293,0.8862964369661835
2020-07-27,0,-0.9673490507323944,0.0,0.13859,0.0,0.06221,200000,177259.2873932367,-22740.712606763293,0.8862964369661835
2020-07-28,-2,-1.2694327066316016,0.0,0.14904,0.0,0.07266,200000,177259.2873932367,-22740.712606763293,0.8862964369661835
2020-07-29,-2,-1.2580850022736312,0.0,0.13972,0.0,0.06878,200000,177259.2873932367,-22740.712606763293,0.8862964369661835
2020-07-30,-2,-1.6555283161908683,0.0,0.1406,0.0,0.07629,200000,177259.2873932367,-22740.712606763293,0.8862964369661835
2020-07-31,-2,-1.5383326172848717,0.0,0.13878,0.0,0.07437,200000,177259.2873932367,-22740.712606763293,0.8862964369661835
2020-08-01,-2,-1.264154985965793,0.0,0.1441,0.0,0.07495,200000,177259.2873932367,-22740.712606763293,0.8862964369661835
2020-08-02,-2,-1.2891402045420253,0.0,0.13375,0.0,0.07163,200000,177259.2873932367,-22740.712606763293,0.8862964369661835
2020-08-03,-1,-1.0653823905007385,645518.162393433,0.1373,-1236462.6631782695,0.07168,200000,177259.2873932367,-22740.712606763293,0.8862964369661835
