date,statusList,zscore,IOSTUSDT_position,IOSTUSDT_price,TRXUSDT_position,TRXUSDT_price,init,total_asset,pnl,return
2020-01-23,-1,-1.1529288393872203,19018638.26550019,0.005258,-6142506.142506143,0.01628,200000,200000.0,0.0,1.0
2020-01-24,-2,-1.4319765745424182,0.0,0.005196,0.0,0.01639,200000,201854.8312481367,1854.831248136703,1.0092741562406835
2020-01-25,0,-0.9890515870840262,0.0,0.005198,0.0,0.01613,200000,201854.8312481367,1854.831248136703,1.0092741562406835
2020-01-26,-1,-1.0695848533810717,18745805.279358905,0.005384,-5993314.466987431,0.01684,200000,201854.83124813667,1854.8312481366738,1.0092741562406833
2020-01-27,-1,-1.1587059146393526,18745805.279358905,0.005428,-5993314.466987431,0.01713,200000,204417.70787585483,4417.7078758548305,1.0220885393792742
2020-01-28,-2,-1.7388850097716095,0.0,0.005681,0.0,0.0186,200000,206835.56054206495,6835.560542064952,1.0341778027103248
2020-01-29,-2,-1.7844358920100494,0.0,0.005607,0.0,0.01866,200000,206835.56054206495,6835.560542064952,1.0341778027103248
2020-01-30,-2,-2.1751697671857824,0.0,0.005599,0.0,0.0195,200000,206835.56054206495,6835.560542064952,1.0341778027103248
2020-01-31,-1,-1.109778334977567,18226609.141880944,0.005674,-5539249.077184386,0.01867,200000,206835.56054206495,6835.560542064952,1.0341778027103248
2020-02-01,-1,-0.6704590915319036,18226609.141880944,0.005922,-5539249.077184386,0.01907,200000,213571.4592401252,13571.459240125201,1.067857296200626
2020-02-02,0,-0.07088510335704513,0.0,0.00609,0.0,0.01909,200000,201579.7757514599,1579.775751459907,1.0078988787572996
2020-02-03,0,0.020180073992940598,0.0,0.006128,0.0,0.0192,200000,201579.7757514599,1579.775751459907,1.0078988787572996
2020-02-04,2,1.7730499793214587,0.0,0.006656,0.0,0.01925,200000,201579.7757514599,1579.775751459907,1.0078988787572996
2020-02-05,0,0.23612846125278822,0.0,0.006681,0.0,0.02076,200000,201579.7757514599,1579.775751459907,1.0078988787572996
2020-02-06,0,-0.2850273054169535,0.0,0.007113,0.0,0.02271,200000,201579.7757514599,1579.775751459907,1.0078988787572996
2020-02-07,1,1.174571368769288,-13808725.561820792,0.007299,4573043.914506803,0.02204,200000,201579.7757514599,1579.775751459907,1.0078988787572996
2020-02-08,1,0.6851655089707802,-13808725.561820792,0.007077,4573043.914506803,0.02179,200000,197370.977698109,-2629.0223018910037,0.986854888490545
2020-02-09,2,1.979067320042127,0.0,0.007598,0.0,0.02206,200000,205617.1238161542,5617.123816154199,1.028085619080771
2020-02-10,2,1.2948564556880549,0.0,0.007472,0.0,0.02216,200000,205617.1238161542,5617.123816154199,1.028085619080771
2020-02-11,0,0.9901289651327676,0.0,0.007594,0.0,0.02272,200000,205617.1238161542,5617.123816154199,1.028085619080771
2020-02-12,0,0.7948420142724706,0.0,0.007946,0.0,0.02393,200000,205617.1238161542,5617.123816154199,1.028085619080771
2020-02-13,0,0.309600083544464,0.0,0.007778,0.0,0.02391,200000,205617.1238161542,5617.123816154199,1.028085619080771
2020-02-14,0,-0.28844900971466386,0.0,0.008343,0.0,0.02639,200000,205617.1238161542,5617.123816154199,1.028085619080771
2020-02-15,0,-0.5208449752932057,0.0,0.007382,0.0,0.02364,200000,205617.1238161542,5617.123816154199,1.028085619080771
2020-02-16,-1,-1.1993307172384415,15385896.723746948,0.006682,-4624766.617547328,0.02223,200000,205617.1238161542,5617.123816154199,1.028085619080771
2020-02-17,-2,-1.2091767922420191,0.0,0.006532,0.0,0.02179,200000,205890.11101299542,5890.111012995418,1.029450555064977
2020-02-18,-1,-1.1933782676469942,15172447.384892808,0.006785,-4551063.461825716,0.02262,200000,205890.11101299542,5890.111012995418,1.029450555064977
2020-02-19,-1,-0.8889759740249753,15172447.384892808,0.006205,-4551063.461825716,0.0202,200000,186076.51795213934,-13923.482047860656,0.9303825897606968
2020-02-20,-1,-0.5576659301804855,15172447.384892808,0.006189,-4551063.461825716,0.0198,200000,184013.33340925077,-15986.666590749228,0.9200666670462538
2020-02-21,-1,-0.4151646496564014,15172447.384892808,0.006347,-4551063.461825716,0.02016,200000,188048.9629423211,-11951.037057678914,0.9402448147116055
2020-02-22,-1,-0.6695049040655516,15172447.384892808,0.006222,-4551063.461825716,0.02002,200000,185515.2581345539,-14484.741865446093,0.9275762906727696
2020-02-23,-2,-1.21415152705725,0.0,0.006432,0.0,0.02133,200000,205375.1130741074,5375.113074107387,1.026875565370537
2020-02-24,0,-0.5544727116349605,0.0,0.006165,0.0,0.01988,200000,205375.1130741074,5375.113074107387,1.026875565370537
2020-02-25,-2,-1.4396329350878914,0.0,0.005595,0.0,0.01891,200000,205375.1130741074,5375.113074107387,1.026875565370537
2020-02-26,0,-0.5134736376548117,0.0,0.00505,0.0,0.01636,200000,205375.1130741074,5375.113074107387,1.026875565370537
2020-02-27,0,-0.5284934639716832,0.0,0.00523,0.0,0.01701,200000,205375.1130741074,5375.113074107387,1.026875565370537
2020-02-28,0,-0.49658814351172986,0.0,0.005251,0.0,0.0171,200000,205375.1130741074,5375.113074107387,1.026875565370537
2020-02-29,0,-0.15553252652759034,0.0,0.005115,0.0,0.01648,200000,205375.1130741074,5375.113074107387,1.026875565370537
2020-03-01,0,-0.3342621124487567,0.0,0.005049,0.0,0.01643,200000,205375.1130741074,5375.113074107387,1.026875565370537
2020-03-02,0,-0.9874153197260203,0.0,0.005283,0.0,0.01759,200000,205375.1130741074,5375.113074107387,1.026875565370537
2020-03-03,0,-0.9151000285889545,0.0,0.005186,0.0,0.01723,200000,205375.1130741074,5375.113074107387,1.026875565370537
2020-03-04,0,0.31311232518323423,0.0,0.005471,0.0,0.01774,200000,205375.1130741074,5375.113074107387,1.026875565370537
2020-03-05,0,-0.03372259023189647,0.0,0.005473,0.0,0.01789,200000,205375.1130741074,5375.113074107387,1.026875565370537
2020-03-06,1,1.0472491734540887,-17983810.25167315,0.00571,5602158.021661413,0.01833,200000,205375.1130741074,5375.113074107387,1.026875565370537
2020-03-07,2,1.8164147987184867,0.0,0.005386,0.0,0.01699,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-03-08,2,1.317779175592636,0.0,0.004615,0.0,0.01465,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-03-09,-2,-1.5079562027879705,0.0,0.004498,0.0,0.01504,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-03-10,0,-0.8402768513257187,0.0,0.004562,0.0,0.01508,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-03-11,-2,-1.3767099820017294,0.0,0.004444,0.0,0.01489,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-03-12,-2,-3.396110422863759,0.0,0.002293,0.0,0.00841,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-03-13,-2,-3.3970254442060344,0.0,0.002562,0.0,0.01029,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-03-14,-2,-1.891209409364323,0.0,0.002599,0.0,0.00973,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-03-15,-2,-1.5572933963650533,0.0,0.002761,0.0,0.01026,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-03-16,-2,-2.0866565728710658,0.0,0.002417,0.0,0.00961,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-03-17,-2,-1.8064525592144154,0.0,0.002515,0.0,0.01002,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-03-18,-2,-1.7565194687177983,0.0,0.00251,0.0,0.01022,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-03-19,-2,-1.5680556614282546,0.0,0.002847,0.0,0.01163,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-03-20,0,-0.21866476877755858,0.0,0.003146,0.0,0.01127,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-03-21,0,0.8099352073530511,0.0,0.003433,0.0,0.01123,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-03-22,0,0.12460739637957932,0.0,0.002959,0.0,0.0103,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-03-23,0,0.12545478803944785,0.0,0.003258,0.0,0.01137,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-03-24,0,0.3327968376902984,0.0,0.003346,0.0,0.01151,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-03-25,0,-0.22967540006599269,0.0,0.003137,0.0,0.01139,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-03-26,0,-0.6145716679123487,0.0,0.003161,0.0,0.01196,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-03-27,0,-0.5117439789188475,0.0,0.00297,0.0,0.01121,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-03-28,0,-0.6830911483361508,0.0,0.002958,0.0,0.01139,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-03-29,0,-0.7228619642628595,0.0,0.002743,0.0,0.01066,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-03-30,0,-0.7439825350330785,0.0,0.002925,0.0,0.01145,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-03-31,0,-0.28695919980513535,0.0,0.003034,0.0,0.01157,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-04-01,0,-0.25889687599706024,0.0,0.003036,0.0,0.01158,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-04-02,0,-0.3748126163481596,0.0,0.003122,0.0,0.01196,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-04-03,0,-0.09703202330727993,0.0,0.003169,0.0,0.01194,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-04-04,0,0.2307648082181228,0.0,0.003241,0.0,0.01197,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-04-05,0,-0.9868925360192095,0.0,0.003157,0.0,0.01257,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-04-06,0,-0.8371387565049412,0.0,0.00349,0.0,0.01375,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-04-07,0,-0.8046616274780504,0.0,0.003395,0.0,0.0133,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-04-08,0,-0.6084642604478187,0.0,0.003571,0.0,0.01376,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-04-09,0,-0.5428060475566389,0.0,0.003491,0.0,0.01345,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-04-10,0,-0.9378062059351494,0.0,0.003169,0.0,0.01248,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-04-11,-1,-1.0363910006340906,32865912.746284377,0.00315,-8282210.012063663,0.0125,200000,207055.2503015916,7055.250301591586,1.0352762515079579
2020-04-12,-1,-1.15262793597836,32865912.746284377,0.003169,-8282210.012063663,0.01266,200000,209004.85624570117,9004.856245701172,1.0450242812285058
2020-04-13,-1,-1.0456171335668933,32865912.746284377,0.003172,-8282210.012063663,0.01257,200000,208358.0550828543,8358.055082854291,1.0417902754142714
2020-04-14,-1,-0.7524049116857652,32865912.746284377,0.003163,-8282210.012063663,0.01245,200000,207068.3966666901,7068.396666690096,1.0353419833334505
2020-04-15,-2,-1.6396662929288761,0.0,0.003021,0.0,0.01219,200000,208727.46794212252,8727.467942122516,1.0436373397106127
2020-04-16,0,-0.865368905806086,0.0,0.003279,0.0,0.01302,200000,208727.46794212252,8727.467942122516,1.0436373397106127
2020-04-17,0,-0.6171771819884451,0.0,0.00326,0.0,0.01289,200000,208727.46794212252,8727.467942122516,1.0436373397106127
2020-04-18,0,-0.3481693633331603,0.0,0.003405,0.0,0.01339,200000,208727.46794212252,8727.467942122516,1.0436373397106127
2020-04-19,0,-0.380250302391657,0.0,0.003277,0.0,0.0129,200000,208727.46794212252,8727.467942122516,1.0436373397106127
2020-04-20,-2,-1.5475903236229647,0.0,0.003052,0.0,0.0124,200000,208727.46794212252,8727.467942122516,1.0436373397106127
2020-04-21,-2,-1.7058369469432246,0.0,0.003044,0.0,0.01249,200000,208727.46794212252,8727.467942122516,1.0436373397106127
2020-04-22,-2,-1.3667109059851952,0.0,0.003178,0.0,0.01298,200000,208727.46794212252,8727.467942122516,1.0436373397106127
2020-04-23,-2,-1.2347974697887862,0.0,0.003336,0.0,0.01361,200000,208727.46794212252,8727.467942122516,1.0436373397106127
2020-04-24,2,1.2341493248733404,0.0,0.003587,0.0,0.01392,200000,208727.46794212252,8727.467942122516,1.0436373397106127
2020-04-25,0,0.12164523310800404,0.0,0.003527,0.0,0.01396,200000,208727.46794212252,8727.467942122516,1.0436373397106127
2020-04-26,0,-0.2404757683583817,0.0,0.003577,0.0,0.01426,200000,208727.46794212252,8727.467942122516,1.0436373397106127
2020-04-27,-2,-1.5829576069982887,0.0,0.003538,0.0,0.01452,200000,208727.46794212252,8727.467942122516,1.0436373397106127
2020-04-28,-2,-3.0469812397049716,0.0,0.00352,0.0,0.01528,200000,208727.46794212252,8727.467942122516,1.0436373397106127
2020-04-29,-1,-1.19979307173443,26609825.081861615,0.003922,-6426338.298710668,0.01624,200000,208727.46794212252,8727.467942122516,1.0436373397106127
2020-04-30,-1,-1.1597904475780316,26609825.081861615,0.00366,-6426338.298710668,0.01519,200000,195008.03855702857,-4991.9614429714275,0.9750401927851429
2020-05-01,-2,-1.2059594475924074,0.0,0.003791,0.0,0.01581,200000,209450.0295594008,9450.029559400806,1.047250147797004
2020-05-02,0,-0.9920648418830246,0.0,0.003933,0.0,0.01635,200000,209450.0295594008,9450.029559400806,1.047250147797004
2020-05-03,-2,-1.2414734649879382,0.0,0.003804,0.0,0.01599,200000,209450.0295594008,9450.029559400806,1.047250147797004
2020-05-04,-2,-1.8795377853674522,0.0,0.003754,0.0,0.01623,200000,209450.0295594008,9450.029559400806,1.047250147797004
2020-05-05,-2,-1.5006857462440053,0.0,0.003699,0.0,0.0159,200000,209450.0295594008,9450.029559400806,1.047250147797004
2020-05-06,-2,-1.631463116197993,0.0,0.00357,0.0,0.01554,200000,209450.0295594008,9450.029559400806,1.047250147797004
2020-05-07,-2,-1.3543020027392039,0.0,0.003699,0.0,0.01603,200000,209450.0295594008,9450.029559400806,1.047250147797004
2020-05-08,0,-0.7273986958041435,0.0,0.003831,0.0,0.01627,200000,209450.0295594008,9450.029559400806,1.047250147797004
2020-05-09,-1,-1.0430629479116282,28046334.97046074,0.003734,-6508701.975121219,0.01609,200000,209450.0295594008,9450.029559400806,1.047250147797004
2020-05-10,-1,-0.6007322997442459,28046334.97046074,0.003352,-6508701.975121219,0.01426,200000,186825.40498621296,-13174.595013787039,0.9341270249310648
2020-05-11,-1,-0.6970766332496919,28046334.97046074,0.003268,-6508701.975121219,0.01398,200000,182647.07629566034,-17352.923704339657,0.9132353814783017
2020-05-12,-1,-0.6710933067498489,28046334.97046074,0.003396,-6508701.975121219,0.01455,200000,189946.96729769843,-10053.03270230157,0.9497348364884921
2020-05-13,-1,-0.2799575476978181,28046334.97046074,0.003544,-6508701.975121219,0.01501,200000,197091.82778188237,-2908.17221811763,0.9854591389094118
2020-05-14,-1,-0.7037301630314614,28046334.97046074,0.00355,-6508701.975121219,0.01527,200000,198952.36830523663,-1047.631694763375,0.9947618415261831
2020-05-15,-1,-0.5101864456824136,28046334.97046074,0.003472,-6508701.975121219,0.01488,200000,194226.36040724342,-5773.639592756575,0.9711318020362171
2020-05-16,-1,-0.42192928943500724,28046334.97046074,0.003495,-6508701.975121219,0.01497,200000,195457.20928932494,-4542.7907106750645,0.9772860464466246
2020-05-17,-1,-0.3396564471570703,28046334.97046074,0.003502,-6508701.975121219,0.015,200000,195848.79469337178,-4151.205306628224,0.9792439734668589
2020-05-18,0,0.4925717420352333,0.0,0.003639,0.0,0.01537,200000,207428.1659595073,7428.165959507314,1.0371408297975366
2020-05-19,-1,-1.0214112415856695,28889716.707452275,0.00359,-6678305.407582334,0.01553,200000,207428.1659595073,7428.165959507314,1.0371408297975366
2020-05-20,0,1.392216533787191,0.0,0.00358,0.0,0.015,200000,204177.5612605632,4177.561260563205,1.020887806302816
2020-05-21,2,3.4116294820596322,0.0,0.003566,0.0,0.01421,200000,204177.5612605632,4177.561260563205,1.020887806302816
2020-05-22,2,3.896866737411633,0.0,0.00417,0.0,0.01484,200000,204177.5612605632,4177.561260563205,1.020887806302816
2020-05-23,2,1.9665268240295561,0.0,0.003939,0.0,0.01496,200000,204177.5612605632,4177.561260563205,1.020887806302816
2020-05-24,2,1.8263661269354623,0.0,0.003773,0.0,0.01421,200000,204177.5612605632,4177.561260563205,1.020887806302816
2020-05-25,2,3.2172682001832222,0.0,0.004598,0.0,0.01472,200000,204177.5612605632,4177.561260563205,1.020887806302816
2020-05-26,2,2.317750101438531,0.0,0.004459,0.0,0.01458,200000,204177.5612605632,4177.561260563205,1.020887806302816
2020-05-27,2,1.7888830465221526,0.0,0.00441,0.0,0.0147,200000,204177.5612605632,4177.561260563205,1.020887806302816
2020-05-28,2,1.5969823308539077,0.0,0.004558,0.0,0.01514,200000,204177.5612605632,4177.561260563205,1.020887806302816
2020-05-29,2,1.3860701443777041,0.0,0.004499,0.0,0.015,200000,204177.5612605632,4177.561260563205,1.020887806302816
2020-05-30,0,0.9615377355498934,0.0,0.004752,0.0,0.01638,200000,204177.5612605632,4177.561260563205,1.020887806302816
2020-05-31,1,1.0919579927548655,-21674900.346131977,0.00471,6453146.689651175,0.01582,200000,204177.5612605632,4177.561260563205,1.020887806302816
2020-06-01,1,1.0062682658045345,-21674900.346131977,0.005093,6453146.689651175,0.01707,200000,220545.48145519572,20545.481455195724,1.1027274072759785
2020-06-02,1,0.9369998911317505,-21674900.346131977,0.004899,6453146.689651175,0.01637,200000,211823.3481052903,11823.348105290293,1.0591167405264514
2020-06-03,1,0.7574687909489162,-21674900.346131977,0.00501,6453146.689651175,0.01691,200000,217713.96125612257,17713.961256122566,1.0885698062806128
2020-06-04,1,0.5911360873720388,-21674900.346131977,0.004952,6453146.689651175,0.01687,200000,216198.69116846088,16198.691168460879,1.0809934558423044
2020-06-05,1,0.9139813314713484,-21674900.346131977,0.005146,6453146.689651175,0.01685,200000,220274.55890181748,20274.55890181748,1.1013727945090874
2020-06-06,1,1.0854212385862971,-21674900.346131977,0.005327,6453146.689651175,0.01704,200000,225423.81373550108,25423.813735501084,1.1271190686775054
2020-06-07,0,-0.1066816828229441,0.0,0.005165,0.0,0.0182,200000,198681.15179668344,-1318.8482033165637,0.9934057589834172
2020-06-08,0,0.2050946058557746,0.0,0.005267,0.0,0.01794,200000,198681.15179668344,-1318.8482033165637,0.9934057589834172
2020-06-09,0,0.9988939332829861,0.0,0.005431,0.0,0.01754,200000,198681.15179668344,-1318.8482033165637,0.9934057589834172
2020-06-10,2,1.7073527622954092,0.0,0.005658,0.0,0.0176,200000,198681.15179668344,-1318.8482033165637,0.9934057589834172
2020-06-11,2,1.6107519821132432,0.0,0.005085,0.0,0.01573,200000,198681.15179668344,-1318.8482033165637,0.9934057589834172
2020-06-12,2,2.5323499974135726,0.0,0.00564,0.0,0.01644,200000,198681.15179668344,-1318.8482033165637,0.9934057589834172
2020-06-13,2,2.9732620125384672,0.0,0.006057,0.0,0.01668,200000,198681.15179668344,-1318.8482033165637,0.9934057589834172
2020-06-14,2,1.8245679482616117,0.0,0.005607,0.0,0.01616,200000,198681.15179668344,-1318.8482033165637,0.9934057589834172
2020-06-15,2,1.4780963549754234,0.0,0.00552,0.0,0.01606,200000,198681.15179668344,-1318.8482033165637,0.9934057589834172
2020-06-16,2,2.0742176174294515,0.0,0.005911,0.0,0.01613,200000,198681.15179668344,-1318.8482033165637,0.9934057589834172
2020-06-17,2,1.3538492468589594,0.0,0.005715,0.0,0.01621,200000,198681.15179668344,-1318.8482033165637,0.9934057589834172
2020-06-18,2,1.3405104198083364,0.0,0.005711,0.0,0.01602,200000,198681.15179668344,-1318.8482033165637,0.9934057589834172
2020-06-19,2,1.6191114406442302,0.0,0.00587,0.0,0.01586,200000,198681.15179668344,-1318.8482033165637,0.9934057589834172
2020-06-20,2,1.7002110758955922,0.0,0.006064,0.0,0.01597,200000,198681.15179668344,-1318.8482033165637,0.9934057589834172
2020-06-21,2,1.4430243788978208,0.0,0.00597,0.0,0.01582,200000,198681.15179668344,-1318.8482033165637,0.9934057589834172
2020-06-22,2,2.136823722824297,0.0,0.006767,0.0,0.01638,200000,198681.15179668344,-1318.8482033165637,0.9934057589834172
2020-06-23,2,1.4895419444850204,0.0,0.006545,0.0,0.0165,200000,198681.15179668344,-1318.8482033165637,0.9934057589834172
2020-06-24,2,1.3966647135904928,0.0,0.006352,0.0,0.01593,200000,198681.15179668344,-1318.8482033165637,0.9934057589834172
2020-06-25,0,0.9671043843366417,0.0,0.006149,0.0,0.0159,200000,198681.15179668344,-1318.8482033165637,0.9934057589834172
2020-06-26,0,0.8626321339393477,0.0,0.006122,0.0,0.01585,200000,198681.15179668344,-1318.8482033165637,0.9934057589834172
2020-06-27,0,-0.05427793453423847,0.0,0.005522,0.0,0.01544,200000,198681.15179668344,-1318.8482033165637,0.9934057589834172
2020-06-28,0,-0.2139344488588975,0.0,0.005625,0.0,0.01577,200000,198681.15179668344,-1318.8482033165637,0.9934057589834172
2020-06-29,0,-0.7219154877812135,0.0,0.005613,0.0,0.01619,200000,198681.15179668344,-1318.8482033165637,0.9934057589834172
2020-06-30,-1,-1.199748369907458,18003003.968528762,0.005518,-6072162.340974432,0.01636,200000,198681.15179668344,-1318.8482033165637,0.9934057589834172
2020-07-01,-2,-1.3322958388656716,0.0,0.00567,0.0,0.01686,200000,198980.7763639543,-1019.2236360457027,0.9949038818197715
2020-07-02,-2,-1.5876262009393673,0.0,0.005443,0.0,0.01658,200000,198980.7763639543,-1019.2236360457027,0.9949038818197715
2020-07-03,-2,-1.3586769879708473,0.0,0.005488,0.0,0.01662,200000,198980.7763639543,-1019.2236360457027,0.9949038818197715
2020-07-04,-1,-1.1826719813134143,17762968.78806948,0.005601,-5915005.242685918,0.01682,200000,198980.7763639543,-1019.2236360457027,0.9949038818197715
2020-07-05,0,1.5419511814834326,0.0,0.006866,0.0,0.01688,200000,176865.52116160758,-23134.478838392417,0.8843276058080379
2020-07-06,0,-0.36261681572089627,0.0,0.006409,0.0,0.01802,200000,176865.52116160758,-23134.478838392417,0.8843276058080379
2020-07-07,0,0.39100847983007964,0.0,0.006483,0.0,0.0172,200000,176865.52116160758,-23134.478838392417,0.8843276058080379
2020-07-08,0,0.10011491843995735,0.0,0.006624,0.0,0.01791,200000,176865.52116160758,-23134.478838392417,0.8843276058080379
2020-07-09,0,-0.7564893289864731,0.0,0.006415,0.0,0.01856,200000,176865.52116160758,-23134.478838392417,0.8843276058080379
2020-07-10,0,-0.3899642580175112,0.0,0.006419,0.0,0.01812,200000,176865.52116160758,-23134.478838392417,0.8843276058080379
2020-07-11,0,-0.45806381176092603,0.0,0.00645,0.0,0.01837,200000,176865.52116160758,-23134.478838392417,0.8843276058080379
2020-07-12,0,-0.41179470851195,0.0,0.006368,0.0,0.01818,200000,176865.52116160758,-23134.478838392417,0.8843276058080379
2020-07-13,0,-0.6544349899988261,0.0,0.006015,0.0,0.01756,200000,176865.52116160758,-23134.478838392417,0.8843276058080379
2020-07-14,0,-0.2801070201386546,0.0,0.006164,0.0,0.01765,200000,176865.52116160758,-23134.478838392417,0.8843276058080379
2020-07-15,0,-0.500660092542075,0.0,0.006028,0.0,0.01757,200000,176865.52116160758,-23134.478838392417,0.8843276058080379
2020-07-16,0,-0.5642567405420879,0.0,0.005841,0.0,0.01716,200000,176865.52116160758,-23134.478838392417,0.8843276058080379
2020-07-17,0,-0.20944454114923958,0.0,0.005945,0.0,0.01717,200000,176865.52116160758,-23134.478838392417,0.8843276058080379
2020-07-18,0,-0.6604718433024971,0.0,0.005871,0.0,0.01742,200000,176865.52116160758,-23134.478838392417,0.8843276058080379
2020-07-19,0,-0.24342277932000034,0.0,0.006039,0.0,0.01753,200000,176865.52116160758,-23134.478838392417,0.8843276058080379
2020-07-20,0,-0.19694957659682777,0.0,0.005934,0.0,0.01716,200000,176865.52116160758,-23134.478838392417,0.8843276058080379
2020-07-21,0,-0.29899637881132735,0.0,0.006069,0.0,0.01762,200000,176865.52116160758,-23134.478838392417,0.8843276058080379
2020-07-22,0,-0.021618577331385294,0.0,0.006288,0.0,0.01794,200000,176865.52116160758,-23134.478838392417,0.8843276058080379
2020-07-23,0,-0.2526317345117166,0.0,0.006229,0.0,0.01792,200000,176865.52116160758,-23134.478838392417,0.8843276058080379
2020-07-24,-1,-1.1286659124154172,14790560.39150423,0.005979,-4929362.351215373,0.01794,200000,176865.52116160758,-23134.478838392417,0.8843276058080379
2020-07-25,-2,-2.0524375994076465,0.0,0.006084,0.0,0.01877,200000,179403.88307200838,-20596.11692799162,0.8970194153600419
2020-07-26,-2,-1.8432200440279565,0.0,0.00598,0.0,0.01852,200000,179403.88307200838,-20596.11692799162,0.8970194153600419
2020-07-27,-2,-3.0850197010100167,0.0,0.005545,0.0,0.01872,200000,179403.88307200838,-20596.11692799162,0.8970194153600419
2020-07-28,-2,-2.1904985343312915,0.0,0.005826,0.0,0.01912,200000,179403.88307200838,-20596.11692799162,0.8970194153600419
2020-07-29,-2,-2.1576122869683623,0.0,0.0057,0.0,0.01915,200000,179403.88307200838,-20596.11692799162,0.8970194153600419
2020-07-30,-2,-1.761068117871674,0.0,0.005749,0.0,0.01917,200000,179403.88307200838,-20596.11692799162,0.8970194153600419
2020-07-31,-2,-1.6336518643908609,0.0,0.005862,0.0,0.01968,200000,179403.88307200838,-20596.11692799162,0.8970194153600419
2020-08-01,-2,-1.5708472728423908,0.0,0.006032,0.0,0.02046,200000,179403.88307200838,-20596.11692799162,0.8970194153600419
