date,statusList,zscore,HOTUSDT_position,HOTUSDT_price,TRXUSDT_position,TRXUSDT_price,init,total_asset,pnl,return
2020-02-10,0,-0.7159266361052706,0.0,0.0007595,0.0,0.02216,200000,215234.2535719369,15234.25357193689,1.0761712678596844
2020-02-11,0,-0.7943516408809438,0.0,0.000771,0.0,0.02272,200000,215234.2535719369,15234.25357193689,1.0761712678596844
2020-02-12,0,0.078121932881243,0.0,0.0008498,0.0,0.02393,200000,215234.2535719369,15234.25357193689,1.0761712678596844
2020-02-13,0,0.7002879908605595,0.0,0.0008714,0.0,0.02391,200000,215234.2535719369,15234.25357193689,1.0761712678596844
2020-02-14,0,-0.7982419433555001,0.0,0.0008915,0.0,0.02639,200000,215234.2535719369,15234.25357193689,1.0761712678596844
2020-02-15,0,0.6872603692873543,0.0,0.000849,0.0,0.02364,200000,215234.2535719369,15234.25357193689,1.0761712678596844
2020-02-16,2,1.6918584667819845,0.0,0.0008258,0.0,0.02223,200000,215234.2535719369,15234.25357193689,1.0761712678596844
2020-02-17,0,0.9687699509244998,0.0,0.0007907,0.0,0.02179,200000,215234.2535719369,15234.25357193689,1.0761712678596844
2020-02-18,0,0.15168771952488935,0.0,0.0007956,0.0,0.02262,200000,215234.2535719369,15234.25357193689,1.0761712678596844
2020-02-19,0,0.720387666283847,0.0,0.0007284,0.0,0.0202,200000,215234.2535719369,15234.25357193689,1.0761712678596844
2020-02-20,0,0.9891715729094871,0.0,0.0007235,0.0,0.0198,200000,215234.2535719369,15234.25357193689,1.0761712678596844
2020-02-21,0,0.7723712013793506,0.0,0.0007332,0.0,0.02016,200000,215234.2535719369,15234.25357193689,1.0761712678596844
2020-02-22,0,0.7873387113434026,0.0,0.0007301,0.0,0.02002,200000,215234.2535719369,15234.25357193689,1.0761712678596844
2020-02-23,0,-0.25396872724954206,0.0,0.0007501,0.0,0.02133,200000,215234.2535719369,15234.25357193689,1.0761712678596844
2020-02-24,0,-0.33144404459859983,0.0,0.0006961,0.0,0.01988,200000,215234.2535719369,15234.25357193689,1.0761712678596844
2020-02-25,0,-0.7027043272152543,0.0,0.0006552,0.0,0.01891,200000,215234.2535719369,15234.25357193689,1.0761712678596844
2020-02-26,2,1.9480107328634437,0.0,0.0006203,0.0,0.01636,200000,215234.2535719369,15234.25357193689,1.0761712678596844
2020-02-27,2,1.6099850027948701,0.0,0.000643,0.0,0.01701,200000,215234.2535719369,15234.25357193689,1.0761712678596844
2020-02-28,1,1.0037292357734677,-169716333.04836532,0.0006341,6293399.227249617,0.0171,200000,215234.2535719369,15234.25357193689,1.0761712678596844
2020-02-29,2,1.2885917603503314,0.0,0.0006189,0.0,0.01648,200000,216556.4728304965,16556.472830496496,1.0827823641524825
2020-03-01,0,0.8893479288037712,0.0,0.0006107,0.0,0.01643,200000,216556.4728304965,16556.472830496496,1.0827823641524825
2020-03-02,0,0.11930032520547017,0.0,0.0006394,0.0,0.01759,200000,216556.4728304965,16556.472830496496,1.0827823641524825
2020-03-03,0,0.3205525527901586,0.0,0.000631,0.0,0.01723,200000,216556.4728304965,16556.472830496496,1.0827823641524825
2020-03-04,0,-0.2261588544755812,0.0,0.0006388,0.0,0.01774,200000,216556.4728304965,16556.472830496496,1.0827823641524825
2020-03-05,0,0.04614012302759326,0.0,0.0006517,0.0,0.01789,200000,216556.4728304965,16556.472830496496,1.0827823641524825
2020-03-06,-1,-1.0592268743979392,167018720.36903942,0.0006483,-5907159.651677483,0.01833,200000,216556.4728304965,16556.472830496496,1.0827823641524825
2020-03-07,0,0.9778039298111745,0.0,0.0006335,0.0,0.01699,200000,211112.7559587105,11112.755958710506,1.0555637797935524
2020-03-08,0,0.48449675600157793,0.0,0.0005399,0.0,0.01465,200000,211112.7559587105,11112.755958710506,1.0555637797935524
2020-03-09,-1,-1.0525077443740705,198116325.03632742,0.0005328,-7018376.195435855,0.01504,200000,211112.7559587105,11112.755958710506,1.0555637797935524
2020-03-10,-1,-0.3910220819026571,198116325.03632742,0.0005435,-7018376.195435855,0.01508,200000,213513.33568441664,13513.335684416641,1.0675666784220832
2020-03-11,-1,-1.1515430100379176,198116325.03632742,0.0005245,-7018376.195435855,0.01489,200000,208415.63403159362,8415.634031593625,1.0420781701579682
2020-03-12,-2,-2.317848520819499,0.0,0.0002819,0.0,0.00841,200000,214288.30773458537,14288.307734585367,1.0714415386729268
2020-03-13,-2,-2.9137282822931354,0.0,0.0003223,0.0,0.01029,200000,214288.30773458537,14288.307734585367,1.0714415386729268
2020-03-14,-2,-2.2201297732910317,0.0,0.0003081,0.0,0.00973,200000,214288.30773458537,14288.307734585367,1.0714415386729268
2020-03-15,-2,-2.339779033109207,0.0,0.0003117,0.0,0.01026,200000,214288.30773458537,14288.307734585367,1.0714415386729268
2020-03-16,-2,-2.3146867403914824,0.0,0.0002807,0.0,0.00961,200000,214288.30773458537,14288.307734585367,1.0714415386729268
2020-03-17,-2,-1.8604878310430664,0.0,0.0002965,0.0,0.01002,200000,214288.30773458537,14288.307734585367,1.0714415386729268
2020-03-18,-2,-1.6975559254134203,0.0,0.0003,0.0,0.01022,200000,214288.30773458537,14288.307734585367,1.0714415386729268
2020-03-19,-2,-1.7430055883015985,0.0,0.0003304,0.0,0.01163,200000,214288.30773458537,14288.307734585367,1.0714415386729268
2020-03-20,-2,-1.4160105445950761,0.0,0.0003259,0.0,0.01127,200000,214288.30773458537,14288.307734585367,1.0714415386729268
2020-03-21,-2,-1.2984823759884732,0.0,0.0003237,0.0,0.01123,200000,214288.30773458537,14288.307734585367,1.0714415386729268
2020-03-22,0,-0.9710974862747106,0.0,0.0003046,0.0,0.0103,200000,214288.30773458537,14288.307734585367,1.0714415386729268
2020-03-23,-1,-1.0938816796176514,327357634.7916061,0.0003273,-9423408.43160006,0.01137,200000,214288.30773458537,14288.307734585367,1.0714415386729268
2020-03-24,-1,-0.9150405806251547,327357634.7916061,0.0003345,-9423408.43160006,0.01151,200000,217964.55988550893,17964.559885508934,1.0898227994275447
2020-03-25,-1,-1.1061399617562029,327357634.7916061,0.0003198,-9423408.43160006,0.01139,200000,212021.59364228032,12021.59364228032,1.0601079682114016
2020-03-26,-2,-1.248262667009091,0.0,0.0003251,0.0,0.01196,200000,220568.30550577096,20568.305505770957,1.1028415275288548
2020-03-27,0,-0.9987079325665948,0.0,0.0003112,0.0,0.01121,200000,220568.30550577096,20568.305505770957,1.1028415275288548
2020-03-28,0,-0.8637535235231326,0.0,0.0003188,0.0,0.01139,200000,220568.30550577096,20568.305505770957,1.1028415275288548
2020-03-29,0,-0.4122041288136899,0.0,0.0003091,0.0,0.01066,200000,220568.30550577096,20568.305505770957,1.1028415275288548
2020-03-30,0,-0.42111176419849417,0.0,0.0003298,0.0,0.01145,200000,220568.30550577096,20568.305505770957,1.1028415275288548
2020-03-31,0,-0.09204819643196185,0.0,0.0003378,0.0,0.01157,200000,220568.30550577096,20568.305505770957,1.1028415275288548
2020-04-01,0,-0.3025038887072249,0.0,0.0003331,0.0,0.01158,200000,220568.30550577096,20568.305505770957,1.1028415275288548
2020-04-02,-2,-1.323940906317059,0.0,0.0003299,0.0,0.01196,200000,220568.30550577096,20568.305505770957,1.1028415275288548
2020-04-03,-1,-1.1786902447554608,332481618.18777657,0.0003317,-9236528.706271816,0.01194,200000,220568.30550577096,20568.305505770957,1.1028415275288548
2020-04-04,-2,-1.4597369538326752,0.0,0.0003292,0.0,0.01197,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-04-05,-2,-2.551857105634867,0.0,0.0003285,0.0,0.01257,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-04-06,-2,-2.470359683858809,0.0,0.0003525,0.0,0.01375,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-04-07,-2,-1.9679152094791459,0.0,0.0003431,0.0,0.0133,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-04-08,-2,-1.5331661190282537,0.0,0.0003585,0.0,0.01376,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-04-09,0,-0.5929829852118003,0.0,0.0003647,0.0,0.01345,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-04-10,0,-0.3318310006277846,0.0,0.0003415,0.0,0.01248,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-04-11,0,-0.4823799268868276,0.0,0.0003387,0.0,0.0125,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-04-12,0,-0.9773078387353652,0.0,0.0003346,0.0,0.01266,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-04-13,0,-0.5602575222775165,0.0,0.000337,0.0,0.01257,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-04-14,0,-0.3651973822777503,0.0,0.0003357,0.0,0.01245,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-04-15,0,-0.4918231017227495,0.0,0.0003268,0.0,0.01219,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-04-16,-2,-1.2712120172017107,0.0,0.0003363,0.0,0.01302,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-04-17,0,-0.8559191012140797,0.0,0.0003376,0.0,0.01289,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-04-18,-2,-1.2242792183013957,0.0,0.0003437,0.0,0.01339,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-04-19,0,-0.8806641289884755,0.0,0.0003348,0.0,0.0129,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-04-20,-2,-1.6341813701194536,0.0,0.000312,0.0,0.0124,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-04-21,-2,-1.5731879410283762,0.0,0.0003146,0.0,0.01249,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-04-22,-2,-1.985779930282724,0.0,0.0003193,0.0,0.01298,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-04-23,-2,-2.3561114033079984,0.0,0.0003251,0.0,0.01361,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-04-24,-2,-1.986300342558195,0.0,0.0003333,0.0,0.01392,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-04-25,-2,-1.346727488095487,0.0,0.000341,0.0,0.01396,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-04-26,-2,-1.3889764561671962,0.0,0.0003455,0.0,0.01426,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-04-27,-2,-1.5597624959665255,0.0,0.0003457,0.0,0.01452,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-04-28,-2,-2.201166247821498,0.0,0.0003426,0.0,0.01528,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-04-29,-2,-1.9699628912230782,0.0,0.0003616,0.0,0.01624,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-04-30,-2,-1.2858779308423247,0.0,0.000351,0.0,0.01519,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-05-01,-2,-1.2830883396883348,0.0,0.0003623,0.0,0.01581,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-05-02,2,1.4219514922964536,0.0,0.0004421,0.0,0.01635,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-05-03,2,3.0609343848468664,0.0,0.0005045,0.0,0.01599,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-05-04,2,3.136957774524007,0.0,0.0005696,0.0,0.01623,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-05-05,2,2.3641833493831754,0.0,0.0005493,0.0,0.0159,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-05-06,2,1.5147256977462282,0.0,0.0004995,0.0,0.01554,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-05-07,2,1.7061686388794526,0.0,0.0005433,0.0,0.01603,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-05-08,2,1.2252777574534555,0.0,0.0005271,0.0,0.01627,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-05-09,1,1.0823365280468529,-213725998.2765412,0.0005186,6888645.289385598,0.01609,200000,221676.60541242856,21676.60541242856,1.1083830270621429
2020-05-10,1,1.1054265190355708,-213725998.2765412,0.0004688,6888645.289385598,0.01426,200000,198426.82981868117,-1573.1701813188265,0.9921341490934059
2020-05-11,2,1.387229581988601,0.0,0.0004898,0.0,0.01398,200000,230056.33822266775,30056.33822266775,1.1502816911133387
2020-05-12,1,1.0821577048803592,-231864884.32036662,0.0004961,7905716.090126039,0.01455,200000,230056.33822266775,30056.33822266775,1.1502816911133387
2020-05-13,1,1.0919349419499131,-231864884.32036662,0.0005215,7905716.090126039,0.01501,200000,239582.33568586307,39582.33568586307,1.1979116784293153
2020-05-14,1,0.8272171638442434,-231864884.32036662,0.0005167,7905716.090126039,0.01527,200000,240524.87042455806,40524.87042455806,1.2026243521227902
2020-05-15,1,1.0648005401241327,-231864884.32036662,0.00053,7905716.090126039,0.01488,200000,240525.44411086978,40525.44411086978,1.202627220554349
2020-05-16,1,0.9665936367178258,-231864884.32036662,0.0005333,7905716.090126039,0.01497,200000,242002.11267723836,42002.11267723836,1.2100105633861917
2020-05-17,1,0.9360930166129229,-231864884.32036662,0.000539,7905716.090126039,0.015,200000,243560.91400056818,43560.914000568184,1.217804570002841
2020-05-18,1,0.6516701713023628,-231864884.32036662,0.0005363,7905716.090126039,0.01537,200000,245859.99376624983,45859.99376624983,1.2292999688312491
2020-05-19,1,0.515604621833305,-231864884.32036662,0.0005372,7905716.090126039,0.01553,200000,247333.58673655835,47333.586736558354,1.2366679336827917
2020-05-20,1,0.4762554468307843,-231864884.32036662,0.0005203,7905716.090126039,0.015,200000,239225.04066377733,39225.04066377733,1.1961252033188867
2020-05-21,1,1.0934275250506336,-231864884.32036662,0.0005134,7905716.090126039,0.01421,200000,231379.65725076725,31379.657250767254,1.1568982862538362
2020-05-22,2,1.2532726282791333,0.0,0.000535,0.0,0.01484,200000,236783.2245565935,36783.224556593486,1.1839161227829673
2020-05-23,0,0.5898346132547937,0.0,0.0005269,0.0,0.01496,200000,236783.2245565935,36783.224556593486,1.1839161227829673
2020-05-24,2,1.992572217713796,0.0,0.0005315,0.0,0.01421,200000,236783.2245565935,36783.224556593486,1.1839161227829673
2020-05-25,2,2.213715780643836,0.0,0.0005659,0.0,0.01472,200000,236783.2245565935,36783.224556593486,1.1839161227829673
2020-05-26,2,2.0279422127506583,0.0,0.0005634,0.0,0.01458,200000,236783.2245565935,36783.224556593486,1.1839161227829673
2020-05-27,2,1.4598542499781113,0.0,0.0005584,0.0,0.0147,200000,236783.2245565935,36783.224556593486,1.1839161227829673
2020-05-28,1,1.1239160162972368,-208252616.1447612,0.0005685,7819789.450349851,0.01514,200000,236783.2245565935,36783.224556593486,1.1839161227829673
2020-05-29,1,0.9338409380826816,-208252616.1447612,0.00056,7819789.450349851,0.015,200000,233918.30679631402,33918.30679631402,1.1695915339815701
2020-05-30,0,-0.2692359244940257,0.0,0.0005828,0.0,0.01638,200000,230064.69804902977,30064.698049029772,1.150323490245149
2020-05-31,2,2.0883382497451737,0.0,0.000627,0.0,0.01582,200000,230064.69804902977,30064.698049029772,1.150323490245149
2020-06-01,0,0.28963443999091143,0.0,0.000628,0.0,0.01707,200000,230064.69804902977,30064.698049029772,1.150323490245149
2020-06-02,1,1.002581312483403,-184553744.62460274,0.0006233,7027021.931857965,0.01637,200000,230064.69804902977,30064.698049029772,1.150323490245149
2020-06-03,2,1.2113971481410695,0.0,0.000652,0.0,0.01691,200000,231566.79867655257,31566.79867655257,1.1578339933827628
2020-06-04,1,1.0009268192468228,-178733249.98190224,0.0006478,6863272.0413916,0.01687,200000,231566.79867655254,31566.798676552542,1.1578339933827628
2020-06-05,1,0.5807550293745988,-178733249.98190224,0.000638,6863272.0413916,0.01685,200000,229677.9473859021,29677.94738590211,1.1483897369295106
2020-06-06,1,0.2387285191703549,-178733249.98190224,0.0006376,6863272.0413916,0.01704,200000,230910.47577377374,30910.47577377374,1.1545523788688687
2020-06-07,0,-1.6713038369721815,0.0,0.0006279,0.0,0.0182,200000,218881.85518686188,18881.85518686188,1.0944092759343094
2020-06-08,-1,-1.0037691888035256,171161913.65879095,0.0006394,-6100386.153479985,0.01794,200000,218881.85518686188,18881.85518686188,1.0944092759343094
2020-06-09,-1,-0.7235223962383454,171161913.65879095,0.0006348,-6100386.153479985,0.01754,200000,215654.35592263943,15654.355922639428,1.078271779613197
2020-06-10,-1,-0.7492715952095412,171161913.65879095,0.0006364,-6100386.153479985,0.0176,200000,216294.2381537023,16294.238153702288,1.0814711907685115
2020-06-11,-1,-0.333445515479745,171161913.65879095,0.0005783,-6100386.153479985,0.01573,200000,194942.00886311897,-5057.991136881028,0.9747100443155948
2020-06-12,-1,-0.38423683483553833,171161913.65879095,0.0006051,-6100386.153479985,0.01644,200000,203860.42231814534,3860.4223181453417,1.0193021115907268
2020-06-13,-1,-0.5354149282367254,171161913.65879095,0.00061,-6100386.153479985,0.01668,200000,206163.20837190864,6163.208371908637,1.0308160418595431
2020-06-14,-1,-0.3703138001953798,171161913.65879095,0.0005931,-6100386.153479985,0.01616,200000,200098.37123126548,98.37123126548249,1.0004918561563274
2020-06-15,0,-0.16031009762050727,0.0,0.0005923,0.0,0.01606,200000,215474.85535164853,15474.855351648526,1.0773742767582426
2020-06-16,0,-0.6877623923213583,0.0,0.0005834,0.0,0.01613,200000,215474.85535164853,15474.855351648526,1.0773742767582426
2020-06-17,0,-0.827066934982009,0.0,0.0005821,0.0,0.01621,200000,215474.85535164853,15474.855351648526,1.0773742767582426
2020-06-18,0,-0.661272788248392,0.0,0.0005773,0.0,0.01602,200000,215474.85535164853,15474.855351648526,1.0773742767582426
2020-06-19,0,-0.9931745819543917,0.0,0.0005653,0.0,0.01586,200000,215474.85535164853,15474.855351648526,1.0773742767582426
2020-06-20,0,-0.5818036388269359,0.0,0.000576,0.0,0.01597,200000,215474.85535164853,15474.855351648526,1.0773742767582426
2020-06-21,0,-0.48920100496842983,0.0,0.0005715,0.0,0.01582,200000,215474.85535164853,15474.855351648526,1.0773742767582426
2020-06-22,0,-0.6647828859657352,0.0,0.0005875,0.0,0.01638,200000,215474.85535164853,15474.855351648526,1.0773742767582426
2020-06-23,-2,-1.2496232069987996,0.0,0.0005815,0.0,0.0165,200000,215474.85535164853,15474.855351648526,1.0773742767582426
2020-06-24,-1,-1.1467462907401837,191533204.75702092,0.0005625,-6763178.134075597,0.01593,200000,215474.85535164853,15474.855351648526,1.0773742767582426
2020-06-25,-1,-1.1537455414283662,191533204.75702092,0.0005608,-6763178.134075597,0.0159,200000,214946.3535595393,14946.353559539304,1.0747317677976964
2020-06-26,-2,-1.625282774538212,0.0,0.0005526,0.0,0.01585,200000,216829.97982801698,16829.979828016978,1.0841498991400849
2020-06-27,-2,-2.2374879026649,0.0,0.0005318,0.0,0.01544,200000,216829.97982801698,16829.979828016978,1.0841498991400849
2020-06-28,-2,-2.3961540046164975,0.0,0.000535,0.0,0.01577,200000,216829.97982801698,16829.979828016978,1.0841498991400849
2020-06-29,-2,-2.3375784745154125,0.0,0.000542,0.0,0.01619,200000,216829.97982801698,16829.979828016978,1.0841498991400849
2020-06-30,-2,-2.672964669377169,0.0,0.0005276,0.0,0.01636,200000,216829.97982801698,16829.979828016978,1.0841498991400849
2020-07-01,-2,-2.0313458565859586,0.0,0.000549,0.0,0.01686,200000,216829.97982801698,16829.979828016978,1.0841498991400849
2020-07-02,-2,-1.4705656825670907,0.0,0.0005484,0.0,0.01658,200000,216829.97982801698,16829.979828016978,1.0841498991400849
2020-07-03,-2,-1.4838372436322051,0.0,0.0005451,0.0,0.01662,200000,216829.97982801698,16829.979828016978,1.0841498991400849
2020-07-04,-2,-1.3250239218519786,0.0,0.000552,0.0,0.01682,200000,216829.97982801698,16829.979828016978,1.0841498991400849
2020-07-05,-1,-1.0620076896675983,194292096.6200869,0.000558,-6422688.97594837,0.01688,200000,216829.97982801698,16829.979828016978,1.0841498991400849
2020-07-06,-2,-1.8839093355486405,0.0,0.0005672,0.0,0.01802,200000,222364.35797169333,22364.35797169333,1.1118217898584666
2020-07-07,-2,-1.2034695953928098,0.0,0.0005556,0.0,0.0172,200000,222364.35797169333,22364.35797169333,1.1118217898584666
2020-07-08,0,0.7905932286552545,0.0,0.0006315,0.0,0.01791,200000,222364.35797169333,22364.35797169333,1.1118217898584666
2020-07-09,2,3.494819176839285,0.0,0.0008031,0.0,0.01856,200000,222364.35797169333,22364.35797169333,1.1118217898584666
2020-07-10,2,2.0193504098355106,0.0,0.0007321,0.0,0.01812,200000,222364.35797169333,22364.35797169333,1.1118217898584666
2020-07-11,2,1.412305223122448,0.0,0.0007172,0.0,0.01837,200000,222364.35797169333,22364.35797169333,1.1118217898584666
2020-07-12,1,1.147088621808846,-158831684.26549524,0.0007,6115631.407362302,0.01818,200000,222364.35797169333,22364.35797169333,1.1118217898584666
2020-07-13,2,1.5412183966431934,0.0,0.000708,0.0,0.01756,200000,227426.70291838195,27426.702918381954,1.1371335145919097
2020-07-14,2,1.4827536433619934,0.0,0.0007188,0.0,0.01765,200000,227426.70291838195,27426.702918381954,1.1371335145919097
2020-07-15,0,0.8784341361089476,0.0,0.0006824,0.0,0.01757,200000,227426.70291838195,27426.702918381954,1.1371335145919097
2020-07-16,2,1.7174421502988417,0.0,0.000735,0.0,0.01716,200000,227426.70291838195,27426.702918381954,1.1371335145919097
2020-07-17,2,1.341210019924256,0.0,0.0007209,0.0,0.01717,200000,227426.70291838195,27426.702918381954,1.1371335145919097
2020-07-18,0,0.8307854820153843,0.0,0.0007007,0.0,0.01742,200000,227426.70291838195,27426.702918381954,1.1371335145919097
2020-07-19,1,1.0070994689981358,-156673121.32707492,0.0007258,6486785.593792982,0.01753,200000,227426.70291838195,27426.702918381954,1.1371335145919097
2020-07-20,1,0.8821364498289366,-156673121.32707492,0.0007081,6486785.593792982,0.01716,200000,222253.47800118936,22253.47800118936,1.1112673900059469
2020-07-21,1,1.1497189636524219,-156673121.32707492,0.0007553,6486785.593792982,0.01762,200000,232632.37070097204,32632.37070097204,1.1631618535048602
2020-07-22,1,1.0872459592278514,-156673121.32707492,0.0007726,6486785.593792982,0.01794,200000,237418.5870899442,37418.587089944194,1.187092935449721
2020-07-23,1,1.1467973803014384,-156673121.32707492,0.0007841,6486785.593792982,0.01792,200000,239090.59227332968,39090.592273329676,1.1954529613666485
2020-07-24,1,0.8852968030806503,-156673121.32707492,0.0007721,6486785.593792982,0.01794,200000,237340.25052928063,37340.25052928063,1.1867012526464031
2020-07-25,0,0.18044925160005382,0.0,0.0007637,0.0,0.01877,200000,225321.0000803748,25321.000080374797,1.126605000401874
2020-07-26,0,-0.01899606840104372,0.0,0.0007493,0.0,0.01852,200000,225321.0000803748,25321.000080374797,1.126605000401874
2020-07-27,-1,-1.1469121536412237,156755948.29579437,0.0007187,-6018189.104710865,0.01872,200000,225321.0000803748,25321.000080374797,1.126605000401874
2020-07-28,-1,-0.5052239298558605,156755948.29579437,0.000769,-6018189.104710865,0.01912,200000,235613.09992153762,35613.09992153762,1.178065499607688
2020-07-29,-1,-0.924677767170178,156755948.29579437,0.0007538,-6018189.104710865,0.01915,200000,233410.95518058285,33410.95518058285,1.1670547759029142
