date,statusList,zscore,DASHUSDT_position,DASHUSDT_price,LTCUSDT_position,LTCUSDT_price,init,total_asset,pnl,return
2021-03-04,0,-0.8883409347509267,0.0,211.18,0.0,180.67,200000,175355.0762377805,-24644.923762219492,0.8767753811889025
2021-03-05,-1,-1.199549087976471,426.23985473451756,205.7,-486.4758259939536,180.23,200000,175355.0762377805,-24644.923762219492,0.8767753811889025
2021-03-06,-2,-1.3407936158748426,0.0,208.61,0.0,182.85,200000,175389.2849246072,-24610.7150753928,0.876946424623036
2021-03-07,-2,-1.386447742624172,0.0,214.79,0.0,190.75,200000,175389.2849246072,-24610.7150753928,0.876946424623036
2021-03-08,-1,-1.1627205542317633,401.84503717318245,218.23,-457.1000388965525,191.85,200000,175389.2849246072,-24610.7150753928,0.876946424623036
2021-03-09,-1,-0.43909476132632286,401.84503717318245,244.2,-457.1000388965525,203.81,200000,191292.1170051975,-8707.882994802494,0.9564605850259875
2021-03-10,-1,-0.7631454604668424,401.84503717318245,234.41,-457.1000388965525,200.29,200000,185749.0619543562,-14250.938045643794,0.928745309771781
2021-03-11,-1,-0.715437524875223,401.84503717318245,235.39,-457.1000388965525,201.36,200000,186631.96713240523,-13368.032867594768,0.9331598356620262
2021-03-12,-2,-2.4268891016882908,0.0,224.69,0.0,220.84,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-03-13,-2,-1.5218942802645907,0.0,243.04,0.0,226.06,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-03-14,-2,-1.3251492987485913,0.0,231.17,0.0,213.94,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-03-15,0,-0.9284934952486191,0.0,221.42,0.0,200.59,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-03-16,0,-0.792754793542281,0.0,223.59,0.0,201.6,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-03-17,0,-0.6378206231831228,0.0,229.47,0.0,205.98,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-03-18,0,-0.3003787772083415,0.0,225.83,0.0,199.7,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-03-19,0,-0.26442283725901683,0.0,225.72,0.0,199.96,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-03-20,0,-0.11429680973432207,0.0,227.11,0.0,200.17,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-03-21,0,-0.04360434708749691,0.0,221.01,0.0,195.31,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-03-22,0,-0.3892677835732243,0.0,206.6,0.0,185.67,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-03-23,0,-0.3374597207702894,0.0,206.62,0.0,185.83,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-03-24,0,-0.9602203743404429,0.0,190.75,0.0,176.05,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-03-25,0,-0.424848689023494,0.0,189.1,0.0,171.53,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-03-26,0,-0.20757030191001113,0.0,203.51,0.0,183.45,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-03-27,0,-0.5239778791602402,0.0,201.64,0.0,184.06,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-03-28,0,0.31492375883809487,0.0,207.72,0.0,184.24,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-03-29,0,-0.036116252930278224,0.0,214.98,0.0,193.73,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-03-30,0,-0.08580942588162872,0.0,216.3,0.0,195.74,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-03-31,0,0.9280706759484177,0.0,222.44,0.0,196.7,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-04-01,2,1.9583509480066241,0.0,233.44,0.0,202.86,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-04-02,2,1.8385179393160531,0.0,243.59,0.0,211.46,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-04-03,2,1.2120725010309026,0.0,222.84,0.0,195.23,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-04-04,2,3.989954373307973,0.0,270.78,0.0,202.21,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-04-05,2,1.729247360804397,0.0,273.66,0.0,221.48,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-04-06,0,0.4301454781161234,0.0,275.99,0.0,237.04,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-04-07,0,0.27867316986246876,0.0,253.45,0.0,219.05,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-04-08,0,0.7006117556242752,0.0,267.79,0.0,226.11,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-04-09,0,0.878706459252954,0.0,265.1,0.0,221.12,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-04-10,0,-0.6821278216518307,0.0,283.32,0.0,256.34,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-04-11,0,-0.1759684173038824,0.0,286.79,0.0,252.31,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-04-12,0,-0.022232957094742253,0.0,280.48,0.0,244.42,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-04-13,0,-0.864137849623915,0.0,294.31,0.0,267.59,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-04-14,0,-0.9358835367429604,0.0,305.36,0.0,278.86,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-04-15,0,-0.12027780056068445,0.0,326.8,0.0,285.63,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-04-16,1,1.1967407824273615,-245.78526185969756,378.47,301.599546269947,308.43,200000,186044.6961120795,-13955.303887920512,0.9302234805603975
2021-04-17,1,0.4299510280430975,-245.78526185969756,356.64,301.599546269947,300.86,200000,178396.09528041878,-21603.904719581216,0.8919804764020939
2021-04-18,0,-0.04502997191220098,0.0,317.23,0.0,273.36,200000,181569.9027634787,-18430.09723652131,0.9078495138173934
2021-04-19,0,-0.6974995184750881,0.0,294.09,0.0,261.38,200000,181569.9027634787,-18430.09723652131,0.9078495138173934
2021-04-20,0,0.8566546780288892,0.0,317.15,0.0,260.68,200000,181569.9027634787,-18430.09723652131,0.9078495138173934
2021-04-21,0,-0.43605034077447724,0.0,294.62,0.0,257.69,200000,181569.9027634787,-18430.09723652131,0.9078495138173934
2021-04-22,-2,-1.22356040407657,0.0,275.97,0.0,252.5,200000,181569.9027634787,-18430.09723652131,0.9078495138173934
2021-04-23,-2,-1.2164528567078117,0.0,262.52,0.0,241.31,200000,181569.9027634787,-18430.09723652131,0.9078495138173934
2021-04-24,-1,-1.1745032499869414,368.7896631666708,246.17,-403.9374922435566,224.75,200000,181569.9027634787,-18430.09723652131,0.9078495138173934
2021-04-25,-1,-0.9265357751192181,368.7896631666708,247.06,-403.9374922435566,223.88,200000,181546.69994544514,-18453.300054554857,0.9077334997272257
2021-04-26,-1,-0.3606753604802259,368.7896631666708,278.62,-403.9374922435566,247.42,200000,202694.3902823986,2694.3902823986136,1.013471951411993
2021-04-27,-1,-0.30189198012012725,368.7896631666708,292.8,-403.9374922435566,259.77,200000,212912.45573530992,12912.455735309923,1.0645622786765496
2021-04-28,-1,-0.46868663180116316,368.7896631666708,288.78,-403.9374922435566,258.51,200000,210920.96004915299,10920.960049152985,1.0546048002457649
2021-04-29,-1,-0.26087766655422395,368.7896631666708,286.63,-403.9374922435566,255.31,200000,208835.4622981653,8835.462298165308,1.0441773114908266
2021-04-30,0,1.051470637968157,0.0,319.62,0.0,271.13,200000,173216.92289414286,-26783.07710585714,0.8660846144707143
2021-05-01,0,0.6243121878432213,0.0,321.98,0.0,276.78,200000,173216.92289414286,-26783.07710585714,0.8660846144707143
2021-05-02,0,0.7988603328174344,0.0,315.17,0.0,268.88,200000,173216.92289414286,-26783.07710585714,0.8660846144707143
2021-05-03,0,0.4952788744289878,0.0,342.75,0.0,294.87,200000,173216.92289414286,-26783.07710585714,0.8660846144707143
2021-05-04,0,0.8755443991375197,0.0,360.62,0.0,305.23,200000,173216.92289414286,-26783.07710585714,0.8660846144707143
2021-05-05,0,-0.7632166543641823,0.0,396.74,0.0,356.04,200000,173216.92289414286,-26783.07710585714,0.8660846144707143
2021-05-06,2,2.396260000779765,0.0,443.11,0.0,354.67,200000,173216.92289414286,-26783.07710585714,0.8660846144707143
2021-05-07,0,0.6149629422585482,0.0,404.11,0.0,344.89,200000,173216.92289414286,-26783.07710585714,0.8660846144707143
2021-05-08,0,0.730541812232441,0.0,408.83,0.0,347.1,200000,173216.92289414286,-26783.07710585714,0.8660846144707143
2021-05-09,-2,-1.943616416283748,0.0,406.96,0.0,387.8,200000,173216.92289414286,-26783.07710585714,0.8660846144707143
2021-05-10,-2,-1.9495446800365732,0.0,371.63,0.0,358.89,200000,173216.92289414286,-26783.07710585714,0.8660846144707143
2021-05-11,0,-0.05606310509284473,0.0,426.74,0.0,377.6,200000,173216.92289414286,-26783.07710585714,0.8660846144707143
2021-05-12,0,0.41177975451948384,0.0,359.0,0.0,310.4,200000,173216.92289414286,-26783.07710585714,0.8660846144707143
2021-05-13,0,-0.29323048490649634,0.0,357.29,0.0,317.95,200000,173216.92289414286,-26783.07710585714,0.8660846144707143
2021-05-14,0,-0.05830365464076367,0.0,371.01,0.0,326.23,200000,173216.92289414286,-26783.07710585714,0.8660846144707143
2021-05-15,0,-0.4487860831363978,0.0,336.28,0.0,300.3,200000,173216.92289414286,-26783.07710585714,0.8660846144707143
2021-05-16,0,-0.4234206337274254,0.0,331.6,0.0,295.89,200000,173216.92289414286,-26783.07710585714,0.8660846144707143
2021-05-17,-2,-1.7602194984506343,0.0,294.45,0.0,281.53,200000,173216.92289414286,-26783.07710585714,0.8660846144707143
2021-05-18,-2,-1.7220771937130872,0.0,304.52,0.0,293.98,200000,173216.92289414286,-26783.07710585714,0.8660846144707143
2021-05-19,-2,-1.7874194720719268,0.0,189.04,0.0,185.93,200000,173216.92289414286,-26783.07710585714,0.8660846144707143
2021-05-20,0,-0.734675046623882,0.0,226.94,0.0,210.74,200000,173216.92289414286,-26783.07710585714,0.8660846144707143
2021-05-21,-1,-1.1081563741891813,459.85165895227476,188.34,-481.2383255379865,179.97,200000,173216.92289414286,-26783.07710585714,0.8660846144707143
2021-05-22,-1,-0.9079144798525473,459.85165895227476,178.31,-481.2383255379865,169.32,200000,163479.422587872,-36520.57741212801,0.8173971129393599
2021-05-23,-1,-0.8234353704789872,459.85165895227476,149.93,-481.2383255379865,142.39,200000,137469.08440006844,-62530.915599931555,0.6873454220003422
2021-05-24,-1,-0.21317398086790565,459.85165895227476,201.48,-481.2383255379865,185.32,200000,181833.99873440398,-18166.001265596016,0.9091699936720199
2021-05-25,-1,-0.5953328410492922,459.85165895227476,195.0,-481.2383255379865,183.76,200000,178103.42819655396,-21896.571803446044,0.8905171409827698
2021-05-26,-1,-0.25117651229829163,459.85165895227476,214.1,-481.2383255379865,198.91,200000,194177.3555144429,-5822.644485557103,0.9708867775722145
2021-05-27,-1,-0.5999977116944787,459.85165895227476,205.1,-481.2383255379865,194.32,200000,187829.8066696531,-12170.193330346898,0.9391490333482655
2021-05-28,-1,-1.0313830669553425,459.85165895227476,183.22,-481.2383255379865,177.33,200000,169592.01322088693,-30407.986779113067,0.8479600661044346
2021-05-29,0,-0.01794971552485757,0.0,176.53,0.0,164.01,200000,170967.20731078298,-29032.79268921702,0.8548360365539149
2021-05-30,0,-0.3124194022768626,0.0,181.8,0.0,170.51,200000,170967.20731078298,-29032.79268921702,0.8548360365539149
2021-05-31,0,-0.6372148413750183,0.0,197.42,0.0,187.97,200000,170967.20731078298,-29032.79268921702,0.8548360365539149
2021-06-01,0,-0.6769437078873767,0.0,191.5,0.0,182.99,200000,170967.20731078298,-29032.79268921702,0.8548360365539149
2021-06-02,0,0.472382187372578,0.0,202.42,0.0,187.14,200000,170967.20731078298,-29032.79268921702,0.8548360365539149
2021-06-03,0,0.8263523422846248,0.0,210.25,0.0,193.5,200000,170967.20731078298,-29032.79268921702,0.8548360365539149
2021-06-04,0,0.41436592954886703,0.0,191.25,0.0,178.44,200000,170967.20731078298,-29032.79268921702,0.8548360365539149
2021-06-05,0,0.5988941322907951,0.0,185.23,0.0,172.94,200000,170967.20731078298,-29032.79268921702,0.8548360365539149
2021-06-06,0,-0.4530603350985293,0.0,185.45,0.0,176.41,200000,170967.20731078298,-29032.79268921702,0.8548360365539149
2021-06-07,0,0.23634196173566843,0.0,172.58,0.0,161.95,200000,170967.20731078298,-29032.79268921702,0.8548360365539149
2021-06-08,-2,-1.6967284920935888,0.0,166.22,0.0,160.63,200000,170967.20731078298,-29032.79268921702,0.8548360365539149
2021-06-09,-2,-1.9760516240508448,0.0,176.76,0.0,172.56,200000,170967.20731078298,-29032.79268921702,0.8548360365539149
2021-06-10,-2,-2.250985212252526,0.0,170.04,0.0,168.16,200000,170967.20731078298,-29032.79268921702,0.8548360365539149
2021-06-11,-2,-1.6996150262550895,0.0,165.71,0.0,162.83,200000,170967.20731078298,-29032.79268921702,0.8548360365539149
2021-06-12,-2,-1.7530590881829413,0.0,163.5,0.0,161.8,200000,170967.20731078298,-29032.79268921702,0.8548360365539149
2021-06-13,-2,-1.5838884285108272,0.0,172.55,0.0,170.85,200000,170967.20731078298,-29032.79268921702,0.8548360365539149
2021-06-14,-2,-2.009243648873861,0.0,177.91,0.0,179.89,200000,170967.20731078298,-29032.79268921702,0.8548360365539149
2021-06-15,-2,-1.9297063249476447,0.0,171.94,0.0,175.15,200000,170967.20731078298,-29032.79268921702,0.8548360365539149
2021-06-16,-2,-1.5299796376070518,0.0,164.5,0.0,166.57,200000,170967.20731078298,-29032.79268921702,0.8548360365539149
2021-06-17,-2,-1.5350252799654653,0.0,163.93,0.0,167.08,200000,170967.20731078298,-29032.79268921702,0.8548360365539149
2021-06-18,-1,-1.0765519172499898,550.370870817612,155.32,-546.7801180465108,156.34,200000,170967.20731078298,-29032.79268921702,0.8548360365539149
2021-06-19,-1,-1.0657936702921063,550.370870817612,150.94,-546.7801180465108,152.49,200000,166451.47944212277,-33548.52055787723,0.8322573972106139
2021-06-20,-1,-0.9701059651459489,550.370870817612,153.28,-546.7801180465108,154.88,200000,169046.15176196716,-30953.848238032835,0.8452307588098358
2021-06-21,-1,-0.8978208573338775,550.370870817612,123.09,-546.7801180465108,124.46,200000,135797.40398100857,-64202.59601899143,0.6789870199050428
2021-06-22,-1,-0.5840745942467397,550.370870817612,119.37,-546.7801180465108,119.64,200000,131114.5441725829,-68885.45582741711,0.6555727208629144
2021-06-23,-1,-0.8365805655869571,550.370870817612,127.43,-546.7801180465108,129.1,200000,140723.07330809283,-59276.92669190717,0.7036153665404641
2021-06-24,-1,-1.1078384350652029,550.370870817612,131.43,-546.7801180465108,134.58,200000,145920.91183825815,-54079.08816174185,0.7296045591912907
2021-06-25,-2,-1.6822038767639218,0.0,119.77,0.0,125.0,200000,173396.80286877142,-26603.197131228575,0.8669840143438572
2021-06-26,0,-0.7911619337387179,0.0,124.32,0.0,126.89,200000,173396.80286877142,-26603.197131228575,0.8669840143438572
2021-06-27,-2,-1.716529087706567,0.0,127.22,0.0,132.6,200000,173396.80286877142,-26603.197131228575,0.8669840143438572
2021-06-28,-2,-1.5800143022982454,0.0,132.23,0.0,137.69,200000,173396.80286877142,-26603.197131228575,0.8669840143438572
2021-06-29,0,-0.6254120864872594,0.0,140.85,0.0,144.2,200000,173396.80286877142,-26603.197131228575,0.8669840143438572
2021-06-30,2,1.3242328083766015,0.0,145.62,0.0,144.26,200000,173396.80286877142,-26603.197131228575,0.8669840143438572
2021-07-01,2,1.3491593682085667,0.0,138.16,0.0,137.02,200000,173396.80286877142,-26603.197131228575,0.8669840143438572
2021-07-02,0,0.2230291621185062,0.0,135.35,0.0,136.85,200000,173396.80286877142,-26603.197131228575,0.8669840143438572
2021-07-03,0,0.4011801312008792,0.0,138.81,0.0,140.17,200000,173396.80286877142,-26603.197131228575,0.8669840143438572
2021-07-04,-1,-1.129678817908412,618.302677466736,140.22,-598.1262603269108,144.95,200000,173396.80286877142,-26603.197131228575,0.8669840143438572
2021-07-05,-2,-1.3419223514043106,0.0,132.52,0.0,137.71,200000,173827.2993604985,-26172.700639501505,0.8691364968024925
2021-07-06,0,-0.6643055434143359,0.0,134.94,0.0,138.87,200000,173827.2993604985,-26172.700639501505,0.8691364968024925
2021-07-07,0,0.10192264196915678,0.0,135.15,0.0,137.41,200000,173827.2993604985,-26172.700639501505,0.8691364968024925
2021-07-08,-2,-1.4403120868687795,0.0,126.48,0.0,132.15,200000,173827.2993604985,-26172.700639501505,0.8691364968024925
2021-07-09,-2,-1.4377972026240673,0.0,128.41,0.0,134.58,200000,173827.2993604985,-26172.700639501505,0.8691364968024925
2021-07-10,-1,-1.0696393910799293,676.7921638393494,128.42,-648.6577332655365,133.99,200000,173827.2993604985,-26172.700639501505,0.8691364968024925
2021-07-11,-1,-1.066952356250564,676.7921638393494,128.44,-648.6577332655365,134.28,200000,174028.9459464223,-25971.05405357771,0.8701447297321114
2021-07-12,-2,-1.3340861254698535,0.0,126.62,0.0,133.38,200000,174649.84403811733,-25350.155961882672,0.8732492201905866
2021-07-13,-2,-1.5014217448587914,0.0,123.93,0.0,131.44,200000,174649.84403811733,-25350.155961882672,0.8732492201905866
2021-07-14,-2,-1.4516853622413295,0.0,123.25,0.0,131.07,200000,174649.84403811733,-25350.155961882672,0.8732492201905866
2021-07-15,0,0.33782024280223555,0.0,122.87,0.0,125.86,200000,174649.84403811733,-25350.155961882672,0.8732492201905866
2021-07-16,0,-0.859750721392371,0.0,114.77,0.0,120.65,200000,174649.84403811733,-25350.155961882672,0.8732492201905866
2021-07-17,0,-0.0467243012681967,0.0,116.08,0.0,119.95,200000,174649.84403811733,-25350.155961882672,0.8732492201905866
2021-07-18,0,0.11966119170879876,0.0,115.78,0.0,119.17,200000,174649.84403811733,-25350.155961882672,0.8732492201905866
2021-07-19,2,4.013719419904905,0.0,137.98,0.0,113.13,200000,174649.84403811733,-25350.155961882672,0.8732492201905866
2021-07-20,2,2.461854501421579,0.0,125.26,0.0,107.29,200000,174649.84403811733,-25350.155961882672,0.8732492201905866
2021-07-21,2,2.174154322598915,0.0,139.02,0.0,117.74,200000,174649.84403811733,-25350.155961882672,0.8732492201905866
2021-07-22,2,1.8350608334825735,0.0,142.2,0.0,120.67,200000,174649.84403811733,-25350.155961882672,0.8732492201905866
2021-07-23,2,1.3606934259512589,0.0,142.76,0.0,124.24,200000,174649.84403811733,-25350.155961882672,0.8732492201905866
2021-07-24,0,0.9522353372750666,0.0,140.89,0.0,125.99,200000,174649.84403811733,-25350.155961882672,0.8732492201905866
2021-07-25,0,0.6375828016955903,0.0,139.6,0.0,127.68,200000,174649.84403811733,-25350.155961882672,0.8732492201905866
2021-07-26,0,0.49681043101081585,0.0,142.17,0.0,131.06,200000,174649.84403811733,-25350.155961882672,0.8732492201905866
2021-07-27,0,0.43854884420992585,0.0,146.04,0.0,134.74,200000,174649.84403811733,-25350.155961882672,0.8732492201905866
2021-07-28,0,0.4104922615425563,0.0,152.63,0.0,140.42,200000,174649.84403811733,-25350.155961882672,0.8732492201905866
2021-07-29,1,1.0526100383981951,-531.6909523810197,164.24,617.3990527365573,141.44,200000,174649.84403811733,-25350.155961882672,0.8732492201905866
2021-07-30,1,0.7223451852780993,-531.6909523810197,165.36,617.3990527365573,145.51,200000,177758.15204942186,-22241.847950578143,0.8887907602471092
2021-07-31,1,0.6259042810923915,-531.6909523810197,163.77,617.3990527365573,144.37,200000,176208.9285150164,-23791.071484983608,0.881044642575082
2021-08-01,1,0.6258506179536867,-531.6909523810197,160.19,617.3990527365573,140.31,200000,171798.8347513819,-28201.165248618112,0.8589941737569095
2021-08-02,1,0.5791914864334131,-531.6909523810197,161.75,617.3990527365573,141.35,200000,173270.3676519423,-26729.632348057698,0.8663518382597115
2021-08-03,1,0.32575613013392646,-531.6909523810197,156.41,617.3990527365573,138.49,200000,168665.37667540112,-31334.623324598884,0.8433268833770056
2021-08-04,1,0.29790085713368075,-531.6909523810197,161.58,617.3990527365573,142.57,200000,173933.20703437616,-26066.79296562384,0.8696660351718808
2021-08-05,1,0.38617565361508116,-531.6909523810197,164.41,617.3990527365573,143.53,200000,176030.5955202415,-23969.404479758494,0.8801529776012076
2021-08-06,0,0.010330173886563201,0.0,167.19,0.0,147.95,200000,172199.06451432634,-27800.93548567366,0.8609953225716317
2021-08-07,-1,-1.1961516532066767,505.45692296092034,170.34,-552.203259730395,155.92,200000,172199.06451432634,-27800.93548567366,0.8609953225716317
2021-08-08,-2,-1.5169866066106783,0.0,161.62,0.0,149.69,200000,173166.42257442523,-26833.577425574767,0.8658321128721261
2021-08-09,-2,-1.442425110308482,0.0,179.06,0.0,166.31,200000,173166.42257442523,-26833.577425574767,0.8658321128721261
2021-08-10,-2,-1.683791188096743,0.0,175.82,0.0,165.38,200000,173166.42257442523,-26833.577425574767,0.8658321128721261
2021-08-11,-2,-1.5385051004795751,0.0,181.49,0.0,170.6,200000,173166.42257442523,-26833.577425574767,0.8658321128721261
2021-08-12,0,-0.6452950493107986,0.0,180.2,0.0,165.38,200000,173166.42257442523,-26833.577425574767,0.8658321128721261
2021-08-13,0,0.22158915523325123,0.0,204.6,0.0,183.31,200000,173166.42257442523,-26833.577425574767,0.8658321128721261
2021-08-14,0,-0.6533345813880085,0.0,199.02,0.0,182.76,200000,173166.42257442523,-26833.577425574767,0.8658321128721261
2021-08-15,2,1.6956968685844611,0.0,215.87,0.0,184.6,200000,173166.42257442523,-26833.577425574767,0.8658321128721261
2021-08-16,0,0.428323696866529,0.0,200.98,0.0,177.93,200000,173166.42257442523,-26833.577425574767,0.8658321128721261
2021-08-17,1,1.096324219703078,-444.5636233683129,194.76,513.5117210557654,168.61,200000,173166.42257442523,-26833.577425574767,0.8658321128721261
2021-08-18,2,3.0236863151754605,0.0,209.79,0.0,166.65,200000,180854.69680692028,-19145.303193079715,0.9042734840346014
2021-08-19,2,2.324396177784797,0.0,220.09,0.0,175.59,200000,180854.69680692028,-19145.303193079715,0.9042734840346014
2021-08-20,2,2.133493572068147,0.0,232.73,0.0,183.59,200000,180854.69680692028,-19145.303193079715,0.9042734840346014
2021-08-21,2,2.3689025653832716,0.0,237.27,0.0,179.63,200000,180854.69680692028,-19145.303193079715,0.9042734840346014
2021-08-22,2,2.40559920859883,0.0,255.26,0.0,185.91,200000,180854.69680692028,-19145.303193079715,0.9042734840346014
2021-08-23,2,2.4822226040728186,0.0,270.58,0.0,187.01,200000,180854.69680692028,-19145.303193079715,0.9042734840346014
2021-08-24,2,1.9615466823990462,0.0,248.16,0.0,173.42,200000,180854.69680692028,-19145.303193079715,0.9042734840346014
2021-08-25,2,2.0151550099992814,0.0,264.46,0.0,177.75,200000,180854.69680692028,-19145.303193079715,0.9042734840346014
2021-08-26,1,1.1506426246302177,-389.6051202217154,232.1,539.2209207123443,167.7,200000,180854.69680692028,-19145.303193079715,0.9042734840346014
2021-08-27,1,0.98522522777027,-389.6051202217154,242.3,539.2209207123443,176.2,200000,189412.04685923673,-10587.953140763275,0.9470602342961836
2021-08-28,1,0.7073982746965534,-389.6051202217154,236.4,539.2209207123443,175.6,200000,186789.8440975012,-13210.15590249881,0.933949220487506
2021-08-29,1,0.2676448469857542,-389.6051202217154,225.3,539.2209207123443,174.3,200000,181764.24006611411,-18235.759933885885,0.9088212003305706
2021-08-30,1,0.21024819046735124,-389.6051202217154,216.6,539.2209207123443,167.3,200000,174600.12907519878,-25399.870924801216,0.873000645375994
2021-08-31,1,0.20653614981729493,-389.6051202217154,223.7,539.2209207123443,171.5,200000,179631.05329576478,-20368.94670423522,0.8981552664788239
2021-09-01,1,0.2630769832493264,-389.6051202217154,238.9,539.2209207123443,180.9,200000,190621.7277778309,-9378.272222169093,0.9531086388891545
2021-09-02,0,0.03475794612034492,0.0,239.0,0.0,183.3,200000,175131.12577333752,-24868.874226662476,0.8756556288666876
2021-09-03,-2,-1.4296202123522495,0.0,247.5,0.0,212.9,200000,175131.12577333752,-24868.874226662476,0.8756556288666876
2021-09-04,-1,-1.1938220761798768,347.7583911305352,251.8,-413.24003249961663,211.9,200000,175131.12577333752,-24868.874226662476,0.8756556288666876
2021-09-05,-2,-1.7217745658004282,0.0,264.4,0.0,232.2,200000,179138.14270483502,-20861.857295164984,0.8956907135241751
2021-09-06,-2,-1.4628293082492416,0.0,255.7,0.0,219.4,200000,179138.14270483502,-20861.857295164984,0.8956907135241751
2021-09-07,-2,-1.3845934288671689,0.0,207.3,0.0,178.5,200000,179138.14270483502,-20861.857295164984,0.8956907135241751
2021-09-08,-2,-1.5913204154167848,0.0,201.7,0.0,179.7,200000,179138.14270483502,-20861.857295164984,0.8956907135241751
2021-09-09,-2,-1.4407339176637213,0.0,202.5,0.0,180.5,200000,179138.14270483502,-20861.857295164984,0.8956907135241751
2021-09-10,-2,-1.391445290671581,0.0,192.9,0.0,174.1,200000,179138.14270483502,-20861.857295164984,0.8956907135241751
2021-09-11,-2,-1.3930348814860358,0.0,194.1,0.0,178.6,200000,179138.14270483502,-20861.857295164984,0.8956907135241751
2021-09-12,-1,-1.091173612398258,440.1428567686364,203.5,-489.4484773356148,183.0,200000,179138.14270483502,-20861.857295164984,0.8956907135241751
2021-09-13,-1,-1.121746537262393,440.1428567686364,196.6,-489.4484773356148,179.4,200000,174339.14247472322,-25660.857525276777,0.8716957123736161
2021-09-14,-1,-0.840747701336513,440.1428567686364,205.7,-489.4484773356148,183.1,200000,180155.4018374596,-19844.59816254041,0.900777009187298
2021-09-15,-1,-0.9308975550864086,440.1428567686364,209.0,-489.4484773356148,189.0,200000,184495.61928107621,-15504.380718923785,0.922478096405381
2021-09-16,-1,-0.6659610303640757,440.1428567686364,208.3,-489.4484773356148,185.2,200000,182327.61506746284,-17672.384932537156,0.9116380753373142
2021-09-17,-1,-0.7923537420156619,440.1428567686364,199.3,-489.4484773356148,180.0,200000,175821.19727439992,-24178.80272560008,0.8791059863719997
2021-09-18,-1,-0.8079866777450146,440.1428567686364,199.4,-489.4484773356148,181.4,200000,176550.43942834664,-23449.56057165336,0.8827521971417331
2021-09-19,-1,-0.7424190246305237,440.1428567686364,192.9,-489.4484773356148,175.6,200000,170850.70969080392,-29149.290309196076,0.8542535484540197
2021-09-20,-1,-0.9145201903765865,440.1428567686364,170.1,-489.4484773356148,157.2,200000,151809.6005735037,-48190.3994264963,0.7590480028675185
2021-09-21,-2,-1.3185718700207643,0.0,157.4,0.0,148.5,200000,182542.75593379047,-17457.244066209532,0.9127137796689524
2021-09-22,0,-0.9364044033169537,0.0,175.5,0.0,161.4,200000,182542.75593379047,-17457.244066209532,0.9127137796689524
2021-09-23,0,0.36305153108780014,0.0,184.7,0.0,163.9,200000,182542.75593379047,-17457.244066209532,0.9127137796689524
2021-09-24,0,-0.8741545437759843,0.0,165.5,0.0,152.1,200000,182542.75593379047,-17457.244066209532,0.9127137796689524
2021-09-25,0,-0.7657897320086593,0.0,164.4,0.0,151.0,200000,182542.75593379047,-17457.244066209532,0.9127137796689524
2021-09-26,-2,-1.2664288700403241,0.0,162.0,0.0,150.7,200000,182542.75593379047,-17457.244066209532,0.9127137796689524
2021-09-27,-2,-1.8976449914000941,0.0,153.7,0.0,145.0,200000,182542.75593379047,-17457.244066209532,0.9127137796689524
2021-09-28,-2,-2.0974978928035135,0.0,147.3,0.0,140.6,200000,182542.75593379047,-17457.244066209532,0.9127137796689524
2021-09-29,-2,-1.5858201544120751,0.0,152.6,0.0,144.7,200000,182542.75593379047,-17457.244066209532,0.9127137796689524
