date,statusList,zscore,NULSUSDT_position,NULSUSDT_price,ZILUSDT_position,ZILUSDT_price,init,total_asset,pnl,return
2020-01-30,-1,-0.5974835088312229,371164.29143647733,0.2786,-18269082.96798748,0.00554,200000,204617.09123685322,4617.091236853215,1.0230854561842662
2020-01-31,-2,-2.0240070208324434,0.0,0.2815,0.0,0.00593,200000,205543.5899273792,5543.589927379187,1.027717949636896
2020-02-01,-2,-1.4090476620923227,0.0,0.2908,0.0,0.00601,200000,205543.5899273792,5543.589927379187,1.027717949636896
2020-02-02,0,-0.7286802147476448,0.0,0.3076,0.0,0.0062,200000,205543.5899273792,5543.589927379187,1.027717949636896
2020-02-03,-1,-1.1084119665884475,336515.37316204846,0.3054,-16469838.936488718,0.00624,200000,205543.58992737922,5543.5899273792165,1.027717949636896
2020-02-04,-2,-1.2295981657931818,0.0,0.3321,0.0,0.00683,200000,206275.83443648086,6275.834436480858,1.0313791721824044
2020-02-05,0,-0.5919376067632738,0.0,0.3427,0.0,0.00688,200000,206275.83443648086,6275.834436480858,1.0313791721824044
2020-02-06,-2,-1.4140482146596614,0.0,0.3579,0.0,0.00745,200000,206275.83443648086,6275.834436480858,1.0313791721824044
2020-02-07,-2,-3.028596637292723,0.0,0.3448,0.0,0.00825,200000,206275.83443648086,6275.834436480858,1.0313791721824044
2020-02-08,-2,-1.2690309708372551,0.0,0.3482,0.0,0.00751,200000,206275.83443648086,6275.834436480858,1.0313791721824044
2020-02-09,-2,-1.3693104649826295,0.0,0.3609,0.0,0.00792,200000,206275.83443648086,6275.834436480858,1.0313791721824044
2020-02-10,-1,-1.172126817933913,298000.33868315635,0.3461,-13642581.642624395,0.00756,200000,206275.83443648083,6275.834436480829,1.0313791721824042
2020-02-11,-2,-1.338530189375079,0.0,0.3668,0.0,0.00819,200000,208702.0538605929,8702.053860592889,1.0435102693029645
2020-02-12,0,-0.28358655690883533,0.0,0.3976,0.0,0.00829,200000,208702.0538605929,8702.053860592889,1.0435102693029645
2020-02-13,0,-0.09547592739722031,0.0,0.391,0.0,0.0081,200000,208702.0538605929,8702.053860592889,1.0435102693029645
2020-02-14,0,-0.2675470138302608,0.0,0.4271,0.0,0.00898,200000,208702.0538605929,8702.053860592889,1.0435102693029645
2020-02-15,0,-0.9542079904681764,0.0,0.3688,0.0,0.0081,200000,208702.0538605929,8702.053860592889,1.0435102693029645
2020-02-16,-2,-1.4121584009692323,0.0,0.3419,0.0,0.00774,200000,208702.0538605929,8702.053860592889,1.0435102693029645
2020-02-17,-2,-1.5408707315045718,0.0,0.3239,0.0,0.00744,200000,208702.0538605929,8702.053860592889,1.0435102693029645
2020-02-18,-1,-1.0486377560021667,300463.65370082477,0.3473,-13344121.090830747,0.00782,200000,208702.0538605929,8702.053860592889,1.0435102693029645
2020-02-19,-1,-0.38723319480867474,300463.65370082477,0.3163,-13344121.090830747,0.00691,200000,187244.53040321136,-12755.469596788636,0.9362226520160568
2020-02-20,-2,-1.3158907654500087,0.0,0.3147,0.0,0.00725,200000,210891.01994946622,10891.019949466223,1.0544550997473312
2020-02-21,0,-0.9697036449631902,0.0,0.3249,0.0,0.00739,200000,210891.01994946622,10891.019949466223,1.0544550997473312
2020-02-22,-2,-1.3731822493817027,0.0,0.3153,0.0,0.00738,200000,210891.01994946622,10891.019949466223,1.0544550997473312
2020-02-23,-2,-1.505473628094594,0.0,0.327,0.0,0.00778,200000,210891.01994946622,10891.019949466223,1.0544550997473312
2020-02-24,-1,-1.0821148301278443,342466.742366785,0.3079,-14645209.718712933,0.0072,200000,210891.01994946622,10891.019949466223,1.0544550997473312
2020-02-25,-1,-1.0082686339082172,342466.742366785,0.2752,-14645209.718712933,0.00643,200000,188415.5459906634,-11584.454009336594,0.9420777299533171
2020-02-26,0,0.36964794023816544,0.0,0.259,0.0,0.0057,200000,205669.82907313263,5669.829073132627,1.0283491453656632
2020-02-27,-1,-1.1796981533817064,402484.9884014337,0.2555,-17139152.422761053,0.006,200000,205669.82907313263,5669.829073132627,1.0283491453656632
2020-02-28,-2,-1.2694516151756596,0.0,0.2516,0.0,0.00597,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-02-29,-2,-1.7603334103753172,0.0,0.2395,0.0,0.00589,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-01,-2,-1.2508138725606186,0.0,0.2423,0.0,0.00585,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-02,0,-0.8573873430156724,0.0,0.2614,0.0,0.00621,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-03,0,-0.6974610279674526,0.0,0.255,0.0,0.00603,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-04,0,-0.17339974532411948,0.0,0.2631,0.0,0.0061,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-05,0,-0.17760969685139286,0.0,0.268,0.0,0.00624,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-06,-2,-2.418275507626475,0.0,0.2748,0.0,0.00701,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-07,-2,-2.1814999948703893,0.0,0.2675,0.0,0.00689,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-08,-2,-1.5179825446448298,0.0,0.2266,0.0,0.00572,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-09,-2,-1.6140252712409724,0.0,0.2307,0.0,0.00591,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-10,-2,-1.6194688188099835,0.0,0.2303,0.0,0.00594,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-11,-2,-1.3612049819002243,0.0,0.2251,0.0,0.00578,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-12,-2,-1.7533940291061287,0.0,0.1184,0.0,0.00314,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-13,-2,-1.5039648614229413,0.0,0.1342,0.0,0.00355,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-14,-2,-1.8165972094623444,0.0,0.1262,0.0,0.00346,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-15,-2,-1.8113943030416466,0.0,0.1317,0.0,0.00368,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-16,-2,-2.0585857794742326,0.0,0.114,0.0,0.00334,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-17,-2,-1.2018127882700351,0.0,0.1283,0.0,0.00353,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-18,0,-0.8255226301898877,0.0,0.1306,0.0,0.00352,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-19,0,-0.8361902931921777,0.0,0.1496,0.0,0.00406,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-20,0,0.013785490242774031,0.0,0.1525,0.0,0.00392,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-21,0,-0.013966281865568104,0.0,0.1517,0.0,0.00392,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-22,0,0.07928791790251455,0.0,0.1391,0.0,0.00359,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-23,0,-0.020126864006153183,0.0,0.1487,0.0,0.00388,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-24,0,-0.12138948224726355,0.0,0.1489,0.0,0.00393,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-25,0,-0.1880244440558479,0.0,0.1458,0.0,0.00388,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-26,2,3.962846180599115,0.0,0.2099,0.0,0.00394,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-27,2,1.9778844603547263,0.0,0.1749,0.0,0.0037,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-28,2,1.286837593985711,0.0,0.1697,0.0,0.00378,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-29,0,0.8842837508563726,0.0,0.1533,0.0,0.00353,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-30,2,2.5104278189390596,0.0,0.2055,0.0,0.00379,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-03-31,2,1.8817935096049485,0.0,0.2009,0.0,0.00382,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-04-01,2,1.7444671844086046,0.0,0.207,0.0,0.00387,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-04-02,1,1.1253036957326705,-520718.7555546987,0.1985,26101685.09535548,0.00396,200000,206725.3459552154,6725.3459552153945,1.033626729776077
2020-04-03,1,0.9848819121140064,-520718.7555546987,0.197,26101685.09535548,0.00395,200000,205683.2509709298,5683.250970929803,1.028416254854649
2020-04-04,1,0.6439514550053049,-520718.7555546987,0.1959,26101685.09535548,0.00408,200000,208503.6794022158,8503.679402215814,1.042518397011079
2020-04-05,0,0.17562797725871657,0.0,0.1961,0.0,0.00433,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-04-06,0,-0.21148455879569597,0.0,0.2033,0.0,0.00471,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-04-07,0,0.08248197369703963,0.0,0.2061,0.0,0.00454,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-04-08,0,-0.07387964812743544,0.0,0.2078,0.0,0.00463,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-04-09,0,-0.3622159199250747,0.0,0.202,0.0,0.00464,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-04-10,0,-0.04647540255494037,0.0,0.1903,0.0,0.00417,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-04-11,0,0.04665378905807747,0.0,0.1981,0.0,0.00426,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-04-12,0,-0.16355021287541688,0.0,0.1941,0.0,0.00423,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-04-13,0,0.07692743746072085,0.0,0.195,0.0,0.00411,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-04-14,0,0.02115253804469947,0.0,0.1975,0.0,0.00414,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-04-15,0,-0.23625163619083783,0.0,0.1861,0.0,0.004,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-04-16,0,-0.3144673331857695,0.0,0.1978,0.0,0.00428,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-04-17,0,-0.2409332392070098,0.0,0.1955,0.0,0.0042,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-04-18,0,-0.32706075741118434,0.0,0.2049,0.0,0.00441,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-04-19,0,-0.3185330021627038,0.0,0.196,0.0,0.00424,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-04-20,0,0.015764159520348042,0.0,0.1887,0.0,0.00403,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-04-21,0,-0.692179475008689,0.0,0.1861,0.0,0.00412,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-04-22,0,0.022241129681434157,0.0,0.195,0.0,0.00422,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-04-23,0,0.7134231247511779,0.0,0.2031,0.0,0.00433,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-04-24,0,-0.45279856412535985,0.0,0.211,0.0,0.00465,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-04-25,-2,-1.4572558852467707,0.0,0.2111,0.0,0.00479,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-04-26,-2,-2.8566040019273315,0.0,0.2118,0.0,0.00507,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-04-27,-2,-2.547521674475265,0.0,0.2068,0.0,0.00503,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-04-28,-2,-1.4581884466508055,0.0,0.2129,0.0,0.00498,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-04-29,-2,-2.1457890065199727,0.0,0.2194,0.0,0.00537,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-04-30,-2,-2.1750819591617385,0.0,0.2199,0.0,0.00553,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-05-01,-2,-2.2861408234989695,0.0,0.2268,0.0,0.00595,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-05-02,-2,-2.252176257748474,0.0,0.2276,0.0,0.00621,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-05-03,-2,-2.0359232107086793,0.0,0.2186,0.0,0.00606,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-05-04,-2,-2.684333798230929,0.0,0.2159,0.0,0.0071,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-05-05,-2,-2.644913108269697,0.0,0.2191,0.0,0.00826,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-05-06,-2,-1.644493642185684,0.0,0.218,0.0,0.00706,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-05-07,-2,-1.4665635066249458,0.0,0.2185,0.0,0.00709,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-05-08,-1,-1.0534968388075783,426061.7873294225,0.2298,-13947150.815997334,0.00702,200000,195817.99745660258,-4182.002543397422,0.9790899872830129
2020-05-09,-1,-1.1887742475096834,426061.7873294225,0.2226,-13947150.815997334,0.00717,200000,194842.42521023034,-5157.5747897696565,0.9742121260511517
2020-05-10,-2,-1.3883026797625502,0.0,0.1979,0.0,0.00688,200000,207456.76735817155,7456.76735817155,1.0372838367908577
2020-05-11,-2,-1.463513839955062,0.0,0.1901,0.0,0.00701,200000,207456.76735817155,7456.76735817155,1.0372838367908577
2020-05-12,-2,-1.3590117611474428,0.0,0.2048,0.0,0.00762,200000,207456.76735817155,7456.76735817155,1.0372838367908577
2020-05-13,-2,-1.763345098092977,0.0,0.215,0.0,0.00942,200000,207456.76735817155,7456.76735817155,1.0372838367908577
2020-05-14,-2,-1.8389710751008153,0.0,0.2166,0.0,0.01046,200000,207456.76735817155,7456.76735817155,1.0372838367908577
2020-05-15,-2,-1.5777700807470327,0.0,0.2141,0.0,0.01004,200000,207456.76735817155,7456.76735817155,1.0372838367908577
2020-05-16,-2,-1.5724164913038972,0.0,0.2183,0.0,0.01089,200000,207456.76735817155,7456.76735817155,1.0372838367908577
2020-05-17,-2,-1.2790741099633527,0.0,0.2245,0.0,0.01058,200000,207456.76735817155,7456.76735817155,1.0372838367908577
2020-05-18,-1,-1.01670027878645,462041.79812510364,0.2245,-10404050.51946698,0.00997,200000,207456.76735817155,7456.76735817155,1.0372838367908577
2020-05-19,-1,-0.8837938402695752,462041.79812510364,0.2242,-10404050.51946698,0.00979,200000,205445.42572522996,5445.425725229958,1.0272271286261498
2020-05-20,-1,-0.7520641441243848,462041.79812510364,0.224,-10404050.51946698,0.00962,200000,203584.32877729557,3584.3287772955664,1.0179216438864778
2020-05-21,-1,-0.8164277201465064,462041.79812510364,0.2197,-10404050.51946698,0.00975,200000,202950.07561288832,2950.075612888322,1.0147503780644416
2020-05-22,-1,-0.4197224474458796,462041.79812510364,0.2426,-10404050.51946698,0.01003,200000,216443.96693540397,16443.966935403965,1.0822198346770198
2020-05-23,-1,-0.4325355422202978,462041.79812510364,0.2342,-10404050.51946698,0.00985,200000,210690.08673764902,10690.08673764902,1.053450433688245
2020-05-24,-1,-0.5670857030446415,462041.79812510364,0.2259,-10404050.51946698,0.00985,200000,206855.13981321064,6855.139813210641,1.034275699066053
2020-05-25,-2,-1.3537817704834676,0.0,0.2395,0.0,0.01246,200000,226432.2261797678,26432.226179767807,1.132161130898839
2020-05-26,0,-0.8859331980685912,0.0,0.2572,0.0,0.01237,200000,226432.2261797678,26432.226179767807,1.132161130898839
2020-05-27,0,-0.5491095100302513,0.0,0.268,0.0,0.01228,200000,226432.2261797678,26432.226179767807,1.132161130898839
2020-05-28,0,-0.23807110815639865,0.0,0.2797,0.0,0.01237,200000,226432.2261797678,26432.226179767807,1.132161130898839
2020-05-29,1,1.1242304356955433,-350948.8936450214,0.3226,9071803.933484288,0.01248,200000,226432.2261797678,26432.226179767807,1.132161130898839
2020-05-30,1,0.6391971481684767,-350948.8936450214,0.3238,9071803.933484288,0.01339,200000,235108.70643161255,35108.70643161255,1.1755435321580627
2020-05-31,0,-0.7516293722300473,0.0,0.3116,0.0,0.01475,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-01,-2,-1.4539938046472687,0.0,0.321,0.0,0.01626,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-02,-2,-2.413545503562706,0.0,0.3099,0.0,0.01824,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-03,-2,-1.7055080245895113,0.0,0.3249,0.0,0.01804,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-04,0,-0.6788629175755533,0.0,0.3313,0.0,0.01641,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-05,-2,-1.5332781042532522,0.0,0.3238,0.0,0.01799,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-06,-2,-2.1280519794290518,0.0,0.3298,0.0,0.02121,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-07,-2,-1.9248611278295946,0.0,0.3375,0.0,0.02231,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-08,-2,-1.3154556153353358,0.0,0.3516,0.0,0.02132,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-09,-2,-1.7627450488306828,0.0,0.3471,0.0,0.02443,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-10,-2,-1.8948632312691802,0.0,0.3443,0.0,0.0273,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-11,-2,-1.4876222121315026,0.0,0.3362,0.0,0.02497,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-12,-2,-1.346939602102014,0.0,0.3484,0.0,0.02594,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-13,0,-0.7209812901158011,0.0,0.353,0.0,0.02273,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-14,0,-0.6903619958861865,0.0,0.3534,0.0,0.02291,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-15,0,-0.9208979367476156,0.0,0.3564,0.0,0.02513,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-16,0,-0.708721749080924,0.0,0.3695,0.0,0.02515,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-17,0,0.10031907801253596,0.0,0.4071,0.0,0.0233,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-18,0,0.6970960484250258,0.0,0.392,0.0,0.02082,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-19,2,1.9055582732285352,0.0,0.4077,0.0,0.01875,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-20,2,1.6967868054421114,0.0,0.4064,0.0,0.01917,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-21,2,1.4752212473206539,0.0,0.4125,0.0,0.01987,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-22,2,1.9557637347831909,0.0,0.4625,0.0,0.02005,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-23,2,2.563676903957678,0.0,0.5335,0.0,0.01946,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-24,2,1.8919859872462588,0.0,0.5046,0.0,0.01953,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-25,2,1.803257479170897,0.0,0.5027,0.0,0.01883,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-26,2,1.718412050611658,0.0,0.492,0.0,0.01784,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-27,2,1.7588863740029796,0.0,0.4634,0.0,0.01585,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-28,2,1.5679542661631463,0.0,0.5267,0.0,0.01791,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-29,2,1.2609960119225465,0.0,0.5127,0.0,0.01803,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-06-30,2,1.365199183569268,0.0,0.5207,0.0,0.0174,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-07-01,2,1.4828754663870927,0.0,0.5513,0.0,0.01743,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-07-02,1,1.163705960017005,-192324.12247254164,0.5251,5834165.0323704,0.01731,200000,201978.79342066322,1978.7934206632199,1.009893967103316
2020-07-03,2,1.5168834151751982,0.0,0.5697,0.0,0.01703,200000,212190.0154920023,12190.015492002305,1.0609500774600116
2020-07-04,0,0.7537610632413481,0.0,0.5628,0.0,0.01917,200000,212190.0154920023,12190.015492002305,1.0609500774600116
2020-07-05,2,1.3793937182193168,0.0,0.6252,0.0,0.01869,200000,212190.0154920023,12190.015492002305,1.0609500774600116
2020-07-06,2,1.587865178118664,0.0,0.6666,0.0,0.01902,200000,212190.0154920023,12190.015492002305,1.0609500774600116
2020-07-07,0,0.5361077891633702,0.0,0.6149,0.0,0.02042,200000,212190.0154920023,12190.015492002305,1.0609500774600116
2020-07-08,0,-0.11930317594601368,0.0,0.577,0.0,0.02088,200000,212190.0154920023,12190.015492002305,1.0609500774600116
2020-07-09,0,-0.0005447974664111301,0.0,0.5633,0.0,0.0198,200000,212190.0154920023,12190.015492002305,1.0609500774600116
2020-07-10,0,-0.4972525818004844,0.0,0.5325,0.0,0.01967,200000,212190.0154920023,12190.015492002305,1.0609500774600116
2020-07-11,0,-0.43309623752377535,0.0,0.558,0.0,0.02001,200000,212190.0154920023,12190.015492002305,1.0609500774600116
2020-07-12,-1,-1.0647393094210125,204935.30567124038,0.5177,-5454756.182313684,0.01945,200000,212190.0154920023,12190.015492002305,1.0609500774600116
2020-07-13,-2,-2.0443230350104935,0.0,0.4674,0.0,0.02003,200000,225662.01995300766,25662.019953007664,1.1283100997650384
2020-07-14,-2,-1.53569429042672,0.0,0.4858,0.0,0.01978,200000,225662.01995300766,25662.019953007664,1.1283100997650384
2020-07-15,-2,-1.5052302444831969,0.0,0.4648,0.0,0.01912,200000,225662.01995300766,25662.019953007664,1.1283100997650384
2020-07-16,-2,-1.358874748519612,0.0,0.439,0.0,0.018,200000,225662.01995300766,25662.019953007664,1.1283100997650384
2020-07-17,-1,-1.1584247985389224,252814.2728579517,0.4463,-6233757.457265405,0.0181,200000,225662.0199530077,25662.019953007693,1.1283100997650384
2020-07-18,-1,-0.5707718712858171,252814.2728579517,0.4734,-6233757.457265405,0.0179,200000,231266.53525600507,31266.535256005067,1.1563326762800252
2020-07-19,-1,-0.678267017542962,252814.2728579517,0.4642,-6233757.457265405,0.0179,200000,228940.64394571193,28940.643945711927,1.1447032197285596
2020-07-20,-1,-0.3156513900558936,252814.2728579517,0.4661,-6233757.457265405,0.01725,200000,225369.04871691953,25369.048716919526,1.1268452435845977
2020-07-21,-1,-0.7936466249437105,252814.2728579517,0.4519,-6233757.457265405,0.01799,200000,226392.066560713,26392.066560712992,1.131960332803565
2020-07-22,-1,-0.7971249095808031,252814.2728579517,0.4673,-6233757.457265405,0.01882,200000,235459.42505225574,35459.42505225574,1.1772971252612787
2020-07-23,-1,-0.6503102367888236,252814.2728579517,0.4928,-6233757.457265405,0.01965,200000,247080.20769966382,47080.20769966382,1.2354010384983192
2020-07-24,-1,-0.2599427610947039,252814.2728579517,0.4814,-6233757.457265405,0.01843,200000,236592.94089121936,36592.94089121936,1.1829647044560967
2020-07-25,-1,-0.25760285210001344,252814.2728579517,0.4804,-6233757.457265405,0.01858,200000,237275.19023695122,37275.190236951225,1.186375951184756
2020-07-26,-1,-0.3025575316601075,252814.2728579517,0.4594,-6233757.457265405,0.01798,200000,228225.836032575,28225.836032574996,1.141129180162875
2020-07-27,-1,-0.646910491201161,252814.2728579517,0.4215,-6233757.457265405,0.01692,200000,212036.3921865573,12036.392186557292,1.0601819609327865
2020-07-28,-1,-0.6236606712755929,252814.2728579517,0.4471,-6233757.457265405,0.018,200000,225240.89562556747,25240.89562556747,1.1262044781278373
2020-07-29,-1,-0.501466128904044,252814.2728579517,0.4401,-6233757.457265405,0.01767,200000,221414.05575466424,21414.055754664238,1.107070278773321
2020-07-30,-1,-1.0926270488520555,252814.2728579517,0.4388,-6233757.457265405,0.01819,200000,224326.95107772693,24326.95107772693,1.1216347553886346
2020-07-31,-1,-0.8907757506137397,252814.2728579517,0.4373,-6233757.457265405,0.01799,200000,222700.97817698692,22700.978176986915,1.1135048908849345
2020-08-01,0,-0.1641277954104166,0.0,0.4652,0.0,0.01867,200000,224437.07194663363,24437.07194663363,1.1221853597331681
