date,statusList,zscore,NULSUSDT_position,NULSUSDT_price,ICXUSDT_position,ICXUSDT_price,init,total_asset,pnl,return
2020-04-04,0,0.12789887358485266,0.0,0.1959,0.0,0.2392,200000,204981.7490988681,4981.749098868109,1.0249087454943406
2020-04-05,0,0.35918600071303425,0.0,0.1961,0.0,0.231,200000,204981.7490988681,4981.749098868109,1.0249087454943406
2020-04-06,0,-0.13705941465324692,0.0,0.2033,0.0,0.2519,200000,204981.7490988681,4981.749098868109,1.0249087454943406
2020-04-07,0,0.06800026836835268,0.0,0.2061,0.0,0.2479,200000,204981.7490988681,4981.749098868109,1.0249087454943406
2020-04-08,0,-0.10868308677609637,0.0,0.2078,0.0,0.253,200000,204981.7490988681,4981.749098868109,1.0249087454943406
2020-04-09,0,-0.44069493304863855,0.0,0.202,0.0,0.2538,200000,204981.7490988681,4981.749098868109,1.0249087454943406
2020-04-10,0,-0.05836237210871383,0.0,0.1903,0.0,0.2288,200000,204981.7490988681,4981.749098868109,1.0249087454943406
2020-04-11,0,0.2520713756113439,0.0,0.1981,0.0,0.2299,200000,204981.7490988681,4981.749098868109,1.0249087454943406
2020-04-12,0,-0.13897991699103554,0.0,0.1941,0.0,0.2323,200000,204981.7490988681,4981.749098868109,1.0249087454943406
2020-04-13,0,0.034073264505990596,0.0,0.195,0.0,0.2279,200000,204981.7490988681,4981.749098868109,1.0249087454943406
2020-04-14,0,0.08452262899449295,0.0,0.1975,0.0,0.228,200000,204981.7490988681,4981.749098868109,1.0249087454943406
2020-04-15,0,-0.18143741456396675,0.0,0.1861,0.0,0.2205,200000,204981.7490988681,4981.749098868109,1.0249087454943406
2020-04-16,0,-0.19434351449869888,0.0,0.1978,0.0,0.2353,200000,204981.7490988681,4981.749098868109,1.0249087454943406
2020-04-17,0,-0.11666569855144897,0.0,0.1955,0.0,0.2321,200000,204981.7490988681,4981.749098868109,1.0249087454943406
2020-04-18,0,-0.376184530480904,0.0,0.2049,0.0,0.2474,200000,204981.7490988681,4981.749098868109,1.0249087454943406
2020-04-19,0,-0.4118624952722231,0.0,0.196,0.0,0.2378,200000,204981.7490988681,4981.749098868109,1.0249087454943406
2020-04-20,0,0.8079242212606279,0.0,0.1887,0.0,0.2222,200000,204981.7490988681,4981.749098868109,1.0249087454943406
2020-04-21,0,-0.1483092084378113,0.0,0.1861,0.0,0.2245,200000,204981.7490988681,4981.749098868109,1.0249087454943406
2020-04-22,0,-0.6277157388499878,0.0,0.195,0.0,0.2372,200000,204981.7490988681,4981.749098868109,1.0249087454943406
2020-04-23,-1,-1.1041687335585193,504632.56794403767,0.2031,-410456.0454522789,0.2497,200000,204981.7490988681,4981.749098868109,1.0249087454943406
2020-04-24,-2,-1.827280843374441,0.0,0.211,0.0,0.265,200000,207275.12930753006,7275.129307530064,1.0363756465376504
2020-04-25,-2,-2.3063821162628746,0.0,0.2111,0.0,0.2722,200000,207275.12930753006,7275.129307530064,1.0363756465376504
2020-04-26,-2,-3.2718335281928654,0.0,0.2118,0.0,0.2989,200000,207275.12930753006,7275.129307530064,1.0363756465376504
2020-04-27,-2,-2.46471643320654,0.0,0.2068,0.0,0.2907,200000,207275.12930753006,7275.129307530064,1.0363756465376504
2020-04-28,-2,-1.4048030018671,0.0,0.2129,0.0,0.2839,200000,207275.12930753006,7275.129307530064,1.0363756465376504
2020-04-29,-2,-1.5763228547082198,0.0,0.2194,0.0,0.299,200000,207275.12930753006,7275.129307530064,1.0363756465376504
2020-04-30,0,-0.3992740458258708,0.0,0.2199,0.0,0.2786,200000,207275.12930753006,7275.129307530064,1.0363756465376504
2020-05-01,0,-0.15548567259416282,0.0,0.2268,0.0,0.2841,200000,207275.12930753006,7275.129307530064,1.0363756465376504
2020-05-02,0,-0.4217137833978679,0.0,0.2276,0.0,0.2906,200000,207275.12930753006,7275.129307530064,1.0363756465376504
2020-05-03,0,-0.03967518773030979,0.0,0.2186,0.0,0.2738,200000,207275.12930753006,7275.129307530064,1.0363756465376504
2020-05-04,0,-0.2962049369557133,0.0,0.2159,0.0,0.2756,200000,207275.12930753006,7275.129307530064,1.0363756465376504
2020-05-05,0,0.1270860808884623,0.0,0.2191,0.0,0.2742,200000,207275.12930753006,7275.129307530064,1.0363756465376504
2020-05-06,0,0.9969785513496704,0.0,0.218,0.0,0.2613,200000,207275.12930753006,7275.129307530064,1.0363756465376504
2020-05-07,0,-0.26169392811131914,0.0,0.2185,0.0,0.2801,200000,207275.12930753006,7275.129307530064,1.0363756465376504
2020-05-08,0,-0.6599050693690456,0.0,0.2298,0.0,0.3018,200000,207275.12930753006,7275.129307530064,1.0363756465376504
2020-05-09,0,-0.7788316986021239,0.0,0.2226,0.0,0.2954,200000,207275.12930753006,7275.129307530064,1.0363756465376504
2020-05-10,0,-0.747632381905736,0.0,0.1979,0.0,0.2632,200000,207275.12930753006,7275.129307530064,1.0363756465376504
2020-05-11,0,-0.561574178053431,0.0,0.1901,0.0,0.2515,200000,207275.12930753006,7275.129307530064,1.0363756465376504
2020-05-12,0,0.09599780634734653,0.0,0.2048,0.0,0.264,200000,207275.12930753006,7275.129307530064,1.0363756465376504
2020-05-13,0,0.6787970225082965,0.0,0.215,0.0,0.2712,200000,207275.12930753006,7275.129307530064,1.0363756465376504
2020-05-14,1,1.0911745748613506,-478474.44438488013,0.2166,385987.2054143949,0.2685,200000,207275.12930753006,7275.129307530064,1.0363756465376504
2020-05-15,1,0.7082259107080234,-478474.44438488013,0.2141,385987.2054143949,0.269,200000,206271.93679927508,6271.936799275078,1.0313596839963755
2020-05-16,1,0.8090335392644347,-478474.44438488013,0.2183,385987.2054143949,0.2725,200000,209632.48468464194,9632.484684641939,1.0481624234232096
2020-05-17,1,1.1063778660197128,-478474.44438488013,0.2245,385987.2054143949,0.277,200000,214335.968664193,14335.968664193002,1.071679843320965
2020-05-18,0,-0.04648368408961062,0.0,0.2245,0.0,0.2866,200000,204068.70900017009,4068.7090001700853,1.0203435450008504
2020-05-19,-2,-1.3106958047168025,0.0,0.2242,0.0,0.2961,200000,204068.70900017009,4068.7090001700853,1.0203435450008504
2020-05-20,-2,-3.3922834821993364,0.0,0.224,0.0,0.341,200000,204068.70900017009,4068.7090001700853,1.0203435450008504
2020-05-21,-2,-1.6092320471784909,0.0,0.2197,0.0,0.3083,200000,204068.70900017009,4068.7090001700853,1.0203435450008504
2020-05-22,0,-0.6981801814334891,0.0,0.2426,0.0,0.3254,200000,204068.70900017009,4068.7090001700853,1.0203435450008504
2020-05-23,0,-0.9027578747285935,0.0,0.2342,0.0,0.3191,200000,204068.70900017009,4068.7090001700853,1.0203435450008504
2020-05-24,0,-0.5753166791807565,0.0,0.2259,0.0,0.3033,200000,204068.70900017009,4068.7090001700853,1.0203435450008504
2020-05-25,-1,-1.0426849904795545,426030.707724781,0.2395,-307517.64466571744,0.3318,200000,204068.70900017009,4068.7090001700853,1.0203435450008504
2020-05-26,0,-0.13959019971499814,0.0,0.2572,0.0,0.3408,200000,199295.62427543293,-704.3757245670713,0.9964781213771646
2020-05-27,0,0.8265080325840859,0.0,0.268,0.0,0.3388,200000,199295.62427543293,-704.3757245670713,0.9964781213771646
2020-05-28,0,0.821975281269024,0.0,0.2797,0.0,0.3527,200000,199295.62427543293,-704.3757245670713,0.9964781213771646
2020-05-29,2,2.9358561653571096,0.0,0.3226,0.0,0.3492,200000,199295.62427543293,-704.3757245670713,0.9964781213771646
2020-05-30,2,2.110917889534978,0.0,0.3238,0.0,0.3579,200000,199295.62427543293,-704.3757245670713,0.9964781213771646
2020-05-31,2,2.309293638655984,0.0,0.3116,0.0,0.3272,200000,199295.62427543293,-704.3757245670713,0.9964781213771646
2020-06-01,2,1.804149751732542,0.0,0.321,0.0,0.3423,200000,199295.62427543293,-704.3757245670713,0.9964781213771646
2020-06-02,2,1.3799968618713971,0.0,0.3099,0.0,0.338,200000,199295.62427543293,-704.3757245670713,0.9964781213771646
2020-06-03,2,1.6487306753837843,0.0,0.3249,0.0,0.339,200000,199295.62427543293,-704.3757245670713,0.9964781213771646
2020-06-04,2,1.72773184960194,0.0,0.3313,0.0,0.3347,200000,199295.62427543293,-704.3757245670713,0.9964781213771646
2020-06-05,2,1.2946228729006923,0.0,0.3238,0.0,0.3368,200000,199295.62427543293,-704.3757245670713,0.9964781213771646
2020-06-06,2,1.317956183529231,0.0,0.3298,0.0,0.3368,200000,199295.62427543293,-704.3757245670713,0.9964781213771646
2020-06-07,2,1.423587308520095,0.0,0.3375,0.0,0.334,200000,199295.62427543293,-704.3757245670713,0.9964781213771646
2020-06-08,2,1.550809463849727,0.0,0.3516,0.0,0.335,200000,199295.62427543293,-704.3757245670713,0.9964781213771646
2020-06-09,2,1.3675822345199338,0.0,0.3471,0.0,0.3333,200000,199295.62427543293,-704.3757245670713,0.9964781213771646
2020-06-10,0,0.5156008518036557,0.0,0.3443,0.0,0.3623,200000,199295.62427543293,-704.3757245670713,0.9964781213771646
2020-06-11,2,1.252436576794403,0.0,0.3362,0.0,0.3213,200000,199295.62427543293,-704.3757245670713,0.9964781213771646
2020-06-12,2,1.2285791550421374,0.0,0.3484,0.0,0.33,200000,199295.62427543293,-704.3757245670713,0.9964781213771646
2020-06-13,1,1.0176972653660854,-282288.41965358774,0.353,294206.70840778406,0.3387,200000,199295.62427543293,-704.3757245670713,0.9964781213771646
2020-06-14,2,1.4907739150126433,0.0,0.3534,0.0,0.3221,200000,204292.37100286357,4292.371002863569,1.0214618550143177
2020-06-15,2,1.7515549258139236,0.0,0.3564,0.0,0.3151,200000,204292.37100286357,4292.371002863569,1.0214618550143177
2020-06-16,2,2.0013189094509136,0.0,0.3695,0.0,0.316,200000,204292.37100286357,4292.371002863569,1.0214618550143177
2020-06-17,2,2.5946354776663396,0.0,0.4071,0.0,0.324,200000,204292.37100286357,4292.371002863569,1.0214618550143177
2020-06-18,2,1.7574725940895086,0.0,0.392,0.0,0.3255,200000,204292.37100286357,4292.371002863569,1.0214618550143177
2020-06-19,2,2.087075455431826,0.0,0.4077,0.0,0.3201,200000,204292.37100286357,4292.371002863569,1.0214618550143177
2020-06-20,2,1.7809565509271579,0.0,0.4064,0.0,0.3197,200000,204292.37100286357,4292.371002863569,1.0214618550143177
2020-06-21,2,1.749549506721984,0.0,0.4125,0.0,0.318,200000,204292.37100286357,4292.371002863569,1.0214618550143177
2020-06-22,2,2.27024149016342,0.0,0.4625,0.0,0.3262,200000,204292.37100286357,4292.371002863569,1.0214618550143177
2020-06-23,2,2.8653401163618586,0.0,0.5335,0.0,0.3229,200000,204292.37100286357,4292.371002863569,1.0214618550143177
2020-06-24,2,2.0861909313271165,0.0,0.5046,0.0,0.3174,200000,204292.37100286357,4292.371002863569,1.0214618550143177
2020-06-25,2,1.9054486383035423,0.0,0.5027,0.0,0.3107,200000,204292.37100286357,4292.371002863569,1.0214618550143177
2020-06-26,2,1.7496545320062327,0.0,0.492,0.0,0.2998,200000,204292.37100286357,4292.371002863569,1.0214618550143177
2020-06-27,2,1.5569196253285598,0.0,0.4634,0.0,0.2818,200000,204292.37100286357,4292.371002863569,1.0214618550143177
2020-06-28,2,1.9746634240241576,0.0,0.5267,0.0,0.2876,200000,204292.37100286357,4292.371002863569,1.0214618550143177
2020-06-29,2,1.405556547177488,0.0,0.5127,0.0,0.297,200000,204292.37100286357,4292.371002863569,1.0214618550143177
2020-06-30,2,1.5017359840545008,0.0,0.5207,0.0,0.2899,200000,204292.37100286357,4292.371002863569,1.0214618550143177
2020-07-01,2,1.5010420654262864,0.0,0.5513,0.0,0.2989,200000,204292.37100286357,4292.371002863569,1.0214618550143177
2020-07-02,0,0.7171242434841115,0.0,0.5251,0.0,0.3184,200000,204292.37100286357,4292.371002863569,1.0214618550143177
2020-07-03,0,0.7542836208226865,0.0,0.5697,0.0,0.3391,200000,204292.37100286357,4292.371002863569,1.0214618550143177
2020-07-04,0,0.6619302121088477,0.0,0.5628,0.0,0.3358,200000,204292.37100286357,4292.371002863569,1.0214618550143177
2020-07-05,1,1.1158184765079648,-163381.61468559148,0.6252,295134.8902092799,0.3461,200000,204292.37100286357,4292.371002863569,1.0214618550143177
2020-07-06,2,1.376076897932944,0.0,0.6666,0.0,0.3522,200000,209256.04702057043,9256.047020570433,1.0462802351028522
2020-07-07,0,-0.19848377101759712,0.0,0.6149,0.0,0.3935,200000,209256.04702057043,9256.047020570433,1.0462802351028522
2020-07-08,0,-0.8498185202439967,0.0,0.577,0.0,0.3962,200000,209256.04702057043,9256.047020570433,1.0462802351028522
2020-07-09,-1,-1.0123634790598683,185741.20985316034,0.5633,-268897.5160891422,0.3891,200000,209256.04702057046,9256.047020570462,1.0462802351028524
2020-07-10,-2,-1.7847357058679794,0.0,0.5325,0.0,0.402,200000,218445.65424159775,18445.654241597746,1.0922282712079887
2020-07-11,-2,-1.545219295665833,0.0,0.558,0.0,0.4039,200000,218445.65424159775,18445.654241597746,1.0922282712079887
2020-07-12,-2,-1.8856087915275523,0.0,0.5177,0.0,0.3976,200000,218445.65424159775,18445.654241597746,1.0922282712079887
2020-07-13,-2,-2.302145128423823,0.0,0.4674,0.0,0.4138,200000,218445.65424159775,18445.654241597746,1.0922282712079887
2020-07-14,-2,-1.7518751109454764,0.0,0.4858,0.0,0.4093,200000,218445.65424159775,18445.654241597746,1.0922282712079887
2020-07-15,-2,-1.6377732356314214,0.0,0.4648,0.0,0.401,200000,218445.65424159775,18445.654241597746,1.0922282712079887
2020-07-16,-2,-1.5031982358591258,0.0,0.439,0.0,0.3841,200000,218445.65424159775,18445.654241597746,1.0922282712079887
2020-07-17,-2,-1.3452163120103953,0.0,0.4463,0.0,0.3909,200000,218445.65424159775,18445.654241597746,1.0922282712079887
2020-07-18,0,-0.9582691827276817,0.0,0.4734,0.0,0.388,200000,218445.65424159775,18445.654241597746,1.0922282712079887
2020-07-19,-2,-1.265450779906586,0.0,0.4642,0.0,0.4223,200000,218445.65424159775,18445.654241597746,1.0922282712079887
2020-07-20,0,-0.9278929498918478,0.0,0.4661,0.0,0.3998,200000,218445.65424159775,18445.654241597746,1.0922282712079887
2020-07-21,-1,-1.0959456677115849,241696.89559813868,0.4519,-264911.0529245667,0.4123,200000,218445.65424159775,18445.654241597746,1.0922282712079887
2020-07-22,-1,-0.8668277151259178,241696.89559813868,0.4673,-264911.0529245667,0.4131,200000,222379.71527614872,22379.715276148723,1.1118985763807436
2020-07-23,-1,-0.4939514522008456,241696.89559813868,0.4928,-264911.0529245667,0.4083,200000,227271.41305986332,27271.41305986332,1.1363570652993167
2020-07-24,-1,-0.35624384899367545,241696.89559813868,0.4814,-264911.0529245667,0.3938,200000,220674.85818263833,20674.85818263833,1.1033742909131916
2020-07-25,-1,-0.35543162567081,241696.89559813868,0.4804,-264911.0529245667,0.399,200000,221810.69876224798,21810.69876224798,1.10905349381124
2020-07-26,-1,-0.3743333999303487,241696.89559813868,0.4594,-264911.0529245667,0.3863,200000,213370.69358254503,13370.693582545035,1.066853467912725
2020-07-27,-1,-0.7049141038633138,241696.89559813868,0.4215,-264911.0529245667,0.3695,200000,199759.87555024284,-240.12444975716062,0.9987993777512142
2020-07-28,-1,-0.2687701926995651,241696.89559813868,0.4471,-264911.0529245667,0.3794,200000,208569.93550150841,8569.935501508415,1.042849677507542
2020-07-29,-1,-0.29234082618359736,241696.89559813868,0.4401,-264911.0529245667,0.3768,200000,206189.28849471756,6189.288494717563,1.030946442473588
2020-07-30,0,-0.018061897806891693,0.0,0.4388,0.0,0.3715,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-07-31,0,-0.04029569638261905,0.0,0.4373,0.0,0.3738,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-01,2,1.3772193818381666,0.0,0.4652,0.0,0.3814,200000,210803.512614611,10803.512614611012,1.054017563073055
2020-08-02,0,0.6498810012975871,0.0,0.4472,0.0,0.3742,200000,210803.512614611,10803.512614611012,1.054017563073055
