date,statusList,zscore,QTUMUSDT_position,QTUMUSDT_price,THETAUSDT_position,THETAUSDT_price,init,total_asset,pnl,return
2020-01-23,0,-0.6903474977129227,0.0,1.89,0.0,0.10858,200000,200000.0,0.0,1.0
2020-01-24,0,0.23174238531133848,0.0,1.89,0.0,0.10494,200000,200000.0,0.0,1.0
2020-01-25,0,0.6607297043189161,0.0,1.867,0.0,0.10189,200000,200000.0,0.0,1.0
2020-01-26,2,1.4547267173676761,0.0,1.935,0.0,0.10222,200000,200000.0,0.0,1.0
2020-01-27,2,1.5205588501415606,0.0,1.997,0.0,0.10459,200000,200000.0,0.0,1.0
2020-01-28,0,0.9529179989798348,0.0,2.052,0.0,0.10936,200000,200000.0,0.0,1.0
2020-01-29,2,2.07704284107122,0.0,2.066,0.0,0.10434,200000,200000.0,0.0,1.0
2020-01-30,2,2.6116265080465677,0.0,2.176,0.0,0.10431,200000,200000.0,0.0,1.0
2020-01-31,2,1.5003466481116041,0.0,2.125,0.0,0.10638,200000,200000.0,0.0,1.0
2020-02-01,2,1.9655016235174507,0.0,2.193,0.0,0.10527,200000,200000.0,0.0,1.0
2020-02-02,2,2.08177775683902,0.0,2.262,0.0,0.10545,200000,200000.0,0.0,1.0
2020-02-03,2,1.5889139684539502,0.0,2.286,0.0,0.10829,200000,200000.0,0.0,1.0
2020-02-04,0,-0.007530651959721446,0.0,2.307,0.0,0.122,200000,200000.0,0.0,1.0
2020-02-05,0,0.7349249492585112,0.0,2.442,0.0,0.122,200000,200000.0,0.0,1.0
2020-02-06,0,0.973764235485177,0.0,2.544,0.0,0.12425,200000,200000.0,0.0,1.0
2020-02-07,1,1.0064216942027588,-38880.24883359254,2.572,803212.8514056224,0.1245,200000,200000.0,0.0,1.0
2020-02-08,2,1.8692808769088187,0.0,2.6,0.0,0.1164,200000,207594.67106372613,7594.671063726128,1.0379733553186306
2020-02-09,2,1.4551727204450002,0.0,2.697,0.0,0.12284,200000,207594.67106372613,7594.671063726128,1.0379733553186306
2020-02-10,0,0.06808979905702725,0.0,2.597,0.0,0.13064,200000,207594.67106372613,7594.671063726128,1.0379733553186306
2020-02-11,0,0.8524088647366097,0.0,2.709,0.0,0.12814,200000,207594.67106372613,7594.671063726128,1.0379733553186306
2020-02-12,0,0.12193369554227945,0.0,2.805,0.0,0.13827,200000,207594.67106372613,7594.671063726128,1.0379733553186306
2020-02-13,-2,-2.565250801830497,0.0,2.849,0.0,0.17192,200000,207594.67106372613,7594.671063726128,1.0379733553186306
2020-02-14,0,-0.722549101167851,0.0,3.032,0.0,0.15827,200000,207594.67106372613,7594.671063726128,1.0379733553186306
2020-02-15,-2,-1.307709103715308,0.0,2.69,0.0,0.14694,200000,207594.67106372613,7594.671063726128,1.0379733553186306
2020-02-16,-1,-1.1002963331563413,41635.513650967936,2.493,-771497.9599514127,0.13454,200000,207594.67106372613,7594.671063726128,1.0379733553186306
2020-02-17,-2,-1.2264986851638944,0.0,2.51,0.0,0.13716,200000,208908.19198673236,8908.19198673236,1.0445409599336617
2020-02-18,0,-0.9023190159717019,0.0,2.639,0.0,0.14134,200000,208908.19198673236,8908.19198673236,1.0445409599336617
2020-02-19,0,-0.42015022627955223,0.0,2.443,0.0,0.12664,200000,208908.19198673236,8908.19198673236,1.0445409599336617
2020-02-20,-1,-1.1813133895043504,43722.93679086069,2.389,-788511.3308172883,0.13247,200000,208908.19198673236,8908.19198673236,1.0445409599336617
2020-02-21,-1,-0.5322389151174167,43722.93679086069,2.416,-788511.3308172883,0.12776,200000,206374.82291193618,6374.822911936179,1.0318741145596808
2020-02-22,-1,-0.6705200137242197,43722.93679086069,2.388,-788511.3308172883,0.12846,200000,205702.53861336416,5702.538613364159,1.0285126930668207
2020-02-23,-2,-1.2193133307563404,0.0,2.491,0.0,0.14149,200000,211560.8246380365,11560.824638036487,1.0578041231901825
2020-02-24,-2,-2.0211091776547527,0.0,2.358,0.0,0.14836,200000,211560.8246380365,11560.824638036487,1.0578041231901825
2020-02-25,0,-0.85371525434554,0.0,2.384,0.0,0.13481,200000,211560.8246380365,11560.824638036487,1.0578041231901825
2020-02-26,0,-0.7561508144933771,0.0,2.097,0.0,0.11839,200000,211560.8246380365,11560.824638036487,1.0578041231901825
2020-02-27,0,-0.8456946924614505,0.0,2.123,0.0,0.12192,200000,211560.8246380365,11560.824638036487,1.0578041231901825
2020-02-28,0,-0.9498400284566434,0.0,2.073,0.0,0.12082,200000,211560.8246380365,11560.824638036487,1.0578041231901825
2020-02-29,0,-0.820295588789719,0.0,2.025,0.0,0.11712,200000,211560.8246380365,11560.824638036487,1.0578041231901825
2020-03-01,0,-0.7135693597520024,0.0,2.028,0.0,0.11707,200000,211560.8246380365,11560.824638036487,1.0578041231901825
2020-03-02,0,-0.9632097717326252,0.0,2.182,0.0,0.1284,200000,211560.8246380365,11560.824638036487,1.0578041231901825
2020-03-03,-2,-1.5866510628654262,0.0,2.145,0.0,0.1317,200000,211560.8246380365,11560.824638036487,1.0578041231901825
2020-03-04,-2,-1.504283493563035,0.0,2.152,0.0,0.13182,200000,211560.8246380365,11560.824638036487,1.0578041231901825
2020-03-05,-2,-2.0026489427016045,0.0,2.194,0.0,0.14123,200000,211560.8246380365,11560.824638036487,1.0578041231901825
2020-03-06,0,-0.35961789717556447,0.0,2.314,0.0,0.13477,200000,211560.8246380365,11560.824638036487,1.0578041231901825
2020-03-07,-1,-1.1017478043747493,47821.16289286539,2.212,-779229.5566778508,0.13575,200000,211560.8246380365,11560.824638036487,1.0578041231901825
2020-03-08,-1,-0.2008980599717417,47821.16289286539,1.893,-779229.5566778508,0.11028,200000,176458.89686662756,-23541.10313337244,0.8822944843331378
2020-03-09,0,0.6000116279979784,0.0,1.943,0.0,0.10849,200000,203182.9197411791,3182.9197411790956,1.0159145987058955
2020-03-10,0,0.5566188507755917,0.0,1.954,0.0,0.11022,200000,203182.9197411791,3182.9197411790956,1.0159145987058955
2020-03-11,2,2.3122053216357767,0.0,1.943,0.0,0.09894,200000,203182.9197411791,3182.9197411790956,1.0159145987058955
2020-03-12,2,2.4146668432022738,0.0,1.039,0.0,0.05167,200000,203182.9197411791,3182.9197411790956,1.0159145987058955
2020-03-13,2,2.2932485290656968,0.0,1.258,0.0,0.06151,200000,203182.9197411791,3182.9197411790956,1.0159145987058955
2020-03-14,2,1.2309805665770819,0.0,1.173,0.0,0.061,200000,203182.9197411791,3182.9197411790956,1.0159145987058955
2020-03-15,2,1.2941771557666828,0.0,1.209,0.0,0.06199,200000,203182.9197411791,3182.9197411790956,1.0159145987058955
2020-03-16,2,1.3168506216314952,0.0,1.047,0.0,0.05307,200000,203182.9197411791,3182.9197411790956,1.0159145987058955
2020-03-17,0,0.9731282262494108,0.0,1.097,0.0,0.05667,200000,203182.9197411791,3182.9197411790956,1.0159145987058955
2020-03-18,1,1.0381038027302547,-91441.45802933353,1.111,1792685.0162447423,0.05667,200000,203182.9197411791,3182.9197411790956,1.0159145987058955
2020-03-19,1,0.6714672144280159,-91441.45802933353,1.256,1792685.0162447423,0.06557,200000,232396.82780001068,32396.82780001068,1.1619841390000534
2020-03-20,0,-0.7066473698460427,0.0,1.232,0.0,0.07224,200000,186335.23045979784,-13664.769540202164,0.9316761522989891
2020-03-21,0,-0.7770111679315272,0.0,1.232,0.0,0.07283,200000,186335.23045979784,-13664.769540202164,0.9316761522989891
2020-03-22,0,-0.05071647243067232,0.0,1.147,0.0,0.06342,200000,186335.23045979784,-13664.769540202164,0.9316761522989891
2020-03-23,0,-0.37609106916016655,0.0,1.234,0.0,0.06977,200000,186335.23045979784,-13664.769540202164,0.9316761522989891
2020-03-24,0,-0.32444423872595674,0.0,1.272,0.0,0.07122,200000,186335.23045979784,-13664.769540202164,0.9316761522989891
2020-03-25,0,-0.2540841751678547,0.0,1.261,0.0,0.06956,200000,186335.23045979784,-13664.769540202164,0.9316761522989891
2020-03-26,0,-0.669210338344921,0.0,1.277,0.0,0.07231,200000,186335.23045979784,-13664.769540202164,0.9316761522989891
2020-03-27,-2,-1.482280804002861,0.0,1.204,0.0,0.0718,200000,186335.23045979784,-13664.769540202164,0.9316761522989891
2020-03-28,-1,-1.0145154231070368,76807.59705680043,1.213,-1330965.9318556988,0.07,200000,186335.23045979784,-13664.769540202164,0.9316761522989891
2020-03-29,-1,-0.87264880705089,76807.59705680043,1.141,-1330965.9318556988,0.06537,200000,174642.7112072163,-25357.288792783685,0.8732135560360816
2020-03-30,-2,-1.559561066676865,0.0,1.197,0.0,0.07265,200000,191091.21173212424,-8908.78826787576,0.9554560586606212
2020-03-31,-2,-1.5035006248323266,0.0,1.21,0.0,0.07421,200000,191091.21173212424,-8908.78826787576,0.9554560586606212
2020-04-01,-2,-1.225997946749662,0.0,1.223,0.0,0.07407,200000,191091.21173212424,-8908.78826787576,0.9554560586606212
2020-04-02,-2,-1.3530922446822005,0.0,1.268,0.0,0.07811,200000,191091.21173212424,-8908.78826787576,0.9554560586606212
2020-04-03,0,-0.8840443041100233,0.0,1.268,0.0,0.076,200000,191091.21173212424,-8908.78826787576,0.9554560586606212
2020-04-04,-1,-1.0380685009347324,74066.36113648226,1.29,-1214048.3591621616,0.0787,200000,191091.21173212424,-8908.78826787576,0.9554560586606212
2020-04-05,-2,-1.536334011385265,0.0,1.258,0.0,0.08015,200000,195221.7054092768,-4778.294590723206,0.976108527046384
2020-04-06,0,-0.9614295256724645,0.0,1.416,0.0,0.08718,200000,195221.7054092768,-4778.294590723206,0.976108527046384
2020-04-07,0,-0.9615195556439906,0.0,1.375,0.0,0.08479,200000,195221.7054092768,-4778.294590723206,0.976108527046384
2020-04-08,0,0.21995483888499365,0.0,1.5,0.0,0.08775,200000,195221.7054092768,-4778.294590723206,0.976108527046384
2020-04-09,0,0.04847321009684258,0.0,1.476,0.0,0.08698,200000,195221.7054092768,-4778.294590723206,0.976108527046384
2020-04-10,0,-0.12720871408087506,0.0,1.341,0.0,0.07962,200000,195221.7054092768,-4778.294590723206,0.976108527046384
2020-04-11,0,0.28493415383491655,0.0,1.348,0.0,0.07899,200000,195221.7054092768,-4778.294590723206,0.976108527046384
2020-04-12,0,0.5917764252192089,0.0,1.36,0.0,0.07894,200000,195221.7054092768,-4778.294590723206,0.976108527046384
2020-04-13,0,0.9188043876130262,0.0,1.341,0.0,0.07716,200000,195221.7054092768,-4778.294590723206,0.976108527046384
2020-04-14,0,0.5474750749581854,0.0,1.331,0.0,0.07801,200000,195221.7054092768,-4778.294590723206,0.976108527046384
2020-04-15,2,1.2796761355502098,0.0,1.295,0.0,0.07443,200000,195221.7054092768,-4778.294590723206,0.976108527046384
2020-04-16,2,1.781253495691853,0.0,1.403,0.0,0.07888,200000,195221.7054092768,-4778.294590723206,0.976108527046384
2020-04-17,2,1.6875787824530306,0.0,1.383,0.0,0.07762,200000,195221.7054092768,-4778.294590723206,0.976108527046384
2020-04-18,2,1.4034818030401384,0.0,1.437,0.0,0.08125,200000,195221.7054092768,-4778.294590723206,0.976108527046384
2020-04-19,0,0.23174159325493546,0.0,1.391,0.0,0.08174,200000,195221.7054092768,-4778.294590723206,0.976108527046384
2020-04-20,-2,-1.7574746981565788,0.0,1.311,0.0,0.08323,200000,195221.7054092768,-4778.294590723206,0.976108527046384
2020-04-21,-2,-2.0597886494368303,0.0,1.315,0.0,0.08578,200000,195221.7054092768,-4778.294590723206,0.976108527046384
2020-04-22,-2,-2.226978879344513,0.0,1.367,0.0,0.09174,200000,195221.7054092768,-4778.294590723206,0.976108527046384
2020-04-23,-2,-2.6587144938750593,0.0,1.389,0.0,0.10075,200000,195221.7054092768,-4778.294590723206,0.976108527046384
2020-04-24,-2,-2.0335009210371595,0.0,1.426,0.0,0.10163,200000,195221.7054092768,-4778.294590723206,0.976108527046384
2020-04-25,-2,-1.8914052128913874,0.0,1.482,0.0,0.10681,200000,195221.7054092768,-4778.294590723206,0.976108527046384
2020-04-26,-2,-1.7734206032613993,0.0,1.532,0.0,0.11209,200000,195221.7054092768,-4778.294590723206,0.976108527046384
2020-04-27,-2,-1.405812242341533,0.0,1.505,0.0,0.10775,200000,195221.7054092768,-4778.294590723206,0.976108527046384
2020-04-28,-2,-1.236673517580376,0.0,1.527,0.0,0.109,200000,195221.7054092768,-4778.294590723206,0.976108527046384
2020-04-29,-1,-1.1080264419975665,59773.9453182109,1.633,-838221.1481720773,0.11645,200000,195221.7054092768,-4778.294590723206,0.976108527046384
2020-04-30,-2,-1.6363303174225103,0.0,1.536,0.0,0.12033,200000,204272.07616005093,4272.076160050929,1.0213603808002547
2020-05-01,-2,-1.5935570524604987,0.0,1.585,0.0,0.12735,200000,204272.07616005093,4272.076160050929,1.0213603808002547
2020-05-02,-2,-1.6979753337476589,0.0,1.642,0.0,0.13928,200000,204272.07616005093,4272.076160050929,1.0213603808002547
2020-05-03,-2,-1.8281415950428423,0.0,1.584,0.0,0.14434,200000,204272.07616005093,4272.076160050929,1.0213603808002547
2020-05-04,-2,-1.7306788452334247,0.0,1.558,0.0,0.14639,200000,204272.07616005093,4272.076160050929,1.0213603808002547
2020-05-05,-2,-1.7977423685596001,0.0,1.547,0.0,0.15591,200000,204272.07616005093,4272.076160050929,1.0213603808002547
2020-05-06,-2,-1.6797259413671384,0.0,1.508,0.0,0.15461,200000,204272.07616005093,4272.076160050929,1.0213603808002547
2020-05-07,-2,-1.5764074851966772,0.0,1.588,0.0,0.16445,200000,204272.07616005093,4272.076160050929,1.0213603808002547
2020-05-08,-2,-1.2731218329926717,0.0,1.657,0.0,0.16302,200000,204272.07616005093,4272.076160050929,1.0213603808002547
2020-05-09,-2,-1.2156876056234398,0.0,1.594,0.0,0.15758,200000,204272.07616005093,4272.076160050929,1.0213603808002547
2020-05-10,-1,-1.0965564428578962,70829.4300138873,1.442,-719724.0369249909,0.14191,200000,204272.07616005093,4272.076160050929,1.0213603808002547
2020-05-11,-2,-1.2981937908934305,0.0,1.401,0.0,0.14692,200000,210781.90021561447,10781.90021561447,1.0539095010780724
2020-05-12,-2,-1.7723349823803072,0.0,1.468,0.0,0.17894,200000,210781.90021561447,10781.90021561447,1.0539095010780724
2020-05-13,-2,-1.371427285784176,0.0,1.49,0.0,0.17177,200000,210781.90021561447,10781.90021561447,1.0539095010780724
2020-05-14,-1,-1.0369128676097115,68613.89980977033,1.536,-626991.1958344175,0.16809,200000,210781.90021561447,10781.90021561447,1.0539095010780724
2020-05-15,-2,-1.5304180071651694,0.0,1.501,0.0,0.19186,200000,228086.96743394056,28086.96743394056,1.1404348371697028
2020-05-16,-1,-1.1366772353812435,74054.21020582486,1.54,-621321.0771831669,0.18355,200000,228086.96743394056,28086.96743394056,1.1404348371697028
2020-05-17,-2,-1.2129551879442242,0.0,1.547,0.0,0.19206,200000,232856.03032932853,32856.030329328525,1.1642801516466426
2020-05-18,-1,-1.1119862023339981,73735.28509478421,1.579,-598909.5430281084,0.1944,200000,232856.03032932855,32856.030329328554,1.1642801516466428
2020-05-19,-2,-1.5831360260931173,0.0,1.582,0.0,0.218,200000,246769.0896895075,46769.0896895075,1.2338454484475374
2020-05-20,-2,-2.295278627221261,0.0,1.576,0.0,0.27895,200000,246769.0896895075,46769.0896895075,1.2338454484475374
2020-05-21,-2,-2.0435399747754595,0.0,1.497,0.0,0.264,200000,246769.0896895075,46769.0896895075,1.2338454484475374
2020-05-22,-2,-1.3708814415988388,0.0,1.763,0.0,0.26799,200000,246769.0896895075,46769.0896895075,1.2338454484475374
2020-05-23,-2,-1.7981691018614216,0.0,1.668,0.0,0.3017,200000,246769.0896895075,46769.0896895075,1.2338454484475374
2020-05-24,-2,-2.042071364435268,0.0,1.56,0.0,0.34231,200000,246769.0896895075,46769.0896895075,1.2338454484475374
2020-05-25,-2,-1.7123876579652535,0.0,1.657,0.0,0.35327,200000,246769.0896895075,46769.0896895075,1.2338454484475374
2020-05-26,-2,-1.7528634891254982,0.0,1.658,0.0,0.40301,200000,246769.0896895075,46769.0896895075,1.2338454484475374
2020-05-27,-1,-1.159319018002452,75464.55342186773,1.635,-380792.9906942589,0.32402,200000,246769.0896895075,46769.0896895075,1.2338454484475374
2020-05-28,-1,-0.8811402132615316,75464.55342186773,1.689,-380792.9906942589,0.31117,200000,245950.98564386714,45950.98564386714,1.2297549282193356
2020-05-29,-1,-0.7892730277744999,75464.55342186773,1.687,-380792.9906942589,0.30948,200000,245156.51638275012,45156.516382750124,1.2257825819137507
2020-05-30,-1,-0.25085919328492634,75464.55342186773,1.802,-380792.9906942589,0.2865,200000,245084.3171001108,45084.31710011081,1.2254215855005541
2020-05-31,0,0.3163183488170141,0.0,1.747,0.0,0.24692,200000,208957.92012373096,8957.92012373096,1.0447896006186548
2020-06-01,0,0.2979333236319473,0.0,1.89,0.0,0.27108,200000,208957.92012373096,8957.92012373096,1.0447896006186548
2020-06-02,0,0.42320145882470805,0.0,1.794,0.0,0.25468,200000,208957.92012373096,8957.92012373096,1.0447896006186548
2020-06-03,0,0.24145056944696258,0.0,1.829,0.0,0.27607,200000,208957.92012373096,8957.92012373096,1.0447896006186548
2020-06-04,0,0.16493725484195604,0.0,1.838,0.0,0.28491,200000,208957.92012373096,8957.92012373096,1.0447896006186548
2020-06-05,0,0.265345023026391,0.0,1.798,0.0,0.27883,200000,208957.92012373096,8957.92012373096,1.0447896006186548
2020-06-06,0,0.713297509116241,0.0,1.848,0.0,0.27058,200000,208957.92012373096,8957.92012373096,1.0447896006186548
2020-06-07,0,0.8417694068646998,0.0,1.807,0.0,0.26517,200000,208957.92012373096,8957.92012373096,1.0447896006186548
2020-06-08,2,1.2234401899506855,0.0,1.825,0.0,0.25492,200000,208957.92012373096,8957.92012373096,1.0447896006186548
2020-06-09,1,1.1018369634824876,-57883.08036668448,1.805,414024.01451105793,0.25235,200000,208957.92012373096,8957.92012373096,1.0447896006186548
2020-06-10,2,1.5490059140204515,0.0,1.863,0.0,0.2392,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-06-11,2,1.7494948128768826,0.0,1.686,0.0,0.20451,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-06-12,0,0.4965881138870277,0.0,1.745,0.0,0.25264,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-06-13,0,0.5665910314231872,0.0,1.778,0.0,0.25154,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-06-14,0,0.8396169055308419,0.0,1.72,0.0,0.23149,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-06-15,0,0.4802597207816003,0.0,1.674,0.0,0.23446,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-06-16,0,0.7635321028986857,0.0,1.732,0.0,0.23414,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-06-17,0,0.5252779214905918,0.0,1.71,0.0,0.23479,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-06-18,0,0.9749984263850902,0.0,1.682,0.0,0.22312,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-06-19,0,0.775063415701673,0.0,1.676,0.0,0.22406,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-06-20,0,0.9420320380012756,0.0,1.68,0.0,0.22138,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-06-21,2,1.3403618837253812,0.0,1.729,0.0,0.22057,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-06-22,0,0.7507697881346992,0.0,1.838,0.0,0.24201,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-06-23,0,-0.6160638541288976,0.0,1.796,0.0,0.25747,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-06-24,0,-0.49029975508800366,0.0,1.736,0.0,0.24508,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-06-25,0,-0.17485910050016373,0.0,1.718,0.0,0.23649,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-06-26,0,-0.2732901529037286,0.0,1.678,0.0,0.2313,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-06-27,0,0.3949036909164495,0.0,1.577,0.0,0.20986,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-06-28,0,-0.5855079524868241,0.0,1.615,0.0,0.22443,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-06-29,0,-0.016448810700862005,0.0,1.671,0.0,0.226,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-06-30,0,0.09647430707201443,0.0,1.643,0.0,0.22173,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-07-01,0,0.5621338880852629,0.0,1.657,0.0,0.22173,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-07-02,0,0.7119808661301762,0.0,1.647,0.0,0.21889,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-07-03,0,0.848517454590749,0.0,1.636,0.0,0.21607,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-07-04,0,0.9171144097685988,0.0,1.695,0.0,0.22307,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-07-05,2,2.81916206206644,0.0,1.774,0.0,0.21596,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-07-06,2,1.4863024564446534,0.0,1.821,0.0,0.23023,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-07-07,-2,-1.5440744460507703,0.0,1.807,0.0,0.25795,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-07-08,2,1.666773677928366,0.0,2.019,0.0,0.25102,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-07-09,2,2.8643933509645976,0.0,2.13,0.0,0.24106,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-07-10,2,1.6171625154813651,0.0,2.037,0.0,0.24307,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-07-11,1,1.176706265284778,-52371.22524670974,2.079,429777.2846289948,0.25334,200000,217759.55457581911,17759.554575819115,1.0887977728790956
2020-07-12,0,-0.6312744431169653,0.0,2.045,0.0,0.2805,200000,204306.18186690746,4306.181866907456,1.0215309093345373
2020-07-13,2,2.286647589180459,0.0,2.211,0.0,0.24542,200000,204306.18186690746,4306.181866907456,1.0215309093345373
2020-07-14,2,2.6679059586631695,0.0,2.346,0.0,0.24127,200000,204306.18186690746,4306.181866907456,1.0215309093345373
2020-07-15,2,2.131099062121733,0.0,2.293,0.0,0.2372,200000,204306.18186690746,4306.181866907456,1.0215309093345373
2020-07-16,2,1.956587050122419,0.0,2.303,0.0,0.23464,200000,204306.18186690746,4306.181866907456,1.0215309093345373
2020-07-17,2,1.7754846992063698,0.0,2.392,0.0,0.24131,200000,204306.18186690746,4306.181866907456,1.0215309093345373
2020-07-18,2,1.2091479142856243,0.0,2.364,0.0,0.24894,200000,204306.18186690746,4306.181866907456,1.0215309093345373
2020-07-19,2,1.2892259682857272,0.0,2.344,0.0,0.2412,200000,204306.18186690746,4306.181866907456,1.0215309093345373
2020-07-20,0,0.8643935768881603,0.0,2.215,0.0,0.23595,200000,204306.18186690746,4306.181866907456,1.0215309093345373
2020-07-21,1,1.1743715881522274,-43450.910648002435,2.351,426508.6674187037,0.23951,200000,204306.18186690746,4306.181866907456,1.0215309093345373
2020-07-22,1,0.5684815739758531,-43450.910648002435,2.376,426508.6674187037,0.25576,200000,212323.22047866145,12323.220478661446,1.0616161023933073
2020-07-23,1,0.30691785646162156,-43450.910648002435,2.357,426508.6674187037,0.2589,200000,212836.89039204415,12836.890392044152,1.0641844519602208
2020-07-24,1,0.25596663472006626,-43450.910648002435,2.287,426508.6674187037,0.25072,200000,206306.48574719898,6306.485747198982,1.0315324287359948
2020-07-25,1,0.41266611289834576,-43450.910648002435,2.409,426508.6674187037,0.25877,200000,215040.89161897582,15040.891618975817,1.0752044580948792
2020-07-26,1,0.443532608657971,-43450.910648002435,2.357,426508.6674187037,0.25083,200000,209394.9654459752,9394.965445975191,1.046974827229876
2020-07-27,1,0.6004157572357162,-43450.910648002435,2.32,426508.6674187037,0.2424,200000,204191.81368565944,4191.813685659436,1.0209590684282972
2020-07-28,1,0.35454603894243797,-43450.910648002435,2.374,426508.6674187037,0.25112,200000,210257.31844054267,10257.318440542673,1.0512865922027133
2020-07-29,1,0.3571924431566948,-43450.910648002435,2.351,426508.6674187037,0.24783,200000,207854.73397983107,7854.733979831071,1.0392736698991554
2020-07-30,0,-0.13575335539264918,0.0,2.373,0.0,0.25745,200000,197610.53640767199,-2389.463592328015,0.9880526820383599
2020-07-31,0,-0.6393654459120582,0.0,2.42,0.0,0.26938,200000,197610.53640767199,-2389.463592328015,0.9880526820383599
2020-08-01,-2,-2.791671257922714,0.0,2.65,0.0,0.31647,200000,197610.53640767199,-2389.463592328015,0.9880526820383599
2020-08-02,-2,-1.9725352155005287,0.0,2.403,0.0,0.27995,200000,197610.53640767199,-2389.463592328015,0.9880526820383599
2020-08-03,0,-0.521978359576338,0.0,2.621,0.0,0.28687,200000,197610.53640767199,-2389.463592328015,0.9880526820383599
2020-08-04,-2,-1.678724311288782,0.0,2.848,0.0,0.33185,200000,197610.53640767199,-2389.463592328015,0.9880526820383599
2020-08-05,0,-0.9756624119763079,0.0,2.773,0.0,0.31382,200000,197610.53640767199,-2389.463592328015,0.9880526820383599
2020-08-06,-1,-1.1869869937125699,35773.0876914685,2.762,-311501.8386577004,0.31719,200000,197610.53640767199,-2389.463592328015,0.9880526820383599
2020-08-07,-2,-1.3373739690341468,0.0,2.642,0.0,0.30778,200000,198972.0746288792,-1027.9253711208003,0.994860373144396
2020-08-08,-2,-1.722340076721491,0.0,2.756,0.0,0.33064,200000,198972.0746288792,-1027.9253711208003,0.994860373144396
2020-08-09,-2,-1.2930313654708048,0.0,2.717,0.0,0.32145,200000,198972.0746288792,-1027.9253711208003,0.994860373144396
