date,statusList,zscore,DASHUSDT_position,DASHUSDT_price,TFUELUSDT_position,TFUELUSDT_price,init,total_asset,pnl,return
2020-02-11,-2,-1.6302358330708424,0.0,129.2,0.0,0.003563,200000,205948.54847751814,5948.548477518139,1.0297427423875907
2020-02-12,-2,-1.5474834968868614,0.0,133.53,0.0,0.00372,200000,205948.54847751814,5948.548477518139,1.0297427423875907
2020-02-13,-2,-1.847020735556657,0.0,131.18,0.0,0.003918,200000,205948.54847751814,5948.548477518139,1.0297427423875907
2020-02-14,-2,-1.4174607138892061,0.0,133.34,0.0,0.003836,200000,205948.54847751814,5948.548477518139,1.0297427423875907
2020-02-15,-2,-1.2427139415249806,0.0,120.73,0.0,0.003458,200000,205948.54847751814,5948.548477518139,1.0297427423875907
2020-02-16,-2,-1.3060970623677872,0.0,110.73,0.0,0.003274,200000,205948.54847751814,5948.548477518139,1.0297427423875907
2020-02-17,-1,-1.1396611421383653,898.08367555171,114.66,-30565234.264992304,0.003369,200000,205948.54847751814,5948.548477518139,1.0297427423875907
2020-02-18,-1,-1.0524360022680141,898.08367555171,115.56,-30565234.264992304,0.003394,200000,207520.9546421395,7520.954642139492,1.0376047732106974
2020-02-19,-1,-1.0000588064963618,898.08367555171,104.87,-30565234.264992304,0.003088,200000,188567.47846540407,-11432.52153459593,0.9428373923270204
2020-02-20,-1,-1.0193791638639396,898.08367555171,104.82,-30565234.264992304,0.003129,200000,189775.74888649117,-10224.251113508828,0.9488787444324559
2020-02-21,-1,-0.7825193069320464,898.08367555171,107.39,-30565234.264992304,0.003134,200000,192236.65010398402,-7763.349896015978,0.9611832505199202
2020-02-22,-1,-1.0728484010491497,898.08367555171,103.79,-30565234.264992304,0.003154,200000,189614.85355729773,-10385.146442702273,0.9480742677864886
2020-02-23,-1,-0.9385927789089414,898.08367555171,108.09,-30565234.264992304,0.003246,200000,196288.61491454937,-3711.385085450631,0.9814430745727468
2020-02-24,-1,-1.00316254284154,898.08367555171,103.41,-30565234.264992304,0.003151,200000,189181.88605779308,-10818.113942206925,0.9459094302889653
2020-02-25,-2,-1.200767993351009,0.0,95.52,0.0,0.002966,200000,210820.08061878599,10820.080618785985,1.0541004030939298
2020-02-26,0,-0.8675183592672628,0.0,84.29,0.0,0.002565,200000,210820.08061878599,10820.080618785985,1.0541004030939298
2020-02-27,0,-0.5888627549783154,0.0,89.88,0.0,0.002696,200000,210820.08061878599,10820.080618785985,1.0541004030939298
2020-02-28,-2,-1.4403475762376925,0.0,88.09,0.0,0.00277,200000,210820.08061878599,10820.080618785985,1.0541004030939298
2020-02-29,-2,-1.6577787954684433,0.0,85.35,0.0,0.002709,200000,210820.08061878599,10820.080618785985,1.0541004030939298
2020-03-01,-2,-1.7768981525233736,0.0,84.59,0.0,0.002713,200000,210820.08061878599,10820.080618785985,1.0541004030939298
2020-03-02,0,-0.2940125301391108,0.0,90.26,0.0,0.002732,200000,210820.08061878599,10820.080618785985,1.0541004030939298
2020-03-03,-2,-1.634195567733166,0.0,88.56,0.0,0.002823,200000,210820.08061878599,10820.080618785985,1.0541004030939298
2020-03-04,-2,-2.3535285676034796,0.0,86.88,0.0,0.002906,200000,210820.08061878599,10820.080618785985,1.0541004030939298
2020-03-05,-2,-2.0355828306641075,0.0,89.87,0.0,0.00301,200000,210820.08061878599,10820.080618785985,1.0541004030939298
2020-03-06,0,-0.8266397935194845,0.0,93.94,0.0,0.002987,200000,210820.08061878599,10820.080618785985,1.0541004030939298
2020-03-07,-2,-1.4138230817204047,0.0,88.12,0.0,0.002896,200000,210820.08061878599,10820.080618785985,1.0541004030939298
2020-03-08,-2,-1.84432481650627,0.0,73.7,0.0,0.002504,200000,210820.08061878599,10820.080618785985,1.0541004030939298
2020-03-09,-2,-1.8288892616838353,0.0,73.65,0.0,0.002535,200000,210820.08061878599,10820.080618785985,1.0541004030939298
2020-03-10,-1,-1.1142931866760184,1413.0032213055363,74.6,-42384415.08218455,0.002487,200000,210820.08061878599,10820.080618785985,1.0541004030939298
2020-03-11,-1,-0.9338469767277107,1413.0032213055363,72.24,-42384415.08218455,0.002398,200000,203713.1800741905,3713.180074190488,1.0185659003709524
2020-03-12,0,3.426654182656032,0.0,44.4,0.0,0.001116,200000,195383.74482453812,-4616.255175461876,0.9769187241226907
2020-03-13,2,1.9188988176114372,0.0,51.16,0.0,0.001383,200000,195383.74482453812,-4616.255175461876,0.9769187241226907
2020-03-14,0,-0.32900639715231456,0.0,45.97,0.0,0.00148,200000,195383.74482453812,-4616.255175461876,0.9769187241226907
2020-03-15,0,-0.9935145972574203,0.0,47.31,0.0,0.001626,200000,195383.74482453812,-4616.255175461876,0.9769187241226907
2020-03-16,-1,-1.035822707351958,2265.581456685275,43.12,-65084525.25800737,0.001501,200000,195383.74482453812,-4616.255175461876,0.9769187241226907
2020-03-17,-1,-0.6617582166784269,2265.581456685275,45.57,-65084525.25800737,0.001541,200000,203537.80040373735,3537.8004037373466,1.0176890020186868
2020-03-18,0,2.8821558044729807,0.0,62.64,0.0,0.001476,200000,149532.48165859136,-50467.518341408635,0.7476624082929568
2020-03-19,2,1.512647838651015,0.0,65.47,0.0,0.001718,200000,149532.48165859136,-50467.518341408635,0.7476624082929568
2020-03-20,2,1.7018228399902617,0.0,71.78,0.0,0.0018,200000,149532.48165859136,-50467.518341408635,0.7476624082929568
2020-03-21,2,1.678287978975451,0.0,71.37,0.0,0.001746,200000,149532.48165859136,-50467.518341408635,0.7476624082929568
2020-03-22,2,1.2271330766642354,0.0,62.44,0.0,0.001587,200000,149532.48165859136,-50467.518341408635,0.7476624082929568
2020-03-23,2,1.5451804141072585,0.0,70.87,0.0,0.00169,200000,149532.48165859136,-50467.518341408635,0.7476624082929568
2020-03-24,2,1.3794080242243816,0.0,69.53,0.0,0.001657,200000,149532.48165859136,-50467.518341408635,0.7476624082929568
2020-03-25,1,1.0873674903592363,-1104.049628312104,67.72,45285427.51622997,0.001651,200000,149532.48165859136,-50467.518341408635,0.7476624082929568
2020-03-26,1,0.7435077031359489,-1104.049628312104,68.23,45285427.51622997,0.001725,200000,153446.66860523156,-46553.33139476844,0.7672333430261578
2020-03-27,1,0.7188515905698327,-1104.049628312104,67.59,45285427.51622997,0.001696,200000,151426.79944514117,-48573.200554858835,0.7571339972257058
2020-03-28,1,0.3883462122572507,-1104.049628312104,65.21,45285427.51622997,0.001697,200000,148844.44675727456,-51155.55324272544,0.7442222337863729
2020-03-29,1,0.2943828225630196,-1104.049628312104,60.46,45285427.51622997,0.001578,200000,138211.2451483607,-61788.7548516393,0.6910562257418035
2020-03-30,1,0.31610042120610865,-1104.049628312104,65.81,45285427.51622997,0.001697,200000,149506.87653426183,-50493.12346573817,0.7475343826713091
2020-03-31,0,-0.043494110756843736,0.0,64.97,0.0,0.001734,200000,142737.65469688596,-57262.34530311404,0.7136882734844299
2020-04-01,0,0.08717176170846994,0.0,66.03,0.0,0.00174,200000,142737.65469688596,-57262.34530311404,0.7136882734844299
2020-04-02,0,0.2512460829069557,0.0,67.51,0.0,0.001742,200000,142737.65469688596,-57262.34530311404,0.7136882734844299
2020-04-03,0,0.23769868718182943,0.0,67.4,0.0,0.001727,200000,142737.65469688596,-57262.34530311404,0.7136882734844299
2020-04-04,0,0.2397958856778231,0.0,68.46,0.0,0.001737,200000,142737.65469688596,-57262.34530311404,0.7136882734844299
2020-04-05,0,-0.030532477735178566,0.0,66.89,0.0,0.001715,200000,142737.65469688596,-57262.34530311404,0.7136882734844299
2020-04-06,0,-0.014933293954528408,0.0,73.19,0.0,0.00185,200000,142737.65469688596,-57262.34530311404,0.7136882734844299
2020-04-07,0,0.6432717323807196,0.0,72.22,0.0,0.001793,200000,142737.65469688596,-57262.34530311404,0.7136882734844299
2020-04-08,1,1.0874520626473685,-945.0321417961201,75.52,38724268.77289364,0.001843,200000,142737.65469688596,-57262.34530311404,0.7136882734844299
2020-04-09,2,3.038146163395768,0.0,82.83,0.0,0.001828,200000,150226.703685009,-49773.29631499099,0.751133518425045
2020-04-10,2,2.1118405578289132,0.0,74.1,0.0,0.00167,200000,150226.703685009,-49773.29631499099,0.751133518425045
2020-04-11,2,2.015435575277158,0.0,74.97,0.0,0.001666,200000,150226.703685009,-49773.29631499099,0.751133518425045
2020-04-12,2,1.2441078372174386,0.0,74.1,0.0,0.001708,200000,150226.703685009,-49773.29631499099,0.751133518425045
2020-04-13,2,1.341397467407372,0.0,73.13,0.0,0.001668,200000,150226.703685009,-49773.29631499099,0.751133518425045
2020-04-14,0,0.5279613781503657,0.0,72.32,0.0,0.001727,200000,150226.703685009,-49773.29631499099,0.751133518425045
2020-04-15,2,1.2187557340179087,0.0,70.7,0.0,0.001609,200000,150226.703685009,-49773.29631499099,0.751133518425045
2020-04-16,2,1.6180692531625118,0.0,76.09,0.0,0.001669,200000,150226.703685009,-49773.29631499099,0.751133518425045
2020-04-17,2,1.6928625459623905,0.0,76.31,0.0,0.001641,200000,150226.703685009,-49773.29631499099,0.751133518425045
2020-04-18,2,1.6876794836362499,0.0,80.16,0.0,0.001698,200000,150226.703685009,-49773.29631499099,0.751133518425045
2020-04-19,2,1.9116839405430495,0.0,80.23,0.0,0.001639,200000,150226.703685009,-49773.29631499099,0.751133518425045
2020-04-20,0,0.71527853285906,0.0,74.29,0.0,0.001646,200000,150226.703685009,-49773.29631499099,0.751133518425045
2020-04-21,0,0.7889320522855514,0.0,74.48,0.0,0.001632,200000,150226.703685009,-49773.29631499099,0.751133518425045
2020-04-22,2,1.2260237069501017,0.0,80.8,0.0,0.001706,200000,150226.703685009,-49773.29631499099,0.751133518425045
2020-04-23,1,1.0881206540078876,-924.3582555070699,81.26,43670553.39680494,0.00172,200000,150226.703685009,-49773.29631499099,0.751133518425045
2020-04-24,1,0.8357546944800274,-924.3582555070699,81.37,43670553.39680494,0.001741,200000,151245.46471444768,-48754.53528555232,0.7562273235722383
2020-04-25,1,0.9292760364710956,-924.3582555070699,85.78,43670553.39680494,0.001818,200000,158684.51723278785,-41315.48276721215,0.7934225861639392
2020-04-26,0,-0.030749250445974395,0.0,84.12,0.0,0.001869,200000,146363.45583963528,-53636.54416036472,0.7318172791981764
2020-04-27,0,-0.2933103930425942,0.0,82.75,0.0,0.00185,200000,146363.45583963528,-53636.54416036472,0.7318172791981764
2020-04-28,-1,-1.087922361827143,890.1803663765679,82.21,-38782049.772028424,0.001887,200000,146363.45583963528,-53636.54416036472,0.7318172791981764
2020-04-29,-1,-0.7468709235133358,890.1803663765679,85.36,-38782049.772028424,0.001937,200000,151106.6264823229,-48893.3735176771,0.7555331324116145
2020-04-30,-2,-1.8793828554626524,0.0,80.74,0.0,0.00194,200000,149727.46961612633,-50272.53038387367,0.7486373480806316
2020-05-01,-2,-2.045752933340326,0.0,82.95,0.0,0.002047,200000,149727.46961612633,-50272.53038387367,0.7486373480806316
2020-05-02,-2,-2.167591205789142,0.0,83.26,0.0,0.002115,200000,149727.46961612633,-50272.53038387367,0.7486373480806316
2020-05-03,-2,-1.8764255855491572,0.0,81.07,0.0,0.00206,200000,149727.46961612633,-50272.53038387367,0.7486373480806316
2020-05-04,-2,-1.7808541206778488,0.0,79.54,0.0,0.002033,200000,149727.46961612633,-50272.53038387367,0.7486373480806316
2020-05-05,-2,-1.841904058142565,0.0,79.37,0.0,0.002086,200000,149727.46961612633,-50272.53038387367,0.7486373480806316
2020-05-06,-2,-1.6010628166447385,0.0,77.11,0.0,0.002025,200000,149727.46961612633,-50272.53038387367,0.7486373480806316
2020-05-07,-2,-1.529243143099957,0.0,78.76,0.0,0.002095,200000,149727.46961612633,-50272.53038387367,0.7486373480806316
2020-05-08,-2,-1.645734070762559,0.0,81.8,0.0,0.002254,200000,149727.46961612633,-50272.53038387367,0.7486373480806316
2020-05-09,-1,-1.1871314302603806,940.6173490144888,79.59,-35446844.132605664,0.002112,200000,149727.46961612633,-50272.53038387367,0.7486373480806316
2020-05-10,-1,-0.8290810397513952,940.6173490144888,72.1,-35446844.132605664,0.001862,200000,133820.5346388564,-66179.46536114361,0.669102673194282
2020-05-11,-1,-1.0405731731756505,940.6173490144888,69.73,-35446844.132605664,0.00186,200000,131520.37783342687,-68479.62216657313,0.6576018891671344
2020-05-12,-2,-1.5992651691831388,0.0,73.31,0.0,0.002115,200000,155740.88710033515,-44259.11289966485,0.7787044355016758
2020-05-13,-2,-1.2857362876470961,0.0,73.81,0.0,0.002082,200000,155740.88710033515,-44259.11289966485,0.7787044355016758
2020-05-14,-2,-1.397161663312477,0.0,74.56,0.0,0.002155,200000,155740.88710033515,-44259.11289966485,0.7787044355016758
2020-05-15,-2,-2.241693582226863,0.0,72.44,0.0,0.002376,200000,155740.88710033515,-44259.11289966485,0.7787044355016758
2020-05-16,-2,-2.578484372517055,0.0,73.71,0.0,0.002749,200000,155740.88710033515,-44259.11289966485,0.7787044355016758
2020-05-17,-2,-1.7264687015981477,0.0,75.03,0.0,0.002534,200000,155740.88710033515,-44259.11289966485,0.7787044355016758
2020-05-18,-2,-1.51564156296362,0.0,76.2,0.0,0.002556,200000,155740.88710033515,-44259.11289966485,0.7787044355016758
2020-05-19,-2,-2.056637837361715,0.0,77.15,0.0,0.002951,200000,155740.88710033515,-44259.11289966485,0.7787044355016758
2020-05-20,-2,-2.604937903080097,0.0,78.35,0.0,0.003893,200000,155740.88710033515,-44259.11289966485,0.7787044355016758
2020-05-21,-2,-3.04973103557342,0.0,73.09,0.0,0.007618,200000,155740.88710033515,-44259.11289966485,0.7787044355016758
2020-05-22,-2,-2.2770740899783437,0.0,74.77,0.0,0.006619,200000,155740.88710033515,-44259.11289966485,0.7787044355016758
2020-05-23,-2,-2.157712860014194,0.0,73.87,0.0,0.009016,200000,155740.88710033515,-44259.11289966485,0.7787044355016758
2020-05-24,-2,-2.1252540759805187,0.0,71.67,0.0,0.017882,200000,155740.88710033515,-44259.11289966485,0.7787044355016758
2020-05-25,-2,-1.786887107085293,0.0,73.6,0.0,0.016088,200000,155740.88710033515,-44259.11289966485,0.7787044355016758
2020-05-26,-2,-1.5289771128712113,0.0,72.61,0.0,0.013827,200000,155740.88710033515,-44259.11289966485,0.7787044355016758
2020-05-27,-2,-1.2551855182582394,0.0,73.6,0.0,0.010594,200000,155740.88710033515,-44259.11289966485,0.7787044355016758
2020-05-28,-1,-1.0165347789159536,1037.4426265676468,75.06,-8991968.077386556,0.00866,200000,155740.88710033515,-44259.11289966485,0.7787044355016758
2020-05-29,-1,-1.0228268036343524,1037.4426265676468,74.16,-8991968.077386556,0.010282,200000,169392.16095794525,-30607.83904205475,0.8469608047897262
2020-05-30,-1,-0.8789604113518023,1037.4426265676468,79.01,-8991968.077386556,0.009945,200000,171393.4644547191,-28606.5355452809,0.8569673222735955
2020-05-31,-1,-0.7183248091640403,1037.4426265676468,76.33,-8991968.077386556,0.008509,200000,155700.65205639068,-44299.34794360932,0.7785032602819534
2020-06-01,-1,-0.6442689624930392,1037.4426265676468,80.06,-8991968.077386556,0.00896,200000,163625.69065638934,-36374.30934361066,0.8181284532819467
2020-06-02,-1,-0.5456483204050987,1037.4426265676468,78.26,-8991968.077386556,0.0085,200000,157621.98861296976,-42378.011387030245,0.7881099430648488
2020-06-03,-1,-0.48994363553215203,1037.4426265676468,78.2,-8991968.077386556,0.00868,200000,159178.2963093053,-40821.7036906947,0.7958914815465264
2020-06-04,-1,-0.4009306613705443,1037.4426265676468,78.6,-8991968.077386556,0.008622,200000,159071.73921144393,-40928.26078855607,0.7953586960572196
2020-06-05,-1,-0.2953440015911387,1037.4426265676468,77.81,-8991968.077386556,0.008324,200000,155572.55304939428,-44427.44695060572,0.7778627652469714
2020-06-06,0,-0.18248898721570675,0.0,78.3,0.0,0.008279,200000,148953.63315277174,-51046.36684722826,0.7447681657638587
2020-06-07,0,0.007779735919335952,0.0,77.99,0.0,0.008019,200000,148953.63315277174,-51046.36684722826,0.7447681657638587
2020-06-08,0,0.3614836973363368,0.0,77.77,0.0,0.007737,200000,148953.63315277174,-51046.36684722826,0.7447681657638587
2020-06-09,1,1.108119042373869,-961.984197576671,77.42,10139798.036267648,0.007345,200000,148953.63315277174,-51046.36684722826,0.7447681657638587
2020-06-10,2,1.3205551817039376,0.0,78.21,0.0,0.007026,200000,152948.19624242667,-47051.80375757333,0.7647409812121333
2020-06-11,2,1.5038976198562413,0.0,72.24,0.0,0.00626,200000,152948.19624242667,-47051.80375757333,0.7647409812121333
2020-06-12,0,-0.6631030060760746,0.0,73.27,0.0,0.010355,200000,152948.19624242667,-47051.80375757333,0.7647409812121333
2020-06-13,-1,-1.1596724544758874,1030.9261003129325,74.18,-6626297.385080438,0.011541,200000,152948.19624242667,-47051.80375757333,0.7647409812121333
2020-06-14,-1,-0.9237901305021979,1030.9261003129325,72.56,-6626297.385080438,0.010087,200000,141643.45956201275,-58356.54043798725,0.7082172978100638
2020-06-15,-1,-1.1959702294782173,1030.9261003129325,71.77,-6626297.385080438,0.010208,200000,141630.80992636026,-58369.19007363974,0.7081540496318013
2020-06-16,-1,-1.0124320202405774,1030.9261003129325,72.63,-6626297.385080438,0.009892,200000,140423.49639894397,-59576.50360105603,0.7021174819947198
2020-06-17,-1,-0.6809789822450407,1030.9261003129325,72.42,-6626297.385080438,0.009332,200000,136496.27538223323,-63503.72461776677,0.6824813769111662
2020-06-18,-1,-0.5142677154214904,1030.9261003129325,71.46,-6626297.385080438,0.008862,200000,132392.226554945,-67607.773445055,0.661961132774725
2020-06-19,-1,-1.0639496842335396,1030.9261003129325,70.1,-6626297.385080438,0.009719,200000,136668.90391753335,-63331.096082466654,0.6833445195876667
2020-06-20,-1,-0.7518709332426858,1030.9261003129325,71.01,-6626297.385080438,0.009369,200000,135287.84258403996,-64712.15741596004,0.6764392129201997
2020-06-21,-1,-0.6992812473261132,1030.9261003129325,70.14,-6626297.385080438,0.009259,200000,133662.04416440887,-66337.95583559113,0.6683102208220444
2020-06-22,-1,-0.5757149561595738,1030.9261003129325,72.33,-6626297.385080438,0.009419,200000,136979.97990570706,-63020.02009429294,0.6848998995285354
2020-06-23,-1,-0.6279733348674323,1030.9261003129325,74.01,-6626297.385080438,0.009844,200000,141528.11214289197,-58471.88785710803,0.7076405607144598
2020-06-24,-1,-0.35863083846125443,1030.9261003129325,72.42,-6626297.385080438,0.009209,200000,135681.24080386834,-64318.759196131665,0.6784062040193417
2020-06-25,-1,-0.2792444158295175,1030.9261003129325,71.11,-6626297.385080438,0.008983,200000,132833.1844034302,-67166.8155965698,0.664165922017151
2020-06-26,0,-0.1478887921324796,0.0,70.68,0.0,0.008785,200000,138294.36200024025,-61705.637999759754,0.6914718100012012
2020-06-27,0,-0.005165353534883507,0.0,66.92,0.0,0.008182,200000,138294.36200024025,-61705.637999759754,0.6914718100012012
2020-06-28,0,-0.042525813513060895,0.0,67.7,0.0,0.008434,200000,138294.36200024025,-61705.637999759754,0.6914718100012012
2020-06-29,0,0.22639470290560681,0.0,68.93,0.0,0.008354,200000,138294.36200024025,-61705.637999759754,0.6914718100012012
2020-06-30,0,0.5163717390537961,0.0,68.11,0.0,0.00816,200000,138294.36200024025,-61705.637999759754,0.6914718100012012
2020-07-01,2,1.2577441840477332,0.0,68.31,0.0,0.008223,200000,138294.36200024025,-61705.637999759754,0.6914718100012012
2020-07-02,0,0.1733543979962857,0.0,66.62,0.0,0.008552,200000,138294.36200024025,-61705.637999759754,0.6914718100012012
2020-07-03,0,0.825915174319913,0.0,66.46,0.0,0.008192,200000,138294.36200024025,-61705.637999759754,0.6914718100012012
2020-07-04,1,1.0070386197714212,-1022.4335502013918,67.63,8403886.849795835,0.008228,200000,138294.36200024025,-61705.637999759754,0.6914718100012012
2020-07-05,2,1.2908955228260603,0.0,67.24,0.0,0.008057,200000,139332.6775669768,-60667.32243302319,0.696663387834884
2020-07-06,0,0.5822731009188095,0.0,70.26,0.0,0.008642,200000,139332.6775669768,-60667.32243302319,0.696663387834884
2020-07-07,0,-0.12740864378083727,0.0,69.92,0.0,0.008835,200000,139332.6775669768,-60667.32243302319,0.696663387834884
2020-07-08,0,0.701084415704992,0.0,72.7,0.0,0.008886,200000,139332.6775669768,-60667.32243302319,0.696663387834884
2020-07-09,2,1.401141067872806,0.0,71.86,0.0,0.008545,200000,139332.6775669768,-60667.32243302319,0.696663387834884
2020-07-10,2,1.7160163900002945,0.0,71.75,0.0,0.008389,200000,139332.6775669768,-60667.32243302319,0.696663387834884
2020-07-11,2,1.5415555589793213,0.0,72.68,0.0,0.008508,200000,139332.6775669768,-60667.32243302319,0.696663387834884
2020-07-12,-2,-2.110417736597553,0.0,72.05,0.0,0.009628,200000,139332.6775669768,-60667.32243302319,0.696663387834884
2020-07-13,0,0.4470104916295724,0.0,71.84,0.0,0.008696,200000,139332.6775669768,-60667.32243302319,0.696663387834884
2020-07-14,0,0.5174690560440852,0.0,71.82,0.0,0.008655,200000,139332.6775669768,-60667.32243302319,0.696663387834884
2020-07-15,0,0.3094561515678864,0.0,71.12,0.0,0.00861,200000,139332.6775669768,-60667.32243302319,0.696663387834884
2020-07-16,0,0.35932567213843586,0.0,69.28,0.0,0.008363,200000,139332.6775669768,-60667.32243302319,0.696663387834884
2020-07-17,0,0.14774131154268316,0.0,69.58,0.0,0.00845,200000,139332.6775669768,-60667.32243302319,0.696663387834884
2020-07-18,0,0.001027160197068078,0.0,69.2,0.0,0.008432,200000,139332.6775669768,-60667.32243302319,0.696663387834884
2020-07-19,0,0.6948897779852341,0.0,70.35,0.0,0.008389,200000,139332.6775669768,-60667.32243302319,0.696663387834884
2020-07-20,0,0.26220121786892814,0.0,68.86,0.0,0.008322,200000,139332.6775669768,-60667.32243302319,0.696663387834884
2020-07-21,1,1.0723298265590113,-979.9738188702828,71.09,8321349.591912137,0.008372,200000,139332.6775669768,-60667.32243302319,0.696663387834884
2020-07-22,1,0.7731164377874277,-979.9738188702828,73.38,8321349.591912137,0.0087,200000,144306.22027833696,-55693.77972166304,0.7215311013916847
2020-07-23,2,1.5135663614597024,0.0,73.35,0.0,0.008471,200000,140723.60478802433,-59276.39521197567,0.7036180239401216
2020-07-24,2,1.7752434584964911,0.0,71.94,0.0,0.008177,200000,140723.60478802433,-59276.39521197567,0.7036180239401216
2020-07-25,2,1.991046642972224,0.0,74.65,0.0,0.008331,200000,140723.60478802433,-59276.39521197567,0.7036180239401216
2020-07-26,2,2.222170294538958,0.0,75.3,0.0,0.008188,200000,140723.60478802433,-59276.39521197567,0.7036180239401216
2020-07-27,2,2.963370347600887,0.0,77.55,0.0,0.007821,200000,140723.60478802433,-59276.39521197567,0.7036180239401216
2020-07-28,2,1.8846893637955402,0.0,79.82,0.0,0.00835,200000,140723.60478802433,-59276.39521197567,0.7036180239401216
2020-07-29,2,1.981775073675638,0.0,81.38,0.0,0.008291,200000,140723.60478802433,-59276.39521197567,0.7036180239401216
2020-07-30,2,1.8377624895616007,0.0,81.15,0.0,0.008183,200000,140723.60478802433,-59276.39521197567,0.7036180239401216
