date,statusList,zscore,LTCUSDT_position,LTCUSDT_price,LINKUSDT_position,LINKUSDT_price,init,total_asset,pnl,return
2020-03-06,-1,-1.181938666236068,1551.9625071311646,63.22,-20958.48884966724,4.6814,200000,196230.13940166443,-3769.8605983355665,0.9811506970083221
2020-03-07,-1,-0.8999424480133417,1551.9625071311646,60.46,-20958.48884966724,4.3412,200000,184816.64497532562,-15183.355024674383,0.9240832248766281
2020-03-08,-2,-1.352442550626919,0.0,51.0,0.0,4.0537,200000,202039.47778787115,2039.4777878711466,1.0101973889393556
2020-03-09,-2,-1.345922682544383,0.0,50.39,0.0,4.1231,200000,202039.47778787115,2039.4777878711466,1.0101973889393556
2020-03-10,-1,-1.184335695810986,2009.9430738944604,50.26,-24736.095128170517,4.0839,200000,202039.47778787115,2039.4777878711466,1.0101973889393556
2020-03-11,-1,-0.9292888786990198,2009.9430738944604,48.53,-24736.095128170517,3.8169,200000,191957.7388708122,-8042.261129187798,0.959788694354061
2020-03-12,0,0.00581074836891973,0.0,29.83,0.0,1.9931,200000,191384.38709355606,-8615.612906443945,0.9569219354677803
2020-03-13,0,0.2571807514601795,0.0,37.52,0.0,2.4333,200000,191384.38709355606,-8615.612906443945,0.9569219354677803
2020-03-14,0,0.6438307417106878,0.0,34.4,0.0,2.1379,200000,191384.38709355606,-8615.612906443945,0.9569219354677803
2020-03-15,2,1.406168431843788,0.0,36.38,0.0,2.0884,200000,191384.38709355606,-8615.612906443945,0.9569219354677803
2020-03-16,2,2.3120742414734083,0.0,33.2,0.0,1.7832,200000,191384.38709355606,-8615.612906443945,0.9569219354677803
2020-03-17,2,1.9578328748214218,0.0,34.07,0.0,1.8641,200000,191384.38709355606,-8615.612906443945,0.9569219354677803
2020-03-18,2,1.5545927716967285,0.0,34.71,0.0,1.9483,200000,191384.38709355606,-8615.612906443945,0.9569219354677803
2020-03-19,2,1.2080499240642315,0.0,38.9,0.0,2.2398,200000,191384.38709355606,-8615.612906443945,0.9569219354677803
2020-03-20,0,0.8835483162015687,0.0,38.08,0.0,2.26,200000,191384.38709355606,-8615.612906443945,0.9569219354677803
2020-03-21,0,0.8097515861906369,0.0,38.32,0.0,2.2787,200000,191384.38709355606,-8615.612906443945,0.9569219354677803
2020-03-22,1,1.1378558772789589,-2703.169309231018,35.4,48091.36272327773,1.9898,200000,191384.38709355606,-8615.612906443945,0.9569219354677803
2020-03-23,1,0.8464096434243983,-2703.169309231018,38.94,48091.36272327773,2.2468,200000,213313.08666811622,13313.086668116215,1.066565433340581
2020-03-24,1,0.8563559654867472,-2703.169309231018,40.57,48091.36272327773,2.3104,200000,220777.86331136327,20777.863311363268,1.1038893165568164
2020-03-25,1,0.6864345324682887,-2703.169309231018,39.17,48091.36272327773,2.257,200000,214425.3475090168,14425.347509016807,1.072126737545084
2020-03-26,1,0.6615356939463924,-2703.169309231018,40.41,48091.36272327773,2.3132,200000,220480.01203751148,20480.01203751148,1.1024000601875574
2020-03-27,1,0.7334206902867871,-2703.169309231018,38.04,48091.36272327773,2.1373,200000,205614.23007160943,5614.230071609432,1.028071150358047
2020-03-28,1,0.8442143491289722,-2703.169309231018,38.87,48091.36272327773,2.1364,200000,207814.57837182021,7814.578371820215,1.039072891859101
2020-03-29,1,0.9405868108690045,-2703.169309231018,37.11,48091.36272327773,2.0083,200000,196896.49682272173,-3103.5031772782677,0.9844824841136086
2020-03-30,1,0.7764567102143276,-2703.169309231018,38.91,48091.36272327773,2.135,200000,207855.37723637684,7855.377236376837,1.0392768861818842
2020-03-31,0,-0.11143621993558525,0.0,39.08,0.0,2.2658,200000,188058.83403990153,-11941.165960098471,0.9402941701995077
2020-04-01,0,-0.2914330622611659,0.0,39.23,0.0,2.2753,200000,188058.83403990153,-11941.165960098471,0.9402941701995077
2020-04-02,0,-0.31241625037491033,0.0,39.86,0.0,2.2941,200000,188058.83403990153,-11941.165960098471,0.9402941701995077
2020-04-03,0,-0.11761796142738128,0.0,40.46,0.0,2.3013,200000,188058.83403990153,-11941.165960098471,0.9402941701995077
2020-04-04,0,-0.13400624860308735,0.0,40.71,0.0,2.3155,200000,188058.83403990153,-11941.165960098471,0.9402941701995077
2020-04-05,0,0.44701993468756146,0.0,40.31,0.0,2.2635,200000,188058.83403990153,-11941.165960098471,0.9402941701995077
2020-04-06,0,0.11697860974942842,0.0,45.04,0.0,2.5555,200000,188058.83403990153,-11941.165960098471,0.9402941701995077
2020-04-07,-2,-2.2539983175820266,0.0,44.77,0.0,2.7303,200000,188058.83403990153,-11941.165960098471,0.9402941701995077
2020-04-08,-2,-3.3561556000939565,0.0,46.55,0.0,3.1693,200000,188058.83403990153,-11941.165960098471,0.9402941701995077
2020-04-09,-2,-2.9626311941473946,0.0,46.21,0.0,3.3099,200000,188058.83403990153,-11941.165960098471,0.9402941701995077
2020-04-10,-2,-2.7335675859605932,0.0,42.25,0.0,3.22,200000,188058.83403990153,-11941.165960098471,0.9402941701995077
2020-04-11,-2,-2.289512496924263,0.0,42.54,0.0,3.29,200000,188058.83403990153,-11941.165960098471,0.9402941701995077
2020-04-12,-2,-2.1732225391384365,0.0,42.0,0.0,3.4189,200000,188058.83403990153,-11941.165960098471,0.9402941701995077
2020-04-13,-2,-1.8683431475399102,0.0,41.22,0.0,3.3702,200000,188058.83403990153,-11941.165960098471,0.9402941701995077
2020-04-14,-2,-1.4693258519921906,0.0,41.22,0.0,3.252,200000,188058.83403990153,-11941.165960098471,0.9402941701995077
2020-04-15,-2,-1.3514639234284878,0.0,39.22,0.0,3.1212,200000,188058.83403990153,-11941.165960098471,0.9402941701995077
2020-04-16,-2,-1.3412153305761114,0.0,42.53,0.0,3.4851,200000,188058.83403990153,-11941.165960098471,0.9402941701995077
2020-04-17,-2,-1.2033118042639965,0.0,42.19,0.0,3.4523,200000,188058.83403990153,-11941.165960098471,0.9402941701995077
2020-04-18,-2,-1.2873562925533673,0.0,44.14,0.0,3.7805,200000,188058.83403990153,-11941.165960098471,0.9402941701995077
2020-04-19,-1,-1.1399541711392522,2226.602344777428,42.23,-26190.579081931584,3.5902,200000,188058.83403990153,-11941.165960098471,0.9402941701995077
2020-04-20,-1,-1.049479323738882,2226.602344777428,40.21,-26190.579081931584,3.4322,200000,179422.98580850597,-20577.014191494032,0.8971149290425299
2020-04-21,-1,-0.943296902614357,2226.602344777428,40.59,-26190.579081931584,3.4577,200000,180936.95446611062,-19063.04553388938,0.9046847723305531
2020-04-22,-1,-1.0031835315045752,2226.602344777428,41.8,-26190.579081931584,3.6786,200000,189416.64222249,-10583.357777510013,0.94708321111245
2020-04-23,-1,-0.8861867398703526,2226.602344777428,42.98,-26190.579081931584,3.7533,200000,194000.46924674767,-5999.530753252329,0.9700023462337384
2020-04-24,-1,-0.6582481755365649,2226.602344777428,44.53,-26190.579081931584,3.7735,200000,197980.7525786077,-2019.2474213922978,0.9899037628930385
2020-04-25,-1,-0.6484339449296449,2226.602344777428,44.38,-26190.579081931584,3.7865,200000,197987.2397549562,-2012.7602450438135,0.9899361987747809
2020-04-26,-1,-0.45105891628333444,2226.602344777428,44.52,-26190.579081931584,3.721,200000,196583.48115335853,-3416.5188466414693,0.9829174057667927
2020-04-27,0,-0.11276255773851818,0.0,44.46,0.0,3.6383,200000,184353.27766488877,-15646.722335111233,0.9217663883244438
2020-04-28,0,0.5379773219440636,0.0,45.69,0.0,3.6413,200000,184353.27766488877,-15646.722335111233,0.9217663883244438
2020-04-29,0,0.8533214755983926,0.0,48.81,0.0,3.8879,200000,184353.27766488877,-15646.722335111233,0.9217663883244438
2020-04-30,0,0.9215124926911971,0.0,46.33,0.0,3.7025,200000,184353.27766488877,-15646.722335111233,0.9217663883244438
2020-05-01,1,1.07831399458626,-1958.2884816750452,47.07,24533.98600847579,3.7571,200000,184353.27766488877,-15646.722335111233,0.9217663883244438
2020-05-02,2,1.7269534200259555,0.0,49.2,0.0,3.8182,200000,187025.40558573877,-12974.594414261228,0.9351270279286938
2020-05-03,2,1.6598105757764414,0.0,48.05,0.0,3.7092,200000,187025.40558573877,-12974.594414261228,0.9351270279286938
2020-05-04,0,0.794521168838467,0.0,46.96,0.0,3.7499,200000,187025.40558573877,-12974.594414261228,0.9351270279286938
2020-05-05,1,1.0162827283848124,-2009.2974386091403,46.54,25388.29386497689,3.6833,200000,187025.40558573877,-12974.594414261228,0.9351270279286938
2020-05-06,1,0.7462259099471495,-2009.2974386091403,44.94,25388.29386497689,3.5872,200000,181370.71464353986,-18629.28535646014,0.9068535732176993
2020-05-07,1,0.8607997848300636,-2009.2974386091403,47.37,25388.29386497689,3.756,200000,190538.85142376815,-9461.148576231848,0.9526942571188408
2020-05-08,1,0.6534757048363056,-2009.2974386091403,47.69,25388.29386497689,3.801,200000,192324.29982804705,-7675.700171952951,0.9616214991402352
2020-05-09,0,-1.0818752750922624,0.0,46.95,0.0,4.015,200000,179427.92046055567,-20572.079539444327,0.8971396023027783
2020-05-10,-2,-1.8935259264680044,0.0,42.06,0.0,3.7582,200000,179427.92046055567,-20572.079539444327,0.8971396023027783
2020-05-11,-1,-1.1255151412179565,2161.2613883468525,41.51,-25033.8924101565,3.5837,200000,179427.9204605557,-20572.079539444298,0.8971396023027786
2020-05-12,-2,-1.4483451480014464,0.0,42.18,0.0,3.6943,200000,180748.6238309266,-19251.376169073395,0.903743119154633
2020-05-13,-2,-1.3600494279600872,0.0,43.18,0.0,3.7655,200000,180748.6238309266,-19251.376169073395,0.903743119154633
2020-05-14,-1,-1.1636312742199066,2054.895677932317,43.98,-23722.78242216067,3.8096,200000,180748.6238309266,-19251.376169073395,0.903743119154633
2020-05-15,-1,-0.9211900049608047,2054.895677932317,42.74,-23722.78242216067,3.6615,200000,174687.20911356853,-25312.790886431467,0.8734360455678427
2020-05-16,-1,-1.1559037848949338,2054.895677932317,43.25,-23722.78242216067,3.7614,200000,178105.11187328788,-21894.888126712118,0.8905255593664394
2020-05-17,-1,-0.9657644518718754,2054.895677932317,43.71,-23722.78242216067,3.7815,200000,179527.19181182218,-20472.80818817782,0.8976359590591109
2020-05-18,-1,-0.7297478011982378,2054.895677932317,45.32,-23722.78242216067,3.8895,200000,185397.63435488654,-14602.36564511346,0.9269881717744327
2020-05-19,-1,-0.761502795688976,2054.895677932317,45.73,-23722.78242216067,3.947,200000,187604.20157211303,-12395.79842788697,0.9380210078605652
2020-05-20,-2,-1.7765611928966691,0.0,44.25,0.0,4.0866,200000,186765.01272882335,-13234.987271176651,0.9338250636441168
2020-05-21,-1,-1.1301479368623562,2185.408527133435,42.73,-24383.12871805621,3.8298,200000,186765.01272882335,-13234.987271176651,0.9338250636441168
2020-05-22,-2,-1.4141658021863448,0.0,44.23,0.0,4.0611,200000,189126.7176106096,-10873.282389390399,0.945633588053048
2020-05-23,0,-0.8976067330575657,0.0,43.85,0.0,3.925,200000,189126.7176106096,-10873.282389390399,0.945633588053048
2020-05-24,0,-0.93672560799773,0.0,42.08,0.0,3.7917,200000,189126.7176106096,-10873.282389390399,0.945633588053048
2020-05-25,0,-0.8125064036295486,0.0,42.97,0.0,3.8614,200000,189126.7176106096,-10873.282389390399,0.945633588053048
2020-05-26,-1,-1.0057262925326964,2237.1270121907924,42.27,-24600.249429059524,3.844,200000,189126.7176106096,-10873.282389390399,0.945633588053048
2020-05-27,0,-0.05619040516952493,0.0,43.85,0.0,3.8526,200000,185803.6190764381,-14196.380923561897,0.9290180953821905
2020-05-28,0,-0.9617758548575708,0.0,44.77,0.0,4.0461,200000,185803.6190764381,-14196.380923561897,0.9290180953821905
2020-05-29,0,-0.4939785230338911,0.0,44.47,0.0,3.98,200000,185803.6190764381,-14196.380923561897,0.9290180953821905
2020-05-30,0,0.42436794127657257,0.0,47.72,0.0,4.1763,200000,185803.6190764381,-14196.380923561897,0.9290180953821905
2020-05-31,0,-0.9438315413418296,0.0,45.61,0.0,4.131,200000,185803.6190764381,-14196.380923561897,0.9290180953821905
2020-06-01,0,-0.9319344779531497,0.0,48.25,0.0,4.3785,200000,185803.6190764381,-14196.380923561897,0.9290180953821905
2020-06-02,-2,-2.3938656767002375,0.0,45.99,0.0,4.3976,200000,185803.6190764381,-14196.380923561897,0.9290180953821905
2020-06-03,-2,-1.9150100875839997,0.0,47.16,0.0,4.4892,200000,185803.6190764381,-14196.380923561897,0.9290180953821905
2020-06-04,-1,-1.18059015606875,1958.7140952607854,47.43,-20998.08094799608,4.4243,200000,185803.6190764381,-14196.380923561897,0.9290180953821905
2020-06-05,-1,-1.0014364635249555,1958.7140952607854,46.83,-20998.08094799608,4.358,200000,183236.2178524295,-16763.782147570513,0.9161810892621475
2020-06-06,-1,-0.8912373619175942,1958.7140952607854,46.79,-20998.08094799608,4.3512,200000,183015.0823381727,-16984.91766182729,0.9150754116908636
2020-06-07,-1,-0.9026964465438491,1958.7140952607854,46.63,-20998.08094799608,4.3465,200000,182602.99710247538,-17397.002897524624,0.9130149855123769
2020-06-08,-2,-1.9083916451677563,0.0,46.43,0.0,4.473,200000,188784.93971386628,-11215.060286133725,0.9439246985693314
2020-06-09,-2,-1.7802045011909016,0.0,45.87,0.0,4.435,200000,188784.93971386628,-11215.060286133725,0.9439246985693314
2020-06-10,-1,-1.0376327732258266,2024.2862933075946,46.63,-21343.690188113767,4.4225,200000,188784.93971386628,-11215.060286133725,0.9439246985693314
2020-06-11,0,0.13526965540808197,0.0,43.22,0.0,3.9565,200000,185741.5963463842,-14258.403653615795,0.928707981731921
2020-06-12,0,0.2732968797051479,0.0,44.72,0.0,4.0819,200000,185741.5963463842,-14258.403653615795,0.928707981731921
2020-06-13,0,0.33782849898919853,0.0,45.08,0.0,4.11,200000,185741.5963463842,-14258.403653615795,0.928707981731921
2020-06-14,1,1.0229942154531657,-2108.3041583017507,44.05,23588.630762030964,3.9371,200000,185741.5963463842,-14258.403653615795,0.928707981731921
2020-06-15,1,0.8186427645658689,-2108.3041583017507,43.73,23588.630762030964,3.9274,200000,184838.12929733595,-15161.870702664048,0.9241906464866798
2020-06-16,0,-0.03828607905647534,0.0,43.88,0.0,4.0502,200000,182715.31050028722,-17284.689499712782,0.9135765525014361
2020-06-17,0,-0.8145393821141569,0.0,44.07,0.0,4.1659,200000,182715.31050028722,-17284.689499712782,0.9135765525014361
2020-06-18,-1,-1.0199564098584935,2103.561023489376,43.43,-22059.074067401572,4.1415,200000,182715.31050028722,-17284.689499712782,0.9135765525014361
2020-06-19,-1,-1.0449384963167627,2103.561023489376,42.89,-22059.074067401572,4.098,200000,180619.817825671,-19380.182174329006,0.903099089128355
2020-06-20,-1,-1.0647744304428408,2103.561023489376,43.57,-22059.074067401572,4.1765,200000,183781.8766359348,-16218.123364065192,0.9189093831796741
2020-06-21,-2,-1.4622718697010701,0.0,43.0,0.0,4.1812,200000,184495.58698086347,-15504.413019136526,0.9224779349043174
2020-06-22,-2,-2.4144331187684327,0.0,44.3,0.0,4.4841,200000,184495.58698086347,-15504.413019136526,0.9224779349043174
2020-06-23,-2,-3.0553045840007846,0.0,44.18,0.0,4.8051,200000,184495.58698086347,-15504.413019136526,0.9224779349043174
2020-06-24,-2,-2.5446387894080735,0.0,42.65,0.0,4.7075,200000,184495.58698086347,-15504.413019136526,0.9224779349043174
2020-06-25,-2,-2.3679264884322513,0.0,42.35,0.0,4.8134,200000,184495.58698086347,-15504.413019136526,0.9224779349043174
2020-06-26,-2,-1.5494815639412698,0.0,43.09,0.0,4.6813,200000,184495.58698086347,-15504.413019136526,0.9224779349043174
2020-06-27,-2,-1.246294387293511,0.0,41.06,0.0,4.4058,200000,184495.58698086347,-15504.413019136526,0.9224779349043174
2020-06-28,-2,-1.4216391736564646,0.0,41.37,0.0,4.5668,200000,184495.58698086347,-15504.413019136526,0.9224779349043174
2020-06-29,-2,-1.2728968439438924,0.0,41.87,0.0,4.6187,200000,184495.58698086347,-15504.413019136526,0.9224779349043174
2020-06-30,-1,-1.191073851139727,2240.6556592283637,41.17,-20218.251323901226,4.5626,200000,184495.58698086347,-15504.413019136526,0.9224779349043174
2020-07-01,-2,-1.228590005836451,0.0,41.77,0.0,4.7067,200000,186064.6436011006,-13935.3563988994,0.930323218005503
2020-07-02,-2,-1.4310350782786303,0.0,41.05,0.0,4.7996,200000,186064.6436011006,-13935.3563988994,0.930323218005503
2020-07-03,-1,-1.1531963173315782,2261.3593048262105,41.14,-19664.825255353167,4.7309,200000,186064.6436011006,-13935.3563988994,0.930323218005503
2020-07-04,-1,-1.0231586085662288,2261.3593048262105,42.11,-19664.825255353167,4.82,200000,190010.298057034,-9989.701942966,0.95005149028517
2020-07-05,-1,-0.919843717530574,2261.3593048262105,41.58,-19664.825255353167,4.7439,200000,187315.28442354372,-12684.715576456278,0.9365764221177186
2020-07-06,-2,-1.5126143572444068,0.0,44.06,0.0,5.3617,200000,191866.04620208484,-8133.953797915165,0.9593302310104241
2020-07-07,-2,-2.0682549782748434,0.0,43.39,0.0,5.7248,200000,191866.04620208484,-8133.953797915165,0.9593302310104241
2020-07-08,-2,-2.365533276428945,0.0,45.35,0.0,6.4987,200000,191866.04620208484,-8133.953797915165,0.9593302310104241
2020-07-09,-2,-1.7976904984485156,0.0,44.33,0.0,6.082,200000,191866.04620208484,-8133.953797915165,0.9593302310104241
2020-07-10,-2,-1.727723235206264,0.0,44.3,0.0,6.1488,200000,191866.04620208484,-8133.953797915165,0.9593302310104241
2020-07-11,-2,-1.4736894658539927,0.0,44.69,0.0,6.0994,200000,191866.04620208484,-8133.953797915165,0.9593302310104241
2020-07-12,-2,-2.431414330462171,0.0,44.7,0.0,7.3345,200000,191866.04620208484,-8133.953797915165,0.9593302310104241
2020-07-13,-2,-2.008422848979927,0.0,43.92,0.0,7.163,200000,191866.04620208484,-8133.953797915165,0.9593302310104241
2020-07-14,-2,-2.2151467976993953,0.0,43.88,0.0,8.1321,200000,191866.04620208484,-8133.953797915165,0.9593302310104241
2020-07-15,-2,-2.0969127545382404,0.0,43.33,0.0,8.6494,200000,191866.04620208484,-8133.953797915165,0.9593302310104241
2020-07-16,-2,-1.7939693413250541,0.0,42.09,0.0,8.354,200000,191866.04620208484,-8133.953797915165,0.9593302310104241
2020-07-17,-2,-1.569909879990775,0.0,41.9,0.0,8.2605,200000,191866.04620208484,-8133.953797915165,0.9593302310104241
2020-07-18,-2,-1.261467434714414,0.0,42.45,0.0,7.9734,200000,191866.04620208484,-8133.953797915165,0.9593302310104241
2020-07-19,-1,-1.170762659521559,2249.8363766660977,42.64,-11875.250433383148,8.0784,200000,191866.0462020848,-8133.953797915194,0.959330231010424
2020-07-20,-1,-0.7401873847205392,2249.8363766660977,41.94,-11875.250433383148,7.2301,200000,180217.38579577964,-19782.614204220357,0.9010869289788982
2020-07-21,-1,-0.5360083317883552,2249.8363766660977,43.77,-11875.250433383148,7.3101,200000,185284.60639974926,-14715.39360025074,0.9264230319987463
2020-07-22,-1,-0.44041278358632213,2249.8363766660977,44.96,-11875.250433383148,7.4689,200000,189847.70145680313,-10152.29854319687,0.9492385072840156
2020-07-23,-1,-0.6165527651009046,2249.8363766660977,44.94,-11875.250433383148,7.8983,200000,194901.93726536454,-5098.0627346354595,0.9745096863268227
2020-07-24,-1,-0.333389954330146,2249.8363766660977,44.11,-11875.250433383148,7.4284,200000,187454.39289408494,-12545.607105915056,0.9372719644704247
2020-07-25,0,0.23126352451771037,0.0,49.16,0.0,7.672,200000,172371.01125009498,-27628.988749905024,0.8618550562504749
2020-07-26,0,0.38173834335295903,0.0,48.1,0.0,7.5022,200000,172371.01125009498,-27628.988749905024,0.8618550562504749
2020-07-27,2,1.7356828849384272,0.0,53.28,0.0,7.1,200000,172371.01125009498,-27628.988749905024,0.8618550562504749
2020-07-28,2,1.8154417111609842,0.0,55.75,0.0,7.2333,200000,172371.01125009498,-27628.988749905024,0.8618550562504749
