date,statusList,zscore,FETUSDT_position,FETUSDT_price,WAVESUSDT_position,WAVESUSDT_price,init,total_asset,pnl,return
2020-02-21,-2,-1.5363489484057957,0.0,0.04205,0.0,1.4459,200000,210731.64799891209,10731.647998912085,1.0536582399945604
2020-02-22,-2,-1.2908344581009277,0.0,0.04199,0.0,1.4198,200000,210731.64799891209,10731.647998912085,1.0536582399945604
2020-02-23,-1,-1.0840658718255485,2426665.6840040544,0.04342,-72973.07569738627,1.4439,200000,210731.64799891209,10731.647998912085,1.0536582399945604
2020-02-24,-1,-1.0663304373639724,2426665.6840040544,0.04061,-72973.07569738627,1.3735,200000,198775.4128977647,-1224.5871022352949,0.9938770644888235
2020-02-25,-1,-1.1464152305680073,2426665.6840040544,0.03761,-72973.07569738627,1.3215,200000,187700.81590948842,-12299.184090511582,0.9385040795474421
2020-02-26,-1,-1.1094259906600545,2426665.6840040544,0.03268,-72973.07569738627,1.1562,200000,163674.9046745705,-36325.09532542949,0.8183745233728525
2020-02-27,-2,-1.2624338870663547,0.0,0.03278,0.0,1.2148,200000,219833.23923444402,19833.239234444016,1.0991661961722201
2020-02-28,0,-0.9609975660505918,0.0,0.03242,0.0,1.1529,200000,219833.23923444402,19833.239234444016,1.0991661961722201
2020-02-29,0,-0.9105652296537117,0.0,0.03215,0.0,1.1317,200000,219833.23923444402,19833.239234444016,1.0991661961722201
2020-03-01,0,-0.693830971371876,0.0,0.03232,0.0,1.1176,200000,219833.23923444402,19833.239234444016,1.0991661961722201
2020-03-02,0,-0.4873253607836023,0.0,0.03483,0.0,1.1853,200000,219833.23923444402,19833.239234444016,1.0991661961722201
2020-03-03,0,-0.47119374287584226,0.0,0.03397,0.0,1.1639,200000,219833.23923444402,19833.239234444016,1.0991661961722201
2020-03-04,0,0.09992490433373347,0.0,0.03653,0.0,1.1998,200000,219833.23923444402,19833.239234444016,1.0991661961722201
2020-03-05,-2,-1.210871006212126,0.0,0.03638,0.0,1.3394,200000,219833.23923444402,19833.239234444016,1.0991661961722201
2020-03-06,-1,-1.1988902600324516,2959521.2605606355,0.03714,-79939.35972161601,1.375,200000,219833.23923444402,19833.239234444016,1.0991661961722201
2020-03-07,-1,-0.8918113689267031,2959521.2605606355,0.03539,-79939.35972161601,1.2858,200000,207523.48614129476,7523.486141294765,1.0376174307064738
2020-03-08,-1,-0.975836636890248,2959521.2605606355,0.02999,-79939.35972161601,1.0936,200000,176177.7263957727,-23822.273604227288,0.8808886319788636
2020-03-09,-2,-1.855642610673393,0.0,0.02859,0.0,1.0925,200000,222554.27689088092,22554.276890880923,1.1127713844544047
2020-03-10,-2,-3.229861648273667,0.0,0.02883,0.0,1.2875,200000,222554.27689088092,22554.276890880923,1.1127713844544047
2020-03-11,-2,-2.8113803717200176,0.0,0.0283,0.0,1.337,200000,222554.27689088092,22554.276890880923,1.1127713844544047
2020-03-12,-2,-3.429033151101269,0.0,0.01071,0.0,0.795,200000,222554.27689088092,22554.276890880923,1.1127713844544047
2020-03-13,-2,-2.4585277591647703,0.0,0.01262,0.0,0.8707,200000,222554.27689088092,22554.276890880923,1.1127713844544047
2020-03-14,-2,-2.1324280218310525,0.0,0.01116,0.0,0.805,200000,222554.27689088092,22554.276890880923,1.1127713844544047
2020-03-15,-2,-1.8986094085041398,0.0,0.01147,0.0,0.8629,200000,222554.27689088092,22554.276890880923,1.1127713844544047
2020-03-16,-2,-1.6423733822941502,0.0,0.00987,0.0,0.7386,200000,222554.27689088092,22554.276890880923,1.1127713844544047
2020-03-17,-2,-1.5431616482378527,0.0,0.01088,0.0,0.8612,200000,222554.27689088092,22554.276890880923,1.1127713844544047
2020-03-18,-2,-1.376863084889903,0.0,0.01092,0.0,0.8667,200000,222554.27689088092,22554.276890880923,1.1127713844544047
2020-03-19,-1,-1.1529062436310096,8803571.07954434,0.01264,-116936.88361227456,0.9516,200000,222554.2768908809,22554.276890880894,1.1127713844544045
2020-03-20,-1,-0.9815795599396971,8803571.07954434,0.01311,-116936.88361227456,0.9519,200000,226727.03636335043,26727.03636335043,1.1336351818167523
2020-03-21,-1,-0.7999159061606652,8803571.07954434,0.01353,-116936.88361227456,0.9354,200000,228495.07763715653,28495.07763715653,1.1424753881857828
2020-03-22,-1,-0.7756123828916073,8803571.07954434,0.01187,-116936.88361227456,0.8452,200000,203333.44274328576,3333.442743285763,1.0166672137164288
2020-03-23,-1,-0.6158050660758939,8803571.07954434,0.01348,-116936.88361227456,0.9221,200000,226499.63853113606,26499.638531136065,1.1324981926556803
2020-03-24,-1,-0.5273666614623668,8803571.07954434,0.01374,-116936.88361227456,0.9339,200000,230168.42223844244,30168.422238442436,1.1508421111922122
2020-03-25,-1,-0.251719812074121,8803571.07954434,0.0143,-116936.88361227456,0.8992,200000,231040.71218164134,31040.712181641342,1.1552035609082068
2020-03-26,0,-0.14402335001331487,0.0,0.01429,0.0,0.8917,200000,201023.86528125752,1023.8652812575165,1.0051193264062876
2020-03-27,0,0.034692633653666705,0.0,0.01405,0.0,0.859,200000,201023.86528125752,1023.8652812575165,1.0051193264062876
2020-03-28,0,0.2700305250204281,0.0,0.01354,0.0,0.8144,200000,201023.86528125752,1023.8652812575165,1.0051193264062876
2020-03-29,0,0.40585541239204487,0.0,0.0125,0.0,0.771,200000,201023.86528125752,1023.8652812575165,1.0051193264062876
2020-03-30,0,0.9217568529514724,0.0,0.01381,0.0,0.8262,200000,201023.86528125752,1023.8652812575165,1.0051193264062876
2020-03-31,0,-0.2624027277140612,0.0,0.01404,0.0,0.99,200000,201023.86528125752,1023.8652812575165,1.0051193264062876
2020-04-01,0,-0.02759461174260746,0.0,0.01411,0.0,0.9698,200000,201023.86528125752,1023.8652812575165,1.0051193264062876
2020-04-02,0,0.3245429451455258,0.0,0.01446,0.0,0.9615,200000,201023.86528125752,1023.8652812575165,1.0051193264062876
2020-04-03,0,0.27339392856305944,0.0,0.01447,0.0,0.9629,200000,201023.86528125752,1023.8652812575165,1.0051193264062876
2020-04-04,0,0.6002527382860205,0.0,0.01478,0.0,0.9505,200000,201023.86528125752,1023.8652812575165,1.0051193264062876
2020-04-05,0,0.2234493742348525,0.0,0.01437,0.0,0.9486,200000,201023.86528125752,1023.8652812575165,1.0051193264062876
2020-04-06,0,0.7961998858025842,0.0,0.01573,0.0,0.9867,200000,201023.86528125752,1023.8652812575165,1.0051193264062876
2020-04-07,0,0.5642038173587831,0.0,0.01564,0.0,0.9928,200000,201023.86528125752,1023.8652812575165,1.0051193264062876
2020-04-08,0,0.730434592309532,0.0,0.01609,0.0,1.0067,200000,201023.86528125752,1023.8652812575165,1.0051193264062876
2020-04-09,0,0.6413147060719502,0.0,0.0167,0.0,1.0458,200000,201023.86528125752,1023.8652812575165,1.0051193264062876
2020-04-10,0,-0.7338651056335193,0.0,0.01487,0.0,0.9998,200000,201023.86528125752,1023.8652812575165,1.0051193264062876
2020-04-11,0,-0.6232238957362352,0.0,0.01492,0.0,0.9912,200000,201023.86528125752,1023.8652812575165,1.0051193264062876
2020-04-12,0,-0.6068590665694159,0.0,0.01505,0.0,0.9965,200000,201023.86528125752,1023.8652812575165,1.0051193264062876
2020-04-13,0,-0.8870489971382362,0.0,0.01491,0.0,0.9991,200000,201023.86528125752,1023.8652812575165,1.0051193264062876
2020-04-14,0,-0.5068671307183216,0.0,0.015,0.0,0.9899,200000,201023.86528125752,1023.8652812575165,1.0051193264062876
2020-04-15,-1,-1.0242437487687956,7123453.766167878,0.01411,-104809.1059860571,0.959,200000,201023.86528125752,1023.8652812575165,1.0051193264062876
2020-04-16,-1,-0.7808846480140936,7123453.766167878,0.01491,-104809.1059860571,1.0056,200000,211606.7326331421,11606.732633142092,1.0580336631657103
2020-04-17,-1,-0.36825505136071196,7123453.766167878,0.01502,-104809.1059860571,0.9975,200000,211541.3587889335,11541.358788933489,1.0577067939446674
2020-04-18,-1,-0.6533438562266721,7123453.766167878,0.01544,-104809.1059860571,1.0411,200000,219102.88639171608,19102.886391716078,1.0955144319585803
2020-04-19,0,0.3888965705964772,0.0,0.01555,0.0,1.0138,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-04-20,0,-0.9252632853094549,0.0,0.01438,0.0,0.9731,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-04-21,0,-0.6063863548020204,0.0,0.01441,0.0,0.9639,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-04-22,0,-0.6588815399871422,0.0,0.01489,0.0,0.998,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-04-23,0,0.10023965326171054,0.0,0.01536,0.0,1.0074,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-04-24,2,2.767229206982986,0.0,0.01693,0.0,1.0107,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-04-25,2,3.769230529045598,0.0,0.02032,0.0,1.0221,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-04-26,2,1.7452041191727319,0.0,0.01874,0.0,1.0522,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-04-27,2,2.2710578105635255,0.0,0.02023,0.0,1.055,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-04-28,2,2.074257108841781,0.0,0.02055,0.0,1.0534,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-04-29,2,1.5943468341757805,0.0,0.02094,0.0,1.099,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-04-30,2,1.3580697052995316,0.0,0.01997,0.0,1.0552,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-05-01,2,1.2930712590740159,0.0,0.02053,0.0,1.0751,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-05-02,0,0.9660770043582899,0.0,0.02029,0.0,1.0884,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-05-03,0,0.9763660437026708,0.0,0.02005,0.0,1.0624,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-05-04,0,0.40733025338762285,0.0,0.0189,0.0,1.06,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-05-05,0,0.7222287980113251,0.0,0.01959,0.0,1.0517,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-05-06,0,0.3786310900329422,0.0,0.01852,0.0,1.024,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-05-07,0,-0.1038474450971149,0.0,0.01806,0.0,1.0444,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-05-08,0,0.1578964955840863,0.0,0.01889,0.0,1.0551,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-05-09,0,0.1771146442116587,0.0,0.01879,0.0,1.0406,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-05-10,0,0.37758824570738947,0.0,0.01768,0.0,0.9552,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-05-11,0,0.08355242212015207,0.0,0.01697,0.0,0.931,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-05-12,-2,-1.3915619451300327,0.0,0.01785,0.0,1.0699,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-05-13,0,-0.9666343390523776,0.0,0.01853,0.0,1.06,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-05-14,0,0.21738155823624386,0.0,0.01944,0.0,1.0461,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-05-15,0,0.7930576706795658,0.0,0.0195,0.0,1.0298,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-05-16,2,2.659086473424984,0.0,0.02156,0.0,1.0299,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-05-17,1,1.1446461127222118,-4774286.464188817,0.02058,93602.75834334176,1.0497,200000,196509.63086601172,-3490.369133988279,0.9825481543300586
2020-05-18,1,0.5491559748189656,-4774286.464188817,0.02023,93602.75834334176,1.0638,200000,196158.42949618673,-3841.570503813273,0.9807921474809337
2020-05-19,1,0.8512316722483679,-4774286.464188817,0.0205,93602.75834334176,1.0615,200000,197232.20049732804,-2767.799502671958,0.9861610024866402
2020-05-20,0,0.15430093320977378,0.0,0.01967,0.0,1.0542,200000,191743.81777105483,-8256.182228945167,0.9587190888552741
2020-05-21,0,0.36473320802919257,0.0,0.01915,0.0,1.0167,200000,191743.81777105483,-8256.182228945167,0.9587190888552741
2020-05-22,0,0.5960268707611219,0.0,0.02034,0.0,1.0665,200000,191743.81777105483,-8256.182228945167,0.9587190888552741
2020-05-23,0,0.22208428081606207,0.0,0.02003,0.0,1.0699,200000,191743.81777105483,-8256.182228945167,0.9587190888552741
2020-05-24,2,1.2194924013492814,0.0,0.01999,0.0,1.0117,200000,191743.81777105483,-8256.182228945167,0.9587190888552741
2020-05-25,2,2.3097342598743764,0.0,0.02256,0.0,1.0576,200000,191743.81777105483,-8256.182228945167,0.9587190888552741
2020-05-26,2,2.512563232009473,0.0,0.02386,0.0,1.0645,200000,191743.81777105483,-8256.182228945167,0.9587190888552741
2020-05-27,2,1.6510206276328532,0.0,0.02294,0.0,1.0653,200000,191743.81777105483,-8256.182228945167,0.9587190888552741
2020-05-28,0,0.7344013441251307,0.0,0.02211,0.0,1.087,200000,191743.81777105483,-8256.182228945167,0.9587190888552741
2020-05-29,1,1.0296310473409984,-4221572.385976548,0.02271,88287.97208355043,1.0859,200000,191743.81777105483,-8256.182228945167,0.9587190888552741
2020-05-30,1,0.427768016025293,-4221572.385976548,0.02242,88287.97208355043,1.1137,200000,192973.9674030443,-7026.032596955687,0.9648698370152216
2020-05-31,1,0.5504959365628855,-4221572.385976548,0.02233,88287.97208355043,1.0945,200000,190898.89682430227,-9101.103175697732,0.9544944841215114
2020-06-01,1,0.6693575053099475,-4221572.385976548,0.02372,88287.97208355043,1.1485,200000,201534.4329333214,1534.4329333213973,1.007672164666607
2020-06-02,1,0.5537312852784558,-4221572.385976548,0.02303,88287.97208355043,1.118,200000,195928.7648384493,-4071.2351615506923,0.9796438241922465
2020-06-03,2,1.8447395938654314,0.0,0.02496,0.0,1.1176,200000,198443.62692445354,-1556.373075546464,0.9922181346222677
2020-06-04,2,1.2379822363786637,0.0,0.02452,0.0,1.1256,200000,198443.62692445354,-1556.373075546464,0.9922181346222677
2020-06-05,2,1.2798767975263925,0.0,0.02481,0.0,1.1305,200000,198443.62692445354,-1556.373075546464,0.9922181346222677
2020-06-06,2,2.495287648397817,0.0,0.02799,0.0,1.1487,200000,198443.62692445354,-1556.373075546464,0.9922181346222677
2020-06-07,2,1.9440543549578546,0.0,0.02752,0.0,1.1443,200000,198443.62692445354,-1556.373075546464,0.9922181346222677
2020-06-08,1,1.0991768880241806,-3662673.0698496406,0.02709,83717.35864177081,1.1852,200000,198443.62692445354,-1556.373075546464,0.9922181346222677
2020-06-09,2,1.3399929518068348,0.0,0.02752,0.0,1.1721,200000,201115.2737426961,1115.2737426960957,1.0055763687134804
2020-06-10,2,1.2648764289265588,0.0,0.02926,0.0,1.2423,200000,201115.2737426961,1115.2737426960957,1.0055763687134804
2020-06-11,0,0.9122482198003679,0.0,0.02621,0.0,1.1335,200000,201115.2737426961,1115.2737426960957,1.0055763687134804
2020-06-12,0,0.6096222919788541,0.0,0.02755,0.0,1.2103,200000,201115.2737426961,1115.2737426960957,1.0055763687134804
2020-06-13,1,1.1852811706489252,-3396070.140876327,0.02961,80516.96442577313,1.2489,200000,201115.2737426961,1115.2737426960957,1.0055763687134804
2020-06-14,2,1.6834457260157543,0.0,0.02905,0.0,1.1748,200000,205179.78152775514,5179.781527755142,1.0258989076387757
2020-06-15,2,1.3839574435508253,0.0,0.02858,0.0,1.1659,200000,205179.78152775514,5179.781527755142,1.0258989076387757
2020-06-16,2,1.9981104224514685,0.0,0.03274,0.0,1.2563,200000,205179.78152775514,5179.781527755142,1.0258989076387757
2020-06-17,1,1.0483521461502485,-3307217.6261727135,0.03102,81362.43220229802,1.2609,200000,205179.78152775514,5179.781527755142,1.0258989076387757
2020-06-18,1,0.9567255224186784,-3307217.6261727135,0.03046,81362.43220229802,1.2375,200000,201423.85874356466,1423.8587435646623,1.0071192937178233
2020-06-19,2,1.4645237947321026,0.0,0.0312,0.0,1.2151,200000,209501.48009533144,9501.48009533144,1.0475074004766571
2020-06-20,2,1.4027273282948014,0.0,0.03097,0.0,1.2023,200000,209501.48009533144,9501.48009533144,1.0475074004766571
2020-06-21,2,1.4374503773879324,0.0,0.03117,0.0,1.1997,200000,209501.48009533144,9501.48009533144,1.0475074004766571
2020-06-22,1,1.0815377622537967,-3348808.825053252,0.03128,85455.00085467917,1.2258,200000,209501.48009533144,9501.48009533144,1.0475074004766571
2020-06-23,0,0.06195575785199239,0.0,0.03004,0.0,1.239,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-06-24,0,0.06770711463172141,0.0,0.02888,0.0,1.1849,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-06-25,0,-0.7119709495447148,0.0,0.02803,0.0,1.1848,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-06-26,0,-0.5793557655922305,0.0,0.02742,0.0,1.1542,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-06-27,0,-0.7530762843333314,0.0,0.02621,0.0,1.1133,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-06-28,0,-0.8781480450470261,0.0,0.02662,0.0,1.1339,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-06-29,0,-0.5253358611727165,0.0,0.02722,0.0,1.141,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-06-30,0,0.32375211285937044,0.0,0.02772,0.0,1.12,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-07-01,0,-0.300728093941987,0.0,0.02788,0.0,1.1515,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-07-02,2,1.2420801928154102,0.0,0.02895,0.0,1.1258,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-07-03,2,2.474808920903384,0.0,0.03069,0.0,1.121,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-07-04,2,1.2550569944736245,0.0,0.02968,0.0,1.1305,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-07-05,0,0.1439682251395987,0.0,0.02799,0.0,1.116,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-07-06,2,1.6504495813555258,0.0,0.03112,0.0,1.1597,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-07-07,2,1.9155428409696136,0.0,0.03214,0.0,1.1672,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-07-08,2,2.8145999727691438,0.0,0.0365,0.0,1.2117,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-07-09,2,2.305394237521953,0.0,0.03538,0.0,1.1704,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-07-10,2,1.9551154281180303,0.0,0.03504,0.0,1.1585,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-07-11,2,2.190094248592838,0.0,0.0383,0.0,1.2008,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-07-12,2,2.669388771604315,0.0,0.04318,0.0,1.2111,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-07-13,2,2.7929964566233987,0.0,0.04705,0.0,1.1835,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-07-14,2,1.477806954125703,0.0,0.04591,0.0,1.3189,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-07-15,2,1.6779036132148955,0.0,0.04875,0.0,1.3215,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-07-16,2,1.7528977683609084,0.0,0.05205,0.0,1.3487,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-07-17,0,0.9447683944995928,0.0,0.05088,0.0,1.4601,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-07-18,2,1.242207328976731,0.0,0.05448,0.0,1.4689,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-07-19,1,1.1501440337148134,-1882914.9100219768,0.05423,70073.06860450988,1.4572,200000,204220.9511409836,4220.951140983612,1.021104755704918
2020-07-20,1,0.6005148879251488,-1882914.9100219768,0.0556,70073.06860450988,1.5996,200000,216778.9495369959,16778.949536995904,1.0838947476849796
2020-07-21,1,0.3866042659268689,-1882914.9100219768,0.05648,70073.06860450988,1.6581,200000,222535.18917117908,22535.18917117908,1.1126759458558955
2020-07-22,0,0.04899481692850601,0.0,0.05486,0.0,1.6715,200000,190390.52893235098,-9609.471067649021,0.9519526446617549
2020-07-23,0,0.12471889840041833,0.0,0.0531,0.0,1.588,200000,190390.52893235098,-9609.471067649021,0.9519526446617549
2020-07-24,0,-0.3860246359107492,0.0,0.04941,0.0,1.5617,200000,190390.52893235098,-9609.471067649021,0.9519526446617549
2020-07-25,0,-0.18309280815662174,0.0,0.05028,0.0,1.527,200000,190390.52893235098,-9609.471067649021,0.9519526446617549
2020-07-26,0,0.23087107621555145,0.0,0.05289,0.0,1.525,200000,190390.52893235098,-9609.471067649021,0.9519526446617549
2020-07-27,2,2.3099856273659505,0.0,0.06221,0.0,1.4734,200000,190390.52893235098,-9609.471067649021,0.9519526446617549
2020-07-28,2,2.978583038147203,0.0,0.07266,0.0,1.4994,200000,190390.52893235098,-9609.471067649021,0.9519526446617549
2020-07-29,2,2.017444648722507,0.0,0.06878,0.0,1.5003,200000,190390.52893235098,-9609.471067649021,0.9519526446617549
2020-07-30,2,2.342389384182462,0.0,0.07629,0.0,1.5293,200000,190390.52893235098,-9609.471067649021,0.9519526446617549
2020-07-31,2,1.8544336467232283,0.0,0.07437,0.0,1.5206,200000,190390.52893235098,-9609.471067649021,0.9519526446617549
2020-08-01,2,1.4574656326700604,0.0,0.07495,0.0,1.5707,200000,190390.52893235098,-9609.471067649021,0.9519526446617549
2020-08-02,0,0.9157997673436512,0.0,0.07163,0.0,1.599,200000,190390.52893235098,-9609.471067649021,0.9519526446617549
2020-08-03,0,0.4552117001220401,0.0,0.07168,0.0,1.6956,200000,190390.52893235098,-9609.471067649021,0.9519526446617549
2020-08-04,1,1.0838332774034425,-1234218.3905895953,0.07713,57841.332158327554,1.6458,200000,190390.52893235098,-9609.471067649021,0.9519526446617549
2020-08-05,2,1.7817396077939271,0.0,0.08762,0.0,1.6475,200000,203239.14958496668,3239.1495849666826,1.0161957479248334
2020-08-06,2,1.931114352765919,0.0,0.097,0.0,1.711,200000,203239.14958496668,3239.1495849666826,1.0161957479248334
