date,statusList,zscore,MITHUSDT_position,MITHUSDT_price,ZECUSDT_position,ZECUSDT_price,init,total_asset,pnl,return
2020-04-23,-2,-1.4201427193584908,0.0,0.00354,0.0,44.46,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-04-24,0,-0.9096581452779215,0.0,0.0037,0.0,44.08,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-04-25,0,-0.8479087428675465,0.0,0.00374,0.0,44.7,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-04-26,0,-0.5312443623258669,0.0,0.00384,0.0,44.59,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-04-27,0,-0.2833998973956015,0.0,0.00391,0.0,44.46,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-04-28,0,-0.2656426888736258,0.0,0.0039,0.0,44.62,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-04-29,0,-0.5739712152660681,0.0,0.00396,0.0,47.07,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-04-30,0,-0.5037658090813343,0.0,0.00377,0.0,44.76,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-05-01,0,-0.2593023667847193,0.0,0.00393,0.0,45.73,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-05-02,0,-0.31326002184535745,0.0,0.00395,0.0,46.5,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-05-03,0,0.03253763157678019,0.0,0.00389,0.0,44.78,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-05-04,0,0.20788475925927125,0.0,0.00381,0.0,44.02,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-05-05,0,0.9570718724170689,0.0,0.0039,0.0,43.84,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-05-06,2,1.662012384742281,0.0,0.00387,0.0,42.3,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-05-07,0,0.04003647952579888,0.0,0.00375,0.0,44.17,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-05-08,0,0.010435054798056604,0.0,0.00395,0.0,46.76,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-05-09,0,0.5545945927386761,0.0,0.0039,0.0,45.0,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-05-10,0,0.3006644980208501,0.0,0.00352,0.0,40.9,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-05-11,2,1.264545363441906,0.0,0.00355,0.0,39.68,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-05-12,0,-0.6956268462748356,0.0,0.00355,0.0,42.21,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-05-13,-2,-1.2926300834622828,0.0,0.00357,0.0,42.89,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-05-14,0,-0.024629607869719943,0.0,0.00372,0.0,43.2,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-05-15,0,0.18712853201934915,0.0,0.00363,0.0,41.87,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-05-16,2,2.54481878484899,0.0,0.00396,0.0,42.51,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-05-17,-2,-1.6150903893517714,0.0,0.00379,0.0,46.25,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-05-18,-2,-1.5463353364591366,0.0,0.00392,0.0,48.07,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-05-19,-2,-2.1438171184231076,0.0,0.00385,0.0,48.97,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-05-20,-2,-1.9238251430456765,0.0,0.00379,0.0,48.39,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-05-21,0,-0.45175647542329694,0.0,0.00385,0.0,46.0,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-05-22,1,1.0094781111217668,-23961504.867942665,0.00427,2144.9816726648883,47.7,200000,204631.25157223037,4631.251572230365,1.0231562578611517
2020-05-23,2,2.055887336200087,0.0,0.00446,0.0,46.91,200000,210878.47301854473,10878.473018544726,1.0543923650927236
2020-05-24,2,2.867989542019371,0.0,0.00468,0.0,45.0,200000,210878.47301854473,10878.473018544726,1.0543923650927236
2020-05-25,2,3.2047963676732762,0.0,0.00539,0.0,45.94,200000,210878.47301854473,10878.473018544726,1.0543923650927236
2020-05-26,2,2.0493916906510616,0.0,0.00495,0.0,44.85,200000,210878.47301854473,10878.473018544726,1.0543923650927236
2020-05-27,2,1.289468405614533,0.0,0.00481,0.0,46.21,200000,210878.47301854473,10878.473018544726,1.0543923650927236
2020-05-28,0,0.6798955642271219,0.0,0.00469,0.0,47.73,200000,210878.47301854473,10878.473018544726,1.0543923650927236
2020-05-29,1,1.1710204636111827,-21562216.055065922,0.00489,2262.644560284815,46.6,200000,210878.47301854473,10878.473018544726,1.0543923650927236
2020-05-30,0,-0.14989777198720247,0.0,0.00493,0.0,54.55,200000,193752.93740648314,-6247.062593516865,0.9687646870324157
2020-05-31,0,-0.16283409064858181,0.0,0.00465,0.0,51.51,200000,193752.93740648314,-6247.062593516865,0.9687646870324157
2020-06-01,0,-0.45032021650949094,0.0,0.00477,0.0,54.65,200000,193752.93740648314,-6247.062593516865,0.9687646870324157
2020-06-02,0,0.08022666902923276,0.0,0.00482,0.0,51.48,200000,193752.93740648314,-6247.062593516865,0.9687646870324157
2020-06-03,0,-0.015266974891101818,0.0,0.00491,0.0,52.83,200000,193752.93740648314,-6247.062593516865,0.9687646870324157
2020-06-04,2,1.2005727052867325,0.0,0.00561,0.0,52.24,200000,193752.93740648314,-6247.062593516865,0.9687646870324157
2020-06-05,0,0.27530863447643056,0.0,0.00512,0.0,52.57,200000,193752.93740648314,-6247.062593516865,0.9687646870324157
2020-06-06,0,0.8760341787885553,0.0,0.00555,0.0,52.83,200000,193752.93740648314,-6247.062593516865,0.9687646870324157
2020-06-07,0,0.6662576090320088,0.0,0.00541,0.0,52.21,200000,193752.93740648314,-6247.062593516865,0.9687646870324157
2020-06-08,0,0.4636618467811724,0.0,0.00537,0.0,52.5,200000,193752.93740648314,-6247.062593516865,0.9687646870324157
2020-06-09,0,0.9262844566148769,0.0,0.00558,0.0,51.98,200000,193752.93740648314,-6247.062593516865,0.9687646870324157
2020-06-10,0,0.09870159503658545,0.0,0.00557,0.0,55.21,200000,193752.93740648314,-6247.062593516865,0.9687646870324157
2020-06-11,0,-0.4952841492107298,0.0,0.0048,0.0,49.64,200000,193752.93740648314,-6247.062593516865,0.9687646870324157
2020-06-12,0,-0.5106050258778054,0.0,0.00499,0.0,51.61,200000,193752.93740648314,-6247.062593516865,0.9687646870324157
2020-06-13,0,0.09577491783878982,0.0,0.00534,0.0,52.81,200000,193752.93740648314,-6247.062593516865,0.9687646870324157
2020-06-14,2,1.9781493310996532,0.0,0.00585,0.0,51.1,200000,193752.93740648314,-6247.062593516865,0.9687646870324157
2020-06-15,1,1.075252884129521,-17237805.81908213,0.00562,1855.8710479548192,52.2,200000,193752.93740648314,-6247.062593516865,0.9687646870324157
2020-06-16,2,2.6906497905887186,0.0,0.00664,0.0,52.97,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-06-17,2,2.1302870917345813,0.0,0.00659,0.0,52.91,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-06-18,2,1.5082259814822623,0.0,0.00623,0.0,51.95,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-06-19,2,1.3911707273785159,0.0,0.00619,0.0,51.41,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-06-20,2,1.365419582925886,0.0,0.00626,0.0,51.4,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-06-21,2,1.4134470705156952,0.0,0.00625,0.0,50.51,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-06-22,0,0.7817052131199934,0.0,0.0063,0.0,53.53,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-06-23,0,-0.37222571423629286,0.0,0.00619,0.0,58.23,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-06-24,0,-0.22538442424268113,0.0,0.00595,0.0,55.2,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-06-25,0,-0.4063445357096195,0.0,0.00595,0.0,55.81,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-06-26,0,-0.5892668439876129,0.0,0.00584,0.0,55.7,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-06-27,0,-0.9053184066274168,0.0,0.00531,0.0,52.24,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-06-28,0,-0.42666360058940167,0.0,0.00552,0.0,51.81,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-06-29,0,-0.0703408556197647,0.0,0.00577,0.0,52.42,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-06-30,0,-0.10662725380336227,0.0,0.00567,0.0,51.44,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-07-01,0,-0.05741999054337921,0.0,0.00578,0.0,51.86,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-07-02,0,-0.35877778070876837,0.0,0.00562,0.0,51.18,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-07-03,0,0.11224503580963695,0.0,0.00583,0.0,51.11,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-07-04,0,0.6725156848365687,0.0,0.00609,0.0,51.43,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-07-05,0,-0.12628653308440985,0.0,0.00577,0.0,51.16,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-07-06,0,-0.7069441258526458,0.0,0.006,0.0,55.55,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-07-07,0,-0.7900872299685201,0.0,0.00589,0.0,55.08,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-07-08,0,-0.8784725490163691,0.0,0.00613,0.0,57.94,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-07-09,0,0.20640501755743051,0.0,0.00637,0.0,56.86,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-07-10,2,2.593059661425391,0.0,0.00719,0.0,56.07,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-07-11,2,1.9727826692226367,0.0,0.00694,0.0,55.84,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-07-12,0,0.04898975891068633,0.0,0.00652,0.0,58.65,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-07-13,0,-0.35248776373096136,0.0,0.00666,0.0,61.26,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-07-14,0,-0.10332106540836768,0.0,0.00685,0.0,62.02,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-07-15,0,-0.26580051783536834,0.0,0.0067,0.0,61.14,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-07-16,0,-0.03958166595942614,0.0,0.00658,0.0,59.1,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-07-17,0,0.11343015273744964,0.0,0.00671,0.0,59.5,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-07-18,2,1.9351849695806296,0.0,0.00738,0.0,59.06,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-07-19,2,3.2326368468965043,0.0,0.00848,0.0,58.38,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-07-20,2,3.352538835142841,0.0,0.00963,0.0,57.05,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-07-21,2,1.6042905221383783,0.0,0.0091,0.0,62.45,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-07-22,2,3.013359886803911,0.0,0.0124,0.0,64.28,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-07-23,2,2.168239062872558,0.0,0.01174,0.0,63.51,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-07-24,2,1.5129258786507995,0.0,0.01089,0.0,63.01,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-07-25,1,1.1306252518483537,-9655311.80473881,0.01087,1597.704967537081,65.69,200000,209906.47863502172,9906.478635021718,1.0495323931751086
2020-07-26,1,0.8039000158925621,-9655311.80473881,0.01048,1597.704967537081,66.15,200000,206875.85131624065,6875.851316240645,1.0343792565812033
2020-07-27,0,-0.41024524616960933,0.0,0.00879,0.0,70.77,200000,181707.0888460766,-18292.9111539234,0.908535444230383
2020-07-28,0,-0.13242358544319655,0.0,0.00943,0.0,70.57,200000,181707.0888460766,-18292.9111539234,0.908535444230383
2020-07-29,0,-0.4412699563371477,0.0,0.00909,0.0,72.13,200000,181707.0888460766,-18292.9111539234,0.908535444230383
2020-07-30,0,-0.17508653839971383,0.0,0.00941,0.0,70.48,200000,181707.0888460766,-18292.9111539234,0.908535444230383
2020-07-31,0,-0.6629897830472331,0.0,0.00899,0.0,74.9,200000,181707.0888460766,-18292.9111539234,0.908535444230383
2020-08-01,-2,-1.2754611870959085,0.0,0.00914,0.0,89.37,200000,181707.0888460766,-18292.9111539234,0.908535444230383
2020-08-02,-1,-1.1919077021833253,10359583.172524322,0.00877,-1077.6129097739095,84.31,200000,181707.08884607663,-18292.91115392337,0.9085354442303831
2020-08-03,-1,-1.0859754621786908,10359583.172524322,0.00877,-1077.6129097739095,82.3,200000,179541.08689743106,-20458.913102568942,0.8977054344871553
2020-08-04,-1,-1.0411179385093856,10359583.172524322,0.00914,-1077.6129097739095,84.93,200000,186208.25462397042,-13791.745376029576,0.9310412731198521
2020-08-05,-2,-1.4641053201749992,0.0,0.00907,0.0,97.46,200000,192769.82365784622,-7230.176342153776,0.9638491182892311
