date,statusList,zscore,TFUELUSDT_position,TFUELUSDT_price,VETUSDT_position,VETUSDT_price,init,total_asset,pnl,return
2020-03-27,0,-0.14009824873582316,0.0,0.001696,0.0,0.002998,200000,217852.6006540691,17852.6006540691,1.0892630032703454
2020-03-28,0,-0.05984198596854404,0.0,0.001697,0.0,0.002969,200000,217852.6006540691,17852.6006540691,1.0892630032703454
2020-03-29,0,0.07776406464646539,0.0,0.001578,0.0,0.002721,200000,217852.6006540691,17852.6006540691,1.0892630032703454
2020-03-30,0,-0.0027084032109272143,0.0,0.001697,0.0,0.002933,200000,217852.6006540691,17852.6006540691,1.0892630032703454
2020-03-31,0,-0.4868567491382751,0.0,0.001734,0.0,0.003108,200000,217852.6006540691,17852.6006540691,1.0892630032703454
2020-04-01,0,-0.774736896682114,0.0,0.00174,0.0,0.003153,200000,217852.6006540691,17852.6006540691,1.0892630032703454
2020-04-02,-2,-1.2977709422802395,0.0,0.001742,0.0,0.003228,200000,217852.6006540691,17852.6006540691,1.0892630032703454
2020-04-03,-2,-1.4192418136542528,0.0,0.001727,0.0,0.00326,200000,217852.6006540691,17852.6006540691,1.0892630032703454
2020-04-04,-1,-1.1731048888840379,62709441.75419375,0.001737,-33567426.91125872,0.003245,200000,217852.6006540691,17852.6006540691,1.0892630032703454
2020-04-05,-2,-1.285337865210741,0.0,0.001715,0.0,0.00323,200000,218728.6969689925,18728.696968992503,1.0936434848449625
2020-04-06,-2,-1.8271687790222304,0.0,0.00185,0.0,0.003643,200000,218728.6969689925,18728.696968992503,1.0936434848449625
2020-04-07,-2,-2.501370325039266,0.0,0.001793,0.0,0.003872,200000,218728.6969689925,18728.696968992503,1.0936434848449625
2020-04-08,-2,-2.075130930337319,0.0,0.001843,0.0,0.003979,200000,218728.6969689925,18728.696968992503,1.0936434848449625
2020-04-09,-2,-1.69785420734724,0.0,0.001828,0.0,0.003866,200000,218728.6969689925,18728.696968992503,1.0936434848449625
2020-04-10,-2,-1.7108328922201133,0.0,0.00167,0.0,0.003608,200000,218728.6969689925,18728.696968992503,1.0936434848449625
2020-04-11,-2,-1.7382855507030421,0.0,0.001666,0.0,0.003679,200000,218728.6969689925,18728.696968992503,1.0936434848449625
2020-04-12,-2,-1.3469116629618119,0.0,0.001708,0.0,0.003681,200000,218728.6969689925,18728.696968992503,1.0936434848449625
2020-04-13,-2,-1.2470271602124832,0.0,0.001668,0.0,0.003609,200000,218728.6969689925,18728.696968992503,1.0936434848449625
2020-04-14,0,-0.9607960513535713,0.0,0.001727,0.0,0.003667,200000,218728.6969689925,18728.696968992503,1.0936434848449625
2020-04-15,-2,-1.4421117380650235,0.0,0.001609,0.0,0.003658,200000,218728.6969689925,18728.696968992503,1.0936434848449625
2020-04-16,-2,-1.3649677132970552,0.0,0.001669,0.0,0.003828,200000,218728.6969689925,18728.696968992503,1.0936434848449625
2020-04-17,-2,-1.2802903340966736,0.0,0.001641,0.0,0.003783,200000,218728.6969689925,18728.696968992503,1.0936434848449625
2020-04-18,-2,-1.2931845822027348,0.0,0.001698,0.0,0.003968,200000,218728.6969689925,18728.696968992503,1.0936434848449625
2020-04-19,-2,-1.370871808030449,0.0,0.001639,0.0,0.003904,200000,218728.6969689925,18728.696968992503,1.0936434848449625
2020-04-20,0,-0.584001323604346,0.0,0.001646,0.0,0.003644,200000,218728.6969689925,18728.696968992503,1.0936434848449625
2020-04-21,0,-0.7042666731649232,0.0,0.001632,0.0,0.003677,200000,218728.6969689925,18728.696968992503,1.0936434848449625
2020-04-22,0,-0.7980983267000706,0.0,0.001706,0.0,0.003898,200000,218728.6969689925,18728.696968992503,1.0936434848449625
2020-04-23,0,-0.7996196829571625,0.0,0.00172,0.0,0.003952,200000,218728.6969689925,18728.696968992503,1.0936434848449625
2020-04-24,-1,-1.061244874146714,62816972.13354179,0.001741,-26772178.331578027,0.004085,200000,218728.6969689925,18728.696968992503,1.0936434848449625
2020-04-25,-1,-0.8974485282354938,62816972.13354179,0.001818,-26772178.331578027,0.004216,200000,227072.75918471196,27072.759184711962,1.1353637959235598
2020-04-26,-2,-1.6262316847704519,0.0,0.001869,0.0,0.00448,200000,221263.13497687248,21263.134976872476,1.1063156748843623
2020-04-27,-1,-1.0811683877077407,59800847.29104661,0.00185,-25397513.19752898,0.004356,200000,221263.13497687248,21263.134976872476,1.1063156748843623
2020-04-28,0,-0.14023391527999382,0.0,0.001887,0.0,0.004287,200000,217298.07521647424,17298.075216474244,1.0864903760823712
2020-04-29,-2,-1.904244197483473,0.0,0.001937,0.0,0.004766,200000,217298.07521647424,17298.075216474244,1.0864903760823712
2020-04-30,0,0.4453817453326387,0.0,0.00194,0.0,0.004353,200000,217298.07521647424,17298.075216474244,1.0864903760823712
2020-05-01,2,1.3351198306382037,0.0,0.002047,0.0,0.004437,200000,217298.07521647424,17298.075216474244,1.0864903760823712
2020-05-02,2,1.7040754819951083,0.0,0.002115,0.0,0.004515,200000,217298.07521647424,17298.075216474244,1.0864903760823712
2020-05-03,2,1.94526607988451,0.0,0.00206,0.0,0.004332,200000,217298.07521647424,17298.075216474244,1.0864903760823712
2020-05-04,1,1.0583774540383009,-53442714.02274329,0.002033,24448478.30968432,0.004444,200000,217298.07521647424,17298.075216474244,1.0864903760823712
2020-05-05,2,1.6590293740892592,0.0,0.002086,0.0,0.004419,200000,220741.75101742175,20741.751017421746,1.1037087550871088
2020-05-06,2,1.6482744707002217,0.0,0.002025,0.0,0.00425,200000,220741.75101742175,20741.751017421746,1.1037087550871088
2020-05-07,0,0.970107640575915,0.0,0.002095,0.0,0.00451,200000,220741.75101742175,20741.751017421746,1.1037087550871088
2020-05-08,1,1.1618869074554277,-48966670.58949018,0.002254,23075658.688837733,0.004783,200000,220741.75101742175,20741.751017421746,1.1037087550871088
2020-05-09,1,0.7538991310415604,-48966670.58949018,0.002112,23075658.688837733,0.004549,200000,208388.77966052614,8388.77966052614,1.0419438983026308
2020-05-10,0,-0.06127468319534766,0.0,0.001862,0.0,0.004165,200000,215807.5732160433,15807.573216043296,1.0790378660802165
2020-05-11,0,0.16670401270262614,0.0,0.00186,0.0,0.004113,200000,215807.5732160433,15807.573216043296,1.0790378660802165
2020-05-12,2,1.9951809102693119,0.0,0.002115,0.0,0.004243,200000,215807.5732160433,15807.573216043296,1.0790378660802165
2020-05-13,0,0.5815501604424808,0.0,0.002082,0.0,0.004459,200000,215807.5732160433,15807.573216043296,1.0790378660802165
2020-05-14,1,1.0182805508264416,-50071362.69513766,0.002155,24010633.42412587,0.004494,200000,215807.5732160433,15807.573216043296,1.0790378660802165
2020-05-15,2,2.7644282669182503,0.0,0.002376,0.0,0.004377,200000,229682.58848229144,29682.588482291438,1.1484129424114573
2020-05-16,2,3.321471531128766,0.0,0.002749,0.0,0.004449,200000,229682.58848229144,29682.588482291438,1.1484129424114573
2020-05-17,2,1.9489858457426827,0.0,0.002534,0.0,0.004426,200000,229682.58848229144,29682.588482291438,1.1484129424114573
2020-05-18,2,1.647048464930093,0.0,0.002556,0.0,0.004487,200000,229682.58848229144,29682.588482291438,1.1484129424114573
2020-05-19,2,2.5659905956168965,0.0,0.002951,0.0,0.004534,200000,229682.58848229144,29682.588482291438,1.1484129424114573
2020-05-20,2,3.438418115708986,0.0,0.003893,0.0,0.004525,200000,229682.58848229144,29682.588482291438,1.1484129424114573
2020-05-21,2,4.016086598168701,0.0,0.007618,0.0,0.004237,200000,229682.58848229144,29682.588482291438,1.1484129424114573
2020-05-22,2,2.241241885582337,0.0,0.006619,0.0,0.00464,200000,229682.58848229144,29682.588482291438,1.1484129424114573
2020-05-23,2,2.723298492661237,0.0,0.009016,0.0,0.004609,200000,229682.58848229144,29682.588482291438,1.1484129424114573
2020-05-24,2,3.6114613517636567,0.0,0.017882,0.0,0.004467,200000,229682.58848229144,29682.588482291438,1.1484129424114573
2020-05-25,2,2.1635954116171603,0.0,0.016088,0.0,0.005064,200000,229682.58848229144,29682.588482291438,1.1484129424114573
2020-05-26,2,1.5943288327303127,0.0,0.013827,0.0,0.004871,200000,229682.58848229144,29682.588482291438,1.1484129424114573
2020-05-27,0,0.8729464850079897,0.0,0.010594,0.0,0.004896,200000,229682.58848229144,29682.588482291438,1.1484129424114573
2020-05-28,0,0.27625090784669887,0.0,0.00866,0.0,0.005508,200000,229682.58848229144,29682.588482291438,1.1484129424114573
2020-05-29,0,0.4798789887975689,0.0,0.010282,0.0,0.005547,200000,229682.58848229144,29682.588482291438,1.1484129424114573
2020-05-30,0,0.18581108778921185,0.0,0.009945,0.0,0.006227,200000,229682.58848229144,29682.588482291438,1.1484129424114573
2020-05-31,0,-0.08738840917880006,0.0,0.008509,0.0,0.006247,200000,229682.58848229144,29682.588482291438,1.1484129424114573
2020-06-01,0,-0.14855403677989015,0.0,0.00896,0.0,0.006655,200000,229682.58848229144,29682.588482291438,1.1484129424114573
2020-06-02,0,-0.37077467979612844,0.0,0.0085,0.0,0.00725,200000,229682.58848229144,29682.588482291438,1.1484129424114573
2020-06-03,0,-0.36813267109272413,0.0,0.00868,0.0,0.007099,200000,229682.58848229144,29682.588482291438,1.1484129424114573
2020-06-04,0,-0.3563121804217666,0.0,0.008622,0.0,0.006732,200000,229682.58848229144,29682.588482291438,1.1484129424114573
2020-06-05,0,-0.44464968248187836,0.0,0.008324,0.0,0.006693,200000,229682.58848229144,29682.588482291438,1.1484129424114573
2020-06-06,0,-0.621168645070183,0.0,0.008279,0.0,0.007301,200000,229682.58848229144,29682.588482291438,1.1484129424114573
2020-06-07,0,-0.7085380824486054,0.0,0.008019,0.0,0.007246,200000,229682.58848229144,29682.588482291438,1.1484129424114573
2020-06-08,0,-0.8882408594080484,0.0,0.007737,0.0,0.007787,200000,229682.58848229144,29682.588482291438,1.1484129424114573
2020-06-09,-1,-1.0126522394849327,15635302.143110378,0.007345,-14037561.941223042,0.008181,200000,229682.58848229144,29682.588482291438,1.1484129424114573
2020-06-10,-1,-1.0619651355486723,15635302.143110378,0.007026,-14037561.941223042,0.009008,200000,236303.99082403068,36303.99082403068,1.1815199541201533
2020-06-11,-1,-1.0654205353944484,15635302.143110378,0.00626,-14037561.941223042,0.008762,200000,220874.10914486728,20874.10914486728,1.1043705457243365
2020-06-12,-1,-0.5960203317929677,15635302.143110378,0.010355,-14037561.941223042,0.00971,200000,298208.2801411837,98208.2801411837,1.4910414007059185
2020-06-13,-1,-0.3656385328377696,15635302.143110378,0.011541,-14037561.941223042,0.009597,200000,315165.50398355443,115165.50398355443,1.5758275199177723
2020-06-14,-1,-0.341971384518064,15635302.143110378,0.010087,-14037561.941223042,0.00864,200000,278997.8278897215,78997.82788972149,1.3949891394486076
2020-06-15,-1,-0.3423096550617911,15635302.143110378,0.010208,-14037561.941223042,0.00901,200000,286083.59736729035,86083.59736729035,1.4304179868364517
2020-06-16,-1,-0.3911192116333764,15635302.143110378,0.009892,-14037561.941223042,0.009061,200000,281858.7575490698,81858.75754906982,1.409293787745349
2020-06-17,-1,-0.5260086562455314,15635302.143110378,0.009332,-14037561.941223042,0.009013,200000,272429.1853757493,72429.18537574931,1.3621459268787466
2020-06-18,-1,-0.5242779392168426,15635302.143110378,0.008862,-14037561.941223042,0.00866,200000,260125.3340032357,60125.33400323571,1.3006266700161786
2020-06-19,0,0.31634928200509543,0.0,0.009719,0.0,0.008379,200000,195343.81845890958,-4656.181541090424,0.9767190922945479
2020-06-20,0,0.2227496815414525,0.0,0.009369,0.0,0.00829,200000,195343.81845890958,-4656.181541090424,0.9767190922945479
2020-06-21,0,-0.055447364547846704,0.0,0.009259,0.0,0.008626,200000,195343.81845890958,-4656.181541090424,0.9767190922945479
2020-06-22,0,-0.40675163185672897,0.0,0.009419,0.0,0.009283,200000,195343.81845890958,-4656.181541090424,0.9767190922945479
2020-06-23,0,0.26957365535192573,0.0,0.009844,0.0,0.008903,200000,195343.81845890958,-4656.181541090424,0.9767190922945479
2020-06-24,0,-0.23666465181275892,0.0,0.009209,0.0,0.008996,200000,195343.81845890958,-4656.181541090424,0.9767190922945479
2020-06-25,0,-0.2564743720096727,0.0,0.008983,0.0,0.008882,200000,195343.81845890958,-4656.181541090424,0.9767190922945479
2020-06-26,0,-0.4382895326207083,0.0,0.008785,0.0,0.008949,200000,195343.81845890958,-4656.181541090424,0.9767190922945479
2020-06-27,0,-0.6268812689824488,0.0,0.008182,0.0,0.008608,200000,195343.81845890958,-4656.181541090424,0.9767190922945479
2020-06-28,0,-0.45352833411510257,0.0,0.008434,0.0,0.00869,200000,195343.81845890958,-4656.181541090424,0.9767190922945479
2020-06-29,0,-0.5667235724582678,0.0,0.008354,0.0,0.008691,200000,195343.81845890958,-4656.181541090424,0.9767190922945479
2020-06-30,-1,-1.0407597585916977,11969596.719295928,0.00816,-11052609.395660834,0.008837,200000,195343.81845890958,-4656.181541090424,0.9767190922945479
2020-07-01,-2,-1.9608037556451052,0.0,0.008223,0.0,0.009436,200000,201210.2468935948,1210.2468935947982,1.006051234467974
2020-07-02,-2,-1.4981234997374986,0.0,0.008552,0.0,0.009556,200000,201210.2468935948,1210.2468935947982,1.006051234467974
2020-07-03,-2,-2.1564925707628313,0.0,0.008192,0.0,0.010223,200000,201210.2468935948,1210.2468935947982,1.006051234467974
2020-07-04,-2,-2.7403035953332875,0.0,0.008228,0.0,0.012525,200000,201210.2468935948,1210.2468935947982,1.006051234467974
2020-07-05,-2,-2.658180905640284,0.0,0.008057,0.0,0.014307,200000,201210.2468935948,1210.2468935947982,1.006051234467974
2020-07-06,-2,-2.0234990018043053,0.0,0.008642,0.0,0.01442,200000,201210.2468935948,1210.2468935947982,1.006051234467974
2020-07-07,-2,-2.1053401537779384,0.0,0.008835,0.0,0.017325,200000,201210.2468935948,1210.2468935947982,1.006051234467974
2020-07-08,-2,-2.031136580810841,0.0,0.008886,0.0,0.019932,200000,201210.2468935948,1210.2468935947982,1.006051234467974
2020-07-09,-2,-1.698983040325727,0.0,0.008545,0.0,0.01825,200000,201210.2468935948,1210.2468935947982,1.006051234467974
2020-07-10,-2,-1.4371462197439469,0.0,0.008389,0.0,0.017119,200000,201210.2468935948,1210.2468935947982,1.006051234467974
2020-07-11,-2,-1.4083953922707169,0.0,0.008508,0.0,0.018535,200000,201210.2468935948,1210.2468935947982,1.006051234467974
2020-07-12,0,-0.9956405702586667,0.0,0.009628,0.0,0.018155,200000,201210.2468935948,1210.2468935947982,1.006051234467974
2020-07-13,-1,-1.1458851440174225,11569126.431324447,0.008696,-5449603.133459585,0.018461,200000,201210.2468935948,1210.2468935947982,1.006051234467974
2020-07-14,-1,-1.0503522865507426,11569126.431324447,0.008655,-5449603.133459585,0.01845,200000,200675.96707544243,675.9670754424296,1.003379835377212
2020-07-15,-1,-1.0237749873473516,11569126.431324447,0.00861,-5449603.133459585,0.018996,200000,203130.83969690173,3130.839696901734,1.0156541984845087
2020-07-16,-1,-0.8880135385708485,11569126.431324447,0.008363,-5449603.133459585,0.018036,200000,195041.64646024344,-4958.353539756557,0.9752082323012172
2020-07-17,-1,-0.8042478082016328,11569126.431324447,0.00845,-5449603.133459585,0.018211,200000,197001.84100812406,-2998.158991875942,0.9850092050406203
2020-07-18,-1,-0.7308995694930962,11569126.431324447,0.008432,-5449603.133459585,0.018168,200000,196559.26379762148,-3440.7362023785245,0.9827963189881074
2020-07-19,-1,-0.6562121885682016,11569126.431324447,0.008389,-5449603.133459585,0.018017,200000,195238.9012879221,-4761.098712077888,0.9761945064396106
2020-07-20,-1,-0.24798663691900366,11569126.431324447,0.008322,-5449603.133459585,0.016074,200000,183875.1909287114,-16124.80907128859,0.919375954643557
2020-07-21,-1,-0.4525087663090873,11569126.431324447,0.008372,-5449603.133459585,0.0175,200000,192224.781318591,-7775.218681408995,0.961123906592955
2020-07-22,0,-0.1776866040825843,0.0,0.0087,0.0,0.017467,200000,195747.06487321068,-4252.935126789322,0.9787353243660534
2020-07-23,0,-0.19284170068036863,0.0,0.008471,0.0,0.017381,200000,195747.06487321068,-4252.935126789322,0.9787353243660534
2020-07-24,0,-0.20203420766890434,0.0,0.008177,0.0,0.016995,200000,195747.06487321068,-4252.935126789322,0.9787353243660534
2020-07-25,0,-0.7507533918226185,0.0,0.008331,0.0,0.018218,200000,195747.06487321068,-4252.935126789322,0.9787353243660534
2020-07-26,0,-0.4733297483308836,0.0,0.008188,0.0,0.017554,200000,195747.06487321068,-4252.935126789322,0.9787353243660534
2020-07-27,1,1.0827944751119016,-12514196.705869498,0.007821,6257498.397583617,0.015641,200000,195747.06487321068,-4252.935126789322,0.9787353243660534
2020-07-28,2,1.8540254050150302,0.0,0.00835,0.0,0.01598,200000,200245.78297383478,245.7829738347791,1.001228914869174
2020-07-29,2,1.918129350566926,0.0,0.008291,0.0,0.015583,200000,200245.78297383478,245.7829738347791,1.001228914869174
2020-07-30,0,-0.3983500544824115,0.0,0.008183,0.0,0.017315,200000,200245.78297383478,245.7829738347791,1.001228914869174
2020-07-31,0,-0.030529020111200383,0.0,0.008312,0.0,0.017204,200000,200245.78297383478,245.7829738347791,1.001228914869174
2020-08-01,2,1.3813946712872966,0.0,0.008929,0.0,0.017319,200000,200245.78297383478,245.7829738347791,1.001228914869174
