date,statusList,zscore,MITHUSDT_position,MITHUSDT_price,HOTUSDT_position,HOTUSDT_price,init,total_asset,pnl,return
2020-02-04,1,0.6855416904945073,-12626262.626262626,0.00837,155086848.63523576,0.000695,200000,213467.17798330705,13467.177983307047,1.0673358899165353
2020-02-05,1,0.624537012248694,-12626262.626262626,0.00839,155086848.63523576,0.0006959,200000,213859.281399604,13859.281399603991,1.06929640699802
2020-02-06,2,1.7148014043634967,0.0,0.00964,0.0,0.00074,200000,206952.90372709726,6952.903727097262,1.0347645186354864
2020-02-07,2,1.281792005945225,0.0,0.00988,0.0,0.0007744,200000,206952.90372709726,6952.903727097262,1.0347645186354864
2020-02-08,0,-0.6811639029196485,0.0,0.00925,0.0,0.000808,200000,206952.90372709726,6952.903727097262,1.0347645186354864
2020-02-09,0,0.33591271591464106,0.0,0.00973,0.0,0.0008003,200000,206952.90372709726,6952.903727097262,1.0347645186354864
2020-02-10,2,1.3212599711015025,0.0,0.00965,0.0,0.0007595,200000,206952.90372709726,6952.903727097262,1.0347645186354864
2020-02-11,0,0.5540942700897676,0.0,0.00954,0.0,0.000771,200000,206952.90372709726,6952.903727097262,1.0347645186354864
2020-02-12,2,1.2027202552450886,0.0,0.01082,0.0,0.0008498,200000,206952.90372709726,6952.903727097262,1.0347645186354864
2020-02-13,2,2.0312396525670136,0.0,0.01156,0.0,0.0008714,200000,206952.90372709726,6952.903727097262,1.0347645186354864
2020-02-14,1,1.0811292621212063,-9029358.801356774,0.01146,116070052.56707641,0.0008915,200000,206952.90372709726,6952.903727097262,1.0347645186354864
2020-02-15,0,-0.673618902063004,0.0,0.01013,0.0,0.000849,200000,199876.8337553935,-123.16624460648745,0.9993841687769676
2020-02-16,-2,-1.5318275564303419,0.0,0.00944,0.0,0.0008258,200000,199876.8337553935,-123.16624460648745,0.9993841687769676
2020-02-17,-2,-1.3653418714268004,0.0,0.00906,0.0,0.0007907,200000,199876.8337553935,-123.16624460648745,0.9993841687769676
2020-02-18,0,-0.7794947183929058,0.0,0.00938,0.0,0.0007956,200000,199876.8337553935,-123.16624460648745,0.9993841687769676
2020-02-19,-1,-1.051409841435276,11785190.669539712,0.00848,-137202659.08525088,0.0007284,200000,199876.8337553935,-123.16624460648745,0.9993841687769676
2020-02-20,-2,-1.4297554195866056,0.0,0.0082,0.0,0.0007235,200000,202504.39411334688,2504.394113346876,1.0125219705667343
2020-02-21,-1,-1.0864548400661531,12039500.244550943,0.00841,-138096286.2202311,0.0007332,200000,202504.39411334688,2504.394113346876,1.0125219705667343
2020-02-22,-1,-0.9726131510677279,12039500.244550943,0.0084,-138096286.2202311,0.0007301,200000,201955.90062361863,1955.900623618625,1.0097795031180932
2020-02-23,-2,-1.2528080716200731,0.0,0.00845,0.0,0.0007501,200000,204356.64134068674,4356.641340686736,1.0217832067034336
2020-02-24,0,-0.6514508740833216,0.0,0.00809,0.0,0.0006961,200000,204356.64134068674,4356.641340686736,1.0217832067034336
2020-02-25,-1,-1.0041791988876647,13752129.296143118,0.00743,-155949817.87292945,0.0006552,200000,204356.64134068677,4356.641340686765,1.0217832067034338
2020-02-26,-2,-2.0160553048659806,0.0,0.00649,0.0,0.0006203,200000,211840.99423529604,11840.994235296035,1.0592049711764802
2020-02-27,-2,-1.8578009884845228,0.0,0.00667,0.0,0.000643,200000,211840.99423529604,11840.994235296035,1.0592049711764802
2020-02-28,-2,-1.6492949609240635,0.0,0.00658,0.0,0.0006341,200000,211840.99423529604,11840.994235296035,1.0592049711764802
2020-02-29,-2,-1.555981679646123,0.0,0.00636,0.0,0.0006189,200000,211840.99423529604,11840.994235296035,1.0592049711764802
2020-03-01,-2,-1.456853551859794,0.0,0.00624,0.0,0.0006107,200000,211840.99423529604,11840.994235296035,1.0592049711764802
2020-03-02,-1,-1.1103563598722739,15903978.546193397,0.00666,-165656079.32068816,0.0006394,200000,211840.99423529604,11840.994235296035,1.0592049711764802
2020-03-03,-1,-0.8861248518064097,15903978.546193397,0.00665,-165656079.32068816,0.000631,200000,210290.44338354032,10290.443383540318,1.0514522169177016
2020-03-04,-1,-0.8390261501967804,15903978.546193397,0.00674,-165656079.32068816,0.0006388,200000,213013.9188713991,13013.918871399102,1.0650695943569954
2020-03-05,-1,-0.43351774349186484,15903978.546193397,0.00703,-165656079.32068816,0.0006517,200000,219763.03607303204,19763.03607303204,1.0988151803651602
2020-03-06,0,0.7017659520702916,0.0,0.00739,0.0,0.0006483,200000,201705.42900252895,1705.429002528952,1.0085271450126447
2020-03-07,0,0.0479662991563945,0.0,0.00698,0.0,0.0006335,200000,201705.42900252895,1705.429002528952,1.0085271450126447
2020-03-08,0,-0.2696911981656322,0.0,0.00584,0.0,0.0005399,200000,201705.42900252895,1705.429002528952,1.0085271450126447
2020-03-09,0,0.9620467678336762,0.0,0.00609,0.0,0.0005328,200000,201705.42900252895,1705.429002528952,1.0085271450126447
2020-03-10,0,0.7284566199165902,0.0,0.00613,0.0,0.0005435,200000,201705.42900252895,1705.429002528952,1.0085271450126447
2020-03-11,1,1.0364817555326786,-16808785.750210747,0.006,192283535.75074255,0.0005245,200000,201705.42900252895,1705.429002528952,1.0085271450126447
2020-03-12,0,-1.7604419568531928,0.0,0.0028,0.0,0.0002819,200000,194565.3003749847,-5434.699625015288,0.9728265018749236
2020-03-13,-2,-1.9698328448832712,0.0,0.00311,0.0,0.0003223,200000,194565.3003749847,-5434.699625015288,0.9728265018749236
2020-03-14,-2,-1.7232429893041215,0.0,0.00297,0.0,0.0003081,200000,194565.3003749847,-5434.699625015288,0.9728265018749236
2020-03-15,-2,-1.3090544872655359,0.0,0.00306,0.0,0.0003117,200000,194565.3003749847,-5434.699625015288,0.9728265018749236
2020-03-16,0,-0.8894273282682018,0.0,0.00281,0.0,0.0002807,200000,194565.3003749847,-5434.699625015288,0.9728265018749236
2020-03-17,-2,-1.422514893765518,0.0,0.00285,0.0,0.0002965,200000,194565.3003749847,-5434.699625015288,0.9728265018749236
2020-03-18,-2,-1.35712257308774,0.0,0.00287,0.0,0.0003,200000,194565.3003749847,-5434.699625015288,0.9728265018749236
2020-03-19,0,0.40086082555500724,0.0,0.00354,0.0,0.0003304,200000,194565.3003749847,-5434.699625015288,0.9728265018749236
2020-03-20,0,-0.5413145399257089,0.0,0.00329,0.0,0.0003259,200000,194565.3003749847,-5434.699625015288,0.9728265018749236
2020-03-21,0,-0.5197512266681001,0.0,0.00327,0.0,0.0003237,200000,194565.3003749847,-5434.699625015288,0.9728265018749236
2020-03-22,-1,-1.068134524875393,32977169.555082154,0.00295,-319378365.6844792,0.0003046,200000,194565.3003749847,-5434.699625015288,0.9728265018749236
2020-03-23,-1,-0.898123705762088,32977169.555082154,0.00319,-319378365.6844792,0.0003273,200000,209729.7099692421,9729.709969242103,1.0486485498462106
2020-03-24,-1,-0.9036379385543724,32977169.555082154,0.00324,-319378365.6844792,0.0003345,200000,213678.09267992445,13678.092679924448,1.0683904633996222
2020-03-25,0,0.28632126653698525,0.0,0.00336,0.0,0.0003198,200000,185899.21201580513,-14100.787984194874,0.9294960600790256
2020-03-26,0,0.4393954273037587,0.0,0.00343,0.0,0.0003251,200000,185899.21201580513,-14100.787984194874,0.9294960600790256
2020-03-27,0,0.6174942213270157,0.0,0.00331,0.0,0.0003112,200000,185899.21201580513,-14100.787984194874,0.9294960600790256
2020-03-28,0,-0.51120822917821,0.0,0.00315,0.0,0.0003188,200000,185899.21201580513,-14100.787984194874,0.9294960600790256
2020-03-29,0,-0.8866038533837248,0.0,0.00297,0.0,0.0003091,200000,185899.21201580513,-14100.787984194874,0.9294960600790256
2020-03-30,0,-0.988193439188177,0.0,0.00314,0.0,0.0003298,200000,185899.21201580513,-14100.787984194874,0.9294960600790256
2020-03-31,0,-0.0706995793536577,0.0,0.00335,0.0,0.0003378,200000,185899.21201580513,-14100.787984194874,0.9294960600790256
2020-04-01,0,0.9363111591103949,0.0,0.00344,0.0,0.0003331,200000,185899.21201580513,-14100.787984194874,0.9294960600790256
2020-04-02,2,1.5326012152474948,0.0,0.00351,0.0,0.0003299,200000,185899.21201580513,-14100.787984194874,0.9294960600790256
2020-04-03,0,0.5136703988785808,0.0,0.0034,0.0,0.0003317,200000,185899.21201580513,-14100.787984194874,0.9294960600790256
2020-04-04,2,1.3068503095880486,0.0,0.0035,0.0,0.0003292,200000,185899.21201580513,-14100.787984194874,0.9294960600790256
2020-04-05,0,0.9815194707637181,0.0,0.00346,0.0,0.0003285,200000,185899.21201580513,-14100.787984194874,0.9294960600790256
2020-04-06,2,1.807900752582591,0.0,0.00388,0.0,0.0003525,200000,185899.21201580513,-14100.787984194874,0.9294960600790256
2020-04-07,1,1.086151676032931,-25258045.11084309,0.00368,270911122.1448632,0.0003431,200000,185899.21201580513,-14100.787984194874,0.9294960600790256
2020-04-08,2,1.6732571615050706,0.0,0.00396,0.0,0.0003585,200000,188799.43336581026,-11200.566634189745,0.9439971668290513
2020-04-09,0,0.6392774282115254,0.0,0.00386,0.0,0.0003647,200000,188799.43336581026,-11200.566634189745,0.9439971668290513
2020-04-10,0,-0.1378135668244054,0.0,0.00349,0.0,0.0003415,200000,188799.43336581026,-11200.566634189745,0.9439971668290513
2020-04-11,0,-0.21157071072762268,0.0,0.00346,0.0,0.0003387,200000,188799.43336581026,-11200.566634189745,0.9439971668290513
2020-04-12,0,0.38901618733521376,0.0,0.00352,0.0,0.0003346,200000,188799.43336581026,-11200.566634189745,0.9439971668290513
2020-04-13,2,1.8665044245977334,0.0,0.0038,0.0,0.000337,200000,188799.43336581026,-11200.566634189745,0.9439971668290513
2020-04-14,2,2.030748090322282,0.0,0.00387,0.0,0.0003357,200000,188799.43336581026,-11200.566634189745,0.9439971668290513
2020-04-15,0,0.14677719094853525,0.0,0.00345,0.0,0.0003268,200000,188799.43336581026,-11200.566634189745,0.9439971668290513
2020-04-16,0,0.4796350356827827,0.0,0.00361,0.0,0.0003363,200000,188799.43336581026,-11200.566634189745,0.9439971668290513
2020-04-17,0,0.27713624900757283,0.0,0.0036,0.0,0.0003376,200000,188799.43336581026,-11200.566634189745,0.9439971668290513
2020-04-18,1,1.103202968050227,-24711967.718037993,0.00382,274657307.7768552,0.0003437,200000,188799.43336581026,-11200.566634189745,0.9439971668290513
2020-04-19,1,0.5897504217001885,-24711967.718037993,0.00365,274657307.7768552,0.0003348,200000,182153.94881452978,-17846.05118547022,0.9107697440726489
2020-04-20,1,0.2480152195493506,-24711967.718037993,0.00337,274657307.7768552,0.000312,200000,168972.41123616684,-31027.588763833162,0.8448620561808342
2020-04-21,0,0.11545848728573391,0.0,0.00339,0.0,0.0003146,200000,186165.8149033604,-13834.185096639587,0.9308290745168021
2020-04-22,1,1.0215380386428459,-26220537.31033245,0.00355,291521789.7014726,0.0003193,200000,186165.81490336038,-13834.185096639616,0.930829074516802
2020-04-23,1,0.29356219400535305,-26220537.31033245,0.00354,291521789.7014726,0.0003251,200000,187594.43591052562,-12405.564089474385,0.9379721795526281
2020-04-24,1,0.8533827019500417,-26220537.31033245,0.0037,291521789.7014726,0.0003333,200000,194180.2005557309,-5819.799444269098,0.9709010027786545
2020-04-25,1,0.39602236430075,-26220537.31033245,0.00374,291521789.7014726,0.000341,200000,197473.7398288455,-2526.260171154514,0.9873686991442274
2020-04-26,1,0.8154971256476277,-26220537.31033245,0.00384,291521789.7014726,0.0003455,200000,201407.6416135354,1407.6416135354084,1.007038208067677
2020-04-27,2,1.261268802449012,0.0,0.00391,0.0,0.0003457,200000,187909.0330869612,-12090.966913038807,0.9395451654348059
2020-04-28,2,1.3579615954270032,0.0,0.0039,0.0,0.0003426,200000,187909.0330869612,-12090.966913038807,0.9395451654348059
2020-04-29,0,0.12363909811811986,0.0,0.00396,0.0,0.0003616,200000,187909.0330869612,-12090.966913038807,0.9395451654348059
2020-04-30,0,-0.598026909342297,0.0,0.00377,0.0,0.000351,200000,187909.0330869612,-12090.966913038807,0.9395451654348059
2020-05-01,0,-0.4265167686982271,0.0,0.00393,0.0,0.0003623,200000,187909.0330869612,-12090.966913038807,0.9395451654348059
2020-05-02,-2,-3.715493867713559,0.0,0.00395,0.0,0.0004421,200000,187909.0330869612,-12090.966913038807,0.9395451654348059
2020-05-03,-2,-3.4266922287792214,0.0,0.00389,0.0,0.0005045,200000,187909.0330869612,-12090.966913038807,0.9395451654348059
2020-05-04,-2,-3.0655675252350143,0.0,0.00381,0.0,0.0005696,200000,187909.0330869612,-12090.966913038807,0.9395451654348059
2020-05-05,-2,-2.2126949335508153,0.0,0.0039,0.0,0.0005493,200000,187909.0330869612,-12090.966913038807,0.9395451654348059
2020-05-06,-2,-1.549832668654463,0.0,0.00387,0.0,0.0004995,200000,187909.0330869612,-12090.966913038807,0.9395451654348059
2020-05-07,-2,-1.7957329219197546,0.0,0.00375,0.0,0.0005433,200000,187909.0330869612,-12090.966913038807,0.9395451654348059
2020-05-08,-2,-1.2942954991588806,0.0,0.00395,0.0,0.0005271,200000,187909.0330869612,-12090.966913038807,0.9395451654348059
2020-05-09,-1,-1.1521401977837311,24090901.677815538,0.0039,-181169526.6939464,0.0005186,200000,187909.0330869612,-12090.966913038807,0.9395451654348059
2020-05-10,-1,-1.0474316591005572,24090901.677815538,0.00352,-181169526.6939464,0.0004688,200000,169732.24802003277,-30267.75197996723,0.8486612401001639
2020-05-11,-1,-1.0733733629953708,24090901.677815538,0.00355,-181169526.6939464,0.0004898,200000,174259.53513094012,-25740.464869059884,0.8712976756547006
2020-05-12,-1,-1.0152257958655595,24090901.677815538,0.00355,-181169526.6939464,0.0004961,200000,175400.90314911195,-24599.096850888047,0.8770045157455597
2020-05-13,-1,-1.066410438020868,24090901.677815538,0.00357,-181169526.6939464,0.0005215,200000,180484.4271606945,-19515.572839305503,0.9024221358034725
2020-05-14,-1,-0.7939947369861118,24090901.677815538,0.00372,-181169526.6939464,0.0005167,200000,183228.44868423592,-16771.55131576408,0.9161422434211796
2020-05-15,-1,-0.891693554497109,24090901.677815538,0.00363,-181169526.6939464,0.00053,200000,183469.822238262,-16530.177761738014,0.9173491111913099
2020-05-16,-1,-0.4985682015072861,24090901.677815538,0.00396,-181169526.6939464,0.0005333,200000,192017.67923003115,-7982.32076996885,0.9600883961501557
2020-05-17,-1,-0.6564375343104158,24090901.677815538,0.00379,-181169526.6939464,0.000539,200000,188954.89224695798,-11045.107753042015,0.9447744612347899
2020-05-18,-1,-0.4018490250586855,24090901.677815538,0.00392,-181169526.6939464,0.0005363,200000,191597.55174300034,-8402.448256999662,0.9579877587150016
2020-05-19,-1,-0.43163339700924924,24090901.677815538,0.00385,-181169526.6939464,0.0005372,200000,190074.24119957784,-9925.758800422162,0.9503712059978892
2020-05-20,-1,-0.23279298167468943,24090901.677815538,0.00379,-181169526.6939464,0.0005203,200000,185567.02209778118,-14432.977902218816,0.9278351104889059
2020-05-21,0,0.35260173935022937,0.0,0.00385,0.0,0.0005134,200000,188171.49663204345,-11828.503367956553,0.9408574831602172
2020-05-22,2,2.0904329149274044,0.0,0.00427,0.0,0.000535,200000,188171.49663204345,-11828.503367956553,0.9408574831602172
2020-05-23,2,2.742957538801083,0.0,0.00446,0.0,0.0005269,200000,188171.49663204345,-11828.503367956553,0.9408574831602172
2020-05-24,2,2.7193763525615258,0.0,0.00468,0.0,0.0005315,200000,188171.49663204345,-11828.503367956553,0.9408574831602172
2020-05-25,2,2.8909706528448496,0.0,0.00539,0.0,0.0005659,200000,188171.49663204345,-11828.503367956553,0.9408574831602172
2020-05-26,2,1.6091387722672563,0.0,0.00495,0.0,0.0005634,200000,188171.49663204345,-11828.503367956553,0.9408574831602172
2020-05-27,2,1.2361576940690775,0.0,0.00481,0.0,0.0005584,200000,188171.49663204345,-11828.503367956553,0.9408574831602172
2020-05-28,0,0.6928059445221283,0.0,0.00469,0.0,0.0005685,200000,188171.49663204345,-11828.503367956553,0.9408574831602172
2020-05-29,1,1.1995564785106456,-19240439.3284298,0.00489,168010264.8500388,0.00056,200000,188171.49663204345,-11828.503367956553,0.9408574831602172
2020-05-30,1,0.7830819005729714,-19240439.3284298,0.00493,168010264.8500388,0.0005828,200000,192771.74824376154,-7228.25175623846,0.9638587412188077
2020-05-31,0,-0.5323819777070228,0.0,0.00465,0.0,0.000627,200000,172297.10344826768,-27702.896551732323,0.8614855172413384
2020-06-01,0,-0.3407219816121877,0.0,0.00477,0.0,0.000628,200000,172297.10344826768,-27702.896551732323,0.8614855172413384
2020-06-02,0,-0.23244105368017318,0.0,0.00482,0.0,0.0006233,200000,172297.10344826768,-27702.896551732323,0.8614855172413384
2020-06-03,0,-0.5353756379942729,0.0,0.00491,0.0,0.000652,200000,172297.10344826768,-27702.896551732323,0.8614855172413384
2020-06-04,0,0.9181922194544014,0.0,0.00561,0.0,0.0006478,200000,172297.10344826768,-27702.896551732323,0.8614855172413384
2020-06-05,0,-0.026560778727989297,0.0,0.00512,0.0,0.000638,200000,172297.10344826768,-27702.896551732323,0.8614855172413384
2020-06-06,0,0.8719363352250984,0.0,0.00555,0.0,0.0006376,200000,172297.10344826768,-27702.896551732323,0.8614855172413384
2020-06-07,0,0.6603876930711617,0.0,0.00541,0.0,0.0006279,200000,172297.10344826768,-27702.896551732323,0.8614855172413384
2020-06-08,0,0.24275855060943075,0.0,0.00537,0.0,0.0006394,200000,172297.10344826768,-27702.896551732323,0.8614855172413384
2020-06-09,0,0.822441185529346,0.0,0.00558,0.0,0.0006348,200000,172297.10344826768,-27702.896551732323,0.8614855172413384
2020-06-10,0,0.6774354610650604,0.0,0.00557,0.0,0.0006364,200000,172297.10344826768,-27702.896551732323,0.8614855172413384
2020-06-11,0,-0.20562900539892578,0.0,0.0048,0.0,0.0005783,200000,172297.10344826768,-27702.896551732323,0.8614855172413384
2020-06-12,0,-0.2866248581805038,0.0,0.00499,0.0,0.0006051,200000,172297.10344826768,-27702.896551732323,0.8614855172413384
2020-06-13,0,0.6879206482965099,0.0,0.00534,0.0,0.00061,200000,172297.10344826768,-27702.896551732323,0.8614855172413384
2020-06-14,2,2.569336810789334,0.0,0.00585,0.0,0.0005931,200000,172297.10344826768,-27702.896551732323,0.8614855172413384
2020-06-15,2,1.7088621743803605,0.0,0.00562,0.0,0.0005923,200000,172297.10344826768,-27702.896551732323,0.8614855172413384
2020-06-16,2,3.119900099261821,0.0,0.00664,0.0,0.0005834,200000,172297.10344826768,-27702.896551732323,0.8614855172413384
2020-06-17,2,2.3908772049716536,0.0,0.00659,0.0,0.0005821,200000,172297.10344826768,-27702.896551732323,0.8614855172413384
2020-06-18,2,1.6615970333066095,0.0,0.00623,0.0,0.0005773,200000,172297.10344826768,-27702.896551732323,0.8614855172413384
2020-06-19,2,1.5746272504406227,0.0,0.00619,0.0,0.0005653,200000,172297.10344826768,-27702.896551732323,0.8614855172413384
2020-06-20,2,1.3587512362258047,0.0,0.00626,0.0,0.000576,200000,172297.10344826768,-27702.896551732323,0.8614855172413384
2020-06-21,2,1.2749692576881664,0.0,0.00625,0.0,0.0005715,200000,172297.10344826768,-27702.896551732323,0.8614855172413384
2020-06-22,1,1.0065631947058264,-13674373.289545054,0.0063,146635832.72192994,0.0005875,200000,172297.10344826768,-27702.896551732323,0.8614855172413384
2020-06-23,1,0.8612038048336469,-13674373.289545054,0.00619,146635832.72192994,0.0005815,200000,169913.10739008614,-30086.892609913863,0.8495655369504307
2020-06-24,1,0.7274919476789005,-13674373.289545054,0.00595,146635832.72192994,0.0005625,200000,163845.17697887865,-36154.82302112135,0.8192258848943932
2020-06-25,1,0.6761088297849888,-13674373.289545054,0.00595,146635832.72192994,0.0005608,200000,163595.89606325136,-36404.10393674864,0.8179794803162568
2020-06-26,1,0.5689222016925223,-13674373.289545054,0.00584,146635832.72192994,0.0005526,200000,160889.3011730816,-39110.69882691841,0.804446505865408
2020-06-27,0,-0.011670226929504243,0.0,0.00531,0.0,0.0005318,200000,166927.08977422956,-33072.910225770436,0.8346354488711478
2020-06-28,0,0.2212054100564303,0.0,0.00552,0.0,0.000535,200000,166927.08977422956,-33072.910225770436,0.8346354488711478
2020-06-29,0,0.47259814146544854,0.0,0.00577,0.0,0.000542,200000,166927.08977422956,-33072.910225770436,0.8346354488711478
2020-06-30,0,0.5018310664724517,0.0,0.00567,0.0,0.0005276,200000,166927.08977422956,-33072.910225770436,0.8346354488711478
2020-07-01,0,0.16539825057282068,0.0,0.00578,0.0,0.000549,200000,166927.08977422956,-33072.910225770436,0.8346354488711478
2020-07-02,0,-0.40874120044668893,0.0,0.00562,0.0,0.0005484,200000,166927.08977422956,-33072.910225770436,0.8346354488711478
2020-07-03,0,0.22258993538920457,0.0,0.00583,0.0,0.0005451,200000,166927.08977422956,-33072.910225770436,0.8346354488711478
2020-07-04,0,0.8869792822809275,0.0,0.00609,0.0,0.000552,200000,166927.08977422956,-33072.910225770436,0.8346354488711478
2020-07-05,-1,-1.0471871735306806,14465085.768997362,0.00577,-149576245.31741,0.000558,200000,166927.08977422956,-33072.910225770436,0.8346354488711478
2020-07-06,-1,-0.25831413021684846,14465085.768997362,0.006,-149576245.31741,0.0005672,200000,171630.1609580191,-28369.839041980886,0.8581508047900955
2020-07-07,0,-0.07195270109698067,0.0,0.00589,0.0,0.0005556,200000,164832.29649318807,-35167.70350681193,0.8241614824659403
2020-07-08,-2,-2.662459743871304,0.0,0.00613,0.0,0.0006315,200000,164832.29649318807,-35167.70350681193,0.8241614824659403
2020-07-09,-2,-3.754814866047767,0.0,0.00637,0.0,0.0008031,200000,164832.29649318807,-35167.70350681193,0.8241614824659403
2020-07-10,0,-0.8136553871370585,0.0,0.00719,0.0,0.0007321,200000,164832.29649318807,-35167.70350681193,0.8241614824659403
2020-07-11,0,-0.9329697338453632,0.0,0.00694,0.0,0.0007172,200000,164832.29649318807,-35167.70350681193,0.8241614824659403
2020-07-12,-2,-1.3175818196794227,0.0,0.00652,0.0,0.0007,200000,164832.29649318807,-35167.70350681193,0.8241614824659403
2020-07-13,-1,-1.0704673606999053,12374797.034023128,0.00666,-116406989.04886164,0.000708,200000,164832.29649318807,-35167.70350681193,0.8241614824659403
2020-07-14,-1,-0.8156754185707261,12374797.034023128,0.00685,-116406989.04886164,0.0007188,200000,168440.70341138018,-31559.29658861982,0.8422035170569009
2020-07-15,-1,-0.36130818396232034,12374797.034023128,0.0067,-116406989.04886164,0.0006824,200000,162347.26945489814,-37652.73054510186,0.8117363472744907
2020-07-16,-2,-1.4042685557566303,0.0,0.00658,0.0,0.000735,200000,168965.26896022918,-31034.73103977082,0.8448263448011459
2020-07-17,0,-0.861128743327449,0.0,0.00671,0.0,0.0007209,200000,168965.26896022918,-31034.73103977082,0.8448263448011459
2020-07-18,0,0.7348841854977651,0.0,0.00738,0.0,0.0007007,200000,168965.26896022918,-31034.73103977082,0.8448263448011459
2020-07-19,2,1.9690631522659012,0.0,0.00848,0.0,0.0007258,200000,168965.26896022918,-31034.73103977082,0.8448263448011459
2020-07-20,2,2.9713309189817654,0.0,0.00963,0.0,0.0007081,200000,168965.26896022918,-31034.73103977082,0.8448263448011459
2020-07-21,2,1.4706244574255716,0.0,0.0091,0.0,0.0007553,200000,168965.26896022918,-31034.73103977082,0.8448263448011459
2020-07-22,2,3.0864220197366783,0.0,0.0124,0.0,0.0007726,200000,168965.26896022918,-31034.73103977082,0.8448263448011459
2020-07-23,2,2.066356611769184,0.0,0.01174,0.0,0.0007841,200000,168965.26896022918,-31034.73103977082,0.8448263448011459
2020-07-24,2,1.4708164630990177,0.0,0.01089,0.0,0.0007721,200000,168965.26896022918,-31034.73103977082,0.8448263448011459
2020-07-25,2,1.3665944952739517,0.0,0.01087,0.0,0.0007637,200000,168965.26896022918,-31034.73103977082,0.8448263448011459
2020-07-26,1,1.1428609817066653,-8061320.0839804,0.01048,112748744.80196795,0.0007493,200000,168965.26896022918,-31034.73103977082,0.8448263448011459
2020-07-27,1,0.37092092894637435,-8061320.0839804,0.00879,112748744.80196795,0.0007187,200000,151891.52642736206,-48108.473572637944,0.7594576321368103
2020-07-28,1,0.334258975189117,-8061320.0839804,0.00943,112748744.80196795,0.000769,200000,162722.03314464854,-37277.966855351464,0.8136101657232426
2020-07-29,0,0.17153610395627292,0.0,0.00909,0.0,0.0007538,200000,157252.66469188756,-42747.33530811244,0.7862633234594378
