date,statusList,zscore,ICXUSDT_position,ICXUSDT_price,DASHUSDT_position,DASHUSDT_price,init,total_asset,pnl,return
2020-03-25,-1,-0.9680394146296154,450784.74428227625,0.2055,-1354.364059838451,67.72,200000,184353.79908226768,-15646.20091773232,0.9217689954113384
2020-03-26,-1,-0.8248723213859018,450784.74428227625,0.2092,-1354.364059838451,68.23,200000,186712.4283066297,-13287.571693370293,0.9335621415331485
2020-03-27,-1,-1.0481067286491594,450784.74428227625,0.1945,-1354.364059838451,67.59,200000,179219.09956738364,-20780.900432616356,0.8960954978369182
2020-03-28,-1,-0.8597228488128945,450784.74428227625,0.1913,-1354.364059838451,65.21,200000,174553.20192326483,-25446.79807673517,0.8727660096163241
2020-03-29,-1,-0.742978343659616,450784.74428227625,0.1789,-1354.364059838451,60.46,200000,162530.241809932,-37469.75819006801,0.8126512090496599
2020-03-30,-1,-0.3547845608799336,450784.74428227625,0.2055,-1354.364059838451,65.81,200000,181766.96372797625,-18233.036272023746,0.9088348186398812
2020-03-31,0,0.02333591063624765,0.0,0.2118,0.0,64.97,200000,180854.69028985308,-19145.309710146917,0.9042734514492654
2020-04-01,1,1.0392514250613831,-369543.7071717472,0.2447,1369.4887951677501,66.03,200000,180854.69028985308,-19145.309710146917,0.9042734514492654
2020-04-02,1,1.0560729876619757,-369543.7071717472,0.2505,1369.4887951677501,67.51,200000,185024.8872082975,-14975.1127917025,0.9251244360414875
2020-04-03,1,0.8689267358057464,-369543.7071717472,0.2419,1369.4887951677501,67.4,200000,181696.167559152,-18303.832440847997,0.90848083779576
2020-04-04,1,0.761073233637206,-369543.7071717472,0.2392,1369.4887951677501,68.46,200000,182150.0576726661,-17849.942327333905,0.9107502883633305
2020-04-05,1,0.7769901093069839,-369543.7071717472,0.231,1369.4887951677501,66.89,200000,176969.70186544443,-23030.298134555575,0.8848485093272221
2020-04-06,1,0.9360998143409871,-369543.7071717472,0.2519,1369.4887951677501,73.19,200000,193320.94475489075,-6679.055245109252,0.9666047237744537
2020-04-07,1,0.8198263087960515,-369543.7071717472,0.2479,1369.4887951677501,72.22,200000,190514.36579489105,-9485.634205108945,0.9525718289744552
2020-04-08,1,0.5182828616998231,-369543.7071717472,0.253,1369.4887951677501,75.52,200000,196918.35172552054,-3081.648274479463,0.9845917586276027
2020-04-09,0,-0.4704735128261372,0.0,0.2538,0.0,82.83,200000,161210.1262662978,-38789.8737337022,0.806050631331489
2020-04-10,0,-0.4561691608587348,0.0,0.2288,0.0,74.1,200000,161210.1262662978,-38789.8737337022,0.806050631331489
2020-04-11,0,-0.5628697187269306,0.0,0.2299,0.0,74.97,200000,161210.1262662978,-38789.8737337022,0.806050631331489
2020-04-12,0,-0.3991428240194971,0.0,0.2323,0.0,74.1,200000,161210.1262662978,-38789.8737337022,0.806050631331489
2020-04-13,0,-0.49938828169075633,0.0,0.2279,0.0,73.13,200000,161210.1262662978,-38789.8737337022,0.806050631331489
2020-04-14,0,-0.3870971905737772,0.0,0.228,0.0,72.32,200000,161210.1262662978,-38789.8737337022,0.806050631331489
2020-04-15,0,-0.5344723954024699,0.0,0.2205,0.0,70.7,200000,161210.1262662978,-38789.8737337022,0.806050631331489
2020-04-16,0,-0.7177045584843587,0.0,0.2353,0.0,76.09,200000,161210.1262662978,-38789.8737337022,0.806050631331489
2020-04-17,0,-0.9800269599797278,0.0,0.2321,0.0,76.31,200000,161210.1262662978,-38789.8737337022,0.806050631331489
2020-04-18,0,-0.841456764990718,0.0,0.2474,0.0,80.16,200000,161210.1262662978,-38789.8737337022,0.806050631331489
2020-04-19,-2,-1.3008772664958292,0.0,0.2378,0.0,80.23,200000,161210.1262662978,-38789.8737337022,0.806050631331489
2020-04-20,-1,-1.0901396642537546,362759.0600051705,0.2222,-1085.0055610869415,74.29,200000,161210.12626629777,-38789.87373370223,0.8060506313314888
2020-04-21,-1,-0.9245315027613579,362759.0600051705,0.2245,-1085.0055610869415,74.48,200000,162250.6231609162,-37749.376839083794,0.811253115804581
2020-04-22,-2,-1.2347176654605923,0.0,0.2372,0.0,80.8,200000,162832.1265688962,-37167.8734311038,0.814160632844481
2020-04-23,0,-0.4714007894049904,0.0,0.2497,0.0,81.26,200000,162832.1265688962,-37167.8734311038,0.814160632844481
2020-04-24,0,0.713028742448004,0.0,0.265,0.0,81.37,200000,162832.1265688962,-37167.8734311038,0.814160632844481
2020-04-25,0,0.3085922122306065,0.0,0.2722,0.0,85.78,200000,162832.1265688962,-37167.8734311038,0.814160632844481
2020-04-26,2,2.686464971582376,0.0,0.2989,0.0,84.12,200000,162832.1265688962,-37167.8734311038,0.814160632844481
2020-04-27,2,2.2722416436771504,0.0,0.2907,0.0,82.75,200000,162832.1265688962,-37167.8734311038,0.814160632844481
2020-04-28,2,1.787254966115477,0.0,0.2839,0.0,82.21,200000,162832.1265688962,-37167.8734311038,0.814160632844481
2020-04-29,2,1.7784303562900532,0.0,0.299,0.0,85.36,200000,162832.1265688962,-37167.8734311038,0.814160632844481
2020-04-30,2,1.340981210543684,0.0,0.2786,0.0,80.74,200000,162832.1265688962,-37167.8734311038,0.814160632844481
2020-05-01,1,1.0944233167278792,-286575.3723493421,0.2841,981.5076948095009,82.95,200000,162832.1265688962,-37167.8734311038,0.814160632844481
2020-05-02,2,1.2713115793828154,0.0,0.2906,0.0,83.26,200000,164390.59910377598,-35609.40089622402,0.8219529955188799
2020-05-03,0,0.6741186235563614,0.0,0.2738,0.0,81.07,200000,164390.59910377598,-35609.40089622402,0.8219529955188799
2020-05-04,0,0.9871303721824675,0.0,0.2756,0.0,79.54,200000,164390.59910377598,-35609.40089622402,0.8219529955188799
2020-05-05,0,0.8544677520268199,0.0,0.2742,0.0,79.37,200000,164390.59910377598,-35609.40089622402,0.8219529955188799
2020-05-06,0,0.49417497725148274,0.0,0.2613,0.0,77.11,200000,164390.59910377598,-35609.40089622402,0.8219529955188799
2020-05-07,1,1.138973574500741,-293449.83774326305,0.2801,1043.6173127461655,78.76,200000,164390.59910377598,-35609.40089622402,0.8219529955188799
2020-05-08,2,1.541558154345541,0.0,0.3018,0.0,81.8,200000,167585.86395205645,-32414.136047943553,0.8379293197602822
2020-05-09,2,1.4940969928591499,0.0,0.2954,0.0,79.59,200000,167585.86395205645,-32414.136047943553,0.8379293197602822
2020-05-10,1,1.1330599478069414,-318362.20355633827,0.2632,1162.1765877396426,72.1,200000,167585.86395205645,-32414.136047943553,0.8379293197602822
2020-05-11,1,0.859016620059759,-318362.20355633827,0.2515,1162.1765877396426,69.73,200000,161106.66765750435,-38893.33234249565,0.8055333382875218
2020-05-12,1,0.8090385113259307,-318362.20355633827,0.264,1162.1765877396426,73.31,200000,169246.7873860665,-30753.212613933487,0.8462339369303326
2020-05-13,2,1.2537254171792507,0.0,0.2712,0.0,73.81,200000,168145.43961547237,-31854.560384527635,0.8407271980773618
2020-05-14,0,0.6552325910500512,0.0,0.2685,0.0,74.56,200000,168145.43961547237,-31854.560384527635,0.8407271980773618
2020-05-15,2,1.5760348610380852,0.0,0.269,0.0,72.44,200000,168145.43961547237,-31854.560384527635,0.8407271980773618
2020-05-16,2,1.2919050572529902,0.0,0.2725,0.0,73.71,200000,168145.43961547237,-31854.560384527635,0.8407271980773618
2020-05-17,1,1.129360774134363,-303511.62385464326,0.277,1120.52138888093,75.03,200000,168145.43961547237,-31854.560384527635,0.8407271980773618
2020-05-18,2,1.5213786800377256,0.0,0.2866,0.0,76.2,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-05-19,2,1.8341991474977077,0.0,0.2961,0.0,77.15,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-05-20,2,3.3642688717025795,0.0,0.341,0.0,78.35,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-05-21,2,2.2299126305131063,0.0,0.3083,0.0,73.09,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-05-22,2,2.2472362716672767,0.0,0.3254,0.0,74.77,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-05-23,2,1.8471399723305137,0.0,0.3191,0.0,73.87,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-05-24,2,1.386980225924722,0.0,0.3033,0.0,71.67,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-05-25,2,1.9500293359011758,0.0,0.3318,0.0,73.6,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-05-26,2,2.1217856701394537,0.0,0.3408,0.0,72.61,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-05-27,2,1.6416764864910303,0.0,0.3388,0.0,73.6,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-05-28,2,1.647896067616211,0.0,0.3527,0.0,75.06,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-05-29,2,1.4776091968136262,0.0,0.3492,0.0,74.16,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-05-30,0,0.9589319779339072,0.0,0.3579,0.0,79.01,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-05-31,0,0.32258914488748713,0.0,0.3272,0.0,76.33,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-01,0,0.22480037375250495,0.0,0.3423,0.0,80.06,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-02,0,0.26595126738316544,0.0,0.338,0.0,78.26,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-03,0,0.22853617995841413,0.0,0.339,0.0,78.2,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-04,0,-0.08069546490043472,0.0,0.3347,0.0,78.6,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-05,0,0.04527688894574796,0.0,0.3368,0.0,77.81,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-06,0,-0.1810284278382182,0.0,0.3368,0.0,78.3,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-07,0,-0.4356904201666339,0.0,0.334,0.0,77.99,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-08,0,-0.5374612403794867,0.0,0.335,0.0,77.77,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-09,0,-0.5349819984667067,0.0,0.3333,0.0,77.42,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-10,2,1.304243584942377,0.0,0.3623,0.0,78.21,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-11,0,0.1735408071261007,0.0,0.3213,0.0,72.24,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-12,0,0.456799092874255,0.0,0.33,0.0,73.27,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-13,0,0.7472079543636225,0.0,0.3387,0.0,74.18,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-14,0,-0.012726162529657473,0.0,0.3221,0.0,72.56,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-15,0,-0.23619268271145596,0.0,0.3151,0.0,71.77,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-16,0,-0.42999285750676236,0.0,0.316,0.0,72.63,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-17,0,0.5518268506491242,0.0,0.324,0.0,72.42,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-18,2,1.4005465751277626,0.0,0.3255,0.0,71.46,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-19,2,1.4514409917697073,0.0,0.3201,0.0,70.1,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-20,0,0.8169155823778402,0.0,0.3197,0.0,71.01,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-21,0,0.9861606988570805,0.0,0.318,0.0,70.14,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-22,0,0.7018757887705974,0.0,0.3262,0.0,72.33,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-23,0,-0.5987470621588843,0.0,0.3229,0.0,74.01,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-24,0,-0.5090441111974326,0.0,0.3174,0.0,72.42,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-25,0,-0.6657198266739033,0.0,0.3107,0.0,71.11,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-26,-2,-1.7713904730645718,0.0,0.2998,0.0,70.68,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-27,-2,-1.9091332575716256,0.0,0.2818,0.0,66.92,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-28,-2,-1.5105913843552319,0.0,0.2876,0.0,67.7,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-29,-1,-1.0095442506370664,285771.2814469466,0.297,-1231.3081472471076,68.93,200000,169748.14117948627,-30251.858820513735,0.8487407058974313
2020-06-30,-2,-1.3342307794210024,0.0,0.2899,0.0,68.11,200000,170767.44459701696,-29232.55540298304,0.8538372229850848
2020-07-01,0,-0.27409170321800325,0.0,0.2989,0.0,68.31,200000,170767.44459701696,-29232.55540298304,0.8538372229850848
2020-07-02,2,2.5323859050528443,0.0,0.3184,0.0,66.62,200000,170767.44459701696,-29232.55540298304,0.8538372229850848
2020-07-03,2,3.171558059539,0.0,0.3391,0.0,66.46,200000,170767.44459701696,-29232.55540298304,0.8538372229850848
2020-07-04,2,2.0762700693530696,0.0,0.3358,0.0,67.63,200000,170767.44459701696,-29232.55540298304,0.8538372229850848
2020-07-05,2,2.2759007016719317,0.0,0.3461,0.0,67.24,200000,170767.44459701696,-29232.55540298304,0.8538372229850848
2020-07-06,2,1.5713713448267213,0.0,0.3522,0.0,70.26,200000,170767.44459701696,-29232.55540298304,0.8538372229850848
2020-07-07,2,2.6781523708049004,0.0,0.3935,0.0,69.92,200000,170767.44459701696,-29232.55540298304,0.8538372229850848
2020-07-08,2,1.88032276714973,0.0,0.3962,0.0,72.7,200000,170767.44459701696,-29232.55540298304,0.8538372229850848
2020-07-09,2,1.5785944112629835,0.0,0.3891,0.0,71.86,200000,170767.44459701696,-29232.55540298304,0.8538372229850848
2020-07-10,2,1.717064735271958,0.0,0.402,0.0,71.75,200000,170767.44459701696,-29232.55540298304,0.8538372229850848
2020-07-11,2,1.440363208451706,0.0,0.4039,0.0,72.68,200000,170767.44459701696,-29232.55540298304,0.8538372229850848
2020-07-12,2,1.2272195382496518,0.0,0.3976,0.0,72.05,200000,170767.44459701696,-29232.55540298304,0.8538372229850848
2020-07-13,2,1.477240786470584,0.0,0.4138,0.0,71.84,200000,170767.44459701696,-29232.55540298304,0.8538372229850848
2020-07-14,2,1.2313646868278272,0.0,0.4093,0.0,71.82,200000,170767.44459701696,-29232.55540298304,0.8538372229850848
2020-07-15,1,1.0202464563239984,-212926.98827558223,0.401,1200.5585250071495,71.12,200000,170767.44459701696,-29232.55540298304,0.8538372229850848
2020-07-16,1,0.7757471153755868,-212926.98827558223,0.3841,1200.5585250071495,69.28,200000,164959.95080914645,-35040.04919085355,0.8247997540457322
2020-07-17,1,0.8288886338078112,-212926.98827558223,0.3909,1200.5585250071495,69.58,200000,166768.02188692256,-33231.978113077435,0.8338401094346128
2020-07-18,1,0.7356705403923265,-212926.98827558223,0.388,1200.5585250071495,69.2,200000,165694.32138142065,-34305.678618579346,0.8284716069071033
2020-07-19,2,1.4521158087802533,0.0,0.4223,0.0,70.35,200000,176227.21951154238,-23772.780488457618,0.8811360975577119
2020-07-20,0,0.997430825234574,0.0,0.3998,0.0,68.86,200000,176227.21951154238,-23772.780488457618,0.8811360975577119
2020-07-21,0,0.9898126503167514,0.0,0.4123,0.0,71.09,200000,176227.21951154238,-23772.780488457618,0.8811360975577119
2020-07-22,0,0.37937169041690605,0.0,0.4131,0.0,73.38,200000,176227.21951154238,-23772.780488457618,0.8811360975577119
2020-07-23,0,0.07052775653565384,0.0,0.4083,0.0,73.35,200000,176227.21951154238,-23772.780488457618,0.8811360975577119
2020-07-24,0,-0.4572033301581396,0.0,0.3938,0.0,71.94,200000,176227.21951154238,-23772.780488457618,0.8811360975577119
2020-07-25,-1,-1.183196918695596,220836.11467611828,0.399,-1180.3564602246643,74.65,200000,176227.21951154238,-23772.780488457618,0.8811360975577119
2020-07-26,-2,-2.4787519013941206,0.0,0.3863,0.0,75.3,200000,179799.06986707513,-20200.93013292487,0.8989953493353756
2020-07-27,-2,-2.995051562457701,0.0,0.3695,0.0,77.55,200000,179799.06986707513,-20200.93013292487,0.8989953493353756
2020-07-28,-2,-2.4045544807572554,0.0,0.3794,0.0,79.82,200000,179799.06986707513,-20200.93013292487,0.8989953493353756
2020-07-29,-2,-2.26511501317909,0.0,0.3768,0.0,81.38,200000,179799.06986707513,-20200.93013292487,0.8989953493353756
2020-07-30,-2,-2.0058592575703784,0.0,0.3715,0.0,81.15,200000,179799.06986707513,-20200.93013292487,0.8989953493353756
2020-07-31,-2,-1.8060156342754388,0.0,0.3738,0.0,82.45,200000,179799.06986707513,-20200.93013292487,0.8989953493353756
2020-08-01,-2,-2.2216338387362486,0.0,0.3814,0.0,93.13,200000,179799.06986707513,-20200.93013292487,0.8989953493353756
2020-08-02,-2,-1.4875095278229844,0.0,0.3742,0.0,85.29,200000,179799.06986707513,-20200.93013292487,0.8989953493353756
2020-08-03,-2,-1.4833252082810162,0.0,0.3754,0.0,87.72,200000,179799.06986707513,-20200.93013292487,0.8989953493353756
2020-08-04,0,-0.8983344744071472,0.0,0.3971,0.0,86.88,200000,179799.06986707513,-20200.93013292487,0.8989953493353756
