date,statusList,zscore,ETCUSDT_position,ETCUSDT_price,IOSTUSDT_position,IOSTUSDT_price,init,total_asset,pnl,return
2020-02-28,-2,-1.2341051703464607,0.0,7.4529,0.0,0.005251,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-02-29,0,-0.8561786030232857,0.0,7.354,0.0,0.005115,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-01,0,0.6900775032968827,0.0,7.7346,0.0,0.005049,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-02,2,1.7355830628803393,0.0,8.456,0.0,0.005283,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-03,2,1.9758295914321682,0.0,8.4782,0.0,0.005186,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-04,0,-0.5759753428978746,0.0,7.9381,0.0,0.005471,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-05,0,-0.0022272338339463017,0.0,8.1748,0.0,0.005473,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-06,0,-0.8338443353639142,0.0,8.2189,0.0,0.00571,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-07,0,-0.7187279125484702,0.0,7.8017,0.0,0.005386,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-08,-2,-1.3662801999313428,0.0,6.4442,0.0,0.004615,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-09,0,0.6344569663305619,0.0,6.9302,0.0,0.004498,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-10,0,-0.04785017102514215,0.0,6.8285,0.0,0.004562,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-11,0,-0.2901335737891022,0.0,6.5922,0.0,0.004444,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-12,2,1.5704877835686297,0.0,3.7168,0.0,0.002293,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-13,2,3.268905991014038,0.0,4.8432,0.0,0.002562,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-14,2,1.8355859846926001,0.0,4.5898,0.0,0.002599,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-15,2,1.9668786189852756,0.0,5.0484,0.0,0.002761,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-16,2,1.915154295552937,0.0,4.4987,0.0,0.002417,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-17,2,1.514302306678923,0.0,4.6047,0.0,0.002515,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-18,2,1.3657793186104454,0.0,4.6039,0.0,0.00251,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-19,0,0.8986557552119071,0.0,5.0403,0.0,0.002847,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-20,0,-0.42553905515226853,0.0,4.8869,0.0,0.003146,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-21,0,-0.9591147352510284,0.0,5.008,0.0,0.003433,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-22,0,-0.3864515384553006,0.0,4.5935,0.0,0.002959,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-23,0,-0.5151955213788209,0.0,4.9669,0.0,0.003258,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-24,0,-0.6051111049740732,0.0,5.0657,0.0,0.003346,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-25,0,-0.1265317851293331,0.0,5.0181,0.0,0.003137,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-26,0,-0.10521424888171987,0.0,5.0968,0.0,0.003161,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-27,0,0.11243012747757343,0.0,4.9209,0.0,0.00297,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-28,0,-0.16758027809816423,0.0,4.8133,0.0,0.002958,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-29,0,0.6525439255282892,0.0,4.8126,0.0,0.002743,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-30,0,0.15838825930266298,0.0,4.9529,0.0,0.002925,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-03-31,0,-0.40424792847166596,0.0,4.9341,0.0,0.003034,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-04-01,0,-0.19511145217951395,0.0,5.0254,0.0,0.003036,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-04-02,0,-0.2954711320912276,0.0,5.0957,0.0,0.003122,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-04-03,0,-0.3854763531754888,0.0,5.1164,0.0,0.003169,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-04-04,0,-0.5334966729782601,0.0,5.1474,0.0,0.003241,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-04-05,0,-0.41162531982909206,0.0,5.0296,0.0,0.003157,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-04-06,0,-0.14903618674841074,0.0,5.6197,0.0,0.00349,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-04-07,0,0.0019465413080156006,0.0,5.4749,0.0,0.003395,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-04-08,0,0.39797264688394124,0.0,5.8256,0.0,0.003571,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-04-09,1,1.1311866326000948,-16665.953878230852,5.8893,28115383.034965616,0.003491,200000,196301.60435012993,-3698.395649870072,0.9815080217506497
2020-04-10,1,0.6060292103038645,-16665.953878230852,5.2478,28115383.034965616,0.003169,200000,176557.2415999859,-23442.758400014107,0.8827862079999295
2020-04-11,1,0.8789068355576212,-16665.953878230852,5.2804,28115383.034965616,0.00315,200000,176566.35941875188,-23433.640581248124,0.8828317970937594
2020-04-12,1,0.8249929167157966,-16665.953878230852,5.3145,28115383.034965616,0.003169,200000,177668.86072366388,-22331.139276336122,0.8883443036183194
2020-04-13,0,-0.21242251767335024,0.0,5.1805,0.0,0.003172,200000,193457.58342939394,-6542.416570606059,0.9672879171469697
2020-04-14,0,0.33779194273739294,0.0,5.2449,0.0,0.003163,200000,193457.58342939394,-6542.416570606059,0.9672879171469697
2020-04-15,0,0.9899232554412007,0.0,5.1002,0.0,0.003021,200000,193457.58342939394,-6542.416570606059,0.9672879171469697
2020-04-16,0,0.511830318396583,0.0,5.4755,0.0,0.003279,200000,193457.58342939394,-6542.416570606059,0.9672879171469697
2020-04-17,0,-0.069852750005243,0.0,5.3707,0.0,0.00326,200000,193457.58342939394,-6542.416570606059,0.9672879171469697
2020-04-18,0,0.49932269168422977,0.0,5.6573,0.0,0.003405,200000,193457.58342939394,-6542.416570606059,0.9672879171469697
2020-04-19,0,0.9067140814490499,0.0,5.4796,0.0,0.003277,200000,193457.58342939394,-6542.416570606059,0.9672879171469697
2020-04-20,2,1.8790166294985464,0.0,5.2249,0.0,0.003052,200000,193457.58342939394,-6542.416570606059,0.9672879171469697
2020-04-21,2,1.5669626673382306,0.0,5.1993,0.0,0.003044,200000,193457.58342939394,-6542.416570606059,0.9672879171469697
2020-04-22,1,1.0897944351033422,-17956.966549965095,5.3867,30437001.79820547,0.003178,200000,193457.58342939394,-6542.416570606059,0.9672879171469697
2020-04-23,1,0.597853236590494,-17956.966549965095,5.6028,30437001.79820547,0.003336,200000,202147.13018495787,2147.130184957874,1.0107356509247893
2020-04-24,0,-2.4553553781822792,0.0,5.5931,0.0,0.003587,200000,184715.1675898407,-15284.832410159288,0.9235758379492036
2020-04-25,0,-0.7513187522110804,0.0,5.75,0.0,0.003527,200000,184715.1675898407,-15284.832410159288,0.9235758379492036
2020-04-26,2,1.853897366142611,0.0,6.2159,0.0,0.003577,200000,184715.1675898407,-15284.832410159288,0.9235758379492036
2020-04-27,2,1.380822994108685,0.0,6.103,0.0,0.003538,200000,184715.1675898407,-15284.832410159288,0.9235758379492036
2020-04-28,2,1.649646404766606,0.0,6.1423,0.0,0.00352,200000,184715.1675898407,-15284.832410159288,0.9235758379492036
2020-04-29,0,0.9741114156034274,0.0,6.7433,0.0,0.003922,200000,184715.1675898407,-15284.832410159288,0.9235758379492036
2020-04-30,2,1.6683523073423905,0.0,6.4418,0.0,0.00366,200000,184715.1675898407,-15284.832410159288,0.9235758379492036
2020-05-01,2,1.3651188766597218,0.0,6.647,0.0,0.003791,200000,184715.1675898407,-15284.832410159288,0.9235758379492036
2020-05-02,2,2.9636442318127654,0.0,7.4719,0.0,0.003933,200000,184715.1675898407,-15284.832410159288,0.9235758379492036
2020-05-03,2,2.319000231141179,0.0,7.2077,0.0,0.003804,200000,184715.1675898407,-15284.832410159288,0.9235758379492036
2020-05-04,2,2.1694299963213255,0.0,7.214,0.0,0.003754,200000,184715.1675898407,-15284.832410159288,0.9235758379492036
2020-05-05,2,2.010867171663349,0.0,7.1905,0.0,0.003699,200000,184715.1675898407,-15284.832410159288,0.9235758379492036
2020-05-06,2,1.5250615959624172,0.0,6.8379,0.0,0.00357,200000,184715.1675898407,-15284.832410159288,0.9235758379492036
2020-05-07,2,1.3716964423519444,0.0,7.09,0.0,0.003699,200000,184715.1675898407,-15284.832410159288,0.9235758379492036
2020-05-08,0,0.8234058206886606,0.0,7.1445,0.0,0.003831,200000,184715.1675898407,-15284.832410159288,0.9235758379492036
2020-05-09,0,0.9413941576292952,0.0,7.0544,0.0,0.003734,200000,184715.1675898407,-15284.832410159288,0.9235758379492036
2020-05-10,0,0.5065808261959268,0.0,6.1909,0.0,0.003352,200000,184715.1675898407,-15284.832410159288,0.9235758379492036
2020-05-11,0,0.3986716706119104,0.0,6.0165,0.0,0.003268,200000,184715.1675898407,-15284.832410159288,0.9235758379492036
2020-05-12,0,-0.08250319383914033,0.0,6.0888,0.0,0.003396,200000,184715.1675898407,-15284.832410159288,0.9235758379492036
2020-05-13,0,-0.4964087665870711,0.0,6.2145,0.0,0.003544,200000,184715.1675898407,-15284.832410159288,0.9235758379492036
2020-05-14,0,-0.5406242241860654,0.0,6.2779,0.0,0.00355,200000,184715.1675898407,-15284.832410159288,0.9235758379492036
2020-05-15,0,0.5750164461328604,0.0,6.5011,0.0,0.003472,200000,184715.1675898407,-15284.832410159288,0.9235758379492036
2020-05-16,1,1.0250518958114028,-13797.481818237824,6.6938,26425631.987101678,0.003495,200000,184715.1675898407,-15284.832410159288,0.9235758379492036
2020-05-17,1,0.7588805430424491,-13797.481818237824,6.6575,26425631.987101678,0.003502,200000,184399.29842374838,-15600.701576251624,0.9219964921187419
2020-05-18,0,-0.09146140874692898,0.0,6.712,0.0,0.003639,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-05-19,0,0.00918306156925759,0.0,6.6712,0.0,0.00359,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-05-20,0,-0.9844802230271193,0.0,6.4513,0.0,0.00358,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-05-21,-2,-2.2445887488758567,0.0,6.1255,0.0,0.003566,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-05-22,-2,-3.154336733118921,0.0,6.4632,0.0,0.00417,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-05-23,-2,-1.6577108482810987,0.0,6.5575,0.0,0.003939,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-05-24,0,-0.7701258077584756,0.0,6.5819,0.0,0.003773,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-05-25,-2,-2.6415667481121603,0.0,6.8067,0.0,0.004598,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-05-26,-2,-2.0454534329567373,0.0,6.708,0.0,0.004459,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-05-27,-2,-1.5904054089718591,0.0,6.7757,0.0,0.00441,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-05-28,-2,-1.589636788700633,0.0,6.8609,0.0,0.004558,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-05-29,0,-0.8182447822956422,0.0,7.2254,0.0,0.004499,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-05-30,0,-0.9220039332595127,0.0,7.4928,0.0,0.004752,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-05-31,-2,-1.4454872813379391,0.0,6.9388,0.0,0.00471,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-06-01,-2,-1.5996100551755905,0.0,7.2045,0.0,0.005093,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-06-02,-2,-1.3701550152634638,0.0,6.9781,0.0,0.004899,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-06-03,-2,-1.4174452449932768,0.0,6.9413,0.0,0.00501,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-06-04,-2,-1.2302419034090455,0.0,6.9152,0.0,0.004952,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-06-05,-2,-1.4722349291204369,0.0,6.8436,0.0,0.005146,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-06-06,-2,-1.5771909500184182,0.0,6.862,0.0,0.005327,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-06-07,-2,-1.2696786136905491,0.0,6.8326,0.0,0.005165,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-06-08,-2,-1.2796657786379166,0.0,6.9004,0.0,0.005267,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-06-09,-2,-1.5834911722012797,0.0,6.7826,0.0,0.005431,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-06-10,-2,-1.7215156082073075,0.0,6.8084,0.0,0.005658,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-06-11,-2,-1.354915345098202,0.0,6.264,0.0,0.005085,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-06-12,-2,-1.7840079528013528,0.0,6.4048,0.0,0.00564,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-06-13,-2,-2.043667794232978,0.0,6.4923,0.0,0.006057,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-06-14,-2,-1.4769354167050286,0.0,6.3165,0.0,0.005607,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-06-15,-2,-1.2996673264071543,0.0,6.2414,0.0,0.00552,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-06-16,-2,-1.5677222452907296,0.0,6.2527,0.0,0.005911,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-06-17,-1,-1.1872233860101644,14418.365149132482,6.2823,-15849605.49018285,0.005715,200000,181160.99075278998,-18839.009247210022,0.9058049537639499
2020-06-18,-1,-1.1891897977331358,14418.365149132482,6.2085,-15849605.49018285,0.005711,200000,180033.51698282326,-19966.48301717674,0.9001675849141163
2020-06-19,-1,-1.1774942461364502,14418.365149132482,6.3406,-15849605.49018285,0.00587,200000,184458.27029196275,-15541.729708037252,0.9222913514598138
2020-06-20,-2,-1.4051864371600449,0.0,6.2619,0.0,0.006064,200000,186986.6377179061,-13013.362282093905,0.9349331885895305
2020-06-21,-2,-1.229009790494692,0.0,6.2125,0.0,0.00597,200000,186986.6377179061,-13013.362282093905,0.9349331885895305
2020-06-22,-2,-1.7896002742269328,0.0,6.3745,0.0,0.006767,200000,186986.6377179061,-13013.362282093905,0.9349331885895305
2020-06-23,-2,-1.414159884550835,0.0,6.3735,0.0,0.006545,200000,186986.6377179061,-13013.362282093905,0.9349331885895305
2020-06-24,-2,-1.2817736144933327,0.0,6.2228,0.0,0.006352,200000,186986.6377179061,-13013.362282093905,0.9349331885895305
2020-06-25,-1,-1.019638702996532,15193.765862604909,6.1534,-15204637.966978867,0.006149,200000,186986.6377179061,-13013.362282093905,0.9349331885895305
2020-06-26,-1,-1.039973494381124,15193.765862604909,6.044,-15204637.966978867,0.006122,200000,184913.91450742868,-15086.085492571321,0.9245695725371434
2020-06-27,-1,-0.7525680959081453,15193.765862604909,5.589,-15204637.966978867,0.005522,200000,168877.96825975613,-31122.031740243867,0.8443898412987807
2020-06-28,-1,-0.588298244388923,15193.765862604909,5.7511,-15204637.966978867,0.005625,200000,172906.95541668322,-27093.044583316776,0.8645347770834161
2020-06-29,-1,-0.3267215353906543,15193.765862604909,5.8253,-15204637.966978867,0.005613,200000,173851.87718808476,-26148.122811915237,0.8692593859404238
2020-06-30,-1,-0.23740769183681437,15193.765862604909,5.7284,-15204637.966978867,0.005518,200000,170935.16066913534,-29064.839330864663,0.8546758033456767
2020-07-01,-1,-0.6577869858687074,15193.765862604909,5.7095,-15204637.966978867,0.00567,200000,172959.10346531292,-27040.896534687083,0.8647955173265646
2020-07-02,0,-0.036741874836580264,0.0,5.6408,0.0,0.005443,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-03,0,-0.13726316503896324,0.0,5.6483,0.0,0.005488,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-04,0,-0.29450320481252007,0.0,5.6977,0.0,0.005601,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-05,-2,-3.230421900020792,0.0,5.6498,0.0,0.006866,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-06,0,-0.9534764238975538,0.0,6.1047,0.0,0.006409,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-07,0,-0.7607049138101261,0.0,6.2192,0.0,0.006483,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-08,0,0.05279403880148311,0.0,6.634,0.0,0.006624,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-09,0,0.7719326406751769,0.0,6.6456,0.0,0.006415,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-10,0,-0.005657594322547646,0.0,6.3821,0.0,0.006419,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-11,0,0.3058903165242705,0.0,6.5017,0.0,0.00645,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-12,0,0.3734197989633879,0.0,6.4603,0.0,0.006368,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-13,0,0.9657267643517295,0.0,6.3015,0.0,0.006015,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-14,0,0.486587225211855,0.0,6.3273,0.0,0.006164,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-15,0,0.5649535421598599,0.0,6.2219,0.0,0.006028,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-16,0,0.5265376983516933,0.0,6.0317,0.0,0.005841,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-17,0,0.15290975149523311,0.0,6.029,0.0,0.005945,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-18,0,0.4771321915817119,0.0,6.0518,0.0,0.005871,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-19,0,0.09340886858567915,0.0,6.1004,0.0,0.006039,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-20,0,0.23591758985904623,0.0,6.0289,0.0,0.005934,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-21,0,0.3049969506217876,0.0,6.1908,0.0,0.006069,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-22,0,0.14686852092936964,0.0,6.3569,0.0,0.006288,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-23,0,0.6126087638779314,0.0,6.4402,0.0,0.006229,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-24,0,0.8198299758868602,0.0,6.2548,0.0,0.005979,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-25,2,2.635991442885379,0.0,6.7067,0.0,0.006084,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-26,2,2.4649433537807295,0.0,6.6358,0.0,0.00598,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-27,2,3.7706968648873875,0.0,7.1167,0.0,0.005545,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-28,2,2.3984024078544404,0.0,7.2125,0.0,0.005826,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-29,2,2.2941359803052124,0.0,7.2644,0.0,0.0057,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-30,2,1.958823396692787,0.0,7.3422,0.0,0.005749,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-07-31,2,1.5828237468936517,0.0,7.3976,0.0,0.005862,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-08-01,2,1.675210204455104,0.0,7.833,0.0,0.006032,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
2020-08-02,2,1.6820965801407222,0.0,7.1939,0.0,0.005414,200000,184040.48769439032,-15959.512305609678,0.9202024384719516
