date,statusList,zscore,MITHUSDT_position,MITHUSDT_price,DASHUSDT_position,DASHUSDT_price,init,total_asset,pnl,return
2020-02-22,0,0.38820398129635275,0.0,0.0084,0.0,103.79,200000,190664.5374065907,-9335.462593409291,0.9533226870329535
2020-02-23,0,-0.23863128907698447,0.0,0.00845,0.0,108.09,200000,190664.5374065907,-9335.462593409291,0.9533226870329535
2020-02-24,0,-0.25942306238400703,0.0,0.00809,0.0,103.41,200000,190664.5374065907,-9335.462593409291,0.9533226870329535
2020-02-25,0,-0.54391037823416,0.0,0.00743,0.0,95.52,200000,190664.5374065907,-9335.462593409291,0.9533226870329535
2020-02-26,0,-0.6941947194068855,0.0,0.00649,0.0,84.29,200000,190664.5374065907,-9335.462593409291,0.9533226870329535
2020-02-27,-2,-1.2455913420111142,0.0,0.00667,0.0,89.88,200000,190664.5374065907,-9335.462593409291,0.9533226870329535
2020-02-28,-1,-1.1739806056785913,14488186.73302361,0.00658,-1082.2144250572749,88.09,200000,190664.5374065907,-9335.462593409291,0.9533226870329535
2020-02-29,-1,-1.1842496492429075,14488186.73302361,0.00636,-1082.2144250572749,85.35,200000,184511.86880066857,-15488.13119933143,0.9225593440033428
2020-03-01,-2,-1.309888598188126,0.0,0.00624,0.0,84.59,200000,191802.77040811826,-8197.22959188174,0.9590138520405913
2020-03-02,-2,-1.3035550075523599,0.0,0.00666,0.0,90.26,200000,191802.77040811826,-8197.22959188174,0.9590138520405913
2020-03-03,0,-0.9048868410371906,0.0,0.00665,0.0,88.56,200000,191802.77040811826,-8197.22959188174,0.9590138520405913
2020-03-04,0,-0.22930252071450544,0.0,0.00674,0.0,86.88,200000,191802.77040811826,-8197.22959188174,0.9590138520405913
2020-03-05,0,0.05789544805340334,0.0,0.00703,0.0,89.87,200000,191802.77040811826,-8197.22959188174,0.9590138520405913
2020-03-06,0,0.3046322559158778,0.0,0.00739,0.0,93.94,200000,191802.77040811826,-8197.22959188174,0.9590138520405913
2020-03-07,0,0.7310658873276179,0.0,0.00698,0.0,88.12,200000,191802.77040811826,-8197.22959188174,0.9590138520405913
2020-03-08,0,0.7364450794023695,0.0,0.00584,0.0,73.7,200000,191802.77040811826,-8197.22959188174,0.9590138520405913
2020-03-09,2,2.028739766547384,0.0,0.00609,0.0,73.65,200000,191802.77040811826,-8197.22959188174,0.9590138520405913
2020-03-10,2,1.7267863852182717,0.0,0.00613,0.0,74.6,200000,191802.77040811826,-8197.22959188174,0.9590138520405913
2020-03-11,2,1.790281753679567,0.0,0.006,0.0,72.24,200000,191802.77040811826,-8197.22959188174,0.9590138520405913
2020-03-12,-2,-3.1949615390256105,0.0,0.0028,0.0,44.4,200000,191802.77040811826,-8197.22959188174,0.9590138520405913
2020-03-13,-2,-2.7280851942386644,0.0,0.00311,0.0,51.16,200000,191802.77040811826,-8197.22959188174,0.9590138520405913
2020-03-14,-2,-1.7603301900580217,0.0,0.00297,0.0,45.97,200000,191802.77040811826,-8197.22959188174,0.9590138520405913
2020-03-15,-2,-1.5363063407618092,0.0,0.00306,0.0,47.31,200000,191802.77040811826,-8197.22959188174,0.9590138520405913
2020-03-16,-2,-1.3071821060220168,0.0,0.00281,0.0,43.12,200000,191802.77040811826,-8197.22959188174,0.9590138520405913
2020-03-17,-2,-1.4917687301559541,0.0,0.00285,0.0,45.57,200000,191802.77040811826,-8197.22959188174,0.9590138520405913
2020-03-18,-2,-2.7456340022275576,0.0,0.00287,0.0,62.64,200000,191802.77040811826,-8197.22959188174,0.9590138520405913
2020-03-19,-2,-1.6377012454846602,0.0,0.00354,0.0,65.47,200000,191802.77040811826,-8197.22959188174,0.9590138520405913
2020-03-20,-2,-2.026639537984145,0.0,0.00329,0.0,71.78,200000,191802.77040811826,-8197.22959188174,0.9590138520405913
2020-03-21,-2,-1.7462327131417352,0.0,0.00327,0.0,71.37,200000,191802.77040811826,-8197.22959188174,0.9590138520405913
2020-03-22,-2,-1.4468719024436525,0.0,0.00295,0.0,62.44,200000,191802.77040811826,-8197.22959188174,0.9590138520405913
2020-03-23,-2,-1.428591491603717,0.0,0.00319,0.0,70.87,200000,191802.77040811826,-8197.22959188174,0.9590138520405913
2020-03-24,-1,-1.184586601734575,29599192.96421578,0.00324,-1379.2806731491316,69.53,200000,191802.77040811826,-8197.22959188174,0.9590138520405913
2020-03-25,-1,-0.8827476581152399,29599192.96421578,0.00336,-1379.2806731491316,67.72,200000,192858.17554542422,-7141.824454575777,0.9642908777271211
2020-03-26,-1,-0.7542136248488271,29599192.96421578,0.00343,-1379.2806731491316,68.23,200000,195633.55219622538,-4366.447803774616,0.9781677609811269
2020-03-27,-1,-0.7639323138520477,29599192.96421578,0.00331,-1379.2806731491316,67.59,200000,191198.90940970404,-8801.090590295964,0.9559945470485202
2020-03-28,-1,-0.7334562516167799,29599192.96421578,0.00315,-1379.2806731491316,65.21,200000,183180.3505333346,-16819.649466665403,0.915901752666673
2020-03-29,-1,-0.6001798684366484,29599192.96421578,0.00297,-1379.2806731491316,60.46,200000,171300.91260231737,-28699.087397682626,0.8565045630115868
2020-03-30,-1,-0.6651010437222868,29599192.96421578,0.00314,-1379.2806731491316,65.81,200000,183711.92700758192,-16288.072992418078,0.9185596350379096
2020-03-31,0,-0.17051808367126495,0.0,0.00335,0.0,64.97,200000,182257.33931249444,-17742.66068750556,0.9112866965624722
2020-04-01,0,-0.02740569990473518,0.0,0.00344,0.0,66.03,200000,182257.33931249444,-17742.66068750556,0.9112866965624722
2020-04-02,0,0.020566976400483064,0.0,0.00351,0.0,67.51,200000,182257.33931249444,-17742.66068750556,0.9112866965624722
2020-04-03,0,-0.1142867863667331,0.0,0.0034,0.0,67.4,200000,182257.33931249444,-17742.66068750556,0.9112866965624722
2020-04-04,0,0.12605509114315158,0.0,0.0035,0.0,68.46,200000,182257.33931249444,-17742.66068750556,0.9112866965624722
2020-04-05,0,0.49059037618190926,0.0,0.00346,0.0,66.89,200000,182257.33931249444,-17742.66068750556,0.9112866965624722
2020-04-06,2,1.3703751931195032,0.0,0.00388,0.0,73.19,200000,182257.33931249444,-17742.66068750556,0.9112866965624722
2020-04-07,0,0.5335249401542359,0.0,0.00368,0.0,72.22,200000,182257.33931249444,-17742.66068750556,0.9112866965624722
2020-04-08,1,1.1960065786783114,-23012290.317234147,0.00396,1206.682596083782,75.52,200000,182257.33931249444,-17742.66068750556,0.9112866965624722
2020-04-09,0,-1.2176175889597063,0.0,0.00386,0.0,82.83,200000,171135.26050339857,-28864.739496601425,0.8556763025169929
2020-04-10,-1,-1.077362015914569,24517945.630859394,0.00349,-1154.7588428029594,74.1,200000,171135.26050339857,-28864.739496601425,0.8556763025169929
2020-04-11,-2,-1.419260504346121,0.0,0.00346,0.0,74.97,200000,172875.43906556294,-27124.56093443706,0.8643771953278148
2020-04-12,0,-0.9842980169542659,0.0,0.00352,0.0,74.1,200000,172875.43906556294,-27124.56093443706,0.8643771953278148
2020-04-13,0,0.9529897742930783,0.0,0.0038,0.0,73.13,200000,172875.43906556294,-27124.56093443706,0.8643771953278148
2020-04-14,2,1.4895764992005653,0.0,0.00387,0.0,72.32,200000,172875.43906556294,-27124.56093443706,0.8643771953278148
2020-04-15,0,-0.5487582424970187,0.0,0.00345,0.0,70.7,200000,172875.43906556294,-27124.56093443706,0.8643771953278148
2020-04-16,-1,-1.0770321520826387,23943966.629579354,0.00361,-1135.9931598473054,76.09,200000,172875.43906556294,-27124.56093443706,0.8643771953278148
2020-04-17,-1,-1.1401178902544367,23943966.629579354,0.0036,-1135.9931598473054,76.31,200000,172885.91789443354,-27114.082105566456,0.8644295894721677
2020-04-18,-1,-0.8932289836679841,23943966.629579354,0.00382,-1135.9931598473054,80.16,200000,182527.1642183531,-17472.835781646892,0.9126358210917656
2020-04-19,-2,-1.6300270935450416,0.0,0.00365,0.0,80.23,200000,176620.6920821476,-23379.30791785239,0.8831034604107381
2020-04-20,-2,-1.4834921175943463,0.0,0.00337,0.0,74.29,200000,176620.6920821476,-23379.30791785239,0.8831034604107381
2020-04-21,-2,-1.2809154146084383,0.0,0.00339,0.0,74.48,200000,176620.6920821476,-23379.30791785239,0.8831034604107381
2020-04-22,-2,-1.621715349578949,0.0,0.00355,0.0,80.8,200000,176620.6920821476,-23379.30791785239,0.8831034604107381
2020-04-23,-2,-1.5360131516116051,0.0,0.00354,0.0,81.26,200000,176620.6920821476,-23379.30791785239,0.8831034604107381
2020-04-24,0,-0.8356132944135142,0.0,0.0037,0.0,81.37,200000,176620.6920821476,-23379.30791785239,0.8831034604107381
2020-04-25,-2,-1.2953665738446538,0.0,0.00374,0.0,85.78,200000,176620.6920821476,-23379.30791785239,0.8831034604107381
2020-04-26,0,-0.5676552016992198,0.0,0.00384,0.0,84.12,200000,176620.6920821476,-23379.30791785239,0.8831034604107381
2020-04-27,0,0.05119842385751749,0.0,0.00391,0.0,82.75,200000,176620.6920821476,-23379.30791785239,0.8831034604107381
2020-04-28,0,0.23484779803181577,0.0,0.0039,0.0,82.21,200000,176620.6920821476,-23379.30791785239,0.8831034604107381
2020-04-29,0,-0.18483276322689213,0.0,0.00396,0.0,85.36,200000,176620.6920821476,-23379.30791785239,0.8831034604107381
2020-04-30,0,-0.054764835107400704,0.0,0.00377,0.0,80.74,200000,176620.6920821476,-23379.30791785239,0.8831034604107381
2020-05-01,0,0.19768311921683906,0.0,0.00393,0.0,82.95,200000,176620.6920821476,-23379.30791785239,0.8831034604107381
2020-05-02,0,0.2248406108028248,0.0,0.00395,0.0,83.26,200000,176620.6920821476,-23379.30791785239,0.8831034604107381
2020-05-03,0,0.5937765251873764,0.0,0.00389,0.0,81.07,200000,176620.6920821476,-23379.30791785239,0.8831034604107381
2020-05-04,0,0.9838957581067279,0.0,0.00381,0.0,79.54,200000,176620.6920821476,-23379.30791785239,0.8831034604107381
2020-05-05,2,1.7531110273686528,0.0,0.0039,0.0,79.37,200000,176620.6920821476,-23379.30791785239,0.8831034604107381
2020-05-06,2,2.07133584450598,0.0,0.00387,0.0,77.11,200000,176620.6920821476,-23379.30791785239,0.8831034604107381
2020-05-07,0,0.5845729603831081,0.0,0.00375,0.0,78.76,200000,176620.6920821476,-23379.30791785239,0.8831034604107381
2020-05-08,0,0.9363157340778323,0.0,0.00395,0.0,81.8,200000,176620.6920821476,-23379.30791785239,0.8831034604107381
2020-05-09,1,1.199690072424704,-22643678.472070206,0.0039,1109.5658504972207,79.59,200000,176620.6920821476,-23379.30791785239,0.8831034604107381
2020-05-10,1,0.9967315111750036,-22643678.472070206,0.00352,1109.5658504972207,72.1,200000,159705.44604253673,-40294.55395746327,0.7985272302126837
2020-05-11,2,1.8145646444836852,0.0,0.00355,0.0,69.73,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-05-12,0,0.5127850732533363,0.0,0.00355,0.0,73.31,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-05-13,0,0.40453495333516276,0.0,0.00357,0.0,73.81,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-05-14,2,1.2050308381176797,0.0,0.00372,0.0,74.56,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-05-15,2,1.374566286384994,0.0,0.00363,0.0,72.44,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-05-16,2,2.9818652703317565,0.0,0.00396,0.0,73.71,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-05-17,0,0.9909688506946648,0.0,0.00379,0.0,75.03,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-05-18,2,1.3653131514579948,0.0,0.00392,0.0,76.2,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-05-19,0,0.42623985074732296,0.0,0.00385,0.0,77.15,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-05-20,0,-0.5654209181082576,0.0,0.00379,0.0,78.35,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-05-21,2,1.853054224209246,0.0,0.00385,0.0,73.09,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-05-22,2,3.0475796937866666,0.0,0.00427,0.0,74.77,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-05-23,2,3.014416881256106,0.0,0.00446,0.0,73.87,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-05-24,2,3.041667000619759,0.0,0.00468,0.0,71.67,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-05-25,2,3.1086449553680797,0.0,0.00539,0.0,73.6,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-05-26,2,1.9638727079399176,0.0,0.00495,0.0,72.61,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-05-27,2,1.4071097505458317,0.0,0.00481,0.0,73.6,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-05-28,0,0.9368003452558716,0.0,0.00469,0.0,75.06,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-05-29,2,1.239491423498804,0.0,0.00489,0.0,74.16,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-05-30,0,0.7165427002841004,0.0,0.00493,0.0,79.01,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-05-31,0,0.470505953166007,0.0,0.00465,0.0,76.33,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-06-01,0,0.23631077319542962,0.0,0.00477,0.0,80.06,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-06-02,0,0.4314170306091748,0.0,0.00482,0.0,78.26,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-06-03,0,0.5242449003224812,0.0,0.00491,0.0,78.2,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-06-04,2,1.5548671284040563,0.0,0.00561,0.0,78.6,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-06-05,0,0.7043551884844742,0.0,0.00512,0.0,77.81,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-06-06,2,1.288222853405197,0.0,0.00555,0.0,78.3,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-06-07,0,0.9815256750485851,0.0,0.00541,0.0,77.99,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-06-08,0,0.8666319868080329,0.0,0.00537,0.0,77.77,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-06-09,2,1.3466020197178266,0.0,0.00558,0.0,77.42,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-06-10,1,1.1533873640885992,-16125289.398817379,0.00557,1148.4191529396855,78.21,200000,179635.72390282562,-20364.276097174385,0.898178619514128
2020-06-11,0,0.053236711863006804,0.0,0.0048,0.0,72.24,200000,174075.31340878614,-25924.68659121386,0.8703765670439307
2020-06-12,0,0.36858800616093224,0.0,0.00499,0.0,73.27,200000,174075.31340878614,-25924.68659121386,0.8703765670439307
2020-06-13,1,1.1935703036342884,-16299186.648762748,0.00534,1173.3305028901734,74.18,200000,174075.31340878614,-25924.68659121386,0.8703765670439307
2020-06-14,2,2.6357312600449765,0.0,0.00585,0.0,72.56,200000,184288.69401433723,-15711.305985662766,0.9214434700716861
2020-06-15,2,1.8670018552874679,0.0,0.00562,0.0,71.77,200000,184288.69401433723,-15711.305985662766,0.9214434700716861
2020-06-16,2,2.9086245588117627,0.0,0.00664,0.0,72.63,200000,184288.69401433723,-15711.305985662766,0.9214434700716861
2020-06-17,2,2.293330903581478,0.0,0.00659,0.0,72.42,200000,184288.69401433723,-15711.305985662766,0.9214434700716861
2020-06-18,2,1.6256020498510972,0.0,0.00623,0.0,71.46,200000,184288.69401433723,-15711.305985662766,0.9214434700716861
2020-06-19,2,1.5382090502156525,0.0,0.00619,0.0,70.1,200000,184288.69401433723,-15711.305985662766,0.9214434700716861
2020-06-20,2,1.3690355943865822,0.0,0.00626,0.0,71.01,200000,184288.69401433723,-15711.305985662766,0.9214434700716861
2020-06-21,2,1.3305108565653194,0.0,0.00625,0.0,70.14,200000,184288.69401433723,-15711.305985662766,0.9214434700716861
2020-06-22,1,1.032116164129878,-14626086.826534702,0.0063,1273.9436887483564,72.33,200000,184288.69401433723,-15711.305985662766,0.9214434700716861
2020-06-23,1,0.6017061020347136,-14626086.826534702,0.00619,1273.9436887483564,74.01,200000,184820.0498605157,-15179.95013948431,0.9241002493025785
2020-06-24,1,0.3882424784631274,-14626086.826534702,0.00595,1273.9436887483564,72.42,200000,179284.21855703747,-20715.78144296253,0.8964210927851873
2020-06-25,1,0.4794191015561297,-14626086.826534702,0.00595,1273.9436887483564,71.11,200000,177615.3523247771,-22384.647675222892,0.8880767616238856
2020-06-26,1,0.29956717957138856,-14626086.826534702,0.00584,1273.9436887483564,70.68,200000,175458.6869876965,-24541.313012303493,0.8772934349384826
2020-06-27,0,-0.15095559545247855,0.0,0.00531,0.0,66.92,200000,176700.9034121965,-23299.096587803506,0.8835045170609824
2020-06-28,0,0.043806868962679546,0.0,0.00552,0.0,67.7,200000,176700.9034121965,-23299.096587803506,0.8835045170609824
2020-06-29,0,0.2612247518660745,0.0,0.00577,0.0,68.93,200000,176700.9034121965,-23299.096587803506,0.8835045170609824
2020-06-30,0,0.12444563577695165,0.0,0.00567,0.0,68.11,200000,176700.9034121965,-23299.096587803506,0.8835045170609824
2020-07-01,0,0.2259545793096532,0.0,0.00578,0.0,68.31,200000,176700.9034121965,-23299.096587803506,0.8835045170609824
2020-07-02,0,0.05489414045293734,0.0,0.00562,0.0,66.62,200000,176700.9034121965,-23299.096587803506,0.8835045170609824
2020-07-03,0,0.7624889275065153,0.0,0.00583,0.0,66.46,200000,176700.9034121965,-23299.096587803506,0.8835045170609824
2020-07-04,2,1.2529624886917337,0.0,0.00609,0.0,67.63,200000,176700.9034121965,-23299.096587803506,0.8835045170609824
2020-07-05,0,0.022076663710095343,0.0,0.00577,0.0,67.24,200000,176700.9034121965,-23299.096587803506,0.8835045170609824
2020-07-06,0,-0.012916757165647693,0.0,0.006,0.0,70.26,200000,176700.9034121965,-23299.096587803506,0.8835045170609824
2020-07-07,0,-0.30849672668386346,0.0,0.00589,0.0,69.92,200000,176700.9034121965,-23299.096587803506,0.8835045170609824
2020-07-08,0,-0.23171191032694383,0.0,0.00613,0.0,72.7,200000,176700.9034121965,-23299.096587803506,0.8835045170609824
2020-07-09,2,1.325305742173465,0.0,0.00637,0.0,71.86,200000,176700.9034121965,-23299.096587803506,0.8835045170609824
2020-07-10,2,3.3591410433395934,0.0,0.00719,0.0,71.75,200000,176700.9034121965,-23299.096587803506,0.8835045170609824
2020-07-11,2,1.9836813236214892,0.0,0.00694,0.0,72.68,200000,176700.9034121965,-23299.096587803506,0.8835045170609824
2020-07-12,0,0.8967279076294753,0.0,0.00652,0.0,72.05,200000,176700.9034121965,-23299.096587803506,0.8835045170609824
2020-07-13,2,1.2093494763131059,0.0,0.00666,0.0,71.84,200000,176700.9034121965,-23299.096587803506,0.8835045170609824
2020-07-14,2,1.5262448097828398,0.0,0.00685,0.0,71.82,200000,176700.9034121965,-23299.096587803506,0.8835045170609824
2020-07-15,1,1.1769323876093314,-13186634.582999738,0.0067,1242.2729429991316,71.12,200000,176700.9034121965,-23299.096587803506,0.8835045170609824
2020-07-16,1,1.184804793154842,-13186634.582999738,0.00658,1242.2729429991316,69.28,200000,172832.72504711812,-27167.274952881882,0.8641636252355906
2020-07-17,2,1.3252480778804359,0.0,0.00671,0.0,69.58,200000,178745.87009024515,-21254.129909754847,0.8937293504512258
2020-07-18,2,2.5221267816064725,0.0,0.00738,0.0,69.2,200000,178745.87009024515,-21254.129909754847,0.8937293504512258
2020-07-19,2,3.1008888461047492,0.0,0.00848,0.0,70.35,200000,178745.87009024515,-21254.129909754847,0.8937293504512258
2020-07-20,2,3.2504328520319485,0.0,0.00963,0.0,68.86,200000,178745.87009024515,-21254.129909754847,0.8937293504512258
2020-07-21,2,2.0016961879317496,0.0,0.0091,0.0,71.09,200000,178745.87009024515,-21254.129909754847,0.8937293504512258
2020-07-22,2,3.0839708804453285,0.0,0.0124,0.0,73.38,200000,178745.87009024515,-21254.129909754847,0.8937293504512258
2020-07-23,2,2.179248298305676,0.0,0.01174,0.0,73.35,200000,178745.87009024515,-21254.129909754847,0.8937293504512258
2020-07-24,2,1.602690246201213,0.0,0.01089,0.0,71.94,200000,178745.87009024515,-21254.129909754847,0.8937293504512258
2020-07-25,2,1.2457179779632208,0.0,0.01087,0.0,74.65,200000,178745.87009024515,-21254.129909754847,0.8937293504512258
2020-07-26,0,0.916403351868797,0.0,0.01048,0.0,75.3,200000,178745.87009024515,-21254.129909754847,0.8937293504512258
2020-07-27,0,-0.07393893471724756,0.0,0.00879,0.0,77.55,200000,178745.87009024515,-21254.129909754847,0.8937293504512258
2020-07-28,0,0.043841196686548144,0.0,0.00943,0.0,79.82,200000,178745.87009024515,-21254.129909754847,0.8937293504512258
2020-07-29,0,-0.25999010640298864,0.0,0.00909,0.0,81.38,200000,178745.87009024515,-21254.129909754847,0.8937293504512258
2020-07-30,0,-0.12213608818624198,0.0,0.00941,0.0,81.15,200000,178745.87009024515,-21254.129909754847,0.8937293504512258
2020-07-31,0,-0.4409929385111805,0.0,0.00899,0.0,82.45,200000,178745.87009024515,-21254.129909754847,0.8937293504512258
2020-08-01,0,-0.9269512872942954,0.0,0.00914,0.0,93.13,200000,178745.87009024515,-21254.129909754847,0.8937293504512258
2020-08-02,0,-0.766591819665625,0.0,0.00877,0.0,85.29,200000,178745.87009024515,-21254.129909754847,0.8937293504512258
2020-08-03,0,-0.9095047438480159,0.0,0.00877,0.0,87.72,200000,178745.87009024515,-21254.129909754847,0.8937293504512258
2020-08-04,0,-0.722072467300892,0.0,0.00914,0.0,86.88,200000,178745.87009024515,-21254.129909754847,0.8937293504512258
