date,statusList,zscore,TRXUSDT_position,TRXUSDT_price,VETUSDT_position,VETUSDT_price,init,total_asset,pnl,return
2020-02-24,-2,-1.6156224064483125,0.0,0.01988,0.0,0.006713,200000,197068.18821744362,-2931.8117825563822,0.985340941087218
2020-02-25,0,-0.8374055906688622,0.0,0.01891,0.0,0.006211,200000,197068.18821744362,-2931.8117825563822,0.985340941087218
2020-02-26,-2,-1.5074773989296668,0.0,0.01636,0.0,0.005554,200000,197068.18821744362,-2931.8117825563822,0.985340941087218
2020-02-27,-2,-1.454603485462213,0.0,0.01701,0.0,0.005806,200000,197068.18821744362,-2931.8117825563822,0.985340941087218
2020-02-28,0,-0.9992630338858595,0.0,0.0171,0.0,0.00575,200000,197068.18821744362,-2931.8117825563822,0.985340941087218
2020-02-29,-1,-1.1892020174137556,5979010.5648496235,0.01648,-17548369.38712766,0.005615,200000,197068.18821744362,-2931.8117825563822,0.985340941087218
2020-03-01,-1,-0.36122792963905587,5979010.5648496235,0.01643,-17548369.38712766,0.005427,200000,193470.14424442113,-6529.855755578872,0.9673507212221056
2020-03-02,-1,-0.4908326696172435,5979010.5648496235,0.01759,-17548369.38712766,0.005837,200000,207600.62794836905,7600.627948369045,1.0380031397418452
2020-03-03,-1,-0.708301075117416,5979010.5648496235,0.01723,-17548369.38712766,0.005773,200000,204325.088504247,4325.088504246989,1.021625442521235
2020-03-04,-1,-1.1589529839112138,5979010.5648496235,0.01774,-17548369.38712766,0.006035,200000,211972.05667174776,11972.056671747763,1.0598602833587387
2020-03-05,-2,-1.2514242625299357,0.0,0.01789,0.0,0.006129,200000,197657.64518598927,-2342.3548140107305,0.9882882259299464
2020-03-06,0,-0.469222078591904,0.0,0.01833,0.0,0.00614,200000,197657.64518598927,-2342.3548140107305,0.9882882259299464
2020-03-07,0,-0.9341486748655712,0.0,0.01699,0.0,0.005788,200000,197657.64518598927,-2342.3548140107305,0.9882882259299464
2020-03-08,2,1.4143321991215692,0.0,0.01465,0.0,0.004698,200000,197657.64518598927,-2342.3548140107305,0.9882882259299464
2020-03-09,2,2.6581312767914573,0.0,0.01504,0.0,0.004674,200000,197657.64518598927,-2342.3548140107305,0.9882882259299464
2020-03-10,2,2.272590520007274,0.0,0.01508,0.0,0.004691,200000,197657.64518598927,-2342.3548140107305,0.9882882259299464
2020-03-11,2,2.715102568249575,0.0,0.01489,0.0,0.004462,200000,197657.64518598927,-2342.3548140107305,0.9882882259299464
2020-03-12,2,3.3640602666170984,0.0,0.00841,0.0,0.002283,200000,197657.64518598927,-2342.3548140107305,0.9882882259299464
2020-03-13,2,2.445687546331453,0.0,0.01029,0.0,0.002823,200000,197657.64518598927,-2342.3548140107305,0.9882882259299464
2020-03-14,2,2.488092140266837,0.0,0.00973,0.0,0.002545,200000,197657.64518598927,-2342.3548140107305,0.9882882259299464
2020-03-15,2,2.5525025991282395,0.0,0.01026,0.0,0.002524,200000,197657.64518598927,-2342.3548140107305,0.9882882259299464
2020-03-16,2,2.414929750632152,0.0,0.00961,0.0,0.00226,200000,197657.64518598927,-2342.3548140107305,0.9882882259299464
2020-03-17,2,1.6961179050770527,0.0,0.01002,0.0,0.002467,200000,197657.64518598927,-2342.3548140107305,0.9882882259299464
2020-03-18,2,1.4184237932962656,0.0,0.01022,0.0,0.002544,200000,197657.64518598927,-2342.3548140107305,0.9882882259299464
2020-03-19,2,1.240500382399409,0.0,0.01163,0.0,0.002907,200000,197657.64518598927,-2342.3548140107305,0.9882882259299464
2020-03-20,1,1.047070758303189,-8769194.551286126,0.01127,34737723.23128107,0.002845,200000,197657.64518598927,-2342.3548140107305,0.9882882259299464
2020-03-21,1,0.7855186612208551,-8769194.551286126,0.01123,34737723.23128107,0.002897,200000,199113.23901196447,-886.7609880355303,0.9955661950598224
2020-03-22,1,0.8429059088734111,-8769194.551286126,0.0103,34737723.23128107,0.00261,200000,180988.1615118907,-19011.838488109293,0.9049408075594535
2020-03-23,1,0.8206621116574878,-8769194.551286126,0.01137,34737723.23128107,0.002859,200000,199020.89276635583,-979.1072336441721,0.9951044638317791
2020-03-24,1,0.2794964434952833,-8769194.551286126,0.01151,34737723.23128107,0.00306,200000,207230.86237302335,7230.862373023352,1.0361543118651169
2020-03-25,0,0.1167606872738251,0.0,0.01139,0.0,0.003056,200000,191380.2889303433,-8619.71106965671,0.9569014446517164
2020-03-26,0,0.4330671266508077,0.0,0.01196,0.0,0.003079,200000,191380.2889303433,-8619.71106965671,0.9569014446517164
2020-03-27,0,-0.08309243723782017,0.0,0.01121,0.0,0.002998,200000,191380.2889303433,-8619.71106965671,0.9569014446517164
2020-03-28,0,0.12563362152945365,0.0,0.01139,0.0,0.002969,200000,191380.2889303433,-8619.71106965671,0.9569014446517164
2020-03-29,0,0.3353645150111593,0.0,0.01066,0.0,0.002721,200000,191380.2889303433,-8619.71106965671,0.9569014446517164
2020-03-30,0,0.17068290539965342,0.0,0.01145,0.0,0.002933,200000,191380.2889303433,-8619.71106965671,0.9569014446517164
2020-03-31,-1,-1.0999475772390492,8270539.711769372,0.01157,-30788334.770003747,0.003108,200000,191380.2889303433,-8619.71106965671,0.9569014446517164
2020-04-01,-2,-1.4169429485741563,0.0,0.01158,0.0,0.003153,200000,192683.05859787576,-7316.941402124241,0.9634152929893788
2020-04-02,-2,-1.2622618412683322,0.0,0.01196,0.0,0.003228,200000,192683.05859787576,-7316.941402124241,0.9634152929893788
2020-04-03,-2,-1.4173417551869176,0.0,0.01194,0.0,0.00326,200000,192683.05859787576,-7316.941402124241,0.9634152929893788
2020-04-04,-1,-1.1316619694180203,8048582.23048771,0.01197,-29689223.20460335,0.003245,200000,192683.05859787576,-7316.941402124241,0.9634152929893788
2020-04-05,0,0.34433121533017835,0.0,0.01257,0.0,0.00323,200000,187408.5709115141,-12591.429088485893,0.9370428545575705
2020-04-06,0,-0.49939244497894403,0.0,0.01375,0.0,0.003643,200000,187408.5709115141,-12591.429088485893,0.9370428545575705
2020-04-07,-2,-2.6361179459095925,0.0,0.0133,0.0,0.003872,200000,187408.5709115141,-12591.429088485893,0.9370428545575705
2020-04-08,-2,-2.097409105195476,0.0,0.01376,0.0,0.003979,200000,187408.5709115141,-12591.429088485893,0.9370428545575705
2020-04-09,-2,-1.7188059444600965,0.0,0.01345,0.0,0.003866,200000,187408.5709115141,-12591.429088485893,0.9370428545575705
2020-04-10,-2,-1.612547529428304,0.0,0.01248,0.0,0.003608,200000,187408.5709115141,-12591.429088485893,0.9370428545575705
2020-04-11,-2,-1.7334772399104643,0.0,0.0125,0.0,0.003679,200000,187408.5709115141,-12591.429088485893,0.9370428545575705
2020-04-12,-2,-1.367665134988789,0.0,0.01266,0.0,0.003681,200000,187408.5709115141,-12591.429088485893,0.9370428545575705
2020-04-13,-1,-1.0138741955948076,7454597.092741214,0.01257,-25964058.037062082,0.003609,200000,187408.5709115141,-12591.429088485893,0.9370428545575705
2020-04-14,-2,-1.3450157025637244,0.0,0.01245,0.0,0.003667,200000,189809.03792879265,-10190.962071207352,0.9490451896439632
2020-04-15,-2,-1.5016051456033426,0.0,0.01219,0.0,0.003658,200000,189809.03792879265,-10190.962071207352,0.9490451896439632
2020-04-16,-1,-1.0330656725270495,7289133.561013542,0.01302,-24792194.086832896,0.003828,200000,189809.03792879265,-10190.962071207352,0.9490451896439632
2020-04-17,-1,-0.9080593869760183,7289133.561013542,0.01289,-24792194.086832896,0.003783,200000,187745.8018319534,-12254.198168046598,0.938729009159767
2020-04-18,-1,-1.000831075506589,7289133.561013542,0.01339,-24792194.086832896,0.003968,200000,195976.92451852426,-4023.0754814757383,0.9798846225926213
2020-04-19,-2,-1.31099115700142,0.0,0.0129,0.0,0.003904,200000,192567.9407067136,-7432.059293286409,0.962839703533568
2020-04-20,0,-0.6463397534426383,0.0,0.0124,0.0,0.003644,200000,192567.9407067136,-7432.059293286409,0.962839703533568
2020-04-21,0,-0.6101582264106938,0.0,0.01249,0.0,0.003677,200000,192567.9407067136,-7432.059293286409,0.962839703533568
2020-04-22,0,-0.9346707914394503,0.0,0.01298,0.0,0.003898,200000,192567.9407067136,-7432.059293286409,0.962839703533568
2020-04-23,0,-0.1395146666275625,0.0,0.01361,0.0,0.003952,200000,192567.9407067136,-7432.059293286409,0.962839703533568
2020-04-24,0,-0.30662675796523886,0.0,0.01392,0.0,0.004085,200000,192567.9407067136,-7432.059293286409,0.962839703533568
2020-04-25,-1,-1.1258277007127975,6897132.546802063,0.01396,-22837753.878879696,0.004216,200000,192567.9407067136,-7432.059293286409,0.962839703533568
2020-04-26,-2,-2.9130979299885706,0.0,0.01426,0.0,0.00448,200000,196527.9679666972,-3472.032033302792,0.982639839833486
2020-04-27,0,-0.7435016477584776,0.0,0.01452,0.0,0.004356,200000,196527.9679666972,-3472.032033302792,0.982639839833486
2020-04-28,2,2.1226957268052575,0.0,0.01528,0.0,0.004287,200000,196527.9679666972,-3472.032033302792,0.982639839833486
2020-04-29,0,0.23894014963031682,0.0,0.01624,0.0,0.004766,200000,196527.9679666972,-3472.032033302792,0.982639839833486
2020-04-30,2,1.2376087980506016,0.0,0.01519,0.0,0.004353,200000,196527.9679666972,-3472.032033302792,0.982639839833486
2020-05-01,2,1.8484994508346269,0.0,0.01581,0.0,0.004437,200000,196527.9679666972,-3472.032033302792,0.982639839833486
2020-05-02,2,2.0974346497022576,0.0,0.01635,0.0,0.004515,200000,196527.9679666972,-3472.032033302792,0.982639839833486
2020-05-03,2,2.2924130525531954,0.0,0.01599,0.0,0.004332,200000,196527.9679666972,-3472.032033302792,0.982639839833486
2020-05-04,2,1.7030558190274692,0.0,0.01623,0.0,0.004444,200000,196527.9679666972,-3472.032033302792,0.982639839833486
2020-05-05,1,1.15867101398026,-6180124.778826956,0.0159,22236701.512411993,0.004419,200000,196527.9679666972,-3472.032033302792,0.982639839833486
2020-05-06,2,1.419720836156336,0.0,0.01554,0.0,0.00425,200000,198061.1256019171,-1938.8743980829022,0.9903056280095854
2020-05-07,0,0.6357102424202171,0.0,0.01603,0.0,0.00451,200000,198061.1256019171,-1938.8743980829022,0.9903056280095854
2020-05-08,0,-0.45415844926956944,0.0,0.01627,0.0,0.004783,200000,198061.1256019171,-1938.8743980829022,0.9903056280095854
2020-05-09,0,0.43828076110292685,0.0,0.01609,0.0,0.004549,200000,198061.1256019171,-1938.8743980829022,0.9903056280095854
2020-05-10,0,-0.4013024447339112,0.0,0.01426,0.0,0.004165,200000,198061.1256019171,-1938.8743980829022,0.9903056280095854
2020-05-11,0,-0.5848361684707117,0.0,0.01398,0.0,0.004113,200000,198061.1256019171,-1938.8743980829022,0.9903056280095854
2020-05-12,0,-0.4110066315971742,0.0,0.01455,0.0,0.004243,200000,198061.1256019171,-1938.8743980829022,0.9903056280095854
2020-05-13,0,-0.8439709436123254,0.0,0.01501,0.0,0.004459,200000,198061.1256019171,-1938.8743980829022,0.9903056280095854
2020-05-14,0,-0.6032991380134302,0.0,0.01527,0.0,0.004494,200000,198061.1256019171,-1938.8743980829022,0.9903056280095854
2020-05-15,0,-0.6445392400321467,0.0,0.01488,0.0,0.004377,200000,198061.1256019171,-1938.8743980829022,0.9903056280095854
2020-05-16,-1,-1.1277871671560966,6615268.056176255,0.01497,-22259061.092595764,0.004449,200000,198061.1256019171,-1938.8743980829022,0.9903056280095854
2020-05-17,-1,-0.967976766969259,6615268.056176255,0.015,-22259061.092595764,0.004426,200000,197747.62523847268,-2252.374761527317,0.9887381261923635
2020-05-18,-1,-0.5742582130756492,6615268.056176255,0.01537,-22259061.092595764,0.004487,200000,201553.07714590622,1553.0771459062234,1.0077653857295312
2020-05-19,-1,-0.5876969011692648,6615268.056176255,0.01553,-22259061.092595764,0.004534,200000,203657.69590624643,3657.6959062464302,1.0182884795312321
2020-05-20,-2,-1.4313657349037645,0.0,0.015,0.0,0.004525,200000,199554.3562032691,-445.643796730903,0.9977717810163454
2020-05-21,0,-0.9912730238675053,0.0,0.01421,0.0,0.004237,200000,199554.3562032691,-445.643796730903,0.9977717810163454
2020-05-22,-2,-1.9833125922005348,0.0,0.01484,0.0,0.00464,200000,199554.3562032691,-445.643796730903,0.9977717810163454
2020-05-23,-2,-1.500064619445737,0.0,0.01496,0.0,0.004609,200000,199554.3562032691,-445.643796730903,0.9977717810163454
2020-05-24,-2,-1.8471402111719952,0.0,0.01421,0.0,0.004467,200000,199554.3562032691,-445.643796730903,0.9977717810163454
2020-05-25,-2,-2.9714229656446283,0.0,0.01472,0.0,0.005064,200000,199554.3562032691,-445.643796730903,0.9977717810163454
2020-05-26,-2,-2.120304742037809,0.0,0.01458,0.0,0.004871,200000,199554.3562032691,-445.643796730903,0.9977717810163454
2020-05-27,-2,-1.8070922665181008,0.0,0.0147,0.0,0.004896,200000,199554.3562032691,-445.643796730903,0.9977717810163454
2020-05-28,-2,-2.526532235901614,0.0,0.01514,0.0,0.005508,200000,199554.3562032691,-445.643796730903,0.9977717810163454
2020-05-29,-2,-2.2543559775573763,0.0,0.015,0.0,0.005547,200000,199554.3562032691,-445.643796730903,0.9977717810163454
2020-05-30,-2,-2.1185714397381257,0.0,0.01638,0.0,0.006227,200000,199554.3562032691,-445.643796730903,0.9977717810163454
2020-05-31,-2,-2.0655668970711343,0.0,0.01582,0.0,0.006247,200000,199554.3562032691,-445.643796730903,0.9977717810163454
2020-06-01,-2,-1.701934737674275,0.0,0.01707,0.0,0.006655,200000,199554.3562032691,-445.643796730903,0.9977717810163454
2020-06-02,-2,-2.179203107580127,0.0,0.01637,0.0,0.00725,200000,199554.3562032691,-445.643796730903,0.9977717810163454
2020-06-03,-2,-1.6127905553725994,0.0,0.01691,0.0,0.007099,200000,199554.3562032691,-445.643796730903,0.9977717810163454
2020-06-04,-1,-1.163931841729286,5914474.102053026,0.01687,-14821327.703748448,0.006732,200000,199554.3562032691,-445.643796730903,0.9977717810163454
2020-06-05,-1,-1.0262862972416467,5914474.102053026,0.01685,-14821327.703748448,0.006693,200000,198858.03494078186,-1141.9650592181424,0.9942901747039092
2020-06-06,-2,-1.3519729884064757,0.0,0.01704,0.0,0.007301,200000,206982.23106935294,6982.231069352943,1.0349111553467647
2020-06-07,0,-0.8131709257552016,0.0,0.0182,0.0,0.007246,200000,206982.23106935294,6982.231069352943,1.0349111553467647
2020-06-08,-2,-1.2612279911904543,0.0,0.01794,0.0,0.007787,200000,206982.23106935294,6982.231069352943,1.0349111553467647
2020-06-09,-2,-1.541052134009086,0.0,0.01754,0.0,0.008181,200000,206982.23106935294,6982.231069352943,1.0349111553467647
2020-06-10,-2,-1.860842924557953,0.0,0.0176,0.0,0.009008,200000,206982.23106935294,6982.231069352943,1.0349111553467647
2020-06-11,-2,-1.9963571753470122,0.0,0.01573,0.0,0.008762,200000,206982.23106935294,6982.231069352943,1.0349111553467647
2020-06-12,-2,-2.002655643358132,0.0,0.01644,0.0,0.00971,200000,206982.23106935294,6982.231069352943,1.0349111553467647
2020-06-13,-2,-1.716325763488726,0.0,0.01668,0.0,0.009597,200000,206982.23106935294,6982.231069352943,1.0349111553467647
2020-06-14,-2,-1.2482219594087243,0.0,0.01616,0.0,0.00864,200000,206982.23106935294,6982.231069352943,1.0349111553467647
2020-06-15,-2,-1.3516084752102424,0.0,0.01606,0.0,0.00901,200000,206982.23106935294,6982.231069352943,1.0349111553467647
2020-06-16,-2,-1.2685391109831805,0.0,0.01613,0.0,0.009061,200000,206982.23106935294,6982.231069352943,1.0349111553467647
2020-06-17,-1,-1.1117496802894271,6384399.477771529,0.01621,-11482427.109139739,0.009013,200000,206982.23106935294,6982.231069352943,1.0349111553467647
2020-06-18,-1,-0.8798558788106448,6384399.477771529,0.01602,-11482427.109139739,0.00866,200000,201715.89839905,1715.8983990499983,1.00857949199525
2020-06-19,-1,-0.6748836052201639,6384399.477771529,0.01586,-11482427.109139739,0.008379,200000,197467.8324649383,-2532.167535061686,0.9873391623246915
2020-06-20,-1,-0.4976564280469574,6384399.477771529,0.01597,-11482427.109139739,0.00829,200000,197148.18039477977,-2851.8196052202256,0.9857409019738989
2020-06-21,-1,-0.7196643152514931,6384399.477771529,0.01582,-11482427.109139739,0.008626,200000,200048.61598178497,48.615981784969335,1.0002430799089248
2020-06-22,-1,-0.8681914942459218,6384399.477771529,0.01638,-11482427.109139739,0.009283,200000,211167.83430004184,11167.834300041839,1.0558391715002091
2020-06-23,-1,-0.493189804620509,6384399.477771529,0.0165,-11482427.109139739,0.008903,200000,207570.63993590133,7570.63993590133,1.0378531996795066
2020-06-24,-1,-0.7148958830337276,6384399.477771529,0.01593,-11482427.109139739,0.008996,200000,204999.39795472153,4999.397954721528,1.0249969897736075
2020-06-25,-1,-0.5758116297189281,6384399.477771529,0.0159,-11482427.109139739,0.008882,200000,203498.86927994646,3498.8692799464625,1.0174943463997324
2020-06-26,-1,-0.5884272203651922,6384399.477771529,0.01585,-11482427.109139739,0.008949,200000,203948.97192237026,3948.971922370256,1.0197448596118512
2020-06-27,-1,-0.43030920291393016,6384399.477771529,0.01544,-11482427.109139739,0.008608,200000,197415.8604922673,-2584.1395077327034,0.9870793024613365
2020-06-28,0,-0.16649080319241127,0.0,0.01577,0.0,0.00869,200000,206082.5428833203,6082.542883320304,1.0304127144166015
2020-06-29,0,0.7219548471447527,0.0,0.01619,0.0,0.008691,200000,206082.5428833203,6082.542883320304,1.0304127144166015
2020-06-30,0,0.7101229815724746,0.0,0.01636,0.0,0.008837,200000,206082.5428833203,6082.542883320304,1.0304127144166015
2020-07-01,0,-0.4372667817756897,0.0,0.01686,0.0,0.009436,200000,206082.5428833203,6082.542883320304,1.0304127144166015
2020-07-02,-2,-1.5072209966628303,0.0,0.01658,0.0,0.009556,200000,206082.5428833203,6082.542883320304,1.0304127144166015
2020-07-03,-2,-2.8013617869629455,0.0,0.01662,0.0,0.010223,200000,206082.5428833203,6082.542883320304,1.0304127144166015
2020-07-04,-2,-3.622033428982556,0.0,0.01682,0.0,0.012525,200000,206082.5428833203,6082.542883320304,1.0304127144166015
2020-07-05,-2,-3.1578153544037075,0.0,0.01688,0.0,0.014307,200000,206082.5428833203,6082.542883320304,1.0304127144166015
2020-07-06,-2,-2.2345249975236134,0.0,0.01802,0.0,0.01442,200000,206082.5428833203,6082.542883320304,1.0304127144166015
2020-07-07,-2,-2.5884280055679083,0.0,0.0172,0.0,0.017325,200000,206082.5428833203,6082.542883320304,1.0304127144166015
2020-07-08,-2,-2.333783647772907,0.0,0.01791,0.0,0.019932,200000,206082.5428833203,6082.542883320304,1.0304127144166015
2020-07-09,-2,-1.6999748400937222,0.0,0.01856,0.0,0.01825,200000,206082.5428833203,6082.542883320304,1.0304127144166015
2020-07-10,-2,-1.4060176872115704,0.0,0.01812,0.0,0.017119,200000,206082.5428833203,6082.542883320304,1.0304127144166015
2020-07-11,-2,-1.4195713598945636,0.0,0.01837,0.0,0.018535,200000,206082.5428833203,6082.542883320304,1.0304127144166015
2020-07-12,-2,-1.2471173347438334,0.0,0.01818,0.0,0.018155,200000,206082.5428833203,6082.542883320304,1.0304127144166015
2020-07-13,-2,-1.2421242607790781,0.0,0.01756,0.0,0.018461,200000,206082.5428833203,6082.542883320304,1.0304127144166015
2020-07-14,-1,-1.1078647280211855,5838032.376298026,0.01765,-5584892.76106559,0.01845,200000,206082.5428833203,6082.542883320304,1.0304127144166015
2020-07-15,-1,-1.0764399791694512,5838032.376298026,0.01757,-5584892.76106559,0.018996,200000,208664.85174075825,8664.851740758255,1.0433242587037912
2020-07-16,-1,-0.9125851732280169,5838032.376298026,0.01716,-5584892.76106559,0.018036,200000,200909.7614158531,909.7614158531069,1.0045488070792656
2020-07-17,-1,-0.8474281360760029,5838032.376298026,0.01717,-5584892.76106559,0.018211,200000,201945.49797280258,1945.4979728025792,1.009727489864013
2020-07-18,-1,-0.7257517678678788,5838032.376298026,0.01742,-5584892.76106559,0.018168,200000,203164.85567815125,3164.8556781512452,1.0158242783907563
2020-07-19,-1,-0.6140717736456502,5838032.376298026,0.01753,-5584892.76106559,0.018017,200000,202963.72043262311,2963.720432623115,1.0148186021631156
2020-07-20,-1,-0.2262338297489112,5838032.376298026,0.01716,-5584892.76106559,0.016074,200000,189952.20181864244,-10047.79818135756,0.9497610090932121
2020-07-21,-1,-0.3654438938651306,5838032.376298026,0.01762,-5584892.76106559,0.0175,200000,200601.75378901907,601.7537890190724,1.0030087689450953
2020-07-22,0,-0.16505960645268278,0.0,0.01794,0.0,0.017467,200000,198899.56391006638,-1100.436089933617,0.9944978195503319
2020-07-23,0,0.04351411874835128,0.0,0.01792,0.0,0.017381,200000,198899.56391006638,-1100.436089933617,0.9944978195503319
2020-07-24,0,0.5230038868114302,0.0,0.01794,0.0,0.016995,200000,198899.56391006638,-1100.436089933617,0.9944978195503319
2020-07-25,0,0.35070848718450087,0.0,0.01877,0.0,0.018218,200000,198899.56391006638,-1100.436089933617,0.9944978195503319
2020-07-26,2,1.2444191176527921,0.0,0.01852,0.0,0.017554,200000,198899.56391006638,-1100.436089933617,0.9944978195503319
2020-07-27,2,2.89442115847948,0.0,0.01872,0.0,0.015641,200000,198899.56391006638,-1100.436089933617,0.9944978195503319
2020-07-28,2,2.3819166237936624,0.0,0.01912,0.0,0.01598,200000,198899.56391006638,-1100.436089933617,0.9944978195503319
