date,statusList,zscore,ZRXUSDT_position,ZRXUSDT_price,ZECUSDT_position,ZECUSDT_price,init,total_asset,pnl,return
2020-01-31,-2,-1.6578927433723671,0.0,0.2284,0.0,66.51,200000,222547.15140150004,22547.151401500043,1.1127357570075003
2020-02-01,-2,-1.532964285398236,0.0,0.2321,0.0,66.03,200000,222547.15140150004,22547.151401500043,1.1127357570075003
2020-02-02,-2,-1.2869351900702746,0.0,0.2395,0.0,66.36,200000,222547.15140150004,22547.151401500043,1.1127357570075003
2020-02-03,-2,-1.2486262041223224,0.0,0.236,0.0,65.52,200000,222547.15140150004,22547.151401500043,1.1127357570075003
2020-02-04,0,-0.48084112360293063,0.0,0.2538,0.0,64.34,200000,222547.15140150004,22547.151401500043,1.1127357570075003
2020-02-05,-1,-1.054468491005076,431460.1616934859,0.2579,-1563.050648978087,71.19,200000,222547.15140150004,22547.151401500043,1.1127357570075003
2020-02-06,-1,-0.2925490338436722,431460.1616934859,0.2783,-1563.050648978087,70.14,200000,229707.73551862017,29707.735518620175,1.1485386775931008
2020-02-07,0,-0.016912821978506586,0.0,0.2776,0.0,68.38,200000,209655.21389250993,9655.213892509928,1.0482760694625497
2020-02-08,0,-0.3260330036710912,0.0,0.273,0.0,70.02,200000,209655.21389250993,9655.213892509928,1.0482760694625497
2020-02-09,0,0.28168608034995263,0.0,0.2959,0.0,71.33,200000,209655.21389250993,9655.213892509928,1.0482760694625497
2020-02-10,0,0.14177323886248477,0.0,0.2835,0.0,69.77,200000,209655.21389250993,9655.213892509928,1.0482760694625497
2020-02-11,0,0.47629558390414367,0.0,0.3025,0.0,72.68,200000,209655.21389250993,9655.213892509928,1.0482760694625497
2020-02-12,0,0.8088194625823786,0.0,0.3109,0.0,73.12,200000,209655.21389250993,9655.213892509928,1.0482760694625497
2020-02-13,2,1.4518615633789143,0.0,0.3198,0.0,72.01,200000,209655.21389250993,9655.213892509928,1.0482760694625497
2020-02-14,2,2.2335305749363696,0.0,0.3461,0.0,72.92,200000,209655.21389250993,9655.213892509928,1.0482760694625497
2020-02-15,2,2.358183325621439,0.0,0.3201,0.0,64.46,200000,209655.21389250993,9655.213892509928,1.0482760694625497
2020-02-16,2,2.0210276348939535,0.0,0.2984,0.0,60.0,200000,209655.21389250993,9655.213892509928,1.0482760694625497
2020-02-17,1,1.0207182151405325,-359244.71194741246,0.2918,1632.8287686332549,64.2,200000,209655.21389250993,9655.213892509928,1.0482760694625497
2020-02-18,1,1.161807974368679,-359244.71194741246,0.3073,1632.8287686332549,65.74,200000,217738.06323139003,17738.063231390028,1.08869031615695
2020-02-19,1,0.7344421190594277,-359244.71194741246,0.2798,1632.8287686332549,62.1,200000,201915.33693501115,1915.3369350111461,1.0095766846750558
2020-02-20,1,0.7958988728272941,-359244.71194741246,0.278,1632.8287686332549,60.79,200000,199129.69076659624,-870.3092334037647,0.9956484538329812
2020-02-21,1,0.9490647035471519,-359244.71194741246,0.2882,1632.8287686332549,61.56,200000,204051.26498030743,4051.264980307431,1.020256324901537
2020-02-22,1,0.7478617551502309,-359244.71194741246,0.2811,1632.8287686332549,60.73,200000,200145.37964751522,145.3796475152194,1.000726898237576
2020-02-23,1,0.46789997403169725,-359244.71194741246,0.2878,1632.8287686332549,63.32,200000,206781.345728323,6781.345728323009,1.033906728641615
2020-02-24,0,0.03829920421792129,0.0,0.2675,0.0,60.7,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-02-25,0,-0.02583790661316462,0.0,0.2525,0.0,57.06,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-02-26,0,0.3965954854976678,0.0,0.2351,0.0,51.33,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-02-27,0,0.42255526060088605,0.0,0.2441,0.0,52.96,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-02-28,0,0.6218599257188712,0.0,0.238,0.0,50.83,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-02-29,0,0.5095962867622731,0.0,0.2288,0.0,48.96,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-01,0,0.4871683328508916,0.0,0.23,0.0,49.1,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-02,0,0.9568956506713056,0.0,0.2505,0.0,52.33,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-03,2,2.021738796261665,0.0,0.2543,0.0,50.78,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-04,2,2.615112970271418,0.0,0.2633,0.0,50.17,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-05,2,2.3525276903200227,0.0,0.2758,0.0,51.84,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-06,2,2.062079333508875,0.0,0.2838,0.0,53.3,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-07,2,1.4901122294507296,0.0,0.2628,0.0,50.59,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-08,2,1.483832139928964,0.0,0.2249,0.0,42.83,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-09,2,1.333632258185391,0.0,0.2216,0.0,42.18,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-10,2,2.3073157259660113,0.0,0.2382,0.0,41.4,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-11,2,1.718016151824456,0.0,0.2266,0.0,40.24,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-12,2,1.752786270273973,0.0,0.1466,0.0,25.45,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-13,2,2.139402954986676,0.0,0.1677,0.0,27.34,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-14,2,2.05320164858511,0.0,0.1569,0.0,24.95,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-15,2,1.6320280210578744,0.0,0.1584,0.0,25.68,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-16,0,0.5514245615948499,0.0,0.1381,0.0,24.68,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-17,0,0.6490234726094383,0.0,0.1426,0.0,25.06,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-18,0,-0.9362038700724754,0.0,0.1456,0.0,29.73,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-19,0,-0.6211568166324224,0.0,0.1626,0.0,31.95,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-20,-2,-1.6151090135399206,0.0,0.1521,0.0,33.08,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-21,-2,-1.4125645899367245,0.0,0.1552,0.0,33.03,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-22,-2,-1.2712974515477105,0.0,0.1405,0.0,29.49,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-23,-2,-1.279166559063981,0.0,0.1515,0.0,32.05,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-24,-2,-1.351543175202231,0.0,0.1516,0.0,32.79,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-25,0,-0.8062338740302963,0.0,0.1572,0.0,32.2,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-26,0,-0.7046936790514736,0.0,0.1594,0.0,32.46,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-27,0,-0.8143716831165362,0.0,0.1496,0.0,31.01,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-28,0,-0.5990637476341447,0.0,0.1496,0.0,30.38,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-29,0,-0.26135312836038704,0.0,0.1441,0.0,28.22,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-30,0,-0.5181329949394609,0.0,0.1504,0.0,30.54,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-03-31,0,-0.4187556177587732,0.0,0.1529,0.0,30.9,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-04-01,0,-0.5333839988901617,0.0,0.1518,0.0,31.32,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-04-02,0,-0.5722085113446815,0.0,0.1543,0.0,32.23,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-04-03,0,-0.5848839751225604,0.0,0.1554,0.0,32.66,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-04-04,0,-0.6536667024307402,0.0,0.1563,0.0,33.03,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-04-05,0,-0.6363707524023658,0.0,0.1536,0.0,32.52,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-04-06,-2,-2.0141997325799457,0.0,0.1692,0.0,37.56,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-04-07,0,-0.9671193340835789,0.0,0.1695,0.0,36.45,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-04-08,0,-0.686564373232061,0.0,0.1773,0.0,37.86,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-04-09,0,-0.8454041187468375,0.0,0.19,0.0,40.71,200000,206640.4680824042,6640.468082404201,1.033202340412021
2020-04-10,-1,-1.158855283943496,611362.3316047462,0.169,-2821.4154571600793,36.62,200000,206640.46808240423,6640.46808240423,1.0332023404120212
2020-04-11,-1,-0.288737028032096,611362.3316047462,0.1715,-2821.4154571600793,36.2,200000,206983.87941940886,6983.879419408855,1.0349193970970443
2020-04-12,-1,-1.0244509168741234,611362.3316047462,0.1682,-2821.4154571600793,36.38,200000,205474.23850740198,5474.238507401984,1.02737119253701
2020-04-13,-1,-0.6712230731227203,611362.3316047462,0.1673,-2821.4154571600793,35.75,200000,203146.52067094686,3146.520670946862,1.0157326033547343
2020-04-14,0,0.24192291560769963,0.0,0.1707,0.0,35.51,200000,202469.38096122845,2469.380961228453,1.0123469048061422
2020-04-15,0,-0.6706936258113166,0.0,0.1637,0.0,35.08,200000,202469.38096122845,2469.380961228453,1.0123469048061422
2020-04-16,-2,-1.7734113501133004,0.0,0.1732,0.0,38.74,200000,202469.38096122845,2469.380961228453,1.0123469048061422
2020-04-17,-2,-2.4706288289688327,0.0,0.1722,0.0,40.4,200000,202469.38096122845,2469.380961228453,1.0123469048061422
2020-04-18,-2,-2.2668359699364524,0.0,0.1791,0.0,42.13,200000,202469.38096122845,2469.380961228453,1.0123469048061422
2020-04-19,-2,-3.31637904432075,0.0,0.1712,0.0,46.44,200000,202469.38096122845,2469.380961228453,1.0123469048061422
2020-04-20,-2,-1.8773748445824412,0.0,0.1677,0.0,41.89,200000,202469.38096122845,2469.380961228453,1.0123469048061422
2020-04-21,-2,-1.6560181496993074,0.0,0.1683,0.0,42.09,200000,202469.38096122845,2469.380961228453,1.0123469048061422
2020-04-22,-2,-2.03025075943237,0.0,0.1711,0.0,45.53,200000,202469.38096122845,2469.380961228453,1.0123469048061422
2020-04-23,-2,-1.3377868813058453,0.0,0.1753,0.0,44.46,200000,202469.38096122845,2469.380961228453,1.0123469048061422
2020-04-24,0,-0.5325318744717795,0.0,0.1855,0.0,44.08,200000,202469.38096122845,2469.380961228453,1.0123469048061422
2020-04-25,0,-0.6778411586663944,0.0,0.1846,0.0,44.7,200000,202469.38096122845,2469.380961228453,1.0123469048061422
2020-04-26,0,0.25503941506002786,0.0,0.1986,0.0,44.59,200000,202469.38096122845,2469.380961228453,1.0123469048061422
2020-04-27,0,0.807823332770478,0.0,0.2066,0.0,44.46,200000,202469.38096122845,2469.380961228453,1.0123469048061422
2020-04-28,0,0.6232248077538844,0.0,0.2041,0.0,44.62,200000,202469.38096122845,2469.380961228453,1.0123469048061422
2020-04-29,0,0.5212219864117139,0.0,0.2132,0.0,47.07,200000,202469.38096122845,2469.380961228453,1.0123469048061422
2020-04-30,0,0.25429489063232963,0.0,0.1982,0.0,44.76,200000,202469.38096122845,2469.380961228453,1.0123469048061422
2020-05-01,1,1.0009353290008987,-473945.1801526883,0.2136,2213.747878430226,45.73,200000,202469.38096122845,2469.380961228453,1.0123469048061422
2020-05-02,1,0.8106333560815607,-473945.1801526883,0.2142,2213.747878430226,46.5,200000,204458.33393571136,4458.333935711358,1.022291669678557
2020-05-03,1,0.8322110217093378,-473945.1801526883,0.2063,2213.747878430226,44.78,200000,196906.52066160511,-3093.4793383948854,0.9845326033080256
2020-05-04,1,0.9751655246449485,-473945.1801526883,0.204,2213.747878430226,44.02,200000,194133.99835964697,-5866.001640353032,0.9706699917982349
2020-05-05,1,1.1991904088557046,-473945.1801526883,0.2065,2213.747878430226,43.84,200000,194920.38669191126,-5079.6133080887375,0.9746019334595564
2020-05-06,2,1.7687198902961456,0.0,0.2102,0.0,42.3,200000,208451.122571725,8451.12257172499,1.042255612858625
2020-05-07,2,3.594190434482372,0.0,0.3014,0.0,44.17,200000,208451.122571725,8451.12257172499,1.042255612858625
2020-05-08,2,3.419559137938333,0.0,0.3943,0.0,46.76,200000,208451.122571725,8451.12257172499,1.042255612858625
2020-05-09,2,2.9623278953639094,0.0,0.4226,0.0,45.0,200000,208451.122571725,8451.12257172499,1.042255612858625
2020-05-10,2,2.4503855142521713,0.0,0.3958,0.0,40.9,200000,208451.122571725,8451.12257172499,1.042255612858625
2020-05-11,2,1.6455004948656107,0.0,0.3439,0.0,39.68,200000,208451.122571725,8451.12257172499,1.042255612858625
2020-05-12,2,1.3564482624914935,0.0,0.3556,0.0,42.21,200000,208451.122571725,8451.12257172499,1.042255612858625
2020-05-13,1,1.0784053283280235,-299929.67276507197,0.3475,2430.0667121907786,42.89,200000,208451.122571725,8451.12257172499,1.042255612858625
2020-05-14,1,0.901769922879874,-299929.67276507197,0.3429,2430.0667121907786,43.2,200000,207824.76675778482,7824.766757784819,1.0391238337889241
2020-05-15,2,1.3389580348303678,0.0,0.3825,0.0,41.87,200000,221427.32916493714,21427.32916493714,1.1071366458246856
2020-05-16,1,1.1557775159528716,-288768.0349047172,0.3834,2604.4145985054947,42.51,200000,221427.32916493714,21427.32916493714,1.1071366458246856
2020-05-17,1,0.6259282032985541,-288768.0349047172,0.3729,2604.4145985054947,46.25,200000,228135.77539684816,28135.775396848156,1.1406788769842409
2020-05-18,1,0.3947077167257219,-288768.0349047172,0.3711,2604.4145985054947,48.07,200000,232356.02750329967,32356.027503299672,1.1617801375164984
2020-05-19,0,0.1346701326217503,0.0,0.3588,0.0,48.97,200000,197499.1171999356,-2500.882800064399,0.987495585999678
2020-05-20,0,0.13000503542302594,0.0,0.3608,0.0,48.39,200000,197499.1171999356,-2500.882800064399,0.987495585999678
2020-05-21,0,-0.17978055345272204,0.0,0.3232,0.0,46.0,200000,197499.1171999356,-2500.882800064399,0.987495585999678
2020-05-22,0,-0.2865038452266285,0.0,0.3337,0.0,47.7,200000,197499.1171999356,-2500.882800064399,0.987495585999678
2020-05-23,0,-0.4224411231303641,0.0,0.3262,0.0,46.91,200000,197499.1171999356,-2500.882800064399,0.987495585999678
2020-05-24,0,-0.7591062033846209,0.0,0.3005,0.0,45.0,200000,197499.1171999356,-2500.882800064399,0.987495585999678
2020-05-25,0,-0.7330677713588175,0.0,0.3197,0.0,45.94,200000,197499.1171999356,-2500.882800064399,0.987495585999678
2020-05-26,0,-0.19736659287302916,0.0,0.3474,0.0,44.85,200000,197499.1171999356,-2500.882800064399,0.987495585999678
2020-05-27,0,-0.7499987581145483,0.0,0.3364,0.0,46.21,200000,197499.1171999356,-2500.882800064399,0.987495585999678
2020-05-28,0,-0.9924182617198285,0.0,0.3328,0.0,47.73,200000,197499.1171999356,-2500.882800064399,0.987495585999678
2020-05-29,0,-0.7337872732525108,0.0,0.3327,0.0,46.6,200000,197499.1171999356,-2500.882800064399,0.987495585999678
2020-05-30,-2,-1.7700593518827132,0.0,0.3373,0.0,54.55,200000,197499.1171999356,-2500.882800064399,0.987495585999678
2020-05-31,-2,-1.6215847495948315,0.0,0.3164,0.0,51.51,200000,197499.1171999356,-2500.882800064399,0.987495585999678
2020-06-01,-2,-1.486164556896212,0.0,0.3337,0.0,54.65,200000,197499.1171999356,-2500.882800064399,0.987495585999678
2020-06-02,-1,-1.1026983251967792,303191.7672703955,0.3257,-1918.2120940164687,51.48,200000,197499.1171999356,-2500.882800064399,0.987495585999678
2020-06-03,-1,-1.0849601679695118,303191.7672703955,0.3298,-1918.2120940164687,52.83,200000,201331.78977266647,1331.789772666467,1.0066589488633324
2020-06-04,-1,-1.0491383586032905,303191.7672703955,0.3263,-1918.2120940164687,52.24,200000,199138.87345175038,-861.1265482496237,0.9956943672587519
2020-06-05,-2,-1.2869374729433436,0.0,0.3206,0.0,52.57,200000,201136.24639549258,1136.246395492577,1.0056812319774628
2020-06-06,-1,-1.1410908352394626,309821.6980830138,0.3246,-1903.617702020562,52.83,200000,201136.24639549258,1136.246395492577,1.0056812319774628
2020-06-07,-1,-1.014563744602731,309821.6980830138,0.322,-1903.617702020562,52.21,200000,199150.467005224,-849.5329947760038,0.9957523350261199
2020-06-08,-1,-1.0644344690984335,309821.6980830138,0.3193,-1903.617702020562,52.5,200000,198865.9975539858,-1134.0024460142013,0.994329987769929
2020-06-09,0,0.20932962517565146,0.0,0.349,0.0,51.98,200000,191958.52191554956,-8041.478084450442,0.9597926095777478
2020-06-10,0,0.8306808075665908,0.0,0.3877,0.0,55.21,200000,191958.52191554956,-8041.478084450442,0.9597926095777478
2020-06-11,0,0.26569666250673624,0.0,0.3339,0.0,49.64,200000,191958.52191554956,-8041.478084450442,0.9597926095777478
2020-06-12,0,0.6135603736181171,0.0,0.3557,0.0,51.61,200000,191958.52191554956,-8041.478084450442,0.9597926095777478
2020-06-13,0,0.5406101003882972,0.0,0.3627,0.0,52.81,200000,191958.52191554956,-8041.478084450442,0.9597926095777478
2020-06-14,0,0.7627378354381068,0.0,0.3566,0.0,51.1,200000,191958.52191554956,-8041.478084450442,0.9597926095777478
2020-06-15,0,0.11120025168537546,0.0,0.3441,0.0,52.2,200000,191958.52191554956,-8041.478084450442,0.9597926095777478
2020-06-16,0,-0.03408999395190662,0.0,0.344,0.0,52.97,200000,191958.52191554956,-8041.478084450442,0.9597926095777478
2020-06-17,0,-0.019470594433436107,0.0,0.3426,0.0,52.91,200000,191958.52191554956,-8041.478084450442,0.9597926095777478
2020-06-18,0,-0.21865163658823886,0.0,0.3311,0.0,51.95,200000,191958.52191554956,-8041.478084450442,0.9597926095777478
2020-06-19,0,-0.0807158150309664,0.0,0.3306,0.0,51.41,200000,191958.52191554956,-8041.478084450442,0.9597926095777478
2020-06-20,1,1.0058102698786386,-274304.83268869616,0.3499,1867.3007968438674,51.4,200000,191958.52191554956,-8041.478084450442,0.9597926095777478
2020-06-21,1,1.0749996604603331,-274304.83268869616,0.3467,1867.3007968438674,50.51,200000,189418.84874175471,-10581.151258245285,0.9470942437087736
2020-06-22,1,0.24770394916745545,-274304.83268869616,0.3543,1867.3007968438674,53.53,200000,197142.81387665728,-2857.186123342719,0.9857140693832864
2020-06-23,0,-0.8748300077958259,0.0,0.3653,0.0,58.23,200000,183429.15189651187,-16570.848103488126,0.9171457594825594
2020-06-24,0,-0.9677268143918806,0.0,0.3447,0.0,55.2,200000,183429.15189651187,-16570.848103488126,0.9171457594825594
2020-06-25,-2,-1.6791186792097836,0.0,0.3353,0.0,55.81,200000,183429.15189651187,-16570.848103488126,0.9171457594825594
2020-06-26,0,-0.7103867587154395,0.0,0.3526,0.0,55.7,200000,183429.15189651187,-16570.848103488126,0.9171457594825594
2020-06-27,0,-0.651003492628799,0.0,0.3325,0.0,52.24,200000,183429.15189651187,-16570.848103488126,0.9171457594825594
2020-06-28,0,-0.6508998314274452,0.0,0.3312,0.0,51.81,200000,183429.15189651187,-16570.848103488126,0.9171457594825594
2020-06-29,0,0.111817661334106,0.0,0.3459,0.0,52.42,200000,183429.15189651187,-16570.848103488126,0.9171457594825594
2020-06-30,0,-0.10261341877364133,0.0,0.3352,0.0,51.44,200000,183429.15189651187,-16570.848103488126,0.9171457594825594
2020-07-01,0,-0.20344092790513166,0.0,0.336,0.0,51.86,200000,183429.15189651187,-16570.848103488126,0.9171457594825594
2020-07-02,0,0.8589796929789315,0.0,0.3444,0.0,51.18,200000,183429.15189651187,-16570.848103488126,0.9171457594825594
2020-07-03,2,2.8970756743375046,0.0,0.3808,0.0,51.11,200000,183429.15189651187,-16570.848103488126,0.9171457594825594
2020-07-04,2,2.582982539587021,0.0,0.3875,0.0,51.43,200000,183429.15189651187,-16570.848103488126,0.9171457594825594
2020-07-05,2,2.9155405857222405,0.0,0.4164,0.0,51.16,200000,183429.15189651187,-16570.848103488126,0.9171457594825594
2020-07-06,0,0.9738596356988689,0.0,0.3999,0.0,55.55,200000,183429.15189651187,-16570.848103488126,0.9171457594825594
2020-07-07,2,1.2495022790446801,0.0,0.4085,0.0,55.08,200000,183429.15189651187,-16570.848103488126,0.9171457594825594
2020-07-08,2,1.5883736953833774,0.0,0.4475,0.0,57.94,200000,183429.15189651187,-16570.848103488126,0.9171457594825594
2020-07-09,1,1.054357324826575,-215646.7809740323,0.4253,1612.9893765081945,56.86,200000,183429.15189651187,-16570.848103488126,0.9171457594825594
2020-07-10,1,0.7582006217518621,-215646.7809740323,0.4115,1612.9893765081945,56.07,200000,179178.96471162874,-20821.035288371262,0.8958948235581436
2020-07-11,2,1.3878258377443151,0.0,0.4362,0.0,55.84,200000,187424.95097316717,-12575.049026832829,0.9371247548658359
2020-07-12,0,0.49713018450016,0.0,0.427,0.0,58.65,200000,187424.95097316717,-12575.049026832829,0.9371247548658359
2020-07-13,0,-0.6957159543893711,0.0,0.4011,0.0,61.26,200000,187424.95097316717,-12575.049026832829,0.9371247548658359
2020-07-14,-1,-1.0074780639924954,237306.8510675705,0.3949,-1511.004119422502,62.02,200000,187424.95097316717,-12575.049026832829,0.9371247548658359
2020-07-15,-1,-1.0740554200521992,237306.8510675705,0.3896,-1511.004119422502,61.14,200000,184837.54103741725,-15162.45896258275,0.9241877051870863
2020-07-16,-1,-0.42963398821125026,237306.8510675705,0.4008,-1511.004119422502,59.1,200000,184412.92936575215,-15587.070634247852,0.9220646468287608
2020-07-17,-1,-0.6636076756898539,237306.8510675705,0.3971,-1511.004119422502,59.5,200000,184139.2956645711,-15860.70433542889,0.9206964783228555
2020-07-18,0,0.0031411311661504863,0.0,0.418,0.0,59.06,200000,177470.59052001568,-22529.409479984315,0.8873529526000784
2020-07-19,0,0.16691102128397323,0.0,0.4199,0.0,58.38,200000,177470.59052001568,-22529.409479984315,0.8873529526000784
2020-07-20,0,-0.40081148119354315,0.0,0.395,0.0,57.05,200000,177470.59052001568,-22529.409479984315,0.8873529526000784
2020-07-21,-2,-1.3936953488912083,0.0,0.4005,0.0,62.45,200000,177470.59052001568,-22529.409479984315,0.8873529526000784
2020-07-22,-2,-1.62973063274184,0.0,0.3994,0.0,64.28,200000,177470.59052001568,-22529.409479984315,0.8873529526000784
2020-07-23,-2,-1.505241589052174,0.0,0.3919,0.0,63.51,200000,177470.59052001568,-22529.409479984315,0.8873529526000784
2020-07-24,-2,-1.398946757621375,0.0,0.3864,0.0,63.01,200000,177470.59052001568,-22529.409479984315,0.8873529526000784
2020-07-25,-2,-1.5159647348967058,0.0,0.3944,0.0,65.69,200000,177470.59052001568,-22529.409479984315,0.8873529526000784
2020-07-26,-2,-1.608952086297639,0.0,0.385,0.0,66.15,200000,177470.59052001568,-22529.409479984315,0.8873529526000784
2020-07-27,-2,-2.1956156626130596,0.0,0.3667,0.0,70.77,200000,177470.59052001568,-22529.409479984315,0.8873529526000784
2020-07-28,-2,-1.6624920141167174,0.0,0.3821,0.0,70.57,200000,177470.59052001568,-22529.409479984315,0.8873529526000784
2020-07-29,-2,-1.6048181652843732,0.0,0.3836,0.0,72.13,200000,177470.59052001568,-22529.409479984315,0.8873529526000784
2020-07-30,-2,-1.2159243922058418,0.0,0.3879,0.0,70.48,200000,177470.59052001568,-22529.409479984315,0.8873529526000784
2020-07-31,-2,-1.6964811109055353,0.0,0.3808,0.0,74.9,200000,177470.59052001568,-22529.409479984315,0.8873529526000784
2020-08-01,-2,-2.2115888662025354,0.0,0.3992,0.0,89.37,200000,177470.59052001568,-22529.409479984315,0.8873529526000784
2020-08-02,-2,-1.8444949709005378,0.0,0.3795,0.0,84.31,200000,177470.59052001568,-22529.409479984315,0.8873529526000784
2020-08-03,-2,-1.4827755799180835,0.0,0.3813,0.0,82.3,200000,177470.59052001568,-22529.409479984315,0.8873529526000784
2020-08-04,-2,-1.2763475328620242,0.0,0.3976,0.0,84.93,200000,177470.59052001568,-22529.409479984315,0.8873529526000784
