date,statusList,zscore,FETUSDT_position,FETUSDT_price,OMGUSDT_position,OMGUSDT_price,init,total_asset,pnl,return
2020-01-28,-1,-1.1935794314801742,2551496.116503003,0.03767,-117141.81439203914,0.8205,200000,192229.71741733624,-7770.282582663756,0.9611485870866812
2020-01-29,-2,-1.488671438471363,0.0,0.03698,0.0,0.8402,200000,196297.94348124653,-3702.0565187534667,0.9814897174062327
2020-01-30,-2,-1.5035500576989735,0.0,0.0383,0.0,0.888,200000,196297.94348124653,-3702.0565187534667,0.9814897174062327
2020-01-31,-2,-1.3585073876669742,0.0,0.0389,0.0,0.901,200000,196297.94348124653,-3702.0565187534667,0.9814897174062327
2020-02-01,-2,-1.483082823357771,0.0,0.03862,0.0,0.9168,200000,196297.94348124653,-3702.0565187534667,0.9814897174062327
2020-02-02,-2,-1.9474034277838033,0.0,0.0394,0.0,0.968,200000,196297.94348124653,-3702.0565187534667,0.9814897174062327
2020-02-03,-2,-1.3652165468375166,0.0,0.04111,0.0,0.9721,200000,196297.94348124653,-3702.0565187534667,0.9814897174062327
2020-02-04,-2,-1.2733523728480172,0.0,0.04117,0.0,0.9776,200000,196297.94348124653,-3702.0565187534667,0.9814897174062327
2020-02-05,-2,-1.781252790290406,0.0,0.04095,0.0,1.0358,200000,196297.94348124653,-3702.0565187534667,0.9814897174062327
2020-02-06,-1,-1.0177015050289133,2095409.3027460135,0.04684,-87766.22707737035,1.1183,200000,196297.94348124653,-3702.0565187534667,0.9814897174062327
2020-02-07,-1,-1.0791883594805403,2095409.3027460135,0.04669,-87766.22707737035,1.1322,200000,197203.5826422101,-2796.4173577899055,0.9860179132110505
2020-02-08,-2,-1.5685423134695697,0.0,0.04483,0.0,1.1608,200000,204239.78083055426,4239.780830554257,1.0211989041527714
2020-02-09,0,-0.23275780617301864,0.0,0.04946,0.0,1.1323,200000,204239.78083055426,4239.780830554257,1.0211989041527714
2020-02-10,0,-0.33033542237520175,0.0,0.04853,0.0,1.1236,200000,204239.78083055426,4239.780830554257,1.0211989041527714
2020-02-11,0,-0.37454131263744395,0.0,0.05124,0.0,1.1979,200000,204239.78083055426,4239.780830554257,1.0211989041527714
2020-02-12,0,-0.39435032619718347,0.0,0.05301,0.0,1.2495,200000,204239.78083055426,4239.780830554257,1.0211989041527714
2020-02-13,0,-0.35628010179664993,0.0,0.05431,0.0,1.2846,200000,204239.78083055426,4239.780830554257,1.0211989041527714
2020-02-14,-2,-1.2346523239393288,0.0,0.05425,0.0,1.371,200000,204239.78083055426,4239.780830554257,1.0211989041527714
2020-02-15,-2,-1.5453018490775583,0.0,0.04983,0.0,1.2868,200000,204239.78083055426,4239.780830554257,1.0211989041527714
2020-02-16,-2,-1.2987080441698668,0.0,0.0465,0.0,1.182,200000,204239.78083055426,4239.780830554257,1.0211989041527714
2020-02-17,-2,-1.3824723059969224,0.0,0.0458,0.0,1.1726,200000,204239.78083055426,4239.780830554257,1.0211989041527714
2020-02-18,0,-0.7785494978021764,0.0,0.04787,0.0,1.1974,200000,204239.78083055426,4239.780830554257,1.0211989041527714
2020-02-19,-2,-1.544746481244798,0.0,0.04213,0.0,1.0986,200000,204239.78083055426,4239.780830554257,1.0211989041527714
2020-02-20,-2,-1.5791887731352967,0.0,0.04101,0.0,1.081,200000,204239.78083055426,4239.780830554257,1.0211989041527714
2020-02-21,-1,-1.1534251374163085,2428534.849352607,0.04205,-93439.37269217415,1.0929,200000,204239.78083055426,4239.780830554257,1.0211989041527714
2020-02-22,-2,-1.26978166115397,0.0,0.04199,0.0,1.1046,200000,205478.7335820138,5478.7335820138105,1.027393667910069
2020-02-23,-1,-1.0947786122349223,2366176.1121834847,0.04342,-90209.29562824384,1.1389,200000,205478.7335820138,5478.7335820138105,1.027393667910069
2020-02-24,-1,-1.0213650676916581,2366176.1121834847,0.04061,-90209.29562824384,1.0671,200000,192352.75128067032,-7647.248719329684,0.9617637564033515
2020-02-25,-1,-0.9779358045298597,2366176.1121834847,0.03761,-90209.29562824384,0.9893,200000,178235.93974424247,-21764.060255757533,0.8911796987212124
2020-02-26,-1,-0.8114695624858945,2366176.1121834847,0.03268,-90209.29562824384,0.856,200000,154545.792403933,-45454.20759606699,0.772728962019665
2020-02-27,-2,-1.4103607501441813,0.0,0.03278,0.0,0.8951,200000,208661.8211414803,8661.821141480294,1.0433091057074015
2020-02-28,0,-0.7652660066236014,0.0,0.03242,0.0,0.855,200000,208661.8211414803,8661.821141480294,1.0433091057074015
2020-02-29,0,-0.1161043808815158,0.0,0.03215,0.0,0.8225,200000,208661.8211414803,8661.821141480294,1.0433091057074015
2020-03-01,0,-0.3876529559468522,0.0,0.03232,0.0,0.841,200000,208661.8211414803,8661.821141480294,1.0433091057074015
2020-03-02,0,0.03258709632377218,0.0,0.03483,0.0,0.8949,200000,208661.8211414803,8661.821141480294,1.0433091057074015
2020-03-03,0,-0.30980714731496395,0.0,0.03397,0.0,0.8864,200000,208661.8211414803,8661.821141480294,1.0433091057074015
2020-03-04,2,2.4148768416266466,0.0,0.03653,0.0,0.8969,200000,208661.8211414803,8661.821141480294,1.0433091057074015
2020-03-05,0,0.8453863229034715,0.0,0.03638,0.0,0.9253,200000,208661.8211414803,8661.821141480294,1.0433091057074015
2020-03-06,1,1.0283716610909888,-2809125.2173058735,0.03714,111084.8707099022,0.9392,200000,208661.8211414803,8661.821141480294,1.0433091057074015
2020-03-07,1,0.521044202004308,-2809125.2173058735,0.03539,111084.8707099022,0.9058,200000,200035.61732948426,35.617329484259244,1.0001780866474212
2020-03-08,1,0.6318065048840861,-2809125.2173058735,0.02999,111084.8707099022,0.7655,200000,169281.13379543327,-30718.86620456673,0.8464056689771664
2020-03-09,0,-2.2150941898743817,0.0,0.02859,0.0,0.7883,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-03-10,-2,-1.7396261940857136,0.0,0.02883,0.0,0.7904,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-03-11,0,-0.6458064241328668,0.0,0.0283,0.0,0.7522,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-03-12,-2,-3.942587764954896,0.0,0.01071,0.0,0.4069,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-03-13,-2,-2.969814826899687,0.0,0.01262,0.0,0.5034,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-03-14,-2,-2.507754565112813,0.0,0.01116,0.0,0.4684,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-03-15,-2,-2.1469181298778683,0.0,0.01147,0.0,0.4939,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-03-16,-2,-1.8940606164495992,0.0,0.00987,0.0,0.4349,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-03-17,-2,-1.5917592627122934,0.0,0.01088,0.0,0.4697,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-03-18,-2,-1.3728731916037091,0.0,0.01092,0.0,0.4644,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-03-19,-2,-1.2586557490471757,0.0,0.01264,0.0,0.5429,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-03-20,0,-0.9629896996214408,0.0,0.01311,0.0,0.53,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-03-21,0,-0.7336307934194229,0.0,0.01353,0.0,0.5231,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-03-22,0,-0.7801103917790458,0.0,0.01187,0.0,0.477,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-03-23,0,-0.47320656162133157,0.0,0.01348,0.0,0.5057,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-03-24,0,-0.5065911161760934,0.0,0.01374,0.0,0.531,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-03-25,0,-0.11018442038562094,0.0,0.0143,0.0,0.5096,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-03-26,0,-0.12291606634520146,0.0,0.01429,0.0,0.5208,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-03-27,0,0.06001609511238465,0.0,0.01405,0.0,0.5032,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-03-28,0,-0.039410741296720744,0.0,0.01354,0.0,0.5051,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-03-29,0,0.048109180633833626,0.0,0.0125,0.0,0.4682,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-03-30,0,0.3518854182411588,0.0,0.01381,0.0,0.5082,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-03-31,0,0.9609202598237703,0.0,0.01404,0.0,0.516,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-04-01,0,0.517729161111873,0.0,0.01411,0.0,0.5337,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-04-02,0,0.3296992572392945,0.0,0.01446,0.0,0.5527,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-04-03,0,0.5121679898614748,0.0,0.01447,0.0,0.5439,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-04-04,0,0.5559017784704736,0.0,0.01478,0.0,0.5513,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-04-05,0,0.30283844527146203,0.0,0.01437,0.0,0.5416,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-04-06,0,0.010856950822929938,0.0,0.01573,0.0,0.599,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-04-07,0,-0.29507872147040676,0.0,0.01564,0.0,0.6005,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-04-08,0,-0.8226620816578367,0.0,0.01609,0.0,0.6238,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-04-09,1,1.0733278184256516,-6030134.955797584,0.0167,165630.35158194022,0.608,200000,201406.5075236393,1406.5075236393022,1.0070325376181966
2020-04-10,0,0.11108946611496748,0.0,0.01487,0.0,0.5556,200000,199050.3909774234,-949.6090225765947,0.995251954887117
2020-04-11,0,-0.4216101771764469,0.0,0.01492,0.0,0.5631,200000,199050.3909774234,-949.6090225765947,0.995251954887117
2020-04-12,0,-0.16679712252800052,0.0,0.01505,0.0,0.5646,200000,199050.3909774234,-949.6090225765947,0.995251954887117
2020-04-13,0,0.10798491869644676,0.0,0.01491,0.0,0.5548,200000,199050.3909774234,-949.6090225765947,0.995251954887117
2020-04-14,0,0.7542449234205834,0.0,0.015,0.0,0.5523,200000,199050.3909774234,-949.6090225765947,0.995251954887117
2020-04-15,0,0.22019130023999092,0.0,0.01411,0.0,0.5256,200000,199050.3909774234,-949.6090225765947,0.995251954887117
2020-04-16,0,-0.5737155315343734,0.0,0.01491,0.0,0.5643,200000,199050.3909774234,-949.6090225765947,0.995251954887117
2020-04-17,0,-0.5290984282901523,0.0,0.01502,0.0,0.5685,200000,199050.3909774234,-949.6090225765947,0.995251954887117
2020-04-18,-2,-1.5426792156013107,0.0,0.01544,0.0,0.5959,200000,199050.3909774234,-949.6090225765947,0.995251954887117
2020-04-19,0,0.5350538483350974,0.0,0.01555,0.0,0.5799,200000,199050.3909774234,-949.6090225765947,0.995251954887117
2020-04-20,0,-0.08123817784720207,0.0,0.01438,0.0,0.5423,200000,199050.3909774234,-949.6090225765947,0.995251954887117
2020-04-21,-2,-1.9248913782155168,0.0,0.01441,0.0,0.5621,200000,199050.3909774234,-949.6090225765947,0.995251954887117
2020-04-22,-2,-1.4996984892355834,0.0,0.01489,0.0,0.5777,200000,199050.3909774234,-949.6090225765947,0.995251954887117
2020-04-23,-2,-1.3177351784707119,0.0,0.01536,0.0,0.5956,200000,199050.3909774234,-949.6090225765947,0.995251954887117
2020-04-24,2,1.7716320901383407,0.0,0.01693,0.0,0.6169,200000,199050.3909774234,-949.6090225765947,0.995251954887117
2020-04-25,2,3.907740671091907,0.0,0.02032,0.0,0.6316,200000,199050.3909774234,-949.6090225765947,0.995251954887117
2020-04-26,1,1.0588139281536577,-5310842.875598277,0.01874,150704.41473154406,0.6604,200000,199050.3909774234,-949.6090225765947,0.995251954887117
2020-04-27,2,2.1957767955655876,0.0,0.02023,0.0,0.6585,200000,207249.88525005477,7249.8852500547655,1.036249426250274
2020-04-28,2,1.8842554792451311,0.0,0.02055,0.0,0.6682,200000,207249.88525005477,7249.8852500547655,1.036249426250274
2020-04-29,0,-0.054609634852119116,0.0,0.02094,0.0,0.7687,200000,207249.88525005477,7249.8852500547655,1.036249426250274
2020-04-30,0,-0.18655266854671435,0.0,0.01997,0.0,0.7392,200000,207249.88525005477,7249.8852500547655,1.036249426250274
2020-05-01,0,-0.08190950349983807,0.0,0.02053,0.0,0.7536,200000,207249.88525005477,7249.8852500547655,1.036249426250274
2020-05-02,0,-0.2203334261499936,0.0,0.02029,0.0,0.7511,200000,207249.88525005477,7249.8852500547655,1.036249426250274
2020-05-03,0,0.08477228377177146,0.0,0.02005,0.0,0.7266,200000,207249.88525005477,7249.8852500547655,1.036249426250274
2020-05-04,0,-0.5937909495340821,0.0,0.0189,0.0,0.7177,200000,207249.88525005477,7249.8852500547655,1.036249426250274
2020-05-05,0,0.08694600117293474,0.0,0.01959,0.0,0.7099,200000,207249.88525005477,7249.8852500547655,1.036249426250274
2020-05-06,0,-0.18021991583504834,0.0,0.01852,0.0,0.682,200000,207249.88525005477,7249.8852500547655,1.036249426250274
2020-05-07,-1,-1.0494648088669523,5737815.206258438,0.01806,-146445.65096809974,0.7076,200000,207249.88525005477,7249.8852500547655,1.036249426250274
2020-05-08,-2,-1.379665916321833,0.0,0.01889,0.0,0.7625,200000,210527.36486700893,10527.364867008931,1.0526368243350446
2020-05-09,-1,-1.002898862620193,5602111.891085921,0.01879,-142075.42506884123,0.7409,200000,210527.36486700893,10527.364867008931,1.0526368243350446
2020-05-10,-1,-0.5623995819925733,5602111.891085921,0.01768,-142075.42506884123,0.675,200000,194946.2501558669,-5053.749844133097,0.9747312507793345
2020-05-11,-1,-0.9302680653721946,5602111.891085921,0.01697,-142075.42506884123,0.6665,200000,189761.10960011074,-10238.890399889264,0.9488055480005537
2020-05-12,-1,-1.173809937267238,5602111.891085921,0.01785,-142075.42506884123,0.7172,200000,201894.19211525662,1894.192115256621,1.009470960576283
2020-05-13,-2,-1.3866204452841906,0.0,0.01853,0.0,0.7635,200000,215194.81856524706,15194.818565247057,1.0759740928262354
2020-05-14,-2,-2.4520588008920097,0.0,0.01944,0.0,0.9453,200000,215194.81856524706,15194.818565247057,1.0759740928262354
2020-05-15,-2,-2.232331595447806,0.0,0.0195,0.0,0.9551,200000,215194.81856524706,15194.818565247057,1.0759740928262354
2020-05-16,-1,-1.0753315701271309,4990603.3990085125,0.02156,-115410.71466547628,0.9323,200000,215194.81856524706,15194.818565247057,1.0759740928262354
2020-05-17,-2,-1.6623374358971157,0.0,0.02058,0.0,0.9721,200000,224678.95633996133,24678.956339961325,1.1233947816998067
2020-05-18,-2,-1.9912348497364842,0.0,0.02023,0.0,1.0218,200000,224678.95633996133,24678.956339961325,1.1233947816998067
2020-05-19,-2,-2.3374601464062557,0.0,0.0205,0.0,1.1794,200000,224678.95633996133,24678.956339961325,1.1233947816998067
2020-05-20,-2,-2.087161134012663,0.0,0.01967,0.0,1.1679,200000,224678.95633996133,24678.956339961325,1.1233947816998067
2020-05-21,-2,-2.585758318275829,0.0,0.01915,0.0,1.5427,200000,224678.95633996133,24678.956339961325,1.1233947816998067
2020-05-22,-2,-2.2961053421122952,0.0,0.02034,0.0,1.8003,200000,224678.95633996133,24678.956339961325,1.1233947816998067
2020-05-23,-2,-2.037680636777889,0.0,0.02003,0.0,1.8737,200000,224678.95633996133,24678.956339961325,1.1233947816998067
2020-05-24,-2,-1.424650364839386,0.0,0.01999,0.0,1.5367,200000,224678.95633996133,24678.956339961325,1.1233947816998067
2020-05-25,-2,-1.2725784540955574,0.0,0.02256,0.0,1.7232,200000,224678.95633996133,24678.956339961325,1.1233947816998067
2020-05-26,0,-0.9351847818337456,0.0,0.02386,0.0,1.6523,200000,224678.95633996133,24678.956339961325,1.1233947816998067
2020-05-27,0,-0.9288927480576739,0.0,0.02294,0.0,1.6448,200000,224678.95633996133,24678.956339961325,1.1233947816998067
2020-05-28,0,-0.8710552358906896,0.0,0.02211,0.0,1.6064,200000,224678.95633996133,24678.956339961325,1.1233947816998067
2020-05-29,0,-0.7148954435684388,0.0,0.02271,0.0,1.6029,200000,224678.95633996133,24678.956339961325,1.1233947816998067
2020-05-30,0,-0.6299150634625141,0.0,0.02242,0.0,1.5768,200000,224678.95633996133,24678.956339961325,1.1233947816998067
2020-05-31,0,-0.431186417257258,0.0,0.02233,0.0,1.5081,200000,224678.95633996133,24678.956339961325,1.1233947816998067
2020-06-01,0,-0.5851833655805683,0.0,0.02372,0.0,1.7181,200000,224678.95633996133,24678.956339961325,1.1233947816998067
2020-06-02,0,-0.654063378382472,0.0,0.02303,0.0,1.7361,200000,224678.95633996133,24678.956339961325,1.1233947816998067
2020-06-03,0,-0.21562741143806397,0.0,0.02496,0.0,1.712,200000,224678.95633996133,24678.956339961325,1.1233947816998067
2020-06-04,0,-0.16117699842395644,0.0,0.02452,0.0,1.6906,200000,224678.95633996133,24678.956339961325,1.1233947816998067
2020-06-05,0,0.19163412778925365,0.0,0.02481,0.0,1.6428,200000,224678.95633996133,24678.956339961325,1.1233947816998067
2020-06-06,0,0.9691385546936746,0.0,0.02799,0.0,1.7079,200000,224678.95633996133,24678.956339961325,1.1233947816998067
2020-06-07,1,1.1885567344076,-4082103.131176623,0.02752,66233.99455809248,1.6961,200000,224678.95633996133,24678.956339961325,1.1233947816998067
2020-06-08,2,1.2521705016951663,0.0,0.02709,0.0,1.678,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-06-09,2,1.6149507638391714,0.0,0.02752,0.0,1.648,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-06-10,2,1.9318467981631182,0.0,0.02926,0.0,1.6499,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-06-11,2,1.5891185305167164,0.0,0.02621,0.0,1.5076,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-06-12,2,1.7469817771540759,0.0,0.02755,0.0,1.553,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-06-13,2,1.836221901998872,0.0,0.02961,0.0,1.6187,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-06-14,2,1.7684711481436104,0.0,0.02905,0.0,1.564,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-06-15,2,1.7451187354587159,0.0,0.02858,0.0,1.5037,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-06-16,2,2.427930142319988,0.0,0.03274,0.0,1.5271,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-06-17,2,1.7364633118051909,0.0,0.03102,0.0,1.5136,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-06-18,2,1.5723197103550781,0.0,0.03046,0.0,1.4787,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-06-19,2,1.6619376066839984,0.0,0.0312,0.0,1.4603,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-06-20,2,1.37601606961159,0.0,0.03097,0.0,1.4702,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-06-21,2,1.3935969506842336,0.0,0.03117,0.0,1.4512,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-06-22,0,0.4500075932563338,0.0,0.03128,0.0,1.6246,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-06-23,0,0.3414328698070338,0.0,0.03004,0.0,1.5664,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-06-24,0,0.20065463625860933,0.0,0.02888,0.0,1.5154,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-06-25,0,0.10343928901889819,0.0,0.02803,0.0,1.4719,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-06-26,0,-0.1105510244095319,0.0,0.02742,0.0,1.4592,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-06-27,0,-0.16615925373180387,0.0,0.02621,0.0,1.3905,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-06-28,0,-0.3972702380627985,0.0,0.02662,0.0,1.4253,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-06-29,0,-0.6182494507034965,0.0,0.02722,0.0,1.4689,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-06-30,0,-0.40257421597682586,0.0,0.02772,0.0,1.4677,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-07-01,0,-0.37129183770067986,0.0,0.02788,0.0,1.4642,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-07-02,0,0.7376560657793851,0.0,0.02895,0.0,1.4186,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-07-03,2,1.3673009033484784,0.0,0.03069,0.0,1.4433,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-07-04,0,-0.21415423628874286,0.0,0.02968,0.0,1.5166,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-07-05,0,-0.9800745953979483,0.0,0.02799,0.0,1.4951,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-07-06,0,0.13887445396815398,0.0,0.03112,0.0,1.568,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-07-07,2,1.2354242724797007,0.0,0.03214,0.0,1.529,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-07-08,2,2.288070861597858,0.0,0.0365,0.0,1.6144,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-07-09,2,2.143076916146737,0.0,0.03538,0.0,1.5532,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-07-10,2,1.8400515910797193,0.0,0.03504,0.0,1.546,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-07-11,2,2.6768176370141616,0.0,0.0383,0.0,1.5298,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-07-12,2,2.957229717602565,0.0,0.04318,0.0,1.5394,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-07-13,2,2.8313479407248647,0.0,0.04705,0.0,1.5348,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-07-14,2,2.1641481971899776,0.0,0.04591,0.0,1.5277,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-07-15,2,2.197942718479563,0.0,0.04875,0.0,1.5174,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-07-16,2,2.325997032203675,0.0,0.05205,0.0,1.4742,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-07-17,2,1.79586025537343,0.0,0.05088,0.0,1.4932,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-07-18,2,1.622946345839664,0.0,0.05448,0.0,1.5841,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-07-19,2,1.5147988083677975,0.0,0.05423,0.0,1.5537,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-07-20,2,1.2709404036904863,0.0,0.0556,0.0,1.6222,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-07-21,1,1.1456584040978877,-1984087.1750624722,0.05648,67936.49205670108,1.6495,200000,224122.48729505687,24122.487295056868,1.1206124364752843
2020-07-22,1,0.6654801354272685,-1984087.1750624722,0.05486,67936.49205670108,1.729,200000,226309.21718996338,26309.217189963383,1.131546085949817
2020-07-23,1,0.5487887544364812,-1984087.1750624722,0.0531,67936.49205670108,1.6884,200000,220059.00218435138,20059.002184351382,1.1002950109217569
2020-07-24,1,0.3077469091440322,-1984087.1750624722,0.04941,67936.49205670108,1.6226,200000,208267.49933103993,8267.49933103993,1.0413374966551996
2020-07-25,1,0.25554828512201366,-1984087.1750624722,0.05028,67936.49205670108,1.6419,200000,211304.8294700386,11304.829470038589,1.056524147350193
2020-07-26,1,0.5670522968337416,-1984087.1750624722,0.05289,67936.49205670108,1.6229,200000,215192.50364787434,15192.503647874342,1.0759625182393717
2020-07-27,2,1.8712743362915096,0.0,0.06221,0.0,1.5738,200000,240634.09925685712,40634.099256857124,1.2031704962842857
2020-07-28,2,2.6064517965301923,0.0,0.07266,0.0,1.5836,200000,240634.09925685712,40634.099256857124,1.2031704962842857
2020-07-29,2,1.9328696592270573,0.0,0.06878,0.0,1.5778,200000,240634.09925685712,40634.099256857124,1.2031704962842857
2020-07-30,2,2.347843496187287,0.0,0.07629,0.0,1.5886,200000,240634.09925685712,40634.099256857124,1.2031704962842857
2020-07-31,2,1.9147058929245755,0.0,0.07437,0.0,1.5816,200000,240634.09925685712,40634.099256857124,1.2031704962842857
2020-08-01,2,1.4545855819607862,0.0,0.07495,0.0,1.6556,200000,240634.09925685712,40634.099256857124,1.2031704962842857
2020-08-02,2,1.2944626421617158,0.0,0.07163,0.0,1.5843,200000,240634.09925685712,40634.099256857124,1.2031704962842857
2020-08-03,2,1.2343867074258879,0.0,0.07168,0.0,1.569,200000,240634.09925685712,40634.099256857124,1.2031704962842857
