date,statusList,zscore,ETHUSDT_position,ETHUSDT_price,FETUSDT_position,FETUSDT_price,init,total_asset,pnl,return
2020-05-19,0,-0.23906567877673243,0.0,214.58,0.0,0.0205,200000,212622.89886146397,12622.898861463967,1.0631144943073199
2020-05-20,0,0.13867777617742502,0.0,209.98,0.0,0.01967,200000,212622.89886146397,12622.898861463967,1.0631144943073199
2020-05-21,0,-0.46089654713164796,0.0,198.74,0.0,0.01915,200000,212622.89886146397,12622.898861463967,1.0631144943073199
2020-05-22,0,-0.7802004824891419,0.0,207.36,0.0,0.02034,200000,212622.89886146397,12622.898861463967,1.0631144943073199
2020-05-23,0,-0.5259991830056753,0.0,206.6,0.0,0.02003,200000,212622.89886146397,12622.898861463967,1.0631144943073199
2020-05-24,-1,-1.0325050486515508,531.8231587330264,199.9,-5318231.587330264,0.01999,200000,212622.89886146397,12622.898861463967,1.0631144943073199
2020-05-25,-2,-2.293172203235586,0.0,204.15,0.0,0.02256,200000,224030.50561628738,24030.50561628738,1.1201525280814368
2020-05-26,-2,-2.5263397484746806,0.0,200.89,0.0,0.02386,200000,224030.50561628738,24030.50561628738,1.1201525280814368
2020-05-27,-2,-1.5352085135810498,0.0,208.29,0.0,0.02294,200000,224030.50561628738,24030.50561628738,1.1201525280814368
2020-05-28,0,-0.2766918834621129,0.0,220.21,0.0,0.02211,200000,224030.50561628738,24030.50561628738,1.1201525280814368
2020-05-29,0,-0.5457714189204224,0.0,220.67,0.0,0.02271,200000,224030.50561628738,24030.50561628738,1.1201525280814368
2020-05-30,1,1.1335832649898767,-459.7194976940971,243.66,4996220.018204447,0.02242,200000,224030.50561628738,24030.50561628738,1.1201525280814368
2020-05-31,1,0.463734941232944,-459.7194976940971,231.57,4996220.018204447,0.02233,200000,218022.83708752735,18022.837087527354,1.0901141854376368
2020-06-01,1,0.6268939250637839,-459.7194976940971,248.23,4996220.018204447,0.02372,200000,232626.50974441518,32626.509744415176,1.1631325487220758
2020-06-02,1,0.45374462036553576,-459.7194976940971,237.71,4996220.018204447,0.02303,200000,224342.86881611223,24342.868816112226,1.121714344080561
2020-06-03,0,-0.32949751293678425,0.0,244.52,0.0,0.02496,200000,211735.465538065,11735.465538065007,1.058677327690325
2020-06-04,0,-0.1277340210868176,0.0,243.21,0.0,0.02452,200000,211735.465538065,11735.465538065007,1.058677327690325
2020-06-05,0,-0.5634743847903385,0.0,240.03,0.0,0.02481,200000,211735.465538065,11735.465538065007,1.058677327690325
2020-06-06,-2,-1.912526199263669,0.0,241.94,0.0,0.02799,200000,211735.465538065,11735.465538065007,1.058677327690325
2020-06-07,-2,-1.3886560271754143,0.0,244.56,0.0,0.02752,200000,211735.465538065,11735.465538065007,1.058677327690325
2020-06-08,0,-0.9862840550328543,0.0,246.4,0.0,0.02709,200000,211735.465538065,11735.465538065007,1.058677327690325
2020-06-09,-1,-1.1977793582200524,434.24008518881254,243.8,-3846937.963991007,0.02752,200000,211735.465538065,11735.465538065007,1.058677327690325
2020-06-10,-2,-1.5472947054623463,0.0,247.78,0.0,0.02926,200000,216700.8620563579,16700.862056357902,1.0835043102817896
2020-06-11,0,-0.9974397489649771,0.0,230.51,0.0,0.02621,200000,216700.8620563579,16700.862056357902,1.0835043102817896
2020-06-12,-1,-1.1111306543057482,456.11631668355693,237.55,-3932865.010097239,0.02755,200000,216700.8620563579,16700.862056357902,1.0835043102817896
2020-06-13,-2,-1.6467712306497113,0.0,238.11,0.0,0.02961,200000,224547.13883981545,24547.138839815452,1.1227356941990774
2020-06-14,-2,-1.5507280165980972,0.0,231.77,0.0,0.02905,200000,224547.13883981545,24547.138839815452,1.1227356941990774
2020-06-15,-2,-1.3788104667786008,0.0,230.86,0.0,0.02858,200000,224547.13883981545,24547.138839815452,1.1227356941990774
2020-06-16,-2,-2.0183294876109357,0.0,235.3,0.0,0.03274,200000,224547.13883981545,24547.138839815452,1.1227356941990774
2020-06-17,-2,-1.471698237387286,0.0,233.82,0.0,0.03102,200000,224547.13883981545,24547.138839815452,1.1227356941990774
2020-06-18,-2,-1.2702668453538033,0.0,231.27,0.0,0.03046,200000,224547.13883981545,24547.138839815452,1.1227356941990774
2020-06-19,-2,-1.3941000697809192,0.0,229.0,0.0,0.0312,200000,224547.13883981545,24547.138839815452,1.1227356941990774
2020-06-20,-2,-1.2323308978674072,0.0,228.89,0.0,0.03097,200000,224547.13883981545,24547.138839815452,1.1227356941990774
2020-06-21,-2,-1.2185791696324357,0.0,228.04,0.0,0.03117,200000,224547.13883981545,24547.138839815452,1.1227356941990774
2020-06-22,0,-0.6717153286857326,0.0,243.13,0.0,0.03128,200000,224547.13883981545,24547.138839815452,1.1227356941990774
2020-06-23,0,-0.2161871749708516,0.0,243.14,0.0,0.03004,200000,224547.13883981545,24547.138839815452,1.1227356941990774
2020-06-24,0,-0.07597428101935709,0.0,234.58,0.0,0.02888,200000,224547.13883981545,24547.138839815452,1.1227356941990774
2020-06-25,0,0.3195564265034149,0.0,232.5,0.0,0.02803,200000,224547.13883981545,24547.138839815452,1.1227356941990774
2020-06-26,0,0.48615407060756977,0.0,229.64,0.0,0.02742,200000,224547.13883981545,24547.138839815452,1.1227356941990774
2020-06-27,0,0.6467194998443316,0.0,220.94,0.0,0.02621,200000,224547.13883981545,24547.138839815452,1.1227356941990774
2020-06-28,0,0.8071164942170759,0.0,224.93,0.0,0.02662,200000,224547.13883981545,24547.138839815452,1.1227356941990774
2020-06-29,0,0.750557440218362,0.0,227.93,0.0,0.02722,200000,224547.13883981545,24547.138839815452,1.1227356941990774
2020-06-30,0,0.30254305401035353,0.0,225.6,0.0,0.02772,200000,224547.13883981545,24547.138839815452,1.1227356941990774
2020-07-01,0,0.7193867241791349,0.0,230.99,0.0,0.02788,200000,224547.13883981545,24547.138839815452,1.1227356941990774
2020-07-02,0,-0.26478844618691366,0.0,226.46,0.0,0.02895,200000,224547.13883981545,24547.138839815452,1.1227356941990774
2020-07-03,-2,-1.3204384930558615,0.0,224.87,0.0,0.03069,200000,224547.13883981545,24547.138839815452,1.1227356941990774
2020-07-04,0,-0.37320771358432386,0.0,229.17,0.0,0.02968,200000,224547.13883981545,24547.138839815452,1.1227356941990774
2020-07-05,0,0.5661200425315804,0.0,227.56,0.0,0.02799,200000,224547.13883981545,24547.138839815452,1.1227356941990774
2020-07-06,0,-0.3739459093072239,0.0,241.6,0.0,0.03112,200000,224547.13883981545,24547.138839815452,1.1227356941990774
2020-07-07,-1,-1.1330258135706353,468.9985773002537,239.39,-3493266.005597627,0.03214,200000,224547.13883981545,24547.138839815452,1.1227356941990774
2020-07-08,-2,-2.31195861090937,0.0,246.95,0.0,0.0365,200000,236232.14937983116,36232.14937983116,1.1811607468991558
2020-07-09,-2,-1.9398204737778397,0.0,241.98,0.0,0.03538,200000,236232.14937983116,36232.14937983116,1.1811607468991558
2020-07-10,-2,-1.6898656200930808,0.0,241.26,0.0,0.03504,200000,236232.14937983116,36232.14937983116,1.1811607468991558
2020-07-11,-2,-2.348472002928607,0.0,239.19,0.0,0.0383,200000,236232.14937983116,36232.14937983116,1.1811607468991558
2020-07-12,-2,-2.5275606325312965,0.0,242.79,0.0,0.04318,200000,236232.14937983116,36232.14937983116,1.1811607468991558
2020-07-13,-2,-2.465495736893304,0.0,239.5,0.0,0.04705,200000,236232.14937983116,36232.14937983116,1.1811607468991558
2020-07-14,-2,-1.9483870332212645,0.0,240.44,0.0,0.04591,200000,236232.14937983116,36232.14937983116,1.1811607468991558
2020-07-15,-2,-1.9188180367075598,0.0,238.61,0.0,0.04875,200000,236232.14937983116,36232.14937983116,1.1811607468991558
2020-07-16,-2,-1.9222964060991745,0.0,233.57,0.0,0.05205,200000,236232.14937983116,36232.14937983116,1.1811607468991558
2020-07-17,-2,-1.6331553845361355,0.0,232.67,0.0,0.05088,200000,236232.14937983116,36232.14937983116,1.1811607468991558
2020-07-18,-2,-1.6055120744603268,0.0,235.67,0.0,0.05448,200000,236232.14937983116,36232.14937983116,1.1811607468991558
2020-07-19,-2,-1.391012822731512,0.0,239.11,0.0,0.05423,200000,236232.14937983116,36232.14937983116,1.1811607468991558
2020-07-20,-2,-1.3548197614057467,0.0,236.01,0.0,0.0556,200000,236232.14937983116,36232.14937983116,1.1811607468991558
2020-07-21,-1,-1.1718444198628206,480.94822545671883,245.59,-2091290.2742548792,0.05648,200000,236232.14937983116,36232.14937983116,1.1811607468991558
2020-07-22,-1,-0.7648397523309937,480.94822545671883,263.74,-2091290.2742548792,0.05486,200000,241573.4694275777,41573.469427577686,1.2078673471378885
2020-07-23,-1,-0.42401876368157115,480.94822545671883,275.3,-2091290.2742548792,0.0531,200000,243452.5600311688,43452.5600311688,1.217262800155844
2020-07-24,0,0.0016287776400420598,0.0,279.15,0.0,0.04941,200000,205306.1046945217,5306.104694521695,1.0265305234726085
2020-07-25,0,0.4719094116559069,0.0,305.26,0.0,0.05028,200000,205306.1046945217,5306.104694521695,1.0265305234726085
2020-07-26,0,0.43346627873121724,0.0,311.0,0.0,0.05289,200000,205306.1046945217,5306.104694521695,1.0265305234726085
2020-07-27,0,-0.18544791117668372,0.0,321.93,0.0,0.06221,200000,205306.1046945217,5306.104694521695,1.0265305234726085
2020-07-28,-1,-1.0314571866878075,324.06178725024733,316.77,-1412786.2970996539,0.07266,200000,205306.1046945217,5306.104694521695,1.0265305234726085
2020-07-29,-1,-0.6513757968114133,324.06178725024733,317.71,-1412786.2970996539,0.06878,200000,200129.11194179027,129.11194179026643,1.0006455597089514
2020-07-30,-1,-0.9334502687621958,324.06178725024733,334.87,-1412786.2970996539,0.07629,200000,216300.03730222292,16300.037302222918,1.0815001865111147
2020-07-31,-1,-0.4348847477809474,324.06178725024733,346.33,-1412786.2970996539,0.07437,200000,217301.23569367942,17301.235693679424,1.0865061784683971
2020-08-01,0,0.5278913889336404,0.0,387.0,0.0,0.07495,200000,185782.52599629504,-14217.474003704963,0.9289126299814752
2020-08-02,0,0.5810516258126041,0.0,372.42,0.0,0.07163,200000,185782.52599629504,-14217.474003704963,0.9289126299814752
2020-08-03,0,0.898357876246677,0.0,385.94,0.0,0.07168,200000,185782.52599629504,-14217.474003704963,0.9289126299814752
2020-08-04,0,0.2770061001060508,0.0,389.61,0.0,0.07713,200000,185782.52599629504,-14217.474003704963,0.9289126299814752
2020-08-05,0,-0.6031446714630593,0.0,400.72,0.0,0.08762,200000,185782.52599629504,-14217.474003704963,0.9289126299814752
2020-08-06,-2,-1.4085787124066638,0.0,394.77,0.0,0.097,200000,185782.52599629504,-14217.474003704963,0.9289126299814752
2020-08-07,-2,-1.5121398415822975,0.0,379.34,0.0,0.09591,200000,185782.52599629504,-14217.474003704963,0.9289126299814752
2020-08-08,0,-0.929376634723735,0.0,397.03,0.0,0.09248,200000,185782.52599629504,-14217.474003704963,0.9289126299814752
2020-08-09,-1,-1.1364057737014197,238.09725482685067,390.14,-990100.8633356163,0.09382,200000,185782.52599629504,-14217.474003704963,0.9289126299814752
