date,statusList,zscore,IOSTUSDT_position,IOSTUSDT_price,ICXUSDT_position,ICXUSDT_price,init,total_asset,pnl,return
2020-02-11,-1,-0.6407948798767373,13700506.918755993,0.007594,-242541.8384671356,0.4161,200000,204963.30852720814,4963.308527208137,1.0248165426360407
2020-02-12,-1,-0.49142697931266016,13700506.918755993,0.007946,-242541.8384671356,0.423,200000,211459.42564803347,11459.425648033473,1.0572971282401673
2020-02-13,0,-0.18457419714007325,0.0,0.007778,0.0,0.3843,200000,186646.28570883608,-13353.714291163924,0.9332314285441804
2020-02-14,0,-0.005632036931619052,0.0,0.008343,0.0,0.4036,200000,186646.28570883608,-13353.714291163924,0.9332314285441804
2020-02-15,0,0.07616527266342868,0.0,0.007382,0.0,0.3595,200000,186646.28570883608,-13353.714291163924,0.9332314285441804
2020-02-16,0,-0.12915976994767978,0.0,0.006682,0.0,0.35,200000,186646.28570883608,-13353.714291163924,0.9332314285441804
2020-02-17,0,-0.03856027098676785,0.0,0.006532,0.0,0.3455,200000,186646.28570883608,-13353.714291163924,0.9332314285441804
2020-02-18,0,-0.3447964006313159,0.0,0.006785,0.0,0.3826,200000,186646.28570883608,-13353.714291163924,0.9332314285441804
2020-02-19,0,-0.5402471323594853,0.0,0.006205,0.0,0.3633,200000,186646.28570883608,-13353.714291163924,0.9332314285441804
2020-02-20,-1,-1.0031948679659703,15078872.653808052,0.006189,-239535.78761400934,0.3896,200000,186646.28570883608,-13353.714291163924,0.9332314285441804
2020-02-21,-2,-1.310462502766326,0.0,0.006347,0.0,0.4222,200000,192072.69050575112,-7927.309494248882,0.9603634525287555
2020-02-22,-1,-1.0625623962974708,15434963.87863638,0.006222,-236135.5919667459,0.4067,200000,192072.69050575112,-7927.309494248882,0.9603634525287555
2020-02-23,-1,-0.7189436777490114,15434963.87863638,0.006432,-236135.5919667459,0.4033,200000,194511.17190757784,-5488.828092422162,0.9725558595378891
2020-02-24,-1,-0.40222880388528126,15434963.87863638,0.006165,-236135.5919667459,0.365,200000,181346.04337965554,-18653.956620344456,0.9067302168982777
2020-02-25,-1,-0.33323597040183783,15434963.87863638,0.005595,-236135.5919667459,0.3266,200000,163480.50723730976,-36519.492762690235,0.8174025361865488
2020-02-26,-1,-0.6549409710049551,15434963.87863638,0.00505,-236135.5919667459,0.3027,200000,149424.81127544772,-50575.18872455228,0.7471240563772386
2020-02-27,-1,-0.5072086473608862,15434963.87863638,0.00523,-236135.5919667459,0.3099,200000,153903.28103576283,-46096.71896423717,0.7695164051788141
2020-02-28,-1,-0.3246538821525736,15434963.87863638,0.005251,-236135.5919667459,0.306,200000,153306.48646854388,-46693.51353145612,0.7665324323427194
2020-02-29,0,-0.17127052410848911,0.0,0.005115,0.0,0.2937,200000,182475.8736271593,-17524.126372840692,0.9123793681357966
2020-03-01,0,-0.05931476098472002,0.0,0.005049,0.0,0.2875,200000,182475.8736271593,-17524.126372840692,0.9123793681357966
2020-03-02,0,-0.5588315229164958,0.0,0.005283,0.0,0.3171,200000,182475.8736271593,-17524.126372840692,0.9123793681357966
2020-03-03,-2,-1.2645872757774368,0.0,0.005186,0.0,0.3399,200000,182475.8736271593,-17524.126372840692,0.9123793681357966
2020-03-04,0,-0.27712356342610384,0.0,0.005471,0.0,0.3257,200000,182475.8736271593,-17524.126372840692,0.9123793681357966
2020-03-05,-2,-2.015578021642827,0.0,0.005473,0.0,0.3958,200000,182475.8736271593,-17524.126372840692,0.9123793681357966
2020-03-06,-2,-1.2451690558841895,0.0,0.00571,0.0,0.3812,200000,182475.8736271593,-17524.126372840692,0.9123793681357966
2020-03-07,0,-0.8986546259766903,0.0,0.005386,0.0,0.351,200000,182475.8736271593,-17524.126372840692,0.9123793681357966
2020-03-08,0,-0.3570517339409391,0.0,0.004615,0.0,0.2903,200000,182475.8736271593,-17524.126372840692,0.9123793681357966
2020-03-09,-2,-2.0329475097835887,0.0,0.004498,0.0,0.3266,200000,182475.8736271593,-17524.126372840692,0.9123793681357966
2020-03-10,-2,-1.2642550578267508,0.0,0.004562,0.0,0.3151,200000,182475.8736271593,-17524.126372840692,0.9123793681357966
2020-03-11,0,-0.9599388047056087,0.0,0.004444,0.0,0.3014,200000,182475.8736271593,-17524.126372840692,0.9123793681357966
2020-03-12,-2,-1.5525510892546812,0.0,0.002293,0.0,0.1653,200000,182475.8736271593,-17524.126372840692,0.9123793681357966
2020-03-13,-2,-1.7003991764227575,0.0,0.002562,0.0,0.1911,200000,182475.8736271593,-17524.126372840692,0.9123793681357966
2020-03-14,0,-0.9704276134708144,0.0,0.002599,0.0,0.1819,200000,182475.8736271593,-17524.126372840692,0.9123793681357966
2020-03-15,0,-0.6418031154492757,0.0,0.002761,0.0,0.1885,200000,182475.8736271593,-17524.126372840692,0.9123793681357966
2020-03-16,0,-0.7580545721685701,0.0,0.002417,0.0,0.1682,200000,182475.8736271593,-17524.126372840692,0.9123793681357966
2020-03-17,0,-0.9705072201032203,0.0,0.002515,0.0,0.1804,200000,182475.8736271593,-17524.126372840692,0.9123793681357966
2020-03-18,0,-0.9900883363591638,0.0,0.00251,0.0,0.1822,200000,182475.8736271593,-17524.126372840692,0.9123793681357966
2020-03-19,0,-0.9896360157858765,0.0,0.002847,0.0,0.2085,200000,182475.8736271593,-17524.126372840692,0.9123793681357966
2020-03-20,0,0.6210289932318657,0.0,0.003146,0.0,0.2021,200000,182475.8736271593,-17524.126372840692,0.9123793681357966
2020-03-21,2,2.035653132405477,0.0,0.003433,0.0,0.201,200000,182475.8736271593,-17524.126372840692,0.9123793681357966
2020-03-22,2,1.2325561021382128,0.0,0.002959,0.0,0.1837,200000,182475.8736271593,-17524.126372840692,0.9123793681357966
2020-03-23,2,1.353376927441024,0.0,0.003258,0.0,0.1991,200000,182475.8736271593,-17524.126372840692,0.9123793681357966
2020-03-24,1,1.1397691782792805,-27267763.54261197,0.003346,436754.1254838662,0.2089,200000,182475.8736271593,-17524.126372840692,0.9123793681357966
2020-03-25,1,0.3714946438660994,-27267763.54261197,0.003137,436754.1254838662,0.2055,200000,175291.94702010823,-24708.05297989177,0.8764597351005412
2020-03-26,1,0.21580229530184858,-27267763.54261197,0.003161,436754.1254838662,0.2092,200000,177562.36360942124,-22437.63639057876,0.8878118180471062
2020-03-27,1,0.3735190602808334,-27267763.54261197,0.00297,436754.1254838662,0.1945,200000,165933.93512816954,-34066.06487183046,0.8296696756408477
2020-03-28,1,0.589840284082403,-27267763.54261197,0.002958,436754.1254838662,0.1913,200000,164209.10876410984,-35790.89123589016,0.8210455438205492
2020-03-29,1,0.39728426261553756,-27267763.54261197,0.002743,436754.1254838662,0.1789,200000,152930.7884464483,-47069.21155355169,0.7646539422322416
2020-03-30,0,-0.69080419410213,0.0,0.002925,0.0,0.2055,200000,172481.1092023648,-27518.89079763519,0.8624055460118241
2020-03-31,0,-0.5739455220736586,0.0,0.003034,0.0,0.2118,200000,172481.1092023648,-27518.89079763519,0.8624055460118241
2020-04-01,-2,-2.1374129010536307,0.0,0.003036,0.0,0.2447,200000,172481.1092023648,-27518.89079763519,0.8624055460118241
2020-04-02,-2,-1.9127779142188592,0.0,0.003122,0.0,0.2505,200000,172481.1092023648,-27518.89079763519,0.8624055460118241
2020-04-03,-2,-1.2820971874028555,0.0,0.003169,0.0,0.2419,200000,172481.1092023648,-27518.89079763519,0.8624055460118241
2020-04-04,0,-0.8659576114175975,0.0,0.003241,0.0,0.2392,200000,172481.1092023648,-27518.89079763519,0.8624055460118241
2020-04-05,0,-0.7378308034207364,0.0,0.003157,0.0,0.231,200000,172481.1092023648,-27518.89079763519,0.8624055460118241
2020-04-06,0,-0.5900508531737447,0.0,0.00349,0.0,0.2519,200000,172481.1092023648,-27518.89079763519,0.8624055460118241
2020-04-07,0,-0.7068854765055617,0.0,0.003395,0.0,0.2479,200000,172481.1092023648,-27518.89079763519,0.8624055460118241
2020-04-08,0,-0.410157132604791,0.0,0.003571,0.0,0.253,200000,172481.1092023648,-27518.89079763519,0.8624055460118241
2020-04-09,0,-0.6186073112205409,0.0,0.003491,0.0,0.2538,200000,172481.1092023648,-27518.89079763519,0.8624055460118241
2020-04-10,0,-0.47006152944759916,0.0,0.003169,0.0,0.2288,200000,172481.1092023648,-27518.89079763519,0.8624055460118241
2020-04-11,0,-0.5232539283697123,0.0,0.00315,0.0,0.2299,200000,172481.1092023648,-27518.89079763519,0.8624055460118241
2020-04-12,0,-0.5036939498670903,0.0,0.003169,0.0,0.2323,200000,172481.1092023648,-27518.89079763519,0.8624055460118241
2020-04-13,0,-0.13241071396832635,0.0,0.003172,0.0,0.2279,200000,172481.1092023648,-27518.89079763519,0.8624055460118241
2020-04-14,0,-0.11136389736752625,0.0,0.003163,0.0,0.228,200000,172481.1092023648,-27518.89079763519,0.8624055460118241
2020-04-15,0,-0.24513556346868207,0.0,0.003021,0.0,0.2205,200000,172481.1092023648,-27518.89079763519,0.8624055460118241
2020-04-16,0,0.1461970197596964,0.0,0.003279,0.0,0.2353,200000,172481.1092023648,-27518.89079763519,0.8624055460118241
2020-04-17,0,0.462681325822308,0.0,0.00326,0.0,0.2321,200000,172481.1092023648,-27518.89079763519,0.8624055460118241
2020-04-18,0,0.16713580789113333,0.0,0.003405,0.0,0.2474,200000,172481.1092023648,-27518.89079763519,0.8624055460118241
2020-04-19,0,0.25571639584474504,0.0,0.003277,0.0,0.2378,200000,172481.1092023648,-27518.89079763519,0.8624055460118241
2020-04-20,0,0.23582033636964705,0.0,0.003052,0.0,0.2222,200000,172481.1092023648,-27518.89079763519,0.8624055460118241
2020-04-21,0,-0.35368061846864135,0.0,0.003044,0.0,0.2245,200000,172481.1092023648,-27518.89079763519,0.8624055460118241
2020-04-22,-2,-1.4833310211932065,0.0,0.003178,0.0,0.2372,200000,172481.1092023648,-27518.89079763519,0.8624055460118241
2020-04-23,-2,-2.0062591635997395,0.0,0.003336,0.0,0.2497,200000,172481.1092023648,-27518.89079763519,0.8624055460118241
2020-04-24,-1,-1.0820598015892295,24042529.858149543,0.003587,-325436.0550988015,0.265,200000,172481.1092023648,-27518.89079763519,0.8624055460118241
2020-04-25,-2,-2.8807119974865616,0.0,0.003527,0.0,0.2722,200000,176266.80059056517,-23733.199409434834,0.8813340029528258
2020-04-26,-2,-3.5346048121023164,0.0,0.003577,0.0,0.2989,200000,176266.80059056517,-23733.199409434834,0.8813340029528258
2020-04-27,-2,-2.4159187331400123,0.0,0.003538,0.0,0.2907,200000,176266.80059056517,-23733.199409434834,0.8813340029528258
2020-04-28,-2,-1.7475615436246017,0.0,0.00352,0.0,0.2839,200000,176266.80059056517,-23733.199409434834,0.8813340029528258
2020-04-29,0,-0.5032466328561882,0.0,0.003922,0.0,0.299,200000,176266.80059056517,-23733.199409434834,0.8813340029528258
2020-04-30,0,-0.41474525191443046,0.0,0.00366,0.0,0.2786,200000,176266.80059056517,-23733.199409434834,0.8813340029528258
2020-05-01,0,-0.03888107694399286,0.0,0.003791,0.0,0.2841,200000,176266.80059056517,-23733.199409434834,0.8813340029528258
2020-05-02,0,0.29218573389696645,0.0,0.003933,0.0,0.2906,200000,176266.80059056517,-23733.199409434834,0.8813340029528258
2020-05-03,0,0.9046602543786968,0.0,0.003804,0.0,0.2738,200000,176266.80059056517,-23733.199409434834,0.8813340029528258
2020-05-04,0,0.47123880659172684,0.0,0.003754,0.0,0.2756,200000,176266.80059056517,-23733.199409434834,0.8813340029528258
2020-05-05,0,0.2658041168903234,0.0,0.003699,0.0,0.2742,200000,176266.80059056517,-23733.199409434834,0.8813340029528258
2020-05-06,0,0.6012707853418543,0.0,0.00357,0.0,0.2613,200000,176266.80059056517,-23733.199409434834,0.8813340029528258
2020-05-07,0,-0.14051336238274326,0.0,0.003699,0.0,0.2801,200000,176266.80059056517,-23733.199409434834,0.8813340029528258
2020-05-08,0,-0.9884889676231313,0.0,0.003831,0.0,0.3018,200000,176266.80059056517,-23733.199409434834,0.8813340029528258
2020-05-09,0,-0.9839394927414417,0.0,0.003734,0.0,0.2954,200000,176266.80059056517,-23733.199409434834,0.8813340029528258
2020-05-10,0,-0.7267833887348084,0.0,0.003352,0.0,0.2632,200000,176266.80059056517,-23733.199409434834,0.8813340029528258
2020-05-11,0,-0.18970766252433208,0.0,0.003268,0.0,0.2515,200000,176266.80059056517,-23733.199409434834,0.8813340029528258
2020-05-12,0,-0.3908445032510587,0.0,0.003396,0.0,0.264,200000,176266.80059056517,-23733.199409434834,0.8813340029528258
2020-05-13,0,0.03178749221031303,0.0,0.003544,0.0,0.2712,200000,176266.80059056517,-23733.199409434834,0.8813340029528258
2020-05-14,0,0.3696792126610298,0.0,0.00355,0.0,0.2685,200000,176266.80059056517,-23733.199409434834,0.8813340029528258
2020-05-15,0,-0.2509058622201887,0.0,0.003472,0.0,0.269,200000,176266.80059056517,-23733.199409434834,0.8813340029528258
2020-05-16,0,-0.5693468478213619,0.0,0.003495,0.0,0.2725,200000,176266.80059056517,-23733.199409434834,0.8813340029528258
2020-05-17,-1,-1.1438495158978548,25166590.6040213,0.003502,-318171.1201995761,0.277,200000,176266.80059056517,-23733.199409434834,0.8813340029528258
2020-05-18,-1,-1.1073915787899147,25166590.6040213,0.003639,-318171.1201995761,0.2866,200000,182769.066257232,-17230.933742767986,0.9138453312861601
2020-05-19,-2,-2.151352388782346,0.0,0.00359,0.0,0.2961,200000,180129.20901322318,-19870.790986776818,0.9006460450661159
2020-05-20,-2,-3.378353703129382,0.0,0.00358,0.0,0.341,200000,180129.20901322318,-19870.790986776818,0.9006460450661159
2020-05-21,-2,-1.648839591416406,0.0,0.003566,0.0,0.3083,200000,180129.20901322318,-19870.790986776818,0.9006460450661159
2020-05-22,0,0.008765031814748978,0.0,0.00417,0.0,0.3254,200000,180129.20901322318,-19870.790986776818,0.9006460450661159
2020-05-23,0,-0.537869668597966,0.0,0.003939,0.0,0.3191,200000,180129.20901322318,-19870.790986776818,0.9006460450661159
2020-05-24,0,-0.33618337219959377,0.0,0.003773,0.0,0.3033,200000,180129.20901322318,-19870.790986776818,0.9006460450661159
2020-05-25,2,1.6274944422849509,0.0,0.004598,0.0,0.3318,200000,180129.20901322318,-19870.790986776818,0.9006460450661159
2020-05-26,0,0.6150702967984498,0.0,0.004459,0.0,0.3408,200000,180129.20901322318,-19870.790986776818,0.9006460450661159
2020-05-27,0,0.5359547645889422,0.0,0.00441,0.0,0.3388,200000,180129.20901322318,-19870.790986776818,0.9006460450661159
2020-05-28,0,0.38041401067658354,0.0,0.004558,0.0,0.3527,200000,180129.20901322318,-19870.790986776818,0.9006460450661159
2020-05-29,0,0.3041241261138779,0.0,0.004499,0.0,0.3492,200000,180129.20901322318,-19870.790986776818,0.9006460450661159
2020-05-30,0,0.8236513197410463,0.0,0.004752,0.0,0.3579,200000,180129.20901322318,-19870.790986776818,0.9006460450661159
2020-05-31,2,2.0466132425991246,0.0,0.00471,0.0,0.3272,200000,180129.20901322318,-19870.790986776818,0.9006460450661159
2020-06-01,2,2.1743246818922133,0.0,0.005093,0.0,0.3423,200000,180129.20901322318,-19870.790986776818,0.9006460450661159
2020-06-02,2,1.5639035827726453,0.0,0.004899,0.0,0.338,200000,180129.20901322318,-19870.790986776818,0.9006460450661159
2020-06-03,2,1.638987533916035,0.0,0.00501,0.0,0.339,200000,180129.20901322318,-19870.790986776818,0.9006460450661159
2020-06-04,2,1.4700656069662092,0.0,0.004952,0.0,0.3347,200000,180129.20901322318,-19870.790986776818,0.9006460450661159
2020-06-05,2,1.6492199424900074,0.0,0.005146,0.0,0.3368,200000,180129.20901322318,-19870.790986776818,0.9006460450661159
2020-06-06,2,1.7858758130879746,0.0,0.005327,0.0,0.3368,200000,180129.20901322318,-19870.790986776818,0.9006460450661159
2020-06-07,2,1.3587952857565122,0.0,0.005165,0.0,0.334,200000,180129.20901322318,-19870.790986776818,0.9006460450661159
2020-06-08,2,1.3761589412549842,0.0,0.005267,0.0,0.335,200000,180129.20901322318,-19870.790986776818,0.9006460450661159
2020-06-09,2,1.6865302383325975,0.0,0.005431,0.0,0.3333,200000,180129.20901322318,-19870.790986776818,0.9006460450661159
2020-06-10,1,1.1059208429946403,-15918099.06444178,0.005658,248591.23518247748,0.3623,200000,180129.20901322318,-19870.790986776818,0.9006460450661159
2020-06-11,1,1.1480663627422416,-15918099.06444178,0.005085,248591.23518247748,0.3213,200000,160815.89760681646,-39184.10239318354,0.8040794880340822
2020-06-12,2,1.8842072956774187,0.0,0.00564,0.0,0.33,200000,187872.18012645724,-12127.819873542758,0.9393609006322862
2020-06-13,2,2.1325026232156468,0.0,0.006057,0.0,0.3387,200000,187872.18012645724,-12127.819873542758,0.9393609006322862
2020-06-14,2,1.574132228043279,0.0,0.005607,0.0,0.3221,200000,187872.18012645724,-12127.819873542758,0.9393609006322862
2020-06-15,2,1.4781743030618657,0.0,0.00552,0.0,0.3151,200000,187872.18012645724,-12127.819873542758,0.9393609006322862
2020-06-16,2,1.9603354337767709,0.0,0.005911,0.0,0.316,200000,187872.18012645724,-12127.819873542758,0.9393609006322862
2020-06-17,1,1.1960485335395,-16436761.16591927,0.005715,289926.20389885374,0.324,200000,187872.18012645724,-12127.819873542758,0.9393609006322862
2020-06-18,1,1.063007573563313,-16436761.16591927,0.005711,289926.20389885374,0.3255,200000,188241.32238764185,-11758.677612358151,0.9412066119382092
2020-06-19,2,1.5074773421582133,0.0,0.00587,0.0,0.3201,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-06-20,2,1.7364430358386513,0.0,0.006064,0.0,0.3197,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-06-21,2,1.4299537100208823,0.0,0.00597,0.0,0.318,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-06-22,2,2.3112867963608235,0.0,0.006767,0.0,0.3262,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-06-23,2,1.7746266715077785,0.0,0.006545,0.0,0.3229,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-06-24,2,1.4684239041322704,0.0,0.006352,0.0,0.3174,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-06-25,2,1.214808154605756,0.0,0.006149,0.0,0.3107,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-06-26,2,1.4262965520446844,0.0,0.006122,0.0,0.2998,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-06-27,0,0.8561673683395692,0.0,0.005522,0.0,0.2818,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-06-28,0,0.7544754219430856,0.0,0.005625,0.0,0.2876,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-06-29,0,0.25333289063235953,0.0,0.005613,0.0,0.297,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-06-30,0,0.25889901751886624,0.0,0.005518,0.0,0.2899,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-07-01,0,0.10172986719263413,0.0,0.00567,0.0,0.2989,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-07-02,-2,-1.6114379183852279,0.0,0.005443,0.0,0.3184,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-07-03,-2,-2.1027464007491785,0.0,0.005488,0.0,0.3391,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-07-04,-2,-1.6028792105303864,0.0,0.005601,0.0,0.3358,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-07-05,0,0.7742357281183204,0.0,0.006866,0.0,0.3461,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-07-06,0,-0.4923848357136331,0.0,0.006409,0.0,0.3522,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-07-07,-2,-1.6852437488118015,0.0,0.006483,0.0,0.3935,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-07-08,-2,-1.4229338537215144,0.0,0.006624,0.0,0.3962,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-07-09,-2,-1.4352959620995625,0.0,0.006415,0.0,0.3891,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-07-10,-2,-1.5656169752913298,0.0,0.006419,0.0,0.402,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-07-11,-2,-1.3965535843814227,0.0,0.00645,0.0,0.4039,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-07-12,-2,-1.246629785138409,0.0,0.006368,0.0,0.3976,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-07-13,-2,-1.8492585478876218,0.0,0.006015,0.0,0.4138,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-07-14,-2,-1.3965449279612088,0.0,0.006164,0.0,0.4093,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-07-15,-2,-1.2753287321206943,0.0,0.006028,0.0,0.401,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-07-16,-1,-1.0916705714573693,16397071.588972801,0.005841,-249349.89625407482,0.3841,200000,191550.59030238027,-8449.409697619732,0.9577529515119013
2020-07-17,-1,-0.9975077188095455,16397071.588972801,0.005945,-249349.89625407482,0.3909,200000,194951.46504216117,-5048.534957838827,0.9747573252108058
2020-07-18,-1,-0.9606059916786258,16397071.588972801,0.005871,-249349.89625407482,0.388,200000,193014.96704544037,-6985.032954559632,0.9650748352272018
2020-07-19,-2,-1.3553252646528016,0.0,0.006039,0.0,0.4223,200000,197829.1361646693,-2170.8638353307033,0.9891456808233465
2020-07-20,0,-0.9270676725814854,0.0,0.005934,0.0,0.3998,200000,197829.1361646693,-2170.8638353307033,0.9891456808233465
2020-07-21,0,-0.943474800357618,0.0,0.006069,0.0,0.4123,200000,197829.1361646693,-2170.8638353307033,0.9891456808233465
2020-07-22,0,-0.5051172734076483,0.0,0.006288,0.0,0.4131,200000,197829.1361646693,-2170.8638353307033,0.9891456808233465
2020-07-23,0,-0.4421888557942247,0.0,0.006229,0.0,0.4083,200000,197829.1361646693,-2170.8638353307033,0.9891456808233465
2020-07-24,0,-0.4433758730603494,0.0,0.005979,0.0,0.3938,200000,197829.1361646693,-2170.8638353307033,0.9891456808233465
2020-07-25,0,-0.31892460376363857,0.0,0.006084,0.0,0.399,200000,197829.1361646693,-2170.8638353307033,0.9891456808233465
2020-07-26,0,0.11637882196823446,0.0,0.00598,0.0,0.3863,200000,197829.1361646693,-2170.8638353307033,0.9891456808233465
2020-07-27,0,-0.5223384284923912,0.0,0.005545,0.0,0.3695,200000,197829.1361646693,-2170.8638353307033,0.9891456808233465
2020-07-28,0,0.17981679574642717,0.0,0.005826,0.0,0.3794,200000,197829.1361646693,-2170.8638353307033,0.9891456808233465
2020-07-29,0,-0.15057406725132913,0.0,0.0057,0.0,0.3768,200000,197829.1361646693,-2170.8638353307033,0.9891456808233465
2020-07-30,0,0.7549185045618033,0.0,0.005749,0.0,0.3715,200000,197829.1361646693,-2170.8638353307033,0.9891456808233465
2020-07-31,2,1.3881438154362487,0.0,0.005862,0.0,0.3738,200000,197829.1361646693,-2170.8638353307033,0.9891456808233465
2020-08-01,2,1.873036149646051,0.0,0.006032,0.0,0.3814,200000,197829.1361646693,-2170.8638353307033,0.9891456808233465
2020-08-02,-2,-1.8457276889052527,0.0,0.005414,0.0,0.3742,200000,197829.1361646693,-2170.8638353307033,0.9891456808233465
2020-08-03,-1,-1.1791050734033646,17955085.874448113,0.005509,-263491.1243535819,0.3754,200000,197829.1361646693,-2170.8638353307033,0.9891456808233465
