date,statusList,zscore,VETUSDT_position,VETUSDT_price,ADAUSDT_position,ADAUSDT_price,init,total_asset,pnl,return
2020-02-03,0,-0.9821130412846844,0.0,0.006304,0.0,0.05696,200000,201875.4971117944,1875.4971117943933,1.0093774855589719
2020-02-04,0,-0.4730792362967784,0.0,0.006532,0.0,0.05601,200000,201875.4971117944,1875.4971117943933,1.0093774855589719
2020-02-05,0,-0.9559036008919383,0.0,0.006472,0.0,0.05933,200000,201875.4971117944,1875.4971117943933,1.0093774855589719
2020-02-06,0,-0.5581987696703337,0.0,0.0068,0.0,0.06008,200000,201875.4971117944,1875.4971117943933,1.0093774855589719
2020-02-07,0,-0.4243060156944423,0.0,0.006817,0.0,0.05987,200000,201875.4971117944,1875.4971117943933,1.0093774855589719
2020-02-08,0,-0.6064294491576577,0.0,0.006669,0.0,0.06002,200000,201875.4971117944,1875.4971117943933,1.0093774855589719
2020-02-09,0,-0.614428231915048,0.0,0.006825,0.0,0.06188,200000,201875.4971117944,1875.4971117943933,1.0093774855589719
2020-02-10,0,-0.7851038544674415,0.0,0.00651,0.0,0.06029,200000,201875.4971117944,1875.4971117943933,1.0093774855589719
2020-02-11,0,0.45888154184055985,0.0,0.007485,0.0,0.06335,200000,201875.4971117944,1875.4971117943933,1.0093774855589719
2020-02-12,0,-0.5066051852710642,0.0,0.00747,0.0,0.06817,200000,201875.4971117944,1875.4971117943933,1.0093774855589719
2020-02-13,0,0.6132903153624061,0.0,0.008059,0.0,0.06867,200000,201875.4971117944,1875.4971117943933,1.0093774855589719
2020-02-14,0,0.8431048352811225,0.0,0.008301,0.0,0.07074,200000,201875.4971117944,1875.4971117943933,1.0093774855589719
2020-02-15,0,0.9425653333824328,0.0,0.00747,0.0,0.06426,200000,201875.4971117944,1875.4971117943933,1.0093774855589719
2020-02-16,0,0.8280554253809345,0.0,0.007081,0.0,0.06146,200000,201875.4971117944,1875.4971117943933,1.0093774855589719
2020-02-17,0,0.08226354548905501,0.0,0.006743,0.0,0.06019,200000,201875.4971117944,1875.4971117943933,1.0093774855589719
2020-02-18,0,0.13578867656684476,0.0,0.007058,0.0,0.06274,200000,201875.4971117944,1875.4971117943933,1.0093774855589719
2020-02-19,0,0.1491886701751506,0.0,0.006484,0.0,0.05737,200000,201875.4971117944,1875.4971117943933,1.0093774855589719
2020-02-20,0,-0.34349243934917284,0.0,0.00649,0.0,0.05815,200000,201875.4971117944,1875.4971117943933,1.0093774855589719
2020-02-21,0,0.0929924158130163,0.0,0.006633,0.0,0.05853,200000,201875.4971117944,1875.4971117943933,1.0093774855589719
2020-02-22,0,0.022365524820040172,0.0,0.006593,0.0,0.05825,200000,201875.4971117944,1875.4971117943933,1.0093774855589719
2020-02-23,0,-0.02160229400422828,0.0,0.006955,0.0,0.06145,200000,201875.4971117944,1875.4971117943933,1.0093774855589719
2020-02-24,0,0.20397270077663635,0.0,0.006713,0.0,0.05906,200000,201875.4971117944,1875.4971117943933,1.0093774855589719
2020-02-25,0,-0.8715781096191848,0.0,0.006211,0.0,0.05603,200000,201875.4971117944,1875.4971117943933,1.0093774855589719
2020-02-26,0,-0.0651019929809972,0.0,0.005554,0.0,0.04915,200000,201875.4971117944,1875.4971117943933,1.0093774855589719
2020-02-27,1,1.133076113649536,-17385075.53494612,0.005806,2024423.3565161892,0.04986,200000,201875.49711179436,1875.4971117943642,1.0093774855589719
2020-02-28,2,1.4103544591301747,0.0,0.00575,0.0,0.04885,200000,202946.60047191876,2946.600471918762,1.0147330023595937
2020-02-29,2,1.6942876253537429,0.0,0.005615,0.0,0.0471,200000,202946.60047191876,2946.600471918762,1.0147330023595937
2020-03-01,2,1.5239860930060696,0.0,0.005427,0.0,0.04561,200000,202946.60047191876,2946.600471918762,1.0147330023595937
2020-03-02,2,1.3560962230406302,0.0,0.005837,0.0,0.04923,200000,202946.60047191876,2946.600471918762,1.0147330023595937
2020-03-03,2,1.2823594195649954,0.0,0.005773,0.0,0.04866,200000,202946.60047191876,2946.600471918762,1.0147330023595937
2020-03-04,2,2.389178084877047,0.0,0.006035,0.0,0.04898,200000,202946.60047191876,2946.600471918762,1.0147330023595937
2020-03-05,2,1.3802349063998158,0.0,0.006129,0.0,0.05096,200000,202946.60047191876,2946.600471918762,1.0147330023595937
2020-03-06,0,0.8603844920608474,0.0,0.00614,0.0,0.05174,200000,202946.60047191876,2946.600471918762,1.0147330023595937
2020-03-07,0,0.7867143564333654,0.0,0.005788,0.0,0.04879,200000,202946.60047191876,2946.600471918762,1.0147330023595937
2020-03-08,-2,-1.6650741825281992,0.0,0.004698,0.0,0.04291,200000,202946.60047191876,2946.600471918762,1.0147330023595937
2020-03-09,0,-0.8672697552408993,0.0,0.004674,0.0,0.04156,200000,202946.60047191876,2946.600471918762,1.0147330023595937
2020-03-10,0,-0.6875672955950728,0.0,0.004691,0.0,0.04146,200000,202946.60047191876,2946.600471918762,1.0147330023595937
2020-03-11,0,-0.9026779870147356,0.0,0.004462,0.0,0.03969,200000,202946.60047191876,2946.600471918762,1.0147330023595937
2020-03-12,-2,-3.136916061127358,0.0,0.002283,0.0,0.02329,200000,202946.60047191876,2946.600471918762,1.0147330023595937
2020-03-13,-2,-2.327384603735114,0.0,0.002823,0.0,0.02843,200000,202946.60047191876,2946.600471918762,1.0147330023595937
2020-03-14,-2,-2.042347862252297,0.0,0.002545,0.0,0.02582,200000,202946.60047191876,2946.600471918762,1.0147330023595937
2020-03-15,-2,-2.1965217214596073,0.0,0.002524,0.0,0.02693,200000,202946.60047191876,2946.600471918762,1.0147330023595937
2020-03-16,-2,-1.9177043669589362,0.0,0.00226,0.0,0.02423,200000,202946.60047191876,2946.600471918762,1.0147330023595937
2020-03-17,-2,-1.4686916770242038,0.0,0.002467,0.0,0.02575,200000,202946.60047191876,2946.600471918762,1.0147330023595937
2020-03-18,-1,-1.1662706773883431,39887303.55187083,0.002544,-3892339.863289581,0.02607,200000,202946.60047191876,2946.600471918762,1.0147330023595937
2020-03-19,-1,-1.1884353501470848,39887303.55187083,0.002907,-3892339.863289581,0.0303,200000,233890.2892829628,33890.289282962796,1.169451446414814
2020-03-20,-1,-1.0219367065169638,39887303.55187083,0.002845,-3892339.863289581,0.02946,200000,228147.71097758357,28147.71097758357,1.1407385548879179
2020-03-21,-1,-0.7808196408945752,39887303.55187083,0.002897,-3892339.863289581,0.02948,200000,230299.69755954662,30299.69755954662,1.151498487797733
2020-03-22,-1,-0.8506984836243877,39887303.55187083,0.00261,-3892339.863289581,0.02703,200000,209315.80877510022,9315.808775100217,1.0465790438755012
2020-03-23,-1,-0.6604276530159263,39887303.55187083,0.002859,-3892339.863289581,0.02925,200000,227888.74185601895,27888.741856018954,1.1394437092800949
2020-03-24,-1,-0.23430229687496898,39887303.55187083,0.00306,-3892339.863289581,0.03023,200000,239720.58293596876,39720.58293596876,1.1986029146798438
2020-03-25,0,0.14548902795384414,0.0,0.003056,0.0,0.02945,200000,195680.40979127964,-4319.590208720358,0.9784020489563983
2020-03-26,0,-0.24806559684129154,0.0,0.003079,0.0,0.03086,200000,195680.40979127964,-4319.590208720358,0.9784020489563983
2020-03-27,0,0.4995658781098503,0.0,0.002998,0.0,0.02882,200000,195680.40979127964,-4319.590208720358,0.9784020489563983
2020-03-28,0,-0.10085987172010914,0.0,0.002969,0.0,0.02975,200000,195680.40979127964,-4319.590208720358,0.9784020489563983
2020-03-29,0,-0.5033222236909752,0.0,0.002721,0.0,0.02806,200000,195680.40979127964,-4319.590208720358,0.9784020489563983
2020-03-30,0,0.0018127302130102941,0.0,0.002933,0.0,0.02965,200000,195680.40979127964,-4319.590208720358,0.9784020489563983
2020-03-31,2,1.2746600329917908,0.0,0.003108,0.0,0.03045,200000,195680.40979127964,-4319.590208720358,0.9784020489563983
2020-04-01,1,1.0821420274408788,-31030829.335756365,0.003153,3159192.9252709015,0.03097,200000,195680.40979127964,-4319.590208720358,0.9784020489563983
2020-04-02,1,0.8474538354984938,-31030829.335756365,0.003228,3159192.9252709015,0.03188,200000,200882.58755345788,882.5875534578809,1.0044129377672895
2020-04-03,1,0.682437789940169,-31030829.335756365,0.00326,3159192.9252709015,0.03231,200000,203234.02705006857,3234.027050068573,1.016170135250343
2020-04-04,1,0.3224879336073899,-31030829.335756365,0.003245,3159192.9252709015,0.03244,200000,203179.25969031744,3179.2596903174417,1.0158962984515871
2020-04-05,1,0.6905483537799673,-31030829.335756365,0.00323,3159192.9252709015,0.0319,200000,201007.8330706348,1007.8330706348061,1.005039165353174
2020-04-06,1,0.6787018641497011,-31030829.335756365,0.003643,3159192.9252709015,0.03592,200000,226523.52114589122,26523.521145891224,1.1326176057294561
2020-04-07,2,2.926222399606641,0.0,0.003872,0.0,0.03525,200000,204470.23036352906,4470.230363529059,1.0223511518176454
2020-04-08,2,2.2855256386214977,0.0,0.003979,0.0,0.03639,200000,204470.23036352906,4470.230363529059,1.0223511518176454
2020-04-09,2,1.5069206067657757,0.0,0.003866,0.0,0.03607,200000,204470.23036352906,4470.230363529059,1.0223511518176454
2020-04-10,2,1.6597625849716398,0.0,0.003608,0.0,0.03321,200000,204470.23036352906,4470.230363529059,1.0223511518176454
2020-04-11,2,1.7791247616419696,0.0,0.003679,0.0,0.03343,200000,204470.23036352906,4470.230363529059,1.0223511518176454
2020-04-12,2,1.5662080528630162,0.0,0.003681,0.0,0.03347,200000,204470.23036352906,4470.230363529059,1.0223511518176454
2020-04-13,1,1.198712021014214,-28327823.547177758,0.003609,3087741.322312429,0.03311,200000,204470.23036352906,4470.230363529059,1.0223511518176454
2020-04-14,2,1.4268149097525535,0.0,0.003667,0.0,0.03312,200000,206082.36671604222,6082.366716042219,1.030411833580211
2020-04-15,2,1.9652937297478064,0.0,0.003658,0.0,0.03185,200000,206082.36671604222,6082.366716042219,1.030411833580211
2020-04-16,1,1.11239157127081,-26917759.49791565,0.003828,2990167.8281491906,0.03446,200000,206082.36671604222,6082.366716042219,1.030411833580211
2020-04-17,1,0.8578335551944447,-26917759.49791565,0.003783,2990167.8281491906,0.03432,200000,204452.44404269516,4452.444042695162,1.022262220213476
2020-04-18,1,0.4671235735786873,-26917759.49791565,0.003968,2990167.8281491906,0.03654,200000,216070.40212830075,16070.402128300746,1.0803520106415037
2020-04-19,1,0.6849745757803264,-26917759.49791565,0.003904,2990167.8281491906,0.03549,200000,211207.9893008775,11207.989300877496,1.0560399465043875
2020-04-20,0,0.06384708010759618,0.0,0.003644,0.0,0.03391,200000,202774.0912739078,2774.091273907805,1.013870456369539
2020-04-21,0,-0.22902814506699237,0.0,0.003677,0.0,0.03454,200000,202774.0912739078,2774.091273907805,1.013870456369539
2020-04-22,0,-0.3263465967070666,0.0,0.003898,0.0,0.03664,200000,202774.0912739078,2774.091273907805,1.013870456369539
2020-04-23,-2,-2.448889637511649,0.0,0.003952,0.0,0.04088,200000,202774.0912739078,2774.091273907805,1.013870456369539
2020-04-24,-2,-2.0200573862818016,0.0,0.004085,0.0,0.04165,200000,202774.0912739078,2774.091273907805,1.013870456369539
2020-04-25,-2,-1.581005869815331,0.0,0.004216,0.0,0.04222,200000,202774.0912739078,2774.091273907805,1.013870456369539
2020-04-26,-2,-1.9017171178351768,0.0,0.00448,0.0,0.04593,200000,202774.0912739078,2774.091273907805,1.013870456369539
2020-04-27,-2,-2.1690724947328355,0.0,0.004356,0.0,0.04648,200000,202774.0912739078,2774.091273907805,1.013870456369539
2020-04-28,-2,-2.0871031279015617,0.0,0.004287,0.0,0.04679,200000,202774.0912739078,2774.091273907805,1.013870456369539
2020-04-29,-2,-1.680770496886687,0.0,0.004766,0.0,0.05146,200000,202774.0912739078,2774.091273907805,1.013870456369539
2020-04-30,-2,-1.5924426433171968,0.0,0.004353,0.0,0.04752,200000,202774.0912739078,2774.091273907805,1.013870456369539
2020-05-01,-2,-1.854273375045559,0.0,0.004437,0.0,0.05091,200000,202774.0912739078,2774.091273907805,1.013870456369539
2020-05-02,-2,-1.4773645519091647,0.0,0.004515,0.0,0.0509,200000,202774.0912739078,2774.091273907805,1.013870456369539
2020-05-03,-2,-1.3448203867312596,0.0,0.004332,0.0,0.04898,200000,202774.0912739078,2774.091273907805,1.013870456369539
2020-05-04,-1,-1.069551152054866,22814366.704985127,0.004444,-2051538.7623827176,0.04942,200000,202774.0912739078,2774.091273907805,1.013870456369539
2020-05-05,-1,-1.047126739199706,22814366.704985127,0.004419,-2051538.7623827176,0.04945,200000,202265.27826915466,2265.27826915466,1.0113263913457733
2020-05-06,-2,-1.2200458081676402,0.0,0.00425,0.0,0.04889,200000,206112.7628706121,6112.762870612089,1.0305638143530604
2020-05-07,0,-0.9988434175846106,0.0,0.00451,0.0,0.05123,200000,206112.7628706121,6112.762870612089,1.0305638143530604
2020-05-08,0,-0.4279616836249316,0.0,0.004783,0.0,0.05201,200000,206112.7628706121,6112.762870612089,1.0305638143530604
2020-05-09,0,-0.847633504306626,0.0,0.004549,0.0,0.05145,200000,206112.7628706121,6112.762870612089,1.0305638143530604
2020-05-10,0,-0.9125693208121327,0.0,0.004165,0.0,0.04755,200000,206112.7628706121,6112.762870612089,1.0305638143530604
2020-05-11,-1,-1.1314160124710921,25056256.123342093,0.004113,-2156442.3819900826,0.04779,200000,206112.7628706121,6112.762870612089,1.0305638143530604
2020-05-12,-2,-1.5573884655405306,0.0,0.004243,0.0,0.05043,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-05-13,0,-0.8939269432476291,0.0,0.004459,0.0,0.05147,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-05-14,0,-0.45932845830533586,0.0,0.004494,0.0,0.05098,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-05-15,0,-0.7068348068922015,0.0,0.004377,0.0,0.05026,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-05-16,0,-0.6252365042314852,0.0,0.004449,0.0,0.051,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-05-17,0,-0.9498230906848605,0.0,0.004426,0.0,0.05129,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-05-18,-2,-2.2057988292933763,0.0,0.004487,0.0,0.05434,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-05-19,-2,-2.665764044695711,0.0,0.004534,0.0,0.05677,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-05-20,-2,-2.3107117754421376,0.0,0.004525,0.0,0.05689,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-05-21,-2,-1.5199918115653592,0.0,0.004237,0.0,0.05207,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-05-22,0,-0.874816471170653,0.0,0.00464,0.0,0.05576,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-05-23,0,-0.5890445527750374,0.0,0.004609,0.0,0.0549,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-05-24,0,0.42988246224156706,0.0,0.004467,0.0,0.05125,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-05-25,2,2.192924664367935,0.0,0.005064,0.0,0.0539,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-05-26,2,1.2554881583262043,0.0,0.004871,0.0,0.05355,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-05-27,0,0.672124108747041,0.0,0.004896,0.0,0.05513,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-05-28,0,-0.32841644808178794,0.0,0.005508,0.0,0.06502,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-05-29,0,-0.0014754750977310901,0.0,0.005547,0.0,0.06469,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-05-30,-2,-1.2206516495663564,0.0,0.006227,0.0,0.07691,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-05-31,0,-0.22217425866697185,0.0,0.006247,0.0,0.0739,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-06-01,0,-0.8133825129076292,0.0,0.006655,0.0,0.08093,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-06-02,2,1.6410889786982628,0.0,0.00725,0.0,0.07872,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-06-03,0,-0.5783343197125855,0.0,0.007099,0.0,0.08558,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-06-04,-2,-1.982306088713263,0.0,0.006732,0.0,0.08882,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-06-05,-2,-1.2222101862808017,0.0,0.006693,0.0,0.08517,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-06-06,0,0.12294072708597717,0.0,0.007301,0.0,0.08614,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-06-07,0,-0.1179597737292896,0.0,0.007246,0.0,0.08657,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-06-08,1,1.1340672274249541,-13390808.877811186,0.007787,1205761.2017982851,0.08648,200000,208548.4574630314,8548.457463031402,1.042742287315157
2020-06-09,2,2.3841385989811466,0.0,0.008181,0.0,0.08291,200000,218129.0036513089,18129.003651308914,1.0906450182565446
2020-06-10,2,2.8651322063752,0.0,0.009008,0.0,0.0836,200000,218129.0036513089,18129.003651308914,1.0906450182565446
2020-06-11,2,2.857933588266075,0.0,0.008762,0.0,0.07527,200000,218129.0036513089,18129.003651308914,1.0906450182565446
2020-06-12,2,2.5946433079155446,0.0,0.00971,0.0,0.07948,200000,218129.0036513089,18129.003651308914,1.0906450182565446
2020-06-13,2,2.0864368905988524,0.0,0.009597,0.0,0.07906,200000,218129.0036513089,18129.003651308914,1.0906450182565446
2020-06-14,2,1.3474079671941155,0.0,0.00864,0.0,0.07642,200000,218129.0036513089,18129.003651308914,1.0906450182565446
2020-06-15,2,1.3372906236146087,0.0,0.00901,0.0,0.07824,200000,218129.0036513089,18129.003651308914,1.0906450182565446
2020-06-16,1,1.1601398575520476,-12036695.930433115,0.009061,1376208.2249293937,0.07925,200000,218129.0036513089,18129.003651308914,1.0906450182565446
2020-06-17,1,0.6891673110663262,-12036695.930433115,0.009013,1376208.2249293937,0.08349,200000,223386.36512034875,23386.365120348753,1.1169318256017438
2020-06-18,1,0.5025516340720444,-12036695.930433115,0.00866,1376208.2249293937,0.08176,200000,216756.57122777798,16756.571227777982,1.0837828561388898
2020-06-19,1,0.37427462169202763,-12036695.930433115,0.008379,1376208.2249293937,0.07987,200000,210773.22612620972,10773.226126209716,1.0538661306310486
2020-06-20,1,0.27346123926528726,-12036695.930433115,0.00829,1376208.2249293937,0.07953,200000,209234.04939192522,9234.049391925219,1.0461702469596261
2020-06-21,1,0.581420289031156,-12036695.930433115,0.008626,1376208.2249293937,0.07841,200000,211737.0260126298,11737.026012629794,1.058685130063149
2020-06-22,1,0.5923502204404267,-12036695.930433115,0.009283,1376208.2249293937,0.08355,200000,226718.84551506146,26718.84551506146,1.1335942275753073
2020-06-23,1,0.2802441415528255,-12036695.930433115,0.008903,1376208.2249293937,0.08276,200000,221057.69656380266,21057.69656380266,1.1052884828190133
2020-06-24,1,0.29701330400206394,-12036695.930433115,0.008996,1376208.2249293937,0.08254,200000,221874.34347584847,21874.343475848465,1.1093717173792423
2020-06-25,0,0.18058923346467168,0.0,0.008882,0.0,0.08167,200000,212644.01117543224,12644.011175432242,1.0632200558771612
2020-06-26,0,0.30813571033534076,0.0,0.008949,0.0,0.08062,200000,212644.01117543224,12644.011175432242,1.0632200558771612
2020-06-27,0,0.23635887009355883,0.0,0.008608,0.0,0.07738,200000,212644.01117543224,12644.011175432242,1.0632200558771612
2020-06-28,0,-0.39177300043709495,0.0,0.00869,0.0,0.08028,200000,212644.01117543224,12644.011175432242,1.0632200558771612
2020-06-29,-2,-1.3810430947453811,0.0,0.008691,0.0,0.08392,200000,212644.01117543224,12644.011175432242,1.0632200558771612
2020-06-30,0,-0.7958611814435566,0.0,0.008837,0.0,0.08299,200000,212644.01117543224,12644.011175432242,1.0632200558771612
2020-07-01,-2,-2.109327917492081,0.0,0.009436,0.0,0.09681,200000,212644.01117543224,12644.011175432242,1.0632200558771612
2020-07-02,-1,-1.1328385051053778,11126204.017132286,0.009556,-1144354.812051621,0.09291,200000,212644.01117543224,12644.011175432242,1.0632200558771612
2020-07-03,-1,-0.4829866574242215,11126204.017132286,0.010223,-1144354.812051621,0.09655,200000,224230.64077072736,24230.64077072736,1.1211532038536367
2020-07-04,0,2.942672797825912,0.0,0.012525,0.0,0.10005,200000,187781.00480661506,-12218.995193384937,0.9389050240330753
2020-07-05,2,3.567502054670238,0.0,0.014307,0.0,0.09813,200000,187781.00480661506,-12218.995193384937,0.9389050240330753
2020-07-06,2,2.2211758431290916,0.0,0.01442,0.0,0.10512,200000,187781.00480661506,-12218.995193384937,0.9389050240330753
2020-07-07,2,2.4081410572980384,0.0,0.017325,0.0,0.11764,200000,187781.00480661506,-12218.995193384937,0.9389050240330753
2020-07-08,2,2.2748476145925522,0.0,0.019932,0.0,0.12993,200000,187781.00480661506,-12218.995193384937,0.9389050240330753
2020-07-09,2,1.651044342027322,0.0,0.01825,0.0,0.12403,200000,187781.00480661506,-12218.995193384937,0.9389050240330753
2020-07-10,2,1.3410485091982993,0.0,0.017119,0.0,0.11846,200000,187781.00480661506,-12218.995193384937,0.9389050240330753
2020-07-11,2,1.3621826620324966,0.0,0.018535,0.0,0.12523,200000,187781.00480661506,-12218.995193384937,0.9389050240330753
2020-07-12,1,1.0066914989242466,-5171605.750664144,0.018155,740169.5104714824,0.12685,200000,187781.00480661506,-12218.995193384937,0.9389050240330753
2020-07-13,1,1.1533882367747432,-5171605.750664144,0.018461,740169.5104714824,0.12427,200000,187453.8788293019,-12546.121170698112,0.9372693941465094
2020-07-14,1,0.6197810080392983,-5171605.750664144,0.01845,740169.5104714824,0.13256,200000,193532.99640785318,-6467.0035921468225,0.9676649820392659
2020-07-15,1,0.8384180562184249,-5171605.750664144,0.018996,740169.5104714824,0.13069,200000,194972.5761631341,-5027.423836865899,0.9748628808156705
2020-07-16,1,0.6530827493814355,-5171605.750664144,0.018036,740169.5104714824,0.12602,200000,186551.2430285947,-13448.756971405295,0.9327562151429736
2020-07-17,1,0.8578529393952962,-5171605.750664144,0.018211,740169.5104714824,0.12224,200000,184658.43328537873,-15341.566714621265,0.9232921664268937
2020-07-18,1,0.7303235093413923,-5171605.750664144,0.018168,740169.5104714824,0.1227,200000,184776.53221291705,-15223.467787082947,0.9238826610645853
2020-07-19,1,0.5095838882911071,-5171605.750664144,0.018017,740169.5104714824,0.12402,200000,184972.6434983891,-15027.356501610891,0.9248632174919456
2020-07-20,0,-0.06600516661046739,0.0,0.016074,0.0,0.11771,200000,183784.04256519233,-16215.957434807671,0.9189202128259617
2020-07-21,0,0.1595127514734853,0.0,0.0175,0.0,0.12321,200000,183784.04256519233,-16215.957434807671,0.9189202128259617
2020-07-22,0,-0.06706923680137009,0.0,0.017467,0.0,0.1238,200000,183784.04256519233,-16215.957434807671,0.9189202128259617
2020-07-23,0,-0.5882312561150851,0.0,0.017381,0.0,0.12422,200000,183784.04256519233,-16215.957434807671,0.9189202128259617
2020-07-24,-1,-1.099596059574325,5407003.3117149845,0.016995,-753398.5511404129,0.12197,200000,183784.04256519233,-16215.957434807671,0.9189202128259617
2020-07-25,-2,-2.8012120735332005,0.0,0.018218,0.0,0.14362,200000,193482.35614715482,-6517.643852845184,0.967411780735774
2020-07-26,-2,-3.0018721050214006,0.0,0.017554,0.0,0.14849,200000,193482.35614715482,-6517.643852845184,0.967411780735774
2020-07-27,-2,-2.69801097527344,0.0,0.015641,0.0,0.13859,200000,193482.35614715482,-6517.643852845184,0.967411780735774
2020-07-28,-2,-2.5363685499693918,0.0,0.01598,0.0,0.14904,200000,193482.35614715482,-6517.643852845184,0.967411780735774
2020-07-29,-2,-1.8602386437805054,0.0,0.015583,0.0,0.13972,200000,193482.35614715482,-6517.643852845184,0.967411780735774
2020-07-30,0,-0.902637945245283,0.0,0.017315,0.0,0.1406,200000,193482.35614715482,-6517.643852845184,0.967411780735774
2020-07-31,0,-0.7603398625273856,0.0,0.017204,0.0,0.13878,200000,193482.35614715482,-6517.643852845184,0.967411780735774
2020-08-01,0,-0.9431301799864252,0.0,0.017319,0.0,0.1441,200000,193482.35614715482,-6517.643852845184,0.967411780735774
2020-08-02,0,-0.7858894335481089,0.0,0.016207,0.0,0.13375,200000,193482.35614715482,-6517.643852845184,0.967411780735774
