date,statusList,zscore,ONGUSDT_position,ONGUSDT_price,QTUMUSDT_position,QTUMUSDT_price,init,total_asset,pnl,return
2020-02-15,2,2.7424836217591104,0.0,0.2142,0.0,2.69,200000,198558.72135973032,-1441.2786402696802,0.9927936067986516
2020-02-16,2,1.9314246614264654,0.0,0.1902,0.0,2.493,200000,198558.72135973032,-1441.2786402696802,0.9927936067986516
2020-02-17,2,1.203792298519264,0.0,0.1813,0.0,2.51,200000,198558.72135973032,-1441.2786402696802,0.9927936067986516
2020-02-18,0,0.5916066824926942,0.0,0.182,0.0,2.639,200000,198558.72135973032,-1441.2786402696802,0.9927936067986516
2020-02-19,0,0.41960803423709303,0.0,0.1671,0.0,2.443,200000,198558.72135973032,-1441.2786402696802,0.9927936067986516
2020-02-20,0,0.3639011559248768,0.0,0.1628,0.0,2.389,200000,198558.72135973032,-1441.2786402696802,0.9927936067986516
2020-02-21,0,0.614390989195422,0.0,0.1687,0.0,2.416,200000,198558.72135973032,-1441.2786402696802,0.9927936067986516
2020-02-22,0,0.06281451426313414,0.0,0.16,0.0,2.388,200000,198558.72135973032,-1441.2786402696802,0.9927936067986516
2020-02-23,0,0.10436239304447216,0.0,0.168,0.0,2.491,200000,198558.72135973032,-1441.2786402696802,0.9927936067986516
2020-02-24,0,-0.14912398419560718,0.0,0.1558,0.0,2.358,200000,198558.72135973032,-1441.2786402696802,0.9927936067986516
2020-02-25,-2,-1.2719935614476967,0.0,0.1418,0.0,2.384,200000,198558.72135973032,-1441.2786402696802,0.9927936067986516
2020-02-26,-2,-1.4675065548368151,0.0,0.1209,0.0,2.097,200000,198558.72135973032,-1441.2786402696802,0.9927936067986516
2020-02-27,0,-0.8978469999486958,0.0,0.1292,0.0,2.123,200000,198558.72135973032,-1441.2786402696802,0.9927936067986516
2020-02-28,0,-0.6659767119220558,0.0,0.1294,0.0,2.073,200000,198558.72135973032,-1441.2786402696802,0.9927936067986516
2020-02-29,0,-0.7773410309404248,0.0,0.1254,0.0,2.025,200000,198558.72135973032,-1441.2786402696802,0.9927936067986516
2020-03-01,0,-0.6064717198839832,0.0,0.1281,0.0,2.028,200000,198558.72135973032,-1441.2786402696802,0.9927936067986516
2020-03-02,0,-0.8811044784923567,0.0,0.135,0.0,2.182,200000,198558.72135973032,-1441.2786402696802,0.9927936067986516
2020-03-03,0,-0.9058797216455203,0.0,0.1319,0.0,2.145,200000,198558.72135973032,-1441.2786402696802,0.9927936067986516
2020-03-04,0,-0.9435947749556352,0.0,0.1308,0.0,2.152,200000,198558.72135973032,-1441.2786402696802,0.9927936067986516
2020-03-05,0,-0.7360334086929111,0.0,0.135,0.0,2.194,200000,198558.72135973032,-1441.2786402696802,0.9927936067986516
2020-03-06,-2,-1.2440162491880542,0.0,0.1355,0.0,2.314,200000,198558.72135973032,-1441.2786402696802,0.9927936067986516
2020-03-07,-2,-1.360094757451312,0.0,0.128,0.0,2.212,200000,198558.72135973032,-1441.2786402696802,0.9927936067986516
2020-03-08,-1,-1.1022116671697122,893603.6064794343,0.1111,-52445.515414614456,1.893,200000,198558.72135973032,-1441.2786402696802,0.9927936067986516
2020-03-09,-1,-0.9520211100205288,893603.6064794343,0.1145,-52445.515414614456,1.943,200000,204219.24939249113,4219.249392491125,1.0210962469624556
2020-03-10,-1,-0.8991020413022175,893603.6064794343,0.1149,-52445.515414614456,1.954,200000,205153.59150464364,5153.591504643642,1.0257679575232181
2020-03-11,-2,-1.2951458298062828,0.0,0.1106,0.0,1.943,200000,201627.79893370077,1627.7989337007748,1.0081389946685038
2020-03-12,-2,-2.1314323182258366,0.0,0.0554,0.0,1.039,200000,201627.79893370077,1627.7989337007748,1.0081389946685038
2020-03-13,-2,-2.6771160390693023,0.0,0.0616,0.0,1.258,200000,201627.79893370077,1627.7989337007748,1.0081389946685038
2020-03-14,-2,-1.2758838430901103,0.0,0.0637,0.0,1.173,200000,201627.79893370077,1627.7989337007748,1.0081389946685038
2020-03-15,2,1.7557905760527193,0.0,0.0796,0.0,1.209,200000,201627.79893370077,1627.7989337007748,1.0081389946685038
2020-03-16,0,0.6069721817791284,0.0,0.0645,0.0,1.047,200000,201627.79893370077,1627.7989337007748,1.0081389946685038
2020-03-17,0,0.4022007065445256,0.0,0.0669,0.0,1.097,200000,201627.79893370077,1627.7989337007748,1.0081389946685038
2020-03-18,0,0.1214799191963458,0.0,0.0665,0.0,1.111,200000,201627.79893370077,1627.7989337007748,1.0081389946685038
2020-03-19,0,0.7922537221205428,0.0,0.0784,0.0,1.256,200000,201627.79893370077,1627.7989337007748,1.0081389946685038
2020-03-20,2,1.8840098230961653,0.0,0.0833,0.0,1.232,200000,201627.79893370077,1627.7989337007748,1.0081389946685038
2020-03-21,2,1.4867901834783415,0.0,0.0818,0.0,1.232,200000,201627.79893370077,1627.7989337007748,1.0081389946685038
2020-03-22,0,0.6875906275622033,0.0,0.0722,0.0,1.147,200000,201627.79893370077,1627.7989337007748,1.0081389946685038
2020-03-23,0,0.9968544646152108,0.0,0.0797,0.0,1.234,200000,201627.79893370077,1627.7989337007748,1.0081389946685038
2020-03-24,0,0.924182759738967,0.0,0.0821,0.0,1.272,200000,201627.79893370077,1627.7989337007748,1.0081389946685038
2020-03-25,0,0.9365552452872342,0.0,0.0818,0.0,1.261,200000,201627.79893370077,1627.7989337007748,1.0081389946685038
2020-03-26,0,0.8945491542115451,0.0,0.0831,0.0,1.277,200000,201627.79893370077,1627.7989337007748,1.0081389946685038
2020-03-27,1,1.004094869747516,-1266506.2747091756,0.0796,83732.47464024118,1.204,200000,201627.79893370077,1627.7989337007748,1.0081389946685038
2020-03-28,1,0.703597592274818,-1266506.2747091756,0.0788,83732.47464024118,1.213,200000,201368.18618569558,1368.1861856955802,1.0068409309284778
2020-03-29,2,1.3729408007764017,0.0,0.0789,0.0,1.141,200000,206016.39044373948,6016.390443739481,1.0300819522186975
2020-03-30,2,1.3284939904651123,0.0,0.0835,0.0,1.197,200000,206016.39044373948,6016.390443739481,1.0300819522186975
2020-03-31,1,1.07681310061669,-1233631.080501434,0.0835,85130.73985278491,1.21,200000,206016.39044373948,6016.390443739481,1.0300819522186975
2020-04-01,1,0.7813937238886731,-1233631.080501434,0.0829,85130.73985278491,1.223,200000,206382.91141352482,6382.911413524824,1.031914557067624
2020-04-02,1,0.5029414086389208,-1233631.080501434,0.0844,85130.73985278491,1.268,200000,212064.2413276523,12064.2413276523,1.0603212066382615
2020-04-03,1,0.53001610199091,-1233631.080501434,0.0847,85130.73985278491,1.268,200000,212434.3306518027,12434.33065180271,1.0621716532590135
2020-04-04,1,0.3055270650865418,-1233631.080501434,0.0854,85130.73985278491,1.29,200000,215170.74868491502,15170.748684915015,1.0758537434245752
2020-04-05,1,0.6104943867828874,-1233631.080501434,0.0846,85130.73985278491,1.258,200000,211459.6601452247,11459.660145224712,1.0572983007261236
2020-04-06,0,-1.1103897037910495,0.0,0.0892,0.0,1.416,200000,195511.15519292396,-4488.844807076035,0.9775557759646198
2020-04-07,-1,-1.0209916119806262,1114658.8095377649,0.0877,-71094.96552469963,1.375,200000,195511.15519292396,-4488.844807076035,0.9775557759646198
2020-04-08,-2,-2.2581965237476376,0.0,0.091,0.0,1.5,200000,200719.6518120368,719.6518120368128,1.003598259060184
2020-04-09,-2,-1.5544701263697276,0.0,0.0912,0.0,1.476,200000,200719.6518120368,719.6518120368128,1.003598259060184
2020-04-10,-2,-1.637272766218479,0.0,0.0818,0.0,1.341,200000,200719.6518120368,719.6518120368128,1.003598259060184
2020-04-11,-2,-1.3504080485334211,0.0,0.083,0.0,1.348,200000,200719.6518120368,719.6518120368128,1.003598259060184
2020-04-12,0,-0.9698513494528411,0.0,0.0849,0.0,1.36,200000,200719.6518120368,719.6518120368128,1.003598259060184
2020-04-13,-1,-1.0323361906022333,1206247.9075242598,0.0832,-74839.54206265355,1.341,200000,200719.6518120368,719.6518120368128,1.003598259060184
2020-04-14,-1,-0.5967342697132897,1206247.9075242598,0.0841,-74839.54206265355,1.331,200000,201056.87950818212,1056.8795081821154,1.0052843975409105
2020-04-15,-1,-0.6884880305205574,1206247.9075242598,0.0813,-74839.54206265355,1.295,200000,194985.16185285867,-5014.83814714133,0.9749258092642934
2020-04-16,-2,-1.3294063053604632,0.0,0.0848,0.0,1.403,200000,203429.7067678825,3429.7067678825115,1.0171485338394126
2020-04-17,-1,-1.082489395113421,1208014.8857950268,0.0842,-73546.53173097705,1.383,200000,203429.7067678825,3429.7067678825115,1.0171485338394126
2020-04-18,-1,-1.0918833498812108,1208014.8857950268,0.087,-73546.53173097705,1.437,200000,210783.66116158135,10783.661161581345,1.0539183058079067
2020-04-19,-1,-0.7223784421735845,1208014.8857950268,0.0855,-73546.53173097705,1.391,200000,205588.49837326386,5588.498373263865,1.0279424918663194
2020-04-20,0,0.7027731947321423,0.0,0.0852,0.0,1.311,200000,196926.34159745713,-3073.6584025428747,0.9846317079872856
2020-04-21,0,0.042065765198926304,0.0,0.083,0.0,1.315,200000,196926.34159745713,-3073.6584025428747,0.9846317079872856
2020-04-22,0,-0.20231202087537462,0.0,0.0853,0.0,1.367,200000,196926.34159745713,-3073.6584025428747,0.9846317079872856
2020-04-23,0,-0.4303356518096462,0.0,0.0858,0.0,1.389,200000,196926.34159745713,-3073.6584025428747,0.9846317079872856
2020-04-24,0,-0.2623161023690288,0.0,0.0883,0.0,1.426,200000,196926.34159745713,-3073.6584025428747,0.9846317079872856
2020-04-25,-2,-1.2257468926023756,0.0,0.0897,0.0,1.482,200000,196926.34159745713,-3073.6584025428747,0.9846317079872856
2020-04-26,0,-0.5810253214654473,0.0,0.0938,0.0,1.532,200000,196926.34159745713,-3073.6584025428747,0.9846317079872856
2020-04-27,-1,-1.0638039777503463,1080825.1459794573,0.0911,-65424.03375330802,1.505,200000,196926.34159745713,-3073.6584025428747,0.9846317079872856
2020-04-28,-1,-1.166325492974458,1080825.1459794573,0.0922,-65424.03375330802,1.527,200000,199554.57800060732,-445.42199939268176,0.9977728900030366
2020-04-29,-2,-2.3894359969163173,0.0,0.095,0.0,1.633,200000,201085.3998485607,1085.3998485606862,1.0054269992428033
2020-04-30,-1,-1.1830027856318792,1095236.3826174329,0.0918,-65457.486929870014,1.536,200000,201085.3998485607,1085.3998485606862,1.0054269992428033
2020-05-01,-1,-0.31812336619128556,1095236.3826174329,0.0967,-65457.486929870014,1.585,200000,209659.47498294973,9659.47498294973,1.0482973749147486
2020-05-02,0,1.296202340935687,0.0,0.1043,0.0,1.642,200000,194333.438680409,-5666.561319591012,0.971667193402045
2020-05-03,0,-0.010616554805335318,0.0,0.0974,0.0,1.584,200000,194333.438680409,-5666.561319591012,0.971667193402045
2020-05-04,0,-0.7676180865757398,0.0,0.0938,0.0,1.558,200000,194333.438680409,-5666.561319591012,0.971667193402045
2020-05-05,0,-0.9040666508103306,0.0,0.0926,0.0,1.547,200000,194333.438680409,-5666.561319591012,0.971667193402045
2020-05-06,0,-0.8584101124329997,0.0,0.0903,0.0,1.508,200000,194333.438680409,-5666.561319591012,0.971667193402045
2020-05-07,-2,-1.785218933659439,0.0,0.0922,0.0,1.588,200000,194333.438680409,-5666.561319591012,0.971667193402045
2020-05-08,-2,-1.6733588367014578,0.0,0.0959,0.0,1.657,200000,194333.438680409,-5666.561319591012,0.971667193402045
2020-05-09,-2,-1.4942169512342303,0.0,0.0922,0.0,1.594,200000,194333.438680409,-5666.561319591012,0.971667193402045
2020-05-10,2,3.1251635554684336,0.0,0.0988,0.0,1.442,200000,194333.438680409,-5666.561319591012,0.971667193402045
2020-05-11,2,1.4557269836671265,0.0,0.0906,0.0,1.401,200000,194333.438680409,-5666.561319591012,0.971667193402045
2020-05-12,0,0.5090576266627447,0.0,0.0914,0.0,1.468,200000,194333.438680409,-5666.561319591012,0.971667193402045
2020-05-13,0,0.28023409696189366,0.0,0.0919,0.0,1.49,200000,194333.438680409,-5666.561319591012,0.971667193402045
2020-05-14,0,-0.4573301486943603,0.0,0.0917,0.0,1.536,200000,194333.438680409,-5666.561319591012,0.971667193402045
2020-05-15,0,-0.44145295576193094,0.0,0.0896,0.0,1.501,200000,194333.438680409,-5666.561319591012,0.971667193402045
2020-05-16,0,-0.3924755136106972,0.0,0.092,0.0,1.54,200000,194333.438680409,-5666.561319591012,0.971667193402045
2020-05-17,0,-0.5217520469324478,0.0,0.0918,0.0,1.547,200000,194333.438680409,-5666.561319591012,0.971667193402045
2020-05-18,0,-0.12713197846825522,0.0,0.0953,0.0,1.579,200000,194333.438680409,-5666.561319591012,0.971667193402045
2020-05-19,0,-0.24113055842446263,0.0,0.0952,0.0,1.582,200000,194333.438680409,-5666.561319591012,0.971667193402045
2020-05-20,1,1.166127722756877,-963000.1916769523,0.1009,61654.00973363229,1.576,200000,194333.438680409,-5666.561319591012,0.971667193402045
2020-05-21,2,1.9858876855755963,0.0,0.1005,0.0,1.497,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-05-22,0,0.24794742076814288,0.0,0.1092,0.0,1.763,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-05-23,0,0.21718396909964174,0.0,0.1032,0.0,1.668,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-05-24,0,0.6009142824595205,0.0,0.0985,0.0,1.56,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-05-25,2,2.315506407529345,0.0,0.1158,0.0,1.657,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-05-26,2,3.6789079336916792,0.0,0.1467,0.0,1.658,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-05-27,2,1.742701797984062,0.0,0.1261,0.0,1.635,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-05-28,0,0.8748103498784208,0.0,0.1206,0.0,1.689,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-05-29,0,0.8742754593269818,0.0,0.1216,0.0,1.687,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-05-30,0,0.2124381833543902,0.0,0.121,0.0,1.802,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-05-31,0,0.13556651682397095,0.0,0.1165,0.0,1.747,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-01,0,-0.17262661814204788,0.0,0.122,0.0,1.89,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-02,0,0.9882889526239056,0.0,0.1323,0.0,1.794,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-03,0,0.391435223886787,0.0,0.1276,0.0,1.829,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-04,0,0.16870233515159716,0.0,0.126,0.0,1.838,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-05,0,0.1748549900541271,0.0,0.1241,0.0,1.798,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-06,0,0.09718587078713296,0.0,0.1274,0.0,1.848,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-07,0,0.12722002942902733,0.0,0.1257,0.0,1.807,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-08,0,0.18182631308967995,0.0,0.1284,0.0,1.825,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-09,0,0.9039334995399478,0.0,0.1358,0.0,1.805,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-10,0,0.12348190751587228,0.0,0.1318,0.0,1.863,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-11,0,-0.6188046491721851,0.0,0.1125,0.0,1.686,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-12,0,0.22809678863648392,0.0,0.1256,0.0,1.745,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-13,0,0.14640663273293514,0.0,0.1279,0.0,1.778,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-14,0,-0.008315848291425953,0.0,0.1225,0.0,1.72,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-15,0,0.6421795707181926,0.0,0.1212,0.0,1.674,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-16,0,0.03667521628461592,0.0,0.1216,0.0,1.732,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-17,2,2.570246931126938,0.0,0.1347,0.0,1.71,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-18,2,2.946096502689563,0.0,0.1416,0.0,1.682,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-19,2,1.667799551368845,0.0,0.1334,0.0,1.676,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-20,2,1.580572436714408,0.0,0.1347,0.0,1.68,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-21,2,2.3536829257145255,0.0,0.1494,0.0,1.729,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-22,2,2.582795594027489,0.0,0.1696,0.0,1.838,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-23,2,2.2627305184011495,0.0,0.1686,0.0,1.796,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-24,2,2.3248310963575336,0.0,0.172,0.0,1.736,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-25,2,2.972571059272867,0.0,0.2028,0.0,1.718,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-26,2,3.3582276581028974,0.0,0.2574,0.0,1.678,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-27,2,2.4020188758334937,0.0,0.2322,0.0,1.577,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-28,2,2.3126292696449555,0.0,0.2577,0.0,1.615,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-29,2,2.2427195458593765,0.0,0.2896,0.0,1.671,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-06-30,2,1.3194964246139074,0.0,0.242,0.0,1.643,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-07-01,1,1.1247523647056854,-414551.51245349273,0.2398,59993.6346930281,1.657,200000,198818.90537269512,-1181.0946273048758,0.9940945268634757
2020-07-02,1,0.5183293049535558,-414551.51245349273,0.2068,59993.6346930281,1.647,200000,184538.7691147996,-15461.230885200406,0.9226938455739979
2020-07-03,1,0.2961418595245146,-414551.51245349273,0.1962,59993.6346930281,1.636,200000,179484.59310116924,-20515.406898830755,0.8974229655058462
2020-07-04,1,0.3689332712298821,-414551.51245349273,0.2113,59993.6346930281,1.695,200000,189283.94538610562,-10716.054613894376,0.9464197269305281
2020-07-05,0,0.05980721814748669,0.0,0.2069,0.0,1.774,200000,178160.90535389094,-21839.094646109064,0.8908045267694547
2020-07-06,0,-0.12859537007263216,0.0,0.2059,0.0,1.821,200000,178160.90535389094,-21839.094646109064,0.8908045267694547
2020-07-07,0,-0.15112122560767663,0.0,0.2067,0.0,1.807,200000,178160.90535389094,-21839.094646109064,0.8908045267694547
2020-07-08,0,-0.6469034383544865,0.0,0.2055,0.0,2.019,200000,178160.90535389094,-21839.094646109064,0.8908045267694547
2020-07-09,-1,-1.0849135039906435,458704.69967531133,0.1942,-41821.808768519004,2.13,200000,178160.90535389094,-21839.094646109064,0.8908045267694547
2020-07-10,-1,-1.1300804662246953,458704.69967531133,0.1862,-41821.808768519004,2.037,200000,170601.83954101618,-29398.160458983824,0.8530091977050809
2020-07-11,-1,-1.0698295846815433,458704.69967531133,0.1951,-41821.808768519004,2.079,200000,176440.82733640424,-23559.17266359576,0.8822041366820212
2020-07-12,-1,-1.1111125231909382,458704.69967531133,0.1899,-41821.808768519004,2.045,200000,172633.62139996298,-27366.378600037016,0.8631681069998149
2020-07-13,-2,-1.3933653046998062,0.0,0.1865,0.0,2.211,200000,185080.49805164087,-14919.501948359131,0.9254024902582043
2020-07-14,-2,-1.2454618999829328,0.0,0.2035,0.0,2.346,200000,185080.49805164087,-14919.501948359131,0.9254024902582043
2020-07-15,-2,-1.24341400631239,0.0,0.1916,0.0,2.293,200000,185080.49805164087,-14919.501948359131,0.9254024902582043
2020-07-16,-2,-1.28598961385048,0.0,0.1809,0.0,2.303,200000,185080.49805164087,-14919.501948359131,0.9254024902582043
2020-07-17,-1,-1.1819080892082294,496194.3647497074,0.1865,-38687.39507768413,2.392,200000,185080.49805164087,-14919.501948359131,0.9254024902582043
2020-07-18,-1,-1.0624590065455162,496194.3647497074,0.1867,-38687.39507768413,2.364,200000,184096.48986241565,-15903.510137584351,0.9204824493120782
2020-07-19,-1,-1.0471344025470655,496194.3647497074,0.1859,-38687.39507768413,2.344,200000,182925.7864690622,-17074.21353093779,0.9146289323453111
2020-07-20,-1,-0.7560596017847839,496194.3647497074,0.1869,-38687.39507768413,2.215,200000,178431.30686879065,-21568.69313120935,0.8921565343439533
2020-07-21,-1,-0.995514412184577,496194.3647497074,0.186,-38687.39507768413,2.351,200000,183246.21767108096,-16753.782328919042,0.9162310883554048
2020-07-22,-1,-0.9023823722283159,496194.3647497074,0.1887,-38687.39507768413,2.376,200000,185553.12733284727,-14446.872667152726,0.9277656366642364
2020-07-23,-1,-0.8490358393132993,496194.3647497074,0.1863,-38687.39507768413,2.357,200000,183627.20035097198,-16372.79964902802,0.9181360017548599
2020-07-24,-1,-0.7925972838678074,496194.3647497074,0.1811,-38687.39507768413,2.287,200000,178338.87199883562,-21661.128001164383,0.8916943599941781
2020-07-25,-1,-0.9844310626409528,496194.3647497074,0.1834,-38687.39507768413,2.409,200000,184199.9812372374,-15800.0187627626,0.920999906186187
2020-07-26,-1,-0.9739315048004964,496194.3647497074,0.1788,-38687.39507768413,2.357,200000,179905.74261534918,-20094.257384650817,0.899528713076746
2020-07-27,-2,-1.5169989035559164,0.0,0.1667,0.0,2.32,200000,192119.6540280918,-7880.3459719081875,0.9605982701404591
2020-07-28,-2,-1.493538218142877,0.0,0.1709,0.0,2.374,200000,192119.6540280918,-7880.3459719081875,0.9605982701404591
2020-07-29,0,-0.9450486027728852,0.0,0.1763,0.0,2.351,200000,192119.6540280918,-7880.3459719081875,0.9605982701404591
2020-07-30,-1,-1.077784156229607,550170.8305500911,0.1746,-40480.33165362238,2.373,200000,192119.6540280918,-7880.3459719081875,0.9605982701404591
2020-07-31,-2,-1.2952348657684576,0.0,0.1744,0.0,2.42,200000,194132.2637819221,-5867.736218077887,0.9706613189096106
2020-08-01,-2,-2.2517451937856166,0.0,0.176,0.0,2.65,200000,194132.2637819221,-5867.736218077887,0.9706613189096106
2020-08-02,-2,-1.3079818264516572,0.0,0.1693,0.0,2.403,200000,194132.2637819221,-5867.736218077887,0.9706613189096106
