date,statusList,zscore,EOSUSDT_position,EOSUSDT_price,DASHUSDT_position,DASHUSDT_price,init,total_asset,pnl,return
2020-02-13,2,1.6700694182914502,0.0,5.3607,0.0,131.18,200000,199020.55520996306,-979.4447900369414,0.9951027760498153
2020-02-14,2,1.2872306155645228,0.0,5.3747,0.0,133.34,200000,199020.55520996306,-979.4447900369414,0.9951027760498153
2020-02-15,0,0.7906918076699654,0.0,4.7429,0.0,120.73,200000,199020.55520996306,-979.4447900369414,0.9951027760498153
2020-02-16,0,0.8293288989614379,0.0,4.3812,0.0,110.73,200000,199020.55520996306,-979.4447900369414,0.9951027760498153
2020-02-17,0,0.02283242592762118,0.0,4.3521,0.0,114.66,200000,199020.55520996306,-979.4447900369414,0.9951027760498153
2020-02-18,0,0.8131261690737106,0.0,4.5793,0.0,115.56,200000,199020.55520996306,-979.4447900369414,0.9951027760498153
2020-02-19,0,-0.3105591311297869,0.0,3.9752,0.0,104.87,200000,199020.55520996306,-979.4447900369414,0.9951027760498153
2020-02-20,0,-0.2661802609562765,0.0,3.9963,0.0,104.82,200000,199020.55520996306,-979.4447900369414,0.9951027760498153
2020-02-21,0,-0.7045164518491828,0.0,4.0509,0.0,107.39,200000,199020.55520996306,-979.4447900369414,0.9951027760498153
2020-02-22,0,0.6335561679863255,0.0,4.1004,0.0,103.79,200000,199020.55520996306,-979.4447900369414,0.9951027760498153
2020-02-23,2,1.3663624542086588,0.0,4.3778,0.0,108.09,200000,199020.55520996306,-979.4447900369414,0.9951027760498153
2020-02-24,0,0.728860112447385,0.0,4.1221,0.0,103.41,200000,199020.55520996306,-979.4447900369414,0.9951027760498153
2020-02-25,2,2.6136326167393245,0.0,4.0778,0.0,95.52,200000,199020.55520996306,-979.4447900369414,0.9951027760498153
2020-02-26,2,1.7483762608374682,0.0,3.5344,0.0,84.29,200000,199020.55520996306,-979.4447900369414,0.9951027760498153
2020-02-27,0,0.4854768566337359,0.0,3.6183,0.0,89.88,200000,199020.55520996306,-979.4447900369414,0.9951027760498153
2020-02-28,0,0.14605416423728565,0.0,3.5136,0.0,88.09,200000,199020.55520996306,-979.4447900369414,0.9951027760498153
2020-02-29,0,0.9941219296597367,0.0,3.5105,0.0,85.35,200000,199020.55520996306,-979.4447900369414,0.9951027760498153
2020-03-01,1,1.1240423844726541,-28370.713501063874,3.5075,1176.3834685539841,84.59,200000,199020.55520996306,-979.4447900369414,0.9951027760498153
2020-03-02,1,0.8498914006761854,-28370.713501063874,3.7133,1176.3834685539841,90.26,200000,211529.34231518308,11529.34231518308,1.0576467115759154
2020-03-03,1,0.6397678634787014,-28370.713501063874,3.6233,1176.3834685539841,88.56,200000,206976.12620354557,6976.126203545573,1.0348806310177279
2020-03-04,1,0.9133228713463969,-28370.713501063874,3.5908,1176.3834685539841,86.88,200000,204077.7537875903,4077.753787590307,1.0203887689379516
2020-03-05,1,1.192966368591906,-28370.713501063874,3.7626,1176.3834685539841,89.87,200000,212469.2289380495,12469.228938049491,1.0623461446902474
2020-03-06,1,0.4206157397329682,-28370.713501063874,3.8345,1176.3834685539841,93.94,200000,219296.96395579068,19296.963955790678,1.0964848197789534
2020-03-07,1,0.699224103791453,-28370.713501063874,3.6409,1176.3834685539841,88.12,200000,206957.84203500056,6957.842035000562,1.034789210175003
2020-03-08,1,0.6091123435318805,-28370.713501063874,3.0435,1176.3834685539841,73.7,200000,173045.7281729165,-26954.27182708349,0.8652286408645826
2020-03-09,1,0.731509113308232,-28370.713501063874,3.0612,1176.3834685539841,73.65,200000,173489.07062845767,-26510.929371542326,0.8674453531422883
2020-03-10,1,0.3803891210188946,-28370.713501063874,3.0729,1176.3834685539841,74.6,200000,174938.5722715464,-25061.427728453593,0.874692861357732
2020-03-11,2,1.342909542628787,0.0,3.0661,0.0,72.24,200000,201026.05810723518,1026.0581072351779,1.0051302905361759
2020-03-12,-2,-1.4602611690518579,0.0,1.7656,0.0,44.4,200000,201026.05810723518,1026.0581072351779,1.0051302905361759
2020-03-13,0,0.14095041322631835,0.0,2.11,0.0,51.16,200000,201026.05810723518,1026.0581072351779,1.0051302905361759
2020-03-14,2,1.6043582914992915,0.0,1.958,0.0,45.97,200000,201026.05810723518,1026.0581072351779,1.0051302905361759
2020-03-15,2,2.037629799657766,0.0,2.0447,0.0,47.31,200000,201026.05810723518,1026.0581072351779,1.0051302905361759
2020-03-16,2,2.40983080117496,0.0,1.8937,0.0,43.12,200000,201026.05810723518,1026.0581072351779,1.0051302905361759
2020-03-17,2,1.5364854082263075,0.0,1.9684,0.0,45.57,200000,201026.05810723518,1026.0581072351779,1.0051302905361759
2020-03-18,-2,-3.8275278112614943,0.0,1.9989,0.0,62.64,200000,201026.05810723518,1026.0581072351779,1.0051302905361759
2020-03-19,-2,-2.185179528128299,0.0,2.2767,0.0,65.47,200000,201026.05810723518,1026.0581072351779,1.0051302905361759
2020-03-20,-2,-2.6859665729167013,0.0,2.2029,0.0,71.78,200000,201026.05810723518,1026.0581072351779,1.0051302905361759
2020-03-21,-2,-1.977066306364785,0.0,2.2735,0.0,71.37,200000,201026.05810723518,1026.0581072351779,1.0051302905361759
2020-03-22,-2,-1.2598872707717799,0.0,2.1344,0.0,62.44,200000,201026.05810723518,1026.0581072351779,1.0051302905361759
2020-03-23,-2,-1.5136199322811874,0.0,2.2856,0.0,70.87,200000,201026.05810723518,1026.0581072351779,1.0051302905361759
2020-03-24,-1,-1.076525821981274,42882.81456274482,2.3439,-1445.606631002698,69.53,200000,201026.05810723518,1026.0581072351779,1.0051302905361759
2020-03-25,-1,-0.9361031606816848,42882.81456274482,2.2965,-1445.606631002698,67.72,200000,196376.86469484618,-3623.135305153817,0.9818843234742309
2020-03-26,-1,-0.8239949812054773,42882.81456274482,2.3236,-1445.606631002698,68.23,200000,198276.24835130794,-1723.751648692065,0.9913812417565396
2020-03-27,-1,-1.052492117119998,42882.81456274482,2.1928,-1445.606631002698,67.59,200000,191741.9879626592,-8258.012037340814,0.9587099398132959
2020-03-28,-1,-0.7087207486392127,42882.81456274482,2.1996,-1445.606631002698,65.21,200000,188593.04731989943,-11406.95268010057,0.9429652365994972
2020-03-29,-1,-0.3928345861538053,42882.81456274482,2.1133,-1445.606631002698,60.46,200000,178025.62892587174,-21974.371074128256,0.8901281446293587
2020-03-30,-1,-0.5606217808571251,42882.81456274482,2.2269,-1445.606631002698,65.81,200000,190631.11213606398,-9368.88786393602,0.9531555606803199
2020-03-31,-1,-0.4549716572704802,42882.81456274482,2.2086,-1445.606631002698,64.97,200000,188632.04705952347,-11367.952940476534,0.9431602352976173
2020-04-01,-1,-0.36255790795506654,42882.81456274482,2.2549,-1445.606631002698,66.03,200000,192149.86440264143,-7850.135597358574,0.9607493220132072
2020-04-02,-1,-0.34728007200040045,42882.81456274482,2.2895,-1445.606631002698,67.51,200000,195773.10760039638,-4226.892399603617,0.978865538001982
2020-04-03,0,-0.09387837269525373,0.0,2.3325,0.0,67.4,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-04,0,-0.0340984104668202,0.0,2.3559,0.0,68.46,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-05,0,0.43132598162942837,0.0,2.3505,0.0,66.89,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-06,2,2.612271564846863,0.0,2.7586,0.0,73.19,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-07,2,1.5865645148289083,0.0,2.6332,0.0,72.22,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-08,2,1.414861772881131,0.0,2.7486,0.0,75.52,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-09,0,-0.9414782057641714,0.0,2.7239,0.0,82.83,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-10,0,-0.5234857032277602,0.0,2.4916,0.0,74.1,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-11,0,-0.6161891603396539,0.0,2.5083,0.0,74.97,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-12,0,-0.5112669083994287,0.0,2.498,0.0,74.1,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-13,0,-0.7417018886732004,0.0,2.4424,0.0,73.13,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-14,0,-0.20238062481436153,0.0,2.4655,0.0,72.32,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-15,0,-0.29664853435495414,0.0,2.4015,0.0,70.7,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-16,0,0.3788363999939388,0.0,2.6569,0.0,76.09,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-17,0,-0.21371079666426826,0.0,2.6129,0.0,76.31,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-18,0,-0.3668927608579789,0.0,2.7265,0.0,80.16,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-19,-2,-1.5801210364501164,0.0,2.598,0.0,80.23,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-20,0,-0.47849867682960523,0.0,2.5077,0.0,74.29,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-21,0,-0.3910983424045615,0.0,2.5211,0.0,74.48,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-22,-2,-1.3608560583315599,0.0,2.6224,0.0,80.8,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-23,0,-0.8792400847192599,0.0,2.6811,0.0,81.26,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-24,0,-0.6314566856587214,0.0,2.7068,0.0,81.37,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-25,-2,-1.6616934008355322,0.0,2.7024,0.0,85.78,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-26,0,-0.9502010574274146,0.0,2.7375,0.0,84.12,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-27,0,-0.37160511370034827,0.0,2.743,0.0,82.75,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-28,0,0.2572984171081199,0.0,2.7614,0.0,82.21,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-29,2,1.9708854609461148,0.0,3.0059,0.0,85.36,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-04-30,2,1.490852773651041,0.0,2.822,0.0,80.74,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-05-01,1,1.0530003648843258,-34533.39251491676,2.8731,1196.1168177770626,82.95,200000,198435.7800692147,-1564.2199307853007,0.9921789003460735
2020-05-02,2,1.5553890252970648,0.0,2.9396,0.0,83.26,200000,200361.45445794577,361.45445794577245,1.0018072722897289
2020-05-03,1,1.1512660322288941,-35291.058311541514,2.8387,1235.7311857527186,81.07,200000,200361.45445794577,361.45445794577245,1.0018072722897289
2020-05-04,1,0.9040168481815033,-35291.058311541514,2.7687,1235.7311857527186,79.54,200000,196000.41166193623,-3999.588338063768,0.9800020583096811
2020-05-05,1,0.9288806033179103,-35291.058311541514,2.7706,1235.7311857527186,79.37,200000,195857.3903711502,-4142.609628849808,0.979286951855751
2020-05-06,1,0.5003729674756817,-35291.058311541514,2.6522,1235.7311857527186,77.11,200000,188886.17658726254,-11113.82341273746,0.9444308829363127
2020-05-07,1,1.0010698307681916,-35291.058311541514,2.7572,1235.7311857527186,78.76,200000,194630.6941664664,-5369.30583353361,0.973153470832332
2020-05-08,0,-0.20344871914083454,0.0,2.7518,0.0,81.8,200000,196392.57772507332,-3607.4222749266773,0.9819628886253666
2020-05-09,0,0.5536053288261013,0.0,2.7516,0.0,79.59,200000,196392.57772507332,-3607.4222749266773,0.9819628886253666
2020-05-10,0,-0.08918996162138187,0.0,2.4434,0.0,72.1,200000,196392.57772507332,-3607.4222749266773,0.9819628886253666
2020-05-11,0,0.3490435480134143,0.0,2.3978,0.0,69.73,200000,196392.57772507332,-3607.4222749266773,0.9819628886253666
2020-05-12,0,-0.7370070051927798,0.0,2.441,0.0,73.31,200000,196392.57772507332,-3607.4222749266773,0.9819628886253666
2020-05-13,0,0.08896459206431619,0.0,2.5245,0.0,73.81,200000,196392.57772507332,-3607.4222749266773,0.9819628886253666
2020-05-14,0,0.9653399060088874,0.0,2.6228,0.0,74.56,200000,196392.57772507332,-3607.4222749266773,0.9819628886253666
2020-05-15,2,1.533818541351416,0.0,2.5855,0.0,72.44,200000,196392.57772507332,-3607.4222749266773,0.9819628886253666
2020-05-16,2,1.5658160089998925,0.0,2.6361,0.0,73.71,200000,196392.57772507332,-3607.4222749266773,0.9819628886253666
2020-05-17,0,0.3786609936848748,0.0,2.6205,0.0,75.03,200000,196392.57772507332,-3607.4222749266773,0.9819628886253666
2020-05-18,0,0.3786311964023257,0.0,2.6653,0.0,76.2,200000,196392.57772507332,-3607.4222749266773,0.9819628886253666
2020-05-19,0,-0.4688286139188719,0.0,2.6543,0.0,77.15,200000,196392.57772507332,-3607.4222749266773,0.9819628886253666
2020-05-20,-2,-2.0534162387802937,0.0,2.597,0.0,78.35,200000,196392.57772507332,-3607.4222749266773,0.9819628886253666
2020-05-21,-1,-1.1800046148015924,39883.14400817866,2.4621,-1343.4982742172206,73.09,200000,196392.57772507332,-3607.4222749266773,0.9819628886253666
2020-05-22,0,0.241152713580469,0.0,2.5948,0.0,74.77,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-05-23,0,0.2572311041526173,0.0,2.5631,0.0,73.87,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-05-24,0,0.2868429917064303,0.0,2.4879,0.0,71.67,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-05-25,0,-0.1598401513447684,0.0,2.5296,0.0,73.6,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-05-26,0,-0.012929308130507761,0.0,2.5034,0.0,72.61,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-05-27,0,0.6486074513891301,0.0,2.5715,0.0,73.6,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-05-28,0,0.38095250424241556,0.0,2.612,0.0,75.06,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-05-29,0,0.9755537385507401,0.0,2.6144,0.0,74.16,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-05-30,0,0.6477576894381635,0.0,2.7715,0.0,79.01,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-05-31,0,0.5154910434612487,0.0,2.6731,0.0,76.33,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-01,0,0.7741022465337385,0.0,2.8214,0.0,80.06,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-02,0,-0.9290509648159709,0.0,2.6756,0.0,78.26,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-03,0,-0.4147838850995223,0.0,2.6958,0.0,78.2,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-04,0,-0.11216220114459442,0.0,2.7203,0.0,78.6,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-05,2,2.3954109847313876,0.0,2.8143,0.0,77.81,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-06,2,1.5256297915053083,0.0,2.7982,0.0,78.3,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-07,2,1.7309422897661293,0.0,2.8098,0.0,77.99,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-08,2,1.3201767943855567,0.0,2.7878,0.0,77.77,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-09,0,0.8532784248232913,0.0,2.7505,0.0,77.42,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-10,0,0.3387033002715727,0.0,2.7568,0.0,78.21,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-11,0,-0.44554073281407885,0.0,2.5146,0.0,72.24,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-12,0,0.6113261269126168,0.0,2.597,0.0,73.27,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-13,0,-0.02097237307456905,0.0,2.6042,0.0,74.18,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-14,0,0.4197542217808269,0.0,2.5681,0.0,72.56,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-15,0,0.1378731016152941,0.0,2.532,0.0,71.77,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-16,0,-0.11433109242214066,0.0,2.5539,0.0,72.63,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-17,0,0.4105666227189438,0.0,2.5678,0.0,72.42,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-18,0,0.4581304887844555,0.0,2.5364,0.0,71.46,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-19,2,1.3598427368966053,0.0,2.5254,0.0,70.1,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-20,0,0.6992348618577753,0.0,2.5362,0.0,71.01,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-21,0,0.8648191163942576,0.0,2.514,0.0,70.14,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-22,0,0.6450228661582487,0.0,2.5862,0.0,72.33,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-23,-2,-1.6606944117330649,0.0,2.5714,0.0,74.01,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-24,-2,-2.0703148891414074,0.0,2.502,0.0,72.42,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-25,-2,-1.2277314982670091,0.0,2.4799,0.0,71.11,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-26,0,-0.6279815856465786,0.0,2.481,0.0,70.68,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-27,-1,-1.1289834666474958,41460.92323867247,2.3318,-1444.6888943206286,66.92,200000,193357.16161587293,-6642.83838412707,0.9667858080793647
2020-06-28,-1,-0.7664713975096135,41460.92323867247,2.3668,-1444.6888943206286,67.7,200000,195935.15126679657,-4064.8487332034274,0.9796757563339829
2020-06-29,-2,-1.6124556797487906,0.0,2.38,0.0,68.93,200000,194262.56979335338,-5737.430206646619,0.971312848966767
2020-06-30,0,-0.9694913697750193,0.0,2.368,0.0,68.11,200000,194262.56979335338,-5737.430206646619,0.971312848966767
2020-07-01,0,-0.889682905392757,0.0,2.3773,0.0,68.31,200000,194262.56979335338,-5737.430206646619,0.971312848966767
2020-07-02,0,0.4551668913296059,0.0,2.3576,0.0,66.62,200000,194262.56979335338,-5737.430206646619,0.971312848966767
2020-07-03,2,2.157673431562737,0.0,2.4156,0.0,66.46,200000,194262.56979335338,-5737.430206646619,0.971312848966767
2020-07-04,2,1.8950505718474078,0.0,2.4599,0.0,67.63,200000,194262.56979335338,-5737.430206646619,0.971312848966767
2020-07-05,0,0.8210361228702525,0.0,2.4072,0.0,67.24,200000,194262.56979335338,-5737.430206646619,0.971312848966767
2020-07-06,2,2.4541563716936907,0.0,2.6106,0.0,70.26,200000,194262.56979335338,-5737.430206646619,0.971312848966767
2020-07-07,2,1.481506600093431,0.0,2.5589,0.0,69.92,200000,194262.56979335338,-5737.430206646619,0.971312848966767
2020-07-08,2,1.6123817072641524,0.0,2.6799,0.0,72.7,200000,194262.56979335338,-5737.430206646619,0.971312848966767
2020-07-09,2,1.4972276372780058,0.0,2.6504,0.0,71.86,200000,194262.56979335338,-5737.430206646619,0.971312848966767
2020-07-10,1,1.0256895226372833,-37043.31829322936,2.6221,1353.746130964135,71.75,200000,194262.56979335338,-5737.430206646619,0.971312848966767
2020-07-11,1,0.44316298215798877,-37043.31829322936,2.6194,1353.746130964135,72.68,200000,195421.53673575833,-4578.463264241669,0.9771076836787916
2020-07-12,1,0.7193502963327596,-37043.31829322936,2.6171,1353.746130964135,72.05,200000,194483.4770411765,-5516.522958823509,0.9724173852058825
2020-07-13,0,-0.20158678559992083,0.0,2.553,0.0,71.84,200000,191581.03934750444,-8418.96065249556,0.9579051967375222
2020-07-14,0,-0.16171054646210417,0.0,2.5592,0.0,71.82,200000,191581.03934750444,-8418.96065249556,0.9579051967375222
2020-07-15,0,-0.17690921004549418,0.0,2.5365,0.0,71.12,200000,191581.03934750444,-8418.96065249556,0.9579051967375222
2020-07-16,0,0.2871200414864921,0.0,2.4999,0.0,69.28,200000,191581.03934750444,-8418.96065249556,0.9579051967375222
2020-07-17,0,-0.0674687577889896,0.0,2.4949,0.0,69.58,200000,191581.03934750444,-8418.96065249556,0.9579051967375222
2020-07-18,0,0.2728203914636265,0.0,2.5026,0.0,69.2,200000,191581.03934750444,-8418.96065249556,0.9579051967375222
2020-07-19,1,1.0047997754376192,-37063.46282598268,2.5845,1361.6278560590224,70.35,200000,191581.03934750444,-8418.96065249556,0.9579051967375222
2020-07-20,2,1.6033070724927962,0.0,2.5618,0.0,68.86,200000,192768.5242468826,-7231.475753117411,0.9638426212344129
2020-07-21,1,1.0812138610720918,-36743.00934867387,2.6232,1355.8061910738681,71.09,200000,192768.5242468826,-7231.475753117411,0.9638426212344129
2020-07-22,0,-0.2601891742653776,0.0,2.6574,0.0,73.38,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-07-23,0,-0.34087900748127625,0.0,2.6526,0.0,73.35,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-07-24,0,-0.491223378202493,0.0,2.5949,0.0,71.94,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-07-25,0,0.3930913001767493,0.0,2.7289,0.0,74.65,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-07-26,0,-0.6104971314241411,0.0,2.7121,0.0,75.3,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-07-27,0,0.8594892647080118,0.0,2.8472,0.0,77.55,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-07-28,2,2.2036595583193255,0.0,2.9941,0.0,79.82,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-07-29,2,1.451992708980146,0.0,3.0233,0.0,81.38,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-07-30,2,1.8770290022896985,0.0,3.047,0.0,81.15,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-07-31,2,1.595097093586684,0.0,3.0932,0.0,82.45,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-08-01,-2,-1.3967692742974023,0.0,3.3038,0.0,93.13,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
2020-08-02,-2,-2.3676025501806013,0.0,2.9441,0.0,85.29,200000,190920.3389890481,-9079.66101095191,0.9546016949452405
