date,statusList,zscore,TFUELUSDT_position,TFUELUSDT_price,HOTUSDT_position,HOTUSDT_price,init,total_asset,pnl,return
2020-02-10,2,3.1610484806549612,0.0,0.003465,0.0,0.0007595,200000,200000.0,0.0,1.0
2020-02-11,2,2.6374571153413586,0.0,0.003563,0.0,0.000771,200000,200000.0,0.0,1.0
2020-02-12,2,1.4062282755753488,0.0,0.00372,0.0,0.0008498,200000,200000.0,0.0,1.0
2020-02-13,2,1.648188499360698,0.0,0.003918,0.0,0.0008714,200000,200000.0,0.0,1.0
2020-02-14,0,0.8347494654054292,0.0,0.003836,0.0,0.0008915,200000,200000.0,0.0,1.0
2020-02-15,0,-0.05637626429901826,0.0,0.003458,0.0,0.000849,200000,200000.0,0.0,1.0
2020-02-16,0,-0.4718736366463664,0.0,0.003274,0.0,0.0008258,200000,200000.0,0.0,1.0
2020-02-17,0,0.6021266875889447,0.0,0.003369,0.0,0.0007907,200000,200000.0,0.0,1.0
2020-02-18,0,0.5492443752909966,0.0,0.003394,0.0,0.0007956,200000,200000.0,0.0,1.0
2020-02-19,0,0.38884137897866716,0.0,0.003088,0.0,0.0007284,200000,200000.0,0.0,1.0
2020-02-20,0,0.651755185863866,0.0,0.003129,0.0,0.0007235,200000,200000.0,0.0,1.0
2020-02-21,0,0.3840537158618791,0.0,0.003134,0.0,0.0007332,200000,200000.0,0.0,1.0
2020-02-22,0,0.49621464487489436,0.0,0.003154,0.0,0.0007301,200000,200000.0,0.0,1.0
2020-02-23,0,0.45431443763193596,0.0,0.003246,0.0,0.0007501,200000,200000.0,0.0,1.0
2020-02-24,2,1.2741578371839049,0.0,0.003151,0.0,0.0006961,200000,200000.0,0.0,1.0
2020-02-25,1,1.1491995859457609,-33715441.67228591,0.002966,152625152.62515262,0.0006552,200000,200000.0,0.0,1.0
2020-02-26,0,-0.69193937573808,0.0,0.002565,0.0,0.0006203,200000,191806.7257160312,-8193.274283968814,0.959033628580156
2020-02-27,0,-0.4386032077497431,0.0,0.002696,0.0,0.000643,200000,191806.7257160312,-8193.274283968814,0.959033628580156
2020-02-28,0,0.3069074903614818,0.0,0.00277,0.0,0.0006341,200000,191806.7257160312,-8193.274283968814,0.959033628580156
2020-02-29,0,0.3017210779071536,0.0,0.002709,0.0,0.0006189,200000,191806.7257160312,-8193.274283968814,0.959033628580156
2020-03-01,0,0.7614609990112483,0.0,0.002713,0.0,0.0006107,200000,191806.7257160312,-8193.274283968814,0.959033628580156
2020-03-02,0,-0.2142470723364307,0.0,0.002732,0.0,0.0006394,200000,191806.7257160312,-8193.274283968814,0.959033628580156
2020-03-03,1,1.1226309769427223,-33972144.12257017,0.002823,151986311.97783768,0.000631,200000,191806.72571603116,-8193.274283968844,0.9590336285801557
2020-03-04,2,1.5728972020333505,0.0,0.002906,0.0,0.0006388,200000,193440.92044477738,-6559.079555222619,0.9672046022238869
2020-03-05,2,1.7555896074651345,0.0,0.00301,0.0,0.0006517,200000,193440.92044477738,-6559.079555222619,0.9672046022238869
2020-03-06,2,1.5270104679170575,0.0,0.002987,0.0,0.0006483,200000,193440.92044477738,-6559.079555222619,0.9672046022238869
2020-03-07,2,1.28746007251143,0.0,0.002896,0.0,0.0006335,200000,193440.92044477738,-6559.079555222619,0.9672046022238869
2020-03-08,2,1.5355879883949592,0.0,0.002504,0.0,0.0005399,200000,193440.92044477738,-6559.079555222619,0.9672046022238869
2020-03-09,2,1.9587994533095063,0.0,0.002535,0.0,0.0005328,200000,193440.92044477738,-6559.079555222619,0.9672046022238869
2020-03-10,0,0.7950012462708473,0.0,0.002487,0.0,0.0005435,200000,193440.92044477738,-6559.079555222619,0.9672046022238869
2020-03-11,0,0.697432545121421,0.0,0.002398,0.0,0.0005245,200000,193440.92044477738,-6559.079555222619,0.9672046022238869
2020-03-12,-2,-2.4559829751313544,0.0,0.001116,0.0,0.0002819,200000,193440.92044477738,-6559.079555222619,0.9672046022238869
2020-03-13,0,-0.7512496525740361,0.0,0.001383,0.0,0.0003223,200000,193440.92044477738,-6559.079555222619,0.9672046022238869
2020-03-14,2,1.612495004375011,0.0,0.00148,0.0,0.0003081,200000,193440.92044477738,-6559.079555222619,0.9672046022238869
2020-03-15,2,2.6605030973368082,0.0,0.001626,0.0,0.0003117,200000,193440.92044477738,-6559.079555222619,0.9672046022238869
2020-03-16,2,2.4471386745630825,0.0,0.001501,0.0,0.0002807,200000,193440.92044477738,-6559.079555222619,0.9672046022238869
2020-03-17,2,1.7444336977572288,0.0,0.001541,0.0,0.0002965,200000,193440.92044477738,-6559.079555222619,0.9672046022238869
2020-03-18,0,0.8556769438994637,0.0,0.001476,0.0,0.0003,200000,193440.92044477738,-6559.079555222619,0.9672046022238869
2020-03-19,2,1.4801999239402217,0.0,0.001718,0.0,0.0003304,200000,193440.92044477738,-6559.079555222619,0.9672046022238869
2020-03-20,2,1.998918328519312,0.0,0.0018,0.0,0.0003259,200000,193440.92044477738,-6559.079555222619,0.9672046022238869
2020-03-21,2,1.4787691434603176,0.0,0.001746,0.0,0.0003237,200000,193440.92044477738,-6559.079555222619,0.9672046022238869
2020-03-22,0,0.9432718288329511,0.0,0.001587,0.0,0.0003046,200000,193440.92044477738,-6559.079555222619,0.9672046022238869
2020-03-23,0,0.7496327821863691,0.0,0.00169,0.0,0.0003273,200000,193440.92044477738,-6559.079555222619,0.9672046022238869
2020-03-24,0,0.19201559186885953,0.0,0.001657,0.0,0.0003345,200000,193440.92044477738,-6559.079555222619,0.9672046022238869
2020-03-25,0,0.6412391487617639,0.0,0.001651,0.0,0.0003198,200000,193440.92044477738,-6559.079555222619,0.9672046022238869
2020-03-26,0,0.902224259561673,0.0,0.001725,0.0,0.0003251,200000,193440.92044477738,-6559.079555222619,0.9672046022238869
2020-03-27,1,1.1313735034428563,-57028573.244332954,0.001696,310798394.030812,0.0003112,200000,193440.92044477738,-6559.079555222619,0.9672046022238869
2020-03-28,1,0.7448493809818576,-57028573.244332954,0.001697,310798394.030812,0.0003188,200000,195860.0168126559,-4139.9831873441,0.9793000840632795
2020-03-29,0,0.17531114453777186,0.0,0.001578,0.0,0.0003091,200000,187364.2254294108,-12635.774570589187,0.9368211271470541
2020-03-30,0,0.21181660519327003,0.0,0.001697,0.0,0.0003298,200000,187364.2254294108,-12635.774570589187,0.9368211271470541
2020-03-31,0,0.11419877896586694,0.0,0.001734,0.0,0.0003378,200000,187364.2254294108,-12635.774570589187,0.9368211271470541
2020-04-01,0,0.2631956699000541,0.0,0.00174,0.0,0.0003331,200000,187364.2254294108,-12635.774570589187,0.9368211271470541
2020-04-02,0,0.44524146137889603,0.0,0.001742,0.0,0.0003299,200000,187364.2254294108,-12635.774570589187,0.9368211271470541
2020-04-03,0,-0.11301970704772733,0.0,0.001727,0.0,0.0003317,200000,187364.2254294108,-12635.774570589187,0.9368211271470541
2020-04-04,0,0.3427756808027616,0.0,0.001737,0.0,0.0003292,200000,187364.2254294108,-12635.774570589187,0.9368211271470541
2020-04-05,0,0.006748817395383015,0.0,0.001715,0.0,0.0003285,200000,187364.2254294108,-12635.774570589187,0.9368211271470541
2020-04-06,0,0.18001283290751469,0.0,0.00185,0.0,0.0003525,200000,187364.2254294108,-12635.774570589187,0.9368211271470541
2020-04-07,0,-0.09316994198722903,0.0,0.001793,0.0,0.0003431,200000,187364.2254294108,-12635.774570589187,0.9368211271470541
2020-04-08,0,-0.7380082498183881,0.0,0.001843,0.0,0.0003585,200000,187364.2254294108,-12635.774570589187,0.9368211271470541
2020-04-09,-2,-1.682629133743035,0.0,0.001828,0.0,0.0003647,200000,187364.2254294108,-12635.774570589187,0.9368211271470541
2020-04-10,-2,-2.2824447460844612,0.0,0.00167,0.0,0.0003415,200000,187364.2254294108,-12635.774570589187,0.9368211271470541
2020-04-11,-2,-1.7715733101177529,0.0,0.001666,0.0,0.0003387,200000,187364.2254294108,-12635.774570589187,0.9368211271470541
2020-04-12,0,-0.4346485411576129,0.0,0.001708,0.0,0.0003346,200000,187364.2254294108,-12635.774570589187,0.9368211271470541
2020-04-13,-2,-1.5204275651532033,0.0,0.001668,0.0,0.000337,200000,187364.2254294108,-12635.774570589187,0.9368211271470541
2020-04-14,0,-0.1459242226663712,0.0,0.001727,0.0,0.0003357,200000,187364.2254294108,-12635.774570589187,0.9368211271470541
2020-04-15,-2,-1.502059073557093,0.0,0.001609,0.0,0.0003268,200000,187364.2254294108,-12635.774570589187,0.9368211271470541
2020-04-16,-1,-1.1763614922826569,56130684.670284845,0.001669,-278567091.0339144,0.0003363,200000,187364.2254294108,-12635.774570589187,0.9368211271470541
2020-04-17,-2,-1.7190453917303035,0.0,0.001641,0.0,0.0003376,200000,189298.02181852286,-10701.978181477141,0.9464901090926143
2020-04-18,-1,-1.05088304675157,55741466.966585055,0.001698,-275382632.84626544,0.0003437,200000,189298.02181852286,-10701.978181477141,0.9464901090926143
2020-04-19,-2,-1.228198036052566,0.0,0.001639,0.0,0.0003348,200000,190135.86293721962,-9864.137062780384,0.9506793146860981
2020-04-20,2,1.232323021510556,0.0,0.001646,0.0,0.000312,200000,190135.86293721962,-9864.137062780384,0.9506793146860981
2020-04-21,0,0.6809297941445012,0.0,0.001632,0.0,0.0003146,200000,190135.86293721962,-9864.137062780384,0.9506793146860981
2020-04-22,2,1.6242570703559913,0.0,0.001706,0.0,0.0003193,200000,190135.86293721962,-9864.137062780384,0.9506793146860981
2020-04-23,2,1.2322230432917414,0.0,0.00172,0.0,0.0003251,200000,190135.86293721962,-9864.137062780384,0.9506793146860981
2020-04-24,0,0.8494759310165888,0.0,0.001741,0.0,0.0003333,200000,190135.86293721962,-9864.137062780384,0.9506793146860981
2020-04-25,2,1.4311636068678222,0.0,0.001818,0.0,0.000341,200000,190135.86293721962,-9864.137062780384,0.9506793146860981
2020-04-26,2,1.7337437972932026,0.0,0.001869,0.0,0.0003455,200000,190135.86293721962,-9864.137062780384,0.9506793146860981
2020-04-27,2,1.3214426056694422,0.0,0.00185,0.0,0.0003457,200000,190135.86293721962,-9864.137062780384,0.9506793146860981
2020-04-28,2,1.8624346447618536,0.0,0.001887,0.0,0.0003426,200000,190135.86293721962,-9864.137062780384,0.9506793146860981
2020-04-29,1,1.019340270891628,-49079985.27031998,0.001937,262909102.51274836,0.0003616,200000,190135.86293721962,-9864.137062780384,0.9506793146860981
2020-04-30,2,1.6208860295321945,0.0,0.00194,0.0,0.000351,200000,193069.9393796657,-6930.06062033429,0.9653496968983285
2020-05-01,2,1.8838552486377675,0.0,0.002047,0.0,0.0003623,200000,193069.9393796657,-6930.06062033429,0.9653496968983285
2020-05-02,-2,-1.64230575248208,0.0,0.002115,0.0,0.0004421,200000,193069.9393796657,-6930.06062033429,0.9653496968983285
2020-05-03,-2,-3.0505823576921665,0.0,0.00206,0.0,0.0005045,200000,193069.9393796657,-6930.06062033429,0.9653496968983285
2020-05-04,-2,-3.0196440868072796,0.0,0.002033,0.0,0.0005696,200000,193069.9393796657,-6930.06062033429,0.9653496968983285
2020-05-05,-2,-2.1252775361378196,0.0,0.002086,0.0,0.0005493,200000,193069.9393796657,-6930.06062033429,0.9653496968983285
2020-05-06,-2,-1.4970332915653348,0.0,0.002025,0.0,0.0004995,200000,193069.9393796657,-6930.06062033429,0.9653496968983285
2020-05-07,-2,-1.6098692512683126,0.0,0.002095,0.0,0.0005433,200000,193069.9393796657,-6930.06062033429,0.9653496968983285
2020-05-08,0,-0.9038146572316819,0.0,0.002254,0.0,0.0005271,200000,193069.9393796657,-6930.06062033429,0.9653496968983285
2020-05-09,-1,-1.1044788489937578,45707845.497079946,0.002112,-186145332.99235028,0.0005186,200000,193069.9393796657,-6930.06062033429,0.9653496968983285
2020-05-10,-1,-1.125452483434518,45707845.497079946,0.001862,-186145332.99235028,0.0004688,200000,172372.94042237668,-27627.059577623324,0.8618647021118834
2020-05-11,-2,-1.2277054365851794,0.0,0.00186,0.0,0.0004898,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-05-12,0,-0.5369414189434175,0.0,0.002115,0.0,0.0004961,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-05-13,0,-0.8182464517232562,0.0,0.002082,0.0,0.0005215,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-05-14,0,-0.5107993088352389,0.0,0.002155,0.0,0.0005167,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-05-15,0,-0.022382322319294247,0.0,0.002376,0.0,0.00053,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-05-16,0,0.9753123195682875,0.0,0.002749,0.0,0.0005333,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-05-17,0,0.3770656785239548,0.0,0.002534,0.0,0.000539,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-05-18,0,0.5692651761861672,0.0,0.002556,0.0,0.0005363,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-05-19,2,1.7099167215130773,0.0,0.002951,0.0,0.0005372,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-05-20,2,3.2903593667566273,0.0,0.003893,0.0,0.0005203,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-05-21,2,3.983788089188056,0.0,0.007618,0.0,0.0005134,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-05-22,2,2.357755154453081,0.0,0.006619,0.0,0.000535,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-05-23,2,2.8120951765157676,0.0,0.009016,0.0,0.0005269,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-05-24,2,3.5865751143407434,0.0,0.017882,0.0,0.0005315,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-05-25,2,2.2915583123328456,0.0,0.016088,0.0,0.0005659,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-05-26,2,1.6055457634702042,0.0,0.013827,0.0,0.0005634,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-05-27,0,0.9072388677064496,0.0,0.010594,0.0,0.0005584,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-05-28,0,0.449869798981661,0.0,0.00866,0.0,0.0005685,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-05-29,0,0.7122840204666447,0.0,0.010282,0.0,0.00056,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-05-30,0,0.5074142427574315,0.0,0.009945,0.0,0.0005828,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-05-31,0,0.07195147518844387,0.0,0.008509,0.0,0.000627,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-06-01,0,0.09663089198804618,0.0,0.00896,0.0,0.000628,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-06-02,0,-0.033241161693900144,0.0,0.0085,0.0,0.0006233,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-06-03,0,-0.13180350605951918,0.0,0.00868,0.0,0.000652,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-06-04,0,-0.1953147683128217,0.0,0.008622,0.0,0.0006478,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-06-05,0,-0.29310297854746264,0.0,0.008324,0.0,0.000638,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-06-06,0,-0.37824436808785095,0.0,0.008279,0.0,0.0006376,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-06-07,0,-0.4976828098889402,0.0,0.008019,0.0,0.0006279,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-06-08,0,-0.6940769891171148,0.0,0.007737,0.0,0.0006394,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-06-09,0,-0.8483228959584573,0.0,0.007345,0.0,0.0006348,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-06-10,0,-0.8883168581462731,0.0,0.007026,0.0,0.0006364,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-06-11,0,-0.9017292531056618,0.0,0.00626,0.0,0.0005783,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-06-12,0,0.13581615176905795,0.0,0.010355,0.0,0.0006051,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-06-13,0,0.7403817868184508,0.0,0.011541,0.0,0.00061,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-06-14,0,0.5916219028440416,0.0,0.010087,0.0,0.0005931,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-06-15,0,0.9871954325825414,0.0,0.010208,0.0,0.0005923,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-06-16,0,0.9712479720434799,0.0,0.009892,0.0,0.0005834,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-06-17,0,0.5831706092645306,0.0,0.009332,0.0,0.0005821,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-06-18,0,0.39765314404397684,0.0,0.008862,0.0,0.0005773,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-06-19,1,1.1661392123147691,-10249373.950753687,0.009719,176213807.58424744,0.0005653,200000,199227.33085475018,-772.6691452498198,0.9961366542737509
2020-06-20,1,0.713085082191026,-10249373.950753687,0.009369,176213807.58424744,0.000576,200000,197525.5377131378,-2474.4622868621955,0.987627688565689
2020-06-21,1,0.639137593700959,-10249373.950753687,0.009259,176213807.58424744,0.0005715,200000,195605.1444444258,-4394.855555574206,0.978025722222129
2020-06-22,1,0.5192584938214575,-10249373.950753687,0.009419,176213807.58424744,0.0005875,200000,200064.46519789437,64.46519789437298,1.0003223259894718
2020-06-23,1,0.8051980745000744,-10249373.950753687,0.009844,176213807.58424744,0.0005815,200000,203363.16628145918,3363.1662814591837,1.016815831407296
2020-06-24,1,0.5195463512397939,-10249373.950753687,0.009209,176213807.58424744,0.0005625,200000,193506.75147862989,-6493.248521370115,0.9675337573931494
2020-06-25,1,0.32028295063650813,-10249373.950753687,0.008983,176213807.58424744,0.0005608,200000,190890.82949286632,-9109.170507133676,0.9544541474643317
2020-06-26,1,0.2149137643462868,-10249373.950753687,0.008785,176213807.58424744,0.0005526,200000,187416.50022842627,-12583.499771573726,0.9370825011421313
2020-06-27,0,-0.06008762690419785,0.0,0.008182,0.0,0.0005318,200000,189377.20564651402,-10622.79435348598,0.9468860282325701
2020-06-28,0,0.027842224213686036,0.0,0.008434,0.0,0.000535,200000,189377.20564651402,-10622.79435348598,0.9468860282325701
2020-06-29,0,-0.2556676776846358,0.0,0.008354,0.0,0.000542,200000,189377.20564651402,-10622.79435348598,0.9468860282325701
2020-06-30,0,-0.4299983903798152,0.0,0.00816,0.0,0.0005276,200000,189377.20564651402,-10622.79435348598,0.9468860282325701
2020-07-01,-2,-1.4619787839740943,0.0,0.008223,0.0,0.000549,200000,189377.20564651402,-10622.79435348598,0.9468860282325701
2020-07-02,0,-0.7157538326004279,0.0,0.008552,0.0,0.0005484,200000,189377.20564651402,-10622.79435348598,0.9468860282325701
2020-07-03,-2,-1.447553518414325,0.0,0.008192,0.0,0.0005451,200000,189377.20564651402,-10622.79435348598,0.9468860282325701
2020-07-04,-2,-1.457386793463289,0.0,0.008228,0.0,0.000552,200000,189377.20564651402,-10622.79435348598,0.9468860282325701
2020-07-05,-2,-1.8896208117797366,0.0,0.008057,0.0,0.000558,200000,189377.20564651402,-10622.79435348598,0.9468860282325701
2020-07-06,0,-0.7147081896480837,0.0,0.008642,0.0,0.0005672,200000,189377.20564651402,-10622.79435348598,0.9468860282325701
2020-07-07,0,0.26870730612762395,0.0,0.008835,0.0,0.0005556,200000,189377.20564651402,-10622.79435348598,0.9468860282325701
2020-07-08,-2,-2.051177131380741,0.0,0.008886,0.0,0.0006315,200000,189377.20564651402,-10622.79435348598,0.9468860282325701
2020-07-09,-2,-3.614067662868666,0.0,0.008545,0.0,0.0008031,200000,189377.20564651402,-10622.79435348598,0.9468860282325701
2020-07-10,-2,-2.360414213899743,0.0,0.008389,0.0,0.0007321,200000,189377.20564651402,-10622.79435348598,0.9468860282325701
2020-07-11,-2,-1.7988141915293017,0.0,0.008508,0.0,0.0007172,200000,189377.20564651402,-10622.79435348598,0.9468860282325701
2020-07-12,0,-0.6012257591975501,0.0,0.009628,0.0,0.0007,200000,189377.20564651402,-10622.79435348598,0.9468860282325701
2020-07-13,-2,-1.3412684347380868,0.0,0.008696,0.0,0.000708,200000,189377.20564651402,-10622.79435348598,0.9468860282325701
2020-07-14,-2,-1.3336921980104943,0.0,0.008655,0.0,0.0007188,200000,189377.20564651402,-10622.79435348598,0.9468860282325701
2020-07-15,0,-0.8997719886008061,0.0,0.00861,0.0,0.0006824,200000,189377.20564651402,-10622.79435348598,0.9468860282325701
2020-07-16,-2,-1.4535019419772914,0.0,0.008363,0.0,0.000735,200000,189377.20564651402,-10622.79435348598,0.9468860282325701
2020-07-17,-1,-1.1324266848717837,11205751.813403197,0.00845,-131347763.66105841,0.0007209,200000,189377.20564651402,-10622.79435348598,0.9468860282325701
2020-07-18,-1,-0.8653528671653962,11205751.813403197,0.008432,-131347763.66105841,0.0007007,200000,186522.27728791937,-13477.722712080635,0.9326113864395968
2020-07-19,-1,-1.030420800407233,11205751.813403197,0.008389,-131347763.66105841,0.0007258,200000,189337.2588278356,-10662.741172164388,0.946686294139178
2020-07-20,-1,-0.8309676803884015,11205751.813403197,0.008322,-131347763.66105841,0.0007081,200000,186261.61803953687,-13738.381960463128,0.9313080901976843
2020-07-21,-1,-1.107313493309376,11205751.813403197,0.008372,-131347763.66105841,0.0007553,200000,193021.52007500897,-6978.479924991028,0.9651076003750448
2020-07-22,-1,-0.9183429921113005,11205751.813403197,0.0087,-131347763.66105841,0.0007726,200000,198969.32298114154,-1030.6770188584633,0.9948466149057077
2020-07-23,-1,-1.0951208535765604,11205751.813403197,0.008471,-131347763.66105841,0.0007841,200000,197913.7050979744,-2086.2949020256056,0.989568525489872
2020-07-24,-1,-1.1258918366754886,11205751.813403197,0.008177,-131347763.66105841,0.0007721,200000,193043.04090090113,-6956.959099098865,0.9652152045045057
2020-07-25,-1,-0.8337825087796148,11205751.813403197,0.008331,-131347763.66105841,0.0007637,200000,193665.40546541233,-6334.594534587668,0.9683270273270617
2020-07-26,-1,-0.7626448968234364,11205751.813403197,0.008188,-131347763.66105841,0.0007493,200000,190171.57515937646,-9828.424840623542,0.9508578757968823
2020-07-27,-1,-0.8431178526399696,11205751.813403197,0.007821,-131347763.66105841,0.0007187,200000,182039.82267582908,-17960.177324170916,0.9101991133791454
2020-07-28,-1,-0.8506080088532155,11205751.813403197,0.00835,-131347763.66105841,0.000769,200000,194574.45789727062,-5425.542102729378,0.9728722894863531
2020-07-29,-1,-0.7088947827551487,11205751.813403197,0.008291,-131347763.66105841,0.0007538,200000,191916.83253263173,-8083.167467368272,0.9595841626631586
2020-07-30,-1,-0.9619796212849233,11205751.813403197,0.008183,-131347763.66105841,0.0007611,200000,191665.45001150994,-8334.549988490064,0.9583272500575497
2020-07-31,-1,-0.6800392156033497,11205751.813403197,0.008312,-131347763.66105841,0.0007611,200000,193110.99199543893,-6889.008004561067,0.9655549599771946
2020-08-01,-1,-0.5364199024886857,11205751.813403197,0.008929,-131347763.66105841,0.000811,200000,206579.1942709955,6579.194270995504,1.0328959713549775
2020-08-02,-1,-0.4584297366468598,11205751.813403197,0.008407,-131347763.66105841,0.0007635,200000,194490.77305049874,-5509.226949501259,0.9724538652524937
2020-08-03,0,-0.0932778598153147,0.0,0.008596,0.0,0.0007699,200000,194177.20630114904,-5822.793698850961,0.9708860315057452
2020-08-04,2,1.4621346098616943,0.0,0.009153,0.0,0.0007788,200000,194177.20630114904,-5822.793698850961,0.9708860315057452
2020-08-05,1,1.0494124748971,-10916191.044588994,0.008894,126730979.1810136,0.0007661,200000,194177.20630114904,-5822.793698850961,0.9708860315057452
