date,statusList,zscore,ZRXUSDT_position,ZRXUSDT_price,XLMUSDT_position,XLMUSDT_price,init,total_asset,pnl,return
2020-01-24,-1,-0.6159611848219527,414078.67494824016,0.2275,-1592610.2882624622,0.05714,200000,185204.65042204174,-14795.349577958259,0.9260232521102087
2020-01-25,-1,-0.5256113748623175,414078.67494824016,0.2242,-1592610.2882624622,0.05604,200000,182086.31947762382,-17913.680522376177,0.9104315973881191
2020-01-26,-1,-0.7412078708847234,414078.67494824016,0.2305,-1592610.2882624622,0.05841,200000,188469.5015129798,-11530.498487020202,0.942347507564899
2020-01-27,-1,-0.9857002668416627,414078.67494824016,0.2316,-1592610.2882624622,0.05971,200000,190995.38143016404,-9004.618569835962,0.9549769071508202
2020-01-28,-1,-1.1055578521149805,414078.67494824016,0.2316,-1592610.2882624622,0.06072,200000,192603.91782130912,-7396.082178690878,0.9630195891065456
2020-01-29,-2,-1.3371838947753698,0.0,0.2255,0.0,0.06083,200000,203503.74263417738,3503.7426341773826,1.017518713170887
2020-01-30,-1,-1.188892529848802,436515.96446627495,0.2331,-1620252.7279791194,0.0628,200000,203503.74263417738,3503.7426341773826,1.017518713170887
2020-01-31,-1,-0.8995015814349632,436515.96446627495,0.2284,-1620252.7279791194,0.0606,200000,197887.56159963185,-2112.438400368148,0.9894378079981593
2020-02-01,-1,-0.9434849592119565,436515.96446627495,0.2321,-1620252.7279791194,0.06224,200000,202159.8851420428,2159.8851420427964,1.010799425710214
2020-02-02,-1,-0.7037300418658494,436515.96446627495,0.2395,-1620252.7279791194,0.06345,200000,207350.609079948,7350.609079947986,1.03675304539974
2020-02-03,-1,-1.0194286877561227,436515.96446627495,0.236,-1620252.7279791194,0.0643,200000,207200.01802309824,7200.018023098237,1.036000090115491
2020-02-04,-1,-0.31442605012714075,436515.96446627495,0.2538,-1620252.7279791194,0.06634,200000,218275.31775567535,18275.31775567535,1.0913765887783768
2020-02-05,-1,-0.8621568077125571,436515.96446627495,0.2579,-1620252.7279791194,0.06908,200000,224504.52568464988,24504.52568464988,1.1225226284232495
2020-02-06,0,0.7139338397738493,0.0,0.2783,0.0,0.07113,200000,197269.92626436782,-2730.073735632177,0.9863496313218392
2020-02-07,0,0.3268307427609429,0.0,0.2776,0.0,0.07188,200000,197269.92626436782,-2730.073735632177,0.9863496313218392
2020-02-08,0,0.21455421224759127,0.0,0.273,0.0,0.0709,200000,197269.92626436782,-2730.073735632177,0.9863496313218392
2020-02-09,2,1.7978453064870712,0.0,0.2959,0.0,0.07327,200000,197269.92626436782,-2730.073735632177,0.9863496313218392
2020-02-10,2,1.4564310486450767,0.0,0.2835,0.0,0.07051,200000,197269.92626436782,-2730.073735632177,0.9863496313218392
2020-02-11,2,1.8156494982216733,0.0,0.3025,0.0,0.07404,200000,197269.92626436782,-2730.073735632177,0.9863496313218392
2020-02-12,0,0.19894758781867136,0.0,0.3109,0.0,0.08004,200000,197269.92626436782,-2730.073735632177,0.9863496313218392
2020-02-13,0,-0.09508440422092038,0.0,0.3198,0.0,0.08325,200000,197269.92626436782,-2730.073735632177,0.9863496313218392
2020-02-14,1,1.167651203529741,-284989.7807922101,0.3461,1137526.964965793,0.08671,200000,197269.92626436782,-2730.073735632177,0.9863496313218392
2020-02-15,2,1.5724991182789818,0.0,0.3201,0.0,0.07892,200000,198721.5270208539,-1278.472979146114,0.9936076351042694
2020-02-16,1,1.1316782486758077,-332978.42999472836,0.2984,1336032.8561305222,0.07437,200000,198721.5270208539,-1278.472979146114,0.9936076351042694
2020-02-17,1,1.0305313446142201,-332978.42999472836,0.2918,1336032.8561305222,0.07272,200000,194319.41517027334,-5680.584829726664,0.9715970758513667
2020-02-18,1,1.1326034602924002,-332978.42999472836,0.3073,1336032.8561305222,0.07603,200000,203902.84958898363,3902.849588983634,1.0195142479449182
2020-02-19,1,0.6629415716114325,-332978.42999472836,0.2798,1336032.8561305222,0.07013,200000,186863.34891295852,-13136.651087041479,0.9343167445647926
2020-02-20,1,0.2807906108351998,-332978.42999472836,0.278,1336032.8561305222,0.0704,200000,186624.7166101233,-13375.283389876713,0.9331235830506164
2020-02-21,1,1.0770289202215386,-332978.42999472836,0.2882,1336032.8561305222,0.07099,200000,190809.3559811865,-9190.644018813502,0.9540467799059325
2020-02-22,1,0.4940595407230702,-332978.42999472836,0.2811,1336032.8561305222,0.0703,200000,187523.34645749384,-12476.65354250616,0.9376167322874692
2020-02-23,0,-0.13023350475522968,0.0,0.2878,0.0,0.07299,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-02-24,0,-0.9379523931580908,0.0,0.2675,0.0,0.06911,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-02-25,0,-0.31551641759388444,0.0,0.2525,0.0,0.06402,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-02-26,0,0.40019394484156096,0.0,0.2351,0.0,0.05873,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-02-27,0,0.7808553614188649,0.0,0.2441,0.0,0.06045,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-02-28,2,1.2002815279562788,0.0,0.238,0.0,0.05841,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-02-29,0,0.3918883431709675,0.0,0.2288,0.0,0.05694,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-03-01,2,1.6861934702715435,0.0,0.23,0.0,0.05582,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-03-02,2,2.3235390887103793,0.0,0.2505,0.0,0.05968,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-03-03,2,3.0440368873966586,0.0,0.2543,0.0,0.05816,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-03-04,2,2.9718372071105366,0.0,0.2633,0.0,0.05857,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-03-05,2,2.7671019019146676,0.0,0.2758,0.0,0.05966,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-03-06,2,2.2360242842966174,0.0,0.2838,0.0,0.06137,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-03-07,2,1.5188473701124607,0.0,0.2628,0.0,0.05828,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-03-08,2,1.4097223571687563,0.0,0.2249,0.0,0.04969,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-03-09,0,0.21322972471310644,0.0,0.2216,0.0,0.05235,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-03-10,2,1.423593575129699,0.0,0.2382,0.0,0.05198,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-03-11,0,0.9835390148755253,0.0,0.2266,0.0,0.05042,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-03-12,2,1.303256315711821,0.0,0.1466,0.0,0.03174,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-03-13,0,-0.16369920544738387,0.0,0.1677,0.0,0.03962,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-03-14,0,-0.09960026463075757,0.0,0.1569,0.0,0.03677,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-03-15,0,-0.5289471441981829,0.0,0.1584,0.0,0.03786,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-03-16,-2,-1.675952640693721,0.0,0.1381,0.0,0.03534,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-03-17,-2,-1.8383170725798277,0.0,0.1426,0.0,0.03718,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-03-18,-2,-1.34990229523931,0.0,0.1456,0.0,0.0369,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-03-19,-2,-1.3292272291706906,0.0,0.1626,0.0,0.04134,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-03-20,-2,-1.6698887681210797,0.0,0.1521,0.0,0.03995,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-03-21,-1,-1.1831510297318681,634779.9001429442,0.1552,-2490339.7498024506,0.03956,200000,197035.6810043699,-2964.3189956301067,0.9851784050218495
2020-03-22,-2,-1.3976092804373577,0.0,0.1405,0.0,0.03679,200000,199468.70442951837,-531.2955704816268,0.9973435221475919
2020-03-23,-1,-1.177517826747478,658312.555872998,0.1515,-2532614.3274443676,0.03938,200000,199468.70442951837,-531.2955704816268,0.9973435221475919
2020-03-24,-2,-1.297414063942505,0.0,0.1516,0.0,0.04031,200000,201758.20449845435,1758.2044984543463,1.0087910224922718
2020-03-25,0,-0.846430441293387,0.0,0.1572,0.0,0.04052,200000,201758.20449845435,1758.2044984543463,1.0087910224922718
2020-03-26,-2,-1.235537856758738,0.0,0.1594,0.0,0.04284,200000,201758.20449845435,1758.2044984543463,1.0087910224922718
2020-03-27,-1,-1.175776662792547,674325.5497942993,0.1496,-2497007.481416514,0.0404,200000,201758.20449845435,1758.2044984543463,1.0087910224922718
2020-03-28,-1,-0.9509676899860667,674325.5497942993,0.1496,-2497007.481416514,0.03995,200000,200634.55113181693,634.5511318169301,1.0031727556590846
2020-03-29,-1,-0.6266570753709808,674325.5497942993,0.1441,-2497007.481416514,0.03773,200000,191382.4039992036,-8617.596000796388,0.956912019996018
2020-03-30,-1,-0.781389943901468,674325.5497942993,0.1504,-2497007.481416514,0.04004,200000,201398.74224497983,1398.7422449798323,1.0069937112248992
2020-03-31,-1,-0.7215031606656305,674325.5497942993,0.1529,-2497007.481416514,0.04071,200000,204757.55113201466,4757.551132014662,1.0237877556600734
2020-04-01,-1,-0.9320199883809823,674325.5497942993,0.1518,-2497007.481416514,0.04079,200000,204215.55362575426,4215.553625754255,1.0210777681287713
2020-04-02,-1,-0.7503099635613938,674325.5497942993,0.1543,-2497007.481416514,0.04123,200000,207000.05079206327,7000.050792063266,1.0350002539603163
2020-04-03,-1,-0.6567530643649422,674325.5497942993,0.1554,-2497007.481416514,0.0414,200000,208166.30016867782,8166.300168677815,1.040831500843389
2020-04-04,-1,-0.896511472708771,674325.5497942993,0.1563,-2497007.481416514,0.04184,200000,209871.8764553159,9871.876455315913,1.0493593822765797
2020-04-05,-2,-2.6760730587964265,0.0,0.1536,0.0,0.0435,200000,206801.62549166835,6801.625491668354,1.0340081274583417
2020-04-06,-2,-2.8751936799759985,0.0,0.1692,0.0,0.04985,200000,206801.62549166835,6801.625491668354,1.0340081274583417
2020-04-07,-2,-1.8135148783532233,0.0,0.1695,0.0,0.04845,200000,206801.62549166835,6801.625491668354,1.0340081274583417
2020-04-08,-2,-1.842222300765864,0.0,0.1773,0.0,0.05125,200000,206801.62549166835,6801.625491668354,1.0340081274583417
2020-04-09,0,-0.3993563131862027,0.0,0.19,0.0,0.05198,200000,206801.62549166835,6801.625491668354,1.0340081274583417
2020-04-10,-1,-1.1030342605500165,611839.128673575,0.169,-2167731.92339275,0.0477,200000,206801.62549166835,6801.625491668354,1.0340081274583417
2020-04-11,-2,-1.591430260851406,0.0,0.1715,0.0,0.04975,200000,209715.8781129396,9715.878112939594,1.048579390564698
2020-04-12,-2,-1.490811910327282,0.0,0.1682,0.0,0.04895,200000,209715.8781129396,9715.878112939594,1.048579390564698
2020-04-13,-1,-1.1106511314158123,626765.9238282713,0.1673,-2177282.787717396,0.04816,200000,209715.8781129396,9715.878112939594,1.048579390564698
2020-04-14,-1,-0.5047376278525837,626765.9238282713,0.1707,-2177282.787717396,0.04805,200000,211607.3811473068,11607.38114730679,1.058036905736534
2020-04-15,-1,-0.44260494714041426,626765.9238282713,0.1637,-2177282.787717396,0.04607,200000,202908.99976082845,2908.9997608284466,1.0145449988041422
2020-04-16,-1,-0.583376274954439,626765.9238282713,0.1732,-2177282.787717396,0.04913,200000,215525.76136761226,15525.761367612256,1.0776288068380613
2020-04-17,-1,-0.36779485387405775,626765.9238282713,0.1722,-2177282.787717396,0.04856,200000,213657.94425478508,13657.944254785078,1.0682897212739253
2020-04-18,-1,-0.3175232824799211,626765.9238282713,0.1791,-2177282.787717396,0.05056,200000,222337.19470463495,22337.194704634952,1.1116859735231748
2020-04-19,-1,-0.5218209217469316,626765.9238282713,0.1712,-2177282.787717396,0.0488,200000,213553.726200009,13553.726200008998,1.067768631000045
2020-04-20,-2,-1.4099037725348451,0.0,0.1677,0.0,0.04947,200000,212317.41219531803,12317.41219531803,1.06158706097659
2020-04-21,-2,-1.8585808690318204,0.0,0.1683,0.0,0.05085,200000,212317.41219531803,12317.41219531803,1.06158706097659
2020-04-22,-2,-2.7456856802292635,0.0,0.1711,0.0,0.05498,200000,212317.41219531803,12317.41219531803,1.06158706097659
2020-04-23,-2,-3.2201939945072025,0.0,0.1753,0.0,0.06208,200000,212317.41219531803,12317.41219531803,1.06158706097659
2020-04-24,-2,-1.8781632610248078,0.0,0.1855,0.0,0.06116,200000,212317.41219531803,12317.41219531803,1.06158706097659
2020-04-25,-2,-1.7950815473348263,0.0,0.1846,0.0,0.06177,200000,212317.41219531803,12317.41219531803,1.06158706097659
2020-04-26,0,-0.7529265366976257,0.0,0.1986,0.0,0.06188,200000,212317.41219531803,12317.41219531803,1.06158706097659
2020-04-27,-2,-1.2096306825437066,0.0,0.2066,0.0,0.06719,200000,212317.41219531803,12317.41219531803,1.06158706097659
2020-04-28,-2,-1.4390657614783655,0.0,0.2041,0.0,0.06855,200000,212317.41219531803,12317.41219531803,1.06158706097659
2020-04-29,-2,-1.3796125105920851,0.0,0.2132,0.0,0.07216,200000,212317.41219531803,12317.41219531803,1.06158706097659
2020-04-30,-2,-1.310458758859841,0.0,0.1982,0.0,0.06756,200000,212317.41219531803,12317.41219531803,1.06158706097659
2020-05-01,-1,-1.1907047684995364,496997.6877231227,0.2136,-1456223.6776084912,0.0729,200000,212317.41219531803,12317.41219531803,1.06158706097659
2020-05-02,-2,-1.3758339056867501,0.0,0.2142,0.0,0.07552,200000,215834.5196180184,15834.519618018414,1.0791725980900921
2020-05-03,-2,-1.2682553346405727,0.0,0.2063,0.0,0.073,200000,215834.5196180184,15834.519618018414,1.0791725980900921
2020-05-04,-2,-1.2903460848116095,0.0,0.204,0.0,0.07332,200000,215834.5196180184,15834.519618018414,1.0791725980900921
2020-05-05,0,-0.9075600906257023,0.0,0.2065,0.0,0.07208,200000,215834.5196180184,15834.519618018414,1.0791725980900921
2020-05-06,0,-0.25526535337670053,0.0,0.2102,0.0,0.06962,200000,215834.5196180184,15834.519618018414,1.0791725980900921
2020-05-07,2,3.162963486297428,0.0,0.3014,0.0,0.07207,200000,215834.5196180184,15834.519618018414,1.0791725980900921
2020-05-08,2,3.620161641461747,0.0,0.3943,0.0,0.07252,200000,215834.5196180184,15834.519618018414,1.0791725980900921
2020-05-09,2,2.9988302468560217,0.0,0.4226,0.0,0.07141,200000,215834.5196180184,15834.519618018414,1.0791725980900921
2020-05-10,2,2.525577376576799,0.0,0.3958,0.0,0.06405,200000,215834.5196180184,15834.519618018414,1.0791725980900921
2020-05-11,2,1.6620125337124514,0.0,0.3439,0.0,0.06234,200000,215834.5196180184,15834.519618018414,1.0791725980900921
2020-05-12,1,1.153266621319133,-303479.3582930517,0.3556,1537940.1426394358,0.07017,200000,215834.5196180184,15834.519618018414,1.0791725980900921
2020-05-13,1,0.9786085141688479,-303479.3582930517,0.3475,1537940.1426394358,0.06977,200000,212761.1607587889,12761.160758788901,1.0638058037939444
2020-05-14,1,0.8664859106992305,-303479.3582930517,0.3429,1537940.1426394358,0.06926,200000,210580.80623789475,10580.80623789475,1.0529040311894737
2020-05-15,2,1.3058057690355664,0.0,0.3825,0.0,0.06728,200000,228442.76136832946,28442.761368329462,1.1422138068416472
2020-05-16,1,1.1400792701480085,-297917.0075225997,0.3834,1678245.381783202,0.06806,200000,228442.76136832946,28442.761368329462,1.1422138068416472
2020-05-17,1,0.8887522473699192,-297917.0075225997,0.3729,1678245.381783202,0.06873,200000,226439.0571951369,26439.057195136906,1.1321952859756845
2020-05-18,1,0.7006071557066632,-297917.0075225997,0.3711,1678245.381783202,0.07027,200000,228487.30446954235,28487.304469542345,1.1424365223477118
2020-05-19,1,0.5224748720713495,-297917.0075225997,0.3588,1678245.381783202,0.06979,200000,224017.36749375844,24017.367493758444,1.1200868374687922
2020-05-20,1,0.4099193838865401,-297917.0075225997,0.3608,1678245.381783202,0.07093,200000,226526.4012440365,26526.401244036504,1.1326320062201825
2020-05-21,0,0.15634196962424876,0.0,0.3232,0.0,0.06644,200000,213226.91503395775,13226.915033957746,1.0661345751697888
2020-05-22,0,0.1049362174154706,0.0,0.3337,0.0,0.06811,200000,213226.91503395775,13226.915033957746,1.0661345751697888
2020-05-23,0,-0.030563384315325334,0.0,0.3262,0.0,0.06713,200000,213226.91503395775,13226.915033957746,1.0661345751697888
2020-05-24,0,-0.3392222989514393,0.0,0.3005,0.0,0.0639,200000,213226.91503395775,13226.915033957746,1.0661345751697888
2020-05-25,0,-0.3838908282535647,0.0,0.3197,0.0,0.06624,200000,213226.91503395775,13226.915033957746,1.0661345751697888
2020-05-26,0,0.30624144752205124,0.0,0.3474,0.0,0.06506,200000,213226.91503395775,13226.915033957746,1.0661345751697888
2020-05-27,0,-0.36900994139046983,0.0,0.3364,0.0,0.06597,200000,213226.91503395775,13226.915033957746,1.0661345751697888
2020-05-28,0,-0.9873961183597337,0.0,0.3328,0.0,0.0691,200000,213226.91503395775,13226.915033957746,1.0661345751697888
2020-05-29,0,-0.683385636572206,0.0,0.3327,0.0,0.06777,200000,213226.91503395775,13226.915033957746,1.0661345751697888
2020-05-30,-2,-1.4408813892514212,0.0,0.3373,0.0,0.07252,200000,213226.91503395775,13226.915033957746,1.0661345751697888
2020-05-31,-2,-1.7504813149262926,0.0,0.3164,0.0,0.0705,200000,213226.91503395775,13226.915033957746,1.0661345751697888
2020-06-01,-2,-1.7389555319156933,0.0,0.3337,0.0,0.07573,200000,213226.91503395775,13226.915033957746,1.0661345751697888
2020-06-02,-2,-2.164327378370309,0.0,0.3257,0.0,0.07951,200000,213226.91503395775,13226.915033957746,1.0661345751697888
2020-06-03,-2,-2.0395265226865225,0.0,0.3298,0.0,0.08278,200000,213226.91503395775,13226.915033957746,1.0661345751697888
2020-06-04,-2,-1.8377103451465155,0.0,0.3263,0.0,0.08204,200000,213226.91503395775,13226.915033957746,1.0661345751697888
2020-06-05,-2,-1.5166240738392573,0.0,0.3206,0.0,0.07888,200000,213226.91503395775,13226.915033957746,1.0661345751697888
2020-06-06,-2,-1.3654335422459625,0.0,0.3246,0.0,0.0797,200000,213226.91503395775,13226.915033957746,1.0661345751697888
2020-06-07,-2,-1.2139957444087393,0.0,0.322,0.0,0.0788,200000,213226.91503395775,13226.915033957746,1.0661345751697888
2020-06-08,-2,-1.2959179897230462,0.0,0.3193,0.0,0.08006,200000,213226.91503395775,13226.915033957746,1.0661345751697888
2020-06-09,0,-0.15356237015576565,0.0,0.349,0.0,0.07817,200000,213226.91503395775,13226.915033957746,1.0661345751697888
2020-06-10,0,0.9008474230791912,0.0,0.3877,0.0,0.07885,200000,213226.91503395775,13226.915033957746,1.0661345751697888
2020-06-11,0,0.4185755160231107,0.0,0.3339,0.0,0.07107,200000,213226.91503395775,13226.915033957746,1.0661345751697888
2020-06-12,0,0.8572119052951246,0.0,0.3557,0.0,0.07282,200000,213226.91503395775,13226.915033957746,1.0661345751697888
2020-06-13,0,0.8468506754773543,0.0,0.3627,0.0,0.07409,200000,213226.91503395775,13226.915033957746,1.0661345751697888
2020-06-14,1,1.1305796396726204,-298972.1186679161,0.3566,1506478.1336297707,0.07077,200000,213226.91503395775,13226.915033957746,1.0661345751697888
2020-06-15,1,0.8148548826221343,-298972.1186679161,0.3441,1506478.1336297707,0.07098,200000,209806.12395867106,9806.123958671058,1.0490306197933552
2020-06-16,1,0.8155368112974115,-298972.1186679161,0.344,1506478.1336297707,0.07136,200000,210348.68843758357,10348.688437583565,1.051743442187918
2020-06-17,1,0.6864552519530567,-298972.1186679161,0.3426,1506478.1336297707,0.07187,200000,210698.43131959968,10698.43131959968,1.0534921565979984
2020-06-18,1,0.5303175013639709,-298972.1186679161,0.3311,1506478.1336297707,0.07058,200000,205316.89516253624,5316.895162536239,1.0265844758126812
2020-06-19,1,0.6705395138918315,-298972.1186679161,0.3306,1506478.1336297707,0.06959,200000,203675.9957509088,3675.995750908798,1.018379978754544
2020-06-20,2,1.2396366361133058,0.0,0.3499,0.0,0.06979,200000,212700.15040983987,12700.150409839873,1.0635007520491992
2020-06-21,2,1.226067704694757,0.0,0.3467,0.0,0.0685,200000,212700.15040983987,12700.150409839873,1.0635007520491992
2020-06-22,0,0.8177600148112171,0.0,0.3543,0.0,0.07188,200000,212700.15040983987,12700.150409839873,1.0635007520491992
2020-06-23,2,1.2317040507103851,0.0,0.3653,0.0,0.07103,200000,212700.15040983987,12700.150409839873,1.0635007520491992
2020-06-24,0,0.7958232207520897,0.0,0.3447,0.0,0.06894,200000,212700.15040983987,12700.150409839873,1.0635007520491992
2020-06-25,0,0.6240803921365002,0.0,0.3353,0.0,0.06755,200000,212700.15040983987,12700.150409839873,1.0635007520491992
2020-06-26,2,1.4297099753216005,0.0,0.3526,0.0,0.06695,200000,212700.15040983987,12700.150409839873,1.0635007520491992
2020-06-27,2,1.4774556713265932,0.0,0.3325,0.0,0.06279,200000,212700.15040983987,12700.150409839873,1.0635007520491992
2020-06-28,1,1.1032528791973408,-321105.29953176307,0.3312,1655511.7559919043,0.06424,200000,212700.15040983987,12700.150409839873,1.0635007520491992
2020-06-29,2,1.8145589216834561,0.0,0.3459,0.0,0.06503,200000,216112.54402572318,16112.544025723182,1.0805627201286159
2020-06-30,0,0.1650398960734477,0.0,0.3352,0.0,0.06692,200000,216112.54402572318,16112.544025723182,1.0805627201286159
2020-07-01,0,-0.4115603213418398,0.0,0.336,0.0,0.06837,200000,216112.54402572318,16112.544025723182,1.0805627201286159
2020-07-02,0,0.5303915273329516,0.0,0.3444,0.0,0.06761,200000,216112.54402572318,16112.544025723182,1.0805627201286159
2020-07-03,2,2.764907211673669,0.0,0.3808,0.0,0.06698,200000,216112.54402572318,16112.544025723182,1.0805627201286159
2020-07-04,2,2.2711614551658657,0.0,0.3875,0.0,0.06798,200000,216112.54402572318,16112.544025723182,1.0805627201286159
2020-07-05,2,2.873201194338114,0.0,0.4164,0.0,0.06717,200000,216112.54402572318,16112.544025723182,1.0805627201286159
2020-07-06,1,1.0654147251144892,-270208.23209017655,0.3999,1506220.6859891496,0.07174,200000,216112.54402572318,16112.544025723182,1.0805627201286159
2020-07-07,1,0.9284888424315514,-270208.23209017655,0.4085,1506220.6859891496,0.07348,200000,221057.15881531982,21057.158815319824,1.1052857940765992
2020-07-08,0,-0.007108047658650358,0.0,0.4475,0.0,0.08538,200000,208429.6057163236,8429.605716323596,1.042148028581618
2020-07-09,-2,-1.5356448044164626,0.0,0.4253,0.0,0.09048,200000,208429.6057163236,8429.605716323596,1.042148028581618
2020-07-10,-2,-1.5932122639919606,0.0,0.4115,0.0,0.089,200000,208429.6057163236,8429.605716323596,1.042148028581618
2020-07-11,-2,-1.4259260686016848,0.0,0.4362,0.0,0.09411,200000,208429.6057163236,8429.605716323596,1.042148028581618
2020-07-12,-2,-1.6451404289140263,0.0,0.427,0.0,0.09532,200000,208429.6057163236,8429.605716323596,1.042148028581618
2020-07-13,-2,-1.5207959040451595,0.0,0.4011,0.0,0.09009,200000,208429.6057163236,8429.605716323596,1.042148028581618
2020-07-14,-2,-1.663142719334973,0.0,0.3949,0.0,0.09208,200000,208429.6057163236,8429.605716323596,1.042148028581618
2020-07-15,-2,-1.7400342042915262,0.0,0.3896,0.0,0.09436,200000,208429.6057163236,8429.605716323596,1.042148028581618
2020-07-16,-2,-1.8085201419848864,0.0,0.4008,0.0,0.10207,200000,208429.6057163236,8429.605716323596,1.042148028581618
2020-07-17,-2,-1.7177659349306698,0.0,0.3971,0.0,0.10397,200000,208429.6057163236,8429.605716323596,1.042148028581618
2020-07-18,-1,-1.0947528207371067,249317.71018698995,0.418,-1034184.8055786623,0.10077,200000,208429.6057163236,8429.605716323596,1.042148028581618
2020-07-19,-1,-0.9285488065917858,249317.71018698995,0.4199,-1034184.8055786623,0.1001,200000,208210.40554594115,8210.405545941147,1.0410520277297057
2020-07-20,-1,-0.8590854847627971,249317.71018698995,0.395,-1034184.8055786623,0.09428,200000,195983.4389938173,-4016.5610061826883,0.9799171949690866
2020-07-21,-1,-0.8462490322232737,249317.71018698995,0.4005,-1034184.8055786623,0.09653,200000,199681.60221239776,-318.39778760224,0.9984080110619888
2020-07-22,-1,-0.8328358374384403,249317.71018698995,0.3994,-1034184.8055786623,0.09738,200000,200286.4098159339,286.4098159339046,1.0014320490796695
2020-07-23,-1,-0.8979996988153482,249317.71018698995,0.3919,-1034184.8055786623,0.09815,200000,199212.84928982708,-787.1507101729221,0.9960642464491354
2020-07-24,-1,-0.7587986085324835,249317.71018698995,0.3864,-1034184.8055786623,0.09576,200000,195369.90019846562,-4630.099801534379,0.9768495009923281
2020-07-25,-1,-0.9568811249979613,249317.71018698995,0.3944,-1034184.8055786623,0.10085,200000,202628.44254035692,2628.4425403569185,1.0131422127017846
2020-07-26,-1,-0.961949899937887,249317.71018698995,0.385,-1034184.8055786623,0.09902,200000,198392.2978703903,-1607.7021296097082,0.9919614893519515
2020-07-27,-1,-1.0210112796152846,249317.71018698995,0.3667,-1034184.8055786623,0.09464,200000,189300.05432553383,-10699.945674466173,0.9465002716276691
