date,statusList,zscore,MATICUSDT_position,MATICUSDT_price,CELRUSDT_position,CELRUSDT_price,init,total_asset,pnl,return
2020-02-15,-2,-1.6505766497289072,0.0,0.0209,0.0,0.00479,200000,202934.26153181816,2934.2615318181633,1.0146713076590907
2020-02-16,0,-0.9785796334893943,0.0,0.02011,0.0,0.00429,200000,202934.26153181816,2934.2615318181633,1.0146713076590907
2020-02-17,0,-0.7222006547796328,0.0,0.02009,0.0,0.00418,200000,202934.26153181816,2934.2615318181633,1.0146713076590907
2020-02-18,0,-0.7122789263683211,0.0,0.02151,0.0,0.0045,200000,202934.26153181816,2934.2615318181633,1.0146713076590907
2020-02-19,0,-0.40823266022438875,0.0,0.01996,0.0,0.00406,200000,202934.26153181816,2934.2615318181633,1.0146713076590907
2020-02-20,0,0.41960698113259837,0.0,0.02071,0.0,0.00386,200000,202934.26153181816,2934.2615318181633,1.0146713076590907
2020-02-21,0,0.30875007694500045,0.0,0.02074,0.0,0.00392,200000,202934.26153181816,2934.2615318181633,1.0146713076590907
2020-02-22,0,0.3522936547077603,0.0,0.02076,0.0,0.00392,200000,202934.26153181816,2934.2615318181633,1.0146713076590907
2020-02-23,0,0.5254002187286495,0.0,0.02229,0.0,0.00419,200000,202934.26153181816,2934.2615318181633,1.0146713076590907
2020-02-24,0,0.5635023994496345,0.0,0.02078,0.0,0.00391,200000,202934.26153181816,2934.2615318181633,1.0146713076590907
2020-02-25,0,0.7821826340239095,0.0,0.01907,0.0,0.00356,200000,202934.26153181816,2934.2615318181633,1.0146713076590907
2020-02-26,2,1.7294574989672444,0.0,0.01841,0.0,0.00323,200000,202934.26153181816,2934.2615318181633,1.0146713076590907
2020-02-27,2,2.0212269878457163,0.0,0.01962,0.0,0.00332,200000,202934.26153181816,2934.2615318181633,1.0146713076590907
2020-02-28,2,1.6653357778308842,0.0,0.0202,0.0,0.00345,200000,202934.26153181816,2934.2615318181633,1.0146713076590907
2020-02-29,2,1.9130688573801353,0.0,0.02015,0.0,0.00329,200000,202934.26153181816,2934.2615318181633,1.0146713076590907
2020-03-01,2,1.3820788999952864,0.0,0.01935,0.0,0.00326,200000,202934.26153181816,2934.2615318181633,1.0146713076590907
2020-03-02,2,1.5714291019458393,0.0,0.02144,0.0,0.00348,200000,202934.26153181816,2934.2615318181633,1.0146713076590907
2020-03-03,2,2.017552120179866,0.0,0.02344,0.0,0.00352,200000,202934.26153181816,2934.2615318181633,1.0146713076590907
2020-03-04,2,2.137946362883508,0.0,0.02511,0.0,0.00358,200000,202934.26153181816,2934.2615318181633,1.0146713076590907
2020-03-05,2,2.131741924797309,0.0,0.02639,0.0,0.00364,200000,202934.26153181816,2934.2615318181633,1.0146713076590907
2020-03-06,2,1.5652789927341448,0.0,0.02497,0.0,0.0036,200000,202934.26153181816,2934.2615318181633,1.0146713076590907
2020-03-07,2,2.187268658713246,0.0,0.02679,0.0,0.00346,200000,202934.26153181816,2934.2615318181633,1.0146713076590907
2020-03-08,2,1.5758712821275842,0.0,0.02143,0.0,0.0029,200000,202934.26153181816,2934.2615318181633,1.0146713076590907
2020-03-09,1,1.0379317642581118,-4942383.378758358,0.02053,34630420.05662426,0.00293,200000,202934.26153181816,2934.2615318181633,1.0146713076590907
2020-03-10,1,1.0825854697757624,-4942383.378758358,0.02061,34630420.05662426,0.00289,200000,201944.4353998539,1944.4353998538863,1.0097221769992695
2020-03-11,1,0.4756133575427055,-4942383.378758358,0.01899,34630420.05662426,0.00284,200000,192206.25332343412,-7793.7466765658755,0.9610312666171706
2020-03-12,1,1.0727403604684491,-4942383.378758358,0.00914,34630420.05662426,0.00126,200000,88807.71335319796,-111192.28664680204,0.44403856676598985
2020-03-13,2,1.7650907867334396,0.0,0.01087,0.0,0.00136,200000,209560.5975819125,9560.597581912501,1.0478029879095625
2020-03-14,1,1.1368840422413018,-10659236.906506231,0.00983,80600229.83919711,0.0013,200000,209560.5975819125,9560.597581912501,1.0478029879095625
2020-03-15,1,0.5429579020086774,-10659236.906506231,0.00986,80600229.83919711,0.00138,200000,216328.39307624346,16328.393076243461,1.0816419653812173
2020-03-16,1,0.7144378517887271,-10659236.906506231,0.00813,80600229.83919711,0.00111,200000,176125.85117140447,-23874.148828595527,0.8806292558570223
2020-03-17,1,0.5330675513991794,-10659236.906506231,0.00921,80600229.83919711,0.00127,200000,200533.8638047027,533.8638047027052,1.0026693190235134
2020-03-18,1,0.5279500815089304,-10659236.906506231,0.00912,80600229.83919711,0.00125,200000,197962.52788633324,-2037.472113666765,0.9898126394316662
2020-03-19,0,-0.07106529291183346,0.0,0.01121,0.0,0.0016,200000,200090.27556113194,90.27556113194441,1.0004513778056596
2020-03-20,0,0.3770932005705226,0.0,0.01085,0.0,0.00149,200000,200090.27556113194,90.27556113194441,1.0004513778056596
2020-03-21,0,0.7406116733278585,0.0,0.01121,0.0,0.0015,200000,200090.27556113194,90.27556113194441,1.0004513778056596
2020-03-22,0,0.30939625713885033,0.0,0.01005,0.0,0.00137,200000,200090.27556113194,90.27556113194441,1.0004513778056596
2020-03-23,0,0.2022197083897918,0.0,0.01114,0.0,0.00152,200000,200090.27556113194,90.27556113194441,1.0004513778056596
2020-03-24,0,0.8964108085341256,0.0,0.01126,0.0,0.00149,200000,200090.27556113194,90.27556113194441,1.0004513778056596
2020-03-25,2,1.395787614161847,0.0,0.01147,0.0,0.00148,200000,200090.27556113194,90.27556113194441,1.0004513778056596
2020-03-26,-2,-1.6728354974935142,0.0,0.01187,0.0,0.00175,200000,200090.27556113194,90.27556113194441,1.0004513778056596
2020-03-27,-2,-1.3142440808772249,0.0,0.01076,0.0,0.00157,200000,200090.27556113194,90.27556113194441,1.0004513778056596
2020-03-28,0,-0.6855683608668632,0.0,0.01062,0.0,0.00151,200000,200090.27556113194,90.27556113194441,1.0004513778056596
2020-03-29,-1,-1.0579133214153738,9994519.2587978,0.01001,-68996646.74521792,0.00145,200000,200090.27556113194,90.27556113194441,1.0004513778056596
2020-03-30,-1,-0.9120182472577284,9994519.2587978,0.01068,-68996646.74521792,0.00154,200000,212996.3016715961,12996.301671596098,1.0649815083579806
2020-03-31,-1,-0.8515327901371973,9994519.2587978,0.01097,-68996646.74521792,0.00157,200000,217964.611659004,17964.611659004004,1.08982305829502
2020-04-01,-1,-0.4586034669862162,9994519.2587978,0.01122,-68996646.74521792,0.00158,200000,221153.20794115565,21153.207941155648,1.1057660397057782
2020-04-02,0,0.3348593301004143,0.0,0.01153,0.0,0.00158,200000,193868.17036463763,-6131.829635362374,0.9693408518231881
2020-04-03,0,-0.16791348683489446,0.0,0.01158,0.0,0.00162,200000,193868.17036463763,-6131.829635362374,0.9693408518231881
2020-04-04,0,0.1400838329752015,0.0,0.01171,0.0,0.00162,200000,193868.17036463763,-6131.829635362374,0.9693408518231881
2020-04-05,0,-0.3622143472056606,0.0,0.01142,0.0,0.00161,200000,193868.17036463763,-6131.829635362374,0.9693408518231881
2020-04-06,2,2.000750187245316,0.0,0.01351,0.0,0.00174,200000,193868.17036463763,-6131.829635362374,0.9693408518231881
2020-04-07,0,0.9244640969086989,0.0,0.01294,0.0,0.00173,200000,193868.17036463763,-6131.829635362374,0.9693408518231881
2020-04-08,2,1.8801896759694603,0.0,0.01373,0.0,0.00175,200000,193868.17036463763,-6131.829635362374,0.9693408518231881
2020-04-09,0,0.7265571530173274,0.0,0.0135,0.0,0.0018,200000,193868.17036463763,-6131.829635362374,0.9693408518231881
2020-04-10,0,0.7201717050341006,0.0,0.012,0.0,0.0016,200000,193868.17036463763,-6131.829635362374,0.9693408518231881
2020-04-11,0,0.9580712496767165,0.0,0.01223,0.0,0.00161,200000,193868.17036463763,-6131.829635362374,0.9693408518231881
2020-04-12,0,0.7506196814132847,0.0,0.01222,0.0,0.00162,200000,193868.17036463763,-6131.829635362374,0.9693408518231881
2020-04-13,2,1.869903240472717,0.0,0.01199,0.0,0.0015,200000,193868.17036463763,-6131.829635362374,0.9693408518231881
2020-04-14,2,1.6480447218068845,0.0,0.01208,0.0,0.00152,200000,193868.17036463763,-6131.829635362374,0.9693408518231881
2020-04-15,2,1.301032121734382,0.0,0.01164,0.0,0.00148,200000,193868.17036463763,-6131.829635362374,0.9693408518231881
2020-04-16,2,1.5549696223032012,0.0,0.0126,0.0,0.00157,200000,193868.17036463763,-6131.829635362374,0.9693408518231881
2020-04-17,2,1.361974825301154,0.0,0.01274,0.0,0.00159,200000,193868.17036463763,-6131.829635362374,0.9693408518231881
2020-04-18,1,1.0211416615930888,-7244699.938887804,0.01338,57357446.85344308,0.00169,200000,193868.17036463763,-6131.829635362374,0.9693408518231881
2020-04-19,1,1.0084179715247867,-7244699.938887804,0.01287,57357446.85344308,0.00162,200000,186158.35211606382,-13841.64788393618,0.9307917605803191
2020-04-20,1,0.6653865621572751,-7244699.938887804,0.01201,57357446.85344308,0.00153,200000,174765.73995181045,-25234.26004818955,0.8738286997590523
2020-04-21,1,0.37262502993491103,-7244699.938887804,0.01198,57357446.85344308,0.00154,200000,175121.9734221782,-24878.026577821787,0.8756098671108911
2020-04-22,1,0.4835209091328791,-7244699.938887804,0.01277,57357446.85344308,0.00163,200000,186007.45659070948,-13992.54340929052,0.9300372829535474
2020-04-23,2,2.242529384120624,0.0,0.01428,0.0,0.00169,200000,200388.40030963667,388.40030963666504,1.0019420015481832
2020-04-24,0,-0.3376101681426669,0.0,0.01468,0.0,0.00191,200000,200388.40030963667,388.40030963666504,1.0019420015481832
2020-04-25,0,-0.406363918903817,0.0,0.01505,0.0,0.00195,200000,200388.40030963667,388.40030963666504,1.0019420015481832
2020-04-26,0,-0.46930864550890034,0.0,0.01563,0.0,0.00203,200000,200388.40030963667,388.40030963666504,1.0019420015481832
2020-04-27,2,1.2338755351402362,0.0,0.01544,0.0,0.0019,200000,200388.40030963667,388.40030963666504,1.0019420015481832
2020-04-28,2,1.8972629960885221,0.0,0.01571,0.0,0.00188,200000,200388.40030963667,388.40030963666504,1.0019420015481832
2020-04-29,2,1.6212438328291447,0.0,0.01642,0.0,0.00197,200000,200388.40030963667,388.40030963666504,1.0019420015481832
2020-04-30,0,0.409845285566185,0.0,0.01543,0.0,0.00192,200000,200388.40030963667,388.40030963666504,1.0019420015481832
2020-05-01,0,0.8665114923915884,0.0,0.01585,0.0,0.00194,200000,200388.40030963667,388.40030963666504,1.0019420015481832
2020-05-02,2,1.988858189058886,0.0,0.01691,0.0,0.00199,200000,200388.40030963667,388.40030963666504,1.0019420015481832
2020-05-03,2,2.3318745444238305,0.0,0.01711,0.0,0.00196,200000,200388.40030963667,388.40030963666504,1.0019420015481832
2020-05-04,2,2.2860972510295756,0.0,0.01697,0.0,0.00191,200000,200388.40030963667,388.40030963666504,1.0019420015481832
2020-05-05,0,-0.5058554507161328,0.0,0.01696,0.0,0.00214,200000,200388.40030963667,388.40030963666504,1.0019420015481832
2020-05-06,0,0.793212823708791,0.0,0.01704,0.0,0.00203,200000,200388.40030963667,388.40030963666504,1.0019420015481832
2020-05-07,2,1.8535264067548725,0.0,0.0174,0.0,0.00196,200000,200388.40030963667,388.40030963666504,1.0019420015481832
2020-05-08,2,1.6714107634526216,0.0,0.0179,0.0,0.00201,200000,200388.40030963667,388.40030963666504,1.0019420015481832
2020-05-09,0,0.6855340088536409,0.0,0.01722,0.0,0.00202,200000,200388.40030963667,388.40030963666504,1.0019420015481832
2020-05-10,0,0.2741050847934814,0.0,0.01533,0.0,0.00183,200000,200388.40030963667,388.40030963666504,1.0019420015481832
2020-05-11,0,0.004579963637367343,0.0,0.01501,0.0,0.00181,200000,200388.40030963667,388.40030963666504,1.0019420015481832
2020-05-12,2,2.2032734550999113,0.0,0.01727,0.0,0.00185,200000,200388.40030963667,388.40030963666504,1.0019420015481832
2020-05-13,2,2.292224473674365,0.0,0.0203,0.0,0.00211,200000,200388.40030963667,388.40030963666504,1.0019420015481832
2020-05-14,0,0.27615118262195165,0.0,0.02014,0.0,0.00234,200000,200388.40030963667,388.40030963666504,1.0019420015481832
2020-05-15,-1,-1.0925732855363373,5221167.282689856,0.01919,-41574356.910713,0.00241,200000,200388.40030963667,388.40030963666504,1.0019420015481832
2020-05-16,-2,-2.42263456949578,0.0,0.01998,0.0,0.00279,200000,212061.93378238258,12061.933782382577,1.060309668911913
2020-05-17,-1,-1.1338152540594648,5236097.130429199,0.02025,-40938597.25528622,0.00259,200000,212061.93378238258,12061.933782382577,1.060309668911913
2020-05-18,-1,-0.908875533928912,5236097.130429199,0.02064,-40938597.25528622,0.00261,200000,214922.78360835568,14922.783608355676,1.0746139180417784
2020-05-19,0,0.2906557356922487,0.0,0.02226,0.0,0.00259,200000,201537.3785502199,1537.3785502199025,1.0076868927510996
2020-05-20,0,-0.31112669110678887,0.0,0.02084,0.0,0.00252,200000,201537.3785502199,1537.3785502199025,1.0076868927510996
2020-05-21,0,-0.8872145171460516,0.0,0.01919,0.0,0.00242,200000,201537.3785502199,1537.3785502199025,1.0076868927510996
2020-05-22,-1,-1.1408723263720117,4942064.211628738,0.02039,-38169958.058753766,0.00264,200000,201537.37855021987,1537.3785502198734,1.0076868927510994
2020-05-23,-1,-1.0449945241337053,4942064.211628738,0.02006,-38169958.058753766,0.0026,200000,198379.69903803227,-1620.3009619677323,0.9918984951901614
2020-05-24,-2,-1.422015185906628,0.0,0.01927,0.0,0.00261,200000,205927.39172548146,5927.391725481459,1.0296369586274072
2020-05-25,-2,-2.0033785826048764,0.0,0.02132,0.0,0.00313,200000,205927.39172548146,5927.391725481459,1.0296369586274072
2020-05-26,1,1.0894029785203971,3987749.646116992,0.02582,-36001292.25969955,0.00286,200000,205927.39172548146,5927.391725481459,1.0296369586274072
2020-05-27,1,0.3533526907399358,3987749.646116992,0.0244,-36001292.25969955,0.00288,200000,200984.81307318935,984.813073189347,1.0049240653659468
2020-05-28,1,0.7154076342589497,3987749.646116992,0.02518,-36001292.25969955,0.00289,200000,204455.2707197576,4455.270719757595,1.022276353598788
2020-05-29,1,1.162267467976811,3987749.646116992,0.02588,-36001292.25969955,0.00285,200000,205806.64378165148,5806.643781651481,1.0290332189082574
2020-05-30,0,0.11070366373588175,0.0,0.02412,0.0,0.0029,200000,197708.16563669458,-2291.8343633054174,0.9885408281834729
2020-05-31,-1,-1.1634214216341856,4826859.512614613,0.02048,-35305029.577981174,0.0028,200000,197708.16563669458,-2291.8343633054174,0.9885408281834729
2020-06-01,-1,-0.6153258000024241,4826859.512614613,0.02178,-35305029.577981174,0.00284,200000,205395.2841862128,5395.284186212812,1.0269764209310641
2020-06-02,-1,-0.7416605331291198,4826859.512614613,0.02081,-35305029.577981174,0.00276,200000,197888.82809273814,-2111.171907261858,0.9894441404636907
2020-06-03,-1,-0.6252102843694449,4826859.512614613,0.02164,-35305029.577981174,0.00286,200000,205425.62444600638,5425.624446006375,1.027128122230032
2020-06-04,-1,-0.5848690407407675,4826859.512614613,0.02172,-35305029.577981174,0.00287,200000,206164.82350279536,6164.823502795363,1.0308241175139767
2020-06-05,-2,-1.215167330794145,0.0,0.02061,0.0,0.00287,200000,199552.02597051338,-447.97402948662057,0.9977601298525669
2020-06-06,-2,-1.2950735082040223,0.0,0.02067,0.0,0.00293,200000,199552.02597051338,-447.97402948662057,0.9977601298525669
2020-06-07,-2,-1.8088402312778993,0.0,0.02031,0.0,0.00311,200000,199552.02597051338,-447.97402948662057,0.9977601298525669
2020-06-08,-2,-1.5683290374972443,0.0,0.02032,0.0,0.0031,200000,199552.02597051338,-447.97402948662057,0.9977601298525669
2020-06-09,-2,-2.0006743640268803,0.0,0.02015,0.0,0.00339,200000,199552.02597051338,-447.97402948662057,0.9977601298525669
2020-06-10,-2,-1.306117911411104,0.0,0.02129,0.0,0.00333,200000,199552.02597051338,-447.97402948662057,0.9977601298525669
2020-06-11,-1,-1.0382720808452612,5085423.699554368,0.01962,-33258670.995085564,0.003,200000,199552.02597051338,-447.97402948662057,0.9977601298525669
2020-06-12,-1,-1.1460450837696528,5085423.699554368,0.02047,-33258670.995085564,0.00323,200000,211524.13044400426,11524.130444004259,1.0576206522200213
2020-06-13,-2,-1.8819557882077864,0.0,0.02066,0.0,0.00386,200000,222865.64237875043,22865.64237875043,1.114328211893752
2020-06-14,-2,-1.6736829206951187,0.0,0.02056,0.0,0.00384,200000,222865.64237875043,22865.64237875043,1.114328211893752
2020-06-15,-2,-1.7341953831047836,0.0,0.0204,0.0,0.00403,200000,222865.64237875043,22865.64237875043,1.114328211893752
2020-06-16,-2,-1.4926218679734067,0.0,0.0206,0.0,0.00401,200000,222865.64237875043,22865.64237875043,1.114328211893752
2020-06-17,-2,-1.2097744440333031,0.0,0.02073,0.0,0.00388,200000,222865.64237875043,22865.64237875043,1.114328211893752
2020-06-18,-2,-1.7033392794064444,0.0,0.02041,0.0,0.00436,200000,222865.64237875043,22865.64237875043,1.114328211893752
2020-06-19,-2,-1.62150962212541,0.0,0.02027,0.0,0.0044,200000,222865.64237875043,22865.64237875043,1.114328211893752
2020-06-20,0,-0.9655391577998029,0.0,0.02259,0.0,0.00436,200000,222865.64237875043,22865.64237875043,1.114328211893752
2020-06-21,0,-0.8032824943383996,0.0,0.02137,0.0,0.00406,200000,222865.64237875043,22865.64237875043,1.114328211893752
2020-06-22,0,-0.4924374937590636,0.0,0.02221,0.0,0.00404,200000,222865.64237875043,22865.64237875043,1.114328211893752
2020-06-23,0,-0.2446952657362829,0.0,0.02261,0.0,0.004,200000,222865.64237875043,22865.64237875043,1.114328211893752
2020-06-24,0,0.2695643001092854,0.0,0.02239,0.0,0.00374,200000,222865.64237875043,22865.64237875043,1.114328211893752
2020-06-25,0,0.12448561731240561,0.0,0.02157,0.0,0.00372,200000,222865.64237875043,22865.64237875043,1.114328211893752
2020-06-26,0,0.6322006651399363,0.0,0.02081,0.0,0.00344,200000,222865.64237875043,22865.64237875043,1.114328211893752
2020-06-27,0,-0.01477598693685912,0.0,0.01935,0.0,0.00345,200000,222865.64237875043,22865.64237875043,1.114328211893752
2020-06-28,0,-0.4029342386593509,0.0,0.02003,0.0,0.00375,200000,222865.64237875043,22865.64237875043,1.114328211893752
2020-06-29,0,-0.3889453202376287,0.0,0.01963,0.0,0.00369,200000,222865.64237875043,22865.64237875043,1.114328211893752
2020-06-30,0,-0.21679239293385266,0.0,0.01895,0.0,0.00353,200000,222865.64237875043,22865.64237875043,1.114328211893752
2020-07-01,-1,-1.1218768844874216,5962162.717462559,0.01869,-29247459.629757274,0.00381,200000,222865.64237875043,22865.64237875043,1.114328211893752
2020-07-02,-2,-1.640091336917206,0.0,0.01886,0.0,0.00406,200000,229163.93962422112,29163.939624221122,1.1458196981211057
2020-07-03,-2,-1.3927700985039335,0.0,0.01923,0.0,0.00411,200000,229163.93962422112,29163.939624221122,1.1458196981211057
2020-07-04,-2,-1.4662130940219336,0.0,0.01955,0.0,0.00428,200000,229163.93962422112,29163.939624221122,1.1458196981211057
2020-07-05,0,-0.7262012430502387,0.0,0.01908,0.0,0.0039,200000,229163.93962422112,29163.939624221122,1.1458196981211057
2020-07-06,-1,-1.1881108522116903,5752106.918278643,0.01992,-26646969.723746642,0.0043,200000,229163.93962422112,29163.939624221122,1.1458196981211057
2020-07-07,-1,-1.1202289233276104,5752106.918278643,0.0201,-26646969.723746642,0.00436,200000,231798.13705293607,31798.137052936072,1.1589906852646803
2020-07-08,-1,-0.616680567851493,5752106.918278643,0.02164,-26646969.723746642,0.00444,200000,242788.1392849849,42788.13928498491,1.2139406964249244
2020-07-09,-2,-1.2016119617043741,0.0,0.02064,0.0,0.0045,200000,230351.81658780982,30351.816587809823,1.1517590829390492
2020-07-10,-2,-1.7224148711775114,0.0,0.02115,0.0,0.00503,200000,230351.81658780982,30351.816587809823,1.1517590829390492
2020-07-11,-1,-1.1483686943239282,5394656.126178216,0.02135,-23994980.894563526,0.0048,200000,230351.81658780982,30351.816587809823,1.1517590829390492
2020-07-12,-2,-1.351789459999953,0.0,0.02122,0.0,0.005,200000,235852.11806312576,35852.11806312576,1.1792605903156288
2020-07-13,0,-0.9238222080339483,0.0,0.02235,0.0,0.00504,200000,235852.11806312576,35852.11806312576,1.1792605903156288
2020-07-14,0,-0.428875460761696,0.0,0.02238,0.0,0.00479,200000,235852.11806312576,35852.11806312576,1.1792605903156288
2020-07-15,0,-0.02802491160169672,0.0,0.02223,0.0,0.0046,200000,235852.11806312576,35852.11806312576,1.1792605903156288
2020-07-16,-1,-1.0204568125543823,5639696.749476942,0.02091,-24619219.004501645,0.00479,200000,235852.11806312576,35852.11806312576,1.1792605903156288
2020-07-17,-1,-0.5380559878152751,5639696.749476942,0.02114,-24619219.004501645,0.00467,200000,234194.9420349652,34194.94203496521,1.170974710174826
2020-07-18,-1,-1.0486016323468255,5639696.749476942,0.02144,-24619219.004501645,0.00495,200000,242780.2323810688,42780.23238106881,1.2139011619053441
2020-07-19,-1,-1.1711571110178458,5639696.749476942,0.02126,-24619219.004501645,0.00497,200000,242257.47134625295,42257.47134625295,1.2112873567312648
2020-07-20,-2,-2.8037188202487675,0.0,0.0216,0.0,0.0058,200000,256826.1385005333,56826.1385005333,1.2841306925026665
2020-07-21,-2,-3.140698388206738,0.0,0.02128,0.0,0.0067,200000,256826.1385005333,56826.1385005333,1.2841306925026665
2020-07-22,-2,-2.2161455700324,0.0,0.02122,0.0,0.00636,200000,256826.1385005333,56826.1385005333,1.2841306925026665
2020-07-23,-2,-1.8540414718090257,0.0,0.0211,0.0,0.00629,200000,256826.1385005333,56826.1385005333,1.2841306925026665
2020-07-24,-2,-1.9069824425382687,0.0,0.02062,0.0,0.00655,200000,256826.1385005333,56826.1385005333,1.2841306925026665
2020-07-25,-2,-1.4439008743496362,0.0,0.02091,0.0,0.00631,200000,256826.1385005333,56826.1385005333,1.2841306925026665
2020-07-26,-2,-1.9783080178291195,0.0,0.02072,0.0,0.00744,200000,256826.1385005333,56826.1385005333,1.2841306925026665
2020-07-27,-2,-2.0017085388576765,0.0,0.01995,0.0,0.00791,200000,256826.1385005333,56826.1385005333,1.2841306925026665
2020-07-28,-2,-1.5695209212161394,0.0,0.02047,0.0,0.0076,200000,256826.1385005333,56826.1385005333,1.2841306925026665
2020-07-29,-1,-1.1750927089291703,6313326.905126187,0.02034,-18240492.79123106,0.00704,200000,256826.1385005333,56826.1385005333,1.2841306925026665
2020-07-30,-1,-1.07956534654898,6313326.905126187,0.02041,-18240492.79123106,0.0071,200000,258362.500951366,58362.500951366004,1.29181250475683
2020-07-31,-1,-0.8269474151359255,6313326.905126187,0.02025,-18240492.79123106,0.00675,200000,250968.19616961494,50968.19616961494,1.2548409808480747
