date,statusList,zscore,NEOUSDT_position,NEOUSDT_price,THETAUSDT_position,THETAUSDT_price,init,total_asset,pnl,return
2020-01-25,0,-0.18674569066517094,0.0,10.35,0.0,0.10189,200000,200000.0,0.0,1.0
2020-01-26,0,0.6772762384689025,0.0,10.797,0.0,0.10222,200000,200000.0,0.0,1.0
2020-01-27,0,0.7001293138395293,0.0,11.082,0.0,0.10459,200000,200000.0,0.0,1.0
2020-01-28,0,0.12625083380662017,0.0,11.36,0.0,0.10936,200000,200000.0,0.0,1.0
2020-01-29,0,0.9229933946664027,0.0,11.201,0.0,0.10434,200000,200000.0,0.0,1.0
2020-01-30,2,1.8931330607276426,0.0,11.735,0.0,0.10431,200000,200000.0,0.0,1.0
2020-01-31,0,0.7322998159244801,0.0,11.453,0.0,0.10638,200000,200000.0,0.0,1.0
2020-02-01,0,0.8938230235360819,0.0,11.422,0.0,0.10527,200000,200000.0,0.0,1.0
2020-02-02,2,1.7966002278265543,0.0,12.016,0.0,0.10545,200000,200000.0,0.0,1.0
2020-02-03,0,0.885070723732234,0.0,11.88,0.0,0.10829,200000,200000.0,0.0,1.0
2020-02-04,0,-0.9581912756323827,0.0,12.177,0.0,0.122,200000,200000.0,0.0,1.0
2020-02-05,0,0.017214070130453275,0.0,12.762,0.0,0.122,200000,200000.0,0.0,1.0
2020-02-06,0,-0.09703054972375463,0.0,12.914,0.0,0.12425,200000,200000.0,0.0,1.0
2020-02-07,0,-0.27552468598439894,0.0,12.792,0.0,0.1245,200000,200000.0,0.0,1.0
2020-02-08,0,0.9022323538911731,0.0,12.688,0.0,0.1164,200000,200000.0,0.0,1.0
2020-02-09,2,1.900260652964159,0.0,14.201,0.0,0.12284,200000,200000.0,0.0,1.0
2020-02-10,0,-0.318978156127051,0.0,13.551,0.0,0.13064,200000,200000.0,0.0,1.0
2020-02-11,0,0.3271741576050256,0.0,13.791,0.0,0.12814,200000,200000.0,0.0,1.0
2020-02-12,0,0.14950834723524353,0.0,14.822,0.0,0.13827,200000,200000.0,0.0,1.0
2020-02-13,-2,-3.0780113656042767,0.0,15.141,0.0,0.17192,200000,200000.0,0.0,1.0
2020-02-14,0,-0.1357953284293616,0.0,16.676,0.0,0.15827,200000,200000.0,0.0,1.0
2020-02-15,0,-0.5309014726516321,0.0,15.127,0.0,0.14694,200000,200000.0,0.0,1.0
2020-02-16,0,0.4415562201230855,0.0,14.625,0.0,0.13454,200000,200000.0,0.0,1.0
2020-02-17,0,0.5379099833120139,0.0,15.027,0.0,0.13716,200000,200000.0,0.0,1.0
2020-02-18,0,0.5324663856892482,0.0,15.5,0.0,0.14134,200000,200000.0,0.0,1.0
2020-02-19,0,0.7650463408983521,0.0,14.043,0.0,0.12664,200000,200000.0,0.0,1.0
2020-02-20,0,-0.08053000365785604,0.0,14.03,0.0,0.13247,200000,200000.0,0.0,1.0
2020-02-21,0,0.5641421106182014,0.0,14.017,0.0,0.12776,200000,200000.0,0.0,1.0
2020-02-22,0,0.13084266920061793,0.0,13.72,0.0,0.12846,200000,200000.0,0.0,1.0
2020-02-23,0,-0.8286136881463546,0.0,14.294,0.0,0.14149,200000,200000.0,0.0,1.0
2020-02-24,-2,-2.334365548324966,0.0,13.361,0.0,0.14836,200000,200000.0,0.0,1.0
2020-02-25,-2,-1.770326186566034,0.0,12.393,0.0,0.13481,200000,200000.0,0.0,1.0
2020-02-26,-2,-1.4535983053371129,0.0,11.007,0.0,0.11839,200000,200000.0,0.0,1.0
2020-02-27,-1,-1.1637025602705948,8688.097306689835,11.51,-820209.9737532808,0.12192,200000,200000.0,0.0,1.0
2020-02-28,-1,-1.1385955024151384,8688.097306689835,11.311,-820209.9737532808,0.12082,200000,197368.8376648401,-2631.1623351598973,0.9868441883242005
2020-02-29,-1,-0.9089209371736217,8688.097306689835,11.103,-820209.9737532808,0.11712,200000,192526.93652216147,-7473.063477838528,0.9626346826108073
2020-03-01,-1,-0.6202370089549193,8688.097306689835,11.31,-820209.9737532808,0.11707,200000,194284.36216595862,-5715.637834041379,0.9714218108297931
2020-03-02,-1,-0.8507413737143374,8688.097306689835,12.088,-820209.9737532808,0.1284,200000,210336.68087318796,10336.680873187957,1.0516834043659398
2020-03-03,-2,-1.4840510819448405,0.0,11.556,0.0,0.1317,200000,207622.00106719937,7622.001067199366,1.0381100053359968
2020-03-04,-2,-1.3273096072895862,0.0,11.755,0.0,0.13182,200000,207622.00106719937,7622.001067199366,1.0381100053359968
2020-03-05,-2,-1.567703334530587,0.0,12.073,0.0,0.14123,200000,207622.00106719937,7622.001067199366,1.0381100053359968
2020-03-06,0,-0.7479136721153268,0.0,12.377,0.0,0.13477,200000,207622.00106719937,7622.001067199366,1.0381100053359968
2020-03-07,-2,-1.3518233578078922,0.0,11.589,0.0,0.13575,200000,207622.00106719937,7622.001067199366,1.0381100053359968
2020-03-08,0,-0.6107885438449038,0.0,10.05,0.0,0.11028,200000,207622.00106719937,7622.001067199366,1.0381100053359968
2020-03-09,0,-0.5187732535817502,0.0,9.902,0.0,0.10849,200000,207622.00106719937,7622.001067199366,1.0381100053359968
2020-03-10,0,-0.6803797529853046,0.0,9.87,0.0,0.11022,200000,207622.00106719937,7622.001067199366,1.0381100053359968
2020-03-11,0,0.2668433694088275,0.0,9.43,0.0,0.09894,200000,207622.00106719937,7622.001067199366,1.0381100053359968
2020-03-12,2,2.645984543412293,0.0,5.706,0.0,0.05167,200000,207622.00106719937,7622.001067199366,1.0381100053359968
2020-03-13,2,1.3180767150742674,0.0,6.216,0.0,0.06151,200000,207622.00106719937,7622.001067199366,1.0381100053359968
2020-03-14,0,0.22318686660973458,0.0,5.752,0.0,0.061,200000,207622.00106719937,7622.001067199366,1.0381100053359968
2020-03-15,0,0.5547218334935065,0.0,5.979,0.0,0.06199,200000,207622.00106719937,7622.001067199366,1.0381100053359968
2020-03-16,2,1.3353881991521364,0.0,5.394,0.0,0.05307,200000,207622.00106719937,7622.001067199366,1.0381100053359968
2020-03-17,0,0.8579196714430251,0.0,5.626,0.0,0.05667,200000,207622.00106719937,7622.001067199366,1.0381100053359968
2020-03-18,1,1.0641285681106494,-18129.75908725108,5.726,1831851.077000171,0.05667,200000,207622.00106719937,7622.001067199366,1.0381100053359968
2020-03-19,1,0.6349086969124091,-18129.75908725108,6.472,1831851.077000171,0.06557,200000,237450.27593159024,37450.27593159024,1.1872513796579511
2020-03-20,0,-1.1677379405279722,0.0,6.273,0.0,0.07224,200000,189017.05801903305,-10982.941980966949,0.9450852900951653
2020-03-21,-2,-1.2209098710923652,0.0,6.236,0.0,0.07283,200000,189017.05801903305,-10982.941980966949,0.9450852900951653
2020-03-22,0,-0.004218702954561151,0.0,5.947,0.0,0.06342,200000,189017.05801903305,-10982.941980966949,0.9450852900951653
2020-03-23,0,0.2411510840365105,0.0,6.683,0.0,0.06977,200000,189017.05801903305,-10982.941980966949,0.9450852900951653
2020-03-24,0,0.3478850449318801,0.0,6.897,0.0,0.07122,200000,189017.05801903305,-10982.941980966949,0.9450852900951653
2020-03-25,0,0.6985973081626426,0.0,6.93,0.0,0.06956,200000,189017.05801903305,-10982.941980966949,0.9450852900951653
2020-03-26,0,0.26917095745007213,0.0,7.03,0.0,0.07231,200000,189017.05801903305,-10982.941980966949,0.9450852900951653
2020-03-27,0,-0.9038172082609982,0.0,6.503,0.0,0.0718,200000,189017.05801903305,-10982.941980966949,0.9450852900951653
2020-03-28,0,-0.2299762795469372,0.0,6.628,0.0,0.07,200000,189017.05801903305,-10982.941980966949,0.9450852900951653
2020-03-29,0,-0.29176413403803625,0.0,6.179,0.0,0.06537,200000,189017.05801903305,-10982.941980966949,0.9450852900951653
2020-03-30,-1,-1.0419080690917029,14389.240104981202,6.568,-1300874.452987151,0.07265,200000,189017.05801903305,-10982.941980966949,0.9450852900951653
2020-03-31,-1,-0.83690213982415,14389.240104981202,6.772,-1300874.452987151,0.07421,200000,193981.82714710917,-6018.172852890828,0.9699091357355458
2020-04-01,-1,-0.6761386829168605,14389.240104981202,6.812,-1300874.452987151,0.07407,200000,194375.27432789022,-5624.72567210978,0.9718763716394511
2020-04-02,-1,-1.139189691911004,14389.240104981202,6.976,-1300874.452987151,0.07811,200000,201990.64249517524,1990.6424951752415,1.009953212475876
2020-04-03,-1,-0.4431776238633026,14389.240104981202,7.02,-1300874.452987151,0.076,200000,199878.92396399152,-121.07603600848233,0.9993946198199576
2020-04-04,-1,-0.6104507545106802,14389.240104981202,7.188,-1300874.452987151,0.0787,200000,205808.67732469365,5808.67732469365,1.0290433866234683
2020-04-05,-2,-1.318923462692444,0.0,7.017,0.0,0.08015,200000,192312.8476093001,-7687.152390699892,0.9615642380465006
2020-04-06,0,-0.74740848897612,0.0,7.823,0.0,0.08718,200000,192312.8476093001,-7687.152390699892,0.9615642380465006
2020-04-07,0,-0.3599382600088232,0.0,7.721,0.0,0.08479,200000,192312.8476093001,-7687.152390699892,0.9615642380465006
2020-04-08,0,-0.26860187540308506,0.0,7.995,0.0,0.08775,200000,192312.8476093001,-7687.152390699892,0.9615642380465006
2020-04-09,0,-0.04526273728220513,0.0,8.019,0.0,0.08698,200000,192312.8476093001,-7687.152390699892,0.9615642380465006
2020-04-10,0,-0.3252639258346496,0.0,7.299,0.0,0.07962,200000,192312.8476093001,-7687.152390699892,0.9615642380465006
2020-04-11,0,-0.030974744965858506,0.0,7.306,0.0,0.07899,200000,192312.8476093001,-7687.152390699892,0.9615642380465006
2020-04-12,0,0.25163763845773357,0.0,7.356,0.0,0.07894,200000,192312.8476093001,-7687.152390699892,0.9615642380465006
2020-04-13,0,0.7383965982150977,0.0,7.281,0.0,0.07716,200000,192312.8476093001,-7687.152390699892,0.9615642380465006
2020-04-14,0,0.47410463383130674,0.0,7.257,0.0,0.07801,200000,192312.8476093001,-7687.152390699892,0.9615642380465006
2020-04-15,1,1.1450793450314651,-13750.38235444731,6.993,1291904.1220562954,0.07443,200000,192312.8476093001,-7687.152390699892,0.9615642380465006
2020-04-16,2,2.103270181579438,0.0,7.616,0.0,0.07888,200000,195130.36247297027,-4869.6375270297285,0.9756518123648513
2020-04-17,2,1.8007171729785163,0.0,7.468,0.0,0.07762,200000,195130.36247297027,-4869.6375270297285,0.9756518123648513
2020-04-18,2,1.9130075072957702,0.0,7.877,0.0,0.08125,200000,195130.36247297027,-4869.6375270297285,0.9756518123648513
2020-04-19,0,0.28531254000153367,0.0,7.614,0.0,0.08174,200000,195130.36247297027,-4869.6375270297285,0.9756518123648513
2020-04-20,-2,-2.0938063982805293,0.0,7.205,0.0,0.08323,200000,195130.36247297027,-4869.6375270297285,0.9756518123648513
2020-04-21,-2,-2.342394455893481,0.0,7.227,0.0,0.08578,200000,195130.36247297027,-4869.6375270297285,0.9756518123648513
2020-04-22,-2,-2.416185565051007,0.0,7.534,0.0,0.09174,200000,195130.36247297027,-4869.6375270297285,0.9756518123648513
2020-04-23,-2,-2.611060887716687,0.0,7.854,0.0,0.10075,200000,195130.36247297027,-4869.6375270297285,0.9756518123648513
2020-04-24,-2,-1.9500169092764128,0.0,8.07,0.0,0.10163,200000,195130.36247297027,-4869.6375270297285,0.9756518123648513
2020-04-25,-2,-1.7906349703857476,0.0,8.428,0.0,0.10681,200000,195130.36247297027,-4869.6375270297285,0.9756518123648513
2020-04-26,-2,-1.8097859775284764,0.0,8.631,0.0,0.11209,200000,195130.36247297027,-4869.6375270297285,0.9756518123648513
2020-04-27,-2,-1.4462060513747637,0.0,8.426,0.0,0.10775,200000,195130.36247297027,-4869.6375270297285,0.9756518123648513
2020-04-28,-2,-1.3661595095526655,0.0,8.457,0.0,0.109,200000,195130.36247297027,-4869.6375270297285,0.9756518123648513
2020-04-29,-1,-1.0567233566097065,10596.84818469481,9.207,-837828.9500771587,0.11645,200000,195130.36247297027,-4869.6375270297285,0.9756518123648513
2020-04-30,-2,-1.520257774665047,0.0,8.897,0.0,0.12033,200000,201666.161736525,1666.161736525013,1.008330808682625
2020-05-01,-2,-1.6644401417164385,0.0,9.011,0.0,0.12735,200000,201666.161736525,1666.161736525013,1.008330808682625
2020-05-02,-2,-1.8695033289621859,0.0,9.225,0.0,0.13928,200000,201666.161736525,1666.161736525013,1.008330808682625
2020-05-03,-2,-1.9110672091399419,0.0,9.069,0.0,0.14434,200000,201666.161736525,1666.161736525013,1.008330808682625
2020-05-04,-2,-1.7704063931375782,0.0,9.005,0.0,0.14639,200000,201666.161736525,1666.161736525013,1.008330808682625
2020-05-05,-2,-1.7954865145784564,0.0,9.101,0.0,0.15591,200000,201666.161736525,1666.161736525013,1.008330808682625
2020-05-06,-2,-1.5602467167411742,0.0,9.148,0.0,0.15461,200000,201666.161736525,1666.161736525013,1.008330808682625
2020-05-07,-2,-1.3585277751861624,0.0,9.891,0.0,0.16445,200000,201666.161736525,1666.161736525013,1.008330808682625
2020-05-08,0,-0.45517133811975996,0.0,11.301,0.0,0.16302,200000,201666.161736525,1666.161736525013,1.008330808682625
2020-05-09,0,-0.3278368825670118,0.0,10.994,0.0,0.15758,200000,201666.161736525,1666.161736525013,1.008330808682625
2020-05-10,0,-0.3926022280585974,0.0,9.725,0.0,0.14191,200000,201666.161736525,1666.161736525013,1.008330808682625
2020-05-11,0,-0.6795915443552474,0.0,9.629,0.0,0.14692,200000,201666.161736525,1666.161736525013,1.008330808682625
2020-05-12,-2,-1.7082775745959045,0.0,10.001,0.0,0.17894,200000,201666.161736525,1666.161736525013,1.008330808682625
2020-05-13,-1,-1.0924848518780688,9803.897021707584,10.285,-587023.8159647349,0.17177,200000,201666.161736525,1666.161736525013,1.008330808682625
2020-05-14,-1,-0.9111989463141279,9803.897021707584,10.186,-587023.8159647349,0.16809,200000,198535.32828862575,-1464.6717113742488,0.9926766414431287
2020-05-15,-2,-1.754659556563022,0.0,10.033,0.0,0.19186,200000,215930.05224872686,15930.05224872686,1.0796502612436343
2020-05-16,-2,-1.3351253250992556,0.0,10.008,0.0,0.18355,200000,215930.05224872686,15930.05224872686,1.0796502612436343
2020-05-17,-2,-1.4111585479809776,0.0,10.156,0.0,0.19206,200000,215930.05224872686,15930.05224872686,1.0796502612436343
2020-05-18,-2,-1.3279008630328717,0.0,10.245,0.0,0.1944,200000,215930.05224872686,15930.05224872686,1.0796502612436343
2020-05-19,-2,-1.899690685551519,0.0,10.328,0.0,0.218,200000,215930.05224872686,15930.05224872686,1.0796502612436343
2020-05-20,-2,-2.693313359472984,0.0,10.14,0.0,0.27895,200000,215930.05224872686,15930.05224872686,1.0796502612436343
2020-05-21,-2,-2.2515122906083493,0.0,9.537,0.0,0.264,200000,215930.05224872686,15930.05224872686,1.0796502612436343
2020-05-22,-2,-1.7141907338218814,0.0,10.388,0.0,0.26799,200000,215930.05224872686,15930.05224872686,1.0796502612436343
2020-05-23,-2,-1.8713735330765602,0.0,10.203,0.0,0.3017,200000,215930.05224872686,15930.05224872686,1.0796502612436343
2020-05-24,-2,-1.991898298377011,0.0,9.631,0.0,0.34231,200000,215930.05224872686,15930.05224872686,1.0796502612436343
2020-05-25,-2,-1.7222603249610404,0.0,9.923,0.0,0.35327,200000,215930.05224872686,15930.05224872686,1.0796502612436343
2020-05-26,-2,-1.7074895138662758,0.0,9.935,0.0,0.40301,200000,215930.05224872686,15930.05224872686,1.0796502612436343
2020-05-27,-1,-1.155387586004837,10786.794497388693,10.009,-333204.8210738949,0.32402,200000,215930.05224872683,15930.052248726832,1.079650261243634
2020-05-28,-1,-0.8926309064469011,10786.794497388693,10.429,-333204.8210738949,0.31117,200000,216178.82398683057,16178.823986830568,1.0808941199341529
2020-05-29,-1,-0.8415641042089873,10786.794497388693,10.242,-333204.8210738949,0.30948,200000,213598.577268204,13598.577268204011,1.06799288634102
2020-05-30,-1,-0.3709048659121872,10786.794497388693,11.03,-333204.8210738949,0.2865,200000,214441.52454386814,14441.524543868145,1.0722076227193407
2020-05-31,0,0.19211776916663234,0.0,10.945,0.0,0.24692,200000,180143.52089437374,-19856.479105626262,0.9007176044718687
2020-06-01,0,0.37755663892786545,0.0,12.413,0.0,0.27108,200000,180143.52089437374,-19856.479105626262,0.9007176044718687
2020-06-02,0,0.6444420806657903,0.0,12.135,0.0,0.25468,200000,180143.52089437374,-19856.479105626262,0.9007176044718687
2020-06-03,0,0.5031543870088613,0.0,12.393,0.0,0.27607,200000,180143.52089437374,-19856.479105626262,0.9007176044718687
2020-06-04,0,0.3333197322619503,0.0,12.164,0.0,0.28491,200000,180143.52089437374,-19856.479105626262,0.9007176044718687
2020-06-05,0,0.3908822512006329,0.0,11.803,0.0,0.27883,200000,180143.52089437374,-19856.479105626262,0.9007176044718687
2020-06-06,0,0.6552560142182156,0.0,11.813,0.0,0.27058,200000,180143.52089437374,-19856.479105626262,0.9007176044718687
2020-06-07,0,0.8777094270263622,0.0,11.776,0.0,0.26517,200000,180143.52089437374,-19856.479105626262,0.9007176044718687
2020-06-08,1,1.0931772841626701,-7727.501754219875,11.656,353333.4396955393,0.25492,200000,180143.52089437374,-19856.479105626262,0.9007176044718687
2020-06-09,2,1.2373621317817174,0.0,12.026,0.0,0.25235,200000,183910.7634834526,-16089.23651654739,0.919553817417263
2020-06-10,2,1.378878856211589,0.0,11.935,0.0,0.2392,200000,183910.7634834526,-16089.23651654739,0.919553817417263
2020-06-11,2,1.494375861756711,0.0,10.679,0.0,0.20451,200000,183910.7634834526,-16089.23651654739,0.919553817417263
2020-06-12,0,0.3306851728176139,0.0,10.917,0.0,0.25264,200000,183910.7634834526,-16089.23651654739,0.919553817417263
2020-06-13,0,0.35956008694165803,0.0,11.08,0.0,0.25154,200000,183910.7634834526,-16089.23651654739,0.919553817417263
2020-06-14,0,0.5269903984308434,0.0,10.615,0.0,0.23149,200000,183910.7634834526,-16089.23651654739,0.919553817417263
2020-06-15,0,0.2280513747323787,0.0,10.43,0.0,0.23446,200000,183910.7634834526,-16089.23651654739,0.919553817417263
2020-06-16,0,0.24866595724033944,0.0,10.56,0.0,0.23414,200000,183910.7634834526,-16089.23651654739,0.919553817417263
2020-06-17,0,0.1441041596739258,0.0,10.588,0.0,0.23479,200000,183910.7634834526,-16089.23651654739,0.919553817417263
2020-06-18,0,0.5100057160289823,0.0,10.413,0.0,0.22312,200000,183910.7634834526,-16089.23651654739,0.919553817417263
2020-06-19,0,0.10482792960943733,0.0,10.268,0.0,0.22406,200000,183910.7634834526,-16089.23651654739,0.919553817417263
2020-06-20,0,0.28852023755659406,0.0,10.264,0.0,0.22138,200000,183910.7634834526,-16089.23651654739,0.919553817417263
2020-06-21,0,0.40443324313432066,0.0,10.298,0.0,0.22057,200000,183910.7634834526,-16089.23651654739,0.919553817417263
2020-06-22,0,-0.402238369460435,0.0,10.8,0.0,0.24201,200000,183910.7634834526,-16089.23651654739,0.919553817417263
2020-06-23,-2,-1.208514318574819,0.0,10.941,0.0,0.25747,200000,183910.7634834526,-16089.23651654739,0.919553817417263
2020-06-24,-1,-1.086186563348293,8765.168405464332,10.491,-375205.57263638935,0.24508,200000,183910.7634834526,-16089.23651654739,0.919553817417263
2020-06-25,-1,-0.7710643655266405,8765.168405464332,10.335,-375205.57263638935,0.23649,200000,179320.3813432536,-20679.618656746403,0.8966019067162679
2020-06-26,-1,-0.6237653570460834,8765.168405464332,10.196,-375205.57263638935,0.2313,200000,176154.7060129112,-23845.293987088808,0.8807735300645559
2020-06-27,0,0.2548271147216085,0.0,9.703,0.0,0.20986,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-06-28,0,-0.35476880863616145,0.0,10.045,0.0,0.22443,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-06-29,0,-0.12068462420668377,0.0,10.213,0.0,0.226,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-06-30,0,0.00864364440389614,0.0,10.034,0.0,0.22173,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-01,0,0.6556252131551178,0.0,10.138,0.0,0.22173,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-02,0,0.26590426945055723,0.0,9.922,0.0,0.21889,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-03,0,0.16123163241818295,0.0,9.78,0.0,0.21607,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-04,0,-0.2737449671601075,0.0,9.973,0.0,0.22307,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-05,2,1.2654419919600222,0.0,10.07,0.0,0.21596,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-06,0,0.6361628251420601,0.0,10.575,0.0,0.23023,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-07,-2,-2.6314098829376986,0.0,10.56,0.0,0.25795,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-08,0,-0.46799533297248475,0.0,11.08,0.0,0.25102,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-09,0,-0.07307391887364761,0.0,10.768,0.0,0.24106,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-10,0,-0.9782612546832302,0.0,10.499,0.0,0.24307,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-11,-2,-1.3821133530589054,0.0,10.741,0.0,0.25334,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-12,-2,-2.8587224274876544,0.0,10.797,0.0,0.2805,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-13,0,-0.33278556191520725,0.0,10.677,0.0,0.24542,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-14,0,0.3331122176733609,0.0,10.83,0.0,0.24127,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-15,0,0.9927215921310474,0.0,10.989,0.0,0.2372,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-16,0,0.5662187829434971,0.0,10.694,0.0,0.23464,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-17,0,-0.2329108387484881,0.0,10.591,0.0,0.24131,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-18,0,-0.939398577974072,0.0,10.545,0.0,0.24894,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-19,0,-0.005176428747467441,0.0,10.651,0.0,0.2412,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-20,0,-0.045614368983447874,0.0,10.386,0.0,0.23595,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-21,2,1.2670041274762407,0.0,11.184,0.0,0.23951,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-22,0,0.5227932293053338,0.0,11.559,0.0,0.25576,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-23,0,0.03158893195916181,0.0,11.432,0.0,0.2589,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-24,0,0.10342929485874168,0.0,11.101,0.0,0.25072,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-25,0,0.4614724457980318,0.0,11.608,0.0,0.25877,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-26,2,1.2103259829496327,0.0,11.62,0.0,0.25083,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-27,2,1.819027191773243,0.0,11.619,0.0,0.2424,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-28,1,1.108630464224859,-7565.299706879574,11.738,353621.7265026777,0.25112,200000,177602.97591870488,-22397.024081295123,0.8880148795935244
2020-07-29,1,1.1720621083494367,-7565.299706879574,11.67,353621.7265026777,0.24783,200000,175925.12005844322,-24074.879941556777,0.8796256002922161
2020-07-30,1,0.47566934023911484,-7565.299706879574,11.774,353621.7265026777,0.25745,200000,180113.75223691447,-19886.24776308553,0.9005687611845723
2020-07-31,1,0.2807874914975339,-7565.299706879574,12.245,353621.7265026777,0.26938,200000,187895.7155960317,-12104.284403968311,0.9394785779801584
2020-08-01,0,-1.8063669815700925,0.0,13.396,0.0,0.31647,200000,167037.06300576124,-32962.93699423876,0.8351853150288062
2020-08-02,-1,-1.0733416920411933,6868.3002880658405,12.16,-298333.74353591935,0.27995,200000,167037.06300576124,-32962.93699423876,0.8351853150288062
2020-08-03,-1,-1.117094978344077,6868.3002880658405,12.4,-298333.74353591935,0.28687,200000,170749.92458016562,-29250.07541983438,0.8537496229008281
2020-08-04,-2,-3.035702305195054,0.0,12.561,0.0,0.33185,200000,179766.39587976102,-20233.604120238975,0.8988319793988051
2020-08-05,-2,-1.427409419892173,0.0,12.868,0.0,0.31382,200000,179766.39587976102,-20233.604120238975,0.8988319793988051
2020-08-06,-2,-1.3619871712379774,0.0,12.951,0.0,0.31719,200000,179766.39587976102,-20233.604120238975,0.8988319793988051
2020-08-07,0,-0.958086865509562,0.0,12.856,0.0,0.30778,200000,179766.39587976102,-20233.604120238975,0.8988319793988051
2020-08-08,-2,-1.5817979015744092,0.0,13.123,0.0,0.33064,200000,179766.39587976102,-20233.604120238975,0.8988319793988051
2020-08-09,-1,-1.1885309092279892,6915.688077239402,12.997,-279617.9746146539,0.32145,200000,179766.39587976102,-20233.604120238975,0.8988319793988051
2020-08-10,-2,-1.504364318645197,0.0,14.526,0.0,0.37231,200000,183413.67899856326,-16586.321001436736,0.9170683949928163
2020-08-11,-2,-1.4994137545229924,0.0,13.686,0.0,0.35598,200000,183413.67899856326,-16586.321001436736,0.9170683949928163
2020-08-12,-2,-2.0377864152377123,0.0,14.344,0.0,0.40377,200000,183413.67899856326,-16586.321001436736,0.9170683949928163
