date,statusList,zscore,WAVESUSDT_position,WAVESUSDT_price,ONGUSDT_position,ONGUSDT_price,init,total_asset,pnl,return
2020-06-15,0,0.9911241367408643,0.0,1.1659,0.0,0.1212,200000,240700.6755149113,40700.6755149113,1.2035033775745565
2020-06-16,2,2.2336579288520415,0.0,1.2563,0.0,0.1216,200000,240700.6755149113,40700.6755149113,1.2035033775745565
2020-06-17,0,0.1325734049414256,0.0,1.2609,0.0,0.1347,200000,240700.6755149113,40700.6755149113,1.2035033775745565
2020-06-18,-1,-1.1563054343332249,97252.79818784294,1.2375,-849931.7638238394,0.1416,200000,240700.6755149113,40700.6755149113,1.2035033775745565
2020-06-19,-1,-0.36894977829880016,97252.79818784294,1.2151,-849931.7638238394,0.1334,200000,231552.77237214812,31552.772372148116,1.1577638618607407
2020-06-20,-1,-0.6947733318776166,97252.79818784294,1.2023,-849931.7638238394,0.1347,200000,231412.84784831473,31412.847848314734,1.1570642392415738
2020-06-21,-2,-2.098116138147232,0.0,1.1997,0.0,0.1494,200000,251006.29904423776,51006.29904423776,1.2550314952211887
2020-06-22,-2,-2.7560289429624896,0.0,1.2258,0.0,0.1696,200000,251006.29904423776,51006.29904423776,1.2550314952211887
2020-06-23,-2,-2.1538204461980226,0.0,1.239,0.0,0.1686,200000,251006.29904423776,51006.29904423776,1.2550314952211887
2020-06-24,-2,-2.221159007264911,0.0,1.1849,0.0,0.172,200000,251006.29904423776,51006.29904423776,1.2550314952211887
2020-06-25,-2,-2.541572310953248,0.0,1.1848,0.0,0.2028,200000,251006.29904423776,51006.29904423776,1.2550314952211887
2020-06-26,-2,-2.7101339880936477,0.0,1.1542,0.0,0.2574,200000,251006.29904423776,51006.29904423776,1.2550314952211887
2020-06-27,-2,-2.0693589316802123,0.0,1.1133,0.0,0.2322,200000,251006.29904423776,51006.29904423776,1.2550314952211887
2020-06-28,-2,-1.935390025275467,0.0,1.1339,0.0,0.2577,200000,251006.29904423776,51006.29904423776,1.2550314952211887
2020-06-29,-2,-1.8515828206021325,0.0,1.141,0.0,0.2896,200000,251006.29904423776,51006.29904423776,1.2550314952211887
2020-06-30,-2,-1.3607032684838312,0.0,1.12,0.0,0.242,200000,251006.29904423776,51006.29904423776,1.2550314952211887
2020-07-01,-1,-1.1584937111358629,108991.01130883099,1.1515,-523365.92794878595,0.2398,200000,251006.29904423776,51006.29904423776,1.2550314952211887
2020-07-02,-1,-0.7844009417439664,108991.01130883099,1.1258,-523365.92794878595,0.2068,200000,230934.15443129087,30934.154431290866,1.1546707721564544
2020-07-03,-1,-0.5869027916734654,108991.01130883099,1.121,-523365.92794878595,0.1962,200000,224863.31874075136,24863.31874075136,1.1243165937037567
2020-07-04,-1,-0.679070562233905,108991.01130883099,1.1305,-523365.92794878595,0.2113,200000,233801.55886021192,33801.558860211924,1.1690077943010597
2020-07-05,-1,-0.5822600364185663,108991.01130883099,1.116,-523365.92794878595,0.2069,200000,229918.3791132592,29918.3791132592,1.149591895566296
2020-07-06,-1,-0.38159978313820714,108991.01130883099,1.1597,-523365.92794878595,0.2059,200000,234157.9203795063,34157.92037950631,1.1707896018975315
2020-07-07,-1,-0.2927126661042013,108991.01130883099,1.1672,-523365.92794878595,0.2067,200000,235394.04570668156,35394.04570668156,1.1769702285334078
2020-07-08,0,-0.052954790332237545,0.0,1.2117,0.0,0.2055,200000,226493.58883480274,26493.588834802737,1.1324679441740138
2020-07-09,0,0.15995990699399518,0.0,1.1704,0.0,0.1942,200000,226493.58883480274,26493.588834802737,1.1324679441740138
2020-07-10,0,0.502209132809518,0.0,1.1585,0.0,0.1862,200000,226493.58883480274,26493.588834802737,1.1324679441740138
2020-07-11,0,0.6095420856198918,0.0,1.2008,0.0,0.1951,200000,226493.58883480274,26493.588834802737,1.1324679441740138
2020-07-12,0,0.9610132219777493,0.0,1.2111,0.0,0.1899,200000,226493.58883480274,26493.588834802737,1.1324679441740138
2020-07-13,1,1.0902292168719023,-95688.03922044898,1.1835,607221.4177876749,0.1865,200000,226493.58883480274,26493.588834802737,1.1324679441740138
2020-07-14,2,1.3493553598810637,0.0,1.3189,0.0,0.2035,200000,229126.9852428611,29126.98524286109,1.1456349262143055
2020-07-15,2,1.6968161617139876,0.0,1.3215,0.0,0.1916,200000,229126.9852428611,29126.98524286109,1.1456349262143055
2020-07-16,2,2.0343910070215565,0.0,1.3487,0.0,0.1809,200000,229126.9852428611,29126.98524286109,1.1456349262143055
2020-07-17,2,2.0608526545770567,0.0,1.4601,0.0,0.1865,200000,229126.9852428611,29126.98524286109,1.1456349262143055
2020-07-18,2,1.846203533675273,0.0,1.4689,0.0,0.1867,200000,229126.9852428611,29126.98524286109,1.1456349262143055
2020-07-19,2,1.698892414970868,0.0,1.4572,0.0,0.1859,200000,229126.9852428611,29126.98524286109,1.1456349262143055
2020-07-20,2,2.1076430170553797,0.0,1.5996,0.0,0.1869,200000,229126.9852428611,29126.98524286109,1.1456349262143055
2020-07-21,2,2.1042229455861454,0.0,1.6581,0.0,0.186,200000,229126.9852428611,29126.98524286109,1.1456349262143055
2020-07-22,2,1.7787453621565215,0.0,1.6715,0.0,0.1887,200000,229126.9852428611,29126.98524286109,1.1456349262143055
2020-07-23,2,1.3348326866409637,0.0,1.588,0.0,0.1863,200000,229126.9852428611,29126.98524286109,1.1456349262143055
2020-07-24,2,1.282969631421119,0.0,1.5617,0.0,0.1811,200000,229126.9852428611,29126.98524286109,1.1456349262143055
2020-07-25,0,0.9442076044614361,0.0,1.527,0.0,0.1834,200000,229126.9852428611,29126.98524286109,1.1456349262143055
2020-07-26,1,1.018913482290689,-75123.60171897085,1.525,640735.4173458085,0.1788,200000,229126.9852428611,29126.98524286109,1.1456349262143055
2020-07-27,1,1.1825138633928427,-75123.60171897085,1.4734,640735.4173458085,0.1667,200000,217497.70884427792,17497.70884427792,1.0874885442213895
2020-07-28,1,1.0281583256614468,-75123.60171897085,1.4994,640735.4173458085,0.1709,200000,222142.01124182355,22142.01124182355,1.1107100562091177
2020-07-29,1,0.7046087394043278,-75123.60171897085,1.5003,640735.4173458085,0.1763,200000,225669.59373703803,25669.593737038027,1.12834796868519
2020-07-30,1,0.8679258277482815,-75123.60171897085,1.5293,640735.4173458085,0.1746,200000,226758.9279774003,26758.927977400308,1.1337946398870016
2020-07-31,1,0.756651761487212,-75123.60171897085,1.5206,640735.4173458085,0.1744,200000,225977.20555897607,25977.20555897607,1.1298860277948803
2020-08-01,1,0.9219220899939745,-75123.60171897085,1.5707,640735.4173458085,0.176,200000,230766.0746728498,30766.07467284979,1.153830373364249
2020-08-02,2,1.5167661219678414,0.0,1.599,0.0,0.1693,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-03,2,2.1664191619334416,0.0,1.6956,0.0,0.1697,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-04,2,1.7630947139889728,0.0,1.6458,0.0,0.1687,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-05,2,1.3948131227275486,0.0,1.6475,0.0,0.1719,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-06,2,1.5349888621012449,0.0,1.711,0.0,0.1753,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-07,2,1.8853345852394126,0.0,1.786,0.0,0.1767,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-08,2,1.3048522940012974,0.0,1.8258,0.0,0.1861,200000,240773.1182348501,40773.11823485009,1.2038655911742504
2020-08-09,2,1.5797020324253805,0.0,1.9479,0.0,0.193,200000,240773.1182348501,40773.11823485009,1.2038655911742504
