date,statusList,zscore,ICXUSDT_position,ICXUSDT_price,MITHUSDT_position,MITHUSDT_price,init,total_asset,pnl,return
2020-03-02,1,0.8591761043899544,-244037.09513837867,0.3171,12251184.49077568,0.00666,200000,158977.0515769459,-41022.9484230541,0.7948852578847295
2020-03-03,2,1.3738561535598848,0.0,0.3399,0.0,0.00665,200000,207542.7549087236,7542.754908723611,1.037713774543618
2020-03-04,0,0.7861517960329519,0.0,0.3257,0.0,0.00674,200000,207542.7549087236,7542.754908723611,1.037713774543618
2020-03-05,2,2.1673241380543637,0.0,0.3958,0.0,0.00703,200000,207542.7549087236,7542.754908723611,1.037713774543618
2020-03-06,1,1.151087850007633,-272222.9209191023,0.3812,14042134.973526632,0.00739,200000,207542.7549087236,7542.754908723611,1.037713774543618
2020-03-07,1,0.8050764337466867,-272222.9209191023,0.351,14042134.973526632,0.00698,200000,193564.3473578208,-6435.652642179193,0.967821736789104
2020-03-08,1,0.6002672395453449,-272222.9209191023,0.2903,14042134.973526632,0.00584,200000,161032.38218821093,-38967.61781178907,0.8051619109410546
2020-03-09,2,1.6407865775316548,0.0,0.3266,0.0,0.00609,200000,210934.15889212524,10934.15889212524,1.0546707944606262
2020-03-10,0,0.8764585272250908,0.0,0.3151,0.0,0.00613,200000,210934.15889212524,10934.15889212524,1.0546707944606262
2020-03-11,0,0.44662829591247627,0.0,0.3014,0.0,0.006,200000,210934.15889212524,10934.15889212524,1.0546707944606262
2020-03-12,2,2.5612446507569495,0.0,0.1653,0.0,0.0028,200000,210934.15889212524,10934.15889212524,1.0546707944606262
2020-03-13,2,2.466694345726215,0.0,0.1911,0.0,0.00311,200000,210934.15889212524,10934.15889212524,1.0546707944606262
2020-03-14,2,2.017857876498121,0.0,0.1819,0.0,0.00297,200000,210934.15889212524,10934.15889212524,1.0546707944606262
2020-03-15,2,1.8025529505033298,0.0,0.1885,0.0,0.00306,200000,210934.15889212524,10934.15889212524,1.0546707944606262
2020-03-16,2,1.3494769847751649,0.0,0.1682,0.0,0.00281,200000,210934.15889212524,10934.15889212524,1.0546707944606262
2020-03-17,2,1.7077402186662909,0.0,0.1804,0.0,0.00285,200000,210934.15889212524,10934.15889212524,1.0546707944606262
2020-03-18,2,1.541232081042068,0.0,0.1822,0.0,0.00287,200000,210934.15889212524,10934.15889212524,1.0546707944606262
2020-03-19,0,0.7193751293930123,0.0,0.2085,0.0,0.00354,200000,210934.15889212524,10934.15889212524,1.0546707944606262
2020-03-20,1,1.0395359652881069,-521855.91017349146,0.2021,32056863.053514473,0.00329,200000,210934.15889212524,10934.15889212524,1.0546707944606262
2020-03-21,1,0.9599926243439917,-521855.91017349146,0.201,32056863.053514473,0.00327,200000,209718.98012986413,9718.980129864125,1.0485949006493207
2020-03-22,1,1.0112765083683062,-521855.91017349146,0.1837,32056863.053514473,0.00295,200000,190432.67670673807,-9567.323293261928,0.9521633835336903
2020-03-23,1,0.9395351851025865,-521855.91017349146,0.1991,32056863.053514473,0.00319,200000,206162.9048562533,6162.904856253299,1.0308145242812665
2020-03-24,2,1.2266247647859798,0.0,0.2089,0.0,0.00324,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-03-25,0,0.5287486851345581,0.0,0.2055,0.0,0.00336,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-03-26,0,0.4236088685416921,0.0,0.2092,0.0,0.00343,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-03-27,0,-0.12995045106217676,0.0,0.1945,0.0,0.00331,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-03-28,0,0.21816412663942708,0.0,0.1913,0.0,0.00315,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-03-29,0,0.0038507829436941173,0.0,0.1789,0.0,0.00297,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-03-30,2,1.4730926628712153,0.0,0.2055,0.0,0.00314,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-03-31,0,0.9166618905176331,0.0,0.2118,0.0,0.00335,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-01,2,3.308374578962714,0.0,0.2447,0.0,0.00344,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-02,2,2.5652202954444188,0.0,0.2505,0.0,0.00351,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-03,2,2.0669113033847113,0.0,0.2419,0.0,0.0034,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-04,2,1.2069255135320838,0.0,0.2392,0.0,0.0035,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-05,0,0.7326270560552228,0.0,0.231,0.0,0.00346,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-06,0,0.24872310353577284,0.0,0.2519,0.0,0.00388,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-07,0,0.7994396040272,0.0,0.2479,0.0,0.00368,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-08,0,-0.12642618395990723,0.0,0.253,0.0,0.00396,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-09,0,0.30436266537278484,0.0,0.2538,0.0,0.00386,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-10,0,0.20363529031277552,0.0,0.2288,0.0,0.00349,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-11,0,0.3882315324190419,0.0,0.2299,0.0,0.00346,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-12,0,0.22103042437400022,0.0,0.2323,0.0,0.00352,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-13,-2,-1.298310902010201,0.0,0.2279,0.0,0.0038,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-14,-2,-1.4878594536174905,0.0,0.228,0.0,0.00387,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-15,0,-0.27775919555621553,0.0,0.2205,0.0,0.00345,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-16,0,-0.03738991076838209,0.0,0.2353,0.0,0.00361,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-17,0,-0.29868003957629796,0.0,0.2321,0.0,0.0036,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-18,0,-0.2989071129308711,0.0,0.2474,0.0,0.00382,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-19,0,-0.17443984555985534,0.0,0.2378,0.0,0.00365,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-20,0,0.026966768287126002,0.0,0.2222,0.0,0.00337,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-21,0,0.21228191791243103,0.0,0.2245,0.0,0.00339,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-22,0,0.551737805639379,0.0,0.2372,0.0,0.00355,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-23,2,2.0413249943707066,0.0,0.2497,0.0,0.00354,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-24,2,2.155713510369668,0.0,0.265,0.0,0.0037,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-25,2,2.1365323712219535,0.0,0.2722,0.0,0.00374,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-26,2,2.6995712156163925,0.0,0.2989,0.0,0.00384,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-27,2,1.6504712083265465,0.0,0.2907,0.0,0.00391,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-28,1,1.1789348921460878,-380566.43577664794,0.2839,27703284.901792396,0.0039,200000,216085.62223398068,16085.622233980685,1.0804281111699034
2020-04-29,2,1.54310092539773,0.0,0.299,0.0,0.00396,200000,220169.97832010052,20169.97832010052,1.1008498916005025
2020-04-30,1,1.10750337158239,-395136.35735840007,0.2786,29200262.376671158,0.00377,200000,220169.97832010052,20169.97832010052,1.1008498916005025
2020-05-01,1,0.7320121118559085,-395136.35735840007,0.2841,29200262.376671158,0.00393,200000,227015.27026583912,27015.27026583912,1.1350763513291957
2020-05-02,1,0.8890104674805931,-395136.35735840007,0.2906,29200262.376671158,0.00395,200000,230167.66183620214,30167.66183620214,1.1508383091810108
2020-05-03,1,0.211188905314469,-395136.35735840007,0.2738,29200262.376671158,0.00389,200000,221777.35528998074,21777.35528998074,1.1088867764499037
2020-05-04,1,0.5395933010723284,-395136.35735840007,0.2756,29200262.376671158,0.00381,200000,220152.57974309218,20152.57974309218,1.100762898715461
2020-05-05,0,-0.007446260260239837,0.0,0.2742,0.0,0.0039,200000,214635.34423875634,14635.344238756341,1.0731767211937817
2020-05-06,0,-0.7482453105442506,0.0,0.2613,0.0,0.00387,200000,214635.34423875634,14635.344238756341,1.0731767211937817
2020-05-07,0,0.9899586195134086,0.0,0.2801,0.0,0.00375,200000,214635.34423875634,14635.344238756341,1.0731767211937817
2020-05-08,2,1.3291732907042795,0.0,0.3018,0.0,0.00395,200000,214635.34423875634,14635.344238756341,1.0731767211937817
2020-05-09,1,1.0658261914351719,-363296.1141481996,0.2954,27517351.825481582,0.0039,200000,214635.34423875634,14635.344238756341,1.0731767211937817
2020-05-10,1,0.7117760483330411,-363296.1141481996,0.2632,27517351.825481582,0.00352,200000,192480.6156695013,-7519.384330498695,0.9624030783475065
2020-05-11,0,-0.6725127823432067,0.0,0.2515,0.0,0.00355,200000,208317.71796656892,8317.717966568918,1.0415885898328445
2020-05-12,0,0.4988325778521783,0.0,0.264,0.0,0.00355,200000,208317.71796656892,8317.717966568918,1.0415885898328445
2020-05-13,1,1.0346870736779807,-384066.58917140285,0.2712,29176150.975709934,0.00357,200000,208317.71796656892,8317.717966568918,1.0415885898328445
2020-05-14,0,-0.50743168136035,0.0,0.2685,0.0,0.00372,200000,202904.3155294496,2904.31552944961,1.014521577647248
2020-05-15,0,0.24823172769907953,0.0,0.269,0.0,0.00363,200000,202904.3155294496,2904.31552944961,1.014521577647248
2020-05-16,-2,-1.7252361309310562,0.0,0.2725,0.0,0.00396,200000,202904.3155294496,2904.31552944961,1.014521577647248
2020-05-17,0,0.044392344817473374,0.0,0.277,0.0,0.00379,200000,202904.3155294496,2904.31552944961,1.014521577647248
2020-05-18,0,0.04822288487411708,0.0,0.2866,0.0,0.00392,200000,202904.3155294496,2904.31552944961,1.014521577647248
2020-05-19,2,1.5214237537827875,0.0,0.2961,0.0,0.00385,200000,202904.3155294496,2904.31552944961,1.014521577647248
2020-05-20,2,3.5385269201949208,0.0,0.341,0.0,0.00379,200000,202904.3155294496,2904.31552944961,1.014521577647248
2020-05-21,2,1.2281936908723863,0.0,0.3083,0.0,0.00385,200000,202904.3155294496,2904.31552944961,1.014521577647248
2020-05-22,0,0.3819211287734243,0.0,0.3254,0.0,0.00427,200000,202904.3155294496,2904.31552944961,1.014521577647248
2020-05-23,0,-0.6159133374209848,0.0,0.3191,0.0,0.00446,200000,202904.3155294496,2904.31552944961,1.014521577647248
2020-05-24,-2,-1.7930638804122883,0.0,0.3033,0.0,0.00468,200000,202904.3155294496,2904.31552944961,1.014521577647248
2020-05-25,-2,-2.0713582249336975,0.0,0.3318,0.0,0.00539,200000,202904.3155294496,2904.31552944961,1.014521577647248
2020-05-26,0,-0.8418612024319604,0.0,0.3408,0.0,0.00495,200000,202904.3155294496,2904.31552944961,1.014521577647248
2020-05-27,0,-0.5257639258188825,0.0,0.3388,0.0,0.00481,200000,202904.3155294496,2904.31552944961,1.014521577647248
2020-05-28,0,0.30715766916785975,0.0,0.3527,0.0,0.00469,200000,202904.3155294496,2904.31552944961,1.014521577647248
2020-05-29,0,-0.3121003261524558,0.0,0.3492,0.0,0.00489,200000,202904.3155294496,2904.31552944961,1.014521577647248
2020-05-30,0,-0.08788981536257413,0.0,0.3579,0.0,0.00493,200000,202904.3155294496,2904.31552944961,1.014521577647248
2020-05-31,0,-0.47030164653345713,0.0,0.3272,0.0,0.00465,200000,202904.3155294496,2904.31552944961,1.014521577647248
2020-06-01,0,-0.20584676857514556,0.0,0.3423,0.0,0.00477,200000,202904.3155294496,2904.31552944961,1.014521577647248
2020-06-02,0,-0.43996229878167187,0.0,0.338,0.0,0.00482,200000,202904.3155294496,2904.31552944961,1.014521577647248
2020-06-03,0,-0.5949115841878027,0.0,0.339,0.0,0.00491,200000,202904.3155294496,2904.31552944961,1.014521577647248
2020-06-04,-2,-1.875151605036404,0.0,0.3347,0.0,0.00561,200000,202904.3155294496,2904.31552944961,1.014521577647248
2020-06-05,0,-0.8896614409053875,0.0,0.3368,0.0,0.00512,200000,202904.3155294496,2904.31552944961,1.014521577647248
2020-06-06,-2,-1.475352075293654,0.0,0.3368,0.0,0.00555,200000,202904.3155294496,2904.31552944961,1.014521577647248
2020-06-07,-1,-1.1962449709465375,303748.9753434874,0.334,-18752709.383498117,0.00541,200000,202904.3155294496,2904.31552944961,1.014521577647248
2020-06-08,-1,-1.0013623733996189,303748.9753434874,0.335,-18752709.383498117,0.00537,200000,202457.95612945317,2457.956129453174,1.012289780647266
2020-06-09,-2,-1.4361341923191153,0.0,0.3333,0.0,0.00558,200000,206304.90040738476,6304.900407384761,1.0315245020369237
2020-06-10,0,-0.45999918978990023,0.0,0.3623,0.0,0.00557,200000,206304.90040738476,6304.900407384761,1.0315245020369237
2020-06-11,0,-0.009527510343682842,0.0,0.3213,0.0,0.0048,200000,206304.90040738476,6304.900407384761,1.0315245020369237
2020-06-12,0,-0.12405163403878113,0.0,0.33,0.0,0.00499,200000,206304.90040738476,6304.900407384761,1.0315245020369237
2020-06-13,0,-0.6819331742268878,0.0,0.3387,0.0,0.00534,200000,206304.90040738476,6304.900407384761,1.0315245020369237
2020-06-14,-2,-2.133904160177863,0.0,0.3221,0.0,0.00585,200000,206304.90040738476,6304.900407384761,1.0315245020369237
2020-06-15,-2,-1.6834163639142277,0.0,0.3151,0.0,0.00562,200000,206304.90040738476,6304.900407384761,1.0315245020369237
2020-06-16,-2,-2.465181558540512,0.0,0.316,0.0,0.00664,200000,206304.90040738476,6304.900407384761,1.0315245020369237
2020-06-17,-2,-1.952577743543378,0.0,0.324,0.0,0.00659,200000,206304.90040738476,6304.900407384761,1.0315245020369237
2020-06-18,-2,-1.3675116831714802,0.0,0.3255,0.0,0.00623,200000,206304.90040738476,6304.900407384761,1.0315245020369237
2020-06-19,-2,-1.3087770534930538,0.0,0.3201,0.0,0.00619,200000,206304.90040738476,6304.900407384761,1.0315245020369237
2020-06-20,-2,-1.2636377336022608,0.0,0.3197,0.0,0.00626,200000,206304.90040738476,6304.900407384761,1.0315245020369237
2020-06-21,-1,-1.1857210593437937,324378.77422544773,0.318,-16504392.03259078,0.00625,200000,206304.90040738476,6304.900407384761,1.0315245020369237
2020-06-22,-1,-0.9700511741363979,324378.77422544773,0.3262,-16504392.03259078,0.0063,200000,209790.02595766296,9790.025957662961,1.0489501297883148
2020-06-23,-1,-0.8328237304950112,324378.77422544773,0.3229,-16504392.03259078,0.00619,200000,206904.092879134,6904.0928791339975,1.03452046439567
2020-06-24,-1,-0.5938254993655138,324378.77422544773,0.3174,-16504392.03259078,0.00595,200000,201158.9555330723,1158.9555330722942,1.0057947776653615
2020-06-25,-1,-0.6906536686709897,324378.77422544773,0.3107,-16504392.03259078,0.00595,200000,198985.61774576176,-1014.3822542382404,0.9949280887288088
2020-06-26,-1,-0.7559493167844376,324378.77422544773,0.2998,-16504392.03259078,0.00584,200000,193634.4059831194,-6365.594016880612,0.9681720299155969
2020-06-27,-1,-0.4128628141487678,324378.77422544773,0.2818,-16504392.03259078,0.00531,200000,179048.2602697882,-20951.73973021179,0.8952413013489411
2020-06-28,-1,-0.5024629037899453,324378.77422544773,0.2876,-16504392.03259078,0.00552,200000,184395.57948713988,-15604.420512860117,0.9219778974356994
2020-06-29,-1,-0.5443182857337722,324378.77422544773,0.297,-16504392.03259078,0.00577,200000,191570.83797300677,-8429.162026993232,0.9578541898650338
2020-06-30,-1,-0.5293014528758662,324378.77422544773,0.2899,-16504392.03259078,0.00567,200000,187617.30947274703,-12382.69052725297,0.9380865473637352
2020-07-01,-1,-0.3367824778823262,324378.77422544773,0.2989,-16504392.03259078,0.00578,200000,192352.20156436105,-7647.79843563895,0.9617610078218053
2020-07-02,0,1.2084447423277802,0.0,0.3184,0.0,0.00562,200000,195777.3819171624,-4222.618082837609,0.9788869095858119
2020-07-03,2,2.3143036651622424,0.0,0.3391,0.0,0.00583,200000,195777.3819171624,-4222.618082837609,0.9788869095858119
2020-07-04,1,1.0862680885177862,-291508.90696420847,0.3358,16073676.676285911,0.00609,200000,195777.3819171624,-4222.618082837609,0.9788869095858119
2020-07-05,2,2.533725273224453,0.0,0.3461,0.0,0.00577,200000,203923.50019530524,3923.5001953052415,1.0196175009765263
2020-07-06,2,1.870280296772527,0.0,0.3522,0.0,0.006,200000,203923.50019530524,3923.5001953052415,1.0196175009765263
2020-07-07,2,3.1128769024559872,0.0,0.3935,0.0,0.00589,200000,203923.50019530524,3923.5001953052415,1.0196175009765263
2020-07-08,2,2.1177765484923614,0.0,0.3962,0.0,0.00613,200000,203923.50019530524,3923.5001953052415,1.0196175009765263
2020-07-09,2,1.2213649386646113,0.0,0.3891,0.0,0.00637,200000,203923.50019530524,3923.5001953052415,1.0196175009765263
2020-07-10,0,0.10472202584241772,0.0,0.402,0.0,0.00719,200000,203923.50019530524,3923.5001953052415,1.0196175009765263
2020-07-11,0,0.5193498482751623,0.0,0.4039,0.0,0.00694,200000,203923.50019530524,3923.5001953052415,1.0196175009765263
2020-07-12,1,1.0097571126655192,-256443.03344480036,0.3976,15638305.229701323,0.00652,200000,203923.50019530524,3923.5001953052415,1.0196175009765263
2020-07-13,1,1.1310542666388772,-256443.03344480036,0.4138,15638305.229701323,0.00666,200000,210267.2400692692,10267.240069269203,1.051336200346346
2020-07-14,1,0.5676575842789329,-256443.03344480036,0.4093,15638305.229701323,0.00685,200000,212084.52441241086,12084.524412410858,1.0604226220620543
2020-07-15,1,0.519457922223645,-256443.03344480036,0.401,15638305.229701323,0.0067,200000,207610.30145036383,7610.301450363826,1.038051507251819
2020-07-16,0,0.13170068254465522,0.0,0.3841,0.0,0.00658,200000,199523.22093001835,-476.7790699816542,0.9976161046500918
2020-07-17,0,0.04785390643480395,0.0,0.3909,0.0,0.00671,200000,199523.22093001835,-476.7790699816542,0.9976161046500918
2020-07-18,-2,-1.2980204465054355,0.0,0.388,0.0,0.00738,200000,199523.22093001835,-476.7790699816542,0.9976161046500918
2020-07-19,-2,-1.8665302429143422,0.0,0.4223,0.0,0.00848,200000,199523.22093001835,-476.7790699816542,0.9976161046500918
2020-07-20,-2,-2.880782971792045,0.0,0.3998,0.0,0.00963,200000,199523.22093001835,-476.7790699816542,0.9976161046500918
2020-07-21,-2,-1.9591857301464355,0.0,0.4123,0.0,0.0091,200000,199523.22093001835,-476.7790699816542,0.9976161046500918
2020-07-22,-2,-2.8093107586661046,0.0,0.4131,0.0,0.0124,200000,199523.22093001835,-476.7790699816542,0.9976161046500918
2020-07-23,-2,-2.147197749964278,0.0,0.4083,0.0,0.01174,200000,199523.22093001835,-476.7790699816542,0.9976161046500918
2020-07-24,-2,-1.7328074929392019,0.0,0.3938,0.0,0.01089,200000,199523.22093001835,-476.7790699816542,0.9976161046500918
2020-07-25,-2,-1.4820973479730841,0.0,0.399,0.0,0.01087,200000,199523.22093001835,-476.7790699816542,0.9976161046500918
2020-07-26,-2,-1.3112512722364793,0.0,0.3863,0.0,0.01048,200000,199523.22093001835,-476.7790699816542,0.9976161046500918
2020-07-27,0,-0.7697858036269075,0.0,0.3695,0.0,0.00879,200000,199523.22093001835,-476.7790699816542,0.9976161046500918
2020-07-28,0,-0.847949587866817,0.0,0.3794,0.0,0.00943,200000,199523.22093001835,-476.7790699816542,0.9976161046500918
2020-07-29,0,-0.6554321119937988,0.0,0.3768,0.0,0.00909,200000,199523.22093001835,-476.7790699816542,0.9976161046500918
2020-07-30,0,-0.7664466190464805,0.0,0.3715,0.0,0.00941,200000,199523.22093001835,-476.7790699816542,0.9976161046500918
2020-07-31,0,-0.4943773109968829,0.0,0.3738,0.0,0.00899,200000,199523.22093001835,-476.7790699816542,0.9976161046500918
2020-08-01,0,-0.4059780857182764,0.0,0.3814,0.0,0.00914,200000,199523.22093001835,-476.7790699816542,0.9976161046500918
2020-08-02,0,-0.22444058233640815,0.0,0.3742,0.0,0.00877,200000,199523.22093001835,-476.7790699816542,0.9976161046500918
2020-08-03,0,-0.12199225769458784,0.0,0.3754,0.0,0.00877,200000,199523.22093001835,-476.7790699816542,0.9976161046500918
