date,statusList,zscore,DASHUSDT_position,DASHUSDT_price,ZILUSDT_position,ZILUSDT_price,init,total_asset,pnl,return
2020-03-15,-1,-1.117592811818133,2224.732990367233,47.31,-28601118.960400485,0.00368,200000,210504.2355485476,10504.235548547585,1.052521177742738
2020-03-16,-1,-0.958132424411104,2224.732990367233,43.12,-28601118.960400485,0.00334,200000,191458.2238723727,-8541.776127627294,0.9572911193618635
2020-03-17,-1,-0.8677510063829151,2224.732990367233,45.57,-28601118.960400485,0.00353,200000,202343.03230124852,2343.032301248517,1.0117151615062425
2020-03-18,0,3.1642156034576376,0.0,62.64,0.0,0.00352,200000,171822.89977255382,-28177.10022744618,0.8591144988627691
2020-03-19,2,1.6629173710228593,0.0,65.47,0.0,0.00406,200000,171822.89977255382,-28177.10022744618,0.8591144988627691
2020-03-20,2,2.5383752625580973,0.0,71.78,0.0,0.00392,200000,171822.89977255382,-28177.10022744618,0.8591144988627691
2020-03-21,2,2.0673821183935894,0.0,71.37,0.0,0.00392,200000,171822.89977255382,-28177.10022744618,0.8591144988627691
2020-03-22,2,1.4690885749439069,0.0,62.44,0.0,0.00359,200000,171822.89977255382,-28177.10022744618,0.8591144988627691
2020-03-23,2,1.6668143263282817,0.0,70.87,0.0,0.00388,200000,171822.89977255382,-28177.10022744618,0.8591144988627691
2020-03-24,2,1.2686387549278497,0.0,69.53,0.0,0.00393,200000,171822.89977255382,-28177.10022744618,0.8591144988627691
2020-03-25,1,1.0647965204697816,-1268.6274348239356,67.72,22142126.25934972,0.00388,200000,171822.89977255382,-28177.10022744618,0.8591144988627691
2020-03-26,1,0.913991312128101,-1268.6274348239356,68.23,22142126.25934972,0.00394,200000,173798.42733987502,-26201.572660124977,0.8689921366993751
2020-03-27,1,1.1783539545204553,-1268.6274348239356,67.59,22142126.25934972,0.0037,200000,167672.39547934377,-32327.604520656227,0.8383619773967188
2020-03-28,1,0.6846622265627182,-1268.6274348239356,65.21,22142126.25934972,0.00378,200000,166424.43228521076,-33575.56771478924,0.8321221614260538
2020-03-29,1,0.5585628887121125,-1268.6274348239356,60.46,22142126.25934972,0.00353,200000,154862.92040495964,-45137.079595040355,0.7743146020247982
2020-03-30,1,0.5854294293474582,-1268.6274348239356,65.81,22142126.25934972,0.00379,200000,167407.03000869864,-32592.96999130136,0.8370351500434932
2020-03-31,1,0.34584853257898573,-1268.6274348239356,64.97,22142126.25934972,0.00382,200000,167005.64675122703,-32994.35324877297,0.8350282337561352
2020-04-01,1,0.3097169973517741,-1268.6274348239356,66.03,22142126.25934972,0.00387,200000,169457.49814510788,-30542.50185489212,0.8472874907255394
2020-04-02,1,0.2427178917912781,-1268.6274348239356,67.51,22142126.25934972,0.00396,200000,173327.85811198878,-26672.141888011218,0.8666392905599439
2020-04-03,0,0.16632719382433875,0.0,67.4,0.0,0.00395,200000,169866.9901552557,-30133.009844744287,0.8493349507762786
2020-04-04,0,-0.12588694932162423,0.0,68.46,0.0,0.00408,200000,169866.9901552557,-30133.009844744287,0.8493349507762786
2020-04-05,-2,-1.3573141110887055,0.0,66.89,0.0,0.00433,200000,169866.9901552557,-30133.009844744287,0.8493349507762786
2020-04-06,-2,-2.0783795447087026,0.0,73.19,0.0,0.00471,200000,169866.9901552557,-30133.009844744287,0.8493349507762786
2020-04-07,-2,-1.438948018358821,0.0,72.22,0.0,0.00454,200000,169866.9901552557,-30133.009844744287,0.8493349507762786
2020-04-08,0,-0.9877725506464287,0.0,75.52,0.0,0.00463,200000,169866.9901552557,-30133.009844744287,0.8493349507762786
2020-04-09,0,0.9031425983742156,0.0,82.83,0.0,0.00464,200000,169866.9901552557,-30133.009844744287,0.8493349507762786
2020-04-10,0,0.8564025206706786,0.0,74.1,0.0,0.00417,200000,169866.9901552557,-30133.009844744287,0.8493349507762786
2020-04-11,0,0.6214682552026096,0.0,74.97,0.0,0.00426,200000,169866.9901552557,-30133.009844744287,0.8493349507762786
2020-04-12,0,0.5975170989673174,0.0,74.1,0.0,0.00423,200000,169866.9901552557,-30133.009844744287,0.8493349507762786
2020-04-13,0,0.9514657788574339,0.0,73.13,0.0,0.00411,200000,169866.9901552557,-30133.009844744287,0.8493349507762786
2020-04-14,0,0.5208249367060498,0.0,72.32,0.0,0.00414,200000,169866.9901552557,-30133.009844744287,0.8493349507762786
2020-04-15,0,0.7598147006339392,0.0,70.7,0.0,0.004,200000,169866.9901552557,-30133.009844744287,0.8493349507762786
2020-04-16,0,0.9669802742555563,0.0,76.09,0.0,0.00428,200000,169866.9901552557,-30133.009844744287,0.8493349507762786
2020-04-17,2,1.3633941851891993,0.0,76.31,0.0,0.0042,200000,169866.9901552557,-30133.009844744287,0.8493349507762786
2020-04-18,2,1.2480986676643728,0.0,80.16,0.0,0.00441,200000,169866.9901552557,-30133.009844744287,0.8493349507762786
2020-04-19,2,1.8651573472264655,0.0,80.23,0.0,0.00424,200000,169866.9901552557,-30133.009844744287,0.8493349507762786
2020-04-20,1,1.195518516155081,-1143.2695528015595,74.29,21075308.95226498,0.00403,200000,169866.9901552557,-30133.009844744287,0.8493349507762786
2020-04-21,1,0.7497451370475583,-1143.2695528015595,74.48,21075308.95226498,0.00412,200000,171980.98917599188,-28019.010824008117,0.8599049458799595
2020-04-22,2,1.635293370830378,0.0,80.8,0.0,0.00422,200000,173305.3662430635,-26694.6337569365,0.8665268312153175
2020-04-23,1,1.1426349294723246,-1066.363316779864,81.26,20012167.002663225,0.00433,200000,173305.3662430635,-26694.6337569365,0.8665268312153175
2020-04-24,0,-0.0897100879360658,0.0,81.37,0.0,0.00465,200000,167018.77276705706,-32981.22723294294,0.8350938638352853
2020-04-25,0,0.21064756999341103,0.0,85.78,0.0,0.00479,200000,167018.77276705706,-32981.22723294294,0.8350938638352853
2020-04-26,-2,-1.4588375857815032,0.0,84.12,0.0,0.00507,200000,167018.77276705706,-32981.22723294294,0.8350938638352853
2020-04-27,-2,-1.798324251054981,0.0,82.75,0.0,0.00503,200000,167018.77276705706,-32981.22723294294,0.8350938638352853
2020-04-28,-2,-1.7822079957837937,0.0,82.21,0.0,0.00498,200000,167018.77276705706,-32981.22723294294,0.8350938638352853
2020-04-29,-2,-2.1478580914348258,0.0,85.36,0.0,0.00537,200000,167018.77276705706,-32981.22723294294,0.8350938638352853
2020-04-30,-2,-2.6996367974950743,0.0,80.74,0.0,0.00553,200000,167018.77276705706,-32981.22723294294,0.8350938638352853
2020-05-01,-2,-2.523048792814937,0.0,82.95,0.0,0.00595,200000,167018.77276705706,-32981.22723294294,0.8350938638352853
2020-05-02,-2,-2.31791855222751,0.0,83.26,0.0,0.00621,200000,167018.77276705706,-32981.22723294294,0.8350938638352853
2020-05-03,-2,-1.9600238575350222,0.0,81.07,0.0,0.00606,200000,167018.77276705706,-32981.22723294294,0.8350938638352853
2020-05-04,-2,-2.446002094867016,0.0,79.54,0.0,0.0071,200000,167018.77276705706,-32981.22723294294,0.8350938638352853
2020-05-05,-2,-2.4514787360325525,0.0,79.37,0.0,0.00826,200000,167018.77276705706,-32981.22723294294,0.8350938638352853
2020-05-06,-2,-1.6999214933933757,0.0,77.11,0.0,0.00706,200000,167018.77276705706,-32981.22723294294,0.8350938638352853
2020-05-07,-2,-1.4490363754567452,0.0,78.76,0.0,0.00709,200000,167018.77276705706,-32981.22723294294,0.8350938638352853
2020-05-08,-1,-1.1448734239215441,1020.897144052916,81.8,-11895923.986257626,0.00702,200000,167018.77276705706,-32981.22723294294,0.8350938638352853
2020-05-09,-1,-1.1970780334848266,1020.897144052916,79.59,-11895923.986257626,0.00717,200000,166546.97867663877,-33453.02132336123,0.8327348933831938
2020-05-10,-2,-1.260600971918443,0.0,72.1,0.0,0.00688,200000,175256.04570629427,-24743.954293705727,0.8762802285314714
2020-05-11,-2,-1.2898564871078326,0.0,69.73,0.0,0.00701,200000,175256.04570629427,-24743.954293705727,0.8762802285314714
2020-05-12,-2,-1.2829152394697967,0.0,73.31,0.0,0.00762,200000,175256.04570629427,-24743.954293705727,0.8762802285314714
2020-05-13,-2,-1.6941956532826499,0.0,73.81,0.0,0.00942,200000,175256.04570629427,-24743.954293705727,0.8762802285314714
2020-05-14,-2,-1.7152323819719013,0.0,74.56,0.0,0.01046,200000,175256.04570629427,-24743.954293705727,0.8762802285314714
2020-05-15,-2,-1.5485876621869912,0.0,72.44,0.0,0.01004,200000,175256.04570629427,-24743.954293705727,0.8762802285314714
2020-05-16,-2,-1.5335898466644922,0.0,73.71,0.0,0.01089,200000,175256.04570629427,-24743.954293705727,0.8762802285314714
2020-05-17,-2,-1.313994643502295,0.0,75.03,0.0,0.01058,200000,175256.04570629427,-24743.954293705727,0.8762802285314714
2020-05-18,-1,-1.0548953240598185,1149.9740531909072,76.2,-8789169.79469881,0.00997,200000,175256.04570629427,-24743.954293705727,0.8762802285314714
2020-05-19,-1,-0.9050248322154353,1149.9740531909072,77.15,-8789169.79469881,0.00979,200000,174766.47049377987,-25233.529506220133,0.8738323524688993
2020-05-20,-1,-0.7274388640637356,1149.9740531909072,78.35,-8789169.79469881,0.00962,200000,174652.28049251012,-25347.719507489877,0.8732614024625506
2020-05-21,-1,-0.9386191858858149,1149.9740531909072,73.09,-8789169.79469881,0.00975,200000,169746.0090460368,-30253.99095396319,0.848730045230184
2020-05-22,-1,-0.8888711386508851,1149.9740531909072,74.77,-8789169.79469881,0.01003,200000,174138.93299791322,-25861.067002086784,0.870694664989566
2020-05-23,-1,-0.8140735708284571,1149.9740531909072,73.87,-8789169.79469881,0.00985,200000,171521.9057869956,-28478.0942130044,0.857609528934978
2020-05-24,-1,-0.8575253057295145,1149.9740531909072,71.67,-8789169.79469881,0.00985,200000,168991.9628699756,-31008.0371300244,0.844959814349878
2020-05-25,-2,-1.4869897376414607,0.0,73.6,0.0,0.01246,200000,200131.01103339068,131.01103339067777,1.0006550551669533
2020-05-26,-2,-1.3654136957017808,0.0,72.61,0.0,0.01237,200000,200131.01103339068,131.01103339067777,1.0006550551669533
2020-05-27,-1,-1.1936811173940411,1359.5856727811868,73.6,-8148656.801033823,0.01228,200000,200131.01103339068,131.01103339067777,1.0006550551669533
2020-05-28,-1,-1.1048577743007546,1359.5856727811868,75.06,-8148656.801033823,0.01237,200000,202849.3852277443,2849.385227744293,1.0142469261387215
2020-05-29,-1,-1.1548863434651742,1359.5856727811868,74.16,-8148656.801033823,0.01248,200000,202522.1103703549,2522.1103703549015,1.0126105518517745
2020-05-30,-1,-1.1569621194442752,1359.5856727811868,79.01,-8148656.801033823,0.01339,200000,216531.37857228448,16531.378572284477,1.0826568928614224
2020-05-31,-2,-1.7325637536575558,0.0,76.33,0.0,0.01475,200000,216546.52444525156,16546.52444525156,1.0827326222262579
2020-06-01,-2,-1.9263265564920953,0.0,80.06,0.0,0.01626,200000,216546.52444525156,16546.52444525156,1.0827326222262579
2020-06-02,-2,-2.150668687868915,0.0,78.26,0.0,0.01824,200000,216546.52444525156,16546.52444525156,1.0827326222262579
2020-06-03,-2,-1.8040579185423962,0.0,78.2,0.0,0.01804,200000,216546.52444525156,16546.52444525156,1.0827326222262579
2020-06-04,-2,-1.266867222874697,0.0,78.6,0.0,0.01641,200000,216546.52444525156,16546.52444525156,1.0827326222262579
2020-06-05,-2,-1.4608884115574023,0.0,77.81,0.0,0.01799,200000,216546.52444525156,16546.52444525156,1.0827326222262579
2020-06-06,-2,-1.6937409685836855,0.0,78.3,0.0,0.02121,200000,216546.52444525156,16546.52444525156,1.0827326222262579
2020-06-07,-2,-1.620466234119771,0.0,77.99,0.0,0.02231,200000,216546.52444525156,16546.52444525156,1.0827326222262579
2020-06-08,-2,-1.3742483355037154,0.0,77.77,0.0,0.02132,200000,216546.52444525156,16546.52444525156,1.0827326222262579
2020-06-09,-2,-1.569741337797327,0.0,77.42,0.0,0.02443,200000,216546.52444525156,16546.52444525156,1.0827326222262579
2020-06-10,-2,-1.6084990561667831,0.0,78.21,0.0,0.0273,200000,216546.52444525156,16546.52444525156,1.0827326222262579
2020-06-11,-2,-1.4544409139773105,0.0,72.24,0.0,0.02497,200000,216546.52444525156,16546.52444525156,1.0827326222262579
2020-06-12,-2,-1.404632754760282,0.0,73.27,0.0,0.02594,200000,216546.52444525156,16546.52444525156,1.0827326222262579
2020-06-13,-1,-1.0082321917720969,1459.6018094179801,74.18,-4763451.923564707,0.02273,200000,216546.52444525156,16546.52444525156,1.0827326222262579
2020-06-14,-1,-0.9879948428915069,1459.6018094179801,72.56,-4763451.923564707,0.02291,200000,215039.39086023608,15039.390860236075,1.0751969543011803
2020-06-15,-1,-1.1381695943373527,1459.6018094179801,71.77,-4763451.923564707,0.02513,200000,224461.16870110953,24461.168701109535,1.1223058435055477
2020-06-16,-1,-1.0197433159744214,1459.6018094179801,72.63,-4763451.923564707,0.02515,200000,225811.69529568026,25811.695295680256,1.1290584764784013
2020-06-17,-1,-0.752162971263367,1459.6018094179801,72.42,-4763451.923564707,0.0233,200000,216692.79285710782,16692.792857107823,1.083463964285539
2020-06-18,-1,-0.35403990065309054,1459.6018094179801,71.46,-4763451.923564707,0.02082,200000,203478.21434962604,3478.2143496260396,1.0173910717481303
2020-06-19,0,0.12648157328639015,0.0,70.1,0.0,0.01875,200000,203543.1611718894,3543.1611718893982,1.017715805859447
2020-06-20,0,0.2036214425228221,0.0,71.01,0.0,0.01917,200000,203543.1611718894,3543.1611718893982,1.017715805859447
2020-06-21,0,0.05081157187243454,0.0,70.14,0.0,0.01987,200000,203543.1611718894,3543.1611718893982,1.017715805859447
2020-06-22,0,0.25859050624257574,0.0,72.33,0.0,0.02005,200000,203543.1611718894,3543.1611718893982,1.017715805859447
2020-06-23,0,0.7089729759657415,0.0,74.01,0.0,0.01946,200000,203543.1611718894,3543.1611718893982,1.017715805859447
2020-06-24,0,0.7879313922840839,0.0,72.42,0.0,0.01953,200000,203543.1611718894,3543.1611718893982,1.017715805859447
2020-06-25,1,1.1680077674983909,-1431.1852142588202,71.11,5404757.333294992,0.01883,200000,203543.1611718894,3543.1611718893982,1.017715805859447
2020-06-26,2,1.570033728289448,0.0,70.68,0.0,0.01784,200000,208278.46128972017,8278.461289720173,1.0413923064486008
2020-06-27,2,1.9342457783239153,0.0,66.92,0.0,0.01585,200000,208278.46128972017,8278.461289720173,1.0413923064486008
2020-06-28,0,0.8576325212555124,0.0,67.7,0.0,0.01791,200000,208278.46128972017,8278.461289720173,1.0413923064486008
2020-06-29,0,0.8713134375342027,0.0,68.93,0.0,0.01803,200000,208278.46128972017,8278.461289720173,1.0413923064486008
2020-06-30,0,0.9864498586612945,0.0,68.11,0.0,0.0174,200000,208278.46128972017,8278.461289720173,1.0413923064486008
2020-07-01,0,0.90953106373602,0.0,68.31,0.0,0.01743,200000,208278.46128972017,8278.461289720173,1.0413923064486008
2020-07-02,0,0.663445667020957,0.0,66.62,0.0,0.01731,200000,208278.46128972017,8278.461289720173,1.0413923064486008
2020-07-03,0,0.7289553649205972,0.0,66.46,0.0,0.01703,200000,208278.46128972017,8278.461289720173,1.0413923064486008
2020-07-04,0,-0.354245503567144,0.0,67.63,0.0,0.01917,200000,208278.46128972017,8278.461289720173,1.0413923064486008
2020-07-05,0,-0.30815663171332225,0.0,67.24,0.0,0.01869,200000,208278.46128972017,8278.461289720173,1.0413923064486008
2020-07-06,0,-0.15533676745565453,0.0,70.26,0.0,0.01902,200000,208278.46128972017,8278.461289720173,1.0413923064486008
2020-07-07,-2,-1.6510121270790041,0.0,69.92,0.0,0.02042,200000,208278.46128972017,8278.461289720173,1.0413923064486008
2020-07-08,-2,-1.3956206928502857,0.0,72.7,0.0,0.02088,200000,208278.46128972017,8278.461289720173,1.0413923064486008
2020-07-09,0,-0.5887716956344856,0.0,71.86,0.0,0.0198,200000,208278.46128972017,8278.461289720173,1.0413923064486008
2020-07-10,0,-0.4762011723449485,0.0,71.75,0.0,0.01967,200000,208278.46128972017,8278.461289720173,1.0413923064486008
2020-07-11,0,-0.5965500922040633,0.0,72.68,0.0,0.02001,200000,208278.46128972017,8278.461289720173,1.0413923064486008
2020-07-12,0,-0.24390305161611006,0.0,72.05,0.0,0.01945,200000,208278.46128972017,8278.461289720173,1.0413923064486008
2020-07-13,0,-0.8034937517966062,0.0,71.84,0.0,0.02003,200000,208278.46128972017,8278.461289720173,1.0413923064486008
2020-07-14,0,-0.5454495270593345,0.0,71.82,0.0,0.01978,200000,208278.46128972017,8278.461289720173,1.0413923064486008
2020-07-15,0,-0.06665496211600709,0.0,71.12,0.0,0.01912,200000,208278.46128972017,8278.461289720173,1.0413923064486008
2020-07-16,0,0.6587147065011512,0.0,69.28,0.0,0.018,200000,208278.46128972017,8278.461289720173,1.0413923064486008
2020-07-17,0,0.9230427063579173,0.0,69.58,0.0,0.0181,200000,208278.46128972017,8278.461289720173,1.0413923064486008
2020-07-18,1,1.0174757533752825,-1504.9021769488452,69.2,5817834.114237994,0.0179,200000,208278.46128972017,8278.461289720173,1.0413923064486008
2020-07-19,2,1.3541111178763199,0.0,70.35,0.0,0.0179,200000,210009.09879321133,10009.098793211335,1.0500454939660566
2020-07-20,2,1.6594515516142236,0.0,68.86,0.0,0.01725,200000,210009.09879321133,10009.098793211335,1.0500454939660566
2020-07-21,2,1.3837091641817636,0.0,71.09,0.0,0.01799,200000,210009.09879321133,10009.098793211335,1.0500454939660566
2020-07-22,1,1.0352068730871309,-1430.9696020251522,73.38,5579412.826599663,0.01882,200000,210009.09879321133,10009.098793211335,1.0500454939660566
2020-07-23,0,0.09719948274153324,0.0,73.35,0.0,0.01965,200000,205335.25705907284,5335.257059072843,1.0266762852953641
2020-07-24,1,1.0404654101811455,-1427.12855893156,71.94,5570679.7899911245,0.01843,200000,205335.25705907284,5335.257059072843,1.0266762852953641
2020-07-25,2,1.5412744542403038,0.0,74.65,0.0,0.01858,200000,208367.1734852787,8367.173485278705,1.0418358674263934
2020-07-26,2,2.0962576577820204,0.0,75.3,0.0,0.01798,200000,208367.1734852787,8367.173485278705,1.0418358674263934
2020-07-27,2,3.0074669277527577,0.0,77.55,0.0,0.01692,200000,208367.1734852787,8367.173485278705,1.0418358674263934
2020-07-28,2,2.058689538071365,0.0,79.82,0.0,0.018,200000,208367.1734852787,8367.173485278705,1.0418358674263934
2020-07-29,2,2.2095637714956067,0.0,81.38,0.0,0.01767,200000,208367.1734852787,8367.173485278705,1.0418358674263934
2020-07-30,2,1.5306335955466246,0.0,81.15,0.0,0.01819,200000,208367.1734852787,8367.173485278705,1.0418358674263934
2020-07-31,2,1.6777777865171848,0.0,82.45,0.0,0.01799,200000,208367.1734852787,8367.173485278705,1.0418358674263934
2020-08-01,2,2.322022441619757,0.0,93.13,0.0,0.01867,200000,208367.1734852787,8367.173485278705,1.0418358674263934
