date,statusList,zscore,ONGUSDT_position,ONGUSDT_price,VETUSDT_position,VETUSDT_price,init,total_asset,pnl,return
2020-03-03,-1,-0.8151430729995831,748514.0268740859,0.1319,-16844820.013479427,0.005773,200000,195974.14608250867,-4025.8539174913312,0.9798707304125434
2020-03-04,-2,-1.3133506506241042,0.0,0.1308,0.0,0.006035,200000,197468.2842212313,-2531.715778768703,0.9873414211061565
2020-03-05,-1,-1.0240036039425342,731364.01563419,0.135,-16109339.551413877,0.006129,200000,197468.2842212313,-2531.715778768703,0.9873414211061565
2020-03-06,-1,-0.9736078286402953,731364.01563419,0.1355,-16109339.551413877,0.00614,200000,198011.16896411395,-1988.8310358860472,0.9900558448205697
2020-03-07,-1,-0.8763300729147905,731364.01563419,0.128,-16109339.551413877,0.005788,200000,186855.45132475984,-13144.548675240163,0.9342772566237991
2020-03-08,0,0.23945773582778376,0.0,0.1111,0.0,0.004698,200000,191895.41929681518,-8104.5807031848235,0.9594770964840759
2020-03-09,0,0.9872690219465299,0.0,0.1145,0.0,0.004674,200000,191895.41929681518,-8104.5807031848235,0.9594770964840759
2020-03-10,1,1.131972048944523,-835054.0439374029,0.1149,20453572.724026345,0.004691,200000,191895.41929681518,-8104.5807031848235,0.9594770964840759
2020-03-11,2,1.4312501364963286,0.0,0.1106,0.0,0.004462,200000,192988.55506168638,-7011.444938313623,0.9649427753084319
2020-03-12,1,1.1155252115907093,-1741773.9626505992,0.0554,42266437.81464879,0.002283,200000,192988.55506168638,-7011.444938313623,0.9649427753084319
2020-03-13,0,-1.1503111179768184,0.0,0.0616,0.0,0.002823,200000,180963.67721020977,-19036.322789790225,0.9048183860510489
2020-03-14,2,1.8129357301701132,0.0,0.0637,0.0,0.002545,200000,180963.67721020977,-19036.322789790225,0.9048183860510489
2020-03-15,2,3.682346342025037,0.0,0.0796,0.0,0.002524,200000,180963.67721020977,-19036.322789790225,0.9048183860510489
2020-03-16,2,1.9469070767475447,0.0,0.0645,0.0,0.00226,200000,180963.67721020977,-19036.322789790225,0.9048183860510489
2020-03-17,2,1.2289615850327695,0.0,0.0669,0.0,0.002467,200000,180963.67721020977,-19036.322789790225,0.9048183860510489
2020-03-18,0,0.7626243485522317,0.0,0.0665,0.0,0.002544,200000,180963.67721020977,-19036.322789790225,0.9048183860510489
2020-03-19,0,0.9870838869021505,0.0,0.0784,0.0,0.002907,200000,180963.67721020977,-19036.322789790225,0.9048183860510489
2020-03-20,2,1.6448240642523022,0.0,0.0833,0.0,0.002845,200000,180963.67721020977,-19036.322789790225,0.9048183860510489
2020-03-21,1,1.1413277936186226,-1106134.9462726759,0.0818,31232943.943771105,0.002897,200000,180963.67721020977,-19036.322789790225,0.9048183860510489
2020-03-22,1,0.8513380322431615,-1106134.9462726759,0.0722,31232943.943771105,0.00261,200000,161380.92681412978,-38619.07318587022,0.8069046340706489
2020-03-23,1,0.8382379015504308,-1106134.9462726759,0.0797,31232943.943771105,0.002859,200000,177453.94195317384,-22546.05804682616,0.8872697097658692
2020-03-24,1,0.39887316802293155,-1106134.9462726759,0.0821,31232943.943771105,0.00306,200000,186386.48755692627,-13613.512443073734,0.9319324377846313
2020-03-25,1,0.30385107732674826,-1106134.9462726759,0.0818,31232943.943771105,0.003056,200000,185929.7152972694,-14070.284702730598,0.929648576486347
2020-03-26,1,0.3146329120103482,-1106134.9462726759,0.0831,31232943.943771105,0.003079,200000,188086.0484381306,-11913.951561869413,0.940430242190653
2020-03-27,0,0.04481792461530769,0.0,0.0796,0.0,0.002998,200000,175375.65299008897,-24624.347009911027,0.8768782649504449
2020-03-28,0,-0.02641153810961653,0.0,0.0788,0.0,0.002969,200000,175375.65299008897,-24624.347009911027,0.8768782649504449
2020-03-29,1,1.0292746791073255,-1111379.2965151393,0.0789,32226323.592445605,0.002721,200000,175375.65299008897,-24624.347009911027,0.8768782649504449
2020-03-30,1,0.7001441913600392,-1111379.2965151393,0.0835,32226323.592445605,0.002933,200000,187319.97835565708,-12680.021644342924,0.9365998917782854
2020-03-31,0,-0.12893763187264076,0.0,0.0835,0.0,0.003108,200000,168016.4105237822,-31983.589476217807,0.840082052618911
2020-04-01,0,-0.4915099000114446,0.0,0.0829,0.0,0.003153,200000,168016.4105237822,-31983.589476217807,0.840082052618911
2020-04-02,0,-0.8985065711038468,0.0,0.0844,0.0,0.003228,200000,168016.4105237822,-31983.589476217807,0.840082052618911
2020-04-03,-1,-1.0988765281106492,991832.4115925749,0.0847,-25769388.11714451,0.00326,200000,168016.4105237822,-31983.589476217807,0.840082052618911
2020-04-04,-1,-0.9015546106985892,991832.4115925749,0.0854,-25769388.11714451,0.003245,200000,168324.15239013985,-31675.847609860153,0.8416207619506992
2020-04-05,-1,-0.9319140767493544,991832.4115925749,0.0846,-25769388.11714451,0.00323,200000,167144.1456391086,-32855.85436089139,0.835720728195543
2020-04-06,-2,-2.1729710582406856,0.0,0.0892,0.0,0.003643,200000,173422.84032048195,-26577.159679518052,0.8671142016024097
2020-04-07,-2,-2.7794190960297893,0.0,0.0877,0.0,0.003872,200000,173422.84032048195,-26577.159679518052,0.8671142016024097
2020-04-08,-2,-2.1519601273232443,0.0,0.091,0.0,0.003979,200000,173422.84032048195,-26577.159679518052,0.8671142016024097
2020-04-09,-2,-1.5687466756205446,0.0,0.0912,0.0,0.003866,200000,173422.84032048195,-26577.159679518052,0.8671142016024097
2020-04-10,-2,-1.814253752193406,0.0,0.0818,0.0,0.003608,200000,173422.84032048195,-26577.159679518052,0.8671142016024097
2020-04-11,-2,-1.63774433680077,0.0,0.083,0.0,0.003679,200000,173422.84032048195,-26577.159679518052,0.8671142016024097
2020-04-12,-2,-1.243793433040821,0.0,0.0849,0.0,0.003681,200000,173422.84032048195,-26577.159679518052,0.8671142016024097
2020-04-13,-1,-1.1262881593135035,1042204.5692336656,0.0832,-24026439.501313653,0.003609,200000,173422.84032048195,-26577.159679518052,0.8671142016024097
2020-04-14,-1,-1.0699658342676053,1042204.5692336656,0.0841,-24026439.501313653,0.003667,200000,175754.35792386843,-24245.642076131568,0.8787717896193421
2020-04-15,-2,-1.2647464876013201,0.0,0.0813,0.0,0.003658,200000,176580.3245375903,-23419.67546240971,0.8829016226879515
2020-04-16,-1,-1.1686151291880653,1041157.573924471,0.0848,-23064305.712851398,0.003828,200000,176580.3245375903,-23419.67546240971,0.8829016226879515
2020-04-17,-1,-1.0130234974070298,1041157.573924471,0.0842,-23064305.712851398,0.003783,200000,174917.7362361573,-25082.263763842697,0.8745886811807865
2020-04-18,-1,-1.1054092841836716,1041157.573924471,0.087,-23064305.712851398,0.003968,200000,182099.87400002332,-17900.125999976677,0.9104993700001166
2020-04-19,-1,-1.0727967415635564,1041157.573924471,0.0855,-23064305.712851398,0.003904,200000,179062.02207351412,-20937.97792648588,0.8953101103675706
2020-04-20,0,-0.1548343765293045,0.0,0.0852,0.0,0.003644,200000,171920.02925685587,-28079.970743144135,0.8596001462842793
2020-04-21,0,-0.577124017205702,0.0,0.083,0.0,0.003677,200000,171920.02925685587,-28079.970743144135,0.8596001462842793
2020-04-22,0,-0.9573099866770347,0.0,0.0853,0.0,0.003898,200000,171920.02925685587,-28079.970743144135,0.8596001462842793
2020-04-23,-1,-1.0142812305183642,1001864.9723592999,0.0858,-21751015.847274277,0.003952,200000,171920.02925685587,-28079.970743144135,0.8596001462842793
2020-04-24,-1,-1.095091156392431,1001864.9723592999,0.0883,-21751015.847274277,0.004085,200000,177317.57679544162,-22682.423204558378,0.8865878839772081
2020-04-25,-2,-1.6511574487005047,0.0,0.0897,0.0,0.004216,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-04-26,-2,-2.0396299335335217,0.0,0.0938,0.0,0.00448,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-04-27,-2,-1.778750921432711,0.0,0.0911,0.0,0.004356,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-04-28,0,-0.9086752075447201,0.0,0.0922,0.0,0.004287,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-04-29,-2,-2.448570646128361,0.0,0.095,0.0,0.004766,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-04-30,0,-0.9904203201265863,0.0,0.0918,0.0,0.004353,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-05-01,0,-0.13178851403310862,0.0,0.0967,0.0,0.004437,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-05-02,2,1.395217017900592,0.0,0.1043,0.0,0.004515,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-05-03,0,0.7336372925170302,0.0,0.0974,0.0,0.004332,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-05-04,0,-0.8499275298416648,0.0,0.0938,0.0,0.004444,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-05-05,0,-0.9442945999744997,0.0,0.0926,0.0,0.004419,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-05-06,0,-0.5303714238127214,0.0,0.0903,0.0,0.00425,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-05-07,-2,-1.3507578803520426,0.0,0.0922,0.0,0.00451,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-05-08,-2,-1.587512806313266,0.0,0.0959,0.0,0.004783,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-05-09,-2,-1.2126403100637069,0.0,0.0922,0.0,0.004549,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-05-10,2,2.3283086168539615,0.0,0.0988,0.0,0.004165,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-05-11,0,0.6519731476294025,0.0,0.0906,0.0,0.004113,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-05-12,0,0.16309142894970657,0.0,0.0914,0.0,0.004243,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-05-13,0,-0.7480852009802442,0.0,0.0919,0.0,0.004459,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-05-14,0,-0.880606458283677,0.0,0.0917,0.0,0.004494,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-05-15,0,-0.7603589277614814,0.0,0.0896,0.0,0.004377,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-05-16,0,-0.5360214073893627,0.0,0.092,0.0,0.004449,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-05-17,0,-0.46384448118390925,0.0,0.0918,0.0,0.004426,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-05-18,0,0.043555170183590855,0.0,0.0953,0.0,0.004487,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-05-19,0,-0.26136353229032677,0.0,0.0952,0.0,0.004534,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-05-20,0,0.9995708077974012,0.0,0.1009,0.0,0.004525,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-05-21,2,2.0590414160637533,0.0,0.1005,0.0,0.004237,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-05-22,2,1.813758459332254,0.0,0.1092,0.0,0.00464,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-05-23,0,0.8367072794254596,0.0,0.1032,0.0,0.004609,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-05-24,0,0.49948776644132453,0.0,0.0985,0.0,0.004467,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-05-25,1,1.0879022859944416,-750237.5822466969,0.1158,17155906.797821388,0.005064,200000,173755.024048335,-26244.975951664994,0.868775120241675
2020-05-26,2,3.6012199048009035,0.0,0.1467,0.0,0.004871,200000,200248.45535173744,248.4553517374443,1.0012422767586873
2020-05-27,2,1.470494152523291,0.0,0.1261,0.0,0.004896,200000,200248.45535173744,248.4553517374443,1.0012422767586873
2020-05-28,0,-0.20378028143792107,0.0,0.1206,0.0,0.005508,200000,200248.45535173744,248.4553517374443,1.0012422767586873
2020-05-29,0,-0.23319500016113087,0.0,0.1216,0.0,0.005547,200000,200248.45535173744,248.4553517374443,1.0012422767586873
2020-05-30,-1,-1.1995589476033657,827472.9559989151,0.121,-16079047.322285004,0.006227,200000,200248.45535173744,248.4553517374443,1.0012422767586873
2020-05-31,-2,-1.3828281984124065,0.0,0.1165,0.0,0.006247,200000,204293.6646001783,4293.664600178308,1.0214683230008916
2020-06-01,-2,-1.3705281775143863,0.0,0.122,0.0,0.006655,200000,204293.6646001783,4293.664600178308,1.0214683230008916
2020-06-02,-2,-1.3010876536077964,0.0,0.1323,0.0,0.00725,200000,204293.6646001783,4293.664600178308,1.0214683230008916
2020-06-03,-2,-1.3012329339093973,0.0,0.1276,0.0,0.007099,200000,204293.6646001783,4293.664600178308,1.0214683230008916
2020-06-04,0,-0.9859935105579233,0.0,0.126,0.0,0.006732,200000,204293.6646001783,4293.664600178308,1.0214683230008916
2020-06-05,0,-0.984556524141311,0.0,0.1241,0.0,0.006693,200000,204293.6646001783,4293.664600178308,1.0214683230008916
2020-06-06,-2,-1.2417662770153721,0.0,0.1274,0.0,0.007301,200000,204293.6646001783,4293.664600178308,1.0214683230008916
2020-06-07,-1,-1.1655256497832789,812623.9642011866,0.1257,-14096995.901199166,0.007246,200000,204293.6646001783,4293.664600178308,1.0214683230008916
2020-06-08,-2,-1.2966255988332294,0.0,0.1284,0.0,0.007787,200000,209726.05467938384,9726.054679383844,1.0486302733969193
2020-06-09,-1,-1.1421083322165313,772187.2410875694,0.1358,-12817874.01780857,0.008181,200000,209726.05467938384,9726.054679383844,1.0486302733969193
2020-06-10,-2,-1.5053159258610813,0.0,0.1318,0.0,0.009008,200000,223415.1854564618,23415.185456461797,1.117075927282309
2020-06-11,-2,-1.729721707537756,0.0,0.1125,0.0,0.008762,200000,223415.1854564618,23415.185456461797,1.117075927282309
2020-06-12,-2,-1.5031845961285417,0.0,0.1256,0.0,0.00971,200000,223415.1854564618,23415.185456461797,1.117075927282309
2020-06-13,-2,-1.2613214566062187,0.0,0.1279,0.0,0.009597,200000,223415.1854564618,23415.185456461797,1.117075927282309
2020-06-14,0,-0.9605956424106116,0.0,0.1225,0.0,0.00864,200000,223415.1854564618,23415.185456461797,1.117075927282309
2020-06-15,-1,-1.1884475544244788,921679.8079887037,0.1212,-12398178.993144384,0.00901,200000,223415.1854564618,23415.185456461797,1.117075927282309
2020-06-16,-1,-1.198454387609297,921679.8079887037,0.1216,-12398178.993144384,0.009061,200000,224416.16450830764,24416.164508307644,1.1220808225415382
2020-06-17,-1,-0.5877531653542982,921679.8079887037,0.1347,-12398178.993144384,0.009013,200000,235895.0574012887,35895.05740128871,1.1794752870064436
2020-06-18,0,0.07001349923992334,0.0,0.1416,0.0,0.00866,200000,200273.5547258917,273.55472589170677,1.0013677736294586
2020-06-19,0,-0.04545649636184326,0.0,0.1334,0.0,0.008379,200000,200273.5547258917,273.55472589170677,1.0013677736294586
2020-06-20,0,0.17251545226151713,0.0,0.1347,0.0,0.00829,200000,200273.5547258917,273.55472589170677,1.0013677736294586
2020-06-21,0,0.7426100676914795,0.0,0.1494,0.0,0.008626,200000,200273.5547258917,273.55472589170677,1.0013677736294586
2020-06-22,2,1.220270155098861,0.0,0.1696,0.0,0.009283,200000,200273.5547258917,273.55472589170677,1.0013677736294586
2020-06-23,2,1.483755820891132,0.0,0.1686,0.0,0.008903,200000,200273.5547258917,273.55472589170677,1.0013677736294586
2020-06-24,2,1.539561747774822,0.0,0.172,0.0,0.008996,200000,200273.5547258917,273.55472589170677,1.0013677736294586
2020-06-25,2,2.6417549660948834,0.0,0.2028,0.0,0.008882,200000,200273.5547258917,273.55472589170677,1.0013677736294586
2020-06-26,2,3.179127423431773,0.0,0.2574,0.0,0.008949,200000,200273.5547258917,273.55472589170677,1.0013677736294586
2020-06-27,2,2.2072971437946007,0.0,0.2322,0.0,0.008608,200000,200273.5547258917,273.55472589170677,1.0013677736294586
2020-06-28,2,2.2573205638181273,0.0,0.2577,0.0,0.00869,200000,200273.5547258917,273.55472589170677,1.0013677736294586
2020-06-29,2,2.339290769670365,0.0,0.2896,0.0,0.008691,200000,200273.5547258917,273.55472589170677,1.0013677736294586
2020-06-30,2,1.2471031000055417,0.0,0.242,0.0,0.008837,200000,200273.5547258917,273.55472589170677,1.0013677736294586
2020-07-01,0,0.8522473022896653,0.0,0.2398,0.0,0.009436,200000,200273.5547258917,273.55472589170677,1.0013677736294586
2020-07-02,0,0.20383998637701953,0.0,0.2068,0.0,0.009556,200000,200273.5547258917,273.55472589170677,1.0013677736294586
2020-07-03,0,-0.245804302817182,0.0,0.1962,0.0,0.010223,200000,200273.5547258917,273.55472589170677,1.0013677736294586
2020-07-04,0,-0.6690063587896715,0.0,0.2113,0.0,0.012525,200000,200273.5547258917,273.55472589170677,1.0013677736294586
2020-07-05,-1,-1.0991921512593714,483986.3574816136,0.2069,-6999145.688330597,0.014307,200000,200273.5547258917,273.55472589170677,1.0013677736294586
2020-07-06,-1,-1.1488355807029478,483986.3574816136,0.2059,-6999145.688330597,0.01442,200000,200580.47183119145,580.4718311914476,1.0029023591559572
2020-07-07,-2,-1.479042035383723,0.0,0.2067,0.0,0.017325,200000,221493.77368476978,21493.77368476978,1.107468868423849
2020-07-08,-2,-1.5994910450302768,0.0,0.2055,0.0,0.019932,200000,221493.77368476978,21493.77368476978,1.107468868423849
2020-07-09,-2,-1.4372243838095475,0.0,0.1942,0.0,0.01825,200000,221493.77368476978,21493.77368476978,1.107468868423849
2020-07-10,-2,-1.30789133509968,0.0,0.1862,0.0,0.017119,200000,221493.77368476978,21493.77368476978,1.107468868423849
2020-07-11,-2,-1.2558782707094587,0.0,0.1951,0.0,0.018535,200000,221493.77368476978,21493.77368476978,1.107468868423849
2020-07-12,-1,-1.1654362566201666,583185.2914290937,0.1899,-6100076.389004951,0.018155,200000,221493.7736847698,21493.77368476981,1.107468868423849
2020-07-13,-1,-1.1138425499602012,583185.2914290937,0.1865,-6100076.389004951,0.018461,200000,221377.56706894637,21377.567068946373,1.1068878353447318
2020-07-14,-1,-0.9197645857499795,583185.2914290937,0.2035,-6100076.389004951,0.01845,200000,231224.6161829619,31224.61618296191,1.1561230809148095
2020-07-15,-1,-0.9428475393685286,583185.2914290937,0.1916,-6100076.389004951,0.018996,200000,227615.3529233524,27615.352923352388,1.138076764616762
2020-07-16,-1,-0.8625787079976865,583185.2914290937,0.1809,-6100076.389004951,0.018036,200000,215519.19697161636,15519.196971616358,1.0775959848580818
2020-07-17,-1,-0.7534035392077014,583185.2914290937,0.1865,-6100076.389004951,0.018211,200000,219852.54797169514,19852.547971695138,1.0992627398584758
2020-07-18,-1,-0.6777087826826664,583185.2914290937,0.1867,-6100076.389004951,0.018168,200000,219706.88174525375,19706.881745253748,1.0985344087262687
2020-07-19,-1,-0.6404750432927055,583185.2914290937,0.1859,-6100076.389004951,0.018017,200000,218319.22197737073,18319.221977370733,1.0915961098868536
2020-07-20,-1,-0.31433077309089497,583185.2914290937,0.1869,-6100076.389004951,0.016074,200000,207049.95884496323,7049.958844963228,1.0352497942248162
2020-07-21,-1,-0.4937449335514626,583185.2914290937,0.186,-6100076.389004951,0.0175,200000,215223.8010133981,15223.8010133981,1.0761190050669904
2020-07-22,-1,-0.37021283664256777,583185.2914290937,0.1887,-6100076.389004951,0.017467,200000,216597.0987794195,16597.098779419495,1.0829854938970975
2020-07-23,-1,-0.32769888202464287,583185.2914290937,0.1863,-6100076.389004951,0.017381,200000,214672.8475105352,14672.847510535212,1.073364237552676
2020-07-24,-1,-0.27542297815832323,583185.2914290937,0.1811,-6100076.389004951,0.016995,200000,209285.65450894804,9285.654508948035,1.0464282725447402
2020-07-25,-1,-0.7418197167816896,583185.2914290937,0.1834,-6100076.389004951,0.018218,200000,218087.374102988,18087.37410298799,1.0904368705149399
2020-07-26,-1,-0.7718730201820067,583185.2914290937,0.1788,-6100076.389004951,0.017554,200000,211354.27104011487,11354.271040114865,1.0567713552005744
2020-07-27,0,0.37048424422166604,0.0,0.1667,0.0,0.015641,200000,219688.0804039663,19688.080403966305,1.0984404020198315
2020-07-28,0,0.41602688216662104,0.0,0.1709,0.0,0.01598,200000,219688.0804039663,19688.080403966305,1.0984404020198315
2020-07-29,2,1.743336829951482,0.0,0.1763,0.0,0.015583,200000,219688.0804039663,19688.080403966305,1.0984404020198315
2020-07-30,-1,-1.013503127172763,-629118.2142152529,0.1746,6343866.0237934245,0.017315,200000,219688.0804039663,19688.080403966305,1.0984404020198315
2020-07-31,-1,-0.8299305296689705,-629118.2142152529,0.1744,6343866.0237934245,0.017204,200000,218858.08763248217,18858.087632482173,1.0942904381624108
2020-08-01,-1,-0.7292239823116083,-629118.2142152529,0.176,6343866.0237934245,0.017319,200000,220594.22136796283,20594.221367962833,1.1029711068398143
