date,statusList,zscore,XLMUSDT_position,XLMUSDT_price,IOSTUSDT_position,IOSTUSDT_price,init,total_asset,pnl,return
2020-02-15,0,0.7428559315130702,0.0,0.07892,0.0,0.007382,200000,196855.91862349084,-3144.081376509159,0.9842795931174542
2020-02-16,2,1.6135475244274984,0.0,0.07437,0.0,0.006682,200000,196855.91862349084,-3144.081376509159,0.9842795931174542
2020-02-17,2,1.4944450899949528,0.0,0.07272,0.0,0.006532,200000,196855.91862349084,-3144.081376509159,0.9842795931174542
2020-02-18,2,1.5316630285607193,0.0,0.07603,0.0,0.006785,200000,196855.91862349084,-3144.081376509159,0.9842795931174542
2020-02-19,2,1.6805275343221302,0.0,0.07013,0.0,0.006205,200000,196855.91862349084,-3144.081376509159,0.9842795931174542
2020-02-20,2,1.6297363676468304,0.0,0.0704,0.0,0.006189,200000,196855.91862349084,-3144.081376509159,0.9842795931174542
2020-02-21,1,1.1971898665401266,-1386504.568414501,0.07099,15507792.549510859,0.006347,200000,196855.91862349084,-3144.081376509159,0.9842795931174542
2020-02-22,2,1.253480014850798,0.0,0.0703,0.0,0.006222,200000,197837.7045399737,-2162.2954600263038,0.9891885226998685
2020-02-23,2,1.2113342585841695,0.0,0.07299,0.0,0.006432,200000,197837.7045399737,-2162.2954600263038,0.9891885226998685
2020-02-24,0,0.9085975591083866,0.0,0.06911,0.0,0.006165,200000,197837.7045399737,-2162.2954600263038,0.9891885226998685
2020-02-25,1,1.136449350918422,-1545124.2154012318,0.06402,17679866.357459668,0.005595,200000,197837.7045399737,-2162.2954600263038,0.9891885226998685
2020-02-26,2,1.264121370929208,0.0,0.05873,0.0,0.00505,200000,199299.52460531672,-700.4753946832789,0.9964976230265836
2020-02-27,1,1.0565730112050864,-1648465.8776287572,0.06045,19053491.836072344,0.00523,200000,199299.52460531672,-700.4753946832789,0.9964976230265836
2020-02-28,1,0.36199009604588295,-1648465.8776287572,0.05841,19053491.836072344,0.005251,200000,196336.7775435116,-3663.222456488409,0.981683887717558
2020-02-29,1,0.291741184543379,-1648465.8776287572,0.05694,19053491.836072344,0.005115,200000,191322.25781369145,-8677.742186308547,0.9566112890684573
2020-03-01,0,0.038535511769933334,0.0,0.05582,0.0,0.005049,200000,195115.8096142247,-4884.190385775291,0.9755790480711235
2020-03-02,0,0.4771100407793192,0.0,0.05968,0.0,0.005283,200000,195115.8096142247,-4884.190385775291,0.9755790480711235
2020-03-03,0,0.14806553969680694,0.0,0.05816,0.0,0.005186,200000,195115.8096142247,-4884.190385775291,0.9755790480711235
2020-03-04,-2,-1.5890636965613574,0.0,0.05857,0.0,0.005471,200000,195115.8096142247,-4884.190385775291,0.9755790480711235
2020-03-05,-2,-1.2371945884116564,0.0,0.05966,0.0,0.005473,200000,195115.8096142247,-4884.190385775291,0.9755790480711235
2020-03-06,-2,-1.9375022263116595,0.0,0.06137,0.0,0.00571,200000,195115.8096142247,-4884.190385775291,0.9755790480711235
2020-03-07,-2,-1.4667238417282018,0.0,0.05828,0.0,0.005386,200000,195115.8096142247,-4884.190385775291,0.9755790480711235
2020-03-08,-2,-1.5063424902358047,0.0,0.04969,0.0,0.004615,200000,195115.8096142247,-4884.190385775291,0.9755790480711235
2020-03-09,2,1.58139767565905,0.0,0.05235,0.0,0.004498,200000,195115.8096142247,-4884.190385775291,0.9755790480711235
2020-03-10,0,0.7016145568678982,0.0,0.05198,0.0,0.004562,200000,195115.8096142247,-4884.190385775291,0.9755790480711235
2020-03-11,0,0.5399397549963608,0.0,0.05042,0.0,0.004444,200000,195115.8096142247,-4884.190385775291,0.9755790480711235
2020-03-12,2,3.8242183011381985,0.0,0.03174,0.0,0.002293,200000,195115.8096142247,-4884.190385775291,0.9755790480711235
2020-03-13,2,3.4617991976730362,0.0,0.03962,0.0,0.002562,200000,195115.8096142247,-4884.190385775291,0.9755790480711235
2020-03-14,2,1.940310016705931,0.0,0.03677,0.0,0.002599,200000,195115.8096142247,-4884.190385775291,0.9755790480711235
2020-03-15,2,1.4199385103099442,0.0,0.03786,0.0,0.002761,200000,195115.8096142247,-4884.190385775291,0.9755790480711235
2020-03-16,2,1.7944926565059185,0.0,0.03534,0.0,0.002417,200000,195115.8096142247,-4884.190385775291,0.9755790480711235
2020-03-17,2,1.657165414114668,0.0,0.03718,0.0,0.002515,200000,195115.8096142247,-4884.190385775291,0.9755790480711235
2020-03-18,2,1.4258543459656607,0.0,0.0369,0.0,0.00251,200000,195115.8096142247,-4884.190385775291,0.9755790480711235
2020-03-19,1,1.1866498765267006,-2359891.26287161,0.04134,34266914.22799872,0.002847,200000,195115.8096142247,-4884.190385775291,0.9755790480711235
2020-03-20,0,0.1041183190692696,0.0,0.03995,0.0,0.003146,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-03-21,0,-0.5964673621040445,0.0,0.03956,0.0,0.003433,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-03-22,0,-0.09856888295704437,0.0,0.03679,0.0,0.002959,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-03-23,0,-0.33539102861315223,0.0,0.03938,0.0,0.003258,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-03-24,0,-0.41408951688218487,0.0,0.04031,0.0,0.003346,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-03-25,0,0.0687841474976229,0.0,0.04052,0.0,0.003137,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-03-26,0,0.40901311411205454,0.0,0.04284,0.0,0.003161,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-03-27,0,0.3692519033879266,0.0,0.0404,0.0,0.00297,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-03-28,0,0.2181628109094808,0.0,0.03995,0.0,0.002958,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-03-29,0,0.3443937165580614,0.0,0.03773,0.0,0.002743,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-03-30,0,0.2118474456185417,0.0,0.04004,0.0,0.002925,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-03-31,0,-0.1297315357893671,0.0,0.04071,0.0,0.003034,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-04-01,0,-0.09305859328688665,0.0,0.04079,0.0,0.003036,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-04-02,0,-0.23014578236993047,0.0,0.04123,0.0,0.003122,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-04-03,0,-0.3307246856860017,0.0,0.0414,0.0,0.003169,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-04-04,0,-0.45613522560517916,0.0,0.04184,0.0,0.003241,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-04-05,0,0.576708520250152,0.0,0.0435,0.0,0.003157,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-04-06,2,1.2479178678596718,0.0,0.04985,0.0,0.00349,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-04-07,2,1.3143025486863935,0.0,0.04845,0.0,0.003395,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-04-08,2,1.452690340866981,0.0,0.05125,0.0,0.003571,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-04-09,2,1.833219974367575,0.0,0.05198,0.0,0.003491,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-04-10,2,1.8843382172071828,0.0,0.0477,0.0,0.003169,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-04-11,2,2.291469341118197,0.0,0.04975,0.0,0.00315,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-04-12,2,1.732049435695433,0.0,0.04895,0.0,0.003169,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-04-13,2,1.3612950140322242,0.0,0.04816,0.0,0.003172,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-04-14,2,1.2411749645207772,0.0,0.04805,0.0,0.003163,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-04-15,1,1.177492923013265,-1970802.6199767916,0.04607,30054576.862737767,0.003021,200000,181589.75340466158,-18410.246595338424,0.9079487670233078
2020-04-16,1,0.7956090153400401,-1970802.6199767916,0.04913,30054576.862737767,0.003279,200000,195374.49025237688,-4625.509747623117,0.9768724512618844
2020-04-17,1,0.6259154740195583,-1970802.6199767916,0.04856,30054576.862737767,0.00326,200000,193680.09579859814,-6319.904201401863,0.9684004789929906
2020-04-18,1,0.5135148655281366,-1970802.6199767916,0.05056,30054576.862737767,0.003405,200000,201979.6146836487,1979.6146836486878,1.0098980734182434
2020-04-19,1,0.49956127968273334,-1970802.6199767916,0.0488,30054576.862737767,0.003277,200000,194664.01623405912,-5335.98376594088,0.9733200811702956
2020-04-20,2,1.7585559320558983,0.0,0.04947,0.0,0.003052,200000,187358.79042983777,-12641.209570162231,0.9367939521491888
2020-04-21,2,1.9691457056410206,0.0,0.05085,0.0,0.003044,200000,187358.79042983777,-12641.209570162231,0.9367939521491888
2020-04-22,2,2.183597834542158,0.0,0.05498,0.0,0.003178,200000,187358.79042983777,-12641.209570162231,0.9367939521491888
2020-04-23,2,2.6857362123174786,0.0,0.06208,0.0,0.003336,200000,187358.79042983777,-12641.209570162231,0.9367939521491888
2020-04-24,2,1.347429255261718,0.0,0.06116,0.0,0.003587,200000,187358.79042983777,-12641.209570162231,0.9367939521491888
2020-04-25,2,1.5576157266672952,0.0,0.06177,0.0,0.003527,200000,187358.79042983777,-12641.209570162231,0.9367939521491888
2020-04-26,2,1.2440856400662672,0.0,0.06188,0.0,0.003577,200000,187358.79042983777,-12641.209570162231,0.9367939521491888
2020-04-27,2,2.1886648032838014,0.0,0.06719,0.0,0.003538,200000,187358.79042983777,-12641.209570162231,0.9367939521491888
2020-04-28,2,2.1302494753635566,0.0,0.06855,0.0,0.00352,200000,187358.79042983777,-12641.209570162231,0.9367939521491888
2020-04-29,2,1.26766066885701,0.0,0.07216,0.0,0.003922,200000,187358.79042983777,-12641.209570162231,0.9367939521491888
2020-04-30,1,1.1766606903971975,-1386610.3495399482,0.06756,25595463.173475105,0.00366,200000,187358.79042983777,-12641.209570162231,0.9367939521491888
2020-05-01,2,1.475374490826681,0.0,0.0729,0.0,0.003791,200000,191410.2840206559,-8589.715979344095,0.9570514201032795
2020-05-02,2,1.304011607492619,0.0,0.07552,0.0,0.003933,200000,191410.2840206559,-8589.715979344095,0.9570514201032795
2020-05-03,1,1.1708355578540308,-1311029.3426072323,0.073,25159080.444355402,0.003804,200000,191410.2840206559,-8589.715979344095,0.9570514201032795
2020-05-04,2,1.2365914604646302,0.0,0.07332,0.0,0.003754,200000,193087.76743250797,-6912.2325674920285,0.9654388371625399
2020-05-05,1,1.0991447455364203,-1339399.0526672306,0.07208,26099995.597797778,0.003699,200000,193087.76743250797,-6912.2325674920285,0.9654388371625399
2020-05-06,1,1.016533766022372,-1339399.0526672306,0.06962,26099995.597797778,0.00357,200000,186425.94633083066,-13574.053669169341,0.9321297316541532
2020-05-07,1,0.9321163438488145,-1339399.0526672306,0.07207,26099995.597797778,0.003699,200000,193074.37344198127,-6925.626558018732,0.9653718672099063
2020-05-08,1,0.49612387996889745,-1339399.0526672306,0.07252,26099995.597797778,0.003831,200000,197122.30243459088,-2877.697565409122,0.9856115121729544
2020-05-09,1,0.5984815659945456,-1339399.0526672306,0.07141,26099995.597797778,0.003734,200000,193103.86991314383,-6896.130086856167,0.9655193495657192
2020-05-10,1,0.5134790106853996,-1339399.0526672306,0.06405,26099995.597797778,0.003352,200000,173275.69456715428,-26724.305432845722,0.8663784728357714
2020-05-11,1,0.40078901503028735,-1339399.0526672306,0.06234,26099995.597797778,0.003268,200000,168792.9225568783,-31207.0774431217,0.8439646127843915
2020-05-12,2,2.054622437480918,0.0,0.07017,0.0,0.003396,200000,198437.8139080463,-1562.186091953714,0.9921890695402314
2020-05-13,0,0.8301039229350016,0.0,0.06977,0.0,0.003544,200000,198437.8139080463,-1562.186091953714,0.9921890695402314
2020-05-14,0,0.5615739801403598,0.0,0.06926,0.0,0.00355,200000,198437.8139080463,-1562.186091953714,0.9921890695402314
2020-05-15,0,0.2976426232713814,0.0,0.06728,0.0,0.003472,200000,198437.8139080463,-1562.186091953714,0.9921890695402314
2020-05-16,0,0.38127542203817827,0.0,0.06806,0.0,0.003495,200000,198437.8139080463,-1562.186091953714,0.9921890695402314
2020-05-17,0,0.6388536238752394,0.0,0.06873,0.0,0.003502,200000,198437.8139080463,-1562.186091953714,0.9921890695402314
2020-05-18,0,-0.017308709051265376,0.0,0.07027,0.0,0.003639,200000,198437.8139080463,-1562.186091953714,0.9921890695402314
2020-05-19,0,0.16816383761836376,0.0,0.06979,0.0,0.00359,200000,198437.8139080463,-1562.186091953714,0.9921890695402314
2020-05-20,1,1.0253468986392784,-1398828.5204289176,0.07093,27714778.478777416,0.00358,200000,198437.8139080463,-1562.186091953714,0.9921890695402314
2020-05-21,0,-1.914367550759479,0.0,0.06644,0.0,0.003566,200000,192545.0807500233,-7454.919249976694,0.9627254037501165
2020-05-22,-2,-3.6691269538485973,0.0,0.06811,0.0,0.00417,200000,192545.0807500233,-7454.919249976694,0.9627254037501165
2020-05-23,-2,-2.247145152792643,0.0,0.06713,0.0,0.003939,200000,192545.0807500233,-7454.919249976694,0.9627254037501165
2020-05-24,-2,-1.9758962524740808,0.0,0.0639,0.0,0.003773,200000,192545.0807500233,-7454.919249976694,0.9627254037501165
2020-05-25,-2,-2.9678354219820484,0.0,0.06624,0.0,0.004598,200000,192545.0807500233,-7454.919249976694,0.9627254037501165
2020-05-26,-2,-2.2751238983747384,0.0,0.06506,0.0,0.004459,200000,192545.0807500233,-7454.919249976694,0.9627254037501165
2020-05-27,-2,-1.7707504129436378,0.0,0.06597,0.0,0.00441,200000,192545.0807500233,-7454.919249976694,0.9627254037501165
2020-05-28,-2,-1.4720506215453584,0.0,0.0691,0.0,0.004558,200000,192545.0807500233,-7454.919249976694,0.9627254037501165
2020-05-29,-2,-1.3545938919198257,0.0,0.06777,0.0,0.004499,200000,192545.0807500233,-7454.919249976694,0.9627254037501165
2020-05-30,-1,-1.136707978994869,1327530.893202036,0.07252,-20259372.97453949,0.004752,200000,192545.0807500233,-7454.919249976694,0.9627254037501165
2020-05-31,-1,-1.1461012672517759,1327530.893202036,0.0705,-20259372.97453949,0.00471,200000,189012.5746808245,-10987.425319175498,0.9450628734041225
2020-06-01,-1,-1.0872206798400414,1327530.893202036,0.07573,-20259372.97453949,0.005093,200000,203714.90110151982,3714.9011015198193,1.0185745055075992
2020-06-02,-1,-0.39162170435238286,1327530.893202036,0.07951,-20259372.97453949,0.004899,200000,204802.64952076282,4802.649520762818,1.0240132476038142
2020-06-03,0,-0.18750422843261355,0.0,0.08278,0.0,0.00501,200000,184151.53201320156,-15848.467986798438,0.9207576600660078
2020-06-04,0,-0.10012601842372824,0.0,0.08204,0.0,0.004952,200000,184151.53201320156,-15848.467986798438,0.9207576600660078
2020-06-05,0,-0.6644010364021076,0.0,0.07888,0.0,0.005146,200000,184151.53201320156,-15848.467986798438,0.9207576600660078
2020-06-06,0,-0.7873269854431589,0.0,0.0797,0.0,0.005327,200000,184151.53201320156,-15848.467986798438,0.9207576600660078
2020-06-07,0,-0.5419081627087762,0.0,0.0788,0.0,0.005165,200000,184151.53201320156,-15848.467986798438,0.9207576600660078
2020-06-08,0,-0.5063421575743293,0.0,0.08006,0.0,0.005267,200000,184151.53201320156,-15848.467986798438,0.9207576600660078
2020-06-09,-1,-1.1439348142736356,1177891.3394729535,0.07817,-16953740.74877569,0.005431,200000,184151.53201320156,-15848.467986798438,0.9207576600660078
2020-06-10,-2,-1.6387246330589347,0.0,0.07885,0.0,0.005658,200000,187199.06505233204,-12800.934947667964,0.9359953252616602
2020-06-11,-2,-1.4210863934655158,0.0,0.07107,0.0,0.005085,200000,187199.06505233204,-12800.934947667964,0.9359953252616602
2020-06-12,-2,-2.24241652808952,0.0,0.07282,0.0,0.00564,200000,187199.06505233204,-12800.934947667964,0.9359953252616602
2020-06-13,-2,-2.468692011416027,0.0,0.07409,0.0,0.006057,200000,187199.06505233204,-12800.934947667964,0.9359953252616602
2020-06-14,-2,-1.8278584214896667,0.0,0.07077,0.0,0.005607,200000,187199.06505233204,-12800.934947667964,0.9359953252616602
2020-06-15,-2,-1.4568072165160901,0.0,0.07098,0.0,0.00552,200000,187199.06505233204,-12800.934947667964,0.9359953252616602
2020-06-16,-2,-1.7931704507833637,0.0,0.07136,0.0,0.005911,200000,187199.06505233204,-12800.934947667964,0.9359953252616602
2020-06-17,-2,-1.276113301469037,0.0,0.07187,0.0,0.005715,200000,187199.06505233204,-12800.934947667964,0.9359953252616602
2020-06-18,-2,-1.2796909896264916,0.0,0.07058,0.0,0.005711,200000,187199.06505233204,-12800.934947667964,0.9359953252616602
2020-06-19,-2,-1.4345412732110618,0.0,0.06959,0.0,0.00587,200000,187199.06505233204,-12800.934947667964,0.9359953252616602
2020-06-20,-2,-1.4644724935339364,0.0,0.06979,0.0,0.006064,200000,187199.06505233204,-12800.934947667964,0.9359953252616602
2020-06-21,-2,-1.3257979984440815,0.0,0.0685,0.0,0.00597,200000,187199.06505233204,-12800.934947667964,0.9359953252616602
2020-06-22,-2,-1.6312034651472556,0.0,0.07188,0.0,0.006767,200000,187199.06505233204,-12800.934947667964,0.9359953252616602
2020-06-23,-2,-1.3871630728154771,0.0,0.07103,0.0,0.006545,200000,187199.06505233204,-12800.934947667964,0.9359953252616602
2020-06-24,-2,-1.3149781815185562,0.0,0.06894,0.0,0.006352,200000,187199.06505233204,-12800.934947667964,0.9359953252616602
2020-06-25,-1,-1.1304943569114183,1385633.346057232,0.06755,-15221911.29064336,0.006149,200000,187199.06505233204,-12800.934947667964,0.9359953252616602
2020-06-26,-1,-1.0675569719674771,1385633.346057232,0.06695,-15221911.29064336,0.006122,200000,185956.69343985032,-14043.306560149678,0.9297834671992516
2020-06-27,-1,-0.6986070153379494,1385633.346057232,0.06279,-15221911.29064336,0.005522,200000,171059.31194586624,-28940.68805413376,0.8552965597293312
2020-06-28,-1,-0.6007790274829383,1385633.346057232,0.06424,-15221911.29064336,0.005625,200000,174636.3371605855,-25363.662839414494,0.8731816858029275
2020-06-29,-1,-0.3725772697059656,1385633.346057232,0.06503,-15221911.29064336,0.005613,200000,175548.324568483,-24451.67543151701,0.877741622842415
2020-06-30,0,0.3102579518871861,0.0,0.06692,0.0,0.005518,200000,178466.98803595215,-21533.01196404785,0.8923349401797608
2020-07-01,0,0.41570719773346454,0.0,0.06837,0.0,0.00567,200000,178466.98803595215,-21533.01196404785,0.8923349401797608
2020-07-02,1,1.0125543557748098,-1319826.8601978417,0.06761,16394174.906848444,0.005443,200000,178466.98803595215,-21533.01196404785,0.8923349401797608
2020-07-03,1,0.6939408853508026,-1319826.8601978417,0.06698,16394174.906848444,0.005488,200000,178373.23498483567,-21626.765015164332,0.8918661749241783
2020-07-04,1,0.6538656264022427,-1319826.8601978417,0.06798,16394174.906848444,0.005601,200000,181545.6036095074,-18454.39639049259,0.907728018047537
2020-07-05,0,-2.4616411476085633,0.0,0.06717,0.0,0.006866,200000,154557.35332501977,-45442.646674980235,0.7727867666250988
2020-07-06,0,-0.45064886356658107,0.0,0.07174,0.0,0.006409,200000,154557.35332501977,-45442.646674980235,0.7727867666250988
2020-07-07,0,-0.17852891569202398,0.0,0.07348,0.0,0.006483,200000,154557.35332501977,-45442.646674980235,0.7727867666250988
2020-07-08,2,1.9617914318831795,0.0,0.08538,0.0,0.006624,200000,154557.35332501977,-45442.646674980235,0.7727867666250988
2020-07-09,2,2.712226862624591,0.0,0.09048,0.0,0.006415,200000,154557.35332501977,-45442.646674980235,0.7727867666250988
2020-07-10,2,2.0409285334375418,0.0,0.089,0.0,0.006419,200000,154557.35332501977,-45442.646674980235,0.7727867666250988
2020-07-11,2,2.207960081174192,0.0,0.09411,0.0,0.00645,200000,154557.35332501977,-45442.646674980235,0.7727867666250988
2020-07-12,2,2.094231578350725,0.0,0.09532,0.0,0.006368,200000,154557.35332501977,-45442.646674980235,0.7727867666250988
2020-07-13,2,1.806333364230258,0.0,0.09009,0.0,0.006015,200000,154557.35332501977,-45442.646674980235,0.7727867666250988
2020-07-14,2,1.5678063045928274,0.0,0.09208,0.0,0.006164,200000,154557.35332501977,-45442.646674980235,0.7727867666250988
2020-07-15,2,1.7554305781108752,0.0,0.09436,0.0,0.006028,200000,154557.35332501977,-45442.646674980235,0.7727867666250988
2020-07-16,2,2.303393357889161,0.0,0.10207,0.0,0.005841,200000,154557.35332501977,-45442.646674980235,0.7727867666250988
2020-07-17,2,1.9526656329753296,0.0,0.10397,0.0,0.005945,200000,154557.35332501977,-45442.646674980235,0.7727867666250988
2020-07-18,2,1.5811241771799203,0.0,0.10077,0.0,0.005871,200000,154557.35332501977,-45442.646674980235,0.7727867666250988
2020-07-19,1,1.185090508440102,-772014.7518732257,0.1001,12796601.533782063,0.006039,200000,154557.35332501977,-45442.646674980235,0.7727867666250988
2020-07-20,1,0.7971540164249289,-772014.7518732257,0.09428,12796601.533782063,0.005934,200000,148720.58430807048,-51279.41569192952,0.7436029215403523
2020-07-21,1,0.7255104744444213,-772014.7518732257,0.09653,12796601.533782063,0.006069,200000,152185.1587068458,-47814.8412931542,0.7609257935342291
2020-07-22,1,0.47666422538676484,-772014.7518732257,0.09738,12796601.533782063,0.006288,200000,155643.82698183635,-44356.17301816365,0.7782191349091817
2020-07-23,1,0.52952750159624,-772014.7518732257,0.09815,12796601.533782063,0.006229,200000,155483.27885028557,-44516.72114971443,0.7774163942514278
2020-07-24,1,0.5755279629441615,-772014.7518732257,0.09576,12796601.533782063,0.005979,200000,150439.01320986304,-49560.98679013696,0.7521950660493152
2020-07-25,1,0.8063167757187906,-772014.7518732257,0.10085,12796601.533782063,0.006084,200000,155712.21145794488,-44287.78854205512,0.7785610572897244
2020-07-26,1,0.7454033391745365,-772014.7518732257,0.09902,12796601.533782063,0.00598,200000,152968.57790250354,-47031.422097496456,0.7648428895125177
2020-07-27,1,1.0989457024200988,-772014.7518732257,0.09464,12796601.533782063,0.005545,200000,144020.63162210362,-55979.368377896375,0.7201031581105182
2020-07-28,1,0.7257639306332424,-772014.7518732257,0.09709,12796601.533782063,0.005826,200000,149507.91279518575,-50492.08720481425,0.7475395639759288
2020-07-29,1,0.6494065718201109,-772014.7518732257,0.09498,12796601.533782063,0.0057,200000,146266.58987547673,-53733.410124523274,0.7313329493773837
