date,statusList,zscore,THETAUSDT_position,THETAUSDT_price,IOTAUSDT_position,IOTAUSDT_price,init,total_asset,pnl,return
2020-02-25,2,1.3501913172486624,0.0,0.13481,0.0,0.2476,200000,244765.80336785375,44765.80336785375,1.2238290168392687
2020-02-26,2,1.3196381158792265,0.0,0.11839,0.0,0.2151,200000,244765.80336785375,44765.80336785375,1.2238290168392687
2020-02-27,2,1.4426004484065533,0.0,0.12192,0.0,0.2151,200000,244765.80336785375,44765.80336785375,1.2238290168392687
2020-02-28,2,1.2168171947276405,0.0,0.12082,0.0,0.2161,200000,244765.80336785375,44765.80336785375,1.2238290168392687
2020-02-29,1,1.0233744368711852,-1044935.977492545,0.11712,576733.749688628,0.2122,200000,244765.80336785375,44765.80336785375,1.2238290168392687
2020-03-01,1,1.0154469948367193,-1044935.977492545,0.11707,576733.749688628,0.2106,200000,243790.7825694773,43790.782569477306,1.2189539128473865
2020-03-02,2,1.3415516171622393,0.0,0.1284,0.0,0.2244,200000,249516.5294477684,49516.52944776841,1.247582647238842
2020-03-03,2,1.6875457483323921,0.0,0.1317,0.0,0.2236,200000,249516.5294477684,49516.52944776841,1.247582647238842
2020-03-04,2,1.5965203545743216,0.0,0.13182,0.0,0.2222,200000,249516.5294477684,49516.52944776841,1.247582647238842
2020-03-05,2,1.9181068450663967,0.0,0.14123,0.0,0.2275,200000,249516.5294477684,49516.52944776841,1.247582647238842
2020-03-06,0,0.9176874175899307,0.0,0.13477,0.0,0.2326,200000,249516.5294477684,49516.52944776841,1.247582647238842
2020-03-07,2,1.3990242560872346,0.0,0.13575,0.0,0.2228,200000,249516.5294477684,49516.52944776841,1.247582647238842
2020-03-08,0,0.6099874276125846,0.0,0.11028,0.0,0.1916,200000,249516.5294477684,49516.52944776841,1.247582647238842
2020-03-09,0,0.31491881628456503,0.0,0.10849,0.0,0.1919,200000,249516.5294477684,49516.52944776841,1.247582647238842
2020-03-10,0,0.035539316604296704,0.0,0.11022,0.0,0.1978,200000,249516.5294477684,49516.52944776841,1.247582647238842
2020-03-11,-2,-1.2715449952868818,0.0,0.09894,0.0,0.1952,200000,249516.5294477684,49516.52944776841,1.247582647238842
2020-03-12,-2,-2.0667471375062703,0.0,0.05167,0.0,0.1086,200000,249516.5294477684,49516.52944776841,1.247582647238842
2020-03-13,-2,-2.1136124167384542,0.0,0.06151,0.0,0.1299,200000,249516.5294477684,49516.52944776841,1.247582647238842
2020-03-14,-2,-1.6005059660290142,0.0,0.061,0.0,0.1244,200000,249516.5294477684,49516.52944776841,1.247582647238842
2020-03-15,-1,-1.0132646783443051,2012554.681785517,0.06199,-1026816.9936122157,0.1215,200000,249516.5294477684,49516.52944776841,1.247582647238842
2020-03-16,-2,-1.453465877728777,0.0,0.05307,0.0,0.1094,200000,255044.0315865874,55044.0315865874,1.275220157932937
2020-03-17,-2,-1.5832132134711505,0.0,0.05667,0.0,0.1206,200000,255044.0315865874,55044.0315865874,1.275220157932937
2020-03-18,-2,-1.7511746772476198,0.0,0.05667,0.0,0.1264,200000,255044.0315865874,55044.0315865874,1.275220157932937
2020-03-19,-2,-1.638385374653433,0.0,0.06557,0.0,0.1485,200000,255044.0315865874,55044.0315865874,1.275220157932937
2020-03-20,0,-0.3972087253754012,0.0,0.07224,0.0,0.1419,200000,255044.0315865874,55044.0315865874,1.275220157932937
2020-03-21,0,-0.07296382544787115,0.0,0.07283,0.0,0.1385,200000,255044.0315865874,55044.0315865874,1.275220157932937
2020-03-22,0,-0.41841858609096205,0.0,0.06342,0.0,0.126,200000,255044.0315865874,55044.0315865874,1.275220157932937
2020-03-23,0,-0.6335154136958,0.0,0.06977,0.0,0.1432,200000,255044.0315865874,55044.0315865874,1.275220157932937
2020-03-24,0,-0.4624249134264647,0.0,0.07122,0.0,0.1446,200000,255044.0315865874,55044.0315865874,1.275220157932937
2020-03-25,0,-0.3590877040615062,0.0,0.06956,0.0,0.1409,200000,255044.0315865874,55044.0315865874,1.275220157932937
2020-03-26,0,-0.18686007468092608,0.0,0.07231,0.0,0.1452,200000,255044.0315865874,55044.0315865874,1.275220157932937
2020-03-27,0,0.7476895208243554,0.0,0.0718,0.0,0.1359,200000,255044.0315865874,55044.0315865874,1.275220157932937
2020-03-28,0,0.12756916851578828,0.0,0.07,0.0,0.1394,200000,255044.0315865874,55044.0315865874,1.275220157932937
2020-03-29,0,0.08697315516232652,0.0,0.06537,0.0,0.1315,200000,255044.0315865874,55044.0315865874,1.275220157932937
2020-03-30,0,0.9512419376369313,0.0,0.07265,0.0,0.1413,200000,255044.0315865874,55044.0315865874,1.275220157932937
2020-03-31,1,1.0538629808289754,-1718393.9602923286,0.07421,889274.8660620202,0.1434,200000,255044.0315865874,55044.0315865874,1.275220157932937
2020-04-01,1,0.39295683192036845,-1718393.9602923286,0.07407,889274.8660620202,0.1471,200000,258093.77343657595,58093.77343657595,1.29046886718288
2020-04-02,2,1.35565017226597,0.0,0.07811,0.0,0.1476,200000,258010.813594267,58010.813594267005,1.290054067971335
2020-04-03,0,0.46974482975820814,0.0,0.076,0.0,0.1492,200000,258010.813594267,58010.813594267005,1.290054067971335
2020-04-04,1,1.0733069340588048,-1639204.6607005526,0.0787,860609.785171004,0.1499,200000,258010.813594267,58010.813594267005,1.290054067971335
2020-04-05,2,1.4716942172450986,0.0,0.08015,0.0,0.1486,200000,261506.4530730051,61506.453073005105,1.3075322653650256
2020-04-06,0,0.8176793014856123,0.0,0.08718,0.0,0.1661,200000,261506.4530730051,61506.453073005105,1.3075322653650256
2020-04-07,0,0.4277603313673686,0.0,0.08479,0.0,0.164,200000,261506.4530730051,61506.453073005105,1.3075322653650256
2020-04-08,0,-0.08385988012784693,0.0,0.08775,0.0,0.172,200000,261506.4530730051,61506.453073005105,1.3075322653650256
2020-04-09,0,-0.4789967813024506,0.0,0.08698,0.0,0.1725,200000,261506.4530730051,61506.453073005105,1.3075322653650256
2020-04-10,-1,-1.0611010926201654,1642215.857027161,0.07962,-811627.7252421016,0.1611,200000,261506.45307300513,61506.453073005134,1.3075322653650256
2020-04-11,-1,-1.0935479587306554,1642215.857027161,0.07899,-811627.7252421016,0.1603,200000,259822.55490288435,59822.55490288435,1.2991127745144218
2020-04-12,-2,-1.394191042083342,0.0,0.07894,0.0,0.1616,200000,263028.97371840465,63028.97371840465,1.3151448685920233
2020-04-13,-2,-1.5340305407776302,0.0,0.07716,0.0,0.159,200000,263028.97371840465,63028.97371840465,1.3151448685920233
2020-04-14,0,-0.9813091276004262,0.0,0.07801,0.0,0.158,200000,263028.97371840465,63028.97371840465,1.3151448685920233
2020-04-15,0,-0.42191791011766666,0.0,0.07443,0.0,0.1481,200000,263028.97371840465,63028.97371840465,1.3151448685920233
2020-04-16,0,-0.40304504397975716,0.0,0.07888,0.0,0.1572,200000,263028.97371840465,63028.97371840465,1.3151448685920233
2020-04-17,0,-0.6922261239436147,0.0,0.07762,0.0,0.1561,200000,263028.97371840465,63028.97371840465,1.3151448685920233
2020-04-18,0,-0.5567215428451903,0.0,0.08125,0.0,0.1627,200000,263028.97371840465,63028.97371840465,1.3151448685920233
2020-04-19,1,1.1081765012059308,-1608936.7122486217,0.08174,844123.7924210676,0.1558,200000,263028.97371840465,63028.97371840465,1.3151448685920233
2020-04-20,2,2.6843114353141493,0.0,0.08323,0.0,0.1482,200000,271841.6302420552,71841.63024205522,1.359208151210276
2020-04-21,2,2.287474845960788,0.0,0.08578,0.0,0.1518,200000,271841.6302420552,71841.63024205522,1.359208151210276
2020-04-22,2,2.564869375383201,0.0,0.09174,0.0,0.156,200000,271841.6302420552,71841.63024205522,1.359208151210276
2020-04-23,2,2.9033581891229674,0.0,0.10075,0.0,0.159,200000,271841.6302420552,71841.63024205522,1.359208151210276
2020-04-24,2,1.8655895821839752,0.0,0.10163,0.0,0.1677,200000,271841.6302420552,71841.63024205522,1.359208151210276
2020-04-25,2,2.015543421430357,0.0,0.10681,0.0,0.17,200000,271841.6302420552,71841.63024205522,1.359208151210276
2020-04-26,2,1.8461223578196713,0.0,0.11209,0.0,0.1764,200000,271841.6302420552,71841.63024205522,1.359208151210276
2020-04-27,2,1.375855221224905,0.0,0.10775,0.0,0.174,200000,271841.6302420552,71841.63024205522,1.359208151210276
2020-04-28,2,1.3506541319942709,0.0,0.109,0.0,0.1738,200000,271841.6302420552,71841.63024205522,1.359208151210276
2020-04-29,2,1.2020527625562292,0.0,0.11645,0.0,0.1859,200000,271841.6302420552,71841.63024205522,1.359208151210276
2020-04-30,2,1.8203694562665096,0.0,0.12033,0.0,0.1765,200000,271841.6302420552,71841.63024205522,1.359208151210276
2020-05-01,2,1.8283125740385486,0.0,0.12735,0.0,0.1816,200000,271841.6302420552,71841.63024205522,1.359208151210276
2020-05-02,2,1.8955669698645121,0.0,0.13928,0.0,0.1915,200000,271841.6302420552,71841.63024205522,1.359208151210276
2020-05-03,2,2.2572450438672726,0.0,0.14434,0.0,0.1827,200000,271841.6302420552,71841.63024205522,1.359208151210276
2020-05-04,2,2.0214968121697705,0.0,0.14639,0.0,0.183,200000,271841.6302420552,71841.63024205522,1.359208151210276
2020-05-05,2,2.011047832361272,0.0,0.15591,0.0,0.1876,200000,271841.6302420552,71841.63024205522,1.359208151210276
2020-05-06,2,2.0494271618288793,0.0,0.15461,0.0,0.1776,200000,271841.6302420552,71841.63024205522,1.359208151210276
2020-05-07,2,1.935017434529264,0.0,0.16445,0.0,0.1848,200000,271841.6302420552,71841.63024205522,1.359208151210276
2020-05-08,1,1.0817025425037912,-833767.7286285586,0.16302,670551.6286187845,0.2027,200000,271841.6302420552,71841.63024205522,1.359208151210276
2020-05-09,1,0.9311101319806103,-833767.7286285586,0.15758,670551.6286187845,0.1976,200000,263886.1204923601,63886.12049236009,1.3194306024618006
2020-05-10,1,0.6296990332629389,-833767.7286285586,0.14191,670551.6286187845,0.1834,200000,241299.14705836383,41299.14705836383,1.206495735291819
2020-05-11,1,1.0899483410014192,-833767.7286285586,0.14692,670551.6286187845,0.1768,200000,241050.68262990893,41050.68262990893,1.2052534131495447
2020-05-12,2,2.0597077140555666,0.0,0.17894,0.0,0.1859,200000,296380.47984261747,96380.47984261747,1.4819023992130873
2020-05-13,2,1.2690512785518417,0.0,0.17177,0.0,0.1923,200000,296380.47984261747,96380.47984261747,1.4819023992130873
2020-05-14,0,0.374030205568183,0.0,0.16809,0.0,0.2092,200000,296380.47984261747,96380.47984261747,1.4819023992130873
2020-05-15,2,1.7338791086274254,0.0,0.19186,0.0,0.198,200000,296380.47984261747,96380.47984261747,1.4819023992130873
2020-05-16,2,1.2572467742569153,0.0,0.18355,0.0,0.1971,200000,296380.47984261747,96380.47984261747,1.4819023992130873
2020-05-17,2,1.4264332254477263,0.0,0.19206,0.0,0.1994,200000,296380.47984261747,96380.47984261747,1.4819023992130873
2020-05-18,2,1.2280449263136561,0.0,0.1944,0.0,0.2042,200000,296380.47984261747,96380.47984261747,1.4819023992130873
2020-05-19,2,2.212149121146452,0.0,0.218,0.0,0.2022,200000,296380.47984261747,96380.47984261747,1.4819023992130873
2020-05-20,2,3.353479138486351,0.0,0.27895,0.0,0.1992,200000,296380.47984261747,96380.47984261747,1.4819023992130873
2020-05-21,2,2.5958519890522225,0.0,0.264,0.0,0.1882,200000,296380.47984261747,96380.47984261747,1.4819023992130873
2020-05-22,2,1.8737752060073156,0.0,0.26799,0.0,0.202,200000,296380.47984261747,96380.47984261747,1.4819023992130873
2020-05-23,2,2.270269576699334,0.0,0.3017,0.0,0.1992,200000,296380.47984261747,96380.47984261747,1.4819023992130873
2020-05-24,2,2.644429154564598,0.0,0.34231,0.0,0.1895,200000,296380.47984261747,96380.47984261747,1.4819023992130873
2020-05-25,2,2.118996713415636,0.0,0.35327,0.0,0.1978,200000,296380.47984261747,96380.47984261747,1.4819023992130873
2020-05-26,2,2.3641824951624617,0.0,0.40301,0.0,0.1943,200000,296380.47984261747,96380.47984261747,1.4819023992130873
2020-05-27,1,1.1478993980027854,-457349.0522847625,0.32402,753382.0026502731,0.1967,200000,296380.47984261747,96380.47984261747,1.4819023992130873
2020-05-28,1,0.7757242463809035,-457349.0522847625,0.31117,753382.0026502731,0.2032,200000,295400.527537985,95400.527537985,1.477002637689925
2020-05-29,1,0.712784645388689,-457349.0522847625,0.30948,753382.0026502731,0.2012,200000,293120.8436343232,93120.84363432322,1.465604218171616
2020-05-30,0,0.06243066069809993,0.0,0.2865,0.0,0.2188,200000,262571.00114232214,62571.001142322144,1.3128550057116106
2020-05-31,0,-0.4897137483911676,0.0,0.24692,0.0,0.2197,200000,262571.00114232214,62571.001142322144,1.3128550057116106
2020-06-01,0,-0.4607194270370545,0.0,0.27108,0.0,0.2364,200000,262571.00114232214,62571.001142322144,1.3128550057116106
2020-06-02,0,-0.6684460602490204,0.0,0.25468,0.0,0.2338,200000,262571.00114232214,62571.001142322144,1.3128550057116106
2020-06-03,0,-0.7231942936654847,0.0,0.27607,0.0,0.2515,200000,262571.00114232214,62571.001142322144,1.3128550057116106
2020-06-04,0,-0.6258286088558261,0.0,0.28491,0.0,0.2492,200000,262571.00114232214,62571.001142322144,1.3128550057116106
2020-06-05,0,-0.6429952748526762,0.0,0.27883,0.0,0.2411,200000,262571.00114232214,62571.001142322144,1.3128550057116106
2020-06-06,0,-0.836534854730086,0.0,0.27058,0.0,0.2435,200000,262571.00114232214,62571.001142322144,1.3128550057116106
2020-06-07,0,-0.9283168713444097,0.0,0.26517,0.0,0.2412,200000,262571.00114232214,62571.001142322144,1.3128550057116106
2020-06-08,-1,-1.0706436906134917,515006.67099937657,0.25492,-543625.2611642281,0.2415,200000,262571.00114232214,62571.001142322144,1.3128550057116106
2020-06-09,-1,-1.0838935359039894,515006.67099937657,0.25235,-543625.2611642281,0.2469,200000,264183.0104081406,64183.0104081406,1.3209150520407031
2020-06-10,-1,-1.1887558643616156,515006.67099937657,0.2392,-543625.2611642281,0.2509,200000,259585.1737291557,59585.17372915571,1.2979258686457786
2020-06-11,-1,-1.1806773607182144,515006.67099937657,0.20451,-543625.2611642281,0.2222,200000,226117.54731677397,26117.54731677397,1.13058773658387
2020-06-12,-1,-0.5050038645922762,515006.67099937657,0.25264,-543625.2611642281,0.2251,200000,252481.33164935024,52481.331649350235,1.2624066582467512
2020-06-13,-1,-0.4988710444170701,515006.67099937657,0.25154,-543625.2611642281,0.2287,200000,253871.87525144214,53871.875251442136,1.2693593762572106
2020-06-14,-1,-0.6059634622822555,515006.67099937657,0.23149,-543625.2611642281,0.2215,200000,239631.8896175222,39631.88961752219,1.198159448087611
2020-06-15,-1,-0.459188576303049,515006.67099937657,0.23446,-543625.2611642281,0.218,200000,239258.77101631556,39258.77101631556,1.1962938550815778
2020-06-16,-1,-0.43005764317125883,515006.67099937657,0.23414,-543625.2611642281,0.2193,200000,239800.68172110926,39800.68172110926,1.1990034086055463
2020-06-17,-1,-0.5205684690247003,515006.67099937657,0.23479,-543625.2611642281,0.2248,200000,243125.3749936621,43125.37499366209,1.2156268749683103
2020-06-18,-1,-1.0581161043250225,515006.67099937657,0.22312,-543625.2611642281,0.2237,200000,236517.25935581874,36517.25935581874,1.1825862967790937
2020-06-19,-1,-0.7565326829688636,515006.67099937657,0.22406,-543625.2611642281,0.2193,200000,234609.41447743552,34609.41447743552,1.1730470723871775
2020-06-20,-1,-0.7582852065317017,515006.67099937657,0.22138,-543625.2611642281,0.2178,200000,232413.75870741083,32413.75870741083,1.1620687935370542
2020-06-21,-1,-0.7288966535245763,515006.67099937657,0.22057,-543625.2611642281,0.2177,200000,231942.24077778496,31942.24077778496,1.1597112038889248
2020-06-22,-1,-0.2219313842416782,515006.67099937657,0.24201,-543625.2611642281,0.2323,200000,250920.9126170093,50920.91261700931,1.2546045630850466
2020-06-23,0,1.1163550028117788,0.0,0.25747,0.0,0.2287,200000,254299.3307883716,54299.33078837159,1.271496653941858
2020-06-24,0,0.9709856177528176,0.0,0.24508,0.0,0.2201,200000,254299.3307883716,54299.33078837159,1.271496653941858
2020-06-25,0,0.40582363059207144,0.0,0.23649,0.0,0.2203,200000,254299.3307883716,54299.33078837159,1.271496653941858
2020-06-26,0,0.4928789420462309,0.0,0.2313,0.0,0.215,200000,254299.3307883716,54299.33078837159,1.271496653941858
2020-06-27,0,-0.24014383128912417,0.0,0.20986,0.0,0.2031,200000,254299.3307883716,54299.33078837159,1.271496653941858
2020-06-28,0,0.5269552018603754,0.0,0.22443,0.0,0.2088,200000,254299.3307883716,54299.33078837159,1.271496653941858
2020-06-29,0,0.07085960539427062,0.0,0.226,0.0,0.2148,200000,254299.3307883716,54299.33078837159,1.271496653941858
2020-06-30,-2,-1.4060143936024458,0.0,0.22173,0.0,0.2266,200000,254299.3307883716,54299.33078837159,1.271496653941858
2020-07-01,-2,-1.96788390682221,0.0,0.22173,0.0,0.2305,200000,254299.3307883716,54299.33078837159,1.271496653941858
2020-07-02,-2,-1.8676539635439438,0.0,0.21889,0.0,0.2292,200000,254299.3307883716,54299.33078837159,1.271496653941858
2020-07-03,-2,-1.594602662926903,0.0,0.21607,0.0,0.2255,200000,254299.3307883716,54299.33078837159,1.271496653941858
2020-07-04,-2,-1.8734399422704358,0.0,0.22307,0.0,0.2403,200000,254299.3307883716,54299.33078837159,1.271496653941858
2020-07-05,-2,-1.7787165211348321,0.0,0.21596,0.0,0.2353,200000,254299.3307883716,54299.33078837159,1.271496653941858
2020-07-06,-2,-1.3518194436517699,0.0,0.23023,0.0,0.2467,200000,254299.3307883716,54299.33078837159,1.271496653941858
2020-07-07,0,0.6161302026674546,0.0,0.25795,0.0,0.2447,200000,254299.3307883716,54299.33078837159,1.271496653941858
2020-07-08,0,-0.5944444946623577,0.0,0.25102,0.0,0.2565,200000,254299.3307883716,54299.33078837159,1.271496653941858
2020-07-09,-1,-1.0286588326227515,527460.6545846917,0.24106,-499017.52509492065,0.2548,200000,254299.3307883716,54299.33078837159,1.271496653941858
2020-07-10,-1,-0.6166532518632151,527460.6545846917,0.24307,-499017.52509492065,0.2507,200000,253313.55485119764,53313.55485119764,1.2665677742559882
2020-07-11,0,0.06946130088717538,0.0,0.25334,0.0,0.2499,200000,245376.92807710645,45376.92807710645,1.2268846403855322
2020-07-12,2,1.5196795509481522,0.0,0.2805,0.0,0.2511,200000,245376.92807710645,45376.92807710645,1.2268846403855322
2020-07-13,0,-0.3227790739413584,0.0,0.24542,0.0,0.249,200000,245376.92807710645,45376.92807710645,1.2268846403855322
2020-07-14,0,-0.4986184811752286,0.0,0.24127,0.0,0.2488,200000,245376.92807710645,45376.92807710645,1.2268846403855322
2020-07-15,0,-0.47371265610766283,0.0,0.2372,0.0,0.2453,200000,245376.92807710645,45376.92807710645,1.2268846403855322
2020-07-16,0,-0.3027018828636294,0.0,0.23464,0.0,0.2413,200000,245376.92807710645,45376.92807710645,1.2268846403855322
2020-07-17,0,0.27283058528601517,0.0,0.24131,0.0,0.2411,200000,245376.92807710645,45376.92807710645,1.2268846403855322
2020-07-18,1,1.1779673234944346,-492843.5126478397,0.24894,514201.44190508476,0.2386,200000,245376.92807710645,45376.92807710645,1.2268846403855322
2020-07-19,0,-0.167910619708688,0.0,0.2412,0.0,0.2478,200000,236831.66602368542,36831.66602368542,1.184158330118427
2020-07-20,0,-0.7575463347101479,0.0,0.23595,0.0,0.2501,200000,236831.66602368542,36831.66602368542,1.184158330118427
2020-07-21,-2,-1.4715643000822054,0.0,0.23951,0.0,0.2655,200000,236831.66602368542,36831.66602368542,1.184158330118427
2020-07-22,-1,-1.0938724822627137,462995.90636472753,0.25576,-424886.37607406784,0.2787,200000,236831.66602368542,36831.66602368542,1.184158330118427
2020-07-23,-1,-0.8864455910514396,462995.90636472753,0.2589,-424886.37607406784,0.2796,200000,238667.87090813735,38667.87090813735,1.1933393545406867
2020-07-24,-1,-0.6556630290478631,462995.90636472753,0.25072,-424886.37607406784,0.267,200000,229526.99605554063,29526.99605554063,1.147634980277703
2020-07-25,-1,-0.6841669557423827,462995.90636472753,0.25877,-424886.37607406784,0.2755,200000,236865.64729840626,36865.64729840626,1.1843282364920313
2020-07-26,-1,-0.8087757692904787,462995.90636472753,0.25083,-424886.37607406784,0.2689,200000,230385.20971978141,30385.209719781415,1.1519260485989071
2020-07-27,-2,-1.4126981665814704,0.0,0.2424,0.0,0.271,200000,239745.66623694787,39745.66623694787,1.1987283311847394
2020-07-28,0,-0.7282689307451873,0.0,0.25112,0.0,0.2711,200000,239745.66623694787,39745.66623694787,1.1987283311847394
2020-07-29,-2,-1.6406241549453193,0.0,0.24783,0.0,0.2854,200000,239745.66623694787,39745.66623694787,1.1987283311847394
2020-07-30,-2,-1.6018849248270013,0.0,0.25745,0.0,0.3001,200000,239745.66623694787,39745.66623694787,1.1987283311847394
2020-07-31,0,-0.8159614227441995,0.0,0.26938,0.0,0.2993,200000,239745.66623694787,39745.66623694787,1.1987283311847394
2020-08-01,2,1.3512483294264142,0.0,0.31647,0.0,0.3142,200000,239745.66623694787,39745.66623694787,1.1987283311847394
2020-08-02,0,0.6019457616189742,0.0,0.27995,0.0,0.2884,200000,239745.66623694787,39745.66623694787,1.1987283311847394
2020-08-03,0,0.2632146242108236,0.0,0.28687,0.0,0.3007,200000,239745.66623694787,39745.66623694787,1.1987283311847394
2020-08-04,2,2.397147651201724,0.0,0.33185,0.0,0.307,200000,239745.66623694787,39745.66623694787,1.1987283311847394
