date,statusList,zscore,DASHUSDT_position,DASHUSDT_price,EOSUSDT_position,EOSUSDT_price,init,total_asset,pnl,return
2020-03-21,2,1.9965464430558413,0.0,71.37,0.0,2.2735,200000,206855.38686775585,6855.386867755849,1.0342769343387792
2020-03-22,1,1.1622918962690771,-1656.4332708820937,62.44,48457.50254585735,2.1344,200000,206855.38686775585,6855.386867755849,1.0342769343387792
2020-03-23,2,1.5183555249548526,0.0,70.87,0.0,2.2856,200000,213492.34495635825,13492.344956358254,1.0674617247817912
2020-03-24,1,1.0105689921119696,-1535.2534514336132,69.53,45542.11889508047,2.3439,200000,213492.34495635825,13492.344956358254,1.0674617247817912
2020-03-25,1,0.8693435365397968,-1535.2534514336132,67.72,45542.11889508047,2.2965,200000,208554.8397736366,8554.839773636602,1.042774198868183
2020-03-26,1,0.7570514664480611,-1535.2534514336132,68.23,45542.11889508047,2.3236,200000,210572.01045592444,10572.010455924436,1.052860052279622
2020-03-27,1,1.0661341014144978,-1535.2534514336132,67.59,45542.11889508047,2.1928,200000,203632.5390955304,3632.539095530403,1.018162695477652
2020-03-28,1,0.6573449391973003,-1535.2534514336132,65.21,45542.11889508047,2.1996,200000,200288.32228960493,288.3222896049265,1.0014416114480247
2020-03-29,1,0.3010469184519807,-1535.2534514336132,60.46,45542.11889508047,2.1133,200000,189065.5835346498,-10934.416465350194,0.945327917673249
2020-03-30,1,0.5105497665625055,-1535.2534514336132,65.81,45542.11889508047,2.2269,200000,202452.7742063008,2452.77420630079,1.012263871031504
2020-03-31,1,0.3992172425141108,-1535.2534514336132,64.97,45542.11889508047,2.2086,200000,200329.74053131658,329.74053131658,1.0016487026565828
2020-04-01,1,0.2992197898888565,-1535.2534514336132,66.03,45542.11889508047,2.2549,200000,204065.70929467847,4065.7092946784687,1.0203285464733924
2020-04-02,1,0.29434811428698093,-1535.2534514336132,67.51,45542.11889508047,2.2895,200000,207913.64171656998,7913.641716569982,1.03956820858285
2020-04-03,0,0.005505608075765692,0.0,67.4,0.0,2.3325,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-04,0,-0.04999516677839171,0.0,68.46,0.0,2.3559,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-05,0,-0.5470890250767606,0.0,66.89,0.0,2.3505,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-06,-2,-2.3827245126179895,0.0,73.19,0.0,2.7586,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-07,-2,-1.5165632860521876,0.0,72.22,0.0,2.6332,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-08,-2,-1.3651924205696642,0.0,75.52,0.0,2.7486,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-09,0,0.9594268998014847,0.0,82.83,0.0,2.7239,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-10,0,0.5128516789244817,0.0,74.1,0.0,2.4916,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-11,0,0.6136104507703329,0.0,74.97,0.0,2.5083,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-12,0,0.5058191156821751,0.0,74.1,0.0,2.498,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-13,0,0.7562561710956719,0.0,73.13,0.0,2.4424,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-14,0,0.1764863021727441,0.0,72.32,0.0,2.4655,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-15,0,0.2761248622847335,0.0,70.7,0.0,2.4015,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-16,0,-0.42186040033859834,0.0,76.09,0.0,2.6569,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-17,0,0.19133292780265265,0.0,76.31,0.0,2.6129,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-18,0,0.35526627041654074,0.0,80.16,0.0,2.7265,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-19,2,1.7004776467958351,0.0,80.23,0.0,2.598,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-20,0,0.4692923637905758,0.0,74.29,0.0,2.5077,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-21,0,0.3761272624035154,0.0,74.48,0.0,2.5211,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-22,2,1.4467609443313603,0.0,80.8,0.0,2.6224,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-23,0,0.9066537006586204,0.0,81.26,0.0,2.6811,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-24,0,0.6358100239940473,0.0,81.37,0.0,2.7068,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-25,2,1.8129495748759556,0.0,85.78,0.0,2.7024,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-26,0,0.971474235240633,0.0,84.12,0.0,2.7375,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-27,0,0.35301125224196345,0.0,82.75,0.0,2.743,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-28,0,-0.27452388800151223,0.0,82.21,0.0,2.7614,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-29,-2,-1.882975837271616,0.0,85.36,0.0,3.0059,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-04-30,-2,-1.4458606325783268,0.0,80.74,0.0,2.822,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-05-01,-1,-1.0378198764036848,1270.2919545521918,82.95,-36674.921732659604,2.8731,200000,210741.43526020861,10741.435260208615,1.053707176301043
2020-05-02,-2,-1.4985505511540196,0.0,83.26,0.0,2.9396,200000,212786.52704951927,12786.527049519267,1.0639326352475964
2020-05-03,-1,-1.1254853862278518,1312.3629397404668,81.07,-37479.57287658423,2.8387,200000,212786.5270495193,12786.527049519296,1.0639326352475964
2020-05-04,-1,-0.8956813969208508,1312.3629397404668,79.54,-37479.57287658423,2.7687,200000,208155.0416503555,8155.0416503555025,1.0407752082517776
2020-05-05,-1,-0.9171904330693806,1312.3629397404668,79.37,-37479.57287658423,2.7706,200000,208003.1511390651,8003.151139065099,1.0400157556953256
2020-05-06,-1,-0.5148735330910027,1312.3629397404668,77.11,-37479.57287658423,2.6522,200000,200599.6294666641,599.6294666641043,1.0029981473333205
2020-05-07,-1,-0.9835217371514237,1312.3629397404668,78.76,-37479.57287658423,2.7572,200000,206700.3834692772,6700.383469277207,1.033501917346386
2020-05-08,0,0.17018791023969662,0.0,81.8,0.0,2.7518,200000,208571.52722053355,8571.52722053355,1.0428576361026678
2020-05-09,0,-0.5622333307090737,0.0,79.59,0.0,2.7516,200000,208571.52722053355,8571.52722053355,1.0428576361026678
2020-05-10,0,0.05748263829653759,0.0,72.1,0.0,2.4434,200000,208571.52722053355,8571.52722053355,1.0428576361026678
2020-05-11,0,-0.3668104658319951,0.0,69.73,0.0,2.3978,200000,208571.52722053355,8571.52722053355,1.0428576361026678
2020-05-12,0,0.7059640842264034,0.0,73.31,0.0,2.441,200000,208571.52722053355,8571.52722053355,1.0428576361026678
2020-05-13,0,-0.11376607292240462,0.0,73.81,0.0,2.5245,200000,208571.52722053355,8571.52722053355,1.0428576361026678
2020-05-14,0,-0.9332446536459869,0.0,74.56,0.0,2.6228,200000,208571.52722053355,8571.52722053355,1.0428576361026678
2020-05-15,-2,-1.477391728079934,0.0,72.44,0.0,2.5855,200000,208571.52722053355,8571.52722053355,1.0428576361026678
2020-05-16,-2,-1.5204431890532002,0.0,73.71,0.0,2.6361,200000,208571.52722053355,8571.52722053355,1.0428576361026678
2020-05-17,0,-0.3910110958759085,0.0,75.03,0.0,2.6205,200000,208571.52722053355,8571.52722053355,1.0428576361026678
2020-05-18,0,-0.38895483723754315,0.0,76.2,0.0,2.6653,200000,208571.52722053355,8571.52722053355,1.0428576361026678
2020-05-19,0,0.4514736762749671,0.0,77.15,0.0,2.6543,200000,208571.52722053355,8571.52722053355,1.0428576361026678
2020-05-20,2,2.1014383016141256,0.0,78.35,0.0,2.597,200000,208571.52722053355,8571.52722053355,1.0428576361026678
2020-05-21,1,1.1805996186922887,-1426.8130197053874,73.09,42356.42890632662,2.4621,200000,208571.52722053352,8571.52722053352,1.0428576361026676
2020-05-22,0,-0.2580917329345596,0.0,74.77,0.0,2.5948,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-05-23,0,-0.27392932891106614,0.0,73.87,0.0,2.5631,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-05-24,0,-0.3030839783397782,0.0,71.67,0.0,2.4879,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-05-25,0,0.1403297176569251,0.0,73.6,0.0,2.5296,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-05-26,0,-0.006543353408752032,0.0,72.61,0.0,2.5034,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-05-27,0,-0.6569478574495299,0.0,73.6,0.0,2.5715,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-05-28,0,-0.39402224545399983,0.0,75.06,0.0,2.612,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-05-29,0,-0.9676102994938364,0.0,74.16,0.0,2.6144,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-05-30,0,-0.6502920114049192,0.0,79.01,0.0,2.7715,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-05-31,0,-0.5214683100554274,0.0,76.33,0.0,2.6731,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-01,0,-0.7684792888977439,0.0,80.06,0.0,2.8214,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-02,0,0.9129776043743238,0.0,78.26,0.0,2.6756,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-03,0,0.3955279554064195,0.0,78.2,0.0,2.6958,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-04,0,0.0951243790552885,0.0,78.6,0.0,2.7203,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-05,-2,-2.2988846762592208,0.0,77.81,0.0,2.8143,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-06,-2,-1.4923007481204753,0.0,78.3,0.0,2.7982,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-07,-2,-1.6853264412770523,0.0,77.99,0.0,2.8098,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-08,-2,-1.2964572707561173,0.0,77.77,0.0,2.7878,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-09,0,-0.8594521913893863,0.0,77.42,0.0,2.7505,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-10,0,-0.354602691070893,0.0,78.21,0.0,2.7568,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-11,0,0.43642834489959015,0.0,72.24,0.0,2.5146,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-12,0,-0.62307058327707,0.0,73.27,0.0,2.597,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-13,0,0.005937508842173867,0.0,74.18,0.0,2.6042,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-14,0,-0.43187066940335883,0.0,72.56,0.0,2.5681,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-15,0,-0.1512199891926936,0.0,71.77,0.0,2.532,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-16,0,0.10080504207344855,0.0,72.63,0.0,2.5539,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-17,0,-0.4201102138517221,0.0,72.42,0.0,2.5678,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-18,0,-0.4665827578614386,0.0,71.46,0.0,2.5364,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-19,-2,-1.3394356479434633,0.0,70.1,0.0,2.5254,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-20,0,-0.7005705578762998,0.0,71.01,0.0,2.5362,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-21,0,-0.8597523215929214,0.0,70.14,0.0,2.514,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-22,0,-0.6473640902025166,0.0,72.33,0.0,2.5862,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-23,2,1.6757200758980282,0.0,74.01,0.0,2.5714,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-24,2,2.10190953835716,0.0,72.42,0.0,2.502,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-25,2,1.229008997711715,0.0,71.11,0.0,2.4799,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-26,0,0.6197112883169847,0.0,70.68,0.0,2.481,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-27,1,1.1314648136336027,-1534.278802882315,66.92,44032.05141473734,2.3318,200000,205347.87497776904,5347.874977769039,1.0267393748888451
2020-06-28,1,0.762851023792978,-1534.278802882315,67.7,44032.05141473734,2.3668,200000,208085.73424353305,8085.73424353305,1.0404286712176654
2020-06-29,2,1.635147569989587,0.0,68.93,0.0,2.38,200000,206309.43049337214,6309.430493372143,1.0315471524668607
2020-06-30,0,0.9719839233752718,0.0,68.11,0.0,2.368,200000,206309.43049337214,6309.430493372143,1.0315471524668607
2020-07-01,0,0.8900865365560834,0.0,68.31,0.0,2.3773,200000,206309.43049337214,6309.430493372143,1.0315471524668607
2020-07-02,0,-0.46564584434885864,0.0,66.62,0.0,2.3576,200000,206309.43049337214,6309.430493372143,1.0315471524668607
2020-07-03,-2,-2.1177009314254502,0.0,66.46,0.0,2.4156,200000,206309.43049337214,6309.430493372143,1.0315471524668607
2020-07-04,-2,-1.8665088328036514,0.0,67.63,0.0,2.4599,200000,206309.43049337214,6309.430493372143,1.0315471524668607
2020-07-05,0,-0.8294664887983935,0.0,67.24,0.0,2.4072,200000,206309.43049337214,6309.430493372143,1.0315471524668607
2020-07-06,-2,-2.3872886570950986,0.0,70.26,0.0,2.6106,200000,206309.43049337214,6309.430493372143,1.0315471524668607
2020-07-07,-2,-1.4708754143795348,0.0,69.92,0.0,2.5589,200000,206309.43049337214,6309.430493372143,1.0315471524668607
2020-07-08,-2,-1.5899341032036418,0.0,72.7,0.0,2.6799,200000,206309.43049337214,6309.430493372143,1.0315471524668607
2020-07-09,-2,-1.479910291308939,0.0,71.86,0.0,2.6504,200000,206309.43049337214,6309.430493372143,1.0315471524668607
2020-07-10,-1,-1.0297298090088405,1437.6963797447536,71.75,-39340.496261273816,2.6221,200000,206309.43049337214,6309.430493372143,1.0315471524668607
2020-07-11,-1,-0.4642821144074636,1437.6963797447536,72.68,-39340.496261273816,2.6194,200000,207540.26878662934,7540.268786629342,1.0377013439331466
2020-07-12,-1,-0.7327674456922126,1437.6963797447536,72.05,-39340.496261273816,2.6171,200000,206544.0369259892,6544.036925989203,1.032720184629946
2020-07-13,0,0.17960736315791875,0.0,71.84,0.0,2.553,200000,203461.60952754106,3461.6095275410626,1.0173080476377052
2020-07-14,0,0.14031942834987968,0.0,71.82,0.0,2.5592,200000,203461.60952754106,3461.6095275410626,1.0173080476377052
2020-07-15,0,0.15606048895920022,0.0,71.12,0.0,2.5365,200000,203461.60952754106,3461.6095275410626,1.0173080476377052
2020-07-16,0,-0.3050779538760715,0.0,69.28,0.0,2.4999,200000,203461.60952754106,3461.6095275410626,1.0173080476377052
2020-07-17,0,0.047198178514451086,0.0,69.58,0.0,2.4949,200000,203461.60952754106,3461.6095275410626,1.0173080476377052
2020-07-18,0,-0.28791899346934885,0.0,69.2,0.0,2.5026,200000,203461.60952754106,3461.6095275410626,1.0173080476377052
2020-07-19,0,-0.9958637655442418,0.0,70.35,0.0,2.5845,200000,203461.60952754106,3461.6095275410626,1.0173080476377052
2020-07-20,-2,-1.567862679564563,0.0,68.86,0.0,2.5618,200000,203461.60952754106,3461.6095275410626,1.0173080476377052
2020-07-21,-1,-1.077656913119298,1431.0142743532217,71.09,-38781.18510360267,2.6232,200000,203461.60952754106,3461.6095275410626,1.0173080476377052
2020-07-22,0,0.24801059993511043,0.0,73.38,0.0,2.6574,200000,201510.9033698154,1510.903369815409,1.0075545168490772
2020-07-23,0,0.3296267838257025,0.0,73.35,0.0,2.6526,200000,201510.9033698154,1510.903369815409,1.0075545168490772
2020-07-24,0,0.48241186971690664,0.0,71.94,0.0,2.5949,200000,201510.9033698154,1510.903369815409,1.0075545168490772
2020-07-25,0,-0.4041182065443213,0.0,74.65,0.0,2.7289,200000,201510.9033698154,1510.903369815409,1.0075545168490772
2020-07-26,0,0.6040097356862059,0.0,75.3,0.0,2.7121,200000,201510.9033698154,1510.903369815409,1.0075545168490772
2020-07-27,0,-0.8634050710027832,0.0,77.55,0.0,2.8472,200000,201510.9033698154,1510.903369815409,1.0075545168490772
2020-07-28,-2,-2.161818583856835,0.0,79.82,0.0,2.9941,200000,201510.9033698154,1510.903369815409,1.0075545168490772
2020-07-29,-2,-1.4442410329633844,0.0,81.38,0.0,3.0233,200000,201510.9033698154,1510.903369815409,1.0075545168490772
2020-07-30,-2,-1.8493163186571477,0.0,81.15,0.0,3.047,200000,201510.9033698154,1510.903369815409,1.0075545168490772
2020-07-31,-2,-1.5759134631580793,0.0,82.45,0.0,3.0932,200000,201510.9033698154,1510.903369815409,1.0075545168490772
2020-08-01,2,1.4237328710113366,0.0,93.13,0.0,3.3038,200000,201510.9033698154,1510.903369815409,1.0075545168490772
2020-08-02,2,2.4554873394622456,0.0,85.29,0.0,2.9441,200000,201510.9033698154,1510.903369815409,1.0075545168490772
2020-08-03,2,1.9394033517475595,0.0,87.72,0.0,3.0449,200000,201510.9033698154,1510.903369815409,1.0075545168490772
2020-08-04,2,1.518454518957071,0.0,86.88,0.0,3.0363,200000,201510.9033698154,1510.903369815409,1.0075545168490772
