date,statusList,zscore,IOTAUSDT_position,IOTAUSDT_price,HOTUSDT_position,HOTUSDT_price,init,total_asset,pnl,return
2020-02-12,0,-0.988620611171031,0.0,0.3327,0.0,0.0008498,200000,200170.39395075355,170.39395075355424,1.0008519697537677
2020-02-13,-2,-1.5050273885866245,0.0,0.3224,0.0,0.0008714,200000,200170.39395075355,170.39395075355424,1.0008519697537677
2020-02-14,-2,-1.6230531973751094,0.0,0.3232,0.0,0.0008915,200000,200170.39395075355,170.39395075355424,1.0008519697537677
2020-02-15,-2,-1.939055104974591,0.0,0.2883,0.0,0.000849,200000,200170.39395075355,170.39395075355424,1.0008519697537677
2020-02-16,-2,-1.8168683259048939,0.0,0.2774,0.0,0.0008258,200000,200170.39395075355,170.39395075355424,1.0008519697537677
2020-02-17,-2,-1.2267175091043618,0.0,0.2834,0.0,0.0007907,200000,200170.39395075355,170.39395075355424,1.0008519697537677
2020-02-18,0,-0.9914409553120291,0.0,0.2905,0.0,0.0007956,200000,200170.39395075355,170.39395075355424,1.0008519697537677
2020-02-19,0,-0.8674971322549879,0.0,0.2672,0.0,0.0007284,200000,200170.39395075355,170.39395075355424,1.0008519697537677
2020-02-20,0,-0.7778923614180343,0.0,0.2656,0.0,0.0007235,200000,200170.39395075355,170.39395075355424,1.0008519697537677
2020-02-21,0,-0.7254074111265388,0.0,0.2681,0.0,0.0007332,200000,200170.39395075355,170.39395075355424,1.0008519697537677
2020-02-22,0,-0.5573502905241418,0.0,0.2704,0.0,0.0007301,200000,200170.39395075355,170.39395075355424,1.0008519697537677
2020-02-23,0,-0.4933132909221745,0.0,0.2777,0.0,0.0007501,200000,200170.39395075355,170.39395075355424,1.0008519697537677
2020-02-24,0,-0.24691769721087792,0.0,0.2621,0.0,0.0006961,200000,200170.39395075355,170.39395075355424,1.0008519697537677
2020-02-25,0,-0.09339935689670163,0.0,0.2476,0.0,0.0006552,200000,200170.39395075355,170.39395075355424,1.0008519697537677
2020-02-26,-1,-1.144129465746922,465296.12726813933,0.2151,-161349664.63868576,0.0006203,200000,200170.39395075355,170.39395075355424,1.0008519697537677
2020-02-27,-2,-1.4803500267853713,0.0,0.2151,0.0,0.000643,200000,203833.03133805172,3833.031338051718,1.0191651566902586
2020-02-28,-1,-1.114325077550442,471617.3793106241,0.2161,-160726250.85794964,0.0006341,200000,203833.03133805172,3833.031338051718,1.0191651566902586
2020-02-29,-1,-0.9398490753015238,471617.3793106241,0.2122,-160726250.85794964,0.0006189,200000,199550.68454569948,-449.3154543005221,0.9977534227284974
2020-03-01,-1,-0.8026133880166603,471617.3793106241,0.2106,-160726250.85794964,0.0006107,200000,197478.1414817673,-2521.858518232708,0.9873907074088365
2020-03-02,-1,-0.49951449532022935,471617.3793106241,0.2244,-160726250.85794964,0.0006394,200000,208599.30471587705,8599.30471587705,1.0429965235793852
2020-03-03,0,-0.19326598333146147,0.0,0.2236,0.0,0.000631,200000,199797.6496155624,-202.3503844375955,0.9989882480778121
2020-03-04,0,-0.5882809953833066,0.0,0.2222,0.0,0.0006388,200000,199797.6496155624,-202.3503844375955,0.9989882480778121
2020-03-05,0,-0.44946862308810975,0.0,0.2275,0.0,0.0006517,200000,199797.6496155624,-202.3503844375955,0.9989882480778121
2020-03-06,0,0.19101048211677002,0.0,0.2326,0.0,0.0006483,200000,199797.6496155624,-202.3503844375955,0.9989882480778121
2020-03-07,0,-0.4279989984673492,0.0,0.2228,0.0,0.0006335,200000,199797.6496155624,-202.3503844375955,0.9989882480778121
2020-03-08,0,-0.15844656161015017,0.0,0.1916,0.0,0.0005399,200000,199797.6496155624,-202.3503844375955,0.9989882480778121
2020-03-09,0,0.28858320227104756,0.0,0.1919,0.0,0.0005328,200000,199797.6496155624,-202.3503844375955,0.9989882480778121
2020-03-10,0,0.610580993712826,0.0,0.1978,0.0,0.0005435,200000,199797.6496155624,-202.3503844375955,0.9989882480778121
2020-03-11,2,1.2337574400949587,0.0,0.1952,0.0,0.0005245,200000,199797.6496155624,-202.3503844375955,0.9989882480778121
2020-03-12,2,1.9758708175463877,0.0,0.1086,0.0,0.0002819,200000,199797.6496155624,-202.3503844375955,0.9989882480778121
2020-03-13,2,2.5608889626029456,0.0,0.1299,0.0,0.0003223,200000,199797.6496155624,-202.3503844375955,0.9989882480778121
2020-03-14,2,2.176150932959593,0.0,0.1244,0.0,0.0003081,200000,199797.6496155624,-202.3503844375955,0.9989882480778121
2020-03-15,2,1.3781304184120566,0.0,0.1215,0.0,0.0003117,200000,199797.6496155624,-202.3503844375955,0.9989882480778121
2020-03-16,2,1.304317733246513,0.0,0.1094,0.0,0.0002807,200000,199797.6496155624,-202.3503844375955,0.9989882480778121
2020-03-17,2,1.8090866776938346,0.0,0.1206,0.0,0.0002965,200000,199797.6496155624,-202.3503844375955,0.9989882480778121
2020-03-18,2,2.074676715890089,0.0,0.1264,0.0,0.0003,200000,199797.6496155624,-202.3503844375955,0.9989882480778121
2020-03-19,2,2.5050131941343348,0.0,0.1485,0.0,0.0003304,200000,199797.6496155624,-202.3503844375955,0.9989882480778121
2020-03-20,2,1.7651486575800743,0.0,0.1419,0.0,0.0003259,200000,199797.6496155624,-202.3503844375955,0.9989882480778121
2020-03-21,2,1.3674423719078999,0.0,0.1385,0.0,0.0003237,200000,199797.6496155624,-202.3503844375955,0.9989882480778121
2020-03-22,0,0.8373089056418506,0.0,0.126,0.0,0.0003046,200000,199797.6496155624,-202.3503844375955,0.9989882480778121
2020-03-23,2,1.4136016354573429,0.0,0.1432,0.0,0.0003273,200000,199797.6496155624,-202.3503844375955,0.9989882480778121
2020-03-24,1,1.1405754572395155,-690863.2421008381,0.1446,298651195.2400036,0.0003345,200000,199797.6496155624,-202.3503844375955,0.9989882480778121
2020-03-25,2,1.2718777698772392,0.0,0.1409,0.0,0.0003198,200000,201631.6281898173,1631.6281898173038,1.0081581409490865
2020-03-26,2,1.3198897445916338,0.0,0.1452,0.0,0.0003251,200000,201631.6281898173,1631.6281898173038,1.0081581409490865
2020-03-27,0,0.9283766978857301,0.0,0.1359,0.0,0.0003112,200000,201631.6281898173,1631.6281898173038,1.0081581409490865
2020-03-28,0,0.873325778337955,0.0,0.1394,0.0,0.0003188,200000,201631.6281898173,1631.6281898173038,1.0081581409490865
2020-03-29,0,0.3738588191991585,0.0,0.1315,0.0,0.0003091,200000,201631.6281898173,1631.6281898173038,1.0081581409490865
2020-03-30,0,0.4150513462981049,0.0,0.1413,0.0,0.0003298,200000,201631.6281898173,1631.6281898173038,1.0081581409490865
2020-03-31,0,0.14079894154509376,0.0,0.1434,0.0,0.0003378,200000,201631.6281898173,1631.6281898173038,1.0081581409490865
2020-04-01,0,0.9500043897321636,0.0,0.1471,0.0,0.0003331,200000,201631.6281898173,1631.6281898173038,1.0081581409490865
2020-04-02,1,1.1538632674359384,-683033.9708327143,0.1476,305595071.52139634,0.0003299,200000,201631.6281898173,1631.6281898173038,1.0081581409490865
2020-04-03,1,1.1696033754339068,-683033.9708327143,0.1492,305595071.52139634,0.0003317,200000,203274.55367188813,3274.553671888134,1.0163727683594406
2020-04-04,2,1.4331485970065627,0.0,0.1499,0.0,0.0003292,200000,203416.52287279753,3416.5228727975336,1.0170826143639877
2020-04-05,2,1.2856460131318812,0.0,0.1486,0.0,0.0003285,200000,203416.52287279753,3416.5228727975336,1.0170826143639877
2020-04-06,2,2.3925538959503636,0.0,0.1661,0.0,0.0003525,200000,203416.52287279753,3416.5228727975336,1.0170826143639877
2020-04-07,2,2.3469449316072586,0.0,0.164,0.0,0.0003431,200000,203416.52287279753,3416.5228727975336,1.0170826143639877
2020-04-08,2,2.0771629238601466,0.0,0.172,0.0,0.0003585,200000,203416.52287279753,3416.5228727975336,1.0170826143639877
2020-04-09,2,1.493209701178389,0.0,0.1725,0.0,0.0003647,200000,203416.52287279753,3416.5228727975336,1.0170826143639877
2020-04-10,2,1.278776103514623,0.0,0.1611,0.0,0.0003415,200000,203416.52287279753,3416.5228727975336,1.0170826143639877
2020-04-11,2,1.2604811370086708,0.0,0.1603,0.0,0.0003387,200000,203416.52287279753,3416.5228727975336,1.0170826143639877
2020-04-12,2,1.567565872278394,0.0,0.1616,0.0,0.0003346,200000,203416.52287279753,3416.5228727975336,1.0170826143639877
2020-04-13,0,0.9004772022272951,0.0,0.159,0.0,0.000337,200000,203416.52287279753,3416.5228727975336,1.0170826143639877
2020-04-14,0,0.7616581383065102,0.0,0.158,0.0,0.0003357,200000,203416.52287279753,3416.5228727975336,1.0170826143639877
2020-04-15,0,-0.15782087944788314,0.0,0.1481,0.0,0.0003268,200000,203416.52287279753,3416.5228727975336,1.0170826143639877
2020-04-16,0,0.5133632832989176,0.0,0.1572,0.0,0.0003363,200000,203416.52287279753,3416.5228727975336,1.0170826143639877
2020-04-17,0,0.1844346517628657,0.0,0.1561,0.0,0.0003376,200000,203416.52287279753,3416.5228727975336,1.0170826143639877
2020-04-18,0,0.7172199624970903,0.0,0.1627,0.0,0.0003437,200000,203416.52287279753,3416.5228727975336,1.0170826143639877
2020-04-19,0,0.1416470540535622,0.0,0.1558,0.0,0.0003348,200000,203416.52287279753,3416.5228727975336,1.0170826143639877
2020-04-20,0,0.7794986097029449,0.0,0.1482,0.0,0.000312,200000,203416.52287279753,3416.5228727975336,1.0170826143639877
2020-04-21,2,1.344464830440818,0.0,0.1518,0.0,0.0003146,200000,203416.52287279753,3416.5228727975336,1.0170826143639877
2020-04-22,2,1.7376574710623425,0.0,0.156,0.0,0.0003193,200000,203416.52287279753,3416.5228727975336,1.0170826143639877
2020-04-23,2,1.6451228534401092,0.0,0.159,0.0,0.0003251,200000,203416.52287279753,3416.5228727975336,1.0170826143639877
2020-04-24,2,2.435555032216485,0.0,0.1677,0.0,0.0003333,200000,203416.52287279753,3416.5228727975336,1.0170826143639877
2020-04-25,2,1.850488185037069,0.0,0.17,0.0,0.000341,200000,203416.52287279753,3416.5228727975336,1.0170826143639877
2020-04-26,2,2.2864384518936833,0.0,0.1764,0.0,0.0003455,200000,203416.52287279753,3416.5228727975336,1.0170826143639877
2020-04-27,2,1.562069566872455,0.0,0.174,0.0,0.0003457,200000,203416.52287279753,3416.5228727975336,1.0170826143639877
2020-04-28,2,1.6056120682433663,0.0,0.1738,0.0,0.0003426,200000,203416.52287279753,3416.5228727975336,1.0170826143639877
2020-04-29,2,1.7427130067929144,0.0,0.1859,0.0,0.0003616,200000,203416.52287279753,3416.5228727975336,1.0170826143639877
2020-04-30,1,1.0028263267970803,-576250.7730107579,0.1765,289767126.5994267,0.000351,200000,203416.5228727975,3416.5228727975045,1.0170826143639875
2020-05-01,1,0.8294242351547184,-576250.7730107579,0.1816,289767126.5994267,0.0003623,200000,209629.77034572593,9629.770345725934,1.0481488517286297
2020-05-02,0,-2.327735893402948,0.0,0.1915,0.0,0.0004421,200000,185662.49923475116,-14337.500765248842,0.9283124961737558
2020-05-03,-2,-3.3371452028992747,0.0,0.1827,0.0,0.0005045,200000,185662.49923475116,-14337.500765248842,0.9283124961737558
2020-05-04,-2,-3.0232287955416703,0.0,0.183,0.0,0.0005696,200000,185662.49923475116,-14337.500765248842,0.9283124961737558
2020-05-05,-2,-2.1607009862016815,0.0,0.1876,0.0,0.0005493,200000,185662.49923475116,-14337.500765248842,0.9283124961737558
2020-05-06,-2,-1.6712300849485866,0.0,0.1776,0.0,0.0004995,200000,185662.49923475116,-14337.500765248842,0.9283124961737558
2020-05-07,-2,-1.673571318458465,0.0,0.1848,0.0,0.0005433,200000,185662.49923475116,-14337.500765248842,0.9283124961737558
2020-05-08,0,-0.9310048002863395,0.0,0.2027,0.0,0.0005271,200000,185662.49923475116,-14337.500765248842,0.9283124961737558
2020-05-09,0,-0.901524921568048,0.0,0.1976,0.0,0.0005186,200000,185662.49923475116,-14337.500765248842,0.9283124961737558
2020-05-10,0,-0.6924287454479586,0.0,0.1834,0.0,0.0004688,200000,185662.49923475116,-14337.500765248842,0.9283124961737558
2020-05-11,-1,-1.0114330408521564,525063.6290575542,0.1768,-189528888.5614038,0.0004898,200000,185662.49923475116,-14337.500765248842,0.9283124961737558
2020-05-12,-1,-0.7439257203834773,525063.6290575542,0.1859,-189528888.5614038,0.0004961,200000,191634.61025711175,-8365.389742888248,0.9581730512855587
2020-05-13,-1,-0.7461779605054957,525063.6290575542,0.1923,-189528888.5614038,0.0005215,200000,199809.05125253976,-190.9487474602356,0.9990452562626988
2020-05-14,0,-0.18589970382348434,0.0,0.2092,0.0,0.0005167,200000,173748.76475558817,-26251.23524441183,0.8687438237779408
2020-05-15,0,-0.559885351073353,0.0,0.198,0.0,0.00053,200000,173748.76475558817,-26251.23524441183,0.8687438237779408
2020-05-16,0,-0.5436753552222934,0.0,0.1971,0.0,0.0005333,200000,173748.76475558817,-26251.23524441183,0.8687438237779408
2020-05-17,0,-0.46315961846264564,0.0,0.1994,0.0,0.000539,200000,173748.76475558817,-26251.23524441183,0.8687438237779408
2020-05-18,0,-0.19814975932289272,0.0,0.2042,0.0,0.0005363,200000,173748.76475558817,-26251.23524441183,0.8687438237779408
2020-05-19,0,-0.17870668164244372,0.0,0.2022,0.0,0.0005372,200000,173748.76475558817,-26251.23524441183,0.8687438237779408
2020-05-20,0,0.11095869448754707,0.0,0.1992,0.0,0.0005203,200000,173748.76475558817,-26251.23524441183,0.8687438237779408
2020-05-21,0,-0.2276427040660175,0.0,0.1882,0.0,0.0005134,200000,173748.76475558817,-26251.23524441183,0.8687438237779408
2020-05-22,0,0.44100582419865547,0.0,0.202,0.0,0.000535,200000,173748.76475558817,-26251.23524441183,0.8687438237779408
2020-05-23,0,0.42440126255209915,0.0,0.1992,0.0,0.0005269,200000,173748.76475558817,-26251.23524441183,0.8687438237779408
2020-05-24,0,-0.9778030863354349,0.0,0.1895,0.0,0.0005315,200000,173748.76475558817,-26251.23524441183,0.8687438237779408
2020-05-25,-2,-1.5253851400364562,0.0,0.1978,0.0,0.0005659,200000,173748.76475558817,-26251.23524441183,0.8687438237779408
2020-05-26,-2,-1.7112698353702198,0.0,0.1943,0.0,0.0005634,200000,173748.76475558817,-26251.23524441183,0.8687438237779408
2020-05-27,-2,-1.3730479502929283,0.0,0.1967,0.0,0.0005584,200000,173748.76475558817,-26251.23524441183,0.8687438237779408
2020-05-28,0,-0.9206091767174075,0.0,0.2032,0.0,0.0005685,200000,173748.76475558817,-26251.23524441183,0.8687438237779408
2020-05-29,0,-0.7185378177577013,0.0,0.2012,0.0,0.00056,200000,173748.76475558817,-26251.23524441183,0.8687438237779408
2020-05-30,0,0.46585735752427904,0.0,0.2188,0.0,0.0005828,200000,173748.76475558817,-26251.23524441183,0.8687438237779408
2020-05-31,-2,-1.2621448231863472,0.0,0.2197,0.0,0.000627,200000,173748.76475558817,-26251.23524441183,0.8687438237779408
2020-06-01,0,0.5484131311591307,0.0,0.2364,0.0,0.000628,200000,173748.76475558817,-26251.23524441183,0.8687438237779408
2020-06-02,0,0.4312507550424281,0.0,0.2338,0.0,0.0006233,200000,173748.76475558817,-26251.23524441183,0.8687438237779408
2020-06-03,2,1.434893302838097,0.0,0.2515,0.0,0.000652,200000,173748.76475558817,-26251.23524441183,0.8687438237779408
2020-06-04,2,1.2547010610556946,0.0,0.2492,0.0,0.0006478,200000,173748.76475558817,-26251.23524441183,0.8687438237779408
2020-06-05,0,0.6882779351184342,0.0,0.2411,0.0,0.000638,200000,173748.76475558817,-26251.23524441183,0.8687438237779408
2020-06-06,0,0.9256005678520751,0.0,0.2435,0.0,0.0006376,200000,173748.76475558817,-26251.23524441183,0.8687438237779408
2020-06-07,1,1.0662621421718506,-360175.71466747136,0.2412,138357035.161322,0.0006279,200000,173748.76475558817,-26251.23524441183,0.8687438237779408
2020-06-08,1,0.5857616360400001,-360175.71466747136,0.2415,138357035.161322,0.0006394,200000,175447.9233743436,-24552.076625656395,0.877239616871718
2020-06-09,2,1.352036508316842,0.0,0.2469,0.0,0.0006348,200000,174847.10278657963,-25152.897213420365,0.8742355139328981
2020-06-10,2,1.526093242332591,0.0,0.2509,0.0,0.0006364,200000,174847.10278657963,-25152.897213420365,0.8742355139328981
2020-06-11,0,0.8225106293616334,0.0,0.2222,0.0,0.0005783,200000,174847.10278657963,-25152.897213420365,0.8742355139328981
2020-06-12,0,0.037500760898049365,0.0,0.2251,0.0,0.0006051,200000,174847.10278657963,-25152.897213420365,0.8742355139328981
2020-06-13,0,0.1740916594393853,0.0,0.2287,0.0,0.00061,200000,174847.10278657963,-25152.897213420365,0.8742355139328981
2020-06-14,0,-0.006713867311320942,0.0,0.2215,0.0,0.0005931,200000,174847.10278657963,-25152.897213420365,0.8742355139328981
2020-06-15,0,-0.5538386201190557,0.0,0.218,0.0,0.0005923,200000,174847.10278657963,-25152.897213420365,0.8742355139328981
2020-06-16,0,0.0004622203724770972,0.0,0.2193,0.0,0.0005834,200000,174847.10278657963,-25152.897213420365,0.8742355139328981
2020-06-17,0,0.8770055146469996,0.0,0.2248,0.0,0.0005821,200000,174847.10278657963,-25152.897213420365,0.8742355139328981
2020-06-18,0,0.9320027776615286,0.0,0.2237,0.0,0.0005773,200000,174847.10278657963,-25152.897213420365,0.8742355139328981
2020-06-19,0,0.895100487166205,0.0,0.2193,0.0,0.0005653,200000,174847.10278657963,-25152.897213420365,0.8742355139328981
2020-06-20,0,-0.3898803469385674,0.0,0.2178,0.0,0.000576,200000,174847.10278657963,-25152.897213420365,0.8742355139328981
2020-06-21,0,-0.007810286066845879,0.0,0.2177,0.0,0.0005715,200000,174847.10278657963,-25152.897213420365,0.8742355139328981
2020-06-22,2,1.8505605911343228,0.0,0.2323,0.0,0.0005875,200000,174847.10278657963,-25152.897213420365,0.8742355139328981
2020-06-23,2,1.4297776632103014,0.0,0.2287,0.0,0.0005815,200000,174847.10278657963,-25152.897213420365,0.8742355139328981
2020-06-24,1,1.0893383541641593,-397199.23395406554,0.2201,155419646.92140412,0.0005625,200000,174847.10278657963,-25152.897213420365,0.8742355139328981
2020-06-25,1,1.15730072072764,-397199.23395406554,0.2203,155419646.92140412,0.0005608,200000,174662.32923360408,-25337.670766395924,0.8733116461680204
2020-06-26,1,0.6422659610221509,-397199.23395406554,0.215,155419646.92140412,0.0005526,200000,171282.73218889203,-28717.267811107973,0.8564136609444601
2020-06-27,0,-0.21768910065323033,0.0,0.2031,0.0,0.0005318,200000,172866.0989698476,-27133.901030152396,0.8643304948492381
2020-06-28,0,0.7260519229037381,0.0,0.2088,0.0,0.000535,200000,172866.0989698476,-27133.901030152396,0.8643304948492381
2020-06-29,2,1.3543336708491531,0.0,0.2148,0.0,0.000542,200000,172866.0989698476,-27133.901030152396,0.8643304948492381
2020-06-30,2,3.2899322820865704,0.0,0.2266,0.0,0.0005276,200000,172866.0989698476,-27133.901030152396,0.8643304948492381
2020-07-01,2,2.1020975561128377,0.0,0.2305,0.0,0.000549,200000,172866.0989698476,-27133.901030152396,0.8643304948492381
2020-07-02,2,1.7223508995015109,0.0,0.2292,0.0,0.0005484,200000,172866.0989698476,-27133.901030152396,0.8643304948492381
2020-07-03,2,1.3039295804863302,0.0,0.2255,0.0,0.0005451,200000,172866.0989698476,-27133.901030152396,0.8643304948492381
2020-07-04,2,2.1813914689437577,0.0,0.2403,0.0,0.000552,200000,172866.0989698476,-27133.901030152396,0.8643304948492381
2020-07-05,2,1.3086938621994069,0.0,0.2353,0.0,0.000558,200000,172866.0989698476,-27133.901030152396,0.8643304948492381
2020-07-06,2,1.7880654294782943,0.0,0.2467,0.0,0.0005672,200000,172866.0989698476,-27133.901030152396,0.8643304948492381
2020-07-07,2,1.7869447481100769,0.0,0.2447,0.0,0.0005556,200000,172866.0989698476,-27133.901030152396,0.8643304948492381
2020-07-08,0,0.06629955772714134,0.0,0.2565,0.0,0.0006315,200000,172866.0989698476,-27133.901030152396,0.8643304948492381
2020-07-09,-2,-3.012738542160403,0.0,0.2548,0.0,0.0008031,200000,172866.0989698476,-27133.901030152396,0.8643304948492381
2020-07-10,-2,-1.8730811225597686,0.0,0.2507,0.0,0.0007321,200000,172866.0989698476,-27133.901030152396,0.8643304948492381
2020-07-11,-2,-1.5299414005959378,0.0,0.2499,0.0,0.0007172,200000,172866.0989698476,-27133.901030152396,0.8643304948492381
2020-07-12,-1,-1.1150508617688917,344217.6403222772,0.2511,-123475784.97846258,0.0007,200000,172866.0989698476,-27133.901030152396,0.8643304948492381
2020-07-13,-2,-1.210404860666614,0.0,0.249,0.0,0.000708,200000,174576.7622943521,-25423.237705647887,0.8728838114717605
2020-07-14,-2,-1.247647458951498,0.0,0.2488,0.0,0.0007188,200000,174576.7622943521,-25423.237705647887,0.8728838114717605
2020-07-15,0,-0.8213854283387767,0.0,0.2453,0.0,0.0006824,200000,174576.7622943521,-25423.237705647887,0.8728838114717605
2020-07-16,-2,-1.4780724717175755,0.0,0.2413,0.0,0.000735,200000,174576.7622943521,-25423.237705647887,0.8728838114717605
2020-07-17,-2,-1.2117666335469006,0.0,0.2411,0.0,0.0007209,200000,174576.7622943521,-25423.237705647887,0.8728838114717605
2020-07-18,0,-0.978601908286639,0.0,0.2386,0.0,0.0007007,200000,174576.7622943521,-25423.237705647887,0.8728838114717605
2020-07-19,0,-0.8764447649639989,0.0,0.2478,0.0,0.0007258,200000,174576.7622943521,-25423.237705647887,0.8728838114717605
2020-07-20,0,-0.5327073265402967,0.0,0.2501,0.0,0.0007081,200000,174576.7622943521,-25423.237705647887,0.8728838114717605
2020-07-21,0,-0.5036983797900051,0.0,0.2655,0.0,0.0007553,200000,174576.7622943521,-25423.237705647887,0.8728838114717605
2020-07-22,0,-0.21678910148878777,0.0,0.2787,0.0,0.0007726,200000,174576.7622943521,-25423.237705647887,0.8728838114717605
2020-07-23,0,-0.2579135462234093,0.0,0.2796,0.0,0.0007841,200000,174576.7622943521,-25423.237705647887,0.8728838114717605
2020-07-24,0,-0.46329415526662093,0.0,0.267,0.0,0.0007721,200000,174576.7622943521,-25423.237705647887,0.8728838114717605
2020-07-25,0,0.056135464574440595,0.0,0.2755,0.0,0.0007637,200000,174576.7622943521,-25423.237705647887,0.8728838114717605
2020-07-26,0,0.14034882504357188,0.0,0.2689,0.0,0.0007493,200000,174576.7622943521,-25423.237705647887,0.8728838114717605
2020-07-27,2,1.3689657376099422,0.0,0.271,0.0,0.0007187,200000,174576.7622943521,-25423.237705647887,0.8728838114717605
2020-07-28,0,0.2458368668904557,0.0,0.2711,0.0,0.000769,200000,174576.7622943521,-25423.237705647887,0.8728838114717605
2020-07-29,2,2.107394536682008,0.0,0.2854,0.0,0.0007538,200000,174576.7622943521,-25423.237705647887,0.8728838114717605
2020-07-30,2,2.5637631457553454,0.0,0.3001,0.0,0.0007611,200000,174576.7622943521,-25423.237705647887,0.8728838114717605
2020-07-31,2,2.0638038363708255,0.0,0.2993,0.0,0.0007611,200000,174576.7622943521,-25423.237705647887,0.8728838114717605
2020-08-01,2,1.5369382669127147,0.0,0.3142,0.0,0.000811,200000,174576.7622943521,-25423.237705647887,0.8728838114717605
2020-08-02,0,0.9307092125114772,0.0,0.2884,0.0,0.0007635,200000,174576.7622943521,-25423.237705647887,0.8728838114717605
