date,statusList,zscore,LTCUSDT_position,LTCUSDT_price,XLMUSDT_position,XLMUSDT_price,init,total_asset,pnl,return
2020-02-14,-2,-1.4916502892994696,0.0,83.14,0.0,0.08671,200000,187615.75226698344,-12384.247733016557,0.9380787613349172
2020-02-15,-2,-1.2680102828236972,0.0,76.7,0.0,0.07892,200000,187615.75226698344,-12384.247733016557,0.9380787613349172
2020-02-16,0,-0.6872151225199058,0.0,74.67,0.0,0.07437,200000,187615.75226698344,-12384.247733016557,0.9380787613349172
2020-02-17,0,-0.5983401127038642,0.0,73.41,0.0,0.07272,200000,187615.75226698344,-12384.247733016557,0.9380787613349172
2020-02-18,0,-0.5156601535254437,0.0,77.25,0.0,0.07603,200000,187615.75226698344,-12384.247733016557,0.9380787613349172
2020-02-19,0,-0.6316846911111937,0.0,70.61,0.0,0.07013,200000,187615.75226698344,-12384.247733016557,0.9380787613349172
2020-02-20,0,-0.9857141804690464,0.0,69.4,0.0,0.0704,200000,187615.75226698344,-12384.247733016557,0.9380787613349172
2020-02-21,0,0.1652765733269301,0.0,73.25,0.0,0.07099,200000,187615.75226698344,-12384.247733016557,0.9380787613349172
2020-02-22,1,1.1489867333118533,-1254.2836760728935,74.79,1334393.6861094127,0.0703,200000,187615.7522669834,-12384.247733016586,0.9380787613349171
2020-02-23,2,1.839714311423734,0.0,79.52,0.0,0.07299,200000,189958.99503917387,-10041.004960826132,0.9497949751958693
2020-02-24,2,1.7081549403845937,0.0,75.59,0.0,0.06911,200000,189958.99503917387,-10041.004960826132,0.9497949751958693
2020-02-25,2,1.8380681382847204,0.0,70.98,0.0,0.06402,200000,189958.99503917387,-10041.004960826132,0.9497949751958693
2020-02-26,0,0.015470243720309395,0.0,60.53,0.0,0.05873,200000,189958.99503917387,-10041.004960826132,0.9497949751958693
2020-02-27,0,-0.1769047533301113,0.0,61.77,0.0,0.06045,200000,189958.99503917387,-10041.004960826132,0.9497949751958693
2020-02-28,0,-0.03248566908067373,0.0,59.89,0.0,0.05841,200000,189958.99503917387,-10041.004960826132,0.9497949751958693
2020-02-29,0,-0.13783514817326017,0.0,58.05,0.0,0.05694,200000,189958.99503917387,-10041.004960826132,0.9497949751958693
2020-03-01,0,0.23271209349476854,0.0,57.7,0.0,0.05582,200000,189958.99503917387,-10041.004960826132,0.9497949751958693
2020-03-02,0,0.12498449108754435,0.0,61.42,0.0,0.05968,200000,189958.99503917387,-10041.004960826132,0.9497949751958693
2020-03-03,0,0.5700656111319933,0.0,61.01,0.0,0.05816,200000,189958.99503917387,-10041.004960826132,0.9497949751958693
2020-03-04,0,0.04901476710174652,0.0,60.38,0.0,0.05857,200000,189958.99503917387,-10041.004960826132,0.9497949751958693
2020-03-05,0,0.2066773995121338,0.0,62.06,0.0,0.05966,200000,189958.99503917387,-10041.004960826132,0.9497949751958693
2020-03-06,0,-0.18716516812192466,0.0,63.22,0.0,0.06137,200000,189958.99503917387,-10041.004960826132,0.9497949751958693
2020-03-07,0,-0.009111545972637863,0.0,60.46,0.0,0.05828,200000,189958.99503917387,-10041.004960826132,0.9497949751958693
2020-03-08,0,-0.4075058012181145,0.0,51.0,0.0,0.04969,200000,189958.99503917387,-10041.004960826132,0.9497949751958693
2020-03-09,-2,-2.1514635944261213,0.0,50.39,0.0,0.05235,200000,189958.99503917387,-10041.004960826132,0.9497949751958693
2020-03-10,-2,-1.813846552033294,0.0,50.26,0.0,0.05198,200000,189958.99503917387,-10041.004960826132,0.9497949751958693
2020-03-11,-2,-1.80770100832355,0.0,48.53,0.0,0.05042,200000,189958.99503917387,-10041.004960826132,0.9497949751958693
2020-03-12,-2,-2.004695804194994,0.0,29.83,0.0,0.03174,200000,189958.99503917387,-10041.004960826132,0.9497949751958693
2020-03-13,-2,-1.6111522095113173,0.0,37.52,0.0,0.03962,200000,189958.99503917387,-10041.004960826132,0.9497949751958693
2020-03-14,-2,-1.6556979371203469,0.0,34.4,0.0,0.03677,200000,189958.99503917387,-10041.004960826132,0.9497949751958693
2020-03-15,-1,-1.0376171691221148,2610.761339186007,36.38,-2508703.0512305056,0.03786,200000,189958.99503917387,-10041.004960826132,0.9497949751958693
2020-03-16,-2,-1.460288259724063,0.0,33.2,0.0,0.03534,200000,191939.28440868453,-8060.715591315471,0.9596964220434226
2020-03-17,-2,-1.7451295851907718,0.0,34.07,0.0,0.03718,200000,191939.28440868453,-8060.715591315471,0.9596964220434226
2020-03-18,-1,-1.0812827348406313,2764.898939911906,34.71,-2600803.311770793,0.0369,200000,191939.28440868453,-8060.715591315471,0.9596964220434226
2020-03-19,-1,-0.9718298064600264,2764.898939911906,38.9,-2600803.311770793,0.04134,200000,215071.77767117773,15071.777671177726,1.0753588883558887
2020-03-20,-1,-0.6352034944179819,2764.898939911906,38.08,-2600803.311770793,0.03995,200000,209189.44393708854,9189.443937088537,1.0459472196854427
2020-03-21,-1,-0.23257800291605213,2764.898939911906,38.32,-2600803.311770793,0.03956,200000,208838.7063910768,8838.70639107679,1.044193531955384
2020-03-22,-1,-0.3135540941442615,2764.898939911906,35.4,-2600803.311770793,0.03679,200000,193560.97631292895,-6439.0236870710505,0.9678048815646447
2020-03-23,0,0.41786135799708934,0.0,38.94,0.0,0.03938,200000,186693.75410604873,-13306.245893951273,0.9334687705302437
2020-03-24,0,0.9390351370347538,0.0,40.57,0.0,0.04031,200000,186693.75410604873,-13306.245893951273,0.9334687705302437
2020-03-25,0,-0.028111274613884733,0.0,39.17,0.0,0.04052,200000,186693.75410604873,-13306.245893951273,0.9334687705302437
2020-03-26,0,-0.651610128234474,0.0,40.41,0.0,0.04284,200000,186693.75410604873,-13306.245893951273,0.9334687705302437
2020-03-27,0,-0.6610502360700499,0.0,38.04,0.0,0.0404,200000,186693.75410604873,-13306.245893951273,0.9334687705302437
2020-03-28,0,0.8406686997373662,0.0,38.87,0.0,0.03995,200000,186693.75410604873,-13306.245893951273,0.9334687705302437
2020-03-29,2,1.254547676648746,0.0,37.11,0.0,0.03773,200000,186693.75410604873,-13306.245893951273,0.9334687705302437
2020-03-30,0,0.6842010427633198,0.0,38.91,0.0,0.04004,200000,186693.75410604873,-13306.245893951273,0.9334687705302437
2020-03-31,0,0.13870243915031275,0.0,39.08,0.0,0.04071,200000,186693.75410604873,-13306.245893951273,0.9334687705302437
2020-04-01,0,0.17431970710090042,0.0,39.23,0.0,0.04079,200000,186693.75410604873,-13306.245893951273,0.9334687705302437
2020-04-02,0,0.3673189944738985,0.0,39.86,0.0,0.04123,200000,186693.75410604873,-13306.245893951273,0.9334687705302437
2020-04-03,0,0.7847512675296119,0.0,40.46,0.0,0.0414,200000,186693.75410604873,-13306.245893951273,0.9334687705302437
2020-04-04,0,0.5415730000384261,0.0,40.71,0.0,0.04184,200000,186693.75410604873,-13306.245893951273,0.9334687705302437
2020-04-05,-2,-1.593811523405512,0.0,40.31,0.0,0.0435,200000,186693.75410604873,-13306.245893951273,0.9334687705302437
2020-04-06,-2,-2.460242729776919,0.0,45.04,0.0,0.04985,200000,186693.75410604873,-13306.245893951273,0.9334687705302437
2020-04-07,-2,-1.472638305897867,0.0,44.77,0.0,0.04845,200000,186693.75410604873,-13306.245893951273,0.9334687705302437
2020-04-08,-2,-1.8763106214250396,0.0,46.55,0.0,0.05125,200000,186693.75410604873,-13306.245893951273,0.9334687705302437
2020-04-09,-2,-2.145370144465455,0.0,46.21,0.0,0.05198,200000,186693.75410604873,-13306.245893951273,0.9334687705302437
2020-04-10,-2,-1.902858891449037,0.0,42.25,0.0,0.0477,200000,186693.75410604873,-13306.245893951273,0.9334687705302437
2020-04-11,-2,-2.2503826397395628,0.0,42.54,0.0,0.04975,200000,186693.75410604873,-13306.245893951273,0.9334687705302437
2020-04-12,-2,-1.8702840054600656,0.0,42.0,0.0,0.04895,200000,186693.75410604873,-13306.245893951273,0.9334687705302437
2020-04-13,-2,-1.7173095129033147,0.0,41.22,0.0,0.04816,200000,186693.75410604873,-13306.245893951273,0.9334687705302437
2020-04-14,-2,-1.4787676589126555,0.0,41.22,0.0,0.04805,200000,186693.75410604873,-13306.245893951273,0.9334687705302437
2020-04-15,-2,-1.4371922262024754,0.0,39.22,0.0,0.04607,200000,186693.75410604873,-13306.245893951273,0.9334687705302437
2020-04-16,-1,-1.036940123843413,2194.8478027985975,42.53,-1899997.4975172882,0.04913,200000,186693.75410604873,-13306.245893951273,0.9334687705302437
2020-04-17,-1,-0.8811685502150928,2194.8478027985975,42.19,-1899997.4975172882,0.04856,200000,184864.50727951236,-15135.492720487644,0.9243225363975618
2020-04-18,-1,-0.7167948825254356,2194.8478027985975,44.14,-1899997.4975172882,0.05056,200000,192944.45549000418,-7055.544509995816,0.9647222774500209
2020-04-19,-1,-0.7965203024071275,2194.8478027985975,42.23,-1899997.4975172882,0.0488,200000,185408.30059102844,-14591.699408971559,0.9270415029551422
2020-04-20,-2,-1.7245932036927847,0.0,40.21,0.0,0.04947,200000,192431.80015769735,-7568.1998423026525,0.9621590007884867
2020-04-21,-2,-1.7929843780190637,0.0,40.59,0.0,0.05085,200000,192431.80015769735,-7568.1998423026525,0.9621590007884867
2020-04-22,-2,-2.1935970829561766,0.0,41.8,0.0,0.05498,200000,192431.80015769735,-7568.1998423026525,0.9621590007884867
2020-04-23,-2,-2.7526935408910016,0.0,42.98,0.0,0.06208,200000,192431.80015769735,-7568.1998423026525,0.9621590007884867
2020-04-24,-2,-1.9402167093681506,0.0,44.53,0.0,0.06116,200000,192431.80015769735,-7568.1998423026525,0.9621590007884867
2020-04-25,-2,-1.8215072146323865,0.0,44.38,0.0,0.06177,200000,192431.80015769735,-7568.1998423026525,0.9621590007884867
2020-04-26,-2,-1.5892441862234115,0.0,44.52,0.0,0.06188,200000,192431.80015769735,-7568.1998423026525,0.9621590007884867
2020-04-27,-2,-2.0632618050727265,0.0,44.46,0.0,0.06719,200000,192431.80015769735,-7568.1998423026525,0.9621590007884867
2020-04-28,-2,-1.7493276103099693,0.0,45.69,0.0,0.06855,200000,192431.80015769735,-7568.1998423026525,0.9621590007884867
2020-04-29,-2,-1.4468941228316567,0.0,48.81,0.0,0.07216,200000,192431.80015769735,-7568.1998423026525,0.9621590007884867
2020-04-30,-2,-1.2025325159953453,0.0,46.33,0.0,0.06756,200000,192431.80015769735,-7568.1998423026525,0.9621590007884867
2020-05-01,-2,-1.4984347125947273,0.0,47.07,0.0,0.0729,200000,192431.80015769735,-7568.1998423026525,0.9621590007884867
2020-05-02,-2,-1.2835462049073378,0.0,49.2,0.0,0.07552,200000,192431.80015769735,-7568.1998423026525,0.9621590007884867
2020-05-03,-1,-1.090692244572049,2002.4120724005968,48.05,-1318026.0284773791,0.073,200000,192431.80015769735,-7568.1998423026525,0.9621590007884867
2020-05-04,-1,-1.1729386048464192,2002.4120724005968,46.96,-1318026.0284773791,0.07332,200000,190670.93932789346,-9329.060672106541,0.9533546966394673
2020-05-05,-1,-1.0113042250544433,2002.4120724005968,46.54,-1318026.0284773791,0.07208,200000,188195.57398217326,-11804.426017826743,0.9409778699108663
2020-05-06,-1,-0.928617350982879,2002.4120724005968,44.94,-1318026.0284773791,0.06962,200000,181749.37063627795,-18250.62936372205,0.9087468531813897
2020-05-07,-1,-0.7128136025918395,2002.4120724005968,47.37,-1318026.0284773791,0.07207,200000,189844.395741981,-10155.604258019011,0.949221978709905
2020-05-08,-1,-0.6500529030223327,2002.4120724005968,47.69,-1318026.0284773791,0.07252,200000,191078.27931796398,-8921.720682036015,0.95539139658982
2020-05-09,-1,-0.6114323132819299,2002.4120724005968,46.95,-1318026.0284773791,0.07141,200000,188133.48549277766,-11866.514507222339,0.9406674274638883
2020-05-10,-1,-0.5712637685587486,2002.4120724005968,42.06,-1318026.0284773791,0.06405,200000,168641.01888914523,-31358.981110854773,0.8432050944457261
2020-05-11,-1,-0.2638571027868067,2002.4120724005968,41.51,-1318026.0284773791,0.06234,200000,165285.8677406286,-34714.1322593714,0.826429338703143
2020-05-12,-2,-2.166475303738331,0.0,42.18,0.0,0.07017,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-05-13,-2,-1.4034412442003872,0.0,43.18,0.0,0.06977,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-05-14,0,-0.8336501708544952,0.0,43.98,0.0,0.06926,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-05-15,0,-0.770930342003175,0.0,42.74,0.0,0.06728,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-05-16,0,-0.7478232156442953,0.0,43.25,0.0,0.06806,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-05-17,0,-0.6543354112254786,0.0,43.71,0.0,0.06873,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-05-18,0,-0.13753780364477805,0.0,45.32,0.0,0.07027,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-05-19,0,0.49474719227699754,0.0,45.73,0.0,0.06979,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-05-20,-2,-1.2350583211536827,0.0,44.25,0.0,0.07093,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-05-21,0,-0.007592050382039769,0.0,42.73,0.0,0.06644,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-05-22,0,0.39603714759720315,0.0,44.23,0.0,0.06811,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-05-23,0,0.6634051822510355,0.0,43.85,0.0,0.06713,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-05-24,0,0.9254812237148039,0.0,42.08,0.0,0.0639,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-05-25,0,0.2976828825802795,0.0,42.97,0.0,0.06624,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-05-26,0,0.3465459552142938,0.0,42.27,0.0,0.06506,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-05-27,2,1.2296900373490698,0.0,43.85,0.0,0.06597,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-05-28,0,0.23874440382458434,0.0,44.77,0.0,0.0691,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-05-29,0,0.7591598043534318,0.0,44.47,0.0,0.06777,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-05-30,0,0.8659645262600756,0.0,47.72,0.0,0.07252,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-05-31,0,0.2507245216851597,0.0,45.61,0.0,0.0705,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-06-01,0,-0.656476416765899,0.0,48.25,0.0,0.07573,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-06-02,-2,-3.532157372101885,0.0,45.99,0.0,0.07951,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-06-03,-2,-2.8531779784759745,0.0,47.16,0.0,0.08278,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-06-04,-2,-2.0861576532701007,0.0,47.43,0.0,0.08204,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-06-05,-2,-1.3794772923965304,0.0,46.83,0.0,0.07888,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-06-06,-2,-1.430950527782584,0.0,46.79,0.0,0.0797,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-06-07,-1,-1.158341766455502,2149.431110466415,46.63,-1271928.5873229562,0.0788,200000,200455.94536209787,455.94536209787475,1.0022797268104893
2020-06-08,-2,-1.3548301940210201,0.0,46.43,0.0,0.08006,200000,202488.4616042181,2488.461604218086,1.0124423080210905
2020-06-09,-1,-1.0627337087611157,2207.19927626137,45.87,-1295180.1305118208,0.07817,200000,202488.46160421806,2488.461604218057,1.0124423080210903
2020-06-10,-1,-0.8476230246755696,2207.19927626137,46.63,-1295180.1305118208,0.07885,200000,205046.65554292477,5046.655542924767,1.0252332777146238
2020-06-11,-1,-0.320427691014073,2207.19927626137,43.22,-1295180.1305118208,0.07107,200000,187443.6045954915,-12556.395404508512,0.9372180229774575
2020-06-12,0,-0.09519815029599037,0.0,44.72,0.0,0.07282,200000,198097.52707368036,-1902.472926319635,0.9904876353684018
2020-06-13,0,-0.19638559100030578,0.0,45.08,0.0,0.07409,200000,198097.52707368036,-1902.472926319635,0.9904876353684018
2020-06-14,0,0.2815039805745854,0.0,44.05,0.0,0.07077,200000,198097.52707368036,-1902.472926319635,0.9904876353684018
2020-06-15,0,0.13901251411796373,0.0,43.73,0.0,0.07098,200000,198097.52707368036,-1902.472926319635,0.9904876353684018
2020-06-16,0,0.19911202062978783,0.0,43.88,0.0,0.07136,200000,198097.52707368036,-1902.472926319635,0.9904876353684018
2020-06-17,0,0.21091498138534023,0.0,44.07,0.0,0.07187,200000,198097.52707368036,-1902.472926319635,0.9904876353684018
2020-06-18,0,0.4080028651837059,0.0,43.43,0.0,0.07058,200000,198097.52707368036,-1902.472926319635,0.9904876353684018
2020-06-19,0,0.6203407995330845,0.0,42.89,0.0,0.06959,200000,198097.52707368036,-1902.472926319635,0.9904876353684018
2020-06-20,1,1.1732369072650046,-2273.324845922428,43.57,1419240.0564098035,0.06979,200000,198097.52707368036,-1902.472926319635,0.9904876353684018
2020-06-21,2,1.4454567116939372,0.0,43.0,0.0,0.0685,200000,198632.55158427326,-1367.4484157267434,0.9931627579213663
2020-06-22,0,0.725281814288506,0.0,44.3,0.0,0.07188,200000,198632.55158427326,-1367.4484157267434,0.9931627579213663
2020-06-23,0,0.9920505620825476,0.0,44.18,0.0,0.07103,200000,198632.55158427326,-1367.4484157267434,0.9931627579213663
2020-06-24,0,0.708276126788989,0.0,42.65,0.0,0.06894,200000,198632.55158427326,-1367.4484157267434,0.9931627579213663
2020-06-25,1,1.1571244057058547,-2345.130479153167,42.35,1470263.1501426592,0.06755,200000,198632.55158427326,-1367.4484157267434,0.9931627579213663
2020-06-26,2,2.002717925532775,0.0,43.09,0.0,0.06695,200000,201250.1060289322,1250.106028932205,1.006250530144661
2020-06-27,2,2.2267577743302516,0.0,41.06,0.0,0.06279,200000,201250.1060289322,1250.106028932205,1.006250530144661
2020-06-28,2,1.5614237239793496,0.0,41.37,0.0,0.06424,200000,201250.1060289322,1250.106028932205,1.006250530144661
2020-06-29,2,1.4697665566280673,0.0,41.87,0.0,0.06503,200000,201250.1060289322,1250.106028932205,1.006250530144661
2020-06-30,0,-0.6169778048636931,0.0,41.17,0.0,0.06692,200000,201250.1060289322,1250.106028932205,1.006250530144661
2020-07-01,0,-0.9661820106843987,0.0,41.77,0.0,0.06837,200000,201250.1060289322,1250.106028932205,1.006250530144661
2020-07-02,-1,-1.1993608255272137,2451.2802195972254,41.05,-1488316.122089426,0.06761,200000,201250.1060289322,1250.106028932205,1.006250530144661
2020-07-03,-1,-0.7038409092569147,2451.2802195972254,41.14,-1488316.122089426,0.06698,200000,200533.08209177962,533.0820917796227,1.0026654104588981
2020-07-04,-1,-0.28880499855360386,2451.2802195972254,42.11,-1488316.122089426,0.06798,200000,204399.14002687833,4399.140026878333,1.0219957001343916
2020-07-05,-1,-0.33413794584368345,2451.2802195972254,41.58,-1488316.122089426,0.06717,200000,201894.42545159935,1894.4254515993525,1.0094721272579967
2020-07-06,-1,-0.7053838101282771,2451.2802195972254,44.06,-1488316.122089426,0.07174,200000,214775.20507414918,14775.205074149184,1.073876025370746
2020-07-07,-2,-2.1440543908740732,0.0,43.39,0.0,0.07348,200000,204250.5259517396,4250.525951739604,1.0212526297586981
2020-07-08,-2,-3.4498435487869097,0.0,45.35,0.0,0.08538,200000,204250.5259517396,4250.525951739604,1.0212526297586981
2020-07-09,-2,-3.1920412046859936,0.0,44.33,0.0,0.09048,200000,204250.5259517396,4250.525951739604,1.0212526297586981
2020-07-10,-2,-2.3552459791523197,0.0,44.3,0.0,0.089,200000,204250.5259517396,4250.525951739604,1.0212526297586981
2020-07-11,-2,-2.2829780041573984,0.0,44.69,0.0,0.09411,200000,204250.5259517396,4250.525951739604,1.0212526297586981
2020-07-12,-2,-1.9977719820813913,0.0,44.7,0.0,0.09532,200000,204250.5259517396,4250.525951739604,1.0212526297586981
2020-07-13,-2,-1.4920381084935619,0.0,43.92,0.0,0.09009,200000,204250.5259517396,4250.525951739604,1.0212526297586981
2020-07-14,-2,-1.4685025346630185,0.0,43.88,0.0,0.09208,200000,204250.5259517396,4250.525951739604,1.0212526297586981
2020-07-15,-2,-1.5177927423367126,0.0,43.33,0.0,0.09436,200000,204250.5259517396,4250.525951739604,1.0212526297586981
2020-07-16,-2,-1.8638169405467875,0.0,42.09,0.0,0.10207,200000,204250.5259517396,4250.525951739604,1.0212526297586981
2020-07-17,-2,-1.7408305458750555,0.0,41.9,0.0,0.10397,200000,204250.5259517396,4250.525951739604,1.0212526297586981
2020-07-18,-2,-1.3638572326647516,0.0,42.45,0.0,0.10077,200000,204250.5259517396,4250.525951739604,1.0212526297586981
2020-07-19,-1,-1.1884457225673113,2395.05776209826,42.64,-1020232.3973613367,0.1001,200000,204250.5259517396,4250.525951739604,1.0212526297586981
2020-07-20,-1,-0.8640908801101075,2395.05776209826,41.94,-1020232.3973613367,0.09428,200000,196636.23296562786,-3363.76703437214,0.9831811648281393
2020-07-21,-1,-0.6772096751756411,2395.05776209826,43.77,-1020232.3973613367,0.09653,200000,203314.71156433068,3314.711564330675,1.0165735578216535
2020-07-22,-1,-0.4967093764211317,2395.05776209826,44.96,-1020232.3973613367,0.09738,200000,207032.02783898474,7032.027838984737,1.0351601391949237
2020-07-23,-1,-0.4734426376890214,2395.05776209826,44.94,-1020232.3973613367,0.09815,200000,207769.70562971098,7769.705629710981,1.0388485281485549
2020-07-24,-1,-0.35311348147745975,2395.05776209826,44.11,-1020232.3973613367,0.09576,200000,203343.45225747584,3343.452257475845,1.0167172612873792
2020-07-25,0,0.21646859846110217,0.0,49.16,0.0,0.10085,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
2020-07-26,0,0.3846579732477397,0.0,48.1,0.0,0.09902,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
2020-07-27,2,2.4758964044708844,0.0,53.28,0.0,0.09464,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
2020-07-28,2,2.4190044067391443,0.0,55.75,0.0,0.09709,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
2020-07-29,2,2.1418329207614484,0.0,55.16,0.0,0.09498,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
2020-07-30,2,1.9799873500160747,0.0,56.75,0.0,0.09628,200000,189399.92364087998,-10600.076359120023,0.9469996182043999
