date,statusList,zscore,THETAUSDT_position,THETAUSDT_price,LTCUSDT_position,LTCUSDT_price,init,total_asset,pnl,return
2020-02-23,0,0.034528756509527025,0.0,0.14149,0.0,79.52,200000,195879.2794156373,-4120.720584362687,0.9793963970781866
2020-02-24,2,1.2814083851076568,0.0,0.14836,0.0,75.59,200000,195879.2794156373,-4120.720584362687,0.9793963970781866
2020-02-25,0,0.7499852133900391,0.0,0.13481,0.0,70.98,200000,195879.2794156373,-4120.720584362687,0.9793963970781866
2020-02-26,1,1.0426982257717432,-827262.7731043049,0.11839,1618.034688713343,60.53,200000,195879.2794156373,-4120.720584362687,0.9793963970781866
2020-02-27,1,1.0556919262314362,-827262.7731043049,0.12192,1618.034688713343,61.77,200000,200805.88001870006,805.8800187000597,1.0040294000935004
2020-02-28,2,1.300677404547197,0.0,0.12082,0.0,59.89,200000,198925.07015505733,-1074.9298449426715,0.9946253507752867
2020-02-29,2,1.2255853994294514,0.0,0.11712,0.0,58.05,200000,198925.07015505733,-1074.9298449426715,0.9946253507752867
2020-03-01,1,1.1863898157870607,-849598.8304222147,0.11707,1723.7874363523165,57.7,200000,198925.07015505733,-1074.9298449426715,0.9946253507752867
2020-03-02,2,1.53439352534266,0.0,0.1284,0.0,61.42,200000,202138.5356405104,2138.5356405104103,1.010692678202552
2020-03-03,2,1.8538046425796808,0.0,0.1317,0.0,61.01,200000,202138.5356405104,2138.5356405104103,1.010692678202552
2020-03-04,2,1.95663718085124,0.0,0.13182,0.0,60.38,200000,202138.5356405104,2138.5356405104103,1.010692678202552
2020-03-05,2,2.1704426264948324,0.0,0.14123,0.0,62.06,200000,202138.5356405104,2138.5356405104103,1.010692678202552
2020-03-06,1,1.1124546332625582,-749938.9168231447,0.13477,1598.6913606494022,63.22,200000,202138.5356405104,2138.5356405104103,1.010692678202552
2020-03-07,2,1.6112636968560594,0.0,0.13575,0.0,60.46,200000,207285.86393438943,7285.863934389432,1.0364293196719472
2020-03-08,1,1.0039562351757718,-939816.2129778266,0.11028,2032.2143522979356,51.0,200000,207285.86393438943,7285.863934389432,1.0364293196719472
2020-03-09,1,0.8574678892432904,-939816.2129778266,0.10849,2032.2143522979356,50.39,200000,204363.94215825739,4363.942158257385,1.021819710791287
2020-03-10,1,0.9977908057246125,-939816.2129778266,0.11022,2032.2143522979356,50.26,200000,205725.63634091028,5725.636340910278,1.0286281817045513
2020-03-11,0,0.014292914574899913,0.0,0.09894,0.0,48.53,200000,201647.9175293968,1647.9175293968,1.008239587646984
2020-03-12,-2,-1.8737439177889894,0.0,0.05167,0.0,29.83,200000,201647.9175293968,1647.9175293968,1.008239587646984
2020-03-13,-2,-2.297346035492528,0.0,0.06151,0.0,37.52,200000,201647.9175293968,1647.9175293968,1.008239587646984
2020-03-14,-2,-1.5079365657841164,0.0,0.061,0.0,34.4,200000,201647.9175293968,1647.9175293968,1.008239587646984
2020-03-15,-2,-1.6924437879920682,0.0,0.06199,0.0,36.38,200000,201647.9175293968,1647.9175293968,1.008239587646984
2020-03-16,-2,-1.9564296467433029,0.0,0.05307,0.0,33.2,200000,201647.9175293968,1647.9175293968,1.008239587646984
2020-03-17,-2,-1.476776822124301,0.0,0.05667,0.0,34.07,200000,201647.9175293968,1647.9175293968,1.008239587646984
2020-03-18,-2,-1.4467504629518924,0.0,0.05667,0.0,34.71,200000,201647.9175293968,1647.9175293968,1.008239587646984
2020-03-19,-1,-1.1114094991381238,1537653.78625436,0.06557,-2591.8755466503444,38.9,200000,201647.9175293968,1647.9175293968,1.008239587646984
2020-03-20,-1,-0.21555659334204078,1537653.78625436,0.07224,-2591.8755466503444,38.08,200000,209778.7303354601,9778.730335460103,1.0488936516773004
2020-03-21,0,-0.1749844696358757,0.0,0.07283,0.0,38.32,200000,188981.26322413294,-11018.736775867059,0.9449063161206647
2020-03-22,0,-0.5645315123778051,0.0,0.06342,0.0,35.4,200000,188981.26322413294,-11018.736775867059,0.9449063161206647
2020-03-23,0,-0.4971348581034978,0.0,0.06977,0.0,38.94,200000,188981.26322413294,-11018.736775867059,0.9449063161206647
2020-03-24,0,-0.5762633734956409,0.0,0.07122,0.0,40.57,200000,188981.26322413294,-11018.736775867059,0.9449063161206647
2020-03-25,0,-0.41120084451604755,0.0,0.06956,0.0,39.17,200000,188981.26322413294,-11018.736775867059,0.9449063161206647
2020-03-26,0,-0.2789258850311897,0.0,0.07231,0.0,40.41,200000,188981.26322413294,-11018.736775867059,0.9449063161206647
2020-03-27,0,0.32734838048414,0.0,0.0718,0.0,38.04,200000,188981.26322413294,-11018.736775867059,0.9449063161206647
2020-03-28,0,-0.057093804654632936,0.0,0.07,0.0,38.87,200000,188981.26322413294,-11018.736775867059,0.9449063161206647
2020-03-29,0,-0.20516348805963278,0.0,0.06537,0.0,37.11,200000,188981.26322413294,-11018.736775867059,0.9449063161206647
2020-03-30,0,0.8615936512717692,0.0,0.07265,0.0,38.91,200000,188981.26322413294,-11018.736775867059,0.9449063161206647
2020-03-31,2,1.4116780341776585,0.0,0.07421,0.0,39.08,200000,188981.26322413294,-11018.736775867059,0.9449063161206647
2020-04-01,1,1.1696624779998517,-1275693.6899158428,0.07407,2408.6319554439583,39.23,200000,188981.26322413294,-11018.736775867059,0.9449063161206647
2020-04-02,2,1.6948616076908225,0.0,0.07811,0.0,39.86,200000,192617.62759946325,-7382.372400536755,0.9630881379973162
2020-04-03,0,0.8105896632743365,0.0,0.076,0.0,40.46,200000,192617.62759946325,-7382.372400536755,0.9630881379973162
2020-04-04,2,1.2154708609837404,0.0,0.0787,0.0,40.71,200000,192617.62759946325,-7382.372400536755,0.9630881379973162
2020-04-05,2,1.6396735051382292,0.0,0.08015,0.0,40.31,200000,192617.62759946325,-7382.372400536755,0.9630881379973162
2020-04-06,1,1.0179150129890735,-1104712.2482189909,0.08718,2138.295155411448,45.04,200000,192617.62759946322,-7382.372400536784,0.9630881379973161
2020-04-07,1,0.5012368228449172,-1104712.2482189909,0.08479,2138.295155411448,44.77,200000,189400.02563425875,-10599.974365741247,0.9470001281712938
2020-04-08,1,0.3047313242343476,-1104712.2482189909,0.08775,2138.295155411448,46.55,200000,196476.13926561933,-3523.8607343806652,0.9823806963280967
2020-04-09,1,0.2762100271243922,-1104712.2482189909,0.08698,2138.295155411448,46.21,200000,194898.49048165084,-5101.509518349165,0.9744924524082542
2020-04-10,1,0.32182257337169645,-1104712.2482189909,0.07962,2138.295155411448,42.25,200000,178300.15951932973,-21699.840480670275,0.8915007975966487
2020-04-11,0,-0.1334272990736173,0.0,0.07899,0.0,42.54,200000,188915.77217507834,-11084.227824921662,0.9445788608753917
2020-04-12,0,0.14675425084638638,0.0,0.07894,0.0,42.0,200000,188915.77217507834,-11084.227824921662,0.9445788608753917
2020-04-13,0,-0.06891721434847295,0.0,0.07716,0.0,41.22,200000,188915.77217507834,-11084.227824921662,0.9445788608753917
2020-04-14,0,0.20187460056170822,0.0,0.07801,0.0,41.22,200000,188915.77217507834,-11084.227824921662,0.9445788608753917
2020-04-15,0,0.21688620328843172,0.0,0.07443,0.0,39.22,200000,188915.77217507834,-11084.227824921662,0.9445788608753917
2020-04-16,0,-0.6252573436329482,0.0,0.07888,0.0,42.53,200000,188915.77217507834,-11084.227824921662,0.9445788608753917
2020-04-17,-1,-1.0259201110754455,1216927.1590767738,0.07762,-2238.8690705745244,42.19,200000,188915.77217507834,-11084.227824921662,0.9445788608753917
2020-04-18,-2,-1.3428405586300927,0.0,0.08125,0.0,44.14,200000,188864.12127524999,-11135.878724750015,0.9443206063762499
2020-04-19,1,1.056898189611671,1155273.5580820283,0.08174,-2236.1368846228984,42.23,200000,188864.12127524999,-11135.878724750015,0.9443206063762499
2020-04-20,2,3.029570351538205,0.0,0.08323,0.0,40.21,200000,195102.47538373043,-4897.524616269569,0.9755123769186521
2020-04-21,2,2.756772609279211,0.0,0.08578,0.0,40.59,200000,195102.47538373043,-4897.524616269569,0.9755123769186521
2020-04-22,2,2.817396564403882,0.0,0.09174,0.0,41.8,200000,195102.47538373043,-4897.524616269569,0.9755123769186521
2020-04-23,2,2.976345658156031,0.0,0.10075,0.0,42.98,200000,195102.47538373043,-4897.524616269569,0.9755123769186521
2020-04-24,2,2.0757493350343745,0.0,0.10163,0.0,44.53,200000,195102.47538373043,-4897.524616269569,0.9755123769186521
2020-04-25,2,2.3139696170580573,0.0,0.10681,0.0,44.38,200000,195102.47538373043,-4897.524616269569,0.9755123769186521
2020-04-26,2,2.3223000681870665,0.0,0.11209,0.0,44.52,200000,195102.47538373043,-4897.524616269569,0.9755123769186521
2020-04-27,2,1.640562817916182,0.0,0.10775,0.0,44.46,200000,195102.47538373043,-4897.524616269569,0.9755123769186521
2020-04-28,2,1.3185073230611866,0.0,0.109,0.0,45.69,200000,195102.47538373043,-4897.524616269569,0.9755123769186521
2020-04-29,1,1.1860066720426399,-837709.2116089757,0.11645,1998.5912249921166,48.81,200000,195102.47538373043,-4897.524616269569,0.9755123769186521
2020-04-30,2,1.7644580965698111,0.0,0.12033,0.0,46.33,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-01,2,1.8642791001144525,0.0,0.12735,0.0,47.07,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-02,2,1.95404029986287,0.0,0.13928,0.0,49.2,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-03,2,2.096306249983985,0.0,0.14434,0.0,48.05,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-04,2,2.0405950832939155,0.0,0.14639,0.0,46.96,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-05,2,2.1894186045148407,0.0,0.15591,0.0,46.54,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-06,2,2.039935002818814,0.0,0.15461,0.0,44.94,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-07,2,1.842644596823088,0.0,0.16445,0.0,47.37,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-08,2,1.5618841178856013,0.0,0.16302,0.0,47.69,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-09,2,1.3075145276030442,0.0,0.15758,0.0,46.95,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-10,2,1.2208880185539928,0.0,0.14191,0.0,42.06,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-11,2,1.4140935090720854,0.0,0.14692,0.0,41.51,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-12,2,2.3437114454939723,0.0,0.17894,0.0,42.18,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-13,2,1.637668800258154,0.0,0.17177,0.0,43.18,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-14,2,1.2387870520089543,0.0,0.16809,0.0,43.98,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-15,2,2.045381932319762,0.0,0.19186,0.0,42.74,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-16,2,1.470608419584946,0.0,0.18355,0.0,43.25,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-17,2,1.531807844895813,0.0,0.19206,0.0,43.71,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-18,2,1.2580044216631714,0.0,0.1944,0.0,45.32,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-19,2,1.8227080074318298,0.0,0.218,0.0,45.73,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-20,2,3.0229620486927957,0.0,0.27895,0.0,44.25,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-21,2,2.3392244736097974,0.0,0.264,0.0,42.73,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-22,2,1.904612335410349,0.0,0.26799,0.0,44.23,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-23,2,2.231612734771177,0.0,0.3017,0.0,43.85,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-24,2,2.56376476872732,0.0,0.34231,0.0,42.08,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-25,2,2.158727350012041,0.0,0.35327,0.0,42.97,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-26,2,2.3743855234368896,0.0,0.40301,0.0,42.27,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-27,1,1.0980667154162878,-313729.5434892194,0.32402,2318.2359562457664,43.85,200000,203309.29336275373,3309.2933627537277,1.0165464668137687
2020-05-28,1,0.7794976253145874,-313729.5434892194,0.31117,2318.2359562457664,44.77,200000,201410.64580866336,1410.6458086633647,1.0070532290433167
2020-05-29,1,0.7043322855280757,-313729.5434892194,0.30948,2318.2359562457664,44.47,200000,200184.97209329286,184.97209329286125,1.0009248604664642
2020-05-30,0,0.10729837044351802,0.0,0.2865,0.0,47.72,200000,182566.5877403671,-17433.412259632896,0.9128329387018355
2020-05-31,0,-0.30413327931370077,0.0,0.24692,0.0,45.61,200000,182566.5877403671,-17433.412259632896,0.9128329387018355
2020-06-01,0,-0.22773020616483033,0.0,0.27108,0.0,48.25,200000,182566.5877403671,-17433.412259632896,0.9128329387018355
2020-06-02,0,-0.3412918224059082,0.0,0.25468,0.0,45.99,200000,182566.5877403671,-17433.412259632896,0.9128329387018355
2020-06-03,0,-0.213762658847438,0.0,0.27607,0.0,47.16,200000,182566.5877403671,-17433.412259632896,0.9128329387018355
2020-06-04,0,-0.16630555181167092,0.0,0.28491,0.0,47.43,200000,182566.5877403671,-17433.412259632896,0.9128329387018355
2020-06-05,0,-0.28250645248037365,0.0,0.27883,0.0,46.83,200000,182566.5877403671,-17433.412259632896,0.9128329387018355
2020-06-06,0,-0.4948354099572162,0.0,0.27058,0.0,46.79,200000,182566.5877403671,-17433.412259632896,0.9128329387018355
2020-06-07,0,-0.6789248917043933,0.0,0.26517,0.0,46.63,200000,182566.5877403671,-17433.412259632896,0.9128329387018355
2020-06-08,0,-0.919546005164077,0.0,0.25492,0.0,46.43,200000,182566.5877403671,-17433.412259632896,0.9128329387018355
2020-06-09,0,-0.8557369721960737,0.0,0.25235,0.0,45.87,200000,182566.5877403671,-17433.412259632896,0.9128329387018355
2020-06-10,-1,-1.1040748170326073,381619.1215308677,0.2392,-1957.6087040571208,46.63,200000,182566.5877403671,-17433.412259632896,0.9128329387018355
2020-06-11,-2,-1.3249572040158961,0.0,0.20451,0.0,43.22,200000,189129.5093854381,-10870.490614561888,0.9456475469271906
2020-06-12,0,-0.5168291745185711,0.0,0.25264,0.0,44.72,200000,189129.5093854381,-10870.490614561888,0.9456475469271906
2020-06-13,0,-0.4990741031136842,0.0,0.25154,0.0,45.08,200000,189129.5093854381,-10870.490614561888,0.9456475469271906
2020-06-14,0,-0.7125052933466669,0.0,0.23149,0.0,44.05,200000,189129.5093854381,-10870.490614561888,0.9456475469271906
2020-06-15,0,-0.668717404522905,0.0,0.23446,0.0,43.73,200000,189129.5093854381,-10870.490614561888,0.9456475469271906
2020-06-16,0,-0.6674237258739764,0.0,0.23414,0.0,43.88,200000,189129.5093854381,-10870.490614561888,0.9456475469271906
2020-06-17,0,-0.6321549844348587,0.0,0.23479,0.0,44.07,200000,189129.5093854381,-10870.490614561888,0.9456475469271906
2020-06-18,-1,-1.1736243634272239,423829.1264463923,0.22312,-2177.4062789021195,43.43,200000,189129.5093854381,-10870.490614561888,0.9456475469271906
2020-06-19,-1,-0.8242758833612621,423829.1264463923,0.22406,-2177.4062789021195,42.89,200000,188352.10937369056,-11647.89062630944,0.9417605468684528
2020-06-20,-1,-1.1855676036389915,423829.1264463923,0.22138,-2177.4062789021195,43.57,200000,188696.8835844677,-11303.116415532306,0.9434844179223385
2020-06-21,-1,-0.9410632068346496,423829.1264463923,0.22057,-2177.4062789021195,43.0,200000,187112.4604130719,-12887.539586928091,0.9355623020653595
2020-06-22,0,0.0882820073413672,0.0,0.24201,0.0,44.3,200000,183017.72064951056,-16982.279350489436,0.9150886032475528
2020-06-23,2,1.21464994331775,0.0,0.25747,0.0,44.18,200000,183017.72064951056,-16982.279350489436,0.9150886032475528
2020-06-24,1,1.0686365941806881,-373383.63116025494,0.24508,2145.5770298887523,42.65,200000,183017.72064951056,-16982.279350489436,0.9150886032475528
2020-06-25,1,0.6490625953446832,-373383.63116025494,0.23649,2145.5770298887523,42.35,200000,179166.68214887736,-20833.317851122643,0.8958334107443868
2020-06-26,0,-0.047555739639472495,0.0,0.2313,0.0,43.09,200000,176928.44031897123,-23071.559681028768,0.8846422015948562
2020-06-27,0,-0.9139521455283105,0.0,0.20986,0.0,41.06,200000,176928.44031897123,-23071.559681028768,0.8846422015948562
2020-06-28,0,0.29190253570691904,0.0,0.22443,0.0,41.37,200000,176928.44031897123,-23071.559681028768,0.8846422015948562
2020-06-29,0,0.20927491787940036,0.0,0.226,0.0,41.87,200000,176928.44031897123,-23071.559681028768,0.8846422015948562
2020-06-30,0,0.11619206364605689,0.0,0.22173,0.0,41.17,200000,176928.44031897123,-23071.559681028768,0.8846422015948562
2020-07-01,0,-0.3660751945392561,0.0,0.22173,0.0,41.77,200000,176928.44031897123,-23071.559681028768,0.8846422015948562
2020-07-02,0,-0.18406277476007715,0.0,0.21889,0.0,41.05,200000,176928.44031897123,-23071.559681028768,0.8846422015948562
2020-07-03,0,-0.5158256658012604,0.0,0.21607,0.0,41.14,200000,176928.44031897123,-23071.559681028768,0.8846422015948562
2020-07-04,0,-0.2959696281827468,0.0,0.22307,0.0,42.11,200000,176928.44031897123,-23071.559681028768,0.8846422015948562
2020-07-05,0,-0.7726381678319371,0.0,0.21596,0.0,41.58,200000,176928.44031897123,-23071.559681028768,0.8846422015948562
2020-07-06,0,-0.5795268389454711,0.0,0.23023,0.0,44.06,200000,176928.44031897123,-23071.559681028768,0.8846422015948562
2020-07-07,2,2.3818752361783533,0.0,0.25795,0.0,43.39,200000,176928.44031897123,-23071.559681028768,0.8846422015948562
2020-07-08,0,0.6065610031956193,0.0,0.25102,0.0,45.35,200000,176928.44031897123,-23071.559681028768,0.8846422015948562
2020-07-09,0,0.15222031143110742,0.0,0.24106,0.0,44.33,200000,176928.44031897123,-23071.559681028768,0.8846422015948562
2020-07-10,0,0.290395071751599,0.0,0.24307,0.0,44.3,200000,176928.44031897123,-23071.559681028768,0.8846422015948562
2020-07-11,1,1.0120210989315774,-349191.6797958696,0.25334,1979.508170943961,44.69,200000,176928.44031897123,-23071.559681028768,0.8846422015948562
2020-07-12,2,2.7569888540919205,0.0,0.2805,0.0,44.7,200000,186392.69126051757,-13607.308739482425,0.9319634563025879
2020-07-13,0,0.3994554742013971,0.0,0.24542,0.0,43.92,200000,186392.69126051757,-13607.308739482425,0.9319634563025879
2020-07-14,0,0.12197915596402668,0.0,0.24127,0.0,43.88,200000,186392.69126051757,-13607.308739482425,0.9319634563025879
2020-07-15,0,0.05254430259187218,0.0,0.2372,0.0,43.33,200000,186392.69126051757,-13607.308739482425,0.9319634563025879
2020-07-16,0,0.3910047215669659,0.0,0.23464,0.0,42.09,200000,186392.69126051757,-13607.308739482425,0.9319634563025879
2020-07-17,0,0.9871326584202356,0.0,0.24131,0.0,41.9,200000,186392.69126051757,-13607.308739482425,0.9319634563025879
2020-07-18,2,1.2526147468054227,0.0,0.24894,0.0,42.45,200000,186392.69126051757,-13607.308739482425,0.9319634563025879
2020-07-19,0,0.43856055035564295,0.0,0.2412,0.0,42.64,200000,186392.69126051757,-13607.308739482425,0.9319634563025879
2020-07-20,0,0.2823832437510029,0.0,0.23595,0.0,41.94,200000,186392.69126051757,-13607.308739482425,0.9319634563025879
2020-07-21,0,-0.32683017525929897,0.0,0.23951,0.0,43.77,200000,186392.69126051757,-13607.308739482425,0.9319634563025879
2020-07-22,0,0.4340652367643708,0.0,0.25576,0.0,44.96,200000,186392.69126051757,-13607.308739482425,0.9319634563025879
2020-07-23,0,0.6361462617015071,0.0,0.2589,0.0,44.94,200000,186392.69126051757,-13607.308739482425,0.9319634563025879
2020-07-24,0,0.26242377284410157,0.0,0.25072,0.0,44.11,200000,186392.69126051757,-13607.308739482425,0.9319634563025879
2020-07-25,-2,-1.5348865496782373,0.0,0.25877,0.0,49.16,200000,186392.69126051757,-13607.308739482425,0.9319634563025879
2020-07-26,-2,-1.734520743501741,0.0,0.25083,0.0,48.1,200000,186392.69126051757,-13607.308739482425,0.9319634563025879
2020-07-27,-2,-3.0884192582209127,0.0,0.2424,0.0,53.28,200000,186392.69126051757,-13607.308739482425,0.9319634563025879
2020-07-28,-2,-2.4878417364666214,0.0,0.25112,0.0,55.75,200000,186392.69126051757,-13607.308739482425,0.9319634563025879
2020-07-29,-2,-2.0898776357348976,0.0,0.24783,0.0,55.16,200000,186392.69126051757,-13607.308739482425,0.9319634563025879
2020-07-30,-2,-1.7284809754385642,0.0,0.25745,0.0,56.75,200000,186392.69126051757,-13607.308739482425,0.9319634563025879
2020-07-31,-2,-1.3663960385880676,0.0,0.26938,0.0,58.13,200000,186392.69126051757,-13607.308739482425,0.9319634563025879
2020-08-01,0,-0.3422758842610897,0.0,0.31647,0.0,61.65,200000,186392.69126051757,-13607.308739482425,0.9319634563025879
2020-08-02,0,-0.6899136417002649,0.0,0.27995,0.0,56.77,200000,186392.69126051757,-13607.308739482425,0.9319634563025879
2020-08-03,0,-0.6777013169849101,0.0,0.28687,0.0,58.48,200000,186392.69126051757,-13607.308739482425,0.9319634563025879
2020-08-04,1,1.0199629435987847,-280838.7694146717,0.33185,1617.7112589873075,57.61,200000,186392.69126051757,-13607.308739482425,0.9319634563025879
2020-08-05,0,0.18496609913747578,0.0,0.31382,0.0,58.88,200000,179274.67494905717,-20725.325050942833,0.8963733747452858
