date,statusList,zscore,QTUMUSDT_position,QTUMUSDT_price,XRPUSDT_position,XRPUSDT_price,init,total_asset,pnl,return
2020-03-19,-2,-1.242821632404487,0.0,1.256,0.0,0.1646,200000,193565.25598669067,-6434.744013309333,0.9678262799334534
2020-03-20,0,-0.8797391511694277,0.0,1.232,0.0,0.15695,200000,193565.25598669067,-6434.744013309333,0.9678262799334534
2020-03-21,0,-0.8597273653863209,0.0,1.232,0.0,0.15797,200000,193565.25598669067,-6434.744013309333,0.9678262799334534
2020-03-22,0,-0.8194158269356138,0.0,1.147,0.0,0.14776,200000,193565.25598669067,-6434.744013309333,0.9678262799334534
2020-03-23,0,-0.7146904036181756,0.0,1.234,0.0,0.15854,200000,193565.25598669067,-6434.744013309333,0.9678262799334534
2020-03-24,0,-0.5723803168411242,0.0,1.272,0.0,0.16225,200000,193565.25598669067,-6434.744013309333,0.9678262799334534
2020-03-25,0,-0.5516243243544818,0.0,1.261,0.0,0.16168,200000,193565.25598669067,-6434.744013309333,0.9678262799334534
2020-03-26,-1,-1.16642801045056,75789.05872619056,1.277,-550120.0931810682,0.17593,200000,193565.25598669067,-6434.744013309333,0.9678262799334534
2020-03-27,-2,-1.4373018687760826,0.0,1.204,0.0,0.17269,200000,197315.46817179595,-2684.5318282040535,0.9865773408589797
2020-03-28,-2,-1.4128657026189457,0.0,1.213,0.0,0.17543,200000,197315.46817179595,-2684.5318282040535,0.9865773408589797
2020-03-29,-2,-1.2136933948065876,0.0,1.141,0.0,0.16278,200000,197315.46817179595,-2684.5318282040535,0.9865773408589797
2020-03-30,-2,-1.2218477633725477,0.0,1.197,0.0,0.17112,200000,197315.46817179595,-2684.5318282040535,0.9865773408589797
2020-03-31,-2,-1.4722944812732337,0.0,1.21,0.0,0.17353,200000,197315.46817179595,-2684.5318282040535,0.9865773408589797
2020-04-01,-2,-1.2774258541089656,0.0,1.223,0.0,0.17494,200000,197315.46817179595,-2684.5318282040535,0.9865773408589797
2020-04-02,0,-0.8762832418990731,0.0,1.268,0.0,0.17828,200000,197315.46817179595,-2684.5318282040535,0.9865773408589797
2020-04-03,0,-0.9215229964943025,0.0,1.268,0.0,0.17957,200000,197315.46817179595,-2684.5318282040535,0.9865773408589797
2020-04-04,0,-0.68048549758946,0.0,1.29,0.0,0.18114,200000,197315.46817179595,-2684.5318282040535,0.9865773408589797
2020-04-05,0,-0.8935518689165679,0.0,1.258,0.0,0.17925,200000,197315.46817179595,-2684.5318282040535,0.9865773408589797
2020-04-06,0,-0.48609899694613184,0.0,1.416,0.0,0.19803,200000,197315.46817179595,-2684.5318282040535,0.9865773408589797
2020-04-07,0,-0.4887112484501182,0.0,1.375,0.0,0.19285,200000,197315.46817179595,-2684.5318282040535,0.9865773408589797
2020-04-08,0,0.36268793674586436,0.0,1.5,0.0,0.20192,200000,197315.46817179595,-2684.5318282040535,0.9865773408589797
2020-04-09,0,0.49099279285765757,0.0,1.476,0.0,0.19829,200000,197315.46817179595,-2684.5318282040535,0.9865773408589797
2020-04-10,0,-0.3073497836340028,0.0,1.341,0.0,0.18758,200000,197315.46817179595,-2684.5318282040535,0.9865773408589797
2020-04-11,0,-0.21991541527046918,0.0,1.348,0.0,0.1885,200000,197315.46817179595,-2684.5318282040535,0.9865773408589797
2020-04-12,0,-0.015637544312692313,0.0,1.36,0.0,0.18939,200000,197315.46817179595,-2684.5318282040535,0.9865773408589797
2020-04-13,0,-0.01596596450587655,0.0,1.341,0.0,0.18763,200000,197315.46817179595,-2684.5318282040535,0.9865773408589797
2020-04-14,0,0.2359102355496824,0.0,1.331,0.0,0.18613,200000,197315.46817179595,-2684.5318282040535,0.9865773408589797
2020-04-15,0,0.44498303011758,0.0,1.295,0.0,0.1805,200000,197315.46817179595,-2684.5318282040535,0.9865773408589797
2020-04-16,2,1.6092759216796346,0.0,1.403,0.0,0.19053,200000,197315.46817179595,-2684.5318282040535,0.9865773408589797
2020-04-17,2,1.269317692654791,0.0,1.383,0.0,0.18863,200000,197315.46817179595,-2684.5318282040535,0.9865773408589797
2020-04-18,2,1.2742035187746554,0.0,1.437,0.0,0.19544,200000,197315.46817179595,-2684.5318282040535,0.9865773408589797
2020-04-19,1,1.1973175734849906,-70925.76138454204,1.391,521970.97553514614,0.18901,200000,197315.46817179595,-2684.5318282040535,0.9865773408589797
2020-04-20,0,0.15626387680097775,0.0,1.311,0.0,0.18151,200000,195556.18957754617,-4443.810422453826,0.9777809478877308
2020-04-21,0,-0.3349091003019301,0.0,1.315,0.0,0.18341,200000,195556.18957754617,-4443.810422453826,0.9777809478877308
2020-04-22,0,0.418570415889189,0.0,1.367,0.0,0.18804,200000,195556.18957754617,-4443.810422453826,0.9777809478877308
2020-04-23,0,-0.12550536909181456,0.0,1.389,0.0,0.1926,200000,195556.18957754617,-4443.810422453826,0.9777809478877308
2020-04-24,1,1.1862296745802456,-68568.0889121831,1.426,505966.8553105981,0.19325,200000,195556.18957754617,-4443.810422453826,0.9777809478877308
2020-04-25,2,2.6665014979122375,0.0,1.482,0.0,0.19418,200000,198925.45338118958,-1074.5466188104183,0.9946272669059479
2020-04-26,2,2.836620623643764,0.0,1.532,0.0,0.19618,200000,198925.45338118958,-1074.5466188104183,0.9946272669059479
2020-04-27,2,1.5716155144856623,0.0,1.505,0.0,0.19747,200000,198925.45338118958,-1074.5466188104183,0.9946272669059479
2020-04-28,0,-0.9576437727130618,0.0,1.527,0.0,0.21416,200000,198925.45338118958,-1074.5466188104183,0.9946272669059479
2020-04-29,0,-0.4786762029856953,0.0,1.633,0.0,0.22648,200000,198925.45338118958,-1074.5466188104183,0.9946272669059479
2020-04-30,0,-0.21102338289093073,0.0,1.536,0.0,0.21135,200000,198925.45338118958,-1074.5466188104183,0.9946272669059479
2020-05-01,0,-0.2065330780045816,0.0,1.585,0.0,0.21786,200000,198925.45338118958,-1074.5466188104183,0.9946272669059479
2020-05-02,0,0.10858322729829961,0.0,1.642,0.0,0.22369,200000,198925.45338118958,-1074.5466188104183,0.9946272669059479
2020-05-03,0,-0.5862137914610035,0.0,1.584,0.0,0.21936,200000,198925.45338118958,-1074.5466188104183,0.9946272669059479
2020-05-04,0,-0.9634339492364956,0.0,1.558,0.0,0.21776,200000,198925.45338118958,-1074.5466188104183,0.9946272669059479
2020-05-05,-1,-1.061870459320165,64293.940976467224,1.547,-458607.18688027846,0.21688,200000,198925.45338118958,-1074.5466188104183,0.9946272669059479
2020-05-06,-1,-0.9999528809537126,64293.940976467224,1.508,-458607.18688027846,0.21158,200000,193987.3715926419,-6012.628407358105,0.9699368579632095
2020-05-07,-1,-0.23834170420075915,64293.940976467224,1.588,-458607.18688027846,0.21862,200000,202359.48146639645,2359.48146639645,1.0117974073319822
2020-05-08,0,1.34114434753031,0.0,1.657,0.0,0.21865,200000,192664.85459455627,-7335.1454054437345,0.9633242729727813
2020-05-09,0,0.23849390691313704,0.0,1.594,0.0,0.21642,200000,192664.85459455627,-7335.1454054437345,0.9633242729727813
2020-05-10,0,-0.025560183602101154,0.0,1.442,0.0,0.19702,200000,192664.85459455627,-7335.1454054437345,0.9633242729727813
2020-05-11,0,-0.2796158196868465,0.0,1.401,0.0,0.19254,200000,192664.85459455627,-7335.1454054437345,0.9633242729727813
2020-05-12,0,0.574747325622677,0.0,1.468,0.0,0.19711,200000,192664.85459455627,-7335.1454054437345,0.9633242729727813
2020-05-13,0,0.20084378249015142,0.0,1.49,0.0,0.20177,200000,192664.85459455627,-7335.1454054437345,0.9633242729727813
2020-05-14,0,0.9333792956489411,0.0,1.536,0.0,0.20386,200000,192664.85459455627,-7335.1454054437345,0.9633242729727813
2020-05-15,1,1.176964938110656,-64178.832309978774,1.501,486085.5146698866,0.19818,200000,192664.85459455627,-7335.1454054437345,0.9633242729727813
2020-05-16,2,2.0591275386030357,0.0,1.54,0.0,0.19969,200000,194433.83992749394,-5566.160072506056,0.9721691996374697
2020-05-17,2,1.8293089598392887,0.0,1.547,0.0,0.20131,200000,194433.83992749394,-5566.160072506056,0.9721691996374697
2020-05-18,2,1.6245176275244209,0.0,1.579,0.0,0.20543,200000,194433.83992749394,-5566.160072506056,0.9721691996374697
2020-05-19,2,1.5763853389180325,0.0,1.582,0.0,0.20496,200000,194433.83992749394,-5566.160072506056,0.9721691996374697
2020-05-20,2,1.751843979163818,0.0,1.576,0.0,0.20179,200000,194433.83992749394,-5566.160072506056,0.9721691996374697
2020-05-21,1,1.133278318572771,-64941.162300432174,1.497,500241.4323543633,0.19434,200000,194433.83992749394,-5566.160072506056,0.9721691996374697
2020-05-22,2,3.4258916887189157,0.0,1.763,0.0,0.20034,200000,208706.7405052827,8706.740505282709,1.0435337025264135
2020-05-23,2,1.9578767856131438,0.0,1.668,0.0,0.19883,200000,208706.7405052827,8706.740505282709,1.0435337025264135
2020-05-24,1,1.1369046852104934,-66893.18605938548,1.56,541926.5177224831,0.19256,200000,208706.7405052827,8706.740505282709,1.0435337025264135
2020-05-25,2,1.722304362096567,0.0,1.657,0.0,0.19622,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-05-26,2,1.7445161392100736,0.0,1.658,0.0,0.19372,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-05-27,0,0.9862981075009982,0.0,1.635,0.0,0.19791,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-05-28,2,1.209600487849933,0.0,1.689,0.0,0.20052,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-05-29,2,1.3071032375653262,0.0,1.687,0.0,0.19759,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-05-30,2,1.4851043608336756,0.0,1.802,0.0,0.20701,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-05-31,2,1.2142097566890624,0.0,1.747,0.0,0.20245,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-01,2,1.6841615014015061,0.0,1.89,0.0,0.211,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-02,2,1.314683592827603,0.0,1.794,0.0,0.20301,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-03,2,1.4204873173175305,0.0,1.829,0.0,0.2041,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-04,2,1.3595986514763734,0.0,1.838,0.0,0.20427,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-05,0,0.9916391748715758,0.0,1.798,0.0,0.20274,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-06,2,1.311974599215088,0.0,1.848,0.0,0.20361,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-07,0,0.8287778350988342,0.0,1.807,0.0,0.20329,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-08,0,0.8924236185292639,0.0,1.825,0.0,0.20403,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-09,0,0.89129958045295,0.0,1.805,0.0,0.20127,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-10,2,1.576127661441478,0.0,1.863,0.0,0.20266,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-11,0,0.7504357681143446,0.0,1.686,0.0,0.18817,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-12,0,0.9163393543496887,0.0,1.745,0.0,0.19307,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-13,2,1.5590144980071394,0.0,1.778,0.0,0.19234,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-14,0,0.7284841725161277,0.0,1.72,0.0,0.19022,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-15,0,-0.6390506009930416,0.0,1.674,0.0,0.19238,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-16,0,0.4996021143149652,0.0,1.732,0.0,0.19238,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-17,0,-0.3799757531600548,0.0,1.71,0.0,0.19315,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-18,0,-0.4732143260234813,0.0,1.682,0.0,0.18975,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-19,0,0.0211409332802618,0.0,1.676,0.0,0.18722,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-20,0,-0.20214909824900645,0.0,1.68,0.0,0.18792,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-21,2,2.2035384456160316,0.0,1.729,0.0,0.18602,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-22,2,3.227983303710587,0.0,1.838,0.0,0.18928,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-23,2,1.9196297734402037,0.0,1.796,0.0,0.18889,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-24,2,1.5200838027861714,0.0,1.736,0.0,0.18348,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-25,2,1.3581712511947395,0.0,1.718,0.0,0.18156,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-26,0,0.31779566422495187,0.0,1.678,0.0,0.18249,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-27,0,-0.4250457526667149,0.0,1.577,0.0,0.17509,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-28,0,0.006201104915897027,0.0,1.615,0.0,0.17693,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-29,1,1.0594220227674858,-63797.7045177076,1.671,601410.1559804209,0.17726,200000,213211.9284981788,13211.928498178808,1.0660596424908941
2020-06-30,1,0.7981101306376812,-63797.7045177076,1.643,601410.1559804209,0.17533,200000,210264.8711706408,10264.871170640807,1.051324355853204
2020-07-01,1,0.7865394651161239,-63797.7045177076,1.657,601410.1559804209,0.17647,200000,211843.64661170635,11843.646611706354,1.0592182330585318
2020-07-02,1,0.8322655433954734,-63797.7045177076,1.647,601410.1559804209,0.17477,200000,210183.2723013626,10183.272301362595,1.050916361506813
2020-07-03,1,0.31003132495962954,-63797.7045177076,1.636,601410.1559804209,0.1762,200000,210341.5140747198,10341.514074719802,1.051707570373599
2020-07-04,1,1.0597375555401356,-63797.7045177076,1.695,601410.1559804209,0.17808,200000,215236.22973450774,15236.229734507739,1.0761811486725388
2020-07-05,2,2.4296447898577265,0.0,1.774,0.0,0.17695,200000,219969.5292118566,19969.5292118566,1.099847646059283
2020-07-06,1,1.0661948835595176,-60398.00362763773,1.821,582700.7396340572,0.18875,200000,219969.5292118566,19969.5292118566,1.099847646059283
2020-07-07,2,1.3227472812595649,0.0,1.807,0.0,0.18508,200000,221262.46887552668,21262.468875526683,1.1063123443776335
2020-07-08,2,1.4054457182750155,0.0,2.019,0.0,0.20551,200000,221262.46887552668,21262.468875526683,1.1063123443776335
2020-07-09,2,2.826644296157277,0.0,2.13,0.0,0.20263,200000,221262.46887552668,21262.468875526683,1.1063123443776335
2020-07-10,2,1.813268037810731,0.0,2.037,0.0,0.19909,200000,221262.46887552668,21262.468875526683,1.1063123443776335
2020-07-11,2,1.8008323277840856,0.0,2.079,0.0,0.2011,200000,221262.46887552668,21262.468875526683,1.1063123443776335
2020-07-12,2,1.248180082719895,0.0,2.045,0.0,0.20128,200000,221262.46887552668,21262.468875526683,1.1063123443776335
2020-07-13,2,2.6370837345492113,0.0,2.211,0.0,0.19867,200000,221262.46887552668,21262.468875526683,1.1063123443776335
2020-07-14,2,2.7747150029033922,0.0,2.346,0.0,0.19909,200000,221262.46887552668,21262.468875526683,1.1063123443776335
2020-07-15,2,2.100868951471423,0.0,2.293,0.0,0.19721,200000,221262.46887552668,21262.468875526683,1.1063123443776335
2020-07-16,2,1.995657932705773,0.0,2.303,0.0,0.19444,200000,221262.46887552668,21262.468875526683,1.1063123443776335
2020-07-17,2,2.1072987090994526,0.0,2.392,0.0,0.1944,200000,221262.46887552668,21262.468875526683,1.1063123443776335
2020-07-18,2,1.4457041807301125,0.0,2.364,0.0,0.1999,200000,221262.46887552668,21262.468875526683,1.1063123443776335
2020-07-19,2,1.2278430562525338,0.0,2.344,0.0,0.19956,200000,221262.46887552668,21262.468875526683,1.1063123443776335
2020-07-20,0,0.7852446199745564,0.0,2.215,0.0,0.19465,200000,221262.46887552668,21262.468875526683,1.1063123443776335
2020-07-21,1,1.0769903577464386,-47057.09674086063,2.351,554570.3265214463,0.19949,200000,221262.46887552668,21262.468875526683,1.1063123443776335
2020-07-22,1,0.8787276929616501,-47057.09674086063,2.376,554570.3265214463,0.20348,200000,224651.63189686876,24651.631896868756,1.1232581594843438
2020-07-23,1,0.42071442410493964,-47057.09674086063,2.357,554570.3265214463,0.20851,200000,226547.0358011953,26547.035801195307,1.1327351790059765
2020-07-24,1,0.246198280183334,-47057.09674086063,2.287,554570.3265214463,0.20392,200000,220707.56123060157,20707.56123060157,1.103537806153008
2020-07-25,0,0.19304154980833735,0.0,2.409,0.0,0.21463,200000,215595.58574296188,15595.585742961877,1.0779779287148095
2020-07-26,0,-0.24672030335879946,0.0,2.357,0.0,0.21532,200000,215595.58574296188,15595.585742961877,1.0779779287148095
2020-07-27,-1,-1.1676070526343372,46464.56589287972,2.32,-480446.5519966169,0.22437,200000,215595.58574296188,15595.585742961877,1.0779779287148095
2020-07-28,-2,-1.3247477671444081,0.0,2.374,0.0,0.23029,200000,215930.74277256633,15930.74277256633,1.0796537138628317
2020-07-29,-2,-2.0247713863711345,0.0,2.351,0.0,0.24327,200000,215930.74277256633,15930.74277256633,1.0796537138628317
2020-07-30,-2,-1.8083060748736075,0.0,2.373,0.0,0.24408,200000,215930.74277256633,15930.74277256633,1.0796537138628317
2020-07-31,-2,-2.0352479467624742,0.0,2.42,0.0,0.25939,200000,215930.74277256633,15930.74277256633,1.0796537138628317
2020-08-01,-2,-2.0255267299860784,0.0,2.65,0.0,0.29089,200000,215930.74277256633,15930.74277256633,1.0796537138628317
2020-08-02,-2,-2.27560317622329,0.0,2.403,0.0,0.28803,200000,215930.74277256633,15930.74277256633,1.0796537138628317
2020-08-03,-2,-1.8592047598525965,0.0,2.621,0.0,0.31016,200000,215930.74277256633,15930.74277256633,1.0796537138628317
2020-08-04,0,-0.9379186166756329,0.0,2.848,0.0,0.30138,200000,215930.74277256633,15930.74277256633,1.0796537138628317
2020-08-05,-1,-1.05221464745827,38934.50104085221,2.773,-357170.07868956984,0.30228,200000,215930.74277256633,15930.74277256633,1.0796537138628317
2020-08-06,-1,-1.0092668381746228,38934.50104085221,2.762,-357170.07868956984,0.30311,200000,215798.9144264293,15798.914426429314,1.0789945721321466
