date,statusList,zscore,OMGUSDT_position,OMGUSDT_price,WAVESUSDT_position,WAVESUSDT_price,init,total_asset,pnl,return
2020-03-23,0,-0.8132866242938338,0.0,0.5057,0.0,0.9221,200000,229890.15337293342,29890.15337293342,1.1494507668646672
2020-03-24,0,-0.45731823925474024,0.0,0.531,0.0,0.9339,200000,229890.15337293342,29890.15337293342,1.1494507668646672
2020-03-25,0,-0.4124056290557907,0.0,0.5096,0.0,0.8992,200000,229890.15337293342,29890.15337293342,1.1494507668646672
2020-03-26,0,-0.04797340031045049,0.0,0.5208,0.0,0.8917,200000,229890.15337293342,29890.15337293342,1.1494507668646672
2020-03-27,0,0.10027431200344336,0.0,0.5032,0.0,0.859,200000,229890.15337293342,29890.15337293342,1.1494507668646672
2020-03-28,1,1.0325548761923955,-227568.95008209604,0.5051,141140.81125548467,0.8144,200000,229890.15337293345,29890.153372933448,1.1494507668646672
2020-03-29,2,1.3898266054935302,0.0,0.4682,0.0,0.771,200000,227618.3703233921,27618.370323392097,1.1380918516169605
2020-03-30,2,1.6823767858650267,0.0,0.5082,0.0,0.8262,200000,227618.3703233921,27618.370323392097,1.1380918516169605
2020-03-31,-2,-1.6894660036946976,0.0,0.516,0.0,0.99,200000,227618.3703233921,27618.370323392097,1.1380918516169605
2020-04-01,0,-0.8155203106989342,0.0,0.5337,0.0,0.9698,200000,227618.3703233921,27618.370323392097,1.1380918516169605
2020-04-02,0,0.15548634781721288,0.0,0.5527,0.0,0.9615,200000,227618.3703233921,27618.370323392097,1.1380918516169605
2020-04-03,0,-0.20482027358667976,0.0,0.5439,0.0,0.9629,200000,227618.3703233921,27618.370323392097,1.1380918516169605
2020-04-04,0,0.3781173392547456,0.0,0.5513,0.0,0.9505,200000,227618.3703233921,27618.370323392097,1.1380918516169605
2020-04-05,0,0.056959053954603045,0.0,0.5416,0.0,0.9486,200000,227618.3703233921,27618.370323392097,1.1380918516169605
2020-04-06,2,1.3428741747333168,0.0,0.599,0.0,0.9867,200000,227618.3703233921,27618.370323392097,1.1380918516169605
2020-04-07,1,1.147490416767169,-189524.0385706845,0.6005,114634.55395013704,0.9928,200000,227618.3703233921,27618.370323392097,1.1380918516169605
2020-04-08,2,1.5310133704948052,0.0,0.6238,0.0,1.0067,200000,230440.86012218217,30440.860122182174,1.1522043006109108
2020-04-09,0,0.06176342322227527,0.0,0.608,0.0,1.0458,200000,230440.86012218217,30440.860122182174,1.1522043006109108
2020-04-10,0,-0.8991216579919955,0.0,0.5556,0.0,0.9998,200000,230440.86012218217,30440.860122182174,1.1522043006109108
2020-04-11,0,-0.44093492734315604,0.0,0.5631,0.0,0.9912,200000,230440.86012218217,30440.860122182174,1.1522043006109108
2020-04-12,0,-0.5500030408971174,0.0,0.5646,0.0,0.9965,200000,230440.86012218217,30440.860122182174,1.1522043006109108
2020-04-13,0,-0.9464269706496954,0.0,0.5548,0.0,0.9991,200000,230440.86012218217,30440.860122182174,1.1522043006109108
2020-04-14,0,-0.8189505146007175,0.0,0.5523,0.0,0.9899,200000,230440.86012218217,30440.860122182174,1.1522043006109108
2020-04-15,-1,-1.08778731368143,219216.95217102568,0.5256,-120146.43384889582,0.959,200000,230440.86012218217,30440.860122182174,1.1522043006109108
2020-04-16,-1,-0.559605652134959,219216.95217102568,0.5643,-120146.43384889582,1.0056,200000,244523.37998855943,44523.379988559434,1.222616899942797
2020-04-17,0,-0.160429347486535,0.0,0.5685,0.0,0.9975,200000,225662.09057722765,25662.090577227646,1.1283104528861383
2020-04-18,0,0.004366903998771895,0.0,0.5959,0.0,1.0411,200000,225662.09057722765,25662.090577227646,1.1283104528861383
2020-04-19,0,0.08573224543659524,0.0,0.5799,0.0,1.0138,200000,225662.09057722765,25662.090577227646,1.1283104528861383
2020-04-20,0,-0.764271307742629,0.0,0.5423,0.0,0.9731,200000,225662.09057722765,25662.090577227646,1.1283104528861383
2020-04-21,0,0.5159905772734281,0.0,0.5621,0.0,0.9639,200000,225662.09057722765,25662.090577227646,1.1283104528861383
2020-04-22,0,0.27362507896413363,0.0,0.5777,0.0,0.998,200000,225662.09057722765,25662.090577227646,1.1283104528861383
2020-04-23,0,0.8545537882271145,0.0,0.5956,0.0,1.0074,200000,225662.09057722765,25662.090577227646,1.1283104528861383
2020-04-24,2,1.6502588857295728,0.0,0.6169,0.0,1.0107,200000,225662.09057722765,25662.090577227646,1.1283104528861383
2020-04-25,2,1.7417475653860799,0.0,0.6316,0.0,1.0221,200000,225662.09057722765,25662.090577227646,1.1283104528861383
2020-04-26,2,1.9734540758492192,0.0,0.6604,0.0,1.0522,200000,225662.09057722765,25662.090577227646,1.1283104528861383
2020-04-27,2,1.6922970169892562,0.0,0.6585,0.0,1.055,200000,225662.09057722765,25662.090577227646,1.1283104528861383
2020-04-28,2,1.9579846136034835,0.0,0.6682,0.0,1.0534,200000,225662.09057722765,25662.090577227646,1.1283104528861383
2020-04-29,2,2.972503104752588,0.0,0.7687,0.0,1.099,200000,225662.09057722765,25662.090577227646,1.1283104528861383
2020-04-30,2,2.376060765617704,0.0,0.7392,0.0,1.0552,200000,225662.09057722765,25662.090577227646,1.1283104528861383
2020-05-01,2,1.994602964825892,0.0,0.7536,0.0,1.0751,200000,225662.09057722765,25662.090577227646,1.1283104528861383
2020-05-02,2,1.5589825492229072,0.0,0.7511,0.0,1.0884,200000,225662.09057722765,25662.090577227646,1.1283104528861383
2020-05-03,2,1.2935638435978438,0.0,0.7266,0.0,1.0624,200000,225662.09057722765,25662.090577227646,1.1283104528861383
2020-05-04,1,1.0554051490238692,-157211.99009142234,0.7177,106444.38234774889,1.06,200000,225662.09057722765,25662.090577227646,1.1283104528861383
2020-05-05,1,0.9246367849958441,-157211.99009142234,0.7099,106444.38234774889,1.0517,200000,223552.34868102823,23552.348681028234,1.1177617434051412
2020-05-06,1,0.6751571478040074,-157211.99009142234,0.682,106444.38234774889,1.024,200000,216217.6247664449,16217.624766444904,1.0810881238322245
2020-05-07,1,0.8143598185979526,-157211.99009142234,0.7076,106444.38234774889,1.0444,200000,222413.71711267938,22413.717112679384,1.112068585563397
2020-05-08,2,1.5380088976499922,0.0,0.7625,0.0,1.0551,200000,233226.76520682735,33226.765206827346,1.1661338260341367
2020-05-09,2,1.210961423663175,0.0,0.7409,0.0,1.0406,200000,233226.76520682735,33226.765206827346,1.1661338260341367
2020-05-10,1,1.0334079632055377,-172760.5668198721,0.675,122082.68698012318,0.9552,200000,233226.76520682735,33226.765206827346,1.1661338260341367
2020-05-11,1,1.138569168797226,-172760.5668198721,0.6665,122082.68698012318,0.931,200000,228803.89936393942,28803.899363939418,1.144019496819697
2020-05-12,0,0.0038861647469669467,0.0,0.7172,0.0,1.0699,200000,226514.3769300058,26514.37693000579,1.132571884650029
2020-05-13,2,1.2135042242177452,0.0,0.7635,0.0,1.06,200000,226514.3769300058,26514.37693000579,1.132571884650029
2020-05-14,2,3.56489279986348,0.0,0.9453,0.0,1.0461,200000,226514.3769300058,26514.37693000579,1.132571884650029
2020-05-15,2,2.8614838998711405,0.0,0.9551,0.0,1.0298,200000,226514.3769300058,26514.37693000579,1.132571884650029
2020-05-16,2,2.1329684977320453,0.0,0.9323,0.0,1.0299,200000,226514.3769300058,26514.37693000579,1.132571884650029
2020-05-17,2,2.008490054496298,0.0,0.9721,0.0,1.0497,200000,226514.3769300058,26514.37693000579,1.132571884650029
2020-05-18,2,2.0043412075517573,0.0,1.0218,0.0,1.0638,200000,226514.3769300058,26514.37693000579,1.132571884650029
2020-05-19,2,2.5949832925898852,0.0,1.1794,0.0,1.0615,200000,226514.3769300058,26514.37693000579,1.132571884650029
2020-05-20,2,2.1125342297847585,0.0,1.1679,0.0,1.0542,200000,226514.3769300058,26514.37693000579,1.132571884650029
2020-05-21,2,3.1320882020385348,0.0,1.5427,0.0,1.0167,200000,226514.3769300058,26514.37693000579,1.132571884650029
2020-05-22,2,2.803293334752312,0.0,1.8003,0.0,1.0665,200000,226514.3769300058,26514.37693000579,1.132571884650029
2020-05-23,2,2.381969600161867,0.0,1.8737,0.0,1.0699,200000,226514.3769300058,26514.37693000579,1.132571884650029
2020-05-24,2,1.5014181583855328,0.0,1.5367,0.0,1.0117,200000,226514.3769300058,26514.37693000579,1.132571884650029
2020-05-25,2,1.5864141855333924,0.0,1.7232,0.0,1.0576,200000,226514.3769300058,26514.37693000579,1.132571884650029
2020-05-26,2,1.2426368429026478,0.0,1.6523,0.0,1.0645,200000,226514.3769300058,26514.37693000579,1.132571884650029
2020-05-27,1,1.1035192333926125,-68857.72645002608,1.6448,106314.83006195711,1.0653,200000,226514.3769300058,26514.37693000579,1.132571884650029
2020-05-28,1,0.8438885149846004,-68857.72645002608,1.6064,106314.83006195711,1.087,200000,226177.27204666927,26177.27204666927,1.1308863602333463
2020-05-29,1,0.7563528900197296,-68857.72645002608,1.6029,106314.83006195711,1.0859,200000,225819.32369102602,25819.323691026017,1.12909661845513
2020-05-30,1,0.523345194225158,-68857.72645002608,1.5768,106314.83006195711,1.1137,200000,226977.68930640275,26977.689306402754,1.1348884465320137
2020-05-31,1,0.34595276388665774,-68857.72645002608,1.5081,106314.83006195711,1.0945,200000,220205.91876209638,20205.91876209638,1.101029593810482
2020-06-01,1,0.6158191730954296,-68857.72645002608,1.7181,106314.83006195711,1.1485,200000,240407.04213994753,40407.04213994753,1.2020352106997376
2020-06-02,1,0.7245524526735608,-68857.72645002608,1.7361,106314.83006195711,1.118,200000,238403.87889915833,38403.87889915833,1.1920193944957918
2020-06-03,1,0.5768725590735081,-68857.72645002608,1.712,106314.83006195711,1.1176,200000,236701.8817596879,36701.88175968791,1.1835094087984395
2020-06-04,1,0.39163227138421486,-68857.72645002608,1.6906,106314.83006195711,1.1256,200000,236078.845054153,36078.845054153004,1.180394225270765
2020-06-05,0,0.10440092373461424,0.0,1.6428,0.0,1.1305,200000,219444.93455706612,19444.934557066124,1.0972246727853305
2020-06-06,0,0.15143595964421716,0.0,1.7079,0.0,1.1487,200000,219444.93455706612,19444.934557066124,1.0972246727853305
2020-06-07,0,-0.009158740613602693,0.0,1.6961,0.0,1.1443,200000,219444.93455706612,19444.934557066124,1.0972246727853305
2020-06-08,0,-0.6493008882996281,0.0,1.678,0.0,1.1852,200000,219444.93455706612,19444.934557066124,1.0972246727853305
2020-06-09,-1,-1.1659513584879269,66579.16703794482,1.648,-93611.86526621711,1.1721,200000,219444.93455706612,19444.934557066124,1.0972246727853305
2020-06-10,-2,-1.7396568442133542,0.0,1.6499,0.0,1.2423,200000,225889.98708138248,25889.987081382482,1.1294499354069125
2020-06-11,-2,-1.5841206046143883,0.0,1.5076,0.0,1.1335,200000,225889.98708138248,25889.987081382482,1.1294499354069125
2020-06-12,-2,-2.0564446313498106,0.0,1.553,0.0,1.2103,200000,225889.98708138248,25889.987081382482,1.1294499354069125
2020-06-13,-2,-1.6585765201974867,0.0,1.6187,0.0,1.2489,200000,225889.98708138248,25889.987081382482,1.1294499354069125
2020-06-14,-2,-1.204756763887719,0.0,1.564,0.0,1.1748,200000,225889.98708138248,25889.987081382482,1.1294499354069125
2020-06-15,-2,-1.5036911104507624,0.0,1.5037,0.0,1.1659,200000,225889.98708138248,25889.987081382482,1.1294499354069125
2020-06-16,-2,-2.001047253443942,0.0,1.5271,0.0,1.2563,200000,225889.98708138248,25889.987081382482,1.1294499354069125
2020-06-17,-2,-1.8427107589978533,0.0,1.5136,0.0,1.2609,200000,225889.98708138248,25889.987081382482,1.1294499354069125
2020-06-18,-2,-1.6512481936295753,0.0,1.4787,0.0,1.2375,200000,225889.98708138248,25889.987081382482,1.1294499354069125
2020-06-19,-2,-1.4130123166374138,0.0,1.4603,0.0,1.2151,200000,225889.98708138248,25889.987081382482,1.1294499354069125
2020-06-20,-1,-1.127698350391084,76822.87684715769,1.4702,-93940.77479887819,1.2023,200000,225889.98708138248,25889.987081382482,1.1294499354069125
2020-06-21,-1,-1.1172843010161757,76822.87684715769,1.4512,-93940.77479887819,1.1997,200000,224186.1064068094,24186.106406809413,1.120930532034047
2020-06-22,0,-0.0886940064161491,0.0,1.6246,0.0,1.2258,200000,216236.14310395496,16236.143103954964,1.0811807155197748
2020-06-23,0,-0.5566516858423783,0.0,1.5664,0.0,1.239,200000,216236.14310395496,16236.143103954964,1.0811807155197748
2020-06-24,0,-0.3358387125828576,0.0,1.5154,0.0,1.1849,200000,216236.14310395496,16236.143103954964,1.0811807155197748
2020-06-25,0,-0.6448958167001873,0.0,1.4719,0.0,1.1848,200000,216236.14310395496,16236.143103954964,1.0811807155197748
2020-06-26,0,-0.316531589102045,0.0,1.4592,0.0,1.1542,200000,216236.14310395496,16236.143103954964,1.0811807155197748
2020-06-27,0,-0.44169556930327164,0.0,1.3905,0.0,1.1133,200000,216236.14310395496,16236.143103954964,1.0811807155197748
2020-06-28,0,-0.22501743162140028,0.0,1.4253,0.0,1.1339,200000,216236.14310395496,16236.143103954964,1.0811807155197748
2020-06-29,0,0.5181767075508596,0.0,1.4689,0.0,1.141,200000,216236.14310395496,16236.143103954964,1.0811807155197748
2020-06-30,1,1.0667935319366924,-73664.96664984498,1.4677,96533.99245712275,1.12,200000,216236.14310395496,16236.143103954964,1.0811807155197748
2020-07-01,1,0.2805989909979855,-73664.96664984498,1.4642,96533.99245712275,1.1515,200000,219019.13648307987,19019.13648307987,1.0950956824153995
2020-07-02,0,0.034704812341836457,0.0,1.4186,0.0,1.1258,200000,212059.29608519626,12059.296085196256,1.0602964804259813
2020-07-03,0,0.7110748922977088,0.0,1.4433,0.0,1.121,200000,212059.29608519626,12059.296085196256,1.0602964804259813
2020-07-04,2,1.9616125220898903,0.0,1.5166,0.0,1.1305,200000,212059.29608519626,12059.296085196256,1.0602964804259813
2020-07-05,2,1.7248524496400117,0.0,1.4951,0.0,1.116,200000,212059.29608519626,12059.296085196256,1.0602964804259813
2020-07-06,2,1.7349845295925514,0.0,1.568,0.0,1.1597,200000,212059.29608519626,12059.296085196256,1.0602964804259813
2020-07-07,0,0.7832045855485729,0.0,1.529,0.0,1.1672,200000,212059.29608519626,12059.296085196256,1.0602964804259813
2020-07-08,1,1.1695307992681827,-65677.43312846762,1.6144,87504.86757662633,1.2117,200000,212059.29608519626,12059.296085196256,1.0602964804259813
2020-07-09,1,0.9740280761892887,-65677.43312846762,1.5532,87504.86757662633,1.1704,200000,204425.88614681936,4425.8861468193645,1.022129430734097
2020-07-10,1,1.0579754791538092,-65677.43312846762,1.546,87504.86757662633,1.1585,200000,202911.70070413256,2911.700704132556,1.0145585035206628
2020-07-11,0,-0.6094450014094118,0.0,1.5298,0.0,1.2008,200000,207456.7882991131,7456.788299113105,1.0372839414955655
2020-07-12,0,-0.6208676519459905,0.0,1.5394,0.0,1.2111,200000,207456.7882991131,7456.788299113105,1.0372839414955655
2020-07-13,0,0.07168614913487592,0.0,1.5348,0.0,1.1835,200000,207456.7882991131,7456.788299113105,1.0372839414955655
2020-07-14,-2,-2.839475703836336,0.0,1.5277,0.0,1.3189,200000,207456.7882991131,7456.788299113105,1.0372839414955655
2020-07-15,-2,-2.473945820267631,0.0,1.5174,0.0,1.3215,200000,207456.7882991131,7456.788299113105,1.0372839414955655
2020-07-16,-2,-2.624539054318597,0.0,1.4742,0.0,1.3487,200000,207456.7882991131,7456.788299113105,1.0372839414955655
2020-07-17,-2,-2.696721705175816,0.0,1.4932,0.0,1.4601,200000,207456.7882991131,7456.788299113105,1.0372839414955655
2020-07-18,-2,-1.7898418602300898,0.0,1.5841,0.0,1.4689,200000,207456.7882991131,7456.788299113105,1.0372839414955655
2020-07-19,-2,-1.662787125288816,0.0,1.5537,0.0,1.4572,200000,207456.7882991131,7456.788299113105,1.0372839414955655
2020-07-20,-2,-1.8345711200932986,0.0,1.6222,0.0,1.5996,200000,207456.7882991131,7456.788299113105,1.0372839414955655
2020-07-21,-2,-1.725527590683411,0.0,1.6495,0.0,1.6581,200000,207456.7882991131,7456.788299113105,1.0372839414955655
2020-07-22,-2,-1.2707180094380144,0.0,1.729,0.0,1.6715,200000,207456.7882991131,7456.788299113105,1.0372839414955655
2020-07-23,0,-0.9560472547491333,0.0,1.6884,0.0,1.588,200000,207456.7882991131,7456.788299113105,1.0372839414955655
2020-07-24,-1,-1.0279456729692298,63927.2736038189,1.6226,-66420.17938756262,1.5617,200000,207456.7882991131,7456.788299113105,1.0372839414955655
2020-07-25,-1,-0.6801263453110729,63927.2736038189,1.6419,-66420.17938756262,1.527,200000,206385.80445491837,6385.804454918369,1.0319290222745918
2020-07-26,-1,-0.6862853475480021,63927.2736038189,1.6229,-66420.17938756262,1.525,200000,205038.34589767066,5038.345897670661,1.0251917294883532
2020-07-27,-1,-0.5796569245918257,63927.2736038189,1.5738,-66420.17938756262,1.4734,200000,198472.23550732498,-1527.7644926750218,0.9923611775366249
2020-07-28,-1,-0.6043485419935266,63927.2736038189,1.5836,-66420.17938756262,1.4994,200000,200825.647452719,825.6474527189857,1.004128237263595
2020-07-29,-1,-0.5714207210386895,63927.2736038189,1.5778,-66420.17938756262,1.5003,200000,200514.64742726565,514.6474272656487,1.0025732371363283
2020-07-30,-1,-0.6376848302577155,63927.2736038189,1.5886,-66420.17938756262,1.5293,200000,203131.24718442623,3131.2471844262327,1.015656235922131
2020-07-31,-1,-0.5525507424067565,63927.2736038189,1.5816,-66420.17938756262,1.5206,200000,202105.90070852768,2105.9007085276826,1.0105295035426385
2020-08-01,-1,-0.286939241217717,63927.2736038189,1.6556,-66420.17938756262,1.5707,200000,210164.1699425272,10164.169942527195,1.050820849712636
2020-08-02,-2,-1.5848439359816333,0.0,1.5843,0.0,1.599,200000,212382.67556929548,12382.675569295476,1.0619133778464773
