date,statusList,zscore,ETCUSDT_position,ETCUSDT_price,VETUSDT_position,VETUSDT_price,init,total_asset,pnl,return
2020-02-01,1,1.0628889881013766,-8674.381082909735,11.5282,16675004.168751042,0.005997,200000,200000.0,0.0,1.0
2020-02-02,1,0.6786879579416824,-8674.381082909735,11.3658,16675004.168751042,0.006229,200000,202459.88147928572,2459.8814792857156,1.0122994073964287
2020-02-03,1,0.7613782646036338,-8674.381082909735,11.7782,16675004.168751042,0.006304,200000,207287.821550534,7287.82155053399,1.03643910775267
2020-02-04,1,0.2262665792399701,-8674.381082909735,11.4111,16675004.168751042,0.006532,200000,207905.35720547306,7905.357205473061,1.0395267860273654
2020-02-05,1,0.7809977424703949,-8674.381082909735,12.3345,16675004.168751042,0.006472,200000,214914.78044730687,14914.780447306868,1.0745739022365344
2020-02-06,1,0.21704992245349433,-8674.381082909735,12.1132,16675004.168751042,0.0068,200000,218464.54128100927,18464.541281009268,1.0923227064050463
2020-02-07,0,-0.14988475347096394,0.0,11.6967,0.0,0.006817,200000,187788.12979409442,-12211.87020590558,0.9389406489704721
2020-02-08,0,-0.04602429854266685,0.0,11.6984,0.0,0.006669,200000,187788.12979409442,-12211.87020590558,0.9389406489704721
2020-02-09,0,-0.304882078333885,0.0,11.7025,0.0,0.006825,200000,187788.12979409442,-12211.87020590558,0.9389406489704721
2020-02-10,0,0.14561325322623317,0.0,11.8387,0.0,0.00651,200000,187788.12979409442,-12211.87020590558,0.9389406489704721
2020-02-11,-1,-1.0310227194244532,7850.674322495585,11.96,-12544297.247434497,0.007485,200000,187788.12979409442,-12211.87020590558,0.9389406489704721
2020-02-12,-1,-0.9119573635587191,7850.674322495585,12.2074,-12544297.247434497,0.00747,200000,189542.2221627683,-10457.777837231697,0.9477111108138415
2020-02-13,-2,-1.635058155687732,0.0,12.055,0.0,0.008059,200000,194242.74235348473,-5757.257646515267,0.9712137117674237
2020-02-14,-2,-1.8471728739952686,0.0,12.0094,0.0,0.008301,200000,194242.74235348473,-5757.257646515267,0.9712137117674237
2020-02-15,-2,-1.909934052818478,0.0,10.4066,0.0,0.00747,200000,194242.74235348473,-5757.257646515267,0.9712137117674237
2020-02-16,-2,-1.8142511802840142,0.0,9.5637,0.0,0.007081,200000,194242.74235348473,-5757.257646515267,0.9712137117674237
2020-02-17,-2,-1.2878689786485589,0.0,9.6792,0.0,0.006743,200000,194242.74235348473,-5757.257646515267,0.9712137117674237
2020-02-18,-2,-1.342825458533225,0.0,9.8629,0.0,0.007058,200000,194242.74235348473,-5757.257646515267,0.9712137117674237
2020-02-19,-2,-1.440201045331999,0.0,8.813,0.0,0.006484,200000,194242.74235348473,-5757.257646515267,0.9712137117674237
2020-02-20,-2,-1.2823864331504364,0.0,8.8702,0.0,0.00649,200000,194242.74235348473,-5757.257646515267,0.9712137117674237
2020-02-21,0,-0.932657886544072,0.0,9.4157,0.0,0.006633,200000,194242.74235348473,-5757.257646515267,0.9712137117674237
2020-02-22,0,-0.7438899903503623,0.0,9.4958,0.0,0.006593,200000,194242.74235348473,-5757.257646515267,0.9712137117674237
2020-02-23,0,-0.8658861657621617,0.0,9.7439,0.0,0.006955,200000,194242.74235348473,-5757.257646515267,0.9712137117674237
2020-02-24,0,-0.8242758280816971,0.0,9.3481,0.0,0.006713,200000,194242.74235348473,-5757.257646515267,0.9712137117674237
2020-02-25,0,-0.2678927584222408,0.0,9.1742,0.0,0.006211,200000,194242.74235348473,-5757.257646515267,0.9712137117674237
2020-02-26,0,-0.7828713536253203,0.0,7.6823,0.0,0.005554,200000,194242.74235348473,-5757.257646515267,0.9712137117674237
2020-02-27,-1,-1.0483905075684945,12586.031565293311,7.7166,-16727759.41728253,0.005806,200000,194242.74235348473,-5757.257646515267,0.9712137117674237
2020-02-28,-1,-1.1985585628163813,12586.031565293311,7.4529,-16727759.41728253,0.00575,200000,189987.05130234905,-10012.94869765095,0.9499352565117453
2020-02-29,-1,-1.0292114074732879,12586.031565293311,7.354,-16727759.41728253,0.005615,200000,186484.04525920842,-13515.954740791582,0.9324202262960422
2020-03-01,0,0.08968778729648146,0.0,7.7346,0.0,0.005427,200000,187676.37296615937,-12323.627033840632,0.9383818648307969
2020-03-02,0,0.516903833208392,0.0,8.456,0.0,0.005837,200000,187676.37296615937,-12323.627033840632,0.9383818648307969
2020-03-03,2,1.2109974765660094,0.0,8.4782,0.0,0.005773,200000,187676.37296615937,-12323.627033840632,0.9383818648307969
2020-03-04,-2,-1.442023618321837,0.0,7.9381,0.0,0.006035,200000,187676.37296615937,-12323.627033840632,0.9383818648307969
2020-03-05,0,-0.9939915354181365,0.0,8.1748,0.0,0.006129,200000,187676.37296615937,-12323.627033840632,0.9383818648307969
2020-03-06,0,-0.8374138118810974,0.0,8.2189,0.0,0.00614,200000,187676.37296615937,-12323.627033840632,0.9383818648307969
2020-03-07,0,-0.6634080688465912,0.0,7.8017,0.0,0.005788,200000,187676.37296615937,-12323.627033840632,0.9383818648307969
2020-03-08,0,-0.17555807038081786,0.0,6.4442,0.0,0.004698,200000,187676.37296615937,-12323.627033840632,0.9383818648307969
2020-03-09,2,1.675948336164503,0.0,6.9302,0.0,0.004674,200000,187676.37296615937,-12323.627033840632,0.9383818648307969
2020-03-10,1,1.0953021146983752,-13742.137582643287,6.8285,20003876.888313726,0.004691,200000,187676.37296615937,-12323.627033840632,0.9383818648307969
2020-03-11,2,1.3059422155309504,0.0,6.5922,0.0,0.004462,200000,189009.99366280463,-10990.006337195373,0.9450499683140231
2020-03-12,2,2.72923986423747,0.0,3.7168,0.0,0.002283,200000,189009.99366280463,-10990.006337195373,0.9450499683140231
2020-03-13,2,2.770806905106495,0.0,4.8432,0.0,0.002823,200000,189009.99366280463,-10990.006337195373,0.9450499683140231
2020-03-14,2,2.6585002358882623,0.0,4.5898,0.0,0.002545,200000,189009.99366280463,-10990.006337195373,0.9450499683140231
2020-03-15,2,2.868289455581203,0.0,5.0484,0.0,0.002524,200000,189009.99366280463,-10990.006337195373,0.9450499683140231
2020-03-16,2,2.2651804015089954,0.0,4.4987,0.0,0.00226,200000,189009.99366280463,-10990.006337195373,0.9450499683140231
2020-03-17,2,1.4957654186579419,0.0,4.6047,0.0,0.002467,200000,189009.99366280463,-10990.006337195373,0.9450499683140231
2020-03-18,1,1.126983818873553,-20527.16106592287,4.6039,37148190.57838141,0.002544,200000,189009.9936628046,-10990.006337195402,0.945049968314023
2020-03-19,1,0.7241741158789792,-20527.16106592287,5.0403,37148190.57838141,0.002907,200000,211452.83993192582,11452.839931925817,1.057264199659629
2020-03-20,1,0.5811671342972249,-20527.16106592287,4.8869,37148190.57838141,0.002845,200000,206000.7856085536,6000.78560855359,1.030003928042768
2020-03-21,1,0.5655967320728951,-20527.16106592287,5.008,37148190.57838141,0.002897,200000,210418.3307237127,10418.330723712686,1.0520916536185634
2020-03-22,1,0.6366794554114885,-20527.16106592287,4.5935,37148190.57838141,0.00261,200000,191248.29176589218,-8751.70823410782,0.9562414588294609
2020-03-23,1,0.47837285611752395,-20527.16106592287,4.9669,37148190.57838141,0.002859,200000,208163.03316192474,8163.0331619247445,1.0408151658096236
2020-03-24,0,0.03675205398815146,0.0,5.0657,0.0,0.00306,200000,179320.970304603,-20679.02969539701,0.896604851523015
2020-03-25,0,-0.10731841435818122,0.0,5.0181,0.0,0.003056,200000,179320.970304603,-20679.02969539701,0.896604851523015
2020-03-26,0,-0.13044381739617658,0.0,5.0968,0.0,0.003079,200000,179320.970304603,-20679.02969539701,0.896604851523015
2020-03-27,0,-0.31844464766768965,0.0,4.9209,0.0,0.002998,200000,179320.970304603,-20679.02969539701,0.896604851523015
2020-03-28,0,-0.5780491405352323,0.0,4.8133,0.0,0.002969,200000,179320.970304603,-20679.02969539701,0.896604851523015
2020-03-29,0,0.3503912730075229,0.0,4.8126,0.0,0.002721,200000,179320.970304603,-20679.02969539701,0.896604851523015
2020-03-30,0,-0.35228901765259824,0.0,4.9529,0.0,0.002933,200000,179320.970304603,-20679.02969539701,0.896604851523015
2020-03-31,-2,-1.3243570749387723,0.0,4.9341,0.0,0.003108,200000,179320.970304603,-20679.02969539701,0.896604851523015
2020-04-01,-2,-1.232136555636525,0.0,5.0254,0.0,0.003153,200000,179320.970304603,-20679.02969539701,0.896604851523015
2020-04-02,-2,-1.248472573410055,0.0,5.0957,0.0,0.003228,200000,179320.970304603,-20679.02969539701,0.896604851523015
2020-04-03,-1,-1.1907326561801246,17524.135163845967,5.1164,-27503216.304386962,0.00326,200000,179320.970304603,-20679.02969539701,0.896604851523015
2020-04-04,-1,-1.0218665417741253,17524.135163845967,5.1474,-27503216.304386962,0.003245,200000,179451.67025011644,-20548.32974988356,0.8972583512505822
2020-04-05,-2,-1.3469301151772965,0.0,5.0296,0.0,0.00323,200000,180016.96874769317,-19983.031252306828,0.9000848437384659
2020-04-06,-2,-1.4560014514337773,0.0,5.6197,0.0,0.003643,200000,180016.96874769317,-19983.031252306828,0.9000848437384659
2020-04-07,-2,-2.530177592420778,0.0,5.4749,0.0,0.003872,200000,180016.96874769317,-19983.031252306828,0.9000848437384659
2020-04-08,-2,-1.7154187919521486,0.0,5.8256,0.0,0.003979,200000,180016.96874769317,-19983.031252306828,0.9000848437384659
2020-04-09,0,-0.9821133481903916,0.0,5.8893,0.0,0.003866,200000,180016.96874769317,-19983.031252306828,0.9000848437384659
2020-04-10,-2,-1.5257272190347493,0.0,5.2478,0.0,0.003608,200000,180016.96874769317,-19983.031252306828,0.9000848437384659
2020-04-11,-2,-1.5670156630175975,0.0,5.2804,0.0,0.003679,200000,180016.96874769317,-19983.031252306828,0.9000848437384659
2020-04-12,-2,-1.3534842095427824,0.0,5.3145,0.0,0.003681,200000,180016.96874769317,-19983.031252306828,0.9000848437384659
2020-04-13,-2,-1.291389369183732,0.0,5.1805,0.0,0.003609,200000,180016.96874769317,-19983.031252306828,0.9000848437384659
2020-04-14,-2,-1.2083112078516614,0.0,5.2449,0.0,0.003667,200000,180016.96874769317,-19983.031252306828,0.9000848437384659
2020-04-15,-2,-1.405445811849225,0.0,5.1002,0.0,0.003658,200000,180016.96874769317,-19983.031252306828,0.9000848437384659
2020-04-16,0,-0.9491306220808116,0.0,5.4755,0.0,0.003828,200000,180016.96874769317,-19983.031252306828,0.9000848437384659
2020-04-17,0,-0.9547329617402905,0.0,5.3707,0.0,0.003783,200000,180016.96874769317,-19983.031252306828,0.9000848437384659
2020-04-18,0,-0.8785075920201134,0.0,5.6573,0.0,0.003968,200000,180016.96874769317,-19983.031252306828,0.9000848437384659
2020-04-19,-1,-1.1143114178250093,16426.10489339488,5.4796,-23055451.940022178,0.003904,200000,180016.96874769317,-19983.031252306828,0.9000848437384659
2020-04-20,-1,-0.6211398979772128,16426.10489339488,5.2249,-23055451.940022178,0.003644,200000,169838.82232693973,-30161.177673060272,0.8491941116346986
2020-04-21,-1,-0.8315673485408603,16426.10489339488,5.1993,-23055451.940022178,0.003677,200000,170179.14395568956,-29820.856044310436,0.8508957197784478
2020-04-22,-2,-1.2295241102309435,0.0,5.3867,0.0,0.003898,200000,181404.62118064944,-18595.37881935056,0.9070231059032472
2020-04-23,0,-0.5778599767435668,0.0,5.6028,0.0,0.003952,200000,181404.62118064944,-18595.37881935056,0.9070231059032472
2020-04-24,-2,-1.4215604490659197,0.0,5.5931,0.0,0.004085,200000,181404.62118064944,-18595.37881935056,0.9070231059032472
2020-04-25,-2,-1.5048771563479324,0.0,5.75,0.0,0.004216,200000,181404.62118064944,-18595.37881935056,0.9070231059032472
2020-04-26,0,-0.9655057200074949,0.0,6.2159,0.0,0.00448,200000,181404.62118064944,-18595.37881935056,0.9070231059032472
2020-04-27,0,-0.5647787436416344,0.0,6.103,0.0,0.004356,200000,181404.62118064944,-18595.37881935056,0.9070231059032472
2020-04-28,0,0.36919076677703766,0.0,6.1423,0.0,0.004287,200000,181404.62118064944,-18595.37881935056,0.9070231059032472
2020-04-29,0,0.015868999439817767,0.0,6.7433,0.0,0.004766,200000,181404.62118064944,-18595.37881935056,0.9070231059032472
2020-04-30,2,2.323643445820848,0.0,6.4418,0.0,0.004353,200000,181404.62118064944,-18595.37881935056,0.9070231059032472
2020-05-01,2,2.401597756501712,0.0,6.647,0.0,0.004437,200000,181404.62118064944,-18595.37881935056,0.9070231059032472
2020-05-02,2,3.624527834074885,0.0,7.4719,0.0,0.004515,200000,181404.62118064944,-18595.37881935056,0.9070231059032472
2020-05-03,2,2.7400191257937285,0.0,7.2077,0.0,0.004332,200000,181404.62118064944,-18595.37881935056,0.9070231059032472
2020-05-04,2,1.9001804334961205,0.0,7.214,0.0,0.004444,200000,181404.62118064944,-18595.37881935056,0.9070231059032472
2020-05-05,2,1.6839460039624248,0.0,7.1905,0.0,0.004419,200000,181404.62118064944,-18595.37881935056,0.9070231059032472
2020-05-06,2,1.3387587715693032,0.0,6.8379,0.0,0.00425,200000,181404.62118064944,-18595.37881935056,0.9070231059032472
2020-05-07,0,0.8927148844590267,0.0,7.09,0.0,0.00451,200000,181404.62118064944,-18595.37881935056,0.9070231059032472
2020-05-08,0,0.1118850933892927,0.0,7.1445,0.0,0.004783,200000,181404.62118064944,-18595.37881935056,0.9070231059032472
2020-05-09,0,0.5938091293118736,0.0,7.0544,0.0,0.004549,200000,181404.62118064944,-18595.37881935056,0.9070231059032472
2020-05-10,0,-0.05550764229628185,0.0,6.1909,0.0,0.004165,200000,181404.62118064944,-18595.37881935056,0.9070231059032472
2020-05-11,0,-0.31416415884945637,0.0,6.0165,0.0,0.004113,200000,181404.62118064944,-18595.37881935056,0.9070231059032472
2020-05-12,0,-0.6307533018240221,0.0,6.0888,0.0,0.004243,200000,181404.62118064944,-18595.37881935056,0.9070231059032472
2020-05-13,-1,-1.0257917125586353,14595.270832782158,6.2145,-20341401.79195441,0.004459,200000,181404.62118064944,-18595.37881935056,0.9070231059032472
2020-05-14,-1,-1.0243440574249616,14595.270832782158,6.2779,-20341401.79195441,0.004494,200000,183041.91041416622,-16958.089585833775,0.9152095520708311
2020-05-15,0,-0.19537043314061484,0.0,6.5011,0.0,0.004377,200000,175553.62161303379,-24446.378386966215,0.8777681080651689
2020-05-16,0,-0.05333996036024061,0.0,6.6938,0.0,0.004449,200000,175553.62161303379,-24446.378386966215,0.8777681080651689
2020-05-17,0,-0.1206864036243344,0.0,6.6575,0.0,0.004426,200000,175553.62161303379,-24446.378386966215,0.8777681080651689
2020-05-18,0,-0.26147274623125827,0.0,6.712,0.0,0.004487,200000,175553.62161303379,-24446.378386966215,0.8777681080651689
2020-05-19,0,-0.61048387542512,0.0,6.6712,0.0,0.004534,200000,175553.62161303379,-24446.378386966215,0.8777681080651689
2020-05-20,-1,-1.1129176561311453,13606.065569190225,6.4513,-19398190.233484395,0.004525,200000,175553.62161303379,-24446.378386966215,0.8777681080651689
2020-05-21,-1,-0.8245505197590078,13606.065569190225,6.1255,-19398190.233484395,0.004237,200000,165534.0866633481,-34465.913336651894,0.8276704333167405
2020-05-22,-2,-1.3366555486216354,0.0,6.4632,0.0,0.00464,200000,177622.50130961114,-22377.498690388864,0.8881125065480557
2020-05-23,0,-0.9094837977556566,0.0,6.5575,0.0,0.004609,200000,177622.50130961114,-22377.498690388864,0.8881125065480557
2020-05-24,0,-0.1347539060220015,0.0,6.5819,0.0,0.004467,200000,177622.50130961114,-22377.498690388864,0.8881125065480557
2020-05-25,-2,-1.9222966705025872,0.0,6.8067,0.0,0.005064,200000,177622.50130961114,-22377.498690388864,0.8881125065480557
2020-05-26,-2,-1.359291419613945,0.0,6.708,0.0,0.004871,200000,177622.50130961114,-22377.498690388864,0.8881125065480557
2020-05-27,-1,-1.1742355767050718,13107.317421787502,6.7757,-18139552.829821397,0.004896,200000,177622.50130961114,-22377.498690388864,0.8881125065480557
2020-05-28,-2,-2.737754636303083,0.0,6.8609,0.0,0.005508,200000,187607.1641971255,-12392.835802874499,0.9380358209856275
2020-05-29,-2,-1.7249490233020868,0.0,7.2254,0.0,0.005547,200000,187607.1641971255,-12392.835802874499,0.9380358209856275
2020-05-30,-2,-2.462117535643012,0.0,7.4928,0.0,0.006227,200000,187607.1641971255,-12392.835802874499,0.9380358209856275
2020-05-31,-2,-2.6556780915471343,0.0,6.9388,0.0,0.006247,200000,187607.1641971255,-12392.835802874499,0.9380358209856275
2020-06-01,-2,-2.319958930645594,0.0,7.2045,0.0,0.006655,200000,187607.1641971255,-12392.835802874499,0.9380358209856275
2020-06-02,-2,-2.5088992911465318,0.0,6.9781,0.0,0.00725,200000,187607.1641971255,-12392.835802874499,0.9380358209856275
2020-06-03,-2,-2.009380222400681,0.0,6.9413,0.0,0.007099,200000,187607.1641971255,-12392.835802874499,0.9380358209856275
2020-06-04,-2,-1.5242206249592596,0.0,6.9152,0.0,0.006732,200000,187607.1641971255,-12392.835802874499,0.9380358209856275
2020-06-05,-2,-1.3858894318971184,0.0,6.8436,0.0,0.006693,200000,187607.1641971255,-12392.835802874499,0.9380358209856275
2020-06-06,-2,-1.6119192561513438,0.0,6.862,0.0,0.007301,200000,187607.1641971255,-12392.835802874499,0.9380358209856275
2020-06-07,-2,-1.431082903198608,0.0,6.8326,0.0,0.007246,200000,187607.1641971255,-12392.835802874499,0.9380358209856275
2020-06-08,-2,-1.5291674708836414,0.0,6.9004,0.0,0.007787,200000,187607.1641971255,-12392.835802874499,0.9380358209856275
2020-06-09,-2,-1.5964231050887956,0.0,6.7826,0.0,0.008181,200000,187607.1641971255,-12392.835802874499,0.9380358209856275
2020-06-10,-2,-1.7104800653671777,0.0,6.8084,0.0,0.009008,200000,187607.1641971255,-12392.835802874499,0.9380358209856275
2020-06-11,-2,-1.6669313613430417,0.0,6.264,0.0,0.008762,200000,187607.1641971255,-12392.835802874499,0.9380358209856275
2020-06-12,-2,-1.6909947245653838,0.0,6.4048,0.0,0.00971,200000,187607.1641971255,-12392.835802874499,0.9380358209856275
2020-06-13,-2,-1.4892641986051054,0.0,6.4923,0.0,0.009597,200000,187607.1641971255,-12392.835802874499,0.9380358209856275
2020-06-14,-1,-1.1433220351777025,14850.563143918745,6.3165,-10856896.07622254,0.00864,200000,187607.1641971255,-12392.835802874499,0.9380358209856275
2020-06-15,-2,-1.2134829225846158,0.0,6.2414,0.0,0.00901,200000,192739.49303743616,-7260.5069625638425,0.9636974651871808
2020-06-16,-1,-1.1561151472910662,15412.501242458151,6.2527,-10635663.44980886,0.009061,200000,192739.49303743616,-7260.5069625638425,0.9636974651871808
2020-06-17,-1,-1.0321773706022253,15412.501242458151,6.2823,-10635663.44980886,0.009013,200000,192685.1912286221,-7314.808771377895,0.9634259561431106
2020-06-18,-1,-0.8764702198552005,15412.501242458151,6.2085,-10635663.44980886,0.00866,200000,187793.35943914612,-12206.640560853877,0.9389667971957306
2020-06-19,-1,-0.5726605424710572,15412.501242458151,6.3406,-10635663.44980886,0.008379,200000,186840.7294238786,-13159.270576121402,0.934203647119393
2020-06-20,-1,-0.5068145179514025,15412.501242458151,6.2619,-10635663.44980886,0.00829,200000,184681.19152906415,-15318.808470935852,0.9234059576453207
2020-06-21,-1,-0.6892992612351972,15412.501242458151,6.2125,-10635663.44980886,0.008626,200000,187493.3968868225,-12506.603113177494,0.9374669844341126
2020-06-22,-1,-0.863303851529397,15412.501242458151,6.3745,-10635663.44980886,0.009283,200000,196977.85297462513,-3022.1470253748703,0.9848892648731257
2020-06-23,-1,-0.5531102946241949,15412.501242458151,6.3735,-10635663.44980886,0.008903,200000,192920.8883624553,-7079.111637544702,0.9646044418122764
2020-06-24,-1,-0.6985538838058044,15412.501242458151,6.2228,-10635663.44980886,0.008996,200000,191587.3411260491,-8412.658873950888,0.9579367056302456
2020-06-25,-1,-0.6460898169375092,15412.501242458151,6.1534,-10635663.44980886,0.008882,200000,189305.24790654427,-10694.752093455725,0.9465262395327214
2020-06-26,-1,-0.8072532928185663,15412.501242458151,6.044,-10635663.44980886,0.008949,200000,188331.70972175655,-11668.290278243454,0.9416585486087827
2020-06-27,-2,-1.243703417103702,0.0,5.589,0.0,0.008608,200000,198150.81456929218,-1849.1854307078174,0.9907540728464609
2020-06-28,-1,-1.1027364494023248,17227.209974552014,5.7511,-11401082.541386202,0.00869,200000,198150.81456929218,-1849.1854307078174,0.9907540728464609
2020-06-29,-1,-0.9402790510068529,17227.209974552014,5.8253,-11401082.541386202,0.008691,200000,199440.47463194534,-559.5253680546593,0.9972023731597267
2020-06-30,-2,-1.4922355187912166,0.0,5.7284,0.0,0.008837,200000,200217.83136929828,217.83136929827742,1.0010891568464915
2020-07-01,-2,-2.2905388305475953,0.0,5.7095,0.0,0.009436,200000,200217.83136929828,217.83136929827742,1.0010891568464915
2020-07-02,-2,-2.246087297960385,0.0,5.6408,0.0,0.009556,200000,200217.83136929828,217.83136929827742,1.0010891568464915
2020-07-03,-2,-2.4451257763371506,0.0,5.6483,0.0,0.010223,200000,200217.83136929828,217.83136929827742,1.0010891568464915
2020-07-04,-2,-2.973967913133774,0.0,5.6977,0.0,0.012525,200000,200217.83136929828,217.83136929827742,1.0010891568464915
2020-07-05,-2,-2.756757099399572,0.0,5.6498,0.0,0.014307,200000,200217.83136929828,217.83136929827742,1.0010891568464915
2020-07-06,-2,-2.035280349794681,0.0,6.1047,0.0,0.01442,200000,200217.83136929828,217.83136929827742,1.0010891568464915
2020-07-07,-2,-2.1593624358983114,0.0,6.2192,0.0,0.017325,200000,200217.83136929828,217.83136929827742,1.0010891568464915
2020-07-08,-2,-1.9923919808920865,0.0,6.634,0.0,0.019932,200000,200217.83136929828,217.83136929827742,1.0010891568464915
2020-07-09,-2,-1.560209920766017,0.0,6.6456,0.0,0.01825,200000,200217.83136929828,217.83136929827742,1.0010891568464915
2020-07-10,-2,-1.3494927541323722,0.0,6.3821,0.0,0.017119,200000,200217.83136929828,217.83136929827742,1.0010891568464915
2020-07-11,-2,-1.3506655526598146,0.0,6.5017,0.0,0.018535,200000,200217.83136929828,217.83136929827742,1.0010891568464915
2020-07-12,-1,-1.1851106912523974,15496.016544842985,6.4603,-5514123.695105984,0.018155,200000,200217.83136929828,217.83136929827742,1.0010891568464915
2020-07-13,-1,-1.166843563893382,15496.016544842985,6.3015,-5514123.695105984,0.018461,200000,199444.38579267965,-555.6142073203519,0.9972219289633982
2020-07-14,-1,-1.0502481629699678,15496.016544842985,6.3273,-5514123.695105984,0.01845,200000,199783.52765889044,-216.47234110956197,0.9989176382944522
2020-07-15,-1,-1.0581524694862043,15496.016544842985,6.2219,-5514123.695105984,0.018996,200000,201160.95905259182,1160.9590525918175,1.0058047952629592
2020-07-16,-1,-0.9199143138465239,15496.016544842985,6.0317,-5514123.695105984,0.018036,200000,192920.05795846097,-7079.942041539034,0.9646002897923048
2020-07-17,-1,-0.8600276230797977,15496.016544842985,6.029,-5514123.695105984,0.018211,200000,193843.19036043342,-6156.809639566578,0.9692159518021671
2020-07-18,-1,-0.7703789177006289,15496.016544842985,6.0518,-5514123.695105984,0.018168,200000,193959.39221876627,-6040.607781233732,0.9697969610938313
2020-07-19,-1,-0.6613090512487841,15496.016544842985,6.1004,-5514123.695105984,0.018017,200000,193879.86594488466,-6120.134055115341,0.9693993297244233
2020-07-20,-1,-0.21557304943407352,15496.016544842985,6.0289,-5514123.695105984,0.016074,200000,182057.95842233748,-17942.041577662516,0.9102897921116875
2020-07-21,-1,-0.380318355187641,15496.016544842985,6.1908,-5514123.695105984,0.0175,200000,192429.9038901687,-7570.096109831298,0.9621495194508435
2020-07-22,0,-0.11538177017537983,0.0,6.3569,0.0,0.017467,200000,198026.40237780212,-1973.597622197878,0.9901320118890106
2020-07-23,0,0.2924979392335042,0.0,6.4402,0.0,0.017381,200000,198026.40237780212,-1973.597622197878,0.9901320118890106
2020-07-24,0,0.47432365818516026,0.0,6.2548,0.0,0.016995,200000,198026.40237780212,-1973.597622197878,0.9901320118890106
2020-07-25,0,0.5715083236952574,0.0,6.7067,0.0,0.018218,200000,198026.40237780212,-1973.597622197878,0.9901320118890106
2020-07-26,2,1.4949632792344656,0.0,6.6358,0.0,0.017554,200000,198026.40237780212,-1973.597622197878,0.9901320118890106
2020-07-27,2,3.4363493871401896,0.0,7.1167,0.0,0.015641,200000,198026.40237780212,-1973.597622197878,0.9901320118890106
2020-07-28,2,2.5391591179154287,0.0,7.2125,0.0,0.01598,200000,198026.40237780212,-1973.597622197878,0.9901320118890106
2020-07-29,2,2.350323903559959,0.0,7.2644,0.0,0.015583,200000,198026.40237780212,-1973.597622197878,0.9901320118890106
2020-07-30,2,1.2171272549489252,0.0,7.3422,0.0,0.017315,200000,198026.40237780212,-1973.597622197878,0.9901320118890106
2020-07-31,2,1.2180864966376026,0.0,7.3976,0.0,0.017204,200000,198026.40237780212,-1973.597622197878,0.9901320118890106
