date,statusList,zscore,QTUMUSDT_position,QTUMUSDT_price,MITHUSDT_position,MITHUSDT_price,init,total_asset,pnl,return
2020-01-26,-2,-1.8376920748561858,0.0,1.935,0.0,0.00813,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-01-27,0,-0.601168587287217,0.0,1.997,0.0,0.00781,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-01-28,0,-0.0017919704882334983,0.0,2.052,0.0,0.00776,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-01-29,0,0.3952989337243883,0.0,2.066,0.0,0.00764,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-01-30,2,1.9390815016620495,0.0,2.176,0.0,0.00742,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-01-31,0,0.011663483649581224,0.0,2.125,0.0,0.00794,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-02-01,0,0.6417133019572229,0.0,2.193,0.0,0.00792,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-02-02,0,0.9981166994577073,0.0,2.262,0.0,0.00799,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-02-03,2,1.3457795090577749,0.0,2.286,0.0,0.00792,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-02-04,0,0.4071417567377065,0.0,2.307,0.0,0.00837,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-02-05,2,1.3697745183111274,0.0,2.442,0.0,0.00839,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-02-06,0,-0.4200282261162343,0.0,2.544,0.0,0.00964,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-02-07,0,-0.6115437243973182,0.0,2.572,0.0,0.00988,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-02-08,0,0.8306388678260784,0.0,2.6,0.0,0.00925,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-02-09,0,0.560483407274755,0.0,2.697,0.0,0.00973,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-02-10,0,-0.009481790390152532,0.0,2.597,0.0,0.00965,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-02-11,0,0.9372886903865456,0.0,2.709,0.0,0.00954,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-02-12,0,-0.7881985853657848,0.0,2.805,0.0,0.01082,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-02-13,-2,-1.5472884848889692,0.0,2.849,0.0,0.01156,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-02-14,0,-0.408463867192598,0.0,3.032,0.0,0.01146,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-02-15,0,-0.508514589069451,0.0,2.69,0.0,0.01013,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-02-16,0,-0.6826977463892943,0.0,2.493,0.0,0.00944,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-02-17,0,0.34144580877979924,0.0,2.51,0.0,0.00906,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-02-18,0,0.6484996104980362,0.0,2.639,0.0,0.00938,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-02-19,2,1.2695600751857776,0.0,2.443,0.0,0.00848,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-02-20,2,1.3770291450181738,0.0,2.389,0.0,0.0082,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-02-21,0,0.9779295851434933,0.0,2.416,0.0,0.00841,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-02-22,0,0.7334377559524968,0.0,2.388,0.0,0.0084,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-02-23,2,1.4906547838734436,0.0,2.491,0.0,0.00845,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-02-24,1,1.1331916652528558,-40893.553307228605,2.358,11919282.90462856,0.00809,200000,192853.9973968901,-7146.002603109897,0.9642699869844505
2020-02-25,2,2.608431150609589,0.0,2.384,0.0,0.00743,200000,201783.95649993292,1783.956499932916,1.0089197824996645
2020-02-26,2,2.227306960392991,0.0,2.097,0.0,0.00649,200000,201783.95649993292,1783.956499932916,1.0089197824996645
2020-02-27,2,1.7212433905389992,0.0,2.123,0.0,0.00667,200000,201783.95649993292,1783.956499932916,1.0089197824996645
2020-02-28,2,1.3955440362905769,0.0,2.073,0.0,0.00658,200000,201783.95649993292,1783.956499932916,1.0089197824996645
2020-02-29,2,1.3819253217285998,0.0,2.025,0.0,0.00636,200000,201783.95649993292,1783.956499932916,1.0089197824996645
2020-03-01,2,1.4802312633048207,0.0,2.028,0.0,0.00624,200000,201783.95649993292,1783.956499932916,1.0089197824996645
2020-03-02,2,1.4159036173615207,0.0,2.182,0.0,0.00666,200000,201783.95649993292,1783.956499932916,1.0089197824996645
2020-03-03,1,1.1037924623288122,-47035.88729602166,2.145,15171726.052626535,0.00665,200000,201783.95649993292,1783.956499932916,1.0089197824996645
2020-03-04,1,0.9096186425468041,-47035.88729602166,2.152,15171726.052626535,0.00674,200000,203478.66305574146,3478.663055741461,1.0173933152787074
2020-03-05,1,0.5118756308433463,-47035.88729602166,2.194,15171726.052626535,0.00703,200000,209853.97087743605,9853.970877436048,1.0492698543871803
2020-03-06,1,0.4859108101714406,-47035.88729602166,2.314,15171726.052626535,0.00739,200000,220960.09873190423,20960.098731904232,1.1048004936595213
2020-03-07,1,0.6162690703317211,-47035.88729602166,2.212,15171726.052626535,0.00698,200000,209942.03054613314,9942.030546133145,1.0497101527306658
2020-03-08,1,0.9617202541986681,-47035.88729602166,1.893,15171726.052626535,0.00584,200000,177641.81479870796,-22358.185201292043,0.8882090739935398
2020-03-09,1,0.569041800207162,-47035.88729602166,1.943,15171726.052626535,0.00609,200000,183786.5406766657,-16213.459323334304,0.9189327033833284
2020-03-10,1,0.47470387191621305,-47035.88729602166,1.954,15171726.052626535,0.00613,200000,184910.804479027,-15089.195520973008,0.924554022395135
2020-03-11,1,0.7604857610604787,-47035.88729602166,1.943,15171726.052626535,0.006,200000,182421.08533192932,-17578.914668070676,0.9121054266596467
2020-03-12,2,3.1099062929810968,0.0,1.039,0.0,0.0028,200000,208173.41045314513,8173.41045314513,1.0408670522657257
2020-03-13,2,3.321310220312423,0.0,1.258,0.0,0.00311,200000,208173.41045314513,8173.41045314513,1.0408670522657257
2020-03-14,2,2.359390545974,0.0,1.173,0.0,0.00297,200000,208173.41045314513,8173.41045314513,1.0408670522657257
2020-03-15,2,2.020647332782231,0.0,1.209,0.0,0.00306,200000,208173.41045314513,8173.41045314513,1.0408670522657257
2020-03-16,1,1.1502935230350337,-99414.23612853159,1.047,37041532.10910056,0.00281,200000,208173.41045314513,8173.41045314513,1.0408670522657257
2020-03-17,2,1.375871626372982,0.0,1.097,0.0,0.00285,200000,211662.4609752077,11662.460975207709,1.0583123048760386
2020-03-18,2,1.2902634887280555,0.0,1.111,0.0,0.00287,200000,211662.4609752077,11662.460975207709,1.0583123048760386
2020-03-19,0,0.28504874011512316,0.0,1.256,0.0,0.00354,200000,211662.4609752077,11662.460975207709,1.0583123048760386
2020-03-20,0,0.7909398581372985,0.0,1.232,0.0,0.00329,200000,211662.4609752077,11662.460975207709,1.0583123048760386
2020-03-21,0,0.779174202665966,0.0,1.232,0.0,0.00327,200000,211662.4609752077,11662.460975207709,1.0583123048760386
2020-03-22,1,1.03032819526092,-92267.8556997418,1.147,35874993.385628425,0.00295,200000,211662.4609752077,11662.460975207709,1.0583123048760386
2020-03-23,1,0.8794329438901496,-92267.8556997418,1.234,35874993.385628425,0.00319,200000,228299.76283363608,28299.76283363608,1.1414988141681803
2020-03-24,1,0.9501404939201881,-92267.8556997418,1.272,35874993.385628425,0.00324,200000,233599.69101950765,33599.69101950765,1.1679984550975382
2020-03-25,1,0.3625276666989775,-92267.8556997418,1.261,35874993.385628425,0.00336,200000,236889.7438130859,36889.74381308589,1.1844487190654296
2020-03-26,0,0.18875115277349144,0.0,1.277,0.0,0.00343,200000,206437.28539107248,6437.285391072481,1.0321864269553624
2020-03-27,0,-0.1971193966969491,0.0,1.204,0.0,0.00331,200000,206437.28539107248,6437.285391072481,1.0321864269553624
2020-03-28,0,0.5159145228390695,0.0,1.213,0.0,0.00315,200000,206437.28539107248,6437.285391072481,1.0321864269553624
2020-03-29,0,0.40191592776391655,0.0,1.141,0.0,0.00297,200000,206437.28539107248,6437.285391072481,1.0321864269553624
2020-03-30,0,0.1557554753606665,0.0,1.197,0.0,0.00314,200000,206437.28539107248,6437.285391072481,1.0321864269553624
2020-03-31,-2,-1.5365377677332464,0.0,1.21,0.0,0.00335,200000,206437.28539107248,6437.285391072481,1.0321864269553624
2020-04-01,-2,-1.778911640452582,0.0,1.223,0.0,0.00344,200000,206437.28539107248,6437.285391072481,1.0321864269553624
2020-04-02,-2,-1.2663063225738471,0.0,1.268,0.0,0.00351,200000,206437.28539107248,6437.285391072481,1.0321864269553624
2020-04-03,0,-0.2800001746419412,0.0,1.268,0.0,0.0034,200000,206437.28539107248,6437.285391072481,1.0321864269553624
2020-04-04,0,-0.565178554694934,0.0,1.29,0.0,0.0035,200000,206437.28539107248,6437.285391072481,1.0321864269553624
2020-04-05,0,-0.9407366055907728,0.0,1.258,0.0,0.00346,200000,206437.28539107248,6437.285391072481,1.0321864269553624
2020-04-06,0,-0.7432109673188118,0.0,1.416,0.0,0.00388,200000,206437.28539107248,6437.285391072481,1.0321864269553624
2020-04-07,0,0.06771523742404441,0.0,1.375,0.0,0.00368,200000,206437.28539107248,6437.285391072481,1.0321864269553624
2020-04-08,0,0.45404032027984065,0.0,1.5,0.0,0.00396,200000,206437.28539107248,6437.285391072481,1.0321864269553624
2020-04-09,0,0.7510498975080538,0.0,1.476,0.0,0.00386,200000,206437.28539107248,6437.285391072481,1.0321864269553624
2020-04-10,0,0.8740777187705332,0.0,1.341,0.0,0.00349,200000,206437.28539107248,6437.285391072481,1.0321864269553624
2020-04-11,2,1.3622177423597899,0.0,1.348,0.0,0.00346,200000,206437.28539107248,6437.285391072481,1.0321864269553624
2020-04-12,1,1.067584365509818,-75896.06080554135,1.36,29323478.03850461,0.00352,200000,206437.28539107248,6437.285391072481,1.0321864269553624
2020-04-13,0,-1.820316842766945,0.0,1.341,0.0,0.0038,200000,196784.6863849859,-3215.313615014107,0.9839234319249295
2020-04-14,-2,-2.1529218527774807,0.0,1.331,0.0,0.00387,200000,196784.6863849859,-3215.313615014107,0.9839234319249295
2020-04-15,0,0.30510772095072836,0.0,1.295,0.0,0.00345,200000,196784.6863849859,-3215.313615014107,0.9839234319249295
2020-04-16,2,1.209503404482877,0.0,1.403,0.0,0.00361,200000,196784.6863849859,-3215.313615014107,0.9839234319249295
2020-04-17,0,0.8759526944050221,0.0,1.383,0.0,0.0036,200000,196784.6863849859,-3215.313615014107,0.9839234319249295
2020-04-18,0,0.3034989302103248,0.0,1.437,0.0,0.00382,200000,196784.6863849859,-3215.313615014107,0.9839234319249295
2020-04-19,0,0.6861403601155408,0.0,1.391,0.0,0.00365,200000,196784.6863849859,-3215.313615014107,0.9839234319249295
2020-04-20,1,1.1717365885166222,-75051.36780510523,1.311,29196541.006674465,0.00337,200000,196784.6863849859,-3215.313615014107,0.9839234319249295
2020-04-21,1,0.9906085693509873,-75051.36780510523,1.315,29196541.006674465,0.00339,200000,197668.8226763398,-2331.177323660202,0.988344113381699
2020-04-22,1,0.6893967787325707,-75051.36780510523,1.367,29196541.006674465,0.00355,200000,206242.9403632732,6242.940363273199,1.031214701816366
2020-04-23,1,1.1541883847908145,-75051.36780510523,1.389,29196541.006674465,0.00354,200000,207602.10504491878,7602.105044918775,1.038010525224594
2020-04-24,1,0.5532504973846096,-75051.36780510523,1.426,29196541.006674465,0.0037,200000,215050.45221477555,15050.452214775549,1.0752522610738777
2020-04-25,2,1.2581880736258844,0.0,1.482,0.0,0.00374,200000,198815.75010718935,-1184.2498928106506,0.9940787505359467
2020-04-26,2,1.3187150590473813,0.0,1.532,0.0,0.00384,200000,198815.75010718935,-1184.2498928106506,0.9940787505359467
2020-04-27,0,0.2097188685759115,0.0,1.505,0.0,0.00391,200000,198815.75010718935,-1184.2498928106506,0.9940787505359467
2020-04-28,0,0.6623718437095816,0.0,1.527,0.0,0.0039,200000,198815.75010718935,-1184.2498928106506,0.9940787505359467
2020-04-29,2,1.9044682890747673,0.0,1.633,0.0,0.00396,200000,198815.75010718935,-1184.2498928106506,0.9940787505359467
2020-04-30,2,1.4060737422626086,0.0,1.536,0.0,0.00377,200000,198815.75010718935,-1184.2498928106506,0.9940787505359467
2020-05-01,1,1.0653097374432674,-62717.90224201557,1.585,25294624.69557116,0.00393,200000,198815.75010718935,-1184.2498928106506,0.9940787505359467
2020-05-02,2,1.6131882987812813,0.0,1.642,0.0,0.00395,200000,201884.77804107283,1884.77804107283,1.009423890205364
2020-05-03,1,1.0625350264085691,-63726.25569478309,1.584,25949200.262348693,0.00389,200000,201884.77804107283,1884.77804107283,1.009423890205364
2020-05-04,2,1.271693467827282,0.0,1.558,0.0,0.00381,200000,202303.83141399635,2303.8314139963477,1.0115191570699817
2020-05-05,0,0.17829905912022428,0.0,1.547,0.0,0.0039,200000,202303.83141399635,2303.8314139963477,1.0115191570699817
2020-05-06,0,-0.44817577585729257,0.0,1.508,0.0,0.00387,200000,202303.83141399635,2303.8314139963477,1.0115191570699817
2020-05-07,2,2.116836232363522,0.0,1.588,0.0,0.00375,200000,202303.83141399635,2303.8314139963477,1.0115191570699817
2020-05-08,2,1.6299824460349865,0.0,1.657,0.0,0.00395,200000,202303.83141399635,2303.8314139963477,1.0115191570699817
2020-05-09,0,0.7006293856062012,0.0,1.594,0.0,0.0039,200000,202303.83141399635,2303.8314139963477,1.0115191570699817
2020-05-10,0,0.7003948104778053,0.0,1.442,0.0,0.00352,200000,202303.83141399635,2303.8314139963477,1.0115191570699817
2020-05-11,0,-0.5930690347454945,0.0,1.401,0.0,0.00355,200000,202303.83141399635,2303.8314139963477,1.0115191570699817
2020-05-12,0,0.9292727916161051,0.0,1.468,0.0,0.00355,200000,202303.83141399635,2303.8314139963477,1.0115191570699817
2020-05-13,1,1.1443601187006118,-67887.19174966321,1.49,28333869.945937864,0.00357,200000,202303.83141399635,2303.8314139963477,1.0115191570699817
2020-05-14,1,0.6795066985326472,-67887.19174966321,1.536,28333869.945937864,0.00372,200000,209676.72272637155,9676.722726371547,1.0483836136318578
2020-05-15,1,0.660831113947589,-67887.19174966321,1.501,28333869.945937864,0.00363,200000,204750.62271999894,4750.622719998937,1.0237531135999947
2020-05-16,0,-1.5279420660614467,0.0,1.54,0.0,0.00396,200000,194647.98172256374,-5352.018277436262,0.9732399086128187
2020-05-17,0,0.10186343908533314,0.0,1.547,0.0,0.00379,200000,194647.98172256374,-5352.018277436262,0.9732399086128187
2020-05-18,0,-0.5221596237457471,0.0,1.579,0.0,0.00392,200000,194647.98172256374,-5352.018277436262,0.9732399086128187
2020-05-19,0,0.3477992289929916,0.0,1.582,0.0,0.00385,200000,194647.98172256374,-5352.018277436262,0.9732399086128187
2020-05-20,0,0.8125289799434048,0.0,1.576,0.0,0.00379,200000,194647.98172256374,-5352.018277436262,0.9732399086128187
2020-05-21,-2,-1.77290045589023,0.0,1.497,0.0,0.00385,200000,194647.98172256374,-5352.018277436262,0.9732399086128187
2020-05-22,0,0.5490206626411112,0.0,1.763,0.0,0.00427,200000,194647.98172256374,-5352.018277436262,0.9732399086128187
2020-05-23,-2,-2.4781101624601836,0.0,1.668,0.0,0.00446,200000,194647.98172256374,-5352.018277436262,0.9732399086128187
2020-05-24,-2,-3.3354686123925528,0.0,1.56,0.0,0.00468,200000,194647.98172256374,-5352.018277436262,0.9732399086128187
2020-05-25,-2,-3.0524521604038806,0.0,1.657,0.0,0.00539,200000,194647.98172256374,-5352.018277436262,0.9732399086128187
2020-05-26,-2,-1.8304892593535018,0.0,1.658,0.0,0.00495,200000,194647.98172256374,-5352.018277436262,0.9732399086128187
2020-05-27,-2,-1.484735750147495,0.0,1.635,0.0,0.00481,200000,194647.98172256374,-5352.018277436262,0.9732399086128187
2020-05-28,0,-0.8048248453504848,0.0,1.689,0.0,0.00469,200000,194647.98172256374,-5352.018277436262,0.9732399086128187
2020-05-29,-1,-1.1281378111205533,57690.56956803904,1.687,-19902656.617849052,0.00489,200000,194647.98172256374,-5352.018277436262,0.9732399086128187
2020-05-30,-1,-0.47869000653157606,57690.56956803904,1.802,-19902656.617849052,0.00493,200000,202078.50348760217,2078.5034876021673,1.0103925174380108
2020-05-31,0,-0.15645539837801034,0.0,1.747,0.0,0.00465,200000,186409.90996019758,-13590.090039802424,0.9320495498009879
2020-06-01,0,0.4746857083273385,0.0,1.89,0.0,0.00477,200000,186409.90996019758,-13590.090039802424,0.9320495498009879
2020-06-02,0,-0.17651012825282952,0.0,1.794,0.0,0.00482,200000,186409.90996019758,-13590.090039802424,0.9320495498009879
2020-06-03,0,-0.10866515482707285,0.0,1.829,0.0,0.00491,200000,186409.90996019758,-13590.090039802424,0.9320495498009879
2020-06-04,-2,-1.374398388891973,0.0,1.838,0.0,0.00561,200000,186409.90996019758,-13590.090039802424,0.9320495498009879
2020-06-05,0,-0.5795795820821039,0.0,1.798,0.0,0.00512,200000,186409.90996019758,-13590.090039802424,0.9320495498009879
2020-06-06,-1,-1.0407566820496112,50435.581699187656,1.848,-16793685.581999782,0.00555,200000,186409.90996019758,-13590.090039802424,0.9320495498009879
2020-06-07,-1,-0.913307726941408,50435.581699187656,1.807,-16793685.581999782,0.00541,200000,181990.93512905092,-18009.064870949078,0.9099546756452546
2020-06-08,-1,-0.6502003797375417,50435.581699187656,1.825,-16793685.581999782,0.00537,200000,182227.02817635628,-17772.97182364372,0.9111351408817814
2020-06-09,-1,-1.1349758024617753,50435.581699187656,1.805,-16793685.581999782,0.00558,200000,184744.9905145925,-15255.0094854075,0.9237249525729625
2020-06-10,-1,-0.6535940438212343,50435.581699187656,1.863,-16793685.581999782,0.00557,200000,187502.3173973254,-12497.682602674613,0.937511586986627
2020-06-11,0,0.12098193203595507,0.0,1.686,0.0,0.0048,200000,181985.21000896615,-18014.789991033846,0.9099260500448307
2020-06-12,0,0.10981494554254818,0.0,1.745,0.0,0.00499,200000,181985.21000896615,-18014.789991033846,0.9099260500448307
2020-06-13,0,-0.6783876533966162,0.0,1.778,0.0,0.00534,200000,181985.21000896615,-18014.789991033846,0.9099260500448307
2020-06-14,-2,-2.319595827053572,0.0,1.72,0.0,0.00585,200000,181985.21000896615,-18014.789991033846,0.9099260500448307
2020-06-15,-2,-1.8709749025930422,0.0,1.674,0.0,0.00562,200000,181985.21000896615,-18014.789991033846,0.9099260500448307
2020-06-16,-2,-2.5518599550600785,0.0,1.732,0.0,0.00664,200000,181985.21000896615,-18014.789991033846,0.9099260500448307
2020-06-17,-2,-2.12924857597907,0.0,1.71,0.0,0.00659,200000,181985.21000896615,-18014.789991033846,0.9099260500448307
2020-06-18,-2,-1.606234164254525,0.0,1.682,0.0,0.00623,200000,181985.21000896615,-18014.789991033846,0.9099260500448307
2020-06-19,-2,-1.4101720587146114,0.0,1.676,0.0,0.00619,200000,181985.21000896615,-18014.789991033846,0.9099260500448307
2020-06-20,-2,-1.3237943799709533,0.0,1.68,0.0,0.00626,200000,181985.21000896615,-18014.789991033846,0.9099260500448307
2020-06-21,-1,-1.044366537976058,52627.30191121057,1.729,-14558816.800717292,0.00625,200000,181985.21000896615,-18014.789991033846,0.9099260500448307
2020-06-22,-1,-0.5682139803079979,52627.30191121057,1.838,-14558816.800717292,0.0063,200000,188449.52675732397,-11550.473242676031,0.9422476337866198
2020-06-23,-1,-0.5384629512237866,52627.30191121057,1.796,-14558816.800717292,0.00619,200000,184637.71022897423,-15362.289771025768,0.9231885511448712
2020-06-24,-1,-0.43685674160344495,52627.30191121057,1.736,-14558816.800717292,0.00595,200000,177985.95608212944,-22014.043917870556,0.8899297804106472
2020-06-25,-1,-0.4560160302396653,52627.30191121057,1.718,-14558816.800717292,0.00595,200000,177038.66464772765,-22961.33535227235,0.8851933232386382
2020-06-26,-1,-0.4371658249860419,52627.30191121057,1.678,-14558816.800717292,0.00584,200000,173332.1027232003,-26667.89727679969,0.8666605136160015
2020-06-27,0,-0.06211948821103014,0.0,1.577,0.0,0.00531,200000,176299.27210679592,-23700.72789320408,0.8814963605339796
2020-06-28,0,-0.13924274404955464,0.0,1.615,0.0,0.00552,200000,176299.27210679592,-23700.72789320408,0.8814963605339796
2020-06-29,0,-0.18987119504597452,0.0,1.671,0.0,0.00577,200000,176299.27210679592,-23700.72789320408,0.8814963605339796
2020-06-30,0,-0.10795191842653455,0.0,1.643,0.0,0.00567,200000,176299.27210679592,-23700.72789320408,0.8814963605339796
2020-07-01,0,-0.12201446933647772,0.0,1.657,0.0,0.00578,200000,176299.27210679592,-23700.72789320408,0.8814963605339796
2020-07-02,0,0.40803181182736104,0.0,1.647,0.0,0.00562,200000,176299.27210679592,-23700.72789320408,0.8814963605339796
2020-07-03,0,-0.27112522557279617,0.0,1.636,0.0,0.00583,200000,176299.27210679592,-23700.72789320408,0.8814963605339796
2020-07-04,0,-0.4040671292924492,0.0,1.695,0.0,0.00609,200000,176299.27210679592,-23700.72789320408,0.8814963605339796
2020-07-05,2,1.9076019567312523,0.0,1.774,0.0,0.00577,200000,176299.27210679592,-23700.72789320408,0.8814963605339796
2020-07-06,2,1.474393930629105,0.0,1.821,0.0,0.006,200000,176299.27210679592,-23700.72789320408,0.8814963605339796
2020-07-07,2,1.6597816473464138,0.0,1.807,0.0,0.00589,200000,176299.27210679592,-23700.72789320408,0.8814963605339796
2020-07-08,2,2.7748755343021814,0.0,2.019,0.0,0.00613,200000,176299.27210679592,-23700.72789320408,0.8814963605339796
2020-07-09,2,2.5030129765078715,0.0,2.13,0.0,0.00637,200000,176299.27210679592,-23700.72789320408,0.8814963605339796
2020-07-10,0,-0.7695372461966361,0.0,2.037,0.0,0.00719,200000,176299.27210679592,-23700.72789320408,0.8814963605339796
2020-07-11,0,0.2400564223740119,0.0,2.079,0.0,0.00694,200000,176299.27210679592,-23700.72789320408,0.8814963605339796
2020-07-12,1,1.099337935206607,-43104.95650532908,2.045,13519882.830275761,0.00652,200000,176299.27210679592,-23700.72789320408,0.8814963605339796
2020-07-13,2,1.9513518928622484,0.0,2.211,0.0,0.00666,200000,181561.91129044193,-18438.08870955807,0.9078095564522096
2020-07-14,2,2.11590647516248,0.0,2.346,0.0,0.00685,200000,181561.91129044193,-18438.08870955807,0.9078095564522096
2020-07-15,2,1.8019235331687686,0.0,2.293,0.0,0.0067,200000,181561.91129044193,-18438.08870955807,0.9078095564522096
2020-07-16,2,1.8546305536891754,0.0,2.303,0.0,0.00658,200000,181561.91129044193,-18438.08870955807,0.9078095564522096
2020-07-17,2,1.8245037540278093,0.0,2.392,0.0,0.00671,200000,181561.91129044193,-18438.08870955807,0.9078095564522096
2020-07-18,0,0.33558841040595305,0.0,2.364,0.0,0.00738,200000,181561.91129044193,-18438.08870955807,0.9078095564522096
2020-07-19,-2,-1.3604179909668255,0.0,2.344,0.0,0.00848,200000,181561.91129044193,-18438.08870955807,0.9078095564522096
2020-07-20,-2,-2.511621339355298,0.0,2.215,0.0,0.00963,200000,181561.91129044193,-18438.08870955807,0.9078095564522096
2020-07-21,-2,-1.4797345464298945,0.0,2.351,0.0,0.0091,200000,181561.91129044193,-18438.08870955807,0.9078095564522096
2020-07-22,-2,-2.6428435858066246,0.0,2.376,0.0,0.0124,200000,181561.91129044193,-18438.08870955807,0.9078095564522096
2020-07-23,-2,-2.052714999565351,0.0,2.357,0.0,0.01174,200000,181561.91129044193,-18438.08870955807,0.9078095564522096
2020-07-24,-2,-1.6523510406113773,0.0,2.287,0.0,0.01089,200000,181561.91129044193,-18438.08870955807,0.9078095564522096
2020-07-25,-2,-1.2810180421144437,0.0,2.409,0.0,0.01087,200000,181561.91129044193,-18438.08870955807,0.9078095564522096
2020-07-26,-1,-1.1083597800622038,38515.4669686979,2.357,-8662304.9279791,0.01048,200000,181561.91129044193,-18438.08870955807,0.9078095564522096
2020-07-27,-1,-0.364051910160856,38515.4669686979,2.32,-8662304.9279791,0.00879,200000,165497.5436843154,-34502.4563156846,0.827487718421577
2020-07-28,-1,-0.5201195794861794,38515.4669686979,2.374,-8662304.9279791,0.00943,200000,173121.25405453175,-26878.745945468254,0.8656062702726588
2020-07-29,-1,-0.3331117130306271,38515.4669686979,2.351,-8662304.9279791,0.00909,200000,169290.2146387388,-30709.785361261194,0.8464510731936941
2020-07-30,-1,-0.42308127238737564,38515.4669686979,2.373,-8662304.9279791,0.00941,200000,172909.49248900346,-27090.50751099654,0.8645474624450173
2020-07-31,0,-0.07769928360841132,0.0,2.42,0.0,0.00899,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-01,0,0.3383794139701879,0.0,2.65,0.0,0.00914,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-02,0,0.09393528134310196,0.0,2.403,0.0,0.00877,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
2020-08-03,0,0.6592267957267499,0.0,2.621,0.0,0.00877,200000,166228.6025287251,-33771.39747127489,0.8311430126436256
